class,precision,recall,f1,support
1,0.1954674220963173,0.5798319327731093,0.29237288135593226,119
2,0.0,0.0,0.0,420
3,0.0,0.0,0.0,1001
4,0.0,0.0,0.0,1777
5,0.12433549911399881,0.9976303317535545,0.22111344537815125,422
