class,precision,recall,f1,support
1,0.6888888888888889,0.5210084033613446,0.5933014354066986,119
2,0.600451467268623,0.6333333333333333,0.6164542294322132,420
3,0.6487603305785123,0.6273726273726273,0.637887252412392,1001
4,0.762114537444934,0.7788407428249859,0.7703868633453939,1777
5,0.5710900473933649,0.5710900473933649,0.5710900473933649,422
