class,precision,recall,f1,support
1,0.1298342541436464,0.7899159663865546,0.2230130486358244,119
2,0.4288461538461538,0.530952380952381,0.474468085106383,420
3,0.5785953177257525,0.34565434565434566,0.43277048155096937,1001
4,0.8098024871982443,0.6229600450196962,0.7041984732824427,1777
5,0.5132075471698113,0.6445497630331753,0.5714285714285715,422
