source_drug_index,target_drug_index,original_similarity,task_similarity,kg_similarity,edge_origin
35,1,0.0,1.0000000000000002,0.9420432252655582,ORIGINAL
35,2,0.0,0.8333333333333334,0.935694190065955,ORIGINAL
35,3,0.0,0.9197090092274486,0.9599929196111939,ORIGINAL
35,4,0.0,0.9761870601839528,0.9420432252655582,ORIGINAL
35,5,0.0,0.9999999999999998,0.9420432252655582,ORIGINAL
35,6,0.0,0.5070925528371099,0.9403748526765583,ORIGINAL
35,7,0.0,0.9486832980505138,0.9420432252655582,ORIGINAL
35,8,0.0,0.9561828874675149,0.9420432252655582,ORIGINAL
35,9,0.0,0.769800358919501,0.9420432252655582,ORIGINAL
36,0,0.0,,0.9824636481796526,ORIGINAL
36,1,0.0,0.6454972243679028,0.9824636481796526,ORIGINAL
36,2,0.0,0.46188021535170054,0.9373812375584477,ORIGINAL
36,3,0.0,0.6092717958449424,0.9051753866614726,ORIGINAL
36,4,0.0,0.6804138174397718,0.9824636481796526,ORIGINAL
36,5,0.0,0.6666666666666666,0.9824636481796526,ORIGINAL
36,6,0.0,0.6324555320336759,0.9655410100448671,ORIGINAL
36,7,0.0,0.6933752452815365,0.9824636481796526,ORIGINAL
36,8,0.0,0.6708203932499369,0.9824636481796526,ORIGINAL
36,9,0.0,0.9072647087265548,0.9824636481796526,ORIGINAL
37,0,0.0,,0.9787128258238049,ORIGINAL
37,1,0.0,0.944911182523068,0.9787128258238049,ORIGINAL
37,2,0.0,,0.9352165812195476,ORIGINAL
37,3,0.0,0.944911182523068,0.9507984080426413,ORIGINAL
37,4,0.0,0.9622504486493763,0.9787128258238049,ORIGINAL
37,5,0.0,1.0000000000000002,0.9787128258238049,ORIGINAL
37,6,0.0,0.8164965809277259,0.9503441917874439,ORIGINAL
37,7,0.0,0.9622504486493763,0.9787128258238049,ORIGINAL
37,8,0.0,,0.9787128258238049,ORIGINAL
37,9,0.0,0.9486832980505138,0.9787128258238049,ORIGINAL
38,551,0.9,,0.9246351769434363,ORIGINAL
38,0,0.0,0.9999999999999998,0.9246351769434363,ORIGINAL
