source_drug_index,target_drug_index,original_similarity,task_similarity,kg_similarity,edge_origin
117,7,0.0,0.857142857142857,0.9678645053361953,ORIGINAL
117,8,0.0,0.944911182523068,0.9678645053361953,ORIGINAL
117,9,0.0,0.9428090415820635,0.9678645053361953,ORIGINAL
118,0,0.0,,0.9547094736283407,ORIGINAL
118,1,0.0,,0.9547094736283407,ORIGINAL
118,2,0.0,,0.9773974144232005,ORIGINAL
118,3,0.0,,0.9866204937711875,ORIGINAL
118,4,0.0,,0.9547094736283407,ORIGINAL
118,5,0.0,,0.9547094736283407,ORIGINAL
118,6,0.0,,0.9639000502246567,ORIGINAL
118,7,0.0,,0.9547094736283407,ORIGINAL
118,8,0.0,,0.9547094736283407,ORIGINAL
118,9,0.0,,0.9547094736283407,ORIGINAL
119,0,0.0,,1.0,ORIGINAL
119,1,0.0,1.0000000000000002,1.0,ORIGINAL
119,2,0.0,,0.9633150259944552,ORIGINAL
119,3,0.0,,0.9478675140998328,ORIGINAL
119,4,0.0,,1.0,ORIGINAL
119,5,0.0,0.8164965809277259,1.0,ORIGINAL
119,6,0.0,0.8944271909999159,0.9646784562203947,ORIGINAL
119,7,0.0,0.9999999999999999,1.0,ORIGINAL
119,8,0.0,,1.0,ORIGINAL
119,9,0.0,0.8606629658238704,1.0,ORIGINAL
120,0,0.0,,0.9523793853329676,ORIGINAL
120,1,0.0,,0.9523793853329676,ORIGINAL
120,2,0.0,,0.879671832210195,ORIGINAL
120,3,0.0,1.0000000000000002,0.9082083042804908,ORIGINAL
120,4,0.0,,0.9523793853329676,ORIGINAL
120,5,0.0,,0.9523793853329676,ORIGINAL
120,6,0.0,0.9525793444156805,0.906811281604233,ORIGINAL
120,7,0.0,,0.9523793853329676,ORIGINAL
120,8,0.0,0.8333333333333335,0.9523793853329676,ORIGINAL
120,9,0.0,,0.9523793853329676,ORIGINAL
121,0,0.0,,0.9528772578999964,ORIGINAL
121,1,0.0,0.944911182523068,0.9528772578999964,ORIGINAL
121,2,0.0,0.9285714285714286,0.8862136982368001,ORIGINAL
121,3,0.0,0.8660254037844388,0.8652361823140664,ORIGINAL
121,4,0.0,0.8869685939836239,0.9528772578999964,ORIGINAL
121,5,0.0,0.944911182523068,0.9528772578999964,ORIGINAL
121,6,0.0,0.7071067811865476,0.950676317163076,ORIGINAL
121,7,0.0,0.9999999999999999,0.9528772578999964,ORIGINAL
121,8,0.0,0.9438798074485389,0.9528772578999964,ORIGINAL
121,9,0.0,,0.9528772578999964,ORIGINAL
122,0,0.0,0.9428090415820635,1.0,ORIGINAL
122,1,0.0,0.944911182523068,1.0,ORIGINAL
122,2,0.0,0.8651809126974003,0.9633150259944552,ORIGINAL
122,3,0.0,0.8928571428571428,0.9478675140998328,ORIGINAL
122,4,0.0,0.8911327886790069,1.0,ORIGINAL
122,5,0.0,0.9090909090909091,1.0,ORIGINAL
122,6,0.0,0.7126966450997984,0.9646784562203947,ORIGINAL
122,7,0.0,0.894427190999916,1.0,ORIGINAL
122,8,0.0,0.8959786703810408,1.0,ORIGINAL
122,9,0.0,0.8451542547285166,1.0,ORIGINAL
123,0,0.0,,0.9246351727109446,ORIGINAL
123,1,0.0,0.9486832980505138,0.9246351727109446,ORIGINAL
123,2,0.0,0.9428090415820635,0.9390073888752621,ORIGINAL
123,3,0.0,0.8981462390204985,0.9530605296011393,ORIGINAL
123,4,0.0,0.894427190999916,0.9246351727109446,ORIGINAL
123,5,0.0,0.9434563530497265,0.9246351727109446,ORIGINAL
123,6,0.0,0.47140452079103173,0.9144329247651204,ORIGINAL
123,7,0.0,1.0000000000000002,0.9246351727109446,ORIGINAL
123,8,0.0,,0.9246351727109446,ORIGINAL
123,9,0.0,0.9230769230769232,0.9246351727109446,ORIGINAL
124,0,0.0,,0.9528205436652187,ORIGINAL
124,1,0.0,0.8869685939836239,0.9528205436652187,ORIGINAL
124,2,0.0,0.9669875568304563,0.9555396369374671,ORIGINAL
124,3,0.0,0.8598551696529507,0.9747204201491051,ORIGINAL
124,4,0.0,0.9525793444156805,0.9528205436652187,ORIGINAL
124,5,0.0,0.8908708063747479,0.9528205436652187,ORIGINAL
124,6,0.0,0.4949747468305832,0.9738170083123195,ORIGINAL
124,7,0.0,0.944911182523068,0.9528205436652187,ORIGINAL
124,8,0.0,0.5962847939999439,0.9528205436652187,ORIGINAL
124,9,0.0,0.9761870601839528,0.9528205436652187,ORIGINAL
125,0,0.0,,1.0,ORIGINAL
125,1,0.0,0.944911182523068,1.0,ORIGINAL
125,2,0.0,0.9428090415820635,0.9633150259944552,ORIGINAL
125,3,0.0,0.9525793444156805,0.9478675140998328,ORIGINAL
125,4,0.0,0.9622504486493763,1.0,ORIGINAL
125,5,0.0,1.0,1.0,ORIGINAL
125,6,0.0,0.674199862463242,0.9646784562203947,ORIGINAL
125,7,0.0,0.9707253433941511,1.0,ORIGINAL
125,8,0.0,,1.0,ORIGINAL
125,9,0.0,0.9622504486493763,1.0,ORIGINAL
126,0,0.0,-0.24999999999999994,0.9246351756299831,ORIGINAL
126,1,0.0,0.4472135954999579,0.9246351756299831,ORIGINAL
126,2,0.0,0.6218743352054218,0.9390073919060465,ORIGINAL
126,3,0.0,0.4217019235375514,0.9530605338182425,ORIGINAL
126,4,0.0,0.37962830118264823,0.9246351756299831,ORIGINAL
126,5,0.0,0.8703882797784892,0.9246351756299831,ORIGINAL
126,6,0.0,0.2666666666666666,0.9144329317735659,ORIGINAL
126,7,0.0,0.8728715609439696,0.9246351756299831,ORIGINAL
126,8,0.0,0.9538209664765318,0.9246351756299831,ORIGINAL
126,9,0.0,0.7803989725717079,0.9246351756299831,ORIGINAL
127,0,0.0,,0.9317824697544982,ORIGINAL
127,1,0.0,1.0000000000000002,0.9317824697544982,ORIGINAL
127,2,0.0,1.0000000000000002,0.948172308948168,ORIGINAL
127,3,0.0,0.760638829255665,0.9184882850144845,ORIGINAL
127,4,0.0,,0.9317824697544982,ORIGINAL
127,5,0.0,1.0,0.9317824697544982,ORIGINAL
127,6,0.0,0.5669467095138409,0.9277148497305662,ORIGINAL
127,7,0.0,,0.9317824697544982,ORIGINAL
127,8,0.0,,0.9317824697544982,ORIGINAL
127,9,0.0,,0.9317824697544982,ORIGINAL
128,0,0.0,,0.9871144567707992,ORIGINAL
128,1,0.0,0.47140452079103173,0.9871144567707992,ORIGINAL
128,2,0.0,0.6324555320336759,0.9707639418575956,ORIGINAL
128,3,0.0,0.6324555320336759,0.9733867936448207,ORIGINAL
128,4,0.0,0.9561828874675149,0.9871144567707992,ORIGINAL
128,5,0.0,0.47140452079103173,0.9871144567707992,ORIGINAL
128,6,0.0,,0.9810577315737754,ORIGINAL
128,7,0.0,,0.9871144567707992,ORIGINAL
128,8,0.0,,0.9871144567707992,ORIGINAL
128,9,0.0,0.9434563530497265,0.9871144567707992,ORIGINAL
129,0,0.0,,0.9611205894334732,ORIGINAL
129,1,0.0,0.5773502691896258,0.9611205894334732,ORIGINAL
129,2,0.0,0.8164965809277259,0.9521660201148179,ORIGINAL
129,3,0.0,0.8703882797784892,0.9352301620915747,ORIGINAL
129,4,0.0,,0.9611205894334732,ORIGINAL
129,5,0.0,0.8164965809277259,0.9611205894334732,ORIGINAL
129,6,0.0,0.7905694150420948,0.9665349424714982,ORIGINAL
129,7,0.0,0.5773502691896258,0.9611205894334732,ORIGINAL
129,8,0.0,,0.9611205894334732,ORIGINAL
129,9,0.0,0.5773502691896258,0.9611205894334732,ORIGINAL
130,0,0.0,,0.9236633702949337,ORIGINAL
130,1,0.0,0.8528028654224417,0.9236633702949337,ORIGINAL
130,2,0.0,0.9622504486493763,0.8518305095057916,ORIGINAL
130,3,0.0,0.917662935482247,0.8804093053982304,ORIGINAL
130,4,0.0,0.9428090415820634,0.9236633702949337,ORIGINAL
130,5,0.0,0.944911182523068,0.9236633702949337,ORIGINAL
130,6,0.0,0.5720775535473553,0.9084623543286139,ORIGINAL
130,7,0.0,0.9999999999999998,0.9236633702949337,ORIGINAL
130,8,0.0,0.9707253433941511,0.9236633702949337,ORIGINAL
130,9,0.0,0.9449111825230682,0.9236633702949337,ORIGINAL
131,0,0.0,0.9428090415820635,0.9865432291009868,ORIGINAL
131,1,0.0,0.9561828874675149,0.9865432291009868,ORIGINAL
131,2,0.0,1.0000000000000002,0.946452462077083,ORIGINAL
131,3,0.0,0.9464574146347642,0.9288382417506102,ORIGINAL
131,4,0.0,,0.9865432291009868,ORIGINAL
131,5,0.0,,0.9865432291009868,ORIGINAL
131,6,0.0,0.9428090415820635,0.9560412601772939,ORIGINAL
131,7,0.0,0.9428090415820635,0.9865432291009868,ORIGINAL
131,8,0.0,,0.9865432291009868,ORIGINAL
131,9,0.0,,0.9865432291009868,ORIGINAL
132,0,0.0,,0.9487238626033769,ORIGINAL
132,1,0.0,,0.9487238626033769,ORIGINAL
132,2,0.0,,0.889104409129361,ORIGINAL
132,3,0.0,,0.9153603126251838,ORIGINAL
132,4,0.0,,0.9487238626033769,ORIGINAL
132,5,0.0,1.0000000000000002,0.9487238626033769,ORIGINAL
132,6,0.0,0.0,0.921628900653479,ORIGINAL
132,7,0.0,,0.9487238626033769,ORIGINAL
132,8,0.0,,0.9487238626033769,ORIGINAL
132,9,0.0,,0.9487238626033769,ORIGINAL
133,0,0.0,,0.9794193459409338,ORIGINAL
133,1,0.0,1.0000000000000002,0.9794193459409338,ORIGINAL
133,2,0.0,0.9428090415820635,0.9292376128978144,ORIGINAL
133,3,0.0,0.9486832980505138,0.8954618915995061,ORIGINAL
133,4,0.0,0.9622504486493763,0.9794193459409338,ORIGINAL
133,5,0.0,1.0,0.9794193459409338,ORIGINAL
133,6,0.0,0.8164965809277261,0.9659286552606716,ORIGINAL
133,7,0.0,,0.9794193459409338,ORIGINAL
133,8,0.0,,0.9794193459409338,ORIGINAL
133,9,0.0,1.0000000000000002,0.9794193459409338,ORIGINAL
134,0,0.0,,0.9129282570602943,ORIGINAL
134,1,0.0,,0.9129282570602943,ORIGINAL
134,2,0.0,0.9428090415820635,0.8887865404094552,ORIGINAL
134,3,0.0,0.944911182523068,0.9229057310469914,ORIGINAL
134,4,0.0,,0.9129282570602943,ORIGINAL
134,5,0.0,1.0000000000000002,0.9129282570602943,ORIGINAL
134,6,0.0,,0.9105792825525866,ORIGINAL
134,7,0.0,,0.9129282570602943,ORIGINAL
134,8,0.0,,0.9129282570602943,ORIGINAL
134,9,0.0,0.9622504486493763,0.9129282570602943,ORIGINAL
135,0,0.0,,0.962720391122974,ORIGINAL
135,1,0.0,0.857142857142857,0.962720391122974,ORIGINAL
135,2,0.0,,0.9658798425192888,ORIGINAL
135,3,0.0,0.9561828874675149,0.9222827436858662,ORIGINAL
135,4,0.0,,0.962720391122974,ORIGINAL
135,5,0.0,0.9486832980505138,0.962720391122974,ORIGINAL
135,6,0.0,1.0000000000000002,0.976814604128465,ORIGINAL
135,7,0.0,,0.962720391122974,ORIGINAL
135,8,0.0,,0.962720391122974,ORIGINAL
135,9,0.0,,0.962720391122974,ORIGINAL
136,754,0.9,,0.9118027549841331,ORIGINAL
136,0,0.0,,0.954709469581179,ORIGINAL
136,1,0.0,0.944911182523068,0.954709469581179,ORIGINAL
136,2,0.0,0.9128709291752769,0.9773974115596312,ORIGINAL
136,3,0.0,0.9166666666666669,0.9866204902357685,ORIGINAL
136,4,0.0,0.9578414886923188,0.954709469581179,ORIGINAL
136,5,0.0,0.9432422182837986,0.954709469581179,ORIGINAL
136,6,0.0,0.5465943944999485,0.9639000530740643,ORIGINAL
136,7,0.0,0.8320502943378437,0.954709469581179,ORIGINAL
136,8,0.0,0.917662935482247,0.954709469581179,ORIGINAL
137,0,0.0,0.7016464154456235,0.9806790799232703,ORIGINAL
137,1,0.0,0.9449111825230682,0.9806790799232703,ORIGINAL
137,2,0.0,0.9072184232530289,0.9341955252978887,ORIGINAL
137,3,0.0,0.8984394226804693,0.9453174433227729,ORIGINAL
137,4,0.0,0.9060606745389329,0.9806790799232703,ORIGINAL
137,5,0.0,0.9073928715621605,0.9806790799232703,ORIGINAL
137,6,0.0,0.5960395606792697,0.956195813793295,ORIGINAL
137,7,0.0,0.8386278693775346,0.9806790799232703,ORIGINAL
137,8,0.0,1.0,0.9806790799232703,ORIGINAL
137,9,0.0,0.8333333333333334,0.9806790799232703,ORIGINAL
138,0,0.0,0.7905694150420948,1.0,ORIGINAL
138,1,0.0,0.8922178162191937,1.0,ORIGINAL
138,2,0.0,0.8548504142651103,0.9633150259944552,ORIGINAL
138,3,0.0,0.7783765290425712,0.9478675140998328,ORIGINAL
138,4,0.0,0.8304547985373997,1.0,ORIGINAL
138,5,0.0,0.7892051872524705,1.0,ORIGINAL
138,6,0.0,0.48420012470625223,0.9646784562203947,ORIGINAL
138,7,0.0,0.917662935482247,1.0,ORIGINAL
138,8,0.0,0.8463272660560107,1.0,ORIGINAL
138,9,0.0,0.9185586535436918,1.0,ORIGINAL
139,0,0.0,,0.9487238642068888,ORIGINAL
139,1,0.0,,0.9487238642068888,ORIGINAL
139,2,0.0,0.9428090415820635,0.889104412470999,ORIGINAL
139,3,0.0,0.9999999999999999,0.9153603154130996,ORIGINAL
139,4,0.0,,0.9487238642068888,ORIGINAL
139,5,0.0,0.9428090415820635,0.9487238642068888,ORIGINAL
139,6,0.0,,0.9216289007311725,ORIGINAL
139,7,0.0,,0.9487238642068888,ORIGINAL
139,8,0.0,,0.9487238642068888,ORIGINAL
139,9,0.0,0.9525793444156805,0.9487238642068888,ORIGINAL
140,0,0.0,0.3779644730092272,0.9265269144557784,ORIGINAL
140,1,0.0,0.7396002616336389,0.9265269144557784,ORIGINAL
140,2,0.0,0.6363961030678927,0.8674344100157444,ORIGINAL
140,3,0.0,0.4257997168527447,0.8508475952763901,ORIGINAL
140,4,0.0,0.6,0.9265269144557784,ORIGINAL
140,5,0.0,0.6681531047810609,0.9265269144557784,ORIGINAL
140,6,0.0,0.4303314829119352,0.9305804524064215,ORIGINAL
140,7,0.0,0.8660254037844387,0.9265269144557784,ORIGINAL
140,8,0.0,0.3903600291794132,0.9265269144557784,ORIGINAL
140,9,0.0,0.9166666666666666,0.9265269144557784,ORIGINAL
141,0,0.0,1.0000000000000002,0.9005372427410698,ORIGINAL
141,1,0.0,0.8333333333333334,0.9005372427410698,ORIGINAL
141,2,0.0,0.8593378488473195,0.8362922612945057,ORIGINAL
141,3,0.0,0.8381163549234939,0.8121820605349885,ORIGINAL
141,4,0.0,0.8104408984731079,0.9005372427410698,ORIGINAL
141,5,0.0,0.8436614877321075,0.9005372427410698,ORIGINAL
141,6,0.0,0.5345224838248488,0.9040113333802967,ORIGINAL
141,7,0.0,0.8451542547285165,0.9005372427410698,ORIGINAL
141,8,0.0,0.9128709291752769,0.9005372427410698,ORIGINAL
141,9,0.0,0.9486832980505138,0.9005372427410698,ORIGINAL
142,0,0.0,,0.9280662252848603,ORIGINAL
142,1,0.0,,0.9280662252848603,ORIGINAL
142,2,0.0,,0.948066170952678,ORIGINAL
142,3,0.0,0.8164965809277259,0.9766154061313334,ORIGINAL
142,4,0.0,,0.9280662252848603,ORIGINAL
142,5,0.0,0.8164965809277259,0.9280662252848603,ORIGINAL
142,6,0.0,0.0,0.9012193114046023,ORIGINAL
142,7,0.0,,0.9280662252848603,ORIGINAL
142,8,0.0,,0.9280662252848603,ORIGINAL
142,9,0.0,,0.9280662252848603,ORIGINAL
143,0,0.0,,1.0,ORIGINAL
143,1,0.0,0.9428090415820635,1.0,ORIGINAL
143,2,0.0,,0.9633150259944552,ORIGINAL
143,3,0.0,0.9438798074485389,0.9478675140998328,ORIGINAL
143,4,0.0,0.2721655269759087,1.0,ORIGINAL
143,5,0.0,0.6804138174397718,1.0,ORIGINAL
143,6,0.0,0.9428090415820635,0.9646784562203947,ORIGINAL
143,7,0.0,1.0,1.0,ORIGINAL
143,8,0.0,1.0000000000000002,1.0,ORIGINAL
143,9,0.0,0.8164965809277259,1.0,ORIGINAL
144,467,0.9,-0.12499999999999997,0.9999999999999948,ORIGINAL
144,0,0.0,,0.9616716916386817,ORIGINAL
144,1,0.0,1.0000000000000002,0.9616716916386817,ORIGINAL
144,2,0.0,-0.40451991747794525,0.9692984658212646,ORIGINAL
144,3,0.0,-0.23717082451262844,0.9711647467442004,ORIGINAL
144,4,0.0,-0.08058229640253803,0.9616716916386817,ORIGINAL
144,5,0.0,0.30618621784789724,0.9616716916386817,ORIGINAL
144,6,0.0,,0.9700823592954746,ORIGINAL
144,7,0.0,,0.9616716916386817,ORIGINAL
144,8,0.0,0.9561828874675149,0.9616716916386817,ORIGINAL
145,0,0.0,0.5,0.9264884290024824,ORIGINAL
145,1,0.0,0.8696263565463043,0.9264884290024824,ORIGINAL
145,2,0.0,0.8790490729915326,0.9749979885981271,ORIGINAL
145,3,0.0,0.8743856497851875,0.9848572516471273,ORIGINAL
145,4,0.0,0.9434563530497265,0.9264884290024824,ORIGINAL
145,5,0.0,0.9014978717104176,0.9264884290024824,ORIGINAL
145,6,0.0,0.65,0.909912094993466,ORIGINAL
145,7,0.0,0.9473729613780999,0.9264884290024824,ORIGINAL
145,8,0.0,0.865578422901097,0.9264884290024824,ORIGINAL
145,9,0.0,0.8660254037844387,0.9264884290024824,ORIGINAL
146,0,0.0,,0.9865432291009868,ORIGINAL
146,1,0.0,0.8770580193070293,0.9865432291009868,ORIGINAL
146,2,0.0,0.9090909090909091,0.946452462077083,ORIGINAL
146,3,0.0,0.9166666666666669,0.9288382417506102,ORIGINAL
146,4,0.0,0.894427190999916,0.9865432291009868,ORIGINAL
146,5,0.0,0.9486832980505138,0.9865432291009868,ORIGINAL
146,6,0.0,0.7669649888473704,0.9560412601772939,ORIGINAL
146,7,0.0,,0.9865432291009868,ORIGINAL
146,8,0.0,0.9525793444156805,0.9865432291009868,ORIGINAL
146,9,0.0,0.9622504486493763,0.9865432291009868,ORIGINAL
147,0,0.0,-0.6804138174397718,0.9734363214507032,ORIGINAL
147,1,0.0,0.5321811563901744,0.9734363214507032,ORIGINAL
147,2,0.0,0.6420578831241025,0.9372873897695143,ORIGINAL
147,3,0.0,0.7214530267080864,0.9593459940786431,ORIGINAL
147,4,0.0,0.7001400420140049,0.9734363214507032,ORIGINAL
147,5,0.0,0.67700320038633,0.9734363214507032,ORIGINAL
147,6,0.0,0.6676978608895885,0.9352360575243936,ORIGINAL
147,7,0.0,0.9467292624062573,0.9734363214507032,ORIGINAL
147,8,0.0,0.8504200642707612,0.9734363214507032,ORIGINAL
147,9,0.0,0.6370220572706062,0.9734363214507032,ORIGINAL
148,0,0.0,,0.9770930333460692,ORIGINAL
148,1,0.0,,0.9770930333460692,ORIGINAL
148,2,0.0,,0.9426950542058579,ORIGINAL
148,3,0.0,,0.9697879072350232,ORIGINAL
148,4,0.0,,0.9770930333460692,ORIGINAL
148,5,0.0,,0.9770930333460692,ORIGINAL
148,6,0.0,-0.9428090415820635,0.9343338179348393,ORIGINAL
148,7,0.0,,0.9770930333460692,ORIGINAL
148,8,0.0,,0.9770930333460692,ORIGINAL
148,9,0.0,,0.9770930333460692,ORIGINAL
149,0,0.0,-0.8728715609439696,0.9277359409909008,ORIGINAL
149,1,0.0,0.07905694150420949,0.9277359409909008,ORIGINAL
149,2,0.0,-0.09600307214746388,0.8743475505791171,ORIGINAL
149,3,0.0,-0.0562543950463012,0.890581023389894,ORIGINAL
149,4,0.0,0.36740471675703457,0.9277359409909008,ORIGINAL
149,5,0.0,0.7514691493021793,0.9277359409909008,ORIGINAL
149,6,0.0,0.3034330424545042,0.9225706286143928,ORIGINAL
149,7,0.0,0.9231326627541018,0.9277359409909008,ORIGINAL
149,8,0.0,0.7239227659930269,0.9277359409909008,ORIGINAL
149,9,0.0,0.6546536707079771,0.9277359409909008,ORIGINAL
150,0,0.0,,0.9699713572266225,ORIGINAL
150,1,0.0,0.5,0.9699713572266225,ORIGINAL
150,2,0.0,0.0,0.9059825079395406,ORIGINAL
150,3,0.0,0.44539933408304444,0.8860247116862109,ORIGINAL
150,4,0.0,-0.2581988897471611,0.9699713572266225,ORIGINAL
150,5,0.0,0.7071067811865475,0.9699713572266225,ORIGINAL
150,6,0.0,0.4082482904638631,0.9660512382337655,ORIGINAL
150,7,0.0,0.5773502691896258,0.9699713572266225,ORIGINAL
150,8,0.0,,0.9699713572266225,ORIGINAL
150,9,0.0,0.2672612419124244,0.9699713572266225,ORIGINAL
151,0,0.0,,1.0,ORIGINAL
151,1,0.0,,1.0,ORIGINAL
151,2,0.0,,0.9633150259944552,ORIGINAL
151,3,0.0,,0.9478675140998328,ORIGINAL
151,4,0.0,,1.0,ORIGINAL
151,5,0.0,,1.0,ORIGINAL
151,6,0.0,,0.9646784562203947,ORIGINAL
151,7,0.0,,1.0,ORIGINAL
151,8,0.0,,1.0,ORIGINAL
151,9,0.0,,1.0,ORIGINAL
152,0,0.0,,0.9794193485015635,ORIGINAL
152,1,0.0,,0.9794193485015635,ORIGINAL
152,2,0.0,0.9428090415820635,0.9292376140178872,ORIGINAL
152,3,0.0,1.0000000000000002,0.8954618946154363,ORIGINAL
152,4,0.0,,0.9794193485015635,ORIGINAL
152,5,0.0,,0.9794193485015635,ORIGINAL
152,6,0.0,,0.9659286563039695,ORIGINAL
152,7,0.0,,0.9794193485015635,ORIGINAL
152,8,0.0,,0.9794193485015635,ORIGINAL
152,9,0.0,0.9622504486493763,0.9794193485015635,ORIGINAL
153,0,0.0,,0.9808074286486422,ORIGINAL
153,1,0.0,0.0,0.9808074286486422,ORIGINAL
153,2,0.0,0.12309149097933275,0.9704064446070771,ORIGINAL
153,3,0.0,0.11785113019775793,0.9434388031421846,ORIGINAL
153,4,0.0,0.2773500981126146,0.9808074286486422,ORIGINAL
153,5,0.0,0.35355339059327373,0.9808074286486422,ORIGINAL
153,6,0.0,0.5345224838248487,0.9385487604084403,ORIGINAL
153,7,0.0,0.3779644730092272,0.9808074286486422,ORIGINAL
153,8,0.0,,0.9808074286486422,ORIGINAL
153,9,0.0,-0.3086066999241839,0.9808074286486422,ORIGINAL
154,0,0.0,,0.9794193456256931,ORIGINAL
154,1,0.0,,0.9794193456256931,ORIGINAL
154,2,0.0,,0.9292376073489026,ORIGINAL
154,3,0.0,0.944911182523068,0.8954618860082575,ORIGINAL
154,4,0.0,,0.9794193456256931,ORIGINAL
154,5,0.0,,0.9794193456256931,ORIGINAL
154,6,0.0,,0.9659286513903859,ORIGINAL
154,7,0.0,,0.9794193456256931,ORIGINAL
154,8,0.0,,0.9794193456256931,ORIGINAL
154,9,0.0,,0.9794193456256931,ORIGINAL
155,0,0.0,-0.5773502691896257,0.9824636485876855,ORIGINAL
155,1,0.0,-0.31622776601683794,0.9824636485876855,ORIGINAL
155,2,0.0,-0.498135481386718,0.937381235082717,ORIGINAL
155,3,0.0,-0.5984437489312765,0.9051753863812726,ORIGINAL
155,4,0.0,-0.6274950199005567,0.9824636485876855,ORIGINAL
155,5,0.0,-0.600099198148979,0.9824636485876855,ORIGINAL
155,6,0.0,-0.20203050891044214,0.9655410079174136,ORIGINAL
155,7,0.0,-0.29814239699997197,0.9824636485876855,ORIGINAL
155,8,0.0,-0.8451542547285166,0.9824636485876855,ORIGINAL
155,9,0.0,0.44271887242357305,0.9824636485876855,ORIGINAL
156,0,0.0,0.9647638212377322,0.9806790815765236,ORIGINAL
156,1,0.0,0.8922178162191937,0.9806790815765236,ORIGINAL
156,2,0.0,0.764093177458341,0.9341955275454015,ORIGINAL
156,3,0.0,0.8539864924534399,0.9453174450175371,ORIGINAL
156,4,0.0,0.9534625892455922,0.9806790815765236,ORIGINAL
156,5,0.0,0.909610971830841,0.9806790815765236,ORIGINAL
156,6,0.0,0.5393598899705937,0.9561958124327689,ORIGINAL
156,7,0.0,0.8181818181818182,0.9806790815765236,ORIGINAL
156,8,0.0,0.9074852129730302,0.9806790815765236,ORIGINAL
156,9,0.0,0.9354143466934853,0.9806790815765236,ORIGINAL
157,0,0.0,,1.0,ORIGINAL
157,1,0.0,0.9486832980505138,1.0,ORIGINAL
157,2,0.0,0.9116846116771036,0.9633150259944552,ORIGINAL
157,3,0.0,0.9296696802013682,0.9478675140998328,ORIGINAL
157,4,0.0,0.9561828874675149,1.0,ORIGINAL
157,5,0.0,0.9486832980505138,1.0,ORIGINAL
157,6,0.0,0.8581163303210331,0.9646784562203947,ORIGINAL
157,7,0.0,0.8333333333333335,1.0,ORIGINAL
157,8,0.0,0.9525793444156805,1.0,ORIGINAL
157,9,0.0,0.7745966692414834,1.0,ORIGINAL
158,0,0.0,0.9999999999999999,0.9794193485015635,ORIGINAL
158,1,0.0,0.9428090415820635,0.9794193485015635,ORIGINAL
158,2,0.0,0.9428090415820635,0.9292376140178872,ORIGINAL
158,3,0.0,0.944911182523068,0.8954618946154363,ORIGINAL
158,4,0.0,0.8888888888888888,0.9794193485015635,ORIGINAL
158,5,0.0,0.9622504486493763,0.9794193485015635,ORIGINAL
158,6,0.0,0.5962847939999439,0.9659286563039695,ORIGINAL
158,7,0.0,0.9525793444156805,0.9794193485015635,ORIGINAL
158,8,0.0,,0.9794193485015635,ORIGINAL
158,9,0.0,0.9999999999999998,0.9794193485015635,ORIGINAL
159,0,0.0,,0.9787128262576937,ORIGINAL
159,1,0.0,0.9428090415820635,0.9787128262576937,ORIGINAL
159,2,0.0,0.8864052604279183,0.9352165820534446,ORIGINAL
159,3,0.0,0.8764598212022147,0.9507984093464296,ORIGINAL
159,4,0.0,,0.9787128262576937,ORIGINAL
159,5,0.0,0.9622504486493763,0.9787128262576937,ORIGINAL
159,6,0.0,0.9428090415820635,0.9503441910853968,ORIGINAL
159,7,0.0,0.9999999999999998,0.9787128262576937,ORIGINAL
159,8,0.0,,0.9787128262576937,ORIGINAL
159,9,0.0,,0.9787128262576937,ORIGINAL
160,0,0.0,,0.9806790825098123,ORIGINAL
160,1,0.0,,0.9806790825098123,ORIGINAL
160,2,0.0,0.944911182523068,0.9341955221861229,ORIGINAL
160,3,0.0,0.9438798074485389,0.9453174381264416,ORIGINAL
160,4,0.0,0.9622504486493763,0.9806790825098123,ORIGINAL
160,5,0.0,1.0000000000000002,0.9806790825098123,ORIGINAL
160,6,0.0,0.7171371656006361,0.9561958101545694,ORIGINAL
160,7,0.0,0.9486832980505138,0.9806790825098123,ORIGINAL
160,8,0.0,0.944911182523068,0.9806790825098123,ORIGINAL
160,9,0.0,0.8333333333333334,0.9806790825098123,ORIGINAL
161,0,0.0,,0.924635169633216,ORIGINAL
161,1,0.0,,0.924635169633216,ORIGINAL
161,2,0.0,,0.9390073865970422,ORIGINAL
161,3,0.0,0.9486832980505138,0.9530605257077901,ORIGINAL
161,4,0.0,,0.924635169633216,ORIGINAL
161,5,0.0,,0.924635169633216,ORIGINAL
161,6,0.0,,0.9144329233831301,ORIGINAL
161,7,0.0,,0.924635169633216,ORIGINAL
161,8,0.0,,0.924635169633216,ORIGINAL
161,9,0.0,,0.924635169633216,ORIGINAL
162,0,0.0,,0.9265750960401569,ORIGINAL
162,1,0.0,1.0000000000000002,0.9265750960401569,ORIGINAL
162,2,0.0,0.944911182523068,0.9501157978717382,ORIGINAL
162,3,0.0,0.9647638212377322,0.962966190940858,ORIGINAL
162,4,0.0,0.9622504486493763,0.9265750960401569,ORIGINAL
162,5,0.0,0.9999999999999998,0.9265750960401569,ORIGINAL
162,6,0.0,0.4629100498862757,0.8885938333782119,ORIGINAL
162,7,0.0,,0.9265750960401569,ORIGINAL
162,8,0.0,,0.9265750960401569,ORIGINAL
162,9,0.0,,0.9265750960401569,ORIGINAL
163,0,0.0,,0.9557478134173839,ORIGINAL
163,1,0.0,-0.1889822365046136,0.9557478134173839,ORIGINAL
163,2,0.0,0.9258200997725516,0.8993093811766517,ORIGINAL
