source_drug_index,target_drug_index,original_similarity,task_similarity,kg_similarity,combined_score,task_overlap_count,edge_origin
7,1,0.0,0.9428090415820635,1.0,,3,ORIGINAL
7,2,0.0,1.0000000000000002,0.9633150259944552,,3,ORIGINAL
7,3,0.0,0.944911182523068,0.9478675140998328,,7,ORIGINAL
7,4,0.0,,1.0,,2,ORIGINAL
7,5,0.0,0.9561828874675149,1.0,,5,ORIGINAL
7,6,0.0,0.8749999999999998,0.9646784562203947,,5,ORIGINAL
7,8,0.0,0.8125,1.0,,7,ORIGINAL
7,9,0.0,0.7302967433402214,1.0,,4,ORIGINAL
7,10,0.0,-0.769800358919501,,,6,ORIGINAL
8,0,0.0,,1.0,,1,ORIGINAL
8,1,0.0,,1.0,,2,ORIGINAL
8,2,0.0,0.8999999999999998,0.9633150259944552,,4,ORIGINAL
8,3,0.0,0.8944271909999159,0.9478675140998328,,9,ORIGINAL
8,4,0.0,0.8571428571428571,1.0,,5,ORIGINAL
8,5,0.0,0.9464574146347642,1.0,,10,ORIGINAL
8,6,0.0,0.8606629658238704,0.9646784562203947,,6,ORIGINAL
8,7,0.0,0.8125,1.0,,7,ORIGINAL
8,9,0.0,0.7302967433402214,1.0,,3,ORIGINAL
8,10,0.0,-0.33333333333333337,,,6,ORIGINAL
9,0,0.0,1.0000000000000002,1.0,,3,ORIGINAL
9,1,0.0,0.9799578870122229,1.0,,6,ORIGINAL
9,2,0.0,0.9525793444156805,0.9633150259944552,,3,ORIGINAL
9,3,0.0,0.9090909090909091,0.9478675140998328,,5,ORIGINAL
9,4,0.0,,1.0,,2,ORIGINAL
9,5,0.0,0.8728715609439696,1.0,,6,ORIGINAL
9,6,0.0,0.4743416490252569,0.9646784562203947,,6,ORIGINAL
9,7,0.0,0.7302967433402214,1.0,,4,ORIGINAL
9,8,0.0,0.7302967433402214,1.0,,3,ORIGINAL
9,10,0.0,0.4082482904638631,,,6,ORIGINAL
10,0,0.0,,,,2,ORIGINAL
10,1,0.0,-0.16903085094570328,,,7,ORIGINAL
10,2,0.0,-0.5773502691896257,,,6,ORIGINAL
10,3,0.0,-0.4472135954999579,,,14,ORIGINAL
10,4,0.0,-0.223606797749979,,,9,ORIGINAL
10,5,0.0,-0.12309149097933275,,,12,ORIGINAL
10,6,0.0,0.1336306209562122,,,9,ORIGINAL
10,7,0.0,-0.769800358919501,,,6,ORIGINAL
10,8,0.0,-0.33333333333333337,,,6,ORIGINAL
10,9,0.0,0.4082482904638631,,,6,ORIGINAL
11,0,0.0,0.1889822365046136,1.0,,4,ORIGINAL
11,1,0.0,0.8660254037844387,1.0,,4,ORIGINAL
11,2,0.0,-0.5773502691896257,0.9633150259944552,,3,ORIGINAL
11,3,0.0,-0.13483997249264842,0.9478675140998328,,5,ORIGINAL
11,4,0.0,,1.0,,1,ORIGINAL
11,5,0.0,,1.0,,1,ORIGINAL
11,6,0.0,,0.9646784562203947,,0,ORIGINAL
11,7,0.0,,1.0,,0,ORIGINAL
11,8,0.0,,1.0,,0,ORIGINAL
11,9,0.0,-0.2357022603955158,1.0,,3,ORIGINAL
12,0,0.0,,1.0,,2,ORIGINAL
12,1,0.0,0.8801724588467041,1.0,,8,ORIGINAL
12,2,0.0,0.917662935482247,0.9633150259944552,,10,ORIGINAL
12,3,0.0,0.9096744465929526,0.9478675140998328,,23,ORIGINAL
12,4,0.0,0.9190074972809804,1.0,,10,ORIGINAL
12,5,0.0,0.9302605094190635,1.0,,11,ORIGINAL
12,6,0.0,0.7576144084141581,0.9646784562203947,,10,ORIGINAL
12,7,0.0,0.9434563530497265,1.0,,4,ORIGINAL
12,8,0.0,0.9230769230769232,1.0,,4,ORIGINAL
12,9,0.0,1.0000000000000002,1.0,,3,ORIGINAL
13,0,0.0,0.9525793444156805,,,6,ORIGINAL
13,1,0.0,1.0,,,11,ORIGINAL
13,2,0.0,0.9197090092274486,,,13,ORIGINAL
13,3,0.0,0.8553372034476997,,,25,ORIGINAL
13,4,0.0,0.8398387664337815,,,11,ORIGINAL
13,5,0.0,0.894427190999916,,,14,ORIGINAL
13,6,0.0,0.5400617248673217,,,13,ORIGINAL
13,7,0.0,0.9525793444156805,,,9,ORIGINAL
13,8,0.0,0.9430419201928973,,,8,ORIGINAL
13,9,0.0,0.8910421112136306,,,11,ORIGINAL
14,0,0.0,0.944911182523068,0.9688240436981679,,4,ORIGINAL
14,1,0.0,0.8486684247915056,0.9688240436981679,,9,ORIGINAL
14,2,0.0,0.8189230248533257,0.9416600178977113,,12,ORIGINAL
14,3,0.0,0.9276125895432155,0.9640273215868559,,30,ORIGINAL
14,4,0.0,0.8488746876271654,0.9688240436981679,,15,ORIGINAL
14,5,0.0,0.9296696802013682,0.9688240436981679,,11,ORIGINAL
14,6,0.0,0.8902638145194514,0.9506001616253588,,13,ORIGINAL
14,7,0.0,0.8976656233969146,0.9688240436981679,,13,ORIGINAL
14,8,0.0,0.8736977528572243,0.9688240436981679,,12,ORIGINAL
14,9,0.0,0.8892972917998876,0.9688240436981679,,6,ORIGINAL
15,0,0.0,0.1889822365046136,1.0,,4,ORIGINAL
15,1,0.0,0.8999999999999998,1.0,,7,ORIGINAL
15,2,0.0,0.909154827298409,0.9633150259944552,,17,ORIGINAL
15,3,0.0,0.9428713287054149,0.9478675140998328,,19,ORIGINAL
15,4,0.0,0.9467292624062573,1.0,,6,ORIGINAL
15,5,0.0,0.4045199174779452,1.0,,10,ORIGINAL
15,6,0.0,0.6308932681440448,0.9646784562203947,,13,ORIGINAL
15,7,0.0,0.9561828874675149,1.0,,7,ORIGINAL
15,8,0.0,0.8775269089525567,1.0,,8,ORIGINAL
15,9,0.0,0.48304589153964794,1.0,,6,ORIGINAL
16,0,0.0,,0.9639813098116331,,1,ORIGINAL
16,1,0.0,0.9999999999999999,0.9639813098116331,,4,ORIGINAL
16,2,0.0,0.9999999999999998,0.9054516351274056,,5,ORIGINAL
16,3,0.0,0.9534625892455924,0.8676103609921769,,8,ORIGINAL
16,4,0.0,0.8333333333333335,0.9639813098116331,,3,ORIGINAL
16,5,0.0,,0.9639813098116331,,2,ORIGINAL
16,6,0.0,0.8728715609439696,0.9485264300328381,,4,ORIGINAL
16,7,0.0,,0.9639813098116331,,1,ORIGINAL
16,8,0.0,,0.9639813098116331,,1,ORIGINAL
16,9,0.0,,0.9639813098116331,,2,ORIGINAL
17,0,0.0,0.9428090415820635,1.0,,3,ORIGINAL
17,1,0.0,0.9444444444444444,1.0,,9,ORIGINAL
17,2,0.0,0.9103585242672971,0.9633150259944552,,13,ORIGINAL
17,3,0.0,0.8671531082505228,0.9478675140998328,,25,ORIGINAL
17,4,0.0,0.9463399022160672,1.0,,11,ORIGINAL
17,5,0.0,0.9727963492069713,1.0,,13,ORIGINAL
17,6,0.0,0.6736330697086078,0.9646784562203947,,12,ORIGINAL
17,7,0.0,0.8875203139603666,1.0,,7,ORIGINAL
17,8,0.0,0.9325048082403138,1.0,,8,ORIGINAL
17,9,0.0,0.96,1.0,,7,ORIGINAL
18,0,0.0,,0.9471904310983514,,0,ORIGINAL
18,1,0.0,0.9561828874675149,0.9471904310983514,,4,ORIGINAL
18,2,0.0,0.9258200997725516,0.9744499134770355,,6,ORIGINAL
18,3,0.0,0.9636241116594315,0.9590620043917518,,10,ORIGINAL
18,4,0.0,,0.9471904310983514,,2,ORIGINAL
18,5,0.0,0.9486832980505138,0.9471904310983514,,6,ORIGINAL
18,6,0.0,0.7717436331412897,0.9287918814548854,,5,ORIGINAL
18,7,0.0,,0.9471904310983514,,1,ORIGINAL
18,8,0.0,0.9428090415820635,0.9471904310983514,,3,ORIGINAL
18,9,0.0,0.8888888888888888,0.9471904310983514,,3,ORIGINAL
19,0,0.0,,1.0,,2,ORIGINAL
19,1,0.0,,1.0,,2,ORIGINAL
19,2,0.0,-1.0000000000000002,0.9633150259944552,,3,ORIGINAL
19,3,0.0,-1.0000000000000002,0.9478675140998328,,3,ORIGINAL
19,4,0.0,,1.0,,1,ORIGINAL
19,5,0.0,,1.0,,2,ORIGINAL
19,6,0.0,,0.9646784562203947,,1,ORIGINAL
19,7,0.0,,1.0,,0,ORIGINAL
19,8,0.0,,1.0,,0,ORIGINAL
19,9,0.0,0.0,1.0,,4,ORIGINAL
20,0,0.0,,1.0,,1,ORIGINAL
20,1,0.0,,1.0,,2,ORIGINAL
20,2,0.0,1.0000000000000002,0.9633150259944552,,6,ORIGINAL
20,3,0.0,0.8613567692141091,0.9478675140998328,,16,ORIGINAL
20,4,0.0,0.9434563530497265,1.0,,4,ORIGINAL
20,5,0.0,0.9333333333333333,1.0,,10,ORIGINAL
20,6,0.0,0.6324555320336759,0.9646784562203947,,4,ORIGINAL
20,7,0.0,0.9090909090909091,1.0,,5,ORIGINAL
20,8,0.0,0.8869685939836239,1.0,,7,ORIGINAL
20,9,0.0,,1.0,,2,ORIGINAL
21,549,0.9,0.9523809523809523,,,6,ORIGINAL
21,739,0.9,0.9761870601839528,,,5,ORIGINAL
21,0,0.0,,0.9787128308504259,,2,ORIGINAL
21,1,0.0,0.9438798074485388,0.9787128308504259,,7,ORIGINAL
21,2,0.0,0.9622504486493764,0.9352165916551258,,9,ORIGINAL
21,3,0.0,0.9140905301589133,0.9507984159514022,,16,ORIGINAL
21,4,0.0,0.9503819266229829,0.9787128308504259,,10,ORIGINAL
21,5,0.0,0.9428090415820635,0.9787128308504259,,12,ORIGINAL
21,6,0.0,0.7089175569585667,0.9503441962871676,,11,ORIGINAL
21,7,0.0,0.8421052631578946,0.9787128308504259,,7,ORIGINAL
22,0,0.0,,0.9464225387447485,,0,ORIGINAL
22,1,0.0,,0.9464225387447485,,0,ORIGINAL
22,2,0.0,,0.9364023515847217,,0,ORIGINAL
22,3,0.0,,0.946063815064017,,1,ORIGINAL
22,4,0.0,,0.9464225387447485,,1,ORIGINAL
22,5,0.0,,0.9464225387447485,,1,ORIGINAL
22,6,0.0,,0.9660329857432681,,0,ORIGINAL
22,7,0.0,,0.9464225387447485,,0,ORIGINAL
22,8,0.0,,0.9464225387447485,,0,ORIGINAL
22,9,0.0,,0.9464225387447485,,0,ORIGINAL
23,0,0.0,,0.9738458758990994,,1,ORIGINAL
23,1,0.0,0.944911182523068,0.9738458758990994,,4,ORIGINAL
23,2,0.0,0.9594032236002469,0.9545809525599896,,8,ORIGINAL
23,3,0.0,0.8997354108424374,0.9713391354286336,,17,ORIGINAL
23,4,0.0,0.9486832980505138,0.9738458758990994,,8,ORIGINAL
23,5,0.0,0.9999999999999999,0.9738458758990994,,7,ORIGINAL
23,6,0.0,0.9594032236002469,0.9212287384896999,,8,ORIGINAL
23,7,0.0,0.944911182523068,0.9738458758990994,,8,ORIGINAL
23,8,0.0,0.9622504486493764,0.9738458758990994,,6,ORIGINAL
23,9,0.0,0.9486832980505138,0.9738458758990994,,4,ORIGINAL
24,0,0.0,-0.447213595499958,0.9806790826880305,,12,ORIGINAL
24,1,0.0,0.5855400437691199,0.9806790826880305,,17,ORIGINAL
24,2,0.0,0.6199304198780667,0.9341955269643447,,21,ORIGINAL
24,3,0.0,0.42092222111001554,0.9453174429785006,,66,ORIGINAL
24,4,0.0,0.4536323543632774,0.9806790826880305,,18,ORIGINAL
24,5,0.0,0.4588314677411235,0.9806790826880305,,19,ORIGINAL
24,6,0.0,0.5714285714285714,0.9561958130021706,,18,ORIGINAL
24,7,0.0,0.7092081432669752,0.9806790826880305,,13,ORIGINAL
24,8,0.0,0.44543540318737396,0.9806790826880305,,15,ORIGINAL
24,9,0.0,0.8838834764831844,0.9806790826880305,,9,ORIGINAL
25,0,0.0,,0.9317824658482984,,2,ORIGINAL
25,1,0.0,0.8164965809277259,0.9317824658482984,,3,ORIGINAL
25,2,0.0,0.4364357804719848,0.9481723036225334,,4,ORIGINAL
25,3,0.0,0.7071067811865475,0.9184882791854332,,10,ORIGINAL
25,4,0.0,0.9428090415820635,0.9317824658482984,,3,ORIGINAL
25,5,0.0,0.5330017908890261,0.9317824658482984,,8,ORIGINAL
25,6,0.0,0.6666666666666667,0.9277148474475789,,7,ORIGINAL
25,7,0.0,0.9486832980505138,0.9317824658482984,,6,ORIGINAL
25,8,0.0,0.9486832980505138,0.9317824658482984,,4,ORIGINAL
25,9,0.0,0.2834733547569204,0.9317824658482984,,5,ORIGINAL
26,0,0.0,,0.9806790815403282,,2,ORIGINAL
26,1,0.0,1.0,0.9806790815403282,,4,ORIGINAL
26,2,0.0,0.9058216273156767,0.9341955258135484,,7,ORIGINAL
26,3,0.0,0.8333333333333334,0.9453174438792368,,12,ORIGINAL
26,4,0.0,0.9622504486493763,0.9806790815403282,,3,ORIGINAL
26,5,0.0,0.9999999999999999,0.9806790815403282,,7,ORIGINAL
26,6,0.0,0.4629100498862757,0.9561958137126199,,6,ORIGINAL
26,7,0.0,,0.9806790815403282,,2,ORIGINAL
26,8,0.0,0.9622504486493763,0.9806790815403282,,3,ORIGINAL
26,9,0.0,0.9561828874675149,0.9806790815403282,,5,ORIGINAL
27,0,0.0,,0.9472315702303523,,1,ORIGINAL
27,1,0.0,,0.9472315702303523,,1,ORIGINAL
27,2,0.0,,0.9299349183050548,,1,ORIGINAL
27,3,0.0,,0.900893001940777,,2,ORIGINAL
27,4,0.0,,0.9472315702303523,,0,ORIGINAL
27,5,0.0,0.9428090415820635,0.9472315702303523,,3,ORIGINAL
27,6,0.0,,0.9765532417861429,,0,ORIGINAL
27,7,0.0,0.9525793444156805,0.9472315702303523,,3,ORIGINAL
27,8,0.0,0.9428090415820635,0.9472315702303523,,3,ORIGINAL
27,9,0.0,,0.9472315702303523,,1,ORIGINAL
28,0,0.0,0.0,0.9633150259944552,,5,ORIGINAL
28,1,0.0,0.882522608121828,0.9633150259944552,,10,ORIGINAL
28,2,0.0,0.5477225575051661,0.9999999999999993,,11,ORIGINAL
28,3,0.0,0.4654746681256313,0.9777320874553711,,28,ORIGINAL
28,4,0.0,0.9128709291752769,0.9633150259944552,,8,ORIGINAL
28,5,0.0,0.6999999999999998,0.9633150259944552,,13,ORIGINAL
28,6,0.0,0.1690308509457033,0.9658346052796958,,14,ORIGINAL
28,7,0.0,0.5163977794943222,0.9633150259944552,,6,ORIGINAL
28,8,0.0,0.6622661785325219,0.9633150259944552,,7,ORIGINAL
28,9,0.0,0.6172133998483676,0.9633150259944552,,9,ORIGINAL
29,0,0.0,,0.9547094717688748,,1,ORIGINAL
29,1,0.0,,0.9547094717688748,,1,ORIGINAL
29,2,0.0,0.9428090415820635,0.9773974148095274,,3,ORIGINAL
29,3,0.0,0.9438798074485389,0.9866204906090082,,5,ORIGINAL
29,4,0.0,,0.9547094717688748,,1,ORIGINAL
29,5,0.0,,0.9547094717688748,,2,ORIGINAL
29,6,0.0,,0.9639000526449375,,1,ORIGINAL
29,7,0.0,,0.9547094717688748,,0,ORIGINAL
29,8,0.0,,0.9547094717688748,,1,ORIGINAL
29,9,0.0,,0.9547094717688748,,1,ORIGINAL
30,0,0.0,,0.9999999999999963,,0,ORIGINAL
30,1,0.0,0.9486832980505138,0.9999999999999963,,5,ORIGINAL
30,2,0.0,0.9467292624062573,0.963315030649272,,6,ORIGINAL
30,3,0.0,0.9293203772845849,0.9478675182060994,,13,ORIGINAL
30,4,0.0,0.9561828874675149,0.9999999999999963,,5,ORIGINAL
30,5,0.0,0.9428090415820634,0.9999999999999963,,9,ORIGINAL
30,6,0.0,0.4364357804719848,0.9646784581218443,,9,ORIGINAL
30,7,0.0,0.9723055853282466,0.9999999999999963,,8,ORIGINAL
30,8,0.0,0.9013878188659974,0.9999999999999963,,7,ORIGINAL
30,9,0.0,0.7745966692414834,0.9999999999999963,,6,ORIGINAL
31,0,0.0,,0.9265269144557784,,0,ORIGINAL
31,1,0.0,0.5,0.9265269144557784,,4,ORIGINAL
31,2,0.0,0.4082482904638631,0.8674344100157444,,3,ORIGINAL
31,3,0.0,0.5303300858899106,0.8508475952763901,,7,ORIGINAL
31,4,0.0,0.8660254037844387,0.9265269144557784,,3,ORIGINAL
31,5,0.0,0.7071067811865475,0.9265269144557784,,4,ORIGINAL
31,6,0.0,0.35355339059327373,0.9305804524064215,,6,ORIGINAL
31,7,0.0,,0.9265269144557784,,2,ORIGINAL
31,8,0.0,,0.9265269144557784,,2,ORIGINAL
31,9,0.0,0.6666666666666666,0.9265269144557784,,3,ORIGINAL
32,0,0.0,,0.961120586841919,,0,ORIGINAL
32,1,0.0,0.944911182523068,0.961120586841919,,4,ORIGINAL
32,2,0.0,,0.9521660180930676,,1,ORIGINAL
32,3,0.0,,0.9352301584940231,,2,ORIGINAL
32,4,0.0,0.9622504486493763,0.961120586841919,,3,ORIGINAL
32,5,0.0,1.0000000000000002,0.961120586841919,,3,ORIGINAL
32,6,0.0,0.3651483716701107,0.9665349418267045,,5,ORIGINAL
32,7,0.0,,0.961120586841919,,1,ORIGINAL
32,8,0.0,,0.961120586841919,,0,ORIGINAL
32,9,0.0,,0.961120586841919,,2,ORIGINAL
33,0,0.0,0.9999999999999998,0.9949147262909888,,7,ORIGINAL
33,1,0.0,0.9434563530497265,0.9949147262909888,,13,ORIGINAL
33,2,0.0,0.9061030445113443,0.9513045252701238,,10,ORIGINAL
33,3,0.0,0.8890008890013334,0.9266304177681179,,29,ORIGINAL
33,4,0.0,0.8804087784801331,0.9949147262909888,,10,ORIGINAL
33,5,0.0,0.9315516419063741,0.9949147262909888,,14,ORIGINAL
33,6,0.0,0.4803844614152614,0.9703037312415322,,12,ORIGINAL
33,7,0.0,0.968962790249909,0.9949147262909888,,6,ORIGINAL
33,8,0.0,0.8677218312746247,0.9949147262909888,,8,ORIGINAL
33,9,0.0,0.9429541672723838,0.9949147262909888,,11,ORIGINAL
34,0,0.0,,1.0,,7,ORIGINAL
34,1,0.0,0.75,1.0,,15,ORIGINAL
34,2,0.0,0.37796447300922725,0.9633150259944552,,13,ORIGINAL
34,3,0.0,0.4615930911724977,0.9478675140998328,,42,ORIGINAL
34,4,0.0,0.7071067811865476,1.0,,9,ORIGINAL
34,5,0.0,0.5477225575051661,1.0,,18,ORIGINAL
34,6,0.0,0.47673129462279606,0.9646784562203947,,19,ORIGINAL
34,7,0.0,0.5892556509887896,1.0,,9,ORIGINAL
34,8,0.0,0.6187184335382291,1.0,,11,ORIGINAL
34,9,0.0,0.6885303726590962,1.0,,10,ORIGINAL
35,0,0.0,,0.9420432252655582,,1,ORIGINAL
35,1,0.0,1.0000000000000002,0.9420432252655582,,6,ORIGINAL
35,2,0.0,0.8333333333333334,0.935694190065955,,6,ORIGINAL
35,3,0.0,0.9197090092274486,0.9599929196111939,,16,ORIGINAL
35,4,0.0,0.9761870601839528,0.9420432252655582,,5,ORIGINAL
35,5,0.0,0.9999999999999998,0.9420432252655582,,8,ORIGINAL
35,6,0.0,0.5070925528371099,0.9403748526765583,,5,ORIGINAL
35,7,0.0,0.9486832980505138,0.9420432252655582,,4,ORIGINAL
35,8,0.0,0.9561828874675149,0.9420432252655582,,5,ORIGINAL
35,9,0.0,0.769800358919501,0.9420432252655582,,4,ORIGINAL
36,0,0.0,,0.9824636481796526,,1,ORIGINAL
36,1,0.0,0.6454972243679028,0.9824636481796526,,9,ORIGINAL
36,2,0.0,0.46188021535170054,0.9373812375584477,,9,ORIGINAL
36,3,0.0,0.6092717958449424,0.9051753866614726,,17,ORIGINAL
36,4,0.0,0.6804138174397718,0.9824636481796526,,6,ORIGINAL
36,5,0.0,0.6666666666666666,0.9824636481796526,,9,ORIGINAL
36,6,0.0,0.6324555320336759,0.9655410100448671,,11,ORIGINAL
36,7,0.0,0.6933752452815365,0.9824636481796526,,7,ORIGINAL
36,8,0.0,0.6708203932499369,0.9824636481796526,,4,ORIGINAL
36,9,0.0,0.9072647087265548,0.9824636481796526,,7,ORIGINAL
37,0,0.0,,0.9787128258238049,,0,ORIGINAL
37,1,0.0,0.944911182523068,0.9787128258238049,,4,ORIGINAL
37,2,0.0,,0.9352165812195476,,2,ORIGINAL
37,3,0.0,0.944911182523068,0.9507984080426413,,4,ORIGINAL
37,4,0.0,0.9622504486493763,0.9787128258238049,,3,ORIGINAL
37,5,0.0,1.0000000000000002,0.9787128258238049,,3,ORIGINAL
37,6,0.0,0.8164965809277259,0.9503441917874439,,6,ORIGINAL
37,7,0.0,0.9622504486493763,0.9787128258238049,,3,ORIGINAL
37,8,0.0,,0.9787128258238049,,2,ORIGINAL
37,9,0.0,0.9486832980505138,0.9787128258238049,,4,ORIGINAL
38,551,0.9,,0.9246351769434363,,0,ORIGINAL
38,0,0.0,0.9999999999999998,0.9246351769434363,,5,ORIGINAL
38,1,0.0,,0.9246351769434363,,2,ORIGINAL
38,2,0.0,1.0000000000000002,0.9390073894927917,,3,ORIGINAL
38,3,0.0,1.0000000000000002,0.9530605263464157,,6,ORIGINAL
38,4,0.0,,0.9246351769434363,,0,ORIGINAL
38,5,0.0,,0.9246351769434363,,1,ORIGINAL
38,6,0.0,,0.9144329271717845,,0,ORIGINAL
38,7,0.0,,0.9246351769434363,,1,ORIGINAL
38,8,0.0,,0.9246351769434363,,1,ORIGINAL
39,0,0.0,-0.2886751345948129,0.9806790805725801,,4,ORIGINAL
39,1,0.0,0.629940788348712,0.9806790805725801,,7,ORIGINAL
39,2,0.0,0.8944271909999159,0.9341955204820873,,6,ORIGINAL
39,3,0.0,0.8176298175326768,0.9453174394304682,,19,ORIGINAL
39,4,0.0,0.8528028654224419,0.9806790805725801,,6,ORIGINAL
39,5,0.0,0.7468160448149386,0.9806790805725801,,18,ORIGINAL
39,6,0.0,0.7692307692307694,0.9561958104880408,,10,ORIGINAL
39,7,0.0,0.8964214570007952,0.9806790805725801,,8,ORIGINAL
39,8,0.0,0.890870806374748,0.9806790805725801,,9,ORIGINAL
39,9,0.0,0.5345224838248488,0.9806790805725801,,6,ORIGINAL
40,0,0.0,,0.9487238660456732,,0,ORIGINAL
40,1,0.0,0.9428090415820635,0.9487238660456732,,3,ORIGINAL
40,2,0.0,1.0,0.8891044140773785,,4,ORIGINAL
40,3,0.0,1.0,0.9153603163718335,,6,ORIGINAL
40,4,0.0,,0.9487238660456732,,2,ORIGINAL
40,5,0.0,0.9486832980505138,0.9487238660456732,,5,ORIGINAL
40,6,0.0,0.9428090415820632,0.9216289035166967,,6,ORIGINAL
40,7,0.0,0.944911182523068,0.9487238660456732,,4,ORIGINAL
40,8,0.0,0.8528028654224417,0.9487238660456732,,5,ORIGINAL
40,9,0.0,0.9428090415820635,0.9487238660456732,,3,ORIGINAL
41,0,0.0,,0.9787128262576937,,0,ORIGINAL
41,1,0.0,0.9486832980505138,0.9787128262576937,,5,ORIGINAL
41,2,0.0,0.8660254037844386,0.9352165820534446,,6,ORIGINAL
41,3,0.0,0.9058216273156767,0.9507984093464296,,12,ORIGINAL
41,4,0.0,0.9999999999999998,0.9787128262576937,,5,ORIGINAL
41,5,0.0,1.0000000000000002,0.9787128262576937,,6,ORIGINAL
41,6,0.0,0.6154574548966638,0.9503441910853968,,6,ORIGINAL
41,7,0.0,,0.9787128262576937,,2,ORIGINAL
