class,precision,recall,f1,support
1,0.6732673267326733,0.5714285714285714,0.6181818181818183,119
2,0.6095717884130982,0.5761904761904761,0.5924112607099142,420
3,0.6647662485746865,0.5824175824175825,0.6208732694355698,1001
4,0.7368159203980099,0.8334271243669106,0.7821494586744124,1777
5,0.6045197740112994,0.5071090047393365,0.5515463917525774,422
