matrix_index,drug_name,stitch_id,stitch_found,stitch_row_count,distinct_inchikey_count,inchikeys
653,dexmethylphenidate,CIDm00154100,false,0,0,[]
654,fesoterodine,CIDm06918558,true,46,44,"[""BJMSMXSZTMCDMK-GNAFDRTKSA-N"",""BJMSMXSZTMCDMK-PAZJTJNJSA-N"",""BJMSMXSZTMCDMK-UHFFFAOYSA-N"",""DCCSDBARQIPTGU-GYQOIXMMSA-N"",""DCCSDBARQIPTGU-HDSCVYNSSA-N"",""DCCSDBARQIPTGU-HSZRJFAPSA-N"",""DCCSDBARQIPTGU-HSZRJFAPSA-O"",""DCCSDBARQIPTGU-INNCBZCWSA-N"",""DCCSDBARQIPTGU-KZQSOMIFSA-N"",""DCCSDBARQIPTGU-LTCLNFLVSA-N"",""DCCSDBARQIPTGU-NBKVFYENSA-N"",""DCCSDBARQIPTGU-QHCPKHFHSA-N"",""DCCSDBARQIPTGU-QHCPKHFHSA-O"",""DCCSDBARQIPTGU-RZLREIRZSA-N"",""DCCSDBARQIPTGU-SMDKLIFCSA-N"",""DCCSDBARQIPTGU-SYUQXZKISA-N"",""DCCSDBARQIPTGU-UHFFFAOYSA-N"",""DCCSDBARQIPTGU-UHFFFAOYSA-O"",""DCCSDBARQIPTGU-UYZCRKHQSA-N"",""DCCSDBARQIPTGU-WTWZJNPLSA-N"",""DCCSDBARQIPTGU-YDYGKOKOSA-N"",""DIHOSBDWSHGBKB-GNAFDRTKSA-N"",""DIHOSBDWSHGBKB-UHFFFAOYSA-N"",""JJNOUIDWSQIOBW-GNAFDRTKSA-N"",""JJNOUIDWSQIOBW-UHFFFAOYSA-N"",""KGGMVQDZGNYMDF-GNAFDRTKSA-N"",""KGGMVQDZGNYMDF-UHFFFAOYSA-N"",""MWHXMIASLKXGBU-BTJKTKAUSA-N"",""MWHXMIASLKXGBU-LASJEQTRSA-N"",""MWHXMIASLKXGBU-RNCYCKTQSA-L"",""MWHXMIASLKXGBU-RNCYCKTQSA-N"",""MWHXMIASLKXGBU-RNCYCKTQSA-O"",""MWHXMIASLKXGBU-UHFFFAOYSA-N"",""MWHXMIASLKXGBU-UHFFFAOYSA-O"",""MWHXMIASLKXGBU-VCQPCXMRSA-N"",""MWHXMIASLKXGBU-WLHGVMLRSA-N"",""MWHXMIASLKXGBU-XWAMJQBOSA-N"",""MWHXMIASLKXGBU-YCPJBFGISA-N"",""OSRIAOJFJIROFI-MQWQBNKOSA-N"",""OSRIAOJFJIROFI-UHFFFAOYSA-N"",""PRJPILUGXYAODY-GNAFDRTKSA-N"",""PRJPILUGXYAODY-UHFFFAOYSA-N"",""UPUGMQRUXQRONL-GNAFDRTKSA-N"",""UPUGMQRUXQRONL-UHFFFAOYSA-N""]"
655,gadobutrol,CIDm09916860,false,0,0,[]
656,naphazoline,CIDm00004436,true,21,17,"[""BMUVRKHGUKNOHF-UHFFFAOYSA-N"",""CGNKWJCFEPMBOZ-UHFFFAOYSA-N"",""CNIIGCLFLJGOGP-UHFFFAOYSA-N"",""CNIIGCLFLJGOGP-UHFFFAOYSA-O"",""CNIIGCLFLJGOGP-WTRHXODISA-N"",""CNIIGCLFLJGOGP-XHHURNKPSA-N"",""DIWWYINNBVUOSL-UHFFFAOYSA-N"",""DJDFFEBSKJCGHC-UHFFFAOYSA-M"",""DJDFFEBSKJCGHC-UHFFFAOYSA-N"",""HZVHPACMMGWUIV-UHFFFAOYSA-O"",""KLWDIDKZOJRVRD-UHFFFAOYSA-N"",""NWNKSVBABHTXSV-UHFFFAOYSA-N"",""QAVRCWSABGOWMA-UHFFFAOYSA-N"",""RAMUWLKVWRVYIU-UHFFFAOYSA-N"",""SATAFPLFBCQVCW-UHFFFAOYSA-N"",""ZAHXYMFVNNUHCP-UHFFFAOYSA-N"",""ZAHXYMFVNNUHCP-UHFFFAOYSA-O""]"
657,buserelin,CIDm00050224,false,0,0,[]
658,betaine,CIDm00000247,true,93,79,"[""BFQPEAPXHRCDNC-UHFFFAOYSA-N"",""BGEAYFQOVZCFRN-UHFFFAOYSA-N"",""BOUNEIQMDGKMBW-UHFFFAOYSA-M"",""BOUNEIQMDGKMBW-UHFFFAOYSA-N"",""BYMPMCDWXLRZCP-UHFFFAOYSA-N"",""CADXDNHQEDAAEF-UHFFFAOYSA-M"",""CADXDNHQEDAAEF-UHFFFAOYSA-N"",""CGMVBDHTJNIRSI-UHFFFAOYSA-M"",""CNEJRGLITNLESC-UHFFFAOYSA-L"",""CNEJRGLITNLESC-UHFFFAOYSA-N"",""CSMQTVXPCATFFO-UHFFFAOYSA-N"",""CSMQTVXPCATFFO-UHFFFAOYSA-O"",""CSMQTVXPCATFFO-UHFFFAOYSA-P"",""DOISALPRRSQXCK-UHFFFAOYSA-N"",""DRUGKXHHNJVQFT-UHFFFAOYSA-N"",""DVOOPQOQSRIFJG-UHFFFAOYSA-N"",""DWDIARWKMZUTTP-UHFFFAOYSA-M"",""DWDIARWKMZUTTP-UHFFFAOYSA-N"",""FGFFSZMRJVXHPL-UHFFFAOYSA-N"",""GAGLIMQPFHCFFH-UHFFFAOYSA-N"",""GAGLIMQPFHCFFH-UHFFFAOYSA-O"",""HISHEDMSXCJREV-UHFFFAOYSA-N"",""HOPSCVCBEOCPJZ-KXJTVHGNSA-N"",""HOPSCVCBEOCPJZ-KYRNGWDOSA-N"",""HOPSCVCBEOCPJZ-NIIDSAIPSA-N"",""HOPSCVCBEOCPJZ-UHFFFAOYSA-M"",""HOPSCVCBEOCPJZ-UHFFFAOYSA-N"",""HOPSCVCBEOCPJZ-UHFFFAOYSA-O"",""HOPSCVCBEOCPJZ-ZYQHVMRYSA-N"",""IZIMIIAKRJWGFI-UHFFFAOYSA-N"",""JEEWVYMWGGFDRH-UHFFFAOYSA-N"",""KAWZQQBHZZRDIE-UHFFFAOYSA-M"",""KHDFBJRSZXCBIC-UHFFFAOYSA-N"",""KHDFBJRSZXCBIC-UHFFFAOYSA-O"",""KWIUHFFTVRNATP-DTHIRTBQSA-N"",""KWIUHFFTVRNATP-DTHIRTBQSA-O"",""KWIUHFFTVRNATP-FIBGUPNXSA-O"",""KWIUHFFTVRNATP-FIXSIXJRSA-O"",""KWIUHFFTVRNATP-GQALSZNTSA-O"",""KWIUHFFTVRNATP-NZALAYQPSA-O"",""KWIUHFFTVRNATP-RCZUCQLYSA-N"",""KWIUHFFTVRNATP-RCZUCQLYSA-O"",""KWIUHFFTVRNATP-UHFFFAOYSA-N"",""KWIUHFFTVRNATP-UHFFFAOYSA-O"",""LKAOQCIAIYQGFG-UHFFFAOYSA-L"",""LKAOQCIAIYQGFG-UHFFFAOYSA-N"",""LKAOQCIAIYQGFG-WUUYCOTASA-N"",""LNZVWIXYOBCULT-UHFFFAOYSA-N"",""LWVFELJTXFLGKZ-UHFFFAOYSA-H"",""MBEFSXHNRNMMQN-UHFFFAOYSA-N"",""MPVUKZIJFSPNRO-UHFFFAOYSA-N"",""MPVUKZIJFSPNRO-UHFFFAOYSA-P"",""NJZRLXNBGZBREL-UHFFFAOYSA-M"",""NJZRLXNBGZBREL-UHFFFAOYSA-N"",""NJZRLXNBGZBREL-UHFFFAOYSA-O"",""QJWNYSRCYOCRGE-UHFFFAOYSA-N"",""QJWNYSRCYOCRGE-UHFFFAOYSA-O"",""QUIBCVISDHGBAW-UHFFFAOYSA-M"",""QUYGATSBILCDNU-UHFFFAOYSA-N"",""RDQMORJTLICVPR-UHFFFAOYSA-K"",""RDQMORJTLICVPR-UHFFFAOYSA-N"",""SVAMXQSZODJMTP-UHFFFAOYSA-N"",""SXYQTCMTCXIWGP-UHFFFAOYSA-P"",""UCYRNQPGKOFGCS-UHFFFAOYSA-N"",""USCFBALHCOJFRO-UHFFFAOYSA-N"",""VQOJVZCNOWWFTE-UHFFFAOYSA-N"",""VQSVOHLCAXCBPR-UHFFFAOYSA-N"",""XCWKESNGZRAGAK-CEAXSRTFSA-N"",""XCWKESNGZRAGAK-UHFFFAOYSA-N"",""XLSSYCALWBYLGH-UHFFFAOYSA-N"",""XSWBNXNGEAOXRJ-UHFFFAOYSA-M"",""XSWBNXNGEAOXRJ-UHFFFAOYSA-N"",""YFKAHIYDPUSUEG-UHFFFAOYSA-M"",""YKXUOESQDCXGIW-UHFFFAOYSA-K"",""YKXUOESQDCXGIW-UHFFFAOYSA-M"",""YKXUOESQDCXGIW-UHFFFAOYSA-N"",""YKXUOESQDCXGIW-UHFFFAOYSA-O"",""ZCCXZMHMPCCJIG-UHFFFAOYSA-M"",""ZCCXZMHMPCCJIG-UHFFFAOYSA-N""]"
659,bendamustine,CIDm00065628,true,20,19,"[""KTDNQPFJXRZQEQ-UHFFFAOYSA-N"",""TWBJYCLUHINEDN-UHFFFAOYSA-N"",""UNLHIIDTVSGUMT-UHFFFAOYSA-N"",""YBDMXMHLPWRCQV-UHFFFAOYSA-N"",""YTKUWDBFDASYHO-DYCDLGHISA-N"",""YTKUWDBFDASYHO-FIBGUPNXSA-N"",""YTKUWDBFDASYHO-JGHMPWFZSA-N"",""YTKUWDBFDASYHO-KAKHDJJRSA-N"",""YTKUWDBFDASYHO-PWDWWLAZSA-N"",""YTKUWDBFDASYHO-SGEUAGPISA-N"",""YTKUWDBFDASYHO-UFBJYANTSA-N"",""YTKUWDBFDASYHO-UHFFFAOYSA-N"",""YTKUWDBFDASYHO-UHFFFAOYSA-O"",""YTKUWDBFDASYHO-WEHJKYPOSA-N"",""ZHSKUOZOLHMKEA-DSJZTGLDSA-N"",""ZHSKUOZOLHMKEA-SJEKSWIZSA-N"",""ZHSKUOZOLHMKEA-UHBAQTEVSA-N"",""ZHSKUOZOLHMKEA-UHFFFAOYSA-M"",""ZHSKUOZOLHMKEA-UHFFFAOYSA-N""]"
660,cabazitaxel,CIDm09854073,false,0,0,[]
661,capsaicin,CIDm01548943,false,0,0,[]
662,dalteparin,CIDm25244225,false,0,0,[]
663,ganirelix,CIDm16130965,false,0,0,[]
664,histrelin,CIDm25077993,true,13,13,"[""BKEMVGVBBDMHKL-UHFFFAOYSA-N"",""BKEMVGVBBDMHKL-VYFXDUNUSA-N"",""DGTVQJOTEDTFMR-HOQOEESGSA-N"",""DGTVQJOTEDTFMR-UHFFFAOYSA-N"",""HHXHVIJIIXKSOE-QILQGKCVSA-N"",""HHXHVIJIIXKSOE-QILQGKCVSA-O"",""HHXHVIJIIXKSOE-RHVPLEPXSA-N"",""HHXHVIJIIXKSOE-TYIUZRSTSA-N"",""HHXHVIJIIXKSOE-UHFFFAOYSA-N"",""HHXHVIJIIXKSOE-WXBBAISSSA-N"",""KYRPGRJJIFZYGG-MPTVMWOCSA-N"",""OWAUGAMNPZHEOJ-UHFFFAOYSA-N"",""OWAUGAMNPZHEOJ-YKZVIGSYSA-N""]"
665,lanreotide,CIDm00071348,true,14,14,"[""DEXPIBGCLCPUHE-UHFFFAOYSA-N"",""DEXPIBGCLCPUHE-UISHROKMSA-N"",""PUDHBTGHUJUUFI-CHCYPAMJSA-N"",""PUDHBTGHUJUUFI-HCRZOEPYSA-N"",""PUDHBTGHUJUUFI-HUZRFOFRSA-N"",""PUDHBTGHUJUUFI-IGSAHCBPSA-N"",""PUDHBTGHUJUUFI-IOJUUEKKSA-N"",""PUDHBTGHUJUUFI-MRVGVATPSA-N"",""PUDHBTGHUJUUFI-NNRHPKKWSA-N"",""PUDHBTGHUJUUFI-SCTWWAJVSA-N"",""PUDHBTGHUJUUFI-UHFFFAOYSA-N"",""PUDHBTGHUJUUFI-ZABVYEGQSA-N"",""PUDHBTGHUJUUFI-ZYEGDVIWSA-N"",""RUGAHXUZHWYHNG-NLGNTGLNSA-N""]"
666,lanthanum.carbonate,CIDm00168924,true,9,8,"[""JKSVDWSKYFEURH-UHFFFAOYSA-L"",""JKSVDWSKYFEURH-UHFFFAOYSA-M"",""JKSVDWSKYFEURH-UHFFFAOYSA-N"",""NZPIUJUFIFZSPW-UHFFFAOYSA-H"",""QEVBQWCSPKCYSU-UHFFFAOYSA-L"",""SFRMNOQUGROVIE-UHFFFAOYSA-H"",""XWQHWNKFCMDVDS-UHFFFAOYSA-L"",""XWQHWNKFCMDVDS-UHFFFAOYSA-N""]"
667,lodoxamide,CIDm00044563,true,2,2,"[""JJOFNSLZHKIJEV-UHFFFAOYSA-N"",""KUGJPYZIWCRREB-UHFFFAOYSA-N""]"
668,methylnaltrexone.bromide,CIDm05361917,true,70,67,"[""BTAABYJYXUMLNT-KNLJMPJLSA-N"",""BTAABYJYXUMLNT-UHFFFAOYSA-N"",""IFGIYSGOEZJNBE-BAXOTIPHSA-N"",""IFGIYSGOEZJNBE-DECBJBRRSA-N"",""IFGIYSGOEZJNBE-FHXFVETISA-N"",""IFGIYSGOEZJNBE-GQGQDWCESA-N"",""IFGIYSGOEZJNBE-GUKRFJSDSA-N"",""IFGIYSGOEZJNBE-HFNHREKZSA-N"",""IFGIYSGOEZJNBE-HXBRFYPYSA-N"",""IFGIYSGOEZJNBE-KNLJMPJLSA-N"",""IFGIYSGOEZJNBE-LHJYHSJWSA-N"",""IFGIYSGOEZJNBE-NQMNLMSRSA-N"",""IFGIYSGOEZJNBE-PUEHHTFQSA-N"",""IFGIYSGOEZJNBE-QGVSCDBQSA-N"",""IFGIYSGOEZJNBE-QUCCVSFDSA-N"",""IFGIYSGOEZJNBE-UHFFFAOYSA-N"",""IFGIYSGOEZJNBE-VBDGALGWSA-N"",""IFGIYSGOEZJNBE-VGNSKDOGSA-N"",""IFGIYSGOEZJNBE-ZMKRNTKVSA-N"",""JVLBPIPGETUEET-AALARPRMSA-O"",""JVLBPIPGETUEET-AJOOBOLKSA-O"",""JVLBPIPGETUEET-AMAVQZEBSA-O"",""JVLBPIPGETUEET-AZCBRMASSA-O"",""JVLBPIPGETUEET-AZFZLYOWSA-O"",""JVLBPIPGETUEET-BKDZPPKTSA-N"",""JVLBPIPGETUEET-BKDZPPKTSA-O"",""JVLBPIPGETUEET-BUEZVJGKSA-O"",""JVLBPIPGETUEET-CSQBPEQZSA-O"",""JVLBPIPGETUEET-GAAHOAFPSA-N"",""JVLBPIPGETUEET-GAAHOAFPSA-O"",""JVLBPIPGETUEET-GSHPZLNTSA-O"",""JVLBPIPGETUEET-HBBARFODSA-O"",""JVLBPIPGETUEET-HVPBQNRZSA-O"",""JVLBPIPGETUEET-IPCFWRBCSA-O"",""JVLBPIPGETUEET-KIVCZWGWSA-O"",""JVLBPIPGETUEET-KVAQUGBLSA-N"",""JVLBPIPGETUEET-KVAQUGBLSA-O"",""JVLBPIPGETUEET-KXJRCPFFSA-O"",""JVLBPIPGETUEET-MHUGDSKNSA-O"",""JVLBPIPGETUEET-MICKHKOOSA-O"",""JVLBPIPGETUEET-MKBJAUIRSA-O"",""JVLBPIPGETUEET-MOTLAOEKSA-N"",""JVLBPIPGETUEET-MOTLAOEKSA-O"",""JVLBPIPGETUEET-NUYDBNQNSA-O"",""JVLBPIPGETUEET-OHWXQCLISA-O"",""JVLBPIPGETUEET-QEIMRKEDSA-O"",""JVLBPIPGETUEET-RMSQDLMASA-O"",""JVLBPIPGETUEET-SARHFLJWSA-O"",""JVLBPIPGETUEET-UGTAXJHQSA-O"",""JVLBPIPGETUEET-UHFFFAOYSA-N"",""JVLBPIPGETUEET-UHFFFAOYSA-O"",""JVLBPIPGETUEET-WIXLDOGYSA-O"",""JVLBPIPGETUEET-WSIIPXOWSA-N"",""JVLBPIPGETUEET-WSIIPXOWSA-O"",""JVLBPIPGETUEET-WSYSZLOTSA-O"",""JVLBPIPGETUEET-XJSWPFIOSA-O"",""JVLBPIPGETUEET-YMGPULDLSA-N"",""JVLBPIPGETUEET-YMGPULDLSA-O"",""JVLBPIPGETUEET-ZDIYEXQJSA-O"",""JVLBPIPGETUEET-ZLGBMCQESA-O"",""MWMNPLRPPPCUAA-FUZGSHSVSA-N"",""MWMNPLRPPPCUAA-KNLJMPJLSA-N"",""MWMNPLRPPPCUAA-UHFFFAOYSA-N"",""VYZRRRRJXDLIFG-FYJAVASCSA-N"",""VYZRRRRJXDLIFG-KNLJMPJLSA-N"",""VYZRRRRJXDLIFG-UHFFFAOYSA-N"",""VYZRRRRJXDLIFG-VGNSKDOGSA-N""]"
669,plerixafor,CIDm00065014,true,17,16,"[""FEYQTTMXGSTWFL-UHFFFAOYSA-N"",""GKFHDCZYJHUPEN-UHFFFAOYSA-N"",""LICLZJGFHSMSIY-UHFFFAOYSA-N"",""NTJWFYSLEIJDHO-UHFFFAOYSA-N"",""UEUPDYPUTTUXLJ-FDAYILJKSA-N"",""UEUPDYPUTTUXLJ-OHIMQKHWSA-N"",""UEUPDYPUTTUXLJ-UHFFFAOYSA-N"",""USMXIXZBRZZOQH-UHFFFAOYSA-N"",""VZVSLNRDUPMOSZ-UHFFFAOYSA-M"",""VZVSLNRDUPMOSZ-UHFFFAOYSA-N"",""XMAXGJCJFVELOX-UHFFFAOYSA-N"",""YIQPUIGJQJDJOS-JOEOWECRSA-N"",""YIQPUIGJQJDJOS-KDWZCNHSSA-N"",""YIQPUIGJQJDJOS-UHFFFAOYSA-N"",""YIQPUIGJQJDJOS-UHFFFAOYSA-Q"",""ZEGBUIHJZHQADU-UHFFFAOYSA-N""]"
670,raltegravir,CIDm23668479,true,49,49,"[""CZFFBEXEKNGXKS-ACTZCTKRSA-N"",""CZFFBEXEKNGXKS-AEVFRVNISA-N"",""CZFFBEXEKNGXKS-AUNJPOBPSA-N"",""CZFFBEXEKNGXKS-BLUGXXMFSA-N"",""CZFFBEXEKNGXKS-BSLRAITOSA-N"",""CZFFBEXEKNGXKS-FIBGUPNXSA-N"",""CZFFBEXEKNGXKS-GJQNQZCXSA-N"",""CZFFBEXEKNGXKS-GKOSEXJESA-N"",""CZFFBEXEKNGXKS-GQALSZNTSA-N"",""CZFFBEXEKNGXKS-IFQKZMQBSA-N"",""CZFFBEXEKNGXKS-JCEUWBQISA-N"",""CZFFBEXEKNGXKS-KDBDJPNISA-N"",""CZFFBEXEKNGXKS-KNXIQCGSSA-N"",""CZFFBEXEKNGXKS-LRCOEDLJSA-N"",""CZFFBEXEKNGXKS-LYWDCTPTSA-N"",""CZFFBEXEKNGXKS-MGKWXGLJSA-N"",""CZFFBEXEKNGXKS-MSDOIBIESA-N"",""CZFFBEXEKNGXKS-PLEVQAHISA-N"",""CZFFBEXEKNGXKS-PWPAKYLHSA-N"",""CZFFBEXEKNGXKS-QSQXIVBOSA-N"",""CZFFBEXEKNGXKS-QSTLQJKQSA-N"",""CZFFBEXEKNGXKS-QZQDQXEYSA-N"",""CZFFBEXEKNGXKS-SOWAYKIMSA-N"",""CZFFBEXEKNGXKS-SSFQWFDPSA-N"",""CZFFBEXEKNGXKS-TXPATRBFSA-N"",""CZFFBEXEKNGXKS-UFFRDWFDSA-N"",""CZFFBEXEKNGXKS-UHFFFAOYSA-M"",""CZFFBEXEKNGXKS-UHFFFAOYSA-N"",""CZFFBEXEKNGXKS-VRFZBMQGSA-N"",""CZFFBEXEKNGXKS-VVLWYDDRSA-N"",""CZFFBEXEKNGXKS-WINJLYTNSA-N"",""CZFFBEXEKNGXKS-WVZRYRIDSA-N"",""CZFFBEXEKNGXKS-XERRXZQWSA-N"",""CZFFBEXEKNGXKS-XLELPZHLSA-N"",""CZFFBEXEKNGXKS-ZSEOTKGWSA-N"",""DSMSZYOWNPVWEV-UHFFFAOYSA-N"",""FIGAGCYVBKUVAK-UHFFFAOYSA-N"",""IFUKBHBISRAZTF-FKEMLERWSA-M"",""IFUKBHBISRAZTF-NXIGQQGZSA-M"",""IFUKBHBISRAZTF-UHFFFAOYSA-M"",""MZTDZUGEOVKSEH-UHFFFAOYSA-N"",""NICWNEBYMFWNRO-UHFFFAOYSA-M"",""NICWNEBYMFWNRO-ZDCVYKBASA-M"",""NLDVPINGTPMESH-UHFFFAOYSA-N"",""PPXOVCUHAMJGKN-UHFFFAOYSA-N"",""QLBNDXLKPYXCIW-UHFFFAOYSA-M"",""XKRGSYWGSBRBAJ-UHFFFAOYSA-M"",""XKUOOZXYINKKSS-UHFFFAOYSA-M"",""ZGCHJRWINKHKJK-UHFFFAOYSA-L""]"
671,sodium.phenylbutyrate,CIDm00004775,true,22,22,"[""DVOADPMJRAMEJB-UHFFFAOYSA-N"",""GPNVPGOWADQPIE-UHFFFAOYSA-L"",""IZZYJPGANOUYJB-UHFFFAOYSA-L"",""NFFHADOBVLBXJN-UHFFFAOYSA-N"",""OBKXEAXTFZPCHS-DETAZLGJSA-N"",""OBKXEAXTFZPCHS-GAWGKFCISA-N"",""OBKXEAXTFZPCHS-KWBUGZBZSA-N"",""OBKXEAXTFZPCHS-LMANFOLPSA-N"",""OBKXEAXTFZPCHS-NAPLFIRZSA-N"",""OBKXEAXTFZPCHS-RJSZUWSASA-N"",""OBKXEAXTFZPCHS-RZVBEHOMSA-N"",""OBKXEAXTFZPCHS-SJOJKWQCSA-N"",""OBKXEAXTFZPCHS-UHFFFAOYSA-M"",""OBKXEAXTFZPCHS-UHFFFAOYSA-N"",""OBKXEAXTFZPCHS-VRWITDQQSA-N"",""OBKXEAXTFZPCHS-ZDAGDFTFSA-N"",""PWMWGKRAALHLEH-UHFFFAOYSA-M"",""QJHOLCUPMFGSTI-UHFFFAOYSA-M"",""QJHOLCUPMFGSTI-UHFFFAOYSA-N"",""SMWRDNDNSFPORN-UHFFFAOYSA-N"",""VPZRWNZGLKXFOE-UHFFFAOYSA-M"",""VPZRWNZGLKXFOE-UHFFFAOYSA-N""]"
672,triptorelin,CIDm25074470,true,11,11,"[""HPPONSCISKROOD-OYLNGHKZSA-M"",""HPPONSCISKROOD-OYLNGHKZSA-N"",""HPPONSCISKROOD-SZEHHZTRSA-N"",""HPPONSCISKROOD-UHFFFAOYSA-N"",""VXKHXGOKWPXYNA-BYROFXASSA-N"",""VXKHXGOKWPXYNA-FWWIQLRKSA-N"",""VXKHXGOKWPXYNA-NQUDZYGTSA-N"",""VXKHXGOKWPXYNA-PGBVPBMZSA-N"",""VXKHXGOKWPXYNA-UHFFFAOYSA-N"",""VXKHXGOKWPXYNA-XAVNRBHKSA-N"",""VXKHXGOKWPXYNA-YDFDUYJKSA-N""]"
673,lurasidone,CIDm00213046,true,51,51,"[""ACYCKVQRIYTHBS-SCIYSFAVSA-L"",""CXGFYKIUYILVOA-RSVFXZJTSA-N"",""CXGFYKIUYILVOA-UHFFFAOYSA-N"",""HYXPFQGUGHZSKK-YUNZBOFHSA-N"",""IEUBCJPQGNNZFE-RSVFXZJTSA-N"",""IEUBCJPQGNNZFE-UHFFFAOYSA-N"",""MGPVFIAESRCRIX-SCIYSFAVSA-N"",""MGPVFIAESRCRIX-UHFFFAOYSA-N"",""MMLHQCOSPPCMBO-RSVFXZJTSA-N"",""MMLHQCOSPPCMBO-UHFFFAOYSA-N"",""NEKCRUIRPWNMLK-AYVKDKLDSA-N"",""NEKCRUIRPWNMLK-HYZPWGHVSA-N"",""NEKCRUIRPWNMLK-JQPVBIIXSA-N"",""NEKCRUIRPWNMLK-MBTNCXEKSA-N"",""NEKCRUIRPWNMLK-NNEAAJNBSA-N"",""NEKCRUIRPWNMLK-SCIYSFAVSA-N"",""NEKCRUIRPWNMLK-UBMRPRFGSA-N"",""NEKCRUIRPWNMLK-UHFFFAOYSA-N"",""NEKCRUIRPWNMLK-YQUHNCLTSA-N"",""PQXKDMSYBGKCJA-AEQMUBOASA-N"",""PQXKDMSYBGKCJA-ANAXQFNSSA-N"",""PQXKDMSYBGKCJA-BXFMOABDSA-N"",""PQXKDMSYBGKCJA-CCMPBZAMSA-N"",""PQXKDMSYBGKCJA-CVTJIBDQSA-N"",""PQXKDMSYBGKCJA-CVTJIBDQSA-O"",""PQXKDMSYBGKCJA-DCEGAFBBSA-N"",""PQXKDMSYBGKCJA-DXBALXSTSA-N"",""PQXKDMSYBGKCJA-FDGCDDQTSA-N"",""PQXKDMSYBGKCJA-FHILBSSYSA-N"",""PQXKDMSYBGKCJA-GCQJPSDLSA-N"",""PQXKDMSYBGKCJA-GGYSQDOYSA-N"",""PQXKDMSYBGKCJA-HIKFKKOFSA-N"",""PQXKDMSYBGKCJA-HQKDKDJQSA-N"",""PQXKDMSYBGKCJA-HVYQPMNFSA-N"",""PQXKDMSYBGKCJA-NHRDDAFGSA-N"",""PQXKDMSYBGKCJA-QGNBIXDTSA-N"",""PQXKDMSYBGKCJA-QMVKWHEESA-N"",""PQXKDMSYBGKCJA-RBKORJQFSA-N"",""PQXKDMSYBGKCJA-RLBPEOPASA-N"",""PQXKDMSYBGKCJA-SBALBXATSA-N"",""PQXKDMSYBGKCJA-UHFFFAOYSA-N"",""PQXKDMSYBGKCJA-UHFFFAOYSA-O"",""PQXKDMSYBGKCJA-VUDBXFIESA-N"",""PQXKDMSYBGKCJA-VUOOAKIGSA-N"",""PQXKDMSYBGKCJA-WXXZVHATSA-N"",""PQXKDMSYBGKCJA-YBEUTXPYSA-N"",""PQXKDMSYBGKCJA-ZJGOLPKSSA-N"",""PQXKDMSYBGKCJA-ZYBWYVPMSA-N"",""TTWFJYXDQDWULT-CAFYJQNGSA-N"",""XVVKGEVRMQNGGV-RSVFXZJTSA-N"",""XVVKGEVRMQNGGV-UHFFFAOYSA-N""]"
