matrix_index,drug_name,stitch_id,stitch_found,stitch_row_count,distinct_inchikey_count,inchikeys
80,conjugated.estrogens,CIDm00168708,false,0,0,[]
81,travoprost,CIDm05282226,false,0,0,[]
82,atomoxetine,CIDm00054840,true,134,130,"[""ACTXRVFFPMIYAW-UHFFFAOYSA-N"",""ACTXRVFFPMIYAW-UNTBIKODSA-L"",""ACTXRVFFPMIYAW-UNTBIKODSA-N"",""DIADBFSMKOPEBS-NCTGSHGJSA-N"",""DIADBFSMKOPEBS-UHFFFAOYSA-N"",""GAXIZVNRMALXQT-UHFFFAOYSA-N"",""KUZSWVQDJCJIDQ-NDMDWDKOSA-N"",""KUZSWVQDJCJIDQ-UHFFFAOYSA-N"",""LUCXVPAZUDVVBT-AYFYGYPRSA-N"",""LUCXVPAZUDVVBT-CLORKAQBSA-N"",""LUCXVPAZUDVVBT-FNZLVDGMSA-N"",""LUCXVPAZUDVVBT-GJILKALXSA-N"",""LUCXVPAZUDVVBT-IFKXKULDSA-N"",""LUCXVPAZUDVVBT-IVKURWSVSA-N"",""LUCXVPAZUDVVBT-JMSAYKALSA-N"",""LUCXVPAZUDVVBT-KDCOMMKFSA-N"",""LUCXVPAZUDVVBT-LGEASYJSSA-N"",""LUCXVPAZUDVVBT-LMOVPXPDSA-N"",""LUCXVPAZUDVVBT-MRONBKLWSA-N"",""LUCXVPAZUDVVBT-NZDFJUHXSA-N"",""LUCXVPAZUDVVBT-OBWAKTLQSA-N"",""LUCXVPAZUDVVBT-OJPCNXEKSA-N"",""LUCXVPAZUDVVBT-RDKUSOCXSA-N"",""LUCXVPAZUDVVBT-UHFFFAOYSA-M"",""LUCXVPAZUDVVBT-UHFFFAOYSA-N"",""LUCXVPAZUDVVBT-UNTBIKODSA-M"",""LUCXVPAZUDVVBT-UNTBIKODSA-N"",""LUCXVPAZUDVVBT-WHAGPONWSA-N"",""LUCXVPAZUDVVBT-WNFLUTFFSA-N"",""RMZMVBKJXPPJBF-ZEECNFPPSA-M"",""VHGCDTVCOLNTBX-ADKXAFFUSA-N"",""VHGCDTVCOLNTBX-BAPOZYBJSA-N"",""VHGCDTVCOLNTBX-BFSBQFFTSA-N"",""VHGCDTVCOLNTBX-BHBZIDAWSA-N"",""VHGCDTVCOLNTBX-BHBZIDAWSA-O"",""VHGCDTVCOLNTBX-BIIKGVKQSA-N"",""VHGCDTVCOLNTBX-BIOSTICVSA-N"",""VHGCDTVCOLNTBX-BKLIMVFQSA-N"",""VHGCDTVCOLNTBX-BLVKVORLSA-N"",""VHGCDTVCOLNTBX-BMSJAHLVSA-N"",""VHGCDTVCOLNTBX-CBKMGAIESA-N"",""VHGCDTVCOLNTBX-CEULSRKMSA-N"",""VHGCDTVCOLNTBX-CKVIYSLPSA-N"",""VHGCDTVCOLNTBX-CRVJRCIQSA-N"",""VHGCDTVCOLNTBX-FIPDJUTDSA-N"",""VHGCDTVCOLNTBX-FKINQQERSA-N"",""VHGCDTVCOLNTBX-GBHLDNEBSA-N"",""VHGCDTVCOLNTBX-GEWDDSBVSA-N"",""VHGCDTVCOLNTBX-GMSUOXQSSA-N"",""VHGCDTVCOLNTBX-GPYPRFRESA-N"",""VHGCDTVCOLNTBX-GSSAQHFSSA-N"",""VHGCDTVCOLNTBX-GUBGJCPWSA-N"",""VHGCDTVCOLNTBX-HNBRJDTASA-N"",""VHGCDTVCOLNTBX-HRYLUTOYSA-N"",""VHGCDTVCOLNTBX-HUXYVDADSA-N"",""VHGCDTVCOLNTBX-IBRIDFJISA-N"",""VHGCDTVCOLNTBX-INZAGIRGSA-N"",""VHGCDTVCOLNTBX-IYLIOMAUSA-N"",""VHGCDTVCOLNTBX-IYLIOMAUSA-O"",""VHGCDTVCOLNTBX-JBTCBDNFSA-N"",""VHGCDTVCOLNTBX-JCNGFBMWSA-N"",""VHGCDTVCOLNTBX-JFENMXNJSA-N"",""VHGCDTVCOLNTBX-JLWYCGNASA-N"",""VHGCDTVCOLNTBX-JSRVSGIWSA-N"",""VHGCDTVCOLNTBX-JXYBTFAKSA-N"",""VHGCDTVCOLNTBX-JYJSRPCYSA-N"",""VHGCDTVCOLNTBX-KRKPIRAHSA-N"",""VHGCDTVCOLNTBX-KRWDZBQOSA-N"",""VHGCDTVCOLNTBX-KRWDZBQOSA-O"",""VHGCDTVCOLNTBX-KRYZWPBASA-N"",""VHGCDTVCOLNTBX-KUQCIZOUSA-N"",""VHGCDTVCOLNTBX-KVDIYSLXSA-N"",""VHGCDTVCOLNTBX-KXJXKPKKSA-N"",""VHGCDTVCOLNTBX-LGUXWONLSA-N"",""VHGCDTVCOLNTBX-LMAGHZPJSA-N"",""VHGCDTVCOLNTBX-LMTAUPJKSA-N"",""VHGCDTVCOLNTBX-LOUUPYFCSA-N"",""VHGCDTVCOLNTBX-LPTGZXBXSA-N"",""VHGCDTVCOLNTBX-LWAALCKTSA-N"",""VHGCDTVCOLNTBX-LWZPTBSSSA-N"",""VHGCDTVCOLNTBX-MNXPZFDSSA-N"",""VHGCDTVCOLNTBX-MONNEFGBSA-N"",""VHGCDTVCOLNTBX-MSGCNJAYSA-N"",""VHGCDTVCOLNTBX-NLIACQFISA-N"",""VHGCDTVCOLNTBX-NVNSKBCASA-N"",""VHGCDTVCOLNTBX-OAERRKLKSA-N"",""VHGCDTVCOLNTBX-OCDRXCHTSA-N"",""VHGCDTVCOLNTBX-PCGSBGAOSA-N"",""VHGCDTVCOLNTBX-PTFPCNOJSA-N"",""VHGCDTVCOLNTBX-PTKUUPKFSA-N"",""VHGCDTVCOLNTBX-QGZVFWFLSA-N"",""VHGCDTVCOLNTBX-QGZVFWFLSA-O"",""VHGCDTVCOLNTBX-RAMDWTOOSA-N"",""VHGCDTVCOLNTBX-RHVPGPSCSA-N"",""VHGCDTVCOLNTBX-RPZJIEAFSA-N"",""VHGCDTVCOLNTBX-SALNSEAZSA-N"",""VHGCDTVCOLNTBX-SVBHQWIJSA-N"",""VHGCDTVCOLNTBX-SVBHQWIJSA-O"",""VHGCDTVCOLNTBX-TTXCXRJYSA-N"",""VHGCDTVCOLNTBX-UHFFFAOYSA-N"",""VHGCDTVCOLNTBX-UHFFFAOYSA-O"",""VHGCDTVCOLNTBX-UQHNLIMQSA-N"",""VHGCDTVCOLNTBX-UXHBBFANSA-N"",""VHGCDTVCOLNTBX-VGEHYMMZSA-N"",""VHGCDTVCOLNTBX-VJOGYBIQSA-N"",""VHGCDTVCOLNTBX-VJPHSORBSA-N"",""VHGCDTVCOLNTBX-VLPVWXCHSA-N"",""VHGCDTVCOLNTBX-VTNORMIGSA-N"",""VHGCDTVCOLNTBX-VVXGTNBWSA-N"",""VHGCDTVCOLNTBX-WFBMWZOZSA-N"",""VHGCDTVCOLNTBX-WFGJKAKNSA-N"",""VHGCDTVCOLNTBX-WGTHGASSSA-N"",""VHGCDTVCOLNTBX-WHFFYLNWSA-N"",""VHGCDTVCOLNTBX-WKGGBBDHSA-N"",""VHGCDTVCOLNTBX-WWQUFLBYSA-N"",""VHGCDTVCOLNTBX-XOWRUUOISA-N"",""VHGCDTVCOLNTBX-XQALQMRVSA-N"",""VHGCDTVCOLNTBX-XRGJSRNVSA-N"",""VHGCDTVCOLNTBX-XYIWAQBCSA-N"",""VHGCDTVCOLNTBX-YHVHFFNGSA-N"",""VHGCDTVCOLNTBX-YKBAFVCESA-N"",""VHGCDTVCOLNTBX-YOIXDTRYSA-N"",""VHGCDTVCOLNTBX-YPACFWETSA-N"",""VHGCDTVCOLNTBX-YSBZZLLDSA-N"",""VHGCDTVCOLNTBX-YTNXQJPSSA-N"",""VHGCDTVCOLNTBX-ZBFFTMSTSA-N"",""VHGCDTVCOLNTBX-ZUJINKCESA-N"",""VHGCDTVCOLNTBX-ZYFOYQSGSA-N"",""YLOSXKKIXGMSGJ-UHFFFAOYSA-N"",""YLOSXKKIXGMSGJ-UNTBIKODSA-N""]"
83,bleomycin,CIDm05360373,false,0,0,[]
84,chlorambucil,CIDm00002708,true,9,8,"[""AIJXQRQZUQBTNH-UHFFFAOYSA-N"",""DPVPOAABEUEING-UHFFFAOYSA-M"",""JCKYGMPEJWAADB-UHFFFAOYSA-M"",""JCKYGMPEJWAADB-UHFFFAOYSA-N"",""MXPCUEIEUDJYAC-UHFFFAOYSA-M"",""NAQNVOSSGCIIDH-UHFFFAOYSA-N"",""VOOUHWYMSYHYCE-UHFFFAOYSA-N"",""ZLMPFBGSCCCBCR-UHFFFAOYSA-N""]"
85,raltitrexed,CIDm00104758,true,9,9,"[""HBCBYHIOAJDLJD-HJIBXMCBSA-N"",""HBCBYHIOAJDLJD-RSAXXLAASA-N"",""IVTVGDXNLFLDRM-HNNXBMFYSA-L"",""IVTVGDXNLFLDRM-HNNXBMFYSA-N"",""IVTVGDXNLFLDRM-OAHLLOKOSA-L"",""IVTVGDXNLFLDRM-OAHLLOKOSA-N"",""IVTVGDXNLFLDRM-SAEYARHOSA-N"",""IVTVGDXNLFLDRM-UHFFFAOYSA-N"",""VADKIFZZQGWGDT-RSAXXLAASA-N""]"
86,etonogestrel,CIDm06917715,false,0,0,[]
87,morphine,CIDm05288826,false,0,0,[]
88,ropivacaine,CIDm00175804,false,0,0,[]
89,bupivacaine,CIDm00002474,true,50,44,"[""AJOBZPDEIDVCGQ-NTISSMGPSA-N"",""AJOBZPDEIDVCGQ-UHFFFAOYSA-N"",""ANBHJZPLTIJQEL-NTISSMGPSA-N"",""ANBHJZPLTIJQEL-UHFFFAOYSA-N"",""DXSMVIDEKFJHNT-QSZVZPBDSA-N"",""DXSMVIDEKFJHNT-RRHAQCGESA-N"",""DXSMVIDEKFJHNT-UHFFFAOYSA-N"",""FLKOKIKQBWUEHH-GVPLZXMQSA-N"",""FLKOKIKQBWUEHH-UHFFFAOYSA-N"",""HLEZQHZKCNNRDB-UHFFFAOYSA-N"",""HUCIWBPMHXGLFM-GGMCWBHBSA-N"",""HUCIWBPMHXGLFM-SQKCAUCHSA-N"",""HUCIWBPMHXGLFM-UHFFFAOYSA-N"",""ICKPQKMVPBVSQE-UHFFFAOYSA-N"",""IZVSZWZWKSLTOT-NTISSMGPSA-N"",""IZVSZWZWKSLTOT-UHFFFAOYSA-K"",""IZVSZWZWKSLTOT-UHFFFAOYSA-N"",""LEBVLXFERQHONN-FZZVNHHHSA-N"",""LEBVLXFERQHONN-INIZCTEOSA-N"",""LEBVLXFERQHONN-INIZCTEOSA-O"",""LEBVLXFERQHONN-JOJYFGIVSA-N"",""LEBVLXFERQHONN-MRXNPFEDSA-N"",""LEBVLXFERQHONN-MRXNPFEDSA-O"",""LEBVLXFERQHONN-UHFFFAOYSA-N"",""LEBVLXFERQHONN-UHFFFAOYSA-O"",""MIJSBDOGWMOKBV-UHFFFAOYSA-L"",""OECCJDRIIQHJDV-UHFFFAOYSA-K"",""RJNAJMHSZCZJJT-LHZAQNNQSA-L"",""RJNAJMHSZCZJJT-NTISSMGPSA-L"",""RJNAJMHSZCZJJT-NTISSMGPSA-N"",""RJNAJMHSZCZJJT-UHFFFAOYSA-N"",""RWCLUGAGLPNNJY-UHFFFAOYSA-L"",""SIEYLFHKZGLBNX-NTISSMGPSA-N"",""SIEYLFHKZGLBNX-PKLMIRHRSA-N"",""SIEYLFHKZGLBNX-UHFFFAOYSA-M"",""SIEYLFHKZGLBNX-UHFFFAOYSA-N"",""SIEYLFHKZGLBNX-WXBJMGRKSA-N"",""UKLSNHPMUVONLK-UHFFFAOYSA-N"",""VJAKXNDMYWTYRT-UHFFFAOYSA-N"",""VKNPQGDYFNCXDL-UHFFFAOYSA-N"",""YWVWBWHXYDZANQ-UHFFFAOYSA-N"",""ZIZCGRWRBPZKGO-UHFFFAOYSA-N"",""ZTLHTZZMNOWZQF-NTISSMGPSA-N"",""ZTLHTZZMNOWZQF-UHFFFAOYSA-N""]"
90,penciclovir,CIDm00004725,true,15,14,"[""AXDSPDRALCMFJT-UHFFFAOYSA-N"",""BRPTUOYNOCSFRJ-UHFFFAOYSA-N"",""IMWNIHUGVFQULM-UHFFFAOYSA-N"",""JNTOCHDNEULJHD-KHORGVISSA-N"",""JNTOCHDNEULJHD-LNLMKGTHSA-N"",""JNTOCHDNEULJHD-UHFFFAOYSA-N"",""NMQFQBOIHUIALG-UHFFFAOYSA-M"",""NMQFQBOIHUIALG-UHFFFAOYSA-N"",""OOSHSZHFXUJZOS-UHFFFAOYSA-N"",""PYBSRYYXXULXIK-UHFFFAOYSA-N"",""QRCHAPZBKJZQFI-UHFFFAOYSA-N"",""ROPORGISYDASCG-UHFFFAOYSA-N"",""SAFRCHAIXNCKOQ-UHFFFAOYSA-N"",""YGKBJPKABWZOSK-UHFFFAOYSA-N""]"
91,tenofovir.disoproxil,CIDm05481350,false,0,0,[]
92,flucloxacillin,CIDm00021319,false,0,0,[]
93,tranexamic.acid,CIDm00005526,true,12,10,"[""GYDJEQRTZSCIOI-UHFFFAOYSA-M"",""GYDJEQRTZSCIOI-UHFFFAOYSA-N"",""GYDJEQRTZSCIOI-UHFFFAOYSA-O"",""GYDJEQRTZSCIOI-XGOBPNGOSA-N"",""IGZXBLNKMLGNJA-UHFFFAOYSA-N"",""MRUQCGGWTXLQQL-UHFFFAOYSA-N"",""RWCUWZDJWJATPB-UHFFFAOYSA-N"",""UGECKKSVDQIZQG-UHFFFAOYSA-M"",""UGECKKSVDQIZQG-UHFFFAOYSA-N"",""VVYGPCIVBFRNGB-UHFFFAOYSA-N""]"
94,ertapenem,CIDm00150610,true,49,40,"[""CKXWOJMPBIZXGC-HRXMHBOMSA-N"",""CKXWOJMPBIZXGC-UHFFFAOYSA-N"",""HIMJSJHETFVNKI-OFBIZJOZSA-N"",""JUZNIMUFDBIJCM-ANEDZVCMSA-M"",""JUZNIMUFDBIJCM-ANEDZVCMSA-N"",""JUZNIMUFDBIJCM-FYJWIZGUSA-N"",""JUZNIMUFDBIJCM-GSCGYMHUSA-N"",""JUZNIMUFDBIJCM-GUATVOGLSA-M"",""JUZNIMUFDBIJCM-GUATVOGLSA-N"",""JUZNIMUFDBIJCM-GUATVOGLSA-O"",""JUZNIMUFDBIJCM-IVWUVMKQSA-N"",""JUZNIMUFDBIJCM-KXZVIPSBSA-N"",""JUZNIMUFDBIJCM-LQFPQZOOSA-M"",""JUZNIMUFDBIJCM-LQFPQZOOSA-N"",""JUZNIMUFDBIJCM-MIJLCSPPSA-N"",""JUZNIMUFDBIJCM-RDZIKXKCSA-N"",""JUZNIMUFDBIJCM-TYOIVIHNSA-N"",""JUZNIMUFDBIJCM-UHFFFAOYSA-L"",""JUZNIMUFDBIJCM-UHFFFAOYSA-M"",""JUZNIMUFDBIJCM-UHFFFAOYSA-N"",""JUZNIMUFDBIJCM-UHFFFAOYSA-O"",""JUZNIMUFDBIJCM-VDKGVLJPSA-N"",""JUZNIMUFDBIJCM-ZGNRCJPRSA-N"",""JUZNIMUFDBIJCM-ZQRZUOCXSA-N"",""KMVRATCHVMUJHM-BSMVUWFFSA-L"",""KMVRATCHVMUJHM-HZCFKPICSA-L"",""KMVRATCHVMUJHM-SHZCTIMHSA-L"",""KMVRATCHVMUJHM-UHFFFAOYSA-L"",""OBWHPSQEAHSXMM-HRXMHBOMSA-N"",""OBWHPSQEAHSXMM-NPKONKRQSA-N"",""OBWHPSQEAHSXMM-UHFFFAOYSA-N"",""ZQRRRBDMJCDSLO-HRXMHBOMSA-N"",""ZXNAQFZBWUNWJM-FEZUEQEFSA-M"",""ZXNAQFZBWUNWJM-HRXMHBOMSA-M"",""ZXNAQFZBWUNWJM-HRXMHBOMSA-N"",""ZXNAQFZBWUNWJM-PVZYNQDISA-N"",""ZXNAQFZBWUNWJM-UCXLWIAOSA-M"",""ZXNAQFZBWUNWJM-UHFFFAOYSA-M"",""ZXNAQFZBWUNWJM-UHFFFAOYSA-N"",""ZXNAQFZBWUNWJM-VUJXZZNTSA-M""]"
95,bexarotene,CIDm00082146,true,9,9,"[""CYJNCDNCHBPSIG-UHFFFAOYSA-N"",""NAVMQTYZDKMPEU-KQORAOOSSA-N"",""NAVMQTYZDKMPEU-NJFSPNSNSA-N"",""NAVMQTYZDKMPEU-PQVJJBODSA-N"",""NAVMQTYZDKMPEU-UHFFFAOYSA-M"",""NAVMQTYZDKMPEU-UHFFFAOYSA-N"",""NAVMQTYZDKMPEU-ULDPCNCHSA-N"",""NAVMQTYZDKMPEU-ZASUISAVSA-N"",""OPNREGIBPGQFMX-UHFFFAOYSA-N""]"
96,ibutilide,CIDm00060752,true,26,24,"[""ALOBUEHUHMBRLE-DEHFWRSGSA-N"",""ALOBUEHUHMBRLE-FQEVSTJZSA-N"",""ALOBUEHUHMBRLE-HUOWPSBPSA-N"",""ALOBUEHUHMBRLE-HXUWFJFHSA-N"",""ALOBUEHUHMBRLE-KGEGSVPVSA-N"",""ALOBUEHUHMBRLE-MWLBMTFHSA-N"",""ALOBUEHUHMBRLE-UHFFFAOYSA-N"",""ANGZTVOVPIKEIB-UHFFFAOYSA-N"",""HECQGWSAKVGEID-UHFFFAOYSA-N"",""HECQGWSAKVGEID-ZCLATKBISA-N"",""PAXBPNBQGZYWHP-BOQYJDHWSA-N"",""PAXBPNBQGZYWHP-BTJKTKAUSA-N"",""PAXBPNBQGZYWHP-UHFFFAOYSA-N"",""PAXBPNBQGZYWHP-WLHGVMLRSA-N"",""PCIOHQNIRPWFMV-MMSVOLSESA-L"",""PCIOHQNIRPWFMV-MMSVOLSESA-N"",""PCIOHQNIRPWFMV-OIXNQWMBSA-L"",""PCIOHQNIRPWFMV-OIXNQWMBSA-N"",""PCIOHQNIRPWFMV-UHFFFAOYSA-L"",""PCIOHQNIRPWFMV-UHFFFAOYSA-N"",""PCIOHQNIRPWFMV-WXXKFALUSA-N"",""RJOHEDQVHAXDLH-UHFFFAOYSA-N"",""SLEOBGFERWKEFZ-UHFFFAOYSA-N"",""WFBTXZCBSDPFKP-UHFFFAOYSA-N""]"
97,chlortalidone,CIDm00002732,true,6,6,"[""JIVPVXMEBJLZRO-AWEZNQCLSA-N"",""JIVPVXMEBJLZRO-CQSZACIVSA-N"",""JIVPVXMEBJLZRO-RHQRLBAQSA-N"",""JIVPVXMEBJLZRO-UHFFFAOYSA-N"",""PZICYHKKQCDZCN-IKFJUQJOSA-N"",""PZICYHKKQCDZCN-UHFFFAOYSA-N""]"
98,valproic.acid,CIDm00003121,true,66,63,"[""AEQFSUDEHCCHBT-UHFFFAOYSA-M"",""AEQFSUDEHCCHBT-UHFFFAOYSA-N"",""AEQFSUDEHCCHBT-UJNKEPEOSA-M"",""BGDSASGESPNYJI-UHFFFAOYSA-N"",""CXAHRRKIBMUORA-UHFFFAOYSA-L"",""CZCNGANABWWUCR-UHFFFAOYSA-N"",""DLFNYZBVVRMNRI-UHFFFAOYSA-L"",""DLNWLIOSBRFPLH-UHFFFAOYSA-L"",""DRYMOJQZHWDAHV-UHFFFAOYSA-M"",""FZTDWYFCSIEEDD-UHFFFAOYSA-N"",""HMMZYAWXHXQDMQ-UHFFFAOYSA-N"",""LKLLHOIUJVEAGU-UHFFFAOYSA-L"",""LPUGRLIDMUIQSQ-UHFFFAOYSA-M"",""LUVLEOBVXUHGAP-UHFFFAOYSA-N"",""MJDFEPBGHYCOOZ-UHFFFAOYSA-M"",""MKQNTGRSLGYJTI-UHFFFAOYSA-L"",""MSIFJMXBLQKANY-UHFFFAOYSA-N"",""MSRILKIQRXUYCT-UHFFFAOYSA-M"",""MSRILKIQRXUYCT-UHFFFAOYSA-N"",""NIJJYAXOARWZEE-BKUSUEPDSA-N"",""NIJJYAXOARWZEE-BYNSJAEDSA-N"",""NIJJYAXOARWZEE-CBFCILBHSA-N"",""NIJJYAXOARWZEE-COJKEBBMSA-N"",""NIJJYAXOARWZEE-DTZSEZLDSA-N"",""NIJJYAXOARWZEE-DYCDLGHISA-N"",""NIJJYAXOARWZEE-HJHJEWFGSA-N"",""NIJJYAXOARWZEE-HXRFYODMSA-N"",""NIJJYAXOARWZEE-JCDJMFQYSA-N"",""NIJJYAXOARWZEE-JKSUIMTKSA-N"",""NIJJYAXOARWZEE-KHORGVISSA-N"",""NIJJYAXOARWZEE-LGSYEAQSSA-N"",""NIJJYAXOARWZEE-MNWXTPDXSA-N"",""NIJJYAXOARWZEE-MWUKXHIBSA-N"",""NIJJYAXOARWZEE-NZLXMSDQSA-N"",""NIJJYAXOARWZEE-OTAHXYCESA-N"",""NIJJYAXOARWZEE-QXMYYZBZSA-N"",""NIJJYAXOARWZEE-RHCMJDHTSA-N"",""NIJJYAXOARWZEE-RHQRLBAQSA-N"",""NIJJYAXOARWZEE-RVTDJENMSA-N"",""NIJJYAXOARWZEE-SLWZUMPCSA-N"",""NIJJYAXOARWZEE-SMZGMGDZSA-N"",""NIJJYAXOARWZEE-SQUIKQQTSA-N"",""NIJJYAXOARWZEE-UHFFFAOYSA-M"",""NIJJYAXOARWZEE-UHFFFAOYSA-N"",""NIJJYAXOARWZEE-UIVJHRHFSA-N"",""NIJJYAXOARWZEE-ULSWINQDSA-N"",""NIJJYAXOARWZEE-UWFQUMJNSA-N"",""NIJJYAXOARWZEE-VJPLVGRJSA-N"",""NIJJYAXOARWZEE-VWGKVMJISA-N"",""NIJJYAXOARWZEE-WFGJKAKNSA-N"",""NIJJYAXOARWZEE-WHRKIXHSSA-N"",""PIZHURYFCSGTJX-UHFFFAOYSA-L"",""QQLVHVSOGMOIAO-UHFFFAOYSA-N"",""RGZUPIWJTSGERU-UHFFFAOYSA-N"",""SCIVHECIJGSJDL-UHFFFAOYSA-N"",""VDHFYFMKJMPDGB-UHFFFAOYSA-L"",""VPVLRXXFPPNURM-UHFFFAOYSA-M"",""VPVLRXXFPPNURM-UHFFFAOYSA-N"",""VSZNAWMVNKBBGA-UHFFFAOYSA-M"",""XDSRBMWUVVPCAQ-UHFFFAOYSA-L"",""YPDOFOKDRKMXLY-UHFFFAOYSA-M"",""ZGHYCJFHASGYQY-UHFFFAOYSA-M"",""ZTVSGXFDUYXOGB-UHFFFAOYSA-N""]"
99,zolmitriptan,CIDm00060857,false,0,0,[]
100,paracetamol,CIDm00001983,true,46,46,"[""DMLNXADCAZMLCU-BTJKTKAUSA-N"",""DMLNXADCAZMLCU-UHFFFAOYSA-N"",""FHYVZLJAOHLQAQ-UHFFFAOYSA-N"",""GPQRDVVESTVOCK-UHFFFAOYSA-N"",""HFVXCYLBOHGMSF-UHFFFAOYSA-N"",""HHNPHVUNBWDBJL-UHFFFAOYSA-N"",""HUTRHDQCYUKHIQ-UHFFFAOYSA-N"",""HVLGXBXHJCFVDZ-UHFFFAOYSA-N"",""HZUNSARHVLRKFE-UHFFFAOYSA-L"",""HZUNSARHVLRKFE-UHFFFAOYSA-N"",""MIFZGPSBGLLTAN-UHFFFAOYSA-L"",""MIFZGPSBGLLTAN-UHFFFAOYSA-N"",""NCCPZFNVYXVHJJ-UHFFFAOYSA-N"",""NZHJNQOORXVLCF-UHFFFAOYSA-N"",""OBRKMCTXMUGHNN-UHFFFAOYSA-N"",""ONXCHMFMYVEUTI-UHFFFAOYSA-M"",""QOGCGSWEVWTHNX-UHFFFAOYSA-M"",""QOGCGSWEVWTHNX-UHFFFAOYSA-N"",""RZVAJINKPMORJF-ANARQPDSSA-N"",""RZVAJINKPMORJF-CLQMYPOBSA-N"",""RZVAJINKPMORJF-COQLVEBOSA-N"",""RZVAJINKPMORJF-FIBGUPNXSA-N"",""RZVAJINKPMORJF-GEWHOUHMSA-N"",""RZVAJINKPMORJF-KFRNQKGQSA-N"",""RZVAJINKPMORJF-KVJLOAJYSA-N"",""RZVAJINKPMORJF-KWCOIAHCSA-N"",""RZVAJINKPMORJF-OXXLZSDGSA-N"",""RZVAJINKPMORJF-PBNXXWCMSA-N"",""RZVAJINKPMORJF-QBZHADDCSA-N"",""RZVAJINKPMORJF-QFFDRWTDSA-N"",""RZVAJINKPMORJF-UHFFFAOYSA-M"",""RZVAJINKPMORJF-UHFFFAOYSA-N"",""RZVAJINKPMORJF-VMNATFBRSA-N"",""RZVAJINKPMORJF-ZDDXGAPTSA-N"",""TZCDNCZLSNLDKX-UHFFFAOYSA-N"",""VOJSBOSUNDNTMF-UHFFFAOYSA-L"",""WEXPMOJRJJKLAK-UHFFFAOYSA-N"",""WFNUZXKFNWPVSQ-UHFFFAOYSA-N"",""WHXDLJOHWHFXJR-UHFFFAOYSA-N"",""WVMZIICKXCPKNR-UHFFFAOYSA-N"",""WYSZAWYCDZXISP-UHFFFAOYSA-N"",""XVSQSTJDSNGBAY-UHFFFAOYSA-N"",""YDLOYCLCTBVIIA-UHFFFAOYSA-N"",""YJCPSSWJYZBGLA-UHFFFAOYSA-N"",""YRYDDQRIBSKYPO-UHFFFAOYSA-N"",""ZSDJAHMZEGWJOR-UHFFFAOYSA-N""]"
