node_index,node_id,node_type,name,source
6488,ENSG00000111981,GENE,ULBP1,OptimusKG
6489,ENSG00000112029,GENE,FBXO5,OptimusKG
6490,ENSG00000112033,GENE,PPARD,OptimusKG
6491,ENSG00000112038,GENE,OPRM1,OptimusKG
6492,ENSG00000112039,GENE,FANCE,OptimusKG
6493,ENSG00000112041,GENE,TULP1,OptimusKG
6494,ENSG00000112053,GENE,SLC26A8,OptimusKG
6495,ENSG00000112062,GENE,MAPK14,OptimusKG
6496,ENSG00000112077,GENE,RHAG,OptimusKG
6497,ENSG00000112079,GENE,STK38,OptimusKG
6498,ENSG00000112081,GENE,SRSF3,OptimusKG
6499,ENSG00000112110,GENE,MRPL18,OptimusKG
6500,ENSG00000112115,GENE,IL17A,OptimusKG
6501,ENSG00000112116,GENE,IL17F,OptimusKG
6502,ENSG00000112118,GENE,MCM3,OptimusKG
6503,ENSG00000112130,GENE,RNF8,OptimusKG
6504,ENSG00000112137,GENE,PHACTR1,OptimusKG
6505,ENSG00000112139,GENE,MDGA1,OptimusKG
6506,ENSG00000112144,GENE,CILK1,OptimusKG
6507,ENSG00000112146,GENE,FBXO9,OptimusKG
6508,ENSG00000112149,GENE,CD83,OptimusKG
6509,ENSG00000112159,GENE,MDN1,OptimusKG
6510,ENSG00000112164,GENE,GLP1R,OptimusKG
6511,ENSG00000112167,GENE,SAYSD1,OptimusKG
6512,ENSG00000112175,GENE,BMP5,OptimusKG
6513,ENSG00000112182,GENE,BACH2,OptimusKG
6514,ENSG00000112183,GENE,RBM24,OptimusKG
6515,ENSG00000112186,GENE,CAP2,OptimusKG
6516,ENSG00000112195,GENE,TREML2,OptimusKG
6517,ENSG00000112200,GENE,ZNF451,OptimusKG
6518,ENSG00000112208,GENE,BAG2,OptimusKG
6519,ENSG00000112210,GENE,RAB23,OptimusKG
6520,ENSG00000112212,GENE,TSPO2,OptimusKG
6521,ENSG00000112214,GENE,FHL5,OptimusKG
6522,ENSG00000112218,GENE,GPR63,OptimusKG
6523,ENSG00000112232,GENE,KHDRBS2,OptimusKG
6524,ENSG00000112234,GENE,FBXL4,OptimusKG
6525,ENSG00000112237,GENE,CCNC,OptimusKG
6526,ENSG00000112238,GENE,PRDM13,OptimusKG
6527,ENSG00000112242,GENE,E2F3,OptimusKG
6528,ENSG00000112245,GENE,PTP4A1,OptimusKG
6529,ENSG00000112246,GENE,SIM1,OptimusKG
6530,ENSG00000112249,GENE,ASCC3,OptimusKG
6531,ENSG00000112273,GENE,HDGFL1,OptimusKG
6532,ENSG00000112276,GENE,POPDC1,OptimusKG
6533,ENSG00000112280,GENE,COL9A1,OptimusKG
6534,ENSG00000112282,GENE,MED23,OptimusKG
6535,ENSG00000112290,GENE,WASF1,OptimusKG
6536,ENSG00000112293,GENE,GPLD1,OptimusKG
6537,ENSG00000112294,GENE,ALDH5A1,OptimusKG
6538,ENSG00000112297,GENE,CRYBG1,OptimusKG
6539,ENSG00000112299,GENE,VNN1,OptimusKG
6540,ENSG00000112303,GENE,VNN2,OptimusKG
6541,ENSG00000112304,GENE,ACOT13,OptimusKG
6542,ENSG00000112305,GENE,SMAP1,OptimusKG
6543,ENSG00000112306,GENE,RPS12,OptimusKG
6544,ENSG00000112309,GENE,B3GAT2,OptimusKG
6545,ENSG00000112312,GENE,GMNN,OptimusKG
6546,ENSG00000112319,GENE,EYA4,OptimusKG
6547,ENSG00000112320,GENE,SOBP,OptimusKG
6548,ENSG00000112333,GENE,NR2E1,OptimusKG
6549,ENSG00000112335,GENE,SNX3,OptimusKG
6550,ENSG00000112337,GENE,SLC17A2,OptimusKG
6551,ENSG00000112339,GENE,HBS1L,OptimusKG
6552,ENSG00000112343,GENE,TRIM38,OptimusKG
6553,ENSG00000112357,GENE,PEX7,OptimusKG
6554,ENSG00000112365,GENE,ZBTB24,OptimusKG
6555,ENSG00000112367,GENE,FIG4,OptimusKG
6556,ENSG00000112378,GENE,PERP,OptimusKG
6557,ENSG00000112379,GENE,ARFGEF3,OptimusKG
6558,ENSG00000112394,GENE,SLC16A10,OptimusKG
6559,ENSG00000112406,GENE,HECA,OptimusKG
6560,ENSG00000112414,GENE,ADGRG6,OptimusKG
6561,ENSG00000112419,GENE,PHACTR2,OptimusKG
6562,ENSG00000112425,GENE,EPM2A,OptimusKG
6563,ENSG00000112473,GENE,SLC39A7,OptimusKG
6564,ENSG00000112486,GENE,CCR6,OptimusKG
6565,ENSG00000112499,GENE,SLC22A2,OptimusKG
6566,ENSG00000112511,GENE,PHF1,OptimusKG
6567,ENSG00000112514,GENE,CUTA,OptimusKG
6568,ENSG00000112530,GENE,PACRG,OptimusKG
6569,ENSG00000112531,GENE,QKI,OptimusKG
6570,ENSG00000112541,GENE,PDE10A,OptimusKG
6571,ENSG00000112559,GENE,MDFI,OptimusKG
6572,ENSG00000112561,GENE,TFEB,OptimusKG
6573,ENSG00000112562,GENE,SMOC2,OptimusKG
6574,ENSG00000112576,GENE,CCND3,OptimusKG
6575,ENSG00000112584,GENE,FAM120B,OptimusKG
6576,ENSG00000112592,GENE,TBP,OptimusKG
6577,ENSG00000112599,GENE,GUCA1B,OptimusKG
6578,ENSG00000112619,GENE,PRPH2,OptimusKG
6579,ENSG00000112640,GENE,PPP2R5D,OptimusKG
6580,ENSG00000112651,GENE,MRPL2,OptimusKG
6581,ENSG00000112655,GENE,PTK7,OptimusKG
6582,ENSG00000112658,GENE,SRF,OptimusKG
6583,ENSG00000112659,GENE,CUL9,OptimusKG
6584,ENSG00000112679,GENE,DUSP22,OptimusKG
6585,ENSG00000112685,GENE,EXOC2,OptimusKG
6586,ENSG00000112695,GENE,COX7A2,OptimusKG
6587,ENSG00000112697,GENE,TMEM30A,OptimusKG
6588,ENSG00000112699,GENE,GMDS,OptimusKG
6589,ENSG00000112701,GENE,SENP6,OptimusKG
6590,ENSG00000112706,GENE,IMPG1,OptimusKG
6591,ENSG00000112715,GENE,VEGFA,OptimusKG
6592,ENSG00000112739,GENE,PRP4K,OptimusKG
6593,ENSG00000112742,GENE,TTK,OptimusKG
6594,ENSG00000112759,GENE,SLC29A1,OptimusKG
6595,ENSG00000112761,GENE,CCN6,OptimusKG
6596,ENSG00000112763,GENE,BTN2A1,OptimusKG
6597,ENSG00000112769,GENE,LAMA4,OptimusKG
6598,ENSG00000112773,GENE,TENT5A,OptimusKG
6599,ENSG00000112782,GENE,CLIC5,OptimusKG
6600,ENSG00000112787,GENE,FBRSL1,OptimusKG
6601,ENSG00000112799,GENE,LY86,OptimusKG
6602,ENSG00000112812,GENE,PRSS16,OptimusKG
6603,ENSG00000112818,GENE,MEP1A,OptimusKG
6604,ENSG00000112837,GENE,TBX18,OptimusKG
6605,ENSG00000112851,GENE,ERBIN,OptimusKG
6606,ENSG00000112855,GENE,HARS2,OptimusKG
6607,ENSG00000112874,GENE,NUDT12,OptimusKG
6608,ENSG00000112877,GENE,CEP72,OptimusKG
6609,ENSG00000112893,GENE,MAN2A1,OptimusKG
6610,ENSG00000112902,GENE,SEMA5A,OptimusKG
6611,ENSG00000112936,GENE,C7,OptimusKG
6612,ENSG00000112941,GENE,TENT4A,OptimusKG
6613,ENSG00000112964,GENE,GHR,OptimusKG
6614,ENSG00000112972,GENE,HMGCS1,OptimusKG
6615,ENSG00000112977,GENE,DAP,OptimusKG
6616,ENSG00000112981,GENE,NME5,OptimusKG
6617,ENSG00000112983,GENE,BRD8,OptimusKG
6618,ENSG00000112984,GENE,KIF20A,OptimusKG
6619,ENSG00000112992,GENE,NNT,OptimusKG
6620,ENSG00000112996,GENE,MRPS30,OptimusKG
6621,ENSG00000113013,GENE,HSPA9,OptimusKG
6622,ENSG00000113048,GENE,MRPS27,OptimusKG
6623,ENSG00000113068,GENE,PFDN1,OptimusKG
6624,ENSG00000113070,GENE,HBEGF,OptimusKG
6625,ENSG00000113083,GENE,LOX,OptimusKG
6626,ENSG00000113088,GENE,GZMK,OptimusKG
6627,ENSG00000113100,GENE,CDH9,OptimusKG
6628,ENSG00000113108,GENE,APBB3,OptimusKG
6629,ENSG00000113140,GENE,SPARC,OptimusKG
6630,ENSG00000113141,GENE,IK,OptimusKG
6631,ENSG00000113161,GENE,HMGCR,OptimusKG
6632,ENSG00000113163,GENE,CERT1,OptimusKG
6633,ENSG00000113194,GENE,FAF2,OptimusKG
6634,ENSG00000113196,GENE,HAND1,OptimusKG
6635,ENSG00000113211,GENE,PCDHB6,OptimusKG
6636,ENSG00000113231,GENE,PDE8B,OptimusKG
6637,ENSG00000113240,GENE,CLK4,OptimusKG
6638,ENSG00000113248,GENE,PCDHB15,OptimusKG
6639,ENSG00000113249,GENE,HAVCR1,OptimusKG
6640,ENSG00000113262,GENE,GRM6,OptimusKG
6641,ENSG00000113263,GENE,ITK,OptimusKG
6642,ENSG00000113269,GENE,RNF130,OptimusKG
6643,ENSG00000113272,GENE,THG1L,OptimusKG
6644,ENSG00000113273,GENE,ARSB,OptimusKG
6645,ENSG00000113282,GENE,CLINT1,OptimusKG
6646,ENSG00000113296,GENE,THBS4,OptimusKG
6647,ENSG00000113300,GENE,CNOT6,OptimusKG
6648,ENSG00000113302,GENE,IL12B,OptimusKG
6649,ENSG00000113303,GENE,BTNL8,OptimusKG
6650,ENSG00000113312,GENE,TTC1,OptimusKG
6651,ENSG00000113318,GENE,MSH3,OptimusKG
6652,ENSG00000113319,GENE,RASGRF2,OptimusKG
6653,ENSG00000113327,GENE,GABRG2,OptimusKG
6654,ENSG00000113328,GENE,CCNG1,OptimusKG
6655,ENSG00000113356,GENE,POLR3G,OptimusKG
6656,ENSG00000113360,GENE,DROSHA,OptimusKG
6657,ENSG00000113361,GENE,CDH6,OptimusKG
6658,ENSG00000113368,GENE,LMNB1,OptimusKG
6659,ENSG00000113369,GENE,ARRDC3,OptimusKG
6660,ENSG00000113384,GENE,GOLPH3,OptimusKG
6661,ENSG00000113387,GENE,SUB1,OptimusKG
6662,ENSG00000113389,GENE,NPR3,OptimusKG
6663,ENSG00000113391,GENE,ARB2A,OptimusKG
6664,ENSG00000113396,GENE,SLC27A6,OptimusKG
6665,ENSG00000113407,GENE,TARS1,OptimusKG
6666,ENSG00000113430,GENE,IRX4,OptimusKG
6667,ENSG00000113441,GENE,LNPEP,OptimusKG
6668,ENSG00000113448,GENE,PDE4D,OptimusKG
6669,ENSG00000113456,GENE,RAD1,OptimusKG
6670,ENSG00000113492,GENE,AGXT2,OptimusKG
6671,ENSG00000113494,GENE,PRLR,OptimusKG
6672,ENSG00000113504,GENE,SLC12A7,OptimusKG
6673,ENSG00000113520,GENE,IL4,OptimusKG
6674,ENSG00000113522,GENE,RAD50,OptimusKG
6675,ENSG00000113525,GENE,IL5,OptimusKG
6676,ENSG00000113532,GENE,ST8SIA4,OptimusKG
6677,ENSG00000113552,GENE,GNPDA1,OptimusKG
6678,ENSG00000113555,GENE,PCDH12,OptimusKG
6679,ENSG00000113558,GENE,SKP1,OptimusKG
6680,ENSG00000113569,GENE,NUP155,OptimusKG
6681,ENSG00000113575,GENE,PPP2CA,OptimusKG
6682,ENSG00000113578,GENE,FGF1,OptimusKG
6683,ENSG00000113580,GENE,NR3C1,OptimusKG
6684,ENSG00000113593,GENE,PPWD1,OptimusKG
6685,ENSG00000113594,GENE,LIFR,OptimusKG
6686,ENSG00000113595,GENE,TRIM23,OptimusKG
6687,ENSG00000113597,GENE,TRAPPC13,OptimusKG
6688,ENSG00000113600,GENE,C9,OptimusKG
6689,ENSG00000113615,GENE,SEC24A,OptimusKG
6690,ENSG00000113621,GENE,TXNDC15,OptimusKG
6691,ENSG00000113638,GENE,TTC33,OptimusKG
6692,ENSG00000113643,GENE,RARS1,OptimusKG
6693,ENSG00000113645,GENE,WWC1,OptimusKG
6694,ENSG00000113648,GENE,MACROH2A1,OptimusKG
6695,ENSG00000113649,GENE,TCERG1,OptimusKG
6696,ENSG00000113657,GENE,DPYSL3,OptimusKG
6697,ENSG00000113658,GENE,SMAD5,OptimusKG
6698,ENSG00000113712,GENE,CSNK1A1,OptimusKG
6699,ENSG00000113716,GENE,HMGXB3,OptimusKG
6700,ENSG00000113719,GENE,ERGIC1,OptimusKG
6701,ENSG00000113721,GENE,PDGFRB,OptimusKG
6702,ENSG00000113722,GENE,CDX1,OptimusKG
6703,ENSG00000113732,GENE,ATP6V0E1,OptimusKG
6704,ENSG00000113734,GENE,BNIP1,OptimusKG
6705,ENSG00000113739,GENE,STC2,OptimusKG
6706,ENSG00000113742,GENE,CPEB4,OptimusKG
6707,ENSG00000113749,GENE,HRH2,OptimusKG
6708,ENSG00000113758,GENE,DBN1,OptimusKG
6709,ENSG00000113761,GENE,ZNF346,OptimusKG
6710,ENSG00000113763,GENE,UNC5A,OptimusKG
6711,ENSG00000113790,GENE,EHHADH,OptimusKG
6712,ENSG00000113805,GENE,CNTN3,OptimusKG
6713,ENSG00000113810,GENE,SMC4,OptimusKG
6714,ENSG00000113811,GENE,SELENOK,OptimusKG
6715,ENSG00000113812,GENE,ACTR8,OptimusKG
6716,ENSG00000113845,GENE,TIMMDC1,OptimusKG
6717,ENSG00000113851,GENE,CRBN,OptimusKG
6718,ENSG00000113889,GENE,KNG1,OptimusKG
6719,ENSG00000113905,GENE,HRG,OptimusKG
6720,ENSG00000113916,GENE,BCL6,OptimusKG
6721,ENSG00000113924,GENE,HGD,OptimusKG
6722,ENSG00000113946,GENE,CLDN16,OptimusKG
6723,ENSG00000113966,GENE,ARL6,OptimusKG
6724,ENSG00000113971,GENE,NPHP3,OptimusKG
6725,ENSG00000114013,GENE,CD86,OptimusKG
6726,ENSG00000114019,GENE,AMOTL2,OptimusKG
6727,ENSG00000114023,GENE,FAM162A,OptimusKG
6728,ENSG00000114026,GENE,OGG1,OptimusKG
6729,ENSG00000114030,GENE,KPNA1,OptimusKG
6730,ENSG00000114054,GENE,PCCB,OptimusKG
6731,ENSG00000114062,GENE,UBE3A,OptimusKG
6732,ENSG00000114107,GENE,CEP70,OptimusKG
6733,ENSG00000114113,GENE,RBP2,OptimusKG
6734,ENSG00000114115,GENE,RBP1,OptimusKG
6735,ENSG00000114124,GENE,GRK7,OptimusKG
6736,ENSG00000114125,GENE,RNF7,OptimusKG
6737,ENSG00000114126,GENE,TFDP2,OptimusKG
6738,ENSG00000114127,GENE,XRN1,OptimusKG
6739,ENSG00000114166,GENE,KAT2B,OptimusKG
6740,ENSG00000114200,GENE,BCHE,OptimusKG
6741,ENSG00000114204,GENE,SERPINI2,OptimusKG
6742,ENSG00000114209,GENE,PDCD10,OptimusKG
6743,ENSG00000114248,GENE,LRRC31,OptimusKG
6744,ENSG00000114251,GENE,WNT5A,OptimusKG
6745,ENSG00000114268,GENE,PFKFB4,OptimusKG
6746,ENSG00000114270,GENE,COL7A1,OptimusKG
6747,ENSG00000114279,GENE,FGF12,OptimusKG
6748,ENSG00000114302,GENE,PRKAR2A,OptimusKG
6749,ENSG00000114315,GENE,HES1,OptimusKG
6750,ENSG00000114316,GENE,USP4,OptimusKG
6751,ENSG00000114346,GENE,ECT2,OptimusKG
6752,ENSG00000114349,GENE,GNAT1,OptimusKG
6753,ENSG00000114353,GENE,GNAI2,OptimusKG
6754,ENSG00000114354,GENE,TFG,OptimusKG
6755,ENSG00000114374,GENE,USP9Y,OptimusKG
6756,ENSG00000114378,GENE,HYAL1,OptimusKG
6757,ENSG00000114383,GENE,TUSC2,OptimusKG
6758,ENSG00000114388,GENE,NPRL2,OptimusKG
6759,ENSG00000114391,GENE,RPL24,OptimusKG
6760,ENSG00000114395,GENE,CYB561D2,OptimusKG
6761,ENSG00000114405,GENE,CEP15,OptimusKG
6762,ENSG00000114416,GENE,FXR1,OptimusKG
6763,ENSG00000114423,GENE,CBLB,OptimusKG
6764,ENSG00000114439,GENE,BBX,OptimusKG
6765,ENSG00000114446,GENE,IFT57,OptimusKG
6766,ENSG00000114450,GENE,GNB4,OptimusKG
6767,ENSG00000114455,GENE,HHLA2,OptimusKG
6768,ENSG00000114473,GENE,DRC9,OptimusKG
6769,ENSG00000114480,GENE,GBE1,OptimusKG
6770,ENSG00000114487,GENE,MORC1,OptimusKG
6771,ENSG00000114491,GENE,UMPS,OptimusKG
6772,ENSG00000114503,GENE,NCBP2,OptimusKG
6773,ENSG00000114520,GENE,SNX4,OptimusKG
6774,ENSG00000114541,GENE,FRMD4B,OptimusKG
6775,ENSG00000114544,GENE,SLC41A3,OptimusKG
6776,ENSG00000114554,GENE,PLXNA1,OptimusKG
6777,ENSG00000114573,GENE,ATP6V1A,OptimusKG
6778,ENSG00000114626,GENE,ABTB1,OptimusKG
6779,ENSG00000114631,GENE,PODXL2,OptimusKG
6780,ENSG00000114638,GENE,UPK1B,OptimusKG
6781,ENSG00000114646,GENE,CSPG5,OptimusKG
6782,ENSG00000114648,GENE,KLHL18,OptimusKG
6783,ENSG00000114650,GENE,SCAP,OptimusKG
6784,ENSG00000114670,GENE,NEK11,OptimusKG
6785,ENSG00000114686,GENE,MRPL3,OptimusKG
6786,ENSG00000114698,GENE,PLSCR4,OptimusKG
6787,ENSG00000114737,GENE,CISH,OptimusKG
6788,ENSG00000114738,GENE,MAPKAPK3,OptimusKG
6789,ENSG00000114739,GENE,ACVR2B,OptimusKG
6790,ENSG00000114742,GENE,WDR48,OptimusKG
6791,ENSG00000114744,GENE,COMMD2,OptimusKG
6792,ENSG00000114745,GENE,GORASP1,OptimusKG
6793,ENSG00000114757,GENE,PEX5L,OptimusKG
6794,ENSG00000114770,GENE,ABCC5,OptimusKG
6795,ENSG00000114771,GENE,AADAC,OptimusKG
6796,ENSG00000114779,GENE,ABHD14B,OptimusKG
6797,ENSG00000114784,GENE,EIF1B,OptimusKG
6798,ENSG00000114790,GENE,ARHGEF26,OptimusKG
6799,ENSG00000114796,GENE,KLHL24,OptimusKG
6800,ENSG00000114812,GENE,VIPR1,OptimusKG
6801,ENSG00000114841,GENE,DNAH1,OptimusKG
6802,ENSG00000114850,GENE,SSR3,OptimusKG
6803,ENSG00000114854,GENE,TNNC1,OptimusKG
6804,ENSG00000114857,GENE,NKTR,OptimusKG
6805,ENSG00000114859,GENE,CLCN2,OptimusKG
6806,ENSG00000114861,GENE,FOXP1,OptimusKG
6807,ENSG00000114867,GENE,EIF4G1,OptimusKG
6808,ENSG00000114902,GENE,SPCS1,OptimusKG
6809,ENSG00000114904,GENE,NEK4,OptimusKG
6810,ENSG00000114923,GENE,SLC4A3,OptimusKG
6811,ENSG00000114933,GENE,INO80D,OptimusKG
6812,ENSG00000114942,GENE,EEF1B2,OptimusKG
6813,ENSG00000114948,GENE,ADAM23,OptimusKG
6814,ENSG00000114956,GENE,DGUOK,OptimusKG
6815,ENSG00000114978,GENE,MOB1A,OptimusKG
6816,ENSG00000114982,GENE,KANSL3,OptimusKG
6817,ENSG00000114988,GENE,LMAN2L,OptimusKG
6818,ENSG00000114993,GENE,RTKN,OptimusKG
6819,ENSG00000114999,GENE,TTL,OptimusKG
6820,ENSG00000115008,GENE,IL1A,OptimusKG
6821,ENSG00000115009,GENE,CCL20,OptimusKG
6822,ENSG00000115020,GENE,PIKFYVE,OptimusKG
6823,ENSG00000115041,GENE,KCNIP3,OptimusKG
6824,ENSG00000115042,GENE,FAHD2A,OptimusKG
6825,ENSG00000115053,GENE,NCL,OptimusKG
6826,ENSG00000115073,GENE,ACTR1B,OptimusKG
6827,ENSG00000115085,GENE,ZAP70,OptimusKG
6828,ENSG00000115091,GENE,ACTR3,OptimusKG
6829,ENSG00000115107,GENE,STEAP3,OptimusKG
6830,ENSG00000115112,GENE,TFCP2L1,OptimusKG
6831,ENSG00000115128,GENE,SF3B6,OptimusKG
6832,ENSG00000115129,GENE,TP53I3,OptimusKG
6833,ENSG00000115137,GENE,DNAJC27,OptimusKG
6834,ENSG00000115138,GENE,POMC,OptimusKG
6835,ENSG00000115145,GENE,STAM2,OptimusKG
6836,ENSG00000115155,GENE,OTOF,OptimusKG
6837,ENSG00000115159,GENE,GPD2,OptimusKG
6838,ENSG00000115163,GENE,CENPA,OptimusKG
6839,ENSG00000115165,GENE,CYTIP,OptimusKG
6840,ENSG00000115170,GENE,ACVR1,OptimusKG
6841,ENSG00000115183,GENE,TANC1,OptimusKG
6842,ENSG00000115194,GENE,SLC30A3,OptimusKG
6843,ENSG00000115204,GENE,MPV17,OptimusKG
6844,ENSG00000115207,GENE,GTF3C2,OptimusKG
6845,ENSG00000115211,GENE,EIF2B4,OptimusKG
6846,ENSG00000115216,GENE,NRBP1,OptimusKG
6847,ENSG00000115221,GENE,ITGB6,OptimusKG
6848,ENSG00000115226,GENE,FNDC4,OptimusKG
6849,ENSG00000115232,GENE,ITGA4,OptimusKG
6850,ENSG00000115233,GENE,PSMD14,OptimusKG
6851,ENSG00000115234,GENE,SNX17,OptimusKG
6852,ENSG00000115239,GENE,ASB3,OptimusKG
6853,ENSG00000115241,GENE,PPM1G,OptimusKG
6854,ENSG00000115252,GENE,PDE1A,OptimusKG
6855,ENSG00000115255,GENE,REEP6,OptimusKG
6856,ENSG00000115257,GENE,PCSK4,OptimusKG
6857,ENSG00000115263,GENE,GCG,OptimusKG
6858,ENSG00000115266,GENE,APC2,OptimusKG
6859,ENSG00000115267,GENE,IFIH1,OptimusKG
6860,ENSG00000115268,GENE,RPS15,OptimusKG
6861,ENSG00000115271,GENE,GCA,OptimusKG
6862,ENSG00000115274,GENE,INO80B,OptimusKG
6863,ENSG00000115275,GENE,MOGS,OptimusKG
6864,ENSG00000115286,GENE,NDUFS7,OptimusKG
6865,ENSG00000115289,GENE,PCGF1,OptimusKG
6866,ENSG00000115290,GENE,GRB14,OptimusKG
6867,ENSG00000115295,GENE,CLIP4,OptimusKG
6868,ENSG00000115297,GENE,TLX2,OptimusKG
6869,ENSG00000115306,GENE,SPTBN1,OptimusKG
6870,ENSG00000115307,GENE,AUP1,OptimusKG
6871,ENSG00000115310,GENE,RTN4,OptimusKG
6872,ENSG00000115317,GENE,HTRA2,OptimusKG
6873,ENSG00000115318,GENE,LOXL3,OptimusKG
6874,ENSG00000115325,GENE,DOK1,OptimusKG
6875,ENSG00000115339,GENE,GALNT3,OptimusKG
6876,ENSG00000115350,GENE,POLE4,OptimusKG
6877,ENSG00000115353,GENE,TACR1,OptimusKG
6878,ENSG00000115355,GENE,CCDC88A,OptimusKG
6879,ENSG00000115361,GENE,ACADL,OptimusKG
6880,ENSG00000115363,GENE,EVA1A,OptimusKG
6881,ENSG00000115364,GENE,MRPL19,OptimusKG
6882,ENSG00000115365,GENE,LANCL1,OptimusKG
6883,ENSG00000115380,GENE,EFEMP1,OptimusKG
6884,ENSG00000115386,GENE,REG1A,OptimusKG
6885,ENSG00000115392,GENE,FANCL,OptimusKG
6886,ENSG00000115414,GENE,FN1,OptimusKG
6887,ENSG00000115415,GENE,STAT1,OptimusKG
6888,ENSG00000115419,GENE,GLS,OptimusKG
6889,ENSG00000115421,GENE,PAPOLG,OptimusKG
6890,ENSG00000115423,GENE,DNAH6,OptimusKG
6891,ENSG00000115425,GENE,PECR,OptimusKG
6892,ENSG00000115446,GENE,UNC50,OptimusKG
6893,ENSG00000115457,GENE,IGFBP2,OptimusKG
6894,ENSG00000115459,GENE,ELMOD3,OptimusKG
6895,ENSG00000115461,GENE,IGFBP5,OptimusKG
6896,ENSG00000115464,GENE,USP34,OptimusKG
6897,ENSG00000115468,GENE,EFHD1,OptimusKG
6898,ENSG00000115474,GENE,KCNJ13,OptimusKG
6899,ENSG00000115484,GENE,CCT4,OptimusKG
6900,ENSG00000115486,GENE,GGCX,OptimusKG
6901,ENSG00000115488,GENE,NEU2,OptimusKG
6902,ENSG00000115504,GENE,EHBP1,OptimusKG
6903,ENSG00000115507,GENE,OTX1,OptimusKG
6904,ENSG00000115514,GENE,TXNDC9,OptimusKG
6905,ENSG00000115523,GENE,GNLY,OptimusKG
6906,ENSG00000115524,GENE,SF3B1,OptimusKG
6907,ENSG00000115525,GENE,ST3GAL5,OptimusKG
6908,ENSG00000115526,GENE,CHST10,OptimusKG
6909,ENSG00000115540,GENE,MOB4,OptimusKG
6910,ENSG00000115541,GENE,HSPE1,OptimusKG
6911,ENSG00000115548,GENE,KDM3A,OptimusKG
6912,ENSG00000115556,GENE,PLCD4,OptimusKG
6913,ENSG00000115561,GENE,CHMP3,OptimusKG
6914,ENSG00000115568,GENE,ZNF142,OptimusKG
6915,ENSG00000115590,GENE,IL1R2,OptimusKG
6916,ENSG00000115592,GENE,PRKAG3,OptimusKG
6917,ENSG00000115593,GENE,SMYD1,OptimusKG
6918,ENSG00000115594,GENE,IL1R1,OptimusKG
6919,ENSG00000115596,GENE,WNT6,OptimusKG
6920,ENSG00000115598,GENE,IL1RL2,OptimusKG
6921,ENSG00000115602,GENE,IL1RL1,OptimusKG
6922,ENSG00000115604,GENE,IL18R1,OptimusKG
6923,ENSG00000115607,GENE,IL18RAP,OptimusKG
6924,ENSG00000115616,GENE,SLC9A2,OptimusKG
6925,ENSG00000115641,GENE,FHL2,OptimusKG
6926,ENSG00000115648,GENE,MLPH,OptimusKG
6927,ENSG00000115649,GENE,CNPPD1,OptimusKG
6928,ENSG00000115652,GENE,UXS1,OptimusKG
6929,ENSG00000115657,GENE,ABCB6,OptimusKG
6930,ENSG00000115661,GENE,STK16,OptimusKG
6931,ENSG00000115665,GENE,SLC5A7,OptimusKG
6932,ENSG00000115677,GENE,HDLBP,OptimusKG
6933,ENSG00000115687,GENE,PASK,OptimusKG
6934,ENSG00000115694,GENE,STK25,OptimusKG
6935,ENSG00000115705,GENE,TPO,OptimusKG
6936,ENSG00000115718,GENE,PROC,OptimusKG
6937,ENSG00000115738,GENE,ID2,OptimusKG
6938,ENSG00000115756,GENE,HPCAL1,OptimusKG
6939,ENSG00000115758,GENE,ODC1,OptimusKG
6940,ENSG00000115760,GENE,BIRC6,OptimusKG
6941,ENSG00000115762,GENE,PLEKHB2,OptimusKG
6942,ENSG00000115806,GENE,GORASP2,OptimusKG
6943,ENSG00000115808,GENE,STRN,OptimusKG
6944,ENSG00000115816,GENE,CEBPZ,OptimusKG
6945,ENSG00000115825,GENE,PRKD3,OptimusKG
6946,ENSG00000115827,GENE,DCAF17,OptimusKG
6947,ENSG00000115828,GENE,QPCT,OptimusKG
6948,ENSG00000115839,GENE,RAB3GAP1,OptimusKG
6949,ENSG00000115840,GENE,SLC25A12,OptimusKG
6950,ENSG00000115841,GENE,RMDN2,OptimusKG
6951,ENSG00000115844,GENE,DLX2,OptimusKG
6952,ENSG00000115850,GENE,LCT,OptimusKG
6953,ENSG00000115866,GENE,DARS1,OptimusKG
6954,ENSG00000115875,GENE,SRSF7,OptimusKG
6955,ENSG00000115884,GENE,SDC1,OptimusKG
6956,ENSG00000115896,GENE,PLCL1,OptimusKG
6957,ENSG00000115902,GENE,SLC1A4,OptimusKG
6958,ENSG00000115904,GENE,SOS1,OptimusKG
6959,ENSG00000115919,GENE,KYNU,OptimusKG
6960,ENSG00000115935,GENE,WIPF1,OptimusKG
6961,ENSG00000115942,GENE,ORC2,OptimusKG
6962,ENSG00000115944,GENE,COX7A2L,OptimusKG
6963,ENSG00000115946,GENE,PNO1,OptimusKG
6964,ENSG00000115947,GENE,ORC4,OptimusKG
6965,ENSG00000115956,GENE,PLEK,OptimusKG
6966,ENSG00000115963,GENE,RND3,OptimusKG
6967,ENSG00000115966,GENE,ATF2,OptimusKG
6968,ENSG00000115970,GENE,THADA,OptimusKG
6969,ENSG00000115977,GENE,AAK1,OptimusKG
6970,ENSG00000115993,GENE,TRAK2,OptimusKG
6971,ENSG00000116001,GENE,TIA1,OptimusKG
6972,ENSG00000116005,GENE,PCYOX1,OptimusKG
6973,ENSG00000116014,GENE,KISS1R,OptimusKG
6974,ENSG00000116016,GENE,EPAS1,OptimusKG
