matrix_index,biokorf_drug_id,graph_node_index,has_kg_connection
690,BIOKORF_DRUG_690,690,True
691,BIOKORF_DRUG_691,691,True
692,BIOKORF_DRUG_692,692,True
693,BIOKORF_DRUG_693,693,True
694,BIOKORF_DRUG_694,694,True
695,BIOKORF_DRUG_695,695,True
696,BIOKORF_DRUG_696,696,True
697,BIOKORF_DRUG_697,697,True
698,BIOKORF_DRUG_698,698,True
699,BIOKORF_DRUG_699,699,True
700,BIOKORF_DRUG_700,700,True
701,BIOKORF_DRUG_701,701,True
702,BIOKORF_DRUG_702,702,True
703,BIOKORF_DRUG_703,703,True
704,BIOKORF_DRUG_704,704,True
705,BIOKORF_DRUG_705,705,True
706,BIOKORF_DRUG_706,706,True
707,BIOKORF_DRUG_707,707,True
708,BIOKORF_DRUG_708,708,False
709,BIOKORF_DRUG_709,709,True
710,BIOKORF_DRUG_710,710,True
711,BIOKORF_DRUG_711,711,True
712,BIOKORF_DRUG_712,712,True
713,BIOKORF_DRUG_713,713,True
714,BIOKORF_DRUG_714,714,True
715,BIOKORF_DRUG_715,715,True
716,BIOKORF_DRUG_716,716,True
717,BIOKORF_DRUG_717,717,True
718,BIOKORF_DRUG_718,718,True
719,BIOKORF_DRUG_719,719,True
720,BIOKORF_DRUG_720,720,True
721,BIOKORF_DRUG_721,721,True
722,BIOKORF_DRUG_722,722,True
723,BIOKORF_DRUG_723,723,True
724,BIOKORF_DRUG_724,724,True
725,BIOKORF_DRUG_725,725,True
726,BIOKORF_DRUG_726,726,True
727,BIOKORF_DRUG_727,727,True
728,BIOKORF_DRUG_728,728,True
729,BIOKORF_DRUG_729,729,True
730,BIOKORF_DRUG_730,730,True
731,BIOKORF_DRUG_731,731,True
732,BIOKORF_DRUG_732,732,True
733,BIOKORF_DRUG_733,733,True
734,BIOKORF_DRUG_734,734,True
735,BIOKORF_DRUG_735,735,False
736,BIOKORF_DRUG_736,736,True
737,BIOKORF_DRUG_737,737,True
738,BIOKORF_DRUG_738,738,True
739,BIOKORF_DRUG_739,739,False
740,BIOKORF_DRUG_740,740,False
741,BIOKORF_DRUG_741,741,True
742,BIOKORF_DRUG_742,742,True
743,BIOKORF_DRUG_743,743,True
744,BIOKORF_DRUG_744,744,True
745,BIOKORF_DRUG_745,745,True
746,BIOKORF_DRUG_746,746,True
747,BIOKORF_DRUG_747,747,True
748,BIOKORF_DRUG_748,748,True
749,BIOKORF_DRUG_749,749,False
750,BIOKORF_DRUG_750,750,False
751,BIOKORF_DRUG_751,751,True
752,BIOKORF_DRUG_752,752,True
753,BIOKORF_DRUG_753,753,True
754,BIOKORF_DRUG_754,754,True
755,BIOKORF_DRUG_755,755,True
756,BIOKORF_DRUG_756,756,False
