matrix_index,biokorf_side_id,graph_node_index,has_kg_connection
669,BIOKORF_SIDE_669,1426,False
670,BIOKORF_SIDE_670,1427,False
671,BIOKORF_SIDE_671,1428,False
672,BIOKORF_SIDE_672,1429,True
673,BIOKORF_SIDE_673,1430,True
674,BIOKORF_SIDE_674,1431,False
675,BIOKORF_SIDE_675,1432,False
676,BIOKORF_SIDE_676,1433,True
677,BIOKORF_SIDE_677,1434,True
678,BIOKORF_SIDE_678,1435,False
679,BIOKORF_SIDE_679,1436,False
680,BIOKORF_SIDE_680,1437,False
681,BIOKORF_SIDE_681,1438,True
682,BIOKORF_SIDE_682,1439,False
683,BIOKORF_SIDE_683,1440,True
684,BIOKORF_SIDE_684,1441,True
685,BIOKORF_SIDE_685,1442,False
686,BIOKORF_SIDE_686,1443,False
687,BIOKORF_SIDE_687,1444,True
688,BIOKORF_SIDE_688,1445,True
689,BIOKORF_SIDE_689,1446,True
690,BIOKORF_SIDE_690,1447,True
691,BIOKORF_SIDE_691,1448,True
692,BIOKORF_SIDE_692,1449,False
693,BIOKORF_SIDE_693,1450,False
694,BIOKORF_SIDE_694,1451,False
695,BIOKORF_SIDE_695,1452,False
696,BIOKORF_SIDE_696,1453,False
697,BIOKORF_SIDE_697,1454,False
698,BIOKORF_SIDE_698,1455,True
699,BIOKORF_SIDE_699,1456,True
700,BIOKORF_SIDE_700,1457,False
701,BIOKORF_SIDE_701,1458,True
702,BIOKORF_SIDE_702,1459,False
703,BIOKORF_SIDE_703,1460,False
704,BIOKORF_SIDE_704,1461,False
705,BIOKORF_SIDE_705,1462,True
706,BIOKORF_SIDE_706,1463,True
707,BIOKORF_SIDE_707,1464,False
708,BIOKORF_SIDE_708,1465,False
709,BIOKORF_SIDE_709,1466,False
710,BIOKORF_SIDE_710,1467,False
711,BIOKORF_SIDE_711,1468,False
712,BIOKORF_SIDE_712,1469,False
713,BIOKORF_SIDE_713,1470,False
714,BIOKORF_SIDE_714,1471,True
715,BIOKORF_SIDE_715,1472,False
716,BIOKORF_SIDE_716,1473,False
717,BIOKORF_SIDE_717,1474,True
718,BIOKORF_SIDE_718,1475,False
719,BIOKORF_SIDE_719,1476,False
720,BIOKORF_SIDE_720,1477,False
721,BIOKORF_SIDE_721,1478,False
722,BIOKORF_SIDE_722,1479,False
723,BIOKORF_SIDE_723,1480,True
724,BIOKORF_SIDE_724,1481,False
725,BIOKORF_SIDE_725,1482,False
726,BIOKORF_SIDE_726,1483,False
727,BIOKORF_SIDE_727,1484,False
728,BIOKORF_SIDE_728,1485,False
729,BIOKORF_SIDE_729,1486,True
730,BIOKORF_SIDE_730,1487,True
731,BIOKORF_SIDE_731,1488,True
732,BIOKORF_SIDE_732,1489,False
733,BIOKORF_SIDE_733,1490,True
734,BIOKORF_SIDE_734,1491,False
735,BIOKORF_SIDE_735,1492,True
736,BIOKORF_SIDE_736,1493,False
737,BIOKORF_SIDE_737,1494,False
738,BIOKORF_SIDE_738,1495,True
739,BIOKORF_SIDE_739,1496,False
740,BIOKORF_SIDE_740,1497,True
741,BIOKORF_SIDE_741,1498,False
742,BIOKORF_SIDE_742,1499,False
743,BIOKORF_SIDE_743,1500,False
744,BIOKORF_SIDE_744,1501,True
745,BIOKORF_SIDE_745,1502,False
746,BIOKORF_SIDE_746,1503,True
747,BIOKORF_SIDE_747,1504,False
748,BIOKORF_SIDE_748,1505,False
749,BIOKORF_SIDE_749,1506,False
750,BIOKORF_SIDE_750,1507,False
751,BIOKORF_SIDE_751,1508,False
752,BIOKORF_SIDE_752,1509,False
753,BIOKORF_SIDE_753,1510,False
754,BIOKORF_SIDE_754,1511,True
755,BIOKORF_SIDE_755,1512,False
756,BIOKORF_SIDE_756,1513,False
757,BIOKORF_SIDE_757,1514,False
758,BIOKORF_SIDE_758,1515,True
759,BIOKORF_SIDE_759,1516,False
760,BIOKORF_SIDE_760,1517,False
761,BIOKORF_SIDE_761,1518,False
762,BIOKORF_SIDE_762,1519,False
763,BIOKORF_SIDE_763,1520,False
764,BIOKORF_SIDE_764,1521,False
765,BIOKORF_SIDE_765,1522,False
766,BIOKORF_SIDE_766,1523,False
767,BIOKORF_SIDE_767,1524,True
768,BIOKORF_SIDE_768,1525,True
769,BIOKORF_SIDE_769,1526,False
770,BIOKORF_SIDE_770,1527,False
771,BIOKORF_SIDE_771,1528,False
772,BIOKORF_SIDE_772,1529,False
773,BIOKORF_SIDE_773,1530,False
774,BIOKORF_SIDE_774,1531,True
775,BIOKORF_SIDE_775,1532,False
776,BIOKORF_SIDE_776,1533,False
777,BIOKORF_SIDE_777,1534,False
778,BIOKORF_SIDE_778,1535,True
779,BIOKORF_SIDE_779,1536,False
780,BIOKORF_SIDE_780,1537,False
781,BIOKORF_SIDE_781,1538,False
782,BIOKORF_SIDE_782,1539,False
783,BIOKORF_SIDE_783,1540,False
784,BIOKORF_SIDE_784,1541,False
785,BIOKORF_SIDE_785,1542,False
786,BIOKORF_SIDE_786,1543,False
787,BIOKORF_SIDE_787,1544,False
788,BIOKORF_SIDE_788,1545,True
789,BIOKORF_SIDE_789,1546,True
790,BIOKORF_SIDE_790,1547,False
791,BIOKORF_SIDE_791,1548,False
792,BIOKORF_SIDE_792,1549,True
793,BIOKORF_SIDE_793,1550,True
794,BIOKORF_SIDE_794,1551,False
795,BIOKORF_SIDE_795,1552,True
796,BIOKORF_SIDE_796,1553,False
797,BIOKORF_SIDE_797,1554,False
798,BIOKORF_SIDE_798,1555,False
799,BIOKORF_SIDE_799,1556,False
800,BIOKORF_SIDE_800,1557,False
801,BIOKORF_SIDE_801,1558,True
802,BIOKORF_SIDE_802,1559,False
803,BIOKORF_SIDE_803,1560,True
804,BIOKORF_SIDE_804,1561,True
805,BIOKORF_SIDE_805,1562,False
806,BIOKORF_SIDE_806,1563,True
807,BIOKORF_SIDE_807,1564,True
808,BIOKORF_SIDE_808,1565,True
809,BIOKORF_SIDE_809,1566,False
810,BIOKORF_SIDE_810,1567,False
811,BIOKORF_SIDE_811,1568,False
812,BIOKORF_SIDE_812,1569,False
813,BIOKORF_SIDE_813,1570,False
814,BIOKORF_SIDE_814,1571,False
815,BIOKORF_SIDE_815,1572,False
816,BIOKORF_SIDE_816,1573,False
817,BIOKORF_SIDE_817,1574,False
818,BIOKORF_SIDE_818,1575,False
819,BIOKORF_SIDE_819,1576,True
820,BIOKORF_SIDE_820,1577,False
821,BIOKORF_SIDE_821,1578,False
822,BIOKORF_SIDE_822,1579,True
823,BIOKORF_SIDE_823,1580,True
824,BIOKORF_SIDE_824,1581,False
825,BIOKORF_SIDE_825,1582,False
826,BIOKORF_SIDE_826,1583,False
827,BIOKORF_SIDE_827,1584,True
828,BIOKORF_SIDE_828,1585,False
829,BIOKORF_SIDE_829,1586,True
830,BIOKORF_SIDE_830,1587,False
831,BIOKORF_SIDE_831,1588,False
832,BIOKORF_SIDE_832,1589,False
833,BIOKORF_SIDE_833,1590,False
834,BIOKORF_SIDE_834,1591,False
835,BIOKORF_SIDE_835,1592,False
836,BIOKORF_SIDE_836,1593,False
837,BIOKORF_SIDE_837,1594,False
838,BIOKORF_SIDE_838,1595,False
839,BIOKORF_SIDE_839,1596,False
840,BIOKORF_SIDE_840,1597,False
841,BIOKORF_SIDE_841,1598,False
842,BIOKORF_SIDE_842,1599,False
843,BIOKORF_SIDE_843,1600,True
844,BIOKORF_SIDE_844,1601,False
845,BIOKORF_SIDE_845,1602,True
846,BIOKORF_SIDE_846,1603,False
847,BIOKORF_SIDE_847,1604,False
848,BIOKORF_SIDE_848,1605,False
849,BIOKORF_SIDE_849,1606,False
850,BIOKORF_SIDE_850,1607,False
851,BIOKORF_SIDE_851,1608,False
852,BIOKORF_SIDE_852,1609,False
853,BIOKORF_SIDE_853,1610,True
854,BIOKORF_SIDE_854,1611,True
855,BIOKORF_SIDE_855,1612,True
856,BIOKORF_SIDE_856,1613,False
857,BIOKORF_SIDE_857,1614,False
858,BIOKORF_SIDE_858,1615,False
859,BIOKORF_SIDE_859,1616,False
860,BIOKORF_SIDE_860,1617,False
861,BIOKORF_SIDE_861,1618,True
862,BIOKORF_SIDE_862,1619,True
863,BIOKORF_SIDE_863,1620,True
864,BIOKORF_SIDE_864,1621,False
865,BIOKORF_SIDE_865,1622,False
866,BIOKORF_SIDE_866,1623,False
867,BIOKORF_SIDE_867,1624,False
868,BIOKORF_SIDE_868,1625,False
869,BIOKORF_SIDE_869,1626,True
870,BIOKORF_SIDE_870,1627,False
871,BIOKORF_SIDE_871,1628,True
872,BIOKORF_SIDE_872,1629,False
873,BIOKORF_SIDE_873,1630,False
874,BIOKORF_SIDE_874,1631,True
875,BIOKORF_SIDE_875,1632,True
876,BIOKORF_SIDE_876,1633,False
877,BIOKORF_SIDE_877,1634,False
878,BIOKORF_SIDE_878,1635,False
879,BIOKORF_SIDE_879,1636,False
880,BIOKORF_SIDE_880,1637,True
881,BIOKORF_SIDE_881,1638,False
882,BIOKORF_SIDE_882,1639,False
883,BIOKORF_SIDE_883,1640,True
884,BIOKORF_SIDE_884,1641,True
885,BIOKORF_SIDE_885,1642,True
886,BIOKORF_SIDE_886,1643,False
887,BIOKORF_SIDE_887,1644,False
888,BIOKORF_SIDE_888,1645,False
889,BIOKORF_SIDE_889,1646,False
890,BIOKORF_SIDE_890,1647,False
891,BIOKORF_SIDE_891,1648,False
892,BIOKORF_SIDE_892,1649,False
893,BIOKORF_SIDE_893,1650,False
894,BIOKORF_SIDE_894,1651,False
895,BIOKORF_SIDE_895,1652,False
896,BIOKORF_SIDE_896,1653,True
897,BIOKORF_SIDE_897,1654,False
898,BIOKORF_SIDE_898,1655,True
899,BIOKORF_SIDE_899,1656,False
900,BIOKORF_SIDE_900,1657,False
901,BIOKORF_SIDE_901,1658,True
902,BIOKORF_SIDE_902,1659,False
903,BIOKORF_SIDE_903,1660,False
904,BIOKORF_SIDE_904,1661,True
905,BIOKORF_SIDE_905,1662,False
906,BIOKORF_SIDE_906,1663,True
907,BIOKORF_SIDE_907,1664,True
908,BIOKORF_SIDE_908,1665,False
909,BIOKORF_SIDE_909,1666,True
910,BIOKORF_SIDE_910,1667,False
911,BIOKORF_SIDE_911,1668,False
912,BIOKORF_SIDE_912,1669,True
913,BIOKORF_SIDE_913,1670,False
914,BIOKORF_SIDE_914,1671,False
915,BIOKORF_SIDE_915,1672,False
916,BIOKORF_SIDE_916,1673,False
917,BIOKORF_SIDE_917,1674,True
918,BIOKORF_SIDE_918,1675,True
919,BIOKORF_SIDE_919,1676,False
920,BIOKORF_SIDE_920,1677,False
921,BIOKORF_SIDE_921,1678,False
922,BIOKORF_SIDE_922,1679,False
923,BIOKORF_SIDE_923,1680,True
924,BIOKORF_SIDE_924,1681,False
925,BIOKORF_SIDE_925,1682,False
926,BIOKORF_SIDE_926,1683,False
927,BIOKORF_SIDE_927,1684,False
928,BIOKORF_SIDE_928,1685,True
929,BIOKORF_SIDE_929,1686,False
930,BIOKORF_SIDE_930,1687,True
931,BIOKORF_SIDE_931,1688,False
932,BIOKORF_SIDE_932,1689,False
933,BIOKORF_SIDE_933,1690,False
934,BIOKORF_SIDE_934,1691,False
935,BIOKORF_SIDE_935,1692,False
936,BIOKORF_SIDE_936,1693,False
937,BIOKORF_SIDE_937,1694,True
938,BIOKORF_SIDE_938,1695,False
939,BIOKORF_SIDE_939,1696,False
940,BIOKORF_SIDE_940,1697,False
941,BIOKORF_SIDE_941,1698,False
942,BIOKORF_SIDE_942,1699,True
943,BIOKORF_SIDE_943,1700,True
944,BIOKORF_SIDE_944,1701,True
945,BIOKORF_SIDE_945,1702,False
946,BIOKORF_SIDE_946,1703,False
947,BIOKORF_SIDE_947,1704,False
948,BIOKORF_SIDE_948,1705,False
949,BIOKORF_SIDE_949,1706,False
950,BIOKORF_SIDE_950,1707,True
951,BIOKORF_SIDE_951,1708,False
952,BIOKORF_SIDE_952,1709,False
953,BIOKORF_SIDE_953,1710,False
954,BIOKORF_SIDE_954,1711,False
955,BIOKORF_SIDE_955,1712,True
956,BIOKORF_SIDE_956,1713,True
957,BIOKORF_SIDE_957,1714,False
958,BIOKORF_SIDE_958,1715,False
959,BIOKORF_SIDE_959,1716,True
960,BIOKORF_SIDE_960,1717,False
961,BIOKORF_SIDE_961,1718,False
962,BIOKORF_SIDE_962,1719,True
963,BIOKORF_SIDE_963,1720,False
964,BIOKORF_SIDE_964,1721,False
965,BIOKORF_SIDE_965,1722,True
966,BIOKORF_SIDE_966,1723,True
967,BIOKORF_SIDE_967,1724,False
968,BIOKORF_SIDE_968,1725,True
969,BIOKORF_SIDE_969,1726,False
970,BIOKORF_SIDE_970,1727,True
971,BIOKORF_SIDE_971,1728,False
972,BIOKORF_SIDE_972,1729,False
973,BIOKORF_SIDE_973,1730,False
974,BIOKORF_SIDE_974,1731,False
975,BIOKORF_SIDE_975,1732,True
976,BIOKORF_SIDE_976,1733,True
977,BIOKORF_SIDE_977,1734,True
978,BIOKORF_SIDE_978,1735,True
979,BIOKORF_SIDE_979,1736,False
980,BIOKORF_SIDE_980,1737,False
981,BIOKORF_SIDE_981,1738,False
982,BIOKORF_SIDE_982,1739,False
983,BIOKORF_SIDE_983,1740,False
984,BIOKORF_SIDE_984,1741,True
985,BIOKORF_SIDE_985,1742,True
986,BIOKORF_SIDE_986,1743,True
987,BIOKORF_SIDE_987,1744,False
988,BIOKORF_SIDE_988,1745,False
989,BIOKORF_SIDE_989,1746,False
990,BIOKORF_SIDE_990,1747,False
991,BIOKORF_SIDE_991,1748,False
992,BIOKORF_SIDE_992,1749,False
993,BIOKORF_SIDE_993,1750,False
