epoch,train_loss,val_loss,train_positive_score,train_negative_score,val_positive_score,val_negative_score,val_roc_auc,val_average_precision,sampled_positive_edges,learning_rate,peak_cuda_allocated_mib
26,0.5442349314689636,0.6229717135429382,0.6415685415267944,-0.747624397277832,0.19900290668010712,-0.4846479594707489,0.6677083699775125,0.6249662594063978,15386,0.001,1164.95703125
27,0.5431432127952576,0.6258711814880371,0.595373809337616,-0.8263787627220154,0.13249744474887848,-0.5611034035682678,0.6644588789572015,0.6235081710665237,15386,0.001,1164.95703125
28,0.5365642309188843,0.6236419677734375,0.6204400658607483,-0.8354638814926147,0.1373744159936905,-0.5716114044189453,0.6682065878772968,0.6266422362991735,15386,0.001,1164.95703125
29,0.5410717129707336,0.6193217039108276,0.676984429359436,-0.8175244927406311,0.2299811989068985,-0.49974721670150757,0.6809427837353064,0.6335791074269285,15386,0.001,1164.95703125
30,0.5340679883956909,0.620735228061676,0.7427796721458435,-0.8147870898246765,0.33070337772369385,-0.4179292321205139,0.67387232853673,0.6237598743396437,15386,0.001,1164.95703125
31,0.5282270908355713,0.6222820281982422,0.7369251251220703,-0.8631714582443237,0.35758909583091736,-0.4044018089771271,0.6713017756418815,0.6195355058459522,15386,0.001,1164.95703125
32,0.5323021411895752,0.6189594268798828,0.6913013458251953,-0.8900754451751709,0.2652844190597534,-0.5019622445106506,0.6791658960971051,0.6296694154768014,15386,0.001,1164.95703125
33,0.5281492471694946,0.6215811371803284,0.6544907093048096,-0.9448378682136536,0.130620539188385,-0.6393182277679443,0.6792782045777225,0.634465032558489,15386,0.001,1164.95703125
34,0.5287585854530334,0.6222581267356873,0.5493220090866089,-1.0836848020553589,0.14572738111019135,-0.6371477842330933,0.6735554688689528,0.6314251573917105,15386,0.001,1164.95703125
35,0.524307370185852,0.6187472939491272,0.6043471097946167,-1.083619236946106,0.25815296173095703,-0.5437051653862,0.683980492647359,0.6384062921780861,15386,0.001,1164.95703125
36,0.5157555341720581,0.6188114881515503,0.699033796787262,-1.0469084978103638,0.37144944071769714,-0.4484778642654419,0.6829355736652487,0.635328244681057,15386,0.001,1164.95703125
37,0.5216881632804871,0.6193485260009766,0.8101826906204224,-0.9517407417297363,0.38308608531951904,-0.4449470639228821,0.6803583967957577,0.6330132406234832,15386,0.001,1164.95703125
38,0.5256645083427429,0.6171020865440369,0.8634334206581116,-0.9167476892471313,0.27194055914878845,-0.5534352660179138,0.6830734796832908,0.6372620917594921,15386,0.001,1164.95703125
39,0.5201444625854492,0.6189873218536377,0.7942273616790771,-1.0115936994552612,0.14725419878959656,-0.6739884614944458,0.6876324359405133,0.6435404008638904,15386,0.001,1164.95703125
40,0.5131986737251282,0.6205268502235413,0.7309896945953369,-1.1215777397155762,0.13156771659851074,-0.6927896738052368,0.6837000170627229,0.642227098580655,15386,0.001,1165.61279296875
41,0.5178620219230652,0.6169447302818298,0.6233283281326294,-1.20797598361969,0.28196990489959717,-0.5573865175247192,0.6873908124199716,0.6439713678897437,15386,0.001,1166.10546875
42,0.5112457871437073,0.6196079254150391,0.7055283784866333,-1.1782817840576172,0.42706960439682007,-0.4274415373802185,0.6838513625050306,0.6403083406935345,15386,0.001,1166.10546875
43,0.5127918124198914,0.6209405660629272,0.7329798936843872,-1.1431013345718384,0.46265730261802673,-0.40056806802749634,0.6828071531496617,0.6386270351541987,15386,0.001,1166.10546875
44,0.5127092003822327,0.6154924035072327,0.8860161304473877,-1.027167797088623,0.2896686792373657,-0.5676690936088562,0.6885037278583727,0.6451181981368957,15386,0.001,1166.10546875
45,0.5083764791488647,0.6184337139129639,0.7678878307342529,-1.1690592765808105,0.1365518718957901,-0.715378999710083,0.6888524450895898,0.6468631133141949,15386,0.001,1166.10546875
46,0.5054892897605896,0.6181608438491821,0.7774873375892639,-1.2049700021743774,0.12940578162670135,-0.7264604568481445,0.6901269765567158,0.6476112469204305,15386,0.001,1166.10546875
47,0.5094806551933289,0.6144290566444397,0.8039451837539673,-1.2037380933761597,0.2640710473060608,-0.6052118539810181,0.6914131384845732,0.6472783844155239,15386,0.001,1166.10546875
48,0.5063979625701904,0.6152419447898865,0.8073258399963379,-1.1683056354522705,0.3669244945049286,-0.513778567314148,0.6895500940478515,0.6452690770610923,15386,0.001,1166.10546875
49,0.5063586831092834,0.615822434425354,0.789419412612915,-1.1983102560043335,0.4008767306804657,-0.4874722957611084,0.6902313474127754,0.6459061246734787,15386,0.001,1166.10546875
50,0.5054581761360168,0.6140415072441101,0.8145343065261841,-1.2150509357452393,0.3292078673839569,-0.5599846839904785,0.693155681394342,0.6491990710593061,15386,0.001,1166.10546875
51,0.49967509508132935,0.6143012642860413,0.7368289232254028,-1.3133527040481567,0.21849876642227173,-0.6709144115447998,0.6940762107015375,0.6512878784694498,15386,0.001,1166.10546875
52,0.49959638714790344,0.6147146224975586,0.7513525485992432,-1.325486183166504,0.19030287861824036,-0.7068662643432617,0.6940542093492703,0.6520093151594752,15386,0.001,1166.10546875
53,0.5031805634498596,0.6126523613929749,0.7451674342155457,-1.3390491008758545,0.29152989387512207,-0.6215121150016785,0.6943087101103795,0.6508727810348184,15386,0.001,1166.10546875
54,0.5031424164772034,0.6131920218467712,0.8299499154090881,-1.2565420866012573,0.3644292652606964,-0.5612449049949646,0.6929520627341874,0.6494611519582815,15386,0.001,1166.10546875
55,0.4979243874549866,0.6125635504722595,0.9249002933502197,-1.2122259140014648,0.3507988452911377,-0.5801750421524048,0.6953674196760236,0.653072957556424,15386,0.001,1166.10546875
56,0.4962044358253479,0.6123399138450623,0.9555453658103943,-1.2317506074905396,0.2700214982032776,-0.6599652767181396,0.6965780856499445,0.6557697685595706,15386,0.001,1166.10546875
57,0.4989110827445984,0.6130093336105347,0.8362447023391724,-1.3067134618759155,0.21398286521434784,-0.7154121398925781,0.696686104762125,0.6565660389666474,15386,0.001,1166.10546875
58,0.5006542205810547,0.6120535731315613,0.7169775366783142,-1.383252501487732,0.2633543312549591,-0.675489068031311,0.6972745514097568,0.6566909518735566,15386,0.001,1166.10546875
59,0.4966508448123932,0.6117080450057983,0.8055334091186523,-1.3758624792099,0.3243887722492218,-0.6250981092453003,0.6966734018222555,0.6549596331200445,15386,0.001,1166.10546875
60,0.496539443731308,0.6118279099464417,0.774437665939331,-1.3929749727249146,0.3483957350254059,-0.6124728918075562,0.6948724082513456,0.6516958730400283,15386,0.001,1166.10546875
