model,scope,epoch,group,sample_count,gate_mean,gate_std,gate_min,gate_max
drug_side_kg,validation_epoch,25,all_validation_samples,3364,0.29678189754486084,0.18177524209022522,1.8294165329280077e-06,0.9996351003646851
drug_side_kg,validation_epoch,26,all_validation_samples,3364,0.29399800300598145,0.1847705841064453,1.041120185618638e-06,0.9996042847633362
drug_side_kg,validation_epoch,27,all_validation_samples,3364,0.28895214200019836,0.1877143532037735,9.745163964680614e-08,0.9998648166656494
drug_side_kg,validation_epoch,28,all_validation_samples,3364,0.27974680066108704,0.18788523972034454,1.5713092693658837e-07,0.9998834133148193
drug_side_kg,validation_epoch,29,all_validation_samples,3364,0.2756372392177582,0.1798090934753418,6.943491257516143e-07,0.99977046251297
drug_side_kg,validation_epoch,30,all_validation_samples,3364,0.27950021624565125,0.1986120194196701,4.1855281551761436e-07,0.99986732006073
drug_side_kg,selected_test_frequency_class,26,class_1,119,0.28376665711402893,0.03035999834537506,0.23800091445446014,0.4249602258205414
drug_side_kg,selected_test_frequency_class,26,class_2,420,0.2913442850112915,0.025082064792513847,0.2302766740322113,0.4189935624599457
drug_side_kg,selected_test_frequency_class,26,class_3,1001,0.29350975155830383,0.028451774269342422,0.23661820590496063,0.43877118825912476
drug_side_kg,selected_test_frequency_class,26,class_4,1777,0.2942034602165222,0.029281165450811386,0.23289625346660614,0.43959134817123413
drug_side_kg,selected_test_frequency_class,26,class_5,422,0.2992197871208191,0.030064351856708527,0.23351001739501953,0.4618849754333496
drug_side_kg,selected_test_availability,26,both_available,2112,0.27370965480804443,0.010614285245537758,0.2302766740322113,0.3085847496986389
drug_side_kg,selected_test_availability,26,drug_only,1527,0.3161625564098358,0.01473415456712246,0.26097768545150757,0.3587431311607361
drug_side_kg,selected_test_availability,26,side_only,53,0.3488721549510956,0.014638206921517849,0.3028768002986908,0.37588271498680115
drug_side_kg,selected_test_availability,26,neither_available,47,0.41832348704338074,0.025305932387709618,0.3318668305873871,0.4618849754333496
