epoch,train_loss,val_loss,val_accuracy,val_macro_f1,val_aupr
1,1.5073788912383526,1.1151665483161755,0.5992865636147443,0.336953877674935,0.5337434157127661
2,1.1224881216614018,1.1698532631791305,0.5502378121284186,0.3661237978826205,0.5600450469703117
3,1.0321654657315522,0.9715022323531288,0.620986920332937,0.5087755560113314,0.6131599982535721
4,0.9740003111450317,0.9219418653551662,0.6566587395957194,0.5473151969220071,0.6447756690055406
5,0.9338831034129904,0.9474317684468417,0.6474435196195006,0.591946086358436,0.6484879121483462
6,0.9102205132150127,1.025569225179738,0.6409036860879905,0.5375112077865699,0.6430991351313571
7,0.8818580716387817,0.9067613622096149,0.6590368608799049,0.6149320927502195,0.6679019548358236
8,0.8577343879390339,0.9147298819386577,0.6548751486325802,0.5420566783244622,0.6682599194949527
9,0.8371944851280755,0.9306258973837183,0.6391200951248514,0.5540012452627155,0.6702472931072202
10,0.8222202456717037,0.9389824002591382,0.654577883472057,0.5594547261145068,0.6728836445797225
11,0.8046721800789778,0.8469696825948255,0.6724137931034483,0.5960944997575367,0.6892860071828946
12,0.7940989280609864,1.1358401127575977,0.6085017835909632,0.5309151134507217,0.6457630087365102
13,0.7723651259897439,0.835581854747677,0.6756837098692033,0.6378252486844256,0.6973429928674941
14,0.7650702082406985,0.8311197169470589,0.6908442330558858,0.629493042255867,0.6991344113492509
15,0.7484015456563556,0.8338032304602769,0.6869797859690844,0.6409100875253401,0.6969905679896471
16,0.7358235078260427,0.8596974876349378,0.6795481569560048,0.6363940727645192,0.6960632157852207
17,0.7287762127831439,0.8831688252130389,0.6899524375743162,0.6132598949948275,0.6944718868225463
18,0.714158044090014,0.9167300519421608,0.6759809750297265,0.5914413686761273,0.6995855544544147
19,0.7058343824425771,0.8343281339096541,0.6834126040428062,0.6398605975156476,0.7062487085071426
20,0.700527011671118,0.9999050315863738,0.5870986920332937,0.5841139080099821,0.6864516298114689
21,0.6891808231524693,0.8431122524134469,0.6780618311533888,0.6266561805973503,0.7018438780735888
22,0.6719476845695547,0.859552327149263,0.6682520808561236,0.6423007586426948,0.7018924878691892
23,0.6596581819444489,0.9341774008078467,0.6736028537455411,0.6148175552677835,0.700629772689888
24,0.6574526272980827,0.8870849976499923,0.7015457788347206,0.6493591332061761,0.7047818961469271
25,0.6448981535275693,0.850195315023098,0.683115338882283,0.640989304774516,0.7061277856983293
26,0.6343287509020844,0.831712760341295,0.6991676575505351,0.6526033807941002,0.7157171295614043
27,0.6337562339369804,0.9767823509880819,0.6643876337693222,0.6255816201408138,0.6954958537565359
28,0.6239628923913948,0.8551067323662013,0.6923305588585018,0.6575894388988544,0.713471593034817
29,0.6126438755211876,0.9322652937257474,0.6236623067776457,0.6020085820102654,0.6933191140903416
30,0.6060048169888809,1.0306557170275985,0.6709274673008323,0.617034966569988,0.6900753716548174
