epoch,train_loss,val_loss,val_accuracy,val_macro_f1,val_aupr,gate_mean,gate_std,gate_min,gate_max
1,1.490427044026525,1.133589323153819,0.5989892984542212,0.3319865577642788,0.5336733062526602,0.5086691379547119,0.1113557517528534,0.0023520688991993666,0.9977161884307861
2,1.1255986911745717,1.1212951921537855,0.5841260404280618,0.42487660500380314,0.5750902114681257,0.4894595742225647,0.11791782081127167,0.0012471397640183568,0.9976832866668701
3,1.035073789465681,1.1201346459201627,0.5484542211652794,0.4607878393831304,0.58954432877187,0.4776732623577118,0.12002258747816086,0.0008069505565799773,0.9951434135437012
4,0.9750163018538133,0.9358310892238911,0.6498216409036861,0.5340143812277954,0.6394209488915291,0.47409045696258545,0.11996173858642578,0.0005608884966932237,0.9958176016807556
5,0.9363512206055532,0.9034643183140069,0.6715219976218787,0.6012231724138268,0.65930651331741,0.4625590443611145,0.12125929445028305,0.0004621355328708887,0.995779275894165
6,0.905053160949831,1.1115882562542074,0.6061236623067776,0.5269119223778251,0.6210198515030507,0.46686670184135437,0.13982170820236206,0.00031199087970890105,0.9971131086349487
7,0.8788671373549454,0.8880932386366565,0.6593341260404281,0.6155486816859769,0.6696930381832328,0.4459894299507141,0.13032756745815277,0.00031179163488559425,0.99610435962677
8,0.8548517229377224,0.9762885998602288,0.6406064209274673,0.5359407050897447,0.668390993188833,0.44353896379470825,0.14108870923519135,0.00031730483169667423,0.9957330822944641
9,0.8372272998350423,1.1081954338604432,0.5591557669441142,0.5252244112431088,0.6494674357537702,0.4351122975349426,0.14319375157356262,0.00022193782206159085,0.9924168586730957
10,0.8187059507063272,0.9507359301717897,0.6658739595719382,0.5514981340452818,0.6849320649846813,0.4276615083217621,0.14475245773792267,0.00032142733107320964,0.9966238737106323
11,0.7978615999662676,0.9625591792334558,0.6649821640903686,0.5502147776504124,0.6819335831814781,0.41997697949409485,0.14814789593219757,0.00030362806865014136,0.995667576789856
12,0.7853852824181645,1.1849855270312033,0.5933412604042806,0.5372376368349455,0.641759619471003,0.40768906474113464,0.1515664905309677,0.0003042287426069379,0.9981163740158081
13,0.7692882090259805,0.8587451193760748,0.6736028537455411,0.6269306188587075,0.6931632284445113,0.4031161367893219,0.14927224814891815,0.00023492766194976866,0.9983201622962952
14,0.7610315884172074,0.8941962228518746,0.6771700356718192,0.6207680977113388,0.6940282612414387,0.3982754051685333,0.1531120240688324,0.0004415342409629375,0.9977401494979858
15,0.7445308531610768,0.8692379373432482,0.6884661117717004,0.6244357934591468,0.6953292356668962,0.3877626657485962,0.1557057797908783,9.311698522651568e-05,0.9987647533416748
16,0.7307879073020568,0.8640105564869258,0.6563614744351962,0.6297765139360552,0.6959831267032504,0.37780264019966125,0.14590300619602203,0.00039064313750714064,0.9984040856361389
17,0.7315707506756851,0.9108059158223137,0.6727110582639715,0.6017414175048954,0.6934726709600139,0.3711570203304291,0.16626645624637604,0.00012358592357486486,0.9996869564056396
18,0.7039245166216135,1.009778304275803,0.6563614744351962,0.5702809793182966,0.6909546862232381,0.36306002736091614,0.1683015674352646,9.811382187763229e-05,0.9996448755264282
19,0.702435239722401,0.8812584889771397,0.675089179548157,0.6317946157599608,0.7008300921549633,0.3548184633255005,0.1593145728111267,8.99807782843709e-05,0.9995191097259521
20,0.692131219318341,0.8662296590283425,0.6727110582639715,0.6371063228595522,0.7038284105135661,0.35136646032333374,0.16079626977443695,1.685353163338732e-05,0.9997499585151672
21,0.6769836897847518,0.8641909278672317,0.683115338882283,0.6332026503712347,0.6985169365001493,0.33671292662620544,0.1649312525987625,3.272263711551204e-05,0.9995421171188354
22,0.6704942702995143,0.8644866186429998,0.6896551724137931,0.6441581585408397,0.699323174032361,0.33009037375450134,0.16921649873256683,6.842678885732312e-06,0.9996975660324097
23,0.662273762421664,1.0598028681366112,0.6620095124851367,0.5554123502458898,0.6926969465460617,0.3227880001068115,0.18079718947410583,8.202875505958218e-06,0.9997492432594299
24,0.650572756679539,0.9623780928100332,0.675089179548157,0.6189469158501945,0.6996822635773126,0.3166070282459259,0.17458464205265045,4.895948677585693e-06,0.9998247027397156
25,0.6443071674991986,0.9562619244159332,0.6602259215219977,0.6140399330705572,0.6860008148372624,0.31163251399993896,0.1767330914735794,9.004029379866552e-06,0.999764621257782
26,0.6329385833402651,0.8913402974109446,0.6869797859690844,0.6421207126838173,0.7069255843180725,0.30664533376693726,0.1838882565498352,2.284675019836868e-06,0.9997730851173401
27,0.6243136592938553,0.9130733444064182,0.6834126040428062,0.6175840245910255,0.7039828398083188,0.29504016041755676,0.18149712681770325,2.1476992060343036e-06,0.9997825026512146
28,0.6177640963759577,0.9120178517490165,0.6899524375743162,0.6307461322651531,0.709096924248804,0.28855380415916443,0.19090791046619415,2.395318688286352e-06,0.9995490908622742
29,0.6112554445164063,0.9381134811961551,0.6400118906064209,0.6118912709468226,0.6834225318668212,0.2819625437259674,0.18121738731861115,1.2887921911897138e-06,0.999887228012085
