flat_chemical_id	stereo_chemical_id	source_cid	inchikey
CIDm10024918	CIDs10024918	10024918	KHGVYEGTIREGPC-SCFUHWHPSA-N
CIDm10024919	CIDs10024919	10024919	IHYABEGFQYPORI-VFCRVFHLSA-N
CIDm00658239	CIDs01002492	1002492	MERFWIICGLAQAY-YJBOKZPZSA-N
CIDm10024920	CIDs10024920	10024920	SSBAYNLAOOZQAF-INIZCTEOSA-N
CIDm10024921	CIDs10024921	10024921	NZYPVESEAWYSEE-UHFFFAOYSA-N
CIDm00065988	CIDs10024922	10024922	GGVUNNUOJDGCBK-LIRRHRJNSA-N
CIDm10024923	CIDs10024923	10024923	GLCOZDBAPMHVGL-UHFFFAOYSA-N
CIDm00068781	CIDs10024925	10024925	ZWRRJEICIPUPHZ-SPSFWMDKSA-N
CIDm10024926	CIDs10024926	10024926	MZICBSNAOQTITG-BQQRAZPWSA-N
CIDm10024927	CIDs10024927	10024927	IQVWJFITJAKFSU-VOMDNODZSA-N
CIDm10024928	CIDs10024928	10024928	ODPWVISSPPIANA-UHFFFAOYSA-N
CIDm10024929	CIDs10024929	10024929	ATFKTBIGHGSTNX-UHFFFAOYSA-N
CIDm01002493	CIDs01002493	1002493	SDNBYJLTIOYPTH-UHFFFAOYSA-N
CIDm10024930	CIDs10024930	10024930	VKNHMRKOAKUZHB-UHFFFAOYSA-N
CIDm10024931	CIDs10024931	10024931	PXGXQXMEFGEVGU-CQSZACIVSA-N
CIDm10024932	CIDs10024932	10024932	UNLUNCGDJQPVLF-BBQAJUCSSA-N
CIDm10024933	CIDs10024933	10024933	ZOWFSMNGOGIOIY-WCWDXBQESA-N
CIDm10024934	CIDs10024934	10024934	PWYXLILHZUBFEU-VKJFTORMSA-N
CIDm10024935	CIDs10024935	10024935	KQWHEKJSAFWRCO-MNXQGCJHSA-N
CIDm10024936	CIDs10024936	10024936	KUHPGAJPCWMMRP-UHFFFAOYSA-N
CIDm10024937	CIDs10024937	10024937	MSYXZVMEYFFLAL-UHFFFAOYSA-N
CIDm10024938	CIDs10024938	10024938	ZOVUYYHHMODQIO-UHFFFAOYSA-N
CIDm10024939	CIDs10024939	10024939	HEWIVYFAXYIWTQ-STXQHDJLSA-N
CIDm01002494	CIDs01002494	1002494	HEANFNVQNLVDJH-IBGZPJMESA-N
CIDm10024940	CIDs10024940	10024940	HIIOQPGRPQONET-IKHQDVPNSA-N
CIDm10024941	CIDs10024941	10024941	BOBDCOGZWNIMCU-QQJVJCJQSA-N
CIDm10024942	CIDs10024942	10024942	IUHFZZFEHQWLPK-MMNRESRNSA-N
CIDm10024943	CIDs10024943	10024943	KZRCUUSRYFALEA-UHFFFAOYSA-N
CIDm10024944	CIDs10024944	10024944	ZXBIAFZDPHYAKR-UHFFFAOYSA-N
CIDm10024945	CIDs10024945	10024945	GKSDZWPZLPIGMW-WOIUINJBSA-N
CIDm10024946	CIDs10024946	10024946	ZKMLHGBCVKDJBY-VMQIIUKRSA-N
CIDm03073509	CIDs10024947	10024947	GVLSGMYHRUDLDV-YBWLXYFRSA-N
CIDm10024948	CIDs10024948	10024948	XZHZANXTDNITOZ-JTHBVZDNSA-N
CIDm10024949	CIDs10024949	10024949	PLVDBOIGHDMEIZ-UHFFFAOYSA-N
CIDm01002495	CIDs01002495	1002495	YWWBUYJNNRKBBT-HNNXBMFYSA-N
CIDm10024950	CIDs10024950	10024950	IBTNADVTQUFADK-JLHYYAGUSA-N
CIDm10024951	CIDs10024951	10024951	FYMBENQXGHLHRZ-NTUHNPAUSA-N
CIDm10024952	CIDs10024952	10024952	RAISEVQDAMWNGD-VRUSWTMKSA-N
CIDm10024953	CIDs10024953	10024953	NVUMYYAHYZBMEC-LFIBNONCSA-N
CIDm10024954	CIDs10024954	10024954	FHJKPNAKLSOPGV-NWJSVONSSA-N
CIDm10024955	CIDs10024955	10024955	SCKAALBOOJCNDI-UHFFFAOYSA-N
CIDm06444188	CIDs10024956	10024956	VUPKAWMDMNMTNL-HSSIHTFZSA-N
CIDm10024957	CIDs10024957	10024957	CBHUQFCDDQLPEF-UHFFFAOYSA-N
CIDm10024958	CIDs10024958	10024958	SNPRZSDYQBEVCS-FLUDSDCVSA-N
CIDm00450263	CIDs10024959	10024959	CCWXJQJFBKJFEZ-JJXSEGSLSA-N
CIDm01002496	CIDs01002496	1002496	DJURZWLSMAOZRJ-UHFFFAOYSA-N
CIDm10024960	CIDs10024960	10024960	DPKILMFLLQKASQ-UHFFFAOYSA-N
CIDm10024961	CIDs10024961	10024961	DVPBGVNYYJGQLD-SYJMQEPRSA-N
CIDm10024962	CIDs10024962	10024962	VTAVAHBXJRLSRY-NUCDUYEVSA-N
CIDm10024963	CIDs10024963	10024963	JVFVYRQDSQTAIU-UHFFFAOYSA-N
CIDm10024964	CIDs10024964	10024964	CEQBAMJVNWVQBR-UHFFFAOYSA-N
CIDm10024965	CIDs10024965	10024965	PXEXGCOCRWNLPL-SAAXCQNUSA-N
CIDm10024966	CIDs10024966	10024966	WRBIGIYWGLOSMW-UHFFFAOYSA-N
CIDm10024967	CIDs10024967	10024967	VQALGKMQAKVVBM-UHFFFAOYSA-N
CIDm10024968	CIDs10024968	10024968	NEJQULNSHCGSJE-KRWDZBQOSA-N
CIDm10024969	CIDs10024969	10024969	DQHCYASUSUULKJ-GOSISDBHSA-N
CIDm01002495	CIDs01002497	1002497	YWWBUYJNNRKBBT-OAHLLOKOSA-N
CIDm10024970	CIDs10024970	10024970	TUDHGNSXODZZSA-ZDUSSCGKSA-N
CIDm10024971	CIDs10024971	10024971	ZRUUYKDUZDAYCR-HYARGMPZSA-N
CIDm10024972	CIDs10024972	10024972	YBZQDJVVXJNMBU-UHFFFAOYSA-N
CIDm10024973	CIDs10024973	10024973	GQIPEVYOGBTCEV-KRWDZBQOSA-N
CIDm10024974	CIDs10024974	10024974	CVWCFOVIRNXCMC-UHFFFAOYSA-N
CIDm05320745	CIDs10024975	10024975	JDGNFRYDHRYXNL-BBDFNLGKSA-N
CIDm10024976	CIDs10024976	10024976	BYAKYGFYMNEJPP-UHFFFAOYSA-N
CIDm10024977	CIDs10024977	10024977	GYZSXIINTIBXET-UHFFFAOYSA-N
CIDm10024978	CIDs10024978	10024978	HAVYGCIOPDWTII-UHFFFAOYSA-N
CIDm10024979	CIDs10024979	10024979	RYAAMSNEONDAKZ-UHFFFAOYSA-N
CIDm10024980	CIDs10024980	10024980	VRCFQXOVCWJXFU-UHFFFAOYSA-N
CIDm10024981	CIDs10024981	10024981	RADHHFDECHQYCZ-UHFFFAOYSA-N
CIDm10024982	CIDs10024982	10024982	CRHYJWBCRXKHRN-UHFFFAOYSA-N
CIDm10024983	CIDs10024983	10024983	CDFKFAGIIXPHFN-UHFFFAOYSA-N
CIDm10024984	CIDs10024984	10024984	JTCPFVXAQAVHCA-FPSALIRRSA-N
CIDm10024985	CIDs10024985	10024985	ADUISOGNUWTQCT-UHFFFAOYSA-N
CIDm10024986	CIDs10024986	10024986	KKZFYXPBZBOZDR-UHFFFAOYSA-N
CIDm10024987	CIDs10024987	10024987	DSXFKXJQTXWPRC-UHFFFAOYSA-N
CIDm10024988	CIDs10024988	10024988	MICUESTVTCWUKO-KMWGMXNCSA-N
CIDm10024989	CIDs10024989	10024989	IXVYRMZPWWOCEJ-UHFFFAOYSA-N
CIDm00620671	CIDs01002499	1002499	IUTRJGHEJFFBIC-HNNXBMFYSA-N
CIDm10024990	CIDs10024990	10024990	IMGXWRKTVOMDLZ-UHFFFAOYSA-N
CIDm10024991	CIDs10024991	10024991	CRCRVOJLZKWJKW-UHFFFAOYSA-N
CIDm10024992	CIDs10024992	10024992	QVTJQOCIQDVBMN-UHFFFAOYSA-N
CIDm10024993	CIDs10024993	10024993	APLROKHEHOSYBE-UHFFFAOYSA-N
CIDm10024994	CIDs10024994	10024994	SJFXDQNBBLNQDS-UHFFFAOYSA-N
CIDm10024995	CIDs10024995	10024995	WVWITEURVLYDGF-UHFFFAOYSA-N
CIDm00502268	CIDs10024996	10024996	QYKYALPNVNPBNX-RECLOPRZSA-L
CIDm00502268	CIDs10024996	10024997	WCWKRERVOGCHDN-FBIMIBRVSA-N
CIDm10024998	CIDs10024998	10024998	APXSDGLADFOEDD-UHFFFAOYSA-N
CIDm10024999	CIDs10024999	10024999	LAMHEZBEGUHUEQ-UHFFFAOYSA-N
CIDm00010025	CIDs00010025	10025	AUEOTIKUFDLLHS-UHFFFAOYSA-N
CIDm00100250	CIDs00100250	100250	WELROXOUKNZNRH-UHFFFAOYSA-N
CIDm01002500	CIDs01002500	1002500	WMMNTQZWOBSPNN-VIFPVBQESA-N
CIDm10025000	CIDs10025000	10025000	WKJXBIOQEGXUBC-VPHXOMNUSA-N
CIDm10025001	CIDs10025001	10025001	SYTKRWSWDTXMDU-UHFFFAOYSA-N
CIDm10025002	CIDs10025002	10025002	ZQTWYYSMSPTKEH-JKSUJKDBSA-N
CIDm10025003	CIDs10025003	10025003	ILPBDYSXMYKYAR-UHFFFAOYSA-N
CIDm09931822	CIDs10025004	10025004	RIOXXGSSBDSGMG-UHFFFAOYSA-N
CIDm10025005	CIDs10025005	10025005	FPDYHOUFEWTQRC-JTWUUNPKSA-N
CIDm10025006	CIDs10025006	10025006	NJLHYUVUMIZSQU-UHFFFAOYSA-N
CIDm10025007	CIDs10025007	10025007	QUWXCUQJKBFXBS-UHFFFAOYSA-N
CIDm10025008	CIDs10025008	10025008	ULEOPDCHQYOUPE-UHFFFAOYSA-N
CIDm10025009	CIDs10025009	10025009	FDBSHEKVDAWJCU-UHFFFAOYSA-N
CIDm00620671	CIDs01002501	1002501	IUTRJGHEJFFBIC-OAHLLOKOSA-N
CIDm10025010	CIDs10025010	10025010	WTKFLYJEUHCXHB-UHFFFAOYSA-N
CIDm10025011	CIDs10025011	10025011	JYKSMZOZEKGWRB-UHFFFAOYSA-N
CIDm10025012	CIDs10025012	10025012	GKQDSDCKHMKXGO-UHFFFAOYSA-N
CIDm10025013	CIDs10025013	10025013	RZBNFTUAWWOEFK-UHFFFAOYSA-N
CIDm10025014	CIDs10025014	10025014	VVCCVYRSULUMPF-AWKFVKMZSA-N
CIDm10025015	CIDs10025015	10025015	CCMMQGHLQQKWOY-FDMNJOOWSA-N
CIDm10025016	CIDs10025016	10025016	KPURZIYFTQOXRO-YDNYCGNNSA-N
CIDm10025017	CIDs10025017	10025017	HYVXUIONWPXUDB-UWWQBHOKSA-N
CIDm10025018	CIDs10025018	10025018	DXFCPECMFQETLW-UHFFFAOYSA-N
CIDm10025019	CIDs10025019	10025019	RYFJJUAZROTDDC-UHFFFAOYSA-N
CIDm01002502	CIDs01002502	1002502	NICQRIQSAVSQJK-HNNXBMFYSA-N
CIDm10025020	CIDs10025020	10025020	WMJZJWFNGHXCOQ-UHFFFAOYSA-N
CIDm10025021	CIDs10025021	10025021	NSIXXHKVORRACM-UHFFFAOYSA-N
CIDm10025022	CIDs10025022	10025022	VEXNWLZFYFKSCQ-UHFFFAOYSA-N
CIDm10025023	CIDs10025023	10025023	RGYJZJRNMGBWOR-UHFFFAOYSA-N
CIDm10025024	CIDs10025024	10025024	SKCIKJHTXRFRQW-UHFFFAOYSA-N
CIDm10025025	CIDs10025025	10025025	QVUNSOHXQILECX-UHFFFAOYSA-N
CIDm10025026	CIDs10025026	10025026	XFOFEZSUWFRWHI-UHFFFAOYSA-N
CIDm10025027	CIDs10025027	10025027	KYIHOKVBWAILAC-AATRIKPKSA-N
CIDm10025028	CIDs10025028	10025028	JSSXCVQGJFGCJV-UHFFFAOYSA-N
CIDm10025029	CIDs10025029	10025029	ZDYDRUFSCNNEKL-HKWRFOASSA-N
CIDm01002503	CIDs01002503	1002503	OCJSWRIVXRQFOB-UHFFFAOYSA-N
CIDm10025030	CIDs10025030	10025030	WOPKBJIXCPWJBC-UHFFFAOYSA-N
CIDm10025031	CIDs10025031	10025031	SJTNJYSGWMBUPN-NBTCWKJRSA-N
CIDm10025032	CIDs10025032	10025032	OROWAFDBBMNLPV-JTHBVZDNSA-N
CIDm10025033	CIDs10025033	10025033	KMNVFIIMXHMDLD-AUOFSLHCSA-N
CIDm10025034	CIDs10025034	10025034	DWVQTKXPGIYMDU-LJQANCHMSA-N
CIDm10025035	CIDs10025035	10025035	SMXIEVGEOASKCU-UHFFFAOYSA-N
CIDm10025036	CIDs10025036	10025036	CBHZTGBFYPNFDS-UHFFFAOYSA-N
CIDm10025037	CIDs10025037	10025037	OPIJGFDCQLRDCN-JBAFQVTRSA-N
CIDm10025038	CIDs10025038	10025038	LCDQNPJMKVBLRS-UWOANLGQSA-N
CIDm10025039	CIDs10025039	10025039	OVQXIVRARLGKOO-SBFWRKJZSA-N
CIDm01002504	CIDs01002504	1002504	FIXSUMJBYYTPTI-UHFFFAOYSA-N
CIDm10025039	CIDs10025040	10025040	OVQXIVRARLGKOO-UEQSERJNSA-N
CIDm10025041	CIDs10025041	10025041	SJKSNGVTMFAODZ-UHFFFAOYSA-N
CIDm10025042	CIDs10025042	10025042	JWPZNJYJZNVGTA-SBUREZEXSA-N
CIDm10025043	CIDs10025043	10025043	PBMVBLFJMQLVRQ-GMAHTHKFSA-N
CIDm10025044	CIDs10025044	10025044	CPEDZAQKLQTIIZ-OALUTQOASA-N
CIDm10025045	CIDs10025045	10025045	GVNDDULZFMEVFR-VNTMZGSJSA-N
CIDm10025046	CIDs10025046	10025046	CHRPBNPCRJTHOB-LIADASLHSA-N
CIDm10025047	CIDs10025047	10025047	MBQPIXHABJPZDC-UHFFFAOYSA-N
CIDm10025048	CIDs10025048	10025048	LIYHLSXVMSOMDY-UHFFFAOYSA-N
CIDm10025049	CIDs10025049	10025049	KDQYAFUNSZEBEY-UHFFFAOYSA-N
CIDm01002505	CIDs01002505	1002505	AUTLBQYOZIIOIS-UHFFFAOYSA-N
CIDm10025050	CIDs10025050	10025050	AVMJXUZVQFMUIA-UHFFFAOYSA-N
CIDm10025051	CIDs10025051	10025051	WNGBDEZTGZTYAG-UHFFFAOYSA-N
CIDm10025052	CIDs10025052	10025052	FSMNNLRYDBDHPZ-UHFFFAOYSA-N
CIDm10025053	CIDs10025053	10025053	DVSWSTKRHAHEMZ-UHFFFAOYSA-N
CIDm10025054	CIDs10025054	10025054	QCOZMAYSDNHYLN-UHFFFAOYSA-L
CIDm10025055	CIDs10025055	10025055	RMHMZOCBNLXUNF-UHFFFAOYSA-N
CIDm10025056	CIDs10025056	10025056	JSIWPQFWHSOFRG-UHFFFAOYSA-N
CIDm10025057	CIDs10025057	10025057	BDKREHOICDTSMM-HKWRFOASSA-N
CIDm10025058	CIDs10025058	10025058	CWWAICVXERVJDM-QUCCMNQESA-N
CIDm10025059	CIDs10025059	10025059	RGQCUAPSSFSETB-ROUUACIJSA-N
CIDm01002506	CIDs01002506	1002506	VTWDFJRCADVEKR-UHFFFAOYSA-N
CIDm00158730	CIDs10025060	10025060	FBEGJYJKZSOHNQ-MFUMQWNRSA-N
CIDm10025061	CIDs10025061	10025061	RMUVURSAJNSSNT-UHFFFAOYSA-N
CIDm10025062	CIDs10025062	10025062	NPXKPNYJEQAEFA-UHFFFAOYSA-N
CIDm10025063	CIDs10025063	10025063	UJRAXDDOQGUCQM-UHFFFAOYSA-N
CIDm10025064	CIDs10025064	10025064	UZLCSWRBSBHFLP-UHFFFAOYSA-N
CIDm10025065	CIDs10025065	10025065	ZSGNMGIRNHGZDB-UHFFFAOYSA-M
CIDm10025065	CIDs10025065	10025066	MGNQJYNJOMSKCC-UHFFFAOYSA-N
CIDm10025067	CIDs10025067	10025067	ZTQMWEGMVAKYTA-PYCFMQQDSA-N
CIDm10025068	CIDs10025068	10025068	QXEQXIYKHSLSID-UHFFFAOYSA-N
CIDm10025069	CIDs10025069	10025069	MIUPJFQURLRYNW-ANWANCDBSA-N
CIDm01002507	CIDs01002507	1002507	FUYXFIAATZKCPP-UHFFFAOYSA-N
CIDm10025070	CIDs10025070	10025070	SVQQKTPFJTYHJP-UHFFFAOYSA-N
CIDm10025071	CIDs10025071	10025071	CMBRODPSTFXPHJ-UHFFFAOYSA-N
CIDm10025072	CIDs10025072	10025072	SRRCKFOPVBDCTI-UHFFFAOYSA-N
CIDm10025073	CIDs10025073	10025073	GLRBPDNYKRLIQU-UHFFFAOYSA-N
CIDm10025074	CIDs10025074	10025074	QEGXCZGEWUZMCJ-UHFFFAOYSA-N
CIDm10025075	CIDs10025075	10025075	AUBOUKAUYZHBAY-UHFFFAOYSA-N
CIDm10025076	CIDs10025076	10025076	YXWIXNKBDKAGMR-GZTJUZNOSA-N
CIDm10025077	CIDs10025077	10025077	NYLAZAVZIUCCKV-HMTLIYDFSA-N
CIDm10025078	CIDs10025078	10025078	ADZFDXMLNITACG-UHFFFAOYSA-N
CIDm10025079	CIDs10025079	10025079	ABRTXCYPDGZJQT-UHFFFAOYSA-N
CIDm01002508	CIDs01002508	1002508	SFEKCGCDOGBWNC-UHFFFAOYSA-N
CIDm10025080	CIDs10025080	10025080	WSSHFLRTGJSQDG-UHFFFAOYSA-N
CIDm10025081	CIDs10025081	10025081	PFXPFPYDSVLYCT-UHFFFAOYSA-N
CIDm10025082	CIDs10025082	10025082	VFSDQUKCKXFTPI-UHFFFAOYSA-N
CIDm10025083	CIDs10025083	10025083	HBOWMSXVNYKZPB-UHFFFAOYSA-N
CIDm10025084	CIDs10025084	10025084	OQGWQEWCJNRNAP-UHFFFAOYSA-N
CIDm10025085	CIDs10025085	10025085	VZPAOLJPGFQEEK-ROUUACIJSA-N
CIDm10025086	CIDs10025086	10025086	DRBFEPVGONOXMU-SFQDAYOWSA-N
CIDm10025087	CIDs10025087	10025087	VZMSIBANPPQAES-UHFFFAOYSA-N
CIDm10025088	CIDs10025088	10025088	XXHGFMXMRKEXLZ-UHFFFAOYSA-N
CIDm10025089	CIDs10025089	10025089	DLRMDAMHGPXZDZ-UHFFFAOYSA-N
CIDm01002509	CIDs01002509	1002509	FAWUTPRDGRDZFF-UHFFFAOYSA-N
CIDm10025090	CIDs10025090	10025090	FIGZUSKUKQOYTH-UHFFFAOYSA-N
CIDm10025091	CIDs10025091	10025091	QPYXUXMMGHQWFW-UHFFFAOYSA-N
CIDm10025092	CIDs10025092	10025092	RKZQWKFSWGXZTC-UHFFFAOYSA-N
CIDm10025093	CIDs10025093	10025093	JBOXHBYAMLCADO-UHFFFAOYSA-N
CIDm10025094	CIDs10025094	10025094	OTVZGNHYGKFYKA-UHFFFAOYSA-N
CIDm10025095	CIDs10025095	10025095	IKPQJLWDWCNXPX-RCXJIHSJSA-N
CIDm10025096	CIDs10025096	10025096	LOFOBPUXNHTEFI-WCFQXHSSSA-N
CIDm10025097	CIDs10025097	10025097	ABJXJKOTHRRANK-BQYQJAHWSA-N
CIDm10025098	CIDs10025098	10025098	XZIKPCLLJHPLSR-LSDHHAIUSA-N
CIDm10025099	CIDs10025099	10025099	SWCIQQSNGLMMOA-UHFFFAOYSA-N
CIDm00100251	CIDs00100251	100251	OIOLZODVFMMERF-ATDKRRDESA-N
CIDm01002510	CIDs01002510	1002510	WEUNXPRAVKGCHE-UHFFFAOYSA-N
CIDm10025100	CIDs10025100	10025100	LIIBTLHOITXMHX-UHFFFAOYSA-N
CIDm10025101	CIDs10025101	10025101	TUEAVEATIOIERJ-UHFFFAOYSA-N
CIDm10025102	CIDs10025102	10025102	FWMODQWKSFZKFS-VQTJNVASSA-N
CIDm10025103	CIDs10025103	10025103	KOCSVLPLQCBIGW-UHFFFAOYSA-N
CIDm10025104	CIDs10025104	10025104	SNBGDFPCAZNHSF-MYIIUJEVSA-N
CIDm10025105	CIDs10025105	10025105	UUKBNBBIZJGWCI-UHFFFAOYSA-N
CIDm10025106	CIDs10025106	10025106	XYFHWENVGBRYSH-KRWDZBQOSA-N
CIDm10025107	CIDs10025107	10025107	ZAEWWZPGCKGGLM-UFRUDQCGSA-N
CIDm10025108	CIDs10025108	10025108	SSKYQFYUSWOBRK-UHFFFAOYSA-N
CIDm10025109	CIDs10025109	10025109	OJJNWHBUPBXEHB-UHFFFAOYSA-N
CIDm01002511	CIDs01002511	1002511	WDCAOBSSKQKFJE-UHFFFAOYSA-N
CIDm10025110	CIDs10025110	10025110	QVVCIXOWRXBYAY-UHFFFAOYSA-N
CIDm10025111	CIDs10025111	10025111	DZWFLQDDDSHVOP-UHFFFAOYSA-N
CIDm10025112	CIDs10025112	10025112	XKFFPOLZLYARRH-UHFFFAOYSA-N
CIDm10025113	CIDs10025113	10025113	VRSCKZIVFZXLPQ-UHFFFAOYSA-N
CIDm10025114	CIDs10025114	10025114	OVAIIHUWSLJJPO-UHFFFAOYSA-N
CIDm10025115	CIDs10025115	10025115	WGPNAJQNLOUZCI-UHFFFAOYSA-N
CIDm10025116	CIDs10025116	10025116	CBUKTFQZVKAJNU-UHFFFAOYSA-N
CIDm10025117	CIDs10025117	10025117	HTFYVLZFINPOQB-UHFFFAOYSA-N
CIDm10025118	CIDs10025118	10025118	JLXBHKYSTCWZTK-UHFFFAOYSA-N
CIDm10025119	CIDs10025119	10025119	PAAQHGYBAKYXJM-UHFFFAOYSA-N
CIDm01002512	CIDs01002512	1002512	VOTWRDRJPWNRTP-INIZCTEOSA-N
CIDm10025120	CIDs10025120	10025120	MLCYGRKUWZFKIG-UHFFFAOYSA-N
CIDm10025121	CIDs10025121	10025121	NUONODKIHBURHS-YUMQZZPRSA-N
CIDm10025122	CIDs10025122	10025122	BJSDOIYEIUPAEJ-UHFFFAOYSA-N
CIDm10025123	CIDs10025123	10025123	VTRTYKHGAIXCKX-KAUTUKSKSA-N
CIDm10025124	CIDs10025124	10025124	LEWNRVDPUFBQJC-UHFFFAOYSA-N
CIDm10025125	CIDs10025125	10025125	LQTMEJZFSULXRF-ZDLGFXPLSA-N
CIDm10025126	CIDs10025126	10025126	SDWCGDGJGHBFDY-UHFFFAOYSA-N
CIDm10025127	CIDs10025127	10025127	YLGVBUAQTQSHCD-DEOSSOPVSA-N
CIDm10025128	CIDs10025128	10025128	GCRHQXHJJLPUAI-QNGOZBTKSA-N
CIDm10025129	CIDs10025129	10025129	KHCNQVKTDCZULD-UHFFFAOYSA-N
CIDm01002512	CIDs01002513	1002513	VOTWRDRJPWNRTP-MRXNPFEDSA-N
CIDm10025130	CIDs10025130	10025130	LNSIJPRZOAWYPC-UHFFFAOYSA-N
CIDm10025130	CIDs10025130	10025131	LNSIJPRZOAWYPC-UHFFFAOYSA-O
CIDm10025132	CIDs10025132	10025132	HYMAQSBIPBPAFT-BEWYTNLXSA-N
CIDm10025133	CIDs10025133	10025133	UDQLKFOLSJBVIN-KUHUBIRLSA-N
CIDm10025134	CIDs10025134	10025134	NXGJKBJDRSBXLS-UHFFFAOYSA-N
CIDm10025135	CIDs10025135	10025135	KUTRPSDZHMWTHS-UHFFFAOYSA-N
CIDm10025136	CIDs10025136	10025136	PJQOBCHHHLEBMH-HSVDZBDXSA-N
CIDm10025137	CIDs10025137	10025137	KTSNRPOHDNEJKH-UHFFFAOYSA-N
CIDm10025138	CIDs10025138	10025138	UXXUDUFCAWFLGQ-UHFFFAOYSA-N
CIDm10025139	CIDs10025139	10025139	CUDAOUIBMGZZBF-UHFFFAOYSA-N
CIDm01002514	CIDs01002514	1002514	BZGFSAVHSMKKTJ-UHFFFAOYSA-N
CIDm10025140	CIDs10025140	10025140	CEIWZZVNOFEVJF-JCMHNJIXSA-N
CIDm10025141	CIDs10025141	10025141	ZRMTYEVCSBDFSF-UHFFFAOYSA-N
CIDm10025142	CIDs10025142	10025142	OSBUMQUEZIOTJC-WDSOQIARSA-N
CIDm10025143	CIDs10025143	10025143	DURLXBODHIKTDW-UHFFFAOYSA-N
CIDm10025144	CIDs10025144	10025144	STCZLZJJYVMTGB-SQNIBIBYSA-N
CIDm10025145	CIDs10025145	10025145	CMLAYIHLIFBDNP-ORXBJFIDSA-N
CIDm10025146	CIDs10025146	10025146	WCUCKKHAMLJYQT-RUPGYJJGSA-N
CIDm10025147	CIDs10025147	10025147	VLPXRVWNHKOBDU-RBMAEIIISA-N
CIDm10025148	CIDs10025148	10025148	YGYFFBRNBRPDNU-XKSBVFNMSA-N
CIDm10025149	CIDs10025149	10025149	RQYXOEIYKPSUQI-CCGYVHBASA-N
CIDm10025150	CIDs10025150	10025150	FYDHQFNPFFMBCH-UHFFFAOYSA-N
CIDm10025151	CIDs10025151	10025151	BVFAXLQLPOBYLV-UHFFFAOYSA-N
CIDm10025152	CIDs10025152	10025152	BKTPHVYLZNYOBX-MPWXSCBWSA-N
CIDm10025153	CIDs10025153	10025153	YHFUNWNHJDOWJO-FTCYBIALSA-N
CIDm10025154	CIDs10025154	10025154	DQSYCOUEMUIIAA-QMIVOQANSA-N
CIDm10025154	CIDs10025155	10025155	DQSYCOUEMUIIAA-UXXRCYHCSA-N
CIDm10025156	CIDs10025156	10025156	BTPKUXXRUDUMOM-UHFFFAOYSA-N
CIDm10025157	CIDs10025157	10025157	HCZGCPYKPJSQLT-USZFVNFHSA-N
CIDm10025158	CIDs10025158	10025158	GZSSHESGFMRSJN-ZDGBYWQASA-N
CIDm10025159	CIDs10025159	10025159	LDVRTIZSVVMDSI-UHFFFAOYSA-N
CIDm01002514	CIDs01002516	1002516	BZGFSAVHSMKKTJ-LFYBBSHMSA-N
CIDm10025160	CIDs10025160	10025160	FJNUHHXKDBTQPT-YGKURYPTSA-N
CIDm10025161	CIDs10025161	10025161	JLXGEZDBGXZFKT-WLWKICLRSA-N
CIDm10025162	CIDs10025162	10025162	CDGZVKYEFKIDOU-UHFFFAOYSA-N
CIDm10025163	CIDs10025163	10025163	KUACNUXNQMPMGA-UHFFFAOYSA-N
CIDm10025164	CIDs10025164	10025164	YYYZEWJNSFJMLK-UHFFFAOYSA-N
CIDm10025165	CIDs10025165	10025165	HQVWILHWTOLKTF-HPUBIQBYSA-N
CIDm10025166	CIDs10025166	10025166	QZDSNUXLCAFVIU-UHFFFAOYSA-N
CIDm10025167	CIDs10025167	10025167	PZAKPXJORQEJJJ-UHFFFAOYSA-N
CIDm10025168	CIDs10025168	10025168	WVLXVIZBRPTUKG-UHFFFAOYSA-N
CIDm10025169	CIDs10025169	10025169	IIUVTCNIJDOJKV-UHFFFAOYSA-N
CIDm10025170	CIDs10025170	10025170	PBHKJTKYXBXYCX-UHFFFAOYSA-N
CIDm00002806	CIDs00667556	10025171	CVNGVBDWQHBYSI-XFULWGLBSA-M
CIDm10025172	CIDs10025172	10025172	MKWBQWPLOUNGPG-IGOIZDSHSA-N
CIDm10025173	CIDs10025173	10025173	FMARSSDIVBCEHC-UHFFFAOYSA-N
CIDm10025174	CIDs10025174	10025174	MUDXGFVYJYJGIF-MYKKPKGFSA-N
CIDm10025175	CIDs10025175	10025175	SDPVIFVIWNXLFC-UHFFFAOYSA-N
CIDm10025176	CIDs10025176	10025176	KFBJHDJHKTXWCP-UHFFFAOYSA-N
CIDm10025177	CIDs10025177	10025177	GMTCXSFFPDSVFZ-UHFFFAOYSA-N
CIDm10025178	CIDs10025178	10025178	WXJUNQRBNGXKEC-FUHWJXTLSA-N
CIDm10025179	CIDs10025179	10025179	MRUKYCLQJVOFDV-UHFFFAOYSA-N
CIDm01002518	CIDs01002518	1002518	NBXCWTWZRQYAPI-UHFFFAOYSA-N
CIDm10025180	CIDs10025180	10025180	VNMPVWPYONMKCV-UHFFFAOYSA-N
CIDm10025181	CIDs10025181	10025181	GANDJARPECWEAV-UHFFFAOYSA-N
CIDm10025182	CIDs10025182	10025182	JKAXCAJOEIIKDE-TXDRYBTRSA-N
CIDm10025183	CIDs10025183	10025183	NWHVRGLSAFTUCW-YDNXMHBPSA-N
CIDm10025184	CIDs10025184	10025184	XSYZZFOFSWROSP-UHFFFAOYSA-N
