flat_chemical_id	stereo_chemical_id	source_cid	inchikey
CIDm10002286	CIDs10002286	10002286	KHFLUCLVJVEYSM-MHZLTWQESA-N
CIDm10002287	CIDs10002287	10002287	LZTKSQLYUKMBOO-CZIZESTLSA-N
CIDm10002288	CIDs10002288	10002288	ADTDSEWMPATXLF-UHFFFAOYSA-N
CIDm10002289	CIDs10002289	10002289	ZBRFTRYQMDAJBZ-LJQANCHMSA-N
CIDm01000228	CIDs01000229	1000229	MATQYOWSMMPEIR-SFHVURJKSA-N
CIDm10002290	CIDs10002290	10002290	WZTYTTZKNWDBGO-GXFFZTMASA-N
CIDm10002291	CIDs10002291	10002291	BZCYIFAKTOUWNG-UHFFFAOYSA-N
CIDm10002292	CIDs10002292	10002292	POIOYQXPEYVPNS-AKIFATBCSA-N
CIDm10002293	CIDs10002293	10002293	IQBMDOQXYYCXFR-UHFFFAOYSA-N
CIDm10002294	CIDs10002294	10002294	RZYASTMCPAORAJ-UHFFFAOYSA-N
CIDm10002295	CIDs10002295	10002295	CUJMUSZRPOLMGA-UHFFFAOYSA-N
CIDm10002296	CIDs10002296	10002296	HGRJJDBJLRDUDJ-PURCGFLBSA-N
CIDm10002297	CIDs10002297	10002297	GDBSXQZPSLDIBD-NZCWTCFWSA-N
CIDm10002297	CIDs10002297	10002298	GDBSXQZPSLDIBD-NZCWTCFWSA-O
CIDm10002299	CIDs10002299	10002299	ZDWCABHCFJEQGX-UHFFFAOYSA-N
CIDm00100023	CIDs00100023	100023	XYPJAWWDSQFSQA-UHFFFAOYSA-N
CIDm01000230	CIDs01000230	1000230	JZKBXZYPPGLRQN-UHFFFAOYSA-N
CIDm10002300	CIDs10002300	10002300	BXKNKJDLGGOMHH-UHFFFAOYSA-N
CIDm10002301	CIDs10002301	10002301	XOOJJYSOECOYIM-UHFFFAOYSA-N
CIDm10002302	CIDs10002302	10002302	KMVVZYXZQZSYLJ-UHFFFAOYSA-N
CIDm10002303	CIDs10002303	10002303	TYEZLWKIRQMCHX-UWVAXJGDSA-N
CIDm10002304	CIDs10002304	10002304	QLVIVHXZZLRTME-UHFFFAOYSA-N
CIDm10002305	CIDs10002305	10002305	WBBFXZZPUTULLX-UHFFFAOYSA-N
CIDm10002306	CIDs10002306	10002306	RWWMMQDZYUWTCN-LSCFUAHRSA-N
CIDm10002307	CIDs10002307	10002307	VEASAHRBEMZDRH-UHFFFAOYSA-N
CIDm10002308	CIDs10002308	10002308	LETKUPMCTSNPCD-SNOAOHKVSA-N
CIDm10002309	CIDs10002309	10002309	QFBYZNQWOSSDBN-UHFFFAOYSA-N
CIDm01000231	CIDs01000231	1000231	YDAKMJADLPXSTQ-QHCPKHFHSA-N
CIDm10002310	CIDs10002310	10002310	RJOBTNHVHKSGSA-UHFFFAOYSA-N
CIDm10002311	CIDs10002311	10002311	QWWZHFVQMJFITL-UHFFFAOYSA-N
CIDm10002312	CIDs10002312	10002312	XOKBZCJCFPOZFY-UHFFFAOYSA-N
CIDm10002313	CIDs10002313	10002313	USKRKPLSILMXOS-MNDPQUGUSA-N
CIDm10002314	CIDs10002314	10002314	QWNLMUQJOOFFND-UHFFFAOYSA-N
CIDm00133285	CIDs10002315	10002315	LTZHRTXXQIPLOH-QPLCGJKRSA-N
CIDm10002316	CIDs10002316	10002316	YWSWEXBIRZDWOG-UHFFFAOYSA-N
CIDm10002317	CIDs10002317	10002317	FAKLFNQKZBPRME-OQLLNIDSSA-N
CIDm10002318	CIDs10002318	10002318	CBQWKKQDLVJHRP-UHFFFAOYSA-N
CIDm10002319	CIDs10002319	10002319	VAGXBOXUIGGBJZ-UHFFFAOYSA-N
CIDm01000231	CIDs01000232	1000232	YDAKMJADLPXSTQ-HSZRJFAPSA-N
CIDm10002320	CIDs10002320	10002320	KXWYCZVVQYESQQ-UHFFFAOYSA-N
CIDm10002321	CIDs10002321	10002321	OXXAFOWSYXTTSJ-UHFFFAOYSA-N
CIDm10002322	CIDs10002322	10002322	RCCLIZJHDSIUNZ-OALUTQOASA-N
CIDm10002323	CIDs10002323	10002323	YTGNZCDZZGWPIP-UHFFFAOYSA-N
CIDm10002324	CIDs10002324	10002324	GYEDIGVFUCPJLN-UHFFFAOYSA-N
CIDm10002325	CIDs10002325	10002325	NDFBHRKOZQOEOE-MKTILFRLSA-N
CIDm10002326	CIDs10002326	10002326	ACSSIDXIKZJMHP-UHFFFAOYSA-N
CIDm10002327	CIDs10002327	10002327	JITYGCBLIRKTFL-UHFFFAOYSA-N
CIDm10002328	CIDs10002328	10002328	XPTCTUNEGWHYKC-AARXTDBFSA-N
CIDm10002329	CIDs10002329	10002329	IJXKBOARMJWHDT-UHFFFAOYSA-N
CIDm10002330	CIDs10002330	10002330	DLCVWXHOSXVXDC-UHFFFAOYSA-N
CIDm10002331	CIDs10002331	10002331	MTUWBLZYRIHAKW-UHFFFAOYSA-N
CIDm10002332	CIDs10002332	10002332	NDXUAEDOWPRLLR-UHFFFAOYSA-N
CIDm10002333	CIDs10002333	10002333	FWPXFHLLSARDCO-AWEZNQCLSA-N
CIDm10002334	CIDs10002334	10002334	KGEYLRTZZBNBLR-UHFFFAOYSA-N
CIDm10002335	CIDs10002335	10002335	NWFREQGEPNKSNP-HNNXBMFYSA-N
CIDm10002336	CIDs10002336	10002336	UCBJJESLLCXXRP-UHFFFAOYSA-N
CIDm10002337	CIDs10002337	10002337	KUFZYCRDJLNUQV-GRXQJBFDSA-N
CIDm10002338	CIDs10002338	10002338	HHJHQZJCIIREBS-VTCDDQIKSA-N
CIDm10002339	CIDs10002339	10002339	QIAUYYGVMACPPL-INIZCTEOSA-N
CIDm01000234	CIDs01000234	1000234	KGTJYISHPACFSH-QHCPKHFHSA-N
CIDm10002340	CIDs10002340	10002340	QLXDWEQFRPEVDV-UHFFFAOYSA-N
CIDm10002341	CIDs10002341	10002341	BTAHEBUFIHTABB-UHFFFAOYSA-N
CIDm10002342	CIDs10002342	10002342	DXPLZORZGHHSCG-RWMBFGLXSA-N
CIDm10002343	CIDs10002343	10002343	XTRARZPRFYUCGZ-HOTGVXAUSA-N
CIDm00636910	CIDs10002344	10002344	WASCTSNYBVCLTC-JFKOKGDFSA-N
CIDm10002345	CIDs10002345	10002345	OSBZFMNNBJVPHM-UHFFFAOYSA-N
CIDm10002346	CIDs10002346	10002346	RRPGALYPESXUNL-UHFFFAOYSA-N
CIDm10002347	CIDs10002347	10002347	DMILHRYQHOQQEJ-ZHZULCJRSA-N
CIDm10002348	CIDs10002348	10002348	MFCHYWIMSNKJMB-UHFFFAOYSA-N
CIDm10002349	CIDs10002349	10002349	KWLQGZOHKMVRJU-UHFFFAOYSA-N
CIDm10002350	CIDs10002350	10002350	PWRKMSZUNKCXCA-UHFFFAOYSA-N
CIDm10002351	CIDs10002351	10002351	DEJLURBUURFSIQ-UHFFFAOYSA-N
CIDm00159502	CIDs00159502	10002352	UONMLQSGQZWOKI-UHFFFAOYSA-N
CIDm10002353	CIDs10002353	10002353	ZQJFUXXPCICDLC-UHFFFAOYSA-N
CIDm10002354	CIDs10002354	10002354	RCHPHZVPEJLWKR-UHFFFAOYSA-N
CIDm10002355	CIDs10002355	10002355	MQDLBNHDBADRKY-IRXDYDNUSA-N
CIDm10002356	CIDs10002356	10002356	OVRDNHFDPDQFGE-WMZOPIPTSA-N
CIDm10002357	CIDs10002357	10002357	ITAJYEWLPUVAAS-DNVCBOLYSA-N
CIDm10002358	CIDs10002358	10002358	VJXPUXUPGZOSGY-UHFFFAOYSA-N
CIDm10002359	CIDs10002359	10002359	VBWWKLMFUUXKEU-UHFFFAOYSA-N
CIDm01000234	CIDs01000236	1000236	KGTJYISHPACFSH-HSZRJFAPSA-N
CIDm10002360	CIDs10002360	10002360	RTZVTTSDTGONFA-WIFJDPMNSA-N
CIDm10002361	CIDs10002361	10002361	DECMYTVEZDXTHK-UHFFFAOYSA-N
CIDm10002362	CIDs10002362	10002362	VESMEQNRPLDUHA-IBGZPJMESA-N
CIDm10002363	CIDs10002363	10002363	WXHKGECCNBTROE-UHFFFAOYSA-N
CIDm10002364	CIDs10002364	10002364	NCRKAVYDAGXWBK-UHFFFAOYSA-N
CIDm10002365	CIDs10002365	10002365	WZCCPEBVQCXLLE-JGQOBKGBSA-N
CIDm10002366	CIDs10002366	10002366	MXZMFYJTAHGEFR-HMMYKYKNSA-N
CIDm10002367	CIDs10002367	10002367	RJASZNVYWQRGGZ-UHFFFAOYSA-N
CIDm10002368	CIDs10002368	10002368	NKDJZYGBNCVZFJ-UHFFFAOYSA-N
CIDm09979662	CIDs10002369	10002369	IBWOACUXENCDPZ-QDSKXPNFSA-N
CIDm01000237	CIDs01000237	1000237	NDVZHPRYTBIUFQ-QGZVFWFLSA-N
CIDm09979662	CIDs10002370	10002370	IBWOACUXENCDPZ-OYDLWJJNSA-N
CIDm10002371	CIDs10002371	10002371	DTXMLUYAGVJDTI-UHFFFAOYSA-N
CIDm00403855	CIDs10002372	10002372	FVFRNUIOLXQINL-UHFFFAOYSA-N
CIDm10002373	CIDs10002373	10002373	OJUDKRXLOMGSCU-UHFFFAOYSA-N
CIDm10002374	CIDs10002374	10002374	ZYPLDOUVUMRPDC-UPEUDUNNSA-N
CIDm10002375	CIDs10002375	10002375	AWPQIIWKQPFSCJ-QSXFHUQISA-N
CIDm10002376	CIDs10002376	10002376	FSLDJJRDIKVCLQ-UHFFFAOYSA-N
CIDm10002377	CIDs10002377	10002377	HRGNFJUVTUPVSA-UHFFFAOYSA-N
CIDm01000237	CIDs01000238	1000238	NDVZHPRYTBIUFQ-KRWDZBQOSA-N
CIDm10002380	CIDs10002380	10002380	KJXOWUIFIZGXFN-DIXIMLQRSA-N
CIDm10002381	CIDs10002381	10002381	JBOASRIVBXMDKY-ZZXKWVIFSA-N
CIDm10002382	CIDs10002382	10002382	UYIPYTNNDZEISP-UHFFFAOYSA-N
CIDm10002383	CIDs10002383	10002383	FNUMDZWYGYNGHP-UHFFFAOYSA-N
CIDm10002384	CIDs10002384	10002384	ZHQGTRUJIGHKJO-UHFFFAOYSA-M
CIDm10002384	CIDs10002384	10002385	OMGXIHURMCZZHM-UHFFFAOYSA-N
CIDm10002386	CIDs10002386	10002386	AQDIJFDNEYPSQF-ODZIBOKPSA-N
CIDm10002387	CIDs10002387	10002387	YHFBEIWAQYFWNY-UHFFFAOYSA-N
CIDm10002388	CIDs10002388	10002388	OYKMWXAHPOBHBT-UHFFFAOYSA-N
CIDm10002389	CIDs10002389	10002389	SNKQAPAXVLAKHS-DYTRJAOYSA-N
CIDm01000239	CIDs01000239	1000239	IAPXUQLMLYFMEP-QHCPKHFHSA-N
CIDm10002390	CIDs10002390	10002390	AIEOQWDXGWOTNC-UHFFFAOYSA-N
CIDm10002391	CIDs10002391	10002391	KFMBRBPXHVMDFN-UHFFFAOYSA-N
CIDm10002392	CIDs10002392	10002392	OXBMXZLYQDVHGP-UHFFFAOYSA-N
CIDm10002393	CIDs10002393	10002393	IUFQKXVFWUOARL-UHFFFAOYSA-M
CIDm10002393	CIDs10002393	10002394	NDCKJAFMMZGOKY-UHFFFAOYSA-N
CIDm10002395	CIDs10002395	10002395	LSLKJCPZCAKDAT-UHFFFAOYSA-N
CIDm03042778	CIDs10002396	10002396	FYDCOERXNBRZDS-UHFFFAOYSA-N
CIDm10002397	CIDs10002397	10002397	ASOGEUDIFRIMJI-RRFJBIMHSA-N
CIDm10002398	CIDs10002398	10002398	DSHCHXPDFGGRCV-UHFFFAOYSA-N
CIDm10002399	CIDs10002399	10002399	PWMPVHUNBQEYRQ-UHFFFAOYSA-N
CIDm00100024	CIDs00100024	100024	RYROTMZMTMCWEP-UHFFFAOYSA-N
CIDm01000240	CIDs01000240	1000240	GEZMSMFYKKUULK-UHFFFAOYSA-N
CIDm10002400	CIDs10002400	10002400	NDWOMOQVOSKDEW-UHFFFAOYSA-N
CIDm10002401	CIDs10002401	10002401	AQEQTJJYWGKTFA-UHFFFAOYSA-N
CIDm10002402	CIDs10002402	10002402	VZZCKGUFDMMINO-MOROJQBDSA-N
CIDm10002403	CIDs10002403	10002403	UTTMBDGQVBWHIC-UHFFFAOYSA-N
CIDm10002404	CIDs10002404	10002404	RLRMHFHIACNYQA-UHFFFAOYSA-N
CIDm10002405	CIDs10002405	10002405	ZWBATKXYOBMSKA-UHFFFAOYSA-N
CIDm10002406	CIDs10002406	10002406	PEFRSSPWCRRRFZ-UHFFFAOYSA-N
CIDm10002407	CIDs10002407	10002407	WRIIAONKSOKBCK-UHFFFAOYSA-N
CIDm10002408	CIDs10002408	10002408	DGLDQSIMOGDONC-UHFFFAOYSA-N
CIDm10002409	CIDs10002409	10002409	XWFYCDHFVFDJEZ-RTBURBONSA-N
CIDm01000239	CIDs01000241	1000241	IAPXUQLMLYFMEP-HSZRJFAPSA-N
CIDm10002410	CIDs10002410	10002410	XQRRAIWANDUDBM-HTXNQAPBSA-N
CIDm10002411	CIDs10002411	10002411	CAODKLYXBISYEB-NGICGMGXSA-N
CIDm10002412	CIDs10002412	10002412	ANCHZQJTSKHDFM-UHFFFAOYSA-N
CIDm10002413	CIDs10002413	10002413	ZULDSVIFWWBRHT-UHFFFAOYSA-N
CIDm10002414	CIDs10002414	10002414	DVEJMJDJFMBSAL-XNTDXEJSSA-N
CIDm10002415	CIDs10002415	10002415	PJOFFBPNUHEFJJ-UHFFFAOYSA-N
CIDm10002416	CIDs10002416	10002416	AYWIUHKKDARFIP-SFHVURJKSA-N
CIDm10002417	CIDs10002417	10002417	ZYKGALKCSKAFRF-UHFFFAOYSA-N
CIDm10002418	CIDs10002418	10002418	QKYFLTAHCLJCIC-UHFFFAOYSA-N
CIDm10002419	CIDs10002419	10002419	FPVVRIDTQYJFHL-ZQRQZVKFSA-N
CIDm01000240	CIDs01000242	1000242	GEZMSMFYKKUULK-MDZDMXLPSA-N
CIDm10002420	CIDs10002420	10002420	BKSGGCIFTFXQAH-UHFFFAOYSA-N
CIDm10002421	CIDs10002421	10002421	QJUPBHAYRFRSAL-UHFFFAOYSA-N
CIDm10002422	CIDs10002422	10002422	MEBJQNPIWKXMKN-SQNIBIBYSA-N
CIDm10002423	CIDs10002423	10002423	RDSUKXNJCGTKDH-UHFFFAOYSA-N
CIDm10002424	CIDs10002424	10002424	LZAABTGURULGIG-VAWYXSNFSA-N
CIDm10002425	CIDs10002425	10002425	CKJFREREMOOZBI-UHFFFAOYSA-M
CIDm10002425	CIDs10002425	10002426	FXBCSJHOXPBLSP-UHFFFAOYSA-N
CIDm10002427	CIDs10002427	10002427	OPWNNHRUMNCCFK-WYWBKEBQSA-N
CIDm10002428	CIDs10002428	10002428	JTKJWQFENYPQRP-UHFFFAOYSA-N
CIDm10002429	CIDs10002429	10002429	UTIZQJLALOGMDO-ZKWNWVNESA-N
CIDm01000243	CIDs01000243	1000243	ZHFGEVORUXINFH-UHFFFAOYSA-N
CIDm10002430	CIDs10002430	10002430	IVGMRNQCTCQTAF-UHFFFAOYSA-N
CIDm10002431	CIDs10002431	10002431	YPSUKVYDKBNNFM-UHFFFAOYSA-N
CIDm10002432	CIDs10002432	10002432	MHNKCPOMGFTTLV-UHFFFAOYSA-N
CIDm10002433	CIDs10002433	10002433	JBUAPPPBIUGEFD-CMBQYPFVSA-N
CIDm10002434	CIDs10002434	10002434	BLUUMKQXVNHULL-UHFFFAOYSA-N
CIDm10002435	CIDs10002435	10002435	YUEPQVABIIGONY-UHFFFAOYSA-N
CIDm10002436	CIDs10002436	10002436	RDLKNOVFACOIFT-UHFFFAOYSA-N
CIDm10002437	CIDs10002437	10002437	KKWPRVHZWXALBH-QZZKPWNASA-N
CIDm10002438	CIDs10002438	10002438	FDFAELPZMCCCMQ-SXAKACBPSA-N
CIDm10002439	CIDs10002439	10002439	TURBPAKUUPDMHO-UHFFFAOYSA-N
CIDm01000244	CIDs01000244	1000244	IPHWDSXEARHZHZ-UHFFFAOYSA-N
CIDm10002440	CIDs10002440	10002440	PUWKWOCINPVHOI-UHFFFAOYSA-N
CIDm10002441	CIDs10002441	10002441	AYQVPJIMSWHWEE-OALUTQOASA-N
CIDm10002442	CIDs10002442	10002442	MUGIOOQNNAVGFK-UHFFFAOYSA-N
CIDm10002443	CIDs10002443	10002443	PUUMDOYUJWCHFO-UHFFFAOYSA-N
CIDm10002443	CIDs10002443	10002444	AQCJQSRFIUYONP-UHFFFAOYSA-N
CIDm10002445	CIDs10002445	10002445	NDQZQTNJZAHHPZ-UHTWSYAYSA-N
CIDm10002446	CIDs10002446	10002446	GTEWSOILSAUGRV-UHFFFAOYSA-N
CIDm10002446	CIDs10002446	10002447	KNISZXSPMZDLMR-UHFFFAOYSA-N
CIDm10002448	CIDs10002448	10002448	YJCDGKMVAYETOP-UHFFFAOYSA-N
CIDm10002449	CIDs10002449	10002449	ZHEBEVZJMNBPLP-HNNXBMFYSA-N
CIDm01000245	CIDs01000245	1000245	GXUMLGJRGFCRNV-UHFFFAOYSA-N
CIDm10002450	CIDs10002450	10002450	YLANHEGZNNONHB-UHFFFAOYSA-N
CIDm10002451	CIDs10002451	10002451	JVGHMCIGVNEXQD-UHFFFAOYSA-N
CIDm10002452	CIDs10002452	10002452	PTCRMNJABQVFOR-JLHYYAGUSA-N
CIDm10002453	CIDs10002453	10002453	NZXHWYCCIZMGCA-UHFFFAOYSA-N
CIDm10002454	CIDs10002454	10002454	GSVRWFWJQICCBD-ZDUSSCGKSA-N
CIDm10002455	CIDs10002455	10002455	CWUZKQLBCWDWJP-HAHDFKILSA-N
CIDm10002456	CIDs10002456	10002456	IRWOOGSKGNADMU-LIRRHRJNSA-N
CIDm10002457	CIDs10002457	10002457	ILTIMOPOVHETED-HNNXBMFYSA-N
CIDm10002458	CIDs10002458	10002458	HONMBBSKFDKCKI-DQEYMECFSA-N
CIDm10002459	CIDs10002459	10002459	MJIRGSNICJLLHV-JXMROGBWSA-N
CIDm01000246	CIDs01000246	1000246	WZMFQGOOHMUOTQ-UHFFFAOYSA-N
CIDm10002460	CIDs10002460	10002460	KFBUMHDVBVQBMC-UHFFFAOYSA-N
CIDm10002461	CIDs10002461	10002461	CWAOXVVYJVVNQG-UHFFFAOYSA-N
CIDm10002462	CIDs10002462	10002462	IIMKXNWBKIJTAL-UHFFFAOYSA-N
CIDm10002463	CIDs10002463	10002463	HCQPXHRSUCKHJO-ZHZULCJRSA-N
CIDm10002464	CIDs10002464	10002464	PMUKNWYLXYGRRU-UHFFFAOYSA-N
CIDm10002465	CIDs10002465	10002465	GRKPEAFWGSDRGE-MRCUWXFGSA-N
CIDm10002466	CIDs10002466	10002466	BEWDQYDOWMNYSH-CFJRQAHESA-N
CIDm10002467	CIDs10002467	10002467	FLHJDMBVGVPLPL-FBHDLOMBSA-N
CIDm10002468	CIDs10002468	10002468	LBMSVCYRFOSKLF-UHFFFAOYSA-N
CIDm10002469	CIDs10002469	10002469	WQLZMFYPQBKECM-UHFFFAOYSA-N
CIDm10002470	CIDs10002470	10002470	FGCCHIJKZXQJIY-UHFFFAOYSA-N
CIDm10002471	CIDs10002471	10002471	WLEWZWNDSXTRLZ-UHFFFAOYSA-N
CIDm09979777	CIDs10002472	10002472	GXPZNQBPGMVMMI-XUZZJYLKSA-N
CIDm10002473	CIDs10002473	10002473	LOJPKNKPAIBESJ-UHFFFAOYSA-N
CIDm10002474	CIDs10002474	10002474	LQURJAZGSKYXQP-OUKQBFOZSA-N
CIDm10002475	CIDs10002475	10002475	XJKWEQJYEQQPSV-VEXUSMLFSA-N
CIDm10002476	CIDs10002476	10002476	FHKJNKRUSQVUPM-UHFFFAOYSA-N
CIDm10002477	CIDs10002477	10002477	PWYJRPTWXBCGDM-WOJBJXKFSA-N
CIDm10002478	CIDs10002478	10002478	XIKFKPJNABUVHP-DNQXCXABSA-N
CIDm10002479	CIDs10002479	10002479	NUGOZEJWAKGOFY-LDADJPATSA-N
CIDm10002480	CIDs10002480	10002480	JUWPKZQOFIYIIQ-YTRXYOPHSA-N
CIDm10002481	CIDs10002481	10002481	JDHMBUPSQQZUNR-UHFFFAOYSA-N
CIDm10002482	CIDs10002482	10002482	BMILMOKEXJTWNF-NBOGPSBTSA-N
CIDm10002483	CIDs10002483	10002483	DCIDYMNBXSUEIM-UHFFFAOYSA-N
CIDm10002484	CIDs10002484	10002484	VACVLWUADYZYST-UHFFFAOYSA-N
CIDm10002485	CIDs10002485	10002485	BNIWYJXAJUGTOO-UHFFFAOYSA-N
CIDm10002486	CIDs10002486	10002486	XNAIROZOQQAQJL-UHFFFAOYSA-N
CIDm06476300	CIDs10002487	10002487	UCWHHFGTUDDROG-VOXNSMEVSA-N
CIDm10002488	CIDs10002488	10002488	FBBJUXBZPCGPTR-GSYCQNTFSA-N
CIDm10002489	CIDs10002489	10002489	QJMHCJOILSKMOL-RRFJBIMHSA-N
CIDm10002490	CIDs10002490	10002490	MWORKEVOMZTEJZ-UHFFFAOYSA-N
CIDm10002491	CIDs10002491	10002491	FRCBWZUARWAHEX-UHFFFAOYSA-N
CIDm10002492	CIDs10002492	10002492	VRRYXSNRFRFOLZ-INXNGHJVSA-N
CIDm10002493	CIDs10002493	10002493	VPKSQMBPQZMBQZ-JHRWZFOTSA-N
CIDm10002494	CIDs10002494	10002494	JTYYBFGEBKPSDR-AOYPEHQESA-N
CIDm10002495	CIDs10002495	10002495	DPKRCJJVMWZZGG-YOILPLPUSA-N
CIDm10002496	CIDs10002496	10002496	MZABHCYOQSJVHW-FOQIRKHGSA-N
CIDm10002497	CIDs10002497	10002497	UKPSTFZTWMQLBX-UHFFFAOYSA-N
CIDm10002498	CIDs10002498	10002498	DQXKLESJEGWHEI-UHFFFAOYSA-N
CIDm09979815	CIDs10002499	10002499	FKOJGSYXCMKJBC-QOYAAKSSSA-N
CIDm00100025	CIDs00100025	100025	UBMOPFJLLXVNIM-UHFFFAOYSA-N
CIDm01000250	CIDs01000250	1000250	AMNJEMBIPRRHLR-UHFFFAOYSA-N
CIDm10002500	CIDs10002500	10002500	BOPWPVBKQYLTSL-UHFFFAOYSA-N
CIDm10002501	CIDs10002501	10002501	FQEKBEKWGOACTO-UHFFFAOYSA-N
CIDm10002502	CIDs10002502	10002502	LNZRBJMRBTXEJE-UHFFFAOYSA-N
CIDm10002503	CIDs10002503	10002503	LTBROBFVVBNKDY-UHFFFAOYSA-N
CIDm10002504	CIDs10002504	10002504	CVNOMJHDXNVXRM-UHFFFAOYSA-N
CIDm10002505	CIDs10002505	10002505	BEIGKYIMWQJOAV-SFHVURJKSA-N
CIDm10002506	CIDs10002506	10002506	ZYWROEIJJRJROC-UHFFFAOYSA-N
CIDm10002507	CIDs10002507	10002507	RIYURVIQFIVSSX-UHFFFAOYSA-N
CIDm10002508	CIDs10002508	10002508	LLXIMSPHZORUTD-UHFFFAOYSA-N
CIDm10002509	CIDs10002509	10002509	GDSHDCPXKMTTSP-UHFFFAOYSA-M
CIDm01000251	CIDs01000251	1000251	CZMMVEPYUPQUMD-UHFFFAOYSA-N
CIDm10002509	CIDs10002509	10002510	FGUMOHKUOSJEQU-UHFFFAOYSA-N
CIDm10002511	CIDs10002511	10002511	YZSXCSCIJWITAH-UHFFFAOYSA-N
CIDm10002512	CIDs10002512	10002512	XQJQXEXHDLSVQT-UHFFFAOYSA-N
CIDm00037876	CIDs00037876	10002513	KDTTYYSNCRIKOI-UHFFFAOYSA-N
CIDm10002514	CIDs10002514	10002514	LJGJBWPEGNYLSE-UHFFFAOYSA-N
CIDm10002515	CIDs10002515	10002515	MPUGBWXJHQJSQL-OAHLLOKOSA-N
CIDm00504669	CIDs10002516	10002516	FOMBGIKMQOCAHN-RIYZIHGNSA-N
CIDm10002517	CIDs10002517	10002517	RLSOWGSTRWCMTO-FATAOZEESA-N
CIDm10002158	CIDs10002518	10002518	LLHRXKIPDSOIJS-HNWSETDGSA-N
CIDm10002519	CIDs10002519	10002519	CELMITOSNZAJPA-UHFFFAOYSA-N
CIDm10002520	CIDs10002520	10002520	BVQFQTOUIHJSAC-UHFFFAOYSA-N
CIDm10002521	CIDs10002521	10002521	CFPOQIFJYZIEHW-GFVMPMKXSA-N
CIDm10002522	CIDs10002522	10002522	XHRNFAWSIWNZBG-VKJMTUIMSA-N
CIDm10002523	CIDs10002523	10002523	GRFVXULFNDXQHR-ISLYRVAYSA-N
CIDm10002524	CIDs10002524	10002524	XMGCRUNULAMKBI-ZMOGYAJESA-N
CIDm04670740	CIDs10002525	10002525	RCMWNNJFKNDKQR-UFYCRDLUSA-N
CIDm10002526	CIDs10002526	10002526	FPPNXWSWESKVQU-UJKXBYJESA-N
CIDm10002527	CIDs10002527	10002527	MFZDCFXAZPBDEP-UHFFFAOYSA-N
CIDm10002528	CIDs10002528	10002528	VDJJHECLONLTQN-KRWDZBQOSA-N
CIDm10002529	CIDs10002529	10002529	QIHRCLRHOQGSMR-UHFFFAOYSA-N
CIDm01000253	CIDs01000253	1000253	WYMIHXGXGZPTOO-UHFFFAOYSA-N
CIDm10002530	CIDs10002530	10002530	BDGHHTNHYVACAP-UHFFFAOYSA-N
CIDm10002531	CIDs10002531	10002531	KWCNFLJOIOOJID-UHFFFAOYSA-N
CIDm10002532	CIDs10002532	10002532	IDFGUTAPVZATCS-LIMNOBDPSA-N
CIDm10002533	CIDs10002533	10002533	AEAQBUJPWSYSGK-UHFFFAOYSA-N
CIDm10002534	CIDs10002534	10002534	PGCCHGWCEFQIRH-FQEVSTJZSA-N
CIDm10002535	CIDs10002535	10002535	JRCIKUBUXXLFCV-UHFFFAOYSA-N
CIDm10002536	CIDs10002536	10002536	ZUOCDFTYMKWDNH-UHFFFAOYSA-N
CIDm10002537	CIDs10002537	10002537	YKMHEHAOJMCWKJ-UHFFFAOYSA-N
CIDm10002538	CIDs10002538	10002538	QDNHDOCSHWQERR-UHFFFAOYSA-N
CIDm10002539	CIDs10002539	10002539	PIYJYHZHTCAXOS-JQHSSLGASA-N
CIDm10002540	CIDs10002540	10002540	BJHFHRKGQFZRBM-UHFFFAOYSA-N
CIDm10002541	CIDs10002541	10002541	OYRCDTPFZHCREL-UHFFFAOYSA-N
CIDm10002542	CIDs10002542	10002542	HWBXZWFRCIEQEB-UHFFFAOYSA-N
CIDm10002543	CIDs10002543	10002543	WPSPKKLBOQGJRS-WAYWQWQTSA-N
CIDm10002544	CIDs10002544	10002544	RMORRQOSBCEHOX-BLZXGSKESA-N
CIDm10002545	CIDs10002545	10002545	FWFBPKBTVPWSLR-UHFFFAOYSA-N
CIDm10002546	CIDs10002546	10002546	GWOYLJWKMHASGR-UHFFFAOYSA-N
CIDm10002547	CIDs10002547	10002547	HBUJDPLYNVZBNX-UHFFFAOYSA-N
CIDm10002548	CIDs10002548	10002548	SWBLSKPXAXUIFX-ULMIMWTOSA-N
CIDm10002549	CIDs10002549	10002549	OKEJUUXCJQLBBK-UQBPGWFLSA-N
CIDm10002550	CIDs10002550	10002550	RBWHDQVPTZCFIP-UHFFFAOYSA-N
CIDm10002551	CIDs10002551	10002551	QNDRYEFAUUBHLB-XCALXHAASA-N
CIDm10002552	CIDs10002552	10002552	HUXDLARULCOOEM-UHFFFAOYSA-N
CIDm10002553	CIDs10002553	10002553	VEWINUNDLLDPMC-CSKARUKUSA-N
CIDm10002554	CIDs10002554	10002554	GMLSXUPRZZYDAV-UHFFFAOYSA-N
CIDm10002555	CIDs10002555	10002555	YFFYOOWZVOCXCJ-AWNIVKPZSA-N
CIDm10002556	CIDs10002556	10002556	OXNSWANJHKOMJB-UHFFFAOYSA-N
CIDm10002557	CIDs10002557	10002557	KVAJHLSBDDVJOR-UHFFFAOYSA-N
CIDm10002558	CIDs10002558	10002558	QUMSQNQJCORYQS-UHFFFAOYSA-N
