epoch,train_loss,val_loss,val_accuracy,val_macro_f1,val_aupr
1,1.3878229360192476,1.0621483651976522,0.5998810939357907,0.3601401260328572,0.5570347634348939
2,1.0715419824774302,0.9929854132757743,0.6183115338882283,0.47817727351293327,0.593240006885215
3,0.9880138108790464,0.9365626905250776,0.652794292508918,0.5586797753126308,0.6316599856270154
4,0.9413094066783122,0.908858299113624,0.6611177170035671,0.6013970657641059,0.6499498279002449
5,0.9064671814544026,0.8800034724291099,0.6593341260404281,0.5637270554471981,0.6635352167211561
6,0.8837063424796036,0.8664836237178263,0.6631985731272295,0.59656590352463,0.6729252381726831
7,0.8612034902549328,0.8791686343239548,0.6736028537455411,0.5980439886383044,0.67916174108371
8,0.8428547870780593,0.8784516929304416,0.6747919143876338,0.6062090028278534,0.679539283887616
9,0.8271523377426454,0.8771342936367257,0.6715219976218787,0.6334157521735474,0.680877381916186
10,0.8094873941963406,0.8744122086183637,0.6792508917954816,0.6237599923632056,0.6826063650857573
11,0.7996831416705847,0.8593000923410749,0.6759809750297265,0.5950843246099721,0.6858873424580829
12,0.7817941336835836,0.8548406809036854,0.6623067776456599,0.6102825706020839,0.6860049133582216
13,0.7714974706309299,0.8418166973361221,0.667360285374554,0.6304169575533389,0.6949570599952999
14,0.7653629924674407,0.8228506292089129,0.6890606420927468,0.6342074578808405,0.7012174129652584
15,0.7496552701796901,0.8537214207734279,0.6777645659928656,0.616221186600068,0.6950953699891582
16,0.7421458224815038,0.8250933433401173,0.6887633769322236,0.635362251425167,0.7030340388688427
17,0.7278717717852308,0.8960900814156186,0.6848989298454221,0.5911830817590131,0.6993933257061038
18,0.717366753630965,0.9124176621295326,0.6777645659928656,0.5819737370216678,0.7001109204986069
19,0.7100143080153848,0.8641949987014608,0.6480380499405469,0.6176199609125277,0.699962069182606
20,0.7069837088440671,0.8550781555890187,0.6923305588585018,0.645287420988983,0.7086321655187096
21,0.6957813336817407,0.8673735596195271,0.6804399524375743,0.6321466704957132,0.6966387480697768
22,0.6807067528802012,0.8388995105106113,0.6777645659928656,0.6437897689078904,0.7033993705856352
23,0.6690442683107549,0.8808890277792242,0.6914387633769322,0.6257414937339347,0.7041979268239906
24,0.6640744769987319,0.8959301179994726,0.6938168846611177,0.6285507515530904,0.7070745697461654
25,0.6563959881779445,0.8607874455264859,0.6950059453032105,0.6424579655070207,0.7059456680642779
26,0.6479044755955949,0.8291733157195319,0.6956004756242569,0.6488936316867866,0.711628502640892
27,0.6436369472357103,0.8692873360569213,0.6979785969084423,0.6390919890392087,0.7055640014060064
28,0.6365985979162833,0.8284582011623133,0.6896551724137931,0.6451964629596724,0.714802586777141
29,0.6231548067459325,0.8889266873369885,0.6578478002378121,0.62272792522558,0.6973830757091064
30,0.6244491644901387,0.8597068307515983,0.6863852556480381,0.6404646239447711,0.7103187921668189
