matrix_index,side_effect_name,sider_found,sider_pt_row_count,umls_cui_count,umls_cuis,matched_meddra_names,mapping_status
677,osteoporosis,True,55,1,"[""C0029456""]","[""Osteoporosis""]",unique_umls
678,otitis externa,True,21,1,"[""C0029878""]","[""Otitis externa""]",unique_umls
679,otitis media,True,116,1,"[""C0029882""]","[""Otitis media""]",unique_umls
680,ear toxicity,False,0,0,[],[],unmatched
681,ovarian cyst,True,31,1,"[""C0029927""]","[""Ovarian cyst""]",unique_umls
682,ovarian disorder,True,22,1,"[""C0029928""]","[""Ovarian disorder""]",unique_umls
683,pain,True,1473,1,"[""C0030193""]","[""Pain""]",unique_umls
684,pain in extremity,True,425,1,"[""C0030196""]","[""Pain in extremity""]",unique_umls
685,pain in jaw,True,36,1,"[""C0236000""]","[""Pain in jaw""]",unique_umls
686,pain of skin,True,25,1,"[""C0241136""]","[""Pain of skin""]",unique_umls
687,pallor,True,63,1,"[""C0030232""]","[""Pallor""]",unique_umls
688,palpitations,True,485,1,"[""C0030252""]","[""Palpitations""]",unique_umls
689,pancreatitis,True,213,1,"[""C0030305""]","[""Pancreatitis""]",unique_umls
690,pancreatitis acute,True,33,1,"[""C0001339""]","[""Pancreatitis acute""]",unique_umls
691,pancytopenia,True,170,1,"[""C0030312""]","[""Pancytopenia""]",unique_umls
692,panic attack,True,19,1,"[""C0086769""]","[""Panic attack""]",unique_umls
693,panic reaction,True,14,1,"[""C0030318""]","[""Panic reaction""]",unique_umls
694,eyelid inflammation,False,0,0,[],[],unmatched
695,nipple edema,False,0,0,[],[],unmatched
696,feeling abnormal,True,1010,1,"[""C1443060""]","[""Feeling abnormal""]",unique_umls
697,feeling abnormal oral,False,0,0,[],[],unmatched
698,paralysis,True,39,1,"[""C0522224""]","[""Paralysis""]",unique_umls
699,paranoia,True,64,1,"[""C1456784""]","[""Paranoia""]",unique_umls
700,paresis,True,23,1,"[""C0030552""]","[""Paresis""]",unique_umls
701,parkinsonism,True,148,1,"[""C0242422""]","[""Parkinsonism""]",unique_umls
702,disturbances of sensation of smell and taste,False,0,0,[],[],unmatched
703,pelvic pain,True,57,1,"[""C0030794""]","[""Pelvic pain""]",unique_umls
704,penis disorder,True,12,1,"[""C0030846""]","[""Penis disorder""]",unique_umls
705,peptic ulcer,True,32,1,"[""C0030920""]","[""Peptic ulcer""]",unique_umls
706,pericardial effusion,True,46,1,"[""C0031039""]","[""Pericardial effusion""]",unique_umls
707,pericarditis,True,26,1,"[""C0031046""]","[""Pericarditis""]",unique_umls
708,perineal pain,True,8,1,"[""C0240717""]","[""Perineal pain""]",unique_umls
709,periodontitis,True,12,1,"[""C0031099""]","[""Periodontitis""]",unique_umls
710,periorbital oedema,True,35,1,"[""C0151205""]","[""Periorbital oedema""]",unique_umls
711,peripheral coldness,True,34,1,"[""C0277925""]","[""Peripheral coldness""]",unique_umls
712,peripheral ischaemia,True,26,1,"[""C0235490""]","[""Peripheral ischaemia""]",unique_umls
713,peripheral motor neuropathy,True,18,1,"[""C0235025""]","[""Peripheral motor neuropathy""]",unique_umls
714,peripheral sensory neuropathy,True,35,1,"[""C0151313""]","[""Peripheral sensory neuropathy""]",unique_umls
715,peripheral vascular disorder,True,27,1,"[""C0085096""]","[""Peripheral vascular disorder""]",unique_umls
716,peritonitis,True,25,1,"[""C0031154""]","[""Peritonitis""]",unique_umls
717,personality disorder,True,47,1,"[""C0031212""]","[""Personality disorder""]",unique_umls
718,petechiae,True,63,1,"[""C0031256""]","[""Petechiae""]",unique_umls
719,pharyngeal oedema,True,23,1,"[""C0236024""]","[""Pharyngeal oedema""]",unique_umls
720,pharyngitis,True,807,1,"[""C0031350""]","[""Pharyngitis""]",unique_umls
721,pharyngitis streptococcal,True,24,1,"[""C0036689""]","[""Pharyngitis streptococcal""]",unique_umls
722,phlebitis,True,139,1,"[""C0031542""]","[""Phlebitis""]",unique_umls
723,photophobia,True,96,1,"[""C0085636""]","[""Photophobia""]",unique_umls
724,flash vision,False,0,0,[],[],unmatched
725,photosensitivity reaction,True,238,1,"[""C0162830""]","[""Photosensitivity reaction""]",unique_umls
726,pigmentation disorder,True,11,1,"[""C0549567""]","[""Pigmentation disorder""]",unique_umls
727,plasma cell myeloma,True,22,1,"[""C0026764""]","[""Plasma cell myeloma""]",unique_umls
728,tumor plasma cell,False,0,0,[],[],unmatched
729,platelet count decreased,True,94,1,"[""C0392386""]","[""Platelet count decreased""]",unique_umls
730,pleural effusion,True,141,1,"[""C0032227""]","[""Pleural effusion""]",unique_umls
731,pleurisy,True,12,1,"[""C0032231""]","[""Pleurisy""]",unique_umls
732,pleural pain,False,0,0,[],[],unmatched
733,pneumonia,True,449,1,"[""C0032285""]","[""Pneumonia""]",unique_umls
734,pneumonia aspiration,True,12,1,"[""C0032290""]","[""Pneumonia aspiration""]",unique_umls
735,pneumothorax,True,44,1,"[""C0032326""]","[""Pneumothorax""]",unique_umls
736,urinary frequency increased,False,0,0,[],[],unmatched
737,increase in the total amount of red blood cells in the blood,False,0,0,[],[],unmatched
738,polydipsia,True,12,1,"[""C0085602""]","[""Polydipsia""]",unique_umls
739,polyneuropathy,True,12,1,"[""C0152025""]","[""Polyneuropathy""]",unique_umls
740,polyuria,True,90,1,"[""C0032617""]","[""Polyuria""]",unique_umls
741,post procedural haemorrhage,True,28,1,"[""C0919874""]","[""Post procedural haemorrhage""]",unique_umls
742,premenstrual syndrome,True,14,1,"[""C0033046""]","[""Premenstrual syndrome""]",unique_umls
743,syncope vertigo,False,0,0,[],[],unmatched
744,priapism,True,43,1,"[""C0033117""]","[""Priapism""]",unique_umls
745,procedural pain,True,53,1,"[""C1619712""]","[""Procedural pain""]",unique_umls
746,anal pain,False,0,0,[],[],unmatched
747,rectum inflammation,False,0,0,[],[],unmatched
748,productive cough,True,27,1,"[""C0239134""]","[""Productive cough""]",unique_umls
749,prostate cancer,True,15,1,"[""C0376358""]","[""Prostate cancer""]",unique_umls
750,prostatic disorder,True,29,1,"[""C0033575""]","[""Prostatic disorder""]",unique_umls
751,prostatitis,True,11,1,"[""C0033581""]","[""Prostatitis""]",unique_umls
752,protein total decreased,True,17,1,"[""C0860901""]","[""Protein total decreased""]",unique_umls
753,protein urine present,True,111,1,"[""C0948586""]","[""Protein urine present""]",unique_umls
754,proteinuria,True,102,1,"[""C0033687""]","[""Proteinuria""]",unique_umls
755,prothrombin level decreased,True,10,1,"[""C0553732""]","[""Prothrombin level decreased""]",unique_umls
756,prothrombin level increased,True,24,1,"[""C0151872""]","[""Prothrombin level increased""]",unique_umls
757,itch rash,False,0,0,[],[],unmatched
758,pruritus,True,1445,1,"[""C0033774""]","[""Pruritus""]",unique_umls
759,pruritus generalised,True,30,1,"[""C0475858""]","[""Pruritus generalised""]",unique_umls
760,pruritus genital,True,30,1,"[""C0033777""]","[""Pruritus genital""]",unique_umls
761,falsehood lymph tumor,False,0,0,[],[],unmatched
762,pseudomembranous colitis,True,29,1,"[""C1257843""]","[""Pseudomembranous colitis""]",unique_umls
763,psoriasis,True,57,1,"[""C0033860""]","[""Psoriasis""]",unique_umls
764,psychomotor retardation,True,9,1,"[""C0424230""]","[""Psychomotor retardation""]",unique_umls
765,psychotic disorder,True,135,1,"[""C0033975""]","[""Psychotic disorder""]",unique_umls
766,pulmonary congestion,True,12,1,"[""C0242073""]","[""Pulmonary congestion""]",unique_umls
767,pulmonary embolism,True,123,1,"[""C0034065""]","[""Pulmonary embolism""]",unique_umls
768,pulmonary fibrosis,True,30,1,"[""C0034069""]","[""Pulmonary fibrosis""]",unique_umls
769,pulmonary function test decreased,True,49,1,"[""C0855775""]","[""Pulmonary function test decreased""]",unique_umls
770,pulmonary hypertension,True,28,1,"[""C0020542""]","[""Pulmonary hypertension""]",unique_umls
771,pulmonary oedema,True,97,1,"[""C0034063""]","[""Pulmonary oedema""]",unique_umls
772,punctate keratitis,True,12,1,"[""C0259799""]","[""Punctate keratitis""]",unique_umls
773,pupils unequal,True,5,1,"[""C0003079""]","[""Pupils unequal""]",unique_umls
774,purpura,True,133,1,"[""C0034150""]","[""Purpura""]",unique_umls
775,pyelonephritis,True,37,1,"[""C0034186""]","[""Pyelonephritis""]",unique_umls
776,urine purulent,False,0,0,[],[],unmatched
777,rales,True,37,1,"[""C0034642""]","[""Rales""]",unique_umls
778,rash,True,2045,1,"[""C0015230""]","[""Rash""]",unique_umls
779,rash erythematous,True,48,1,"[""C0234913""]","[""Rash erythematous""]",unique_umls
780,rash generalised,True,16,1,"[""C0497365""]","[""Rash generalised""]",unique_umls
781,rash macular,True,9,1,"[""C0221201""]","[""Rash macular""]",unique_umls
782,macula papules rash,False,0,0,[],[],unmatched
783,rash papular,True,13,1,"[""C1519353""]","[""Rash papular""]",unique_umls
784,rash pustular,True,91,1,"[""C0085641""]","[""Rash pustular""]",unique_umls
785,rectal haemorrhage,True,86,1,"[""C0267596""]","[""Rectal haemorrhage""]",unique_umls
786,defecation urge painful,False,0,0,[],[],unmatched
787,regurgitation,True,44,1,"[""C2004489""]","[""Regurgitation""]",unique_umls
788,renal failure,True,264,1,"[""C0035078""]","[""Renal failure""]",unique_umls
789,renal impairment,True,174,1,"[""C1565489""]","[""Renal impairment""]",unique_umls
790,renal pain,True,37,1,"[""C0558489""]","[""Renal pain""]",unique_umls
791,renal tubular necrosis,True,23,1,"[""C1720775""]","[""Renal tubular necrosis""]",unique_umls
792,respiration abnormal,True,15,1,"[""C1260922""]","[""Respiration abnormal""]",unique_umls
793,respiratory depression,True,45,1,"[""C0235063""]","[""Respiratory depression""]",unique_umls
794,respiratory disorder,True,14,1,"[""C0035204""]","[""Respiratory disorder""]",unique_umls
795,respiratory distress,True,43,1,"[""C0476273""]","[""Respiratory distress""]",unique_umls
796,respiratory failure,True,87,1,"[""C1145670""]","[""Respiratory failure""]",unique_umls
797,respiratory tract congestion,True,19,1,"[""C0948349""]","[""Respiratory tract congestion""]",unique_umls
798,respiratory tract infection,True,113,1,"[""C0035243""]","[""Respiratory tract infection""]",unique_umls
799,restless legs syndrome,True,20,1,"[""C0035258""]","[""Restless legs syndrome""]",unique_umls
800,retching,True,12,1,"[""C0232602""]","[""Retching""]",unique_umls
801,retinal degeneration,True,9,1,"[""C0035304""]","[""Retinal degeneration""]",unique_umls
802,retinal detachment,True,17,1,"[""C0035305""]","[""Retinal detachment""]",unique_umls
803,retinal disorder,True,15,1,"[""C0035309""]","[""Retinal disorder""]",unique_umls
804,retinal haemorrhage,True,20,1,"[""C0035317""]","[""Retinal haemorrhage""]",unique_umls
805,retroperitoneal haemorrhage,True,17,1,"[""C0151705""]","[""Retroperitoneal haemorrhage""]",unique_umls
806,rhabdomyolysis,True,99,1,"[""C0035410""]","[""Rhabdomyolysis""]",unique_umls
807,rheumatoid arthritis,True,25,1,"[""C0003873""]","[""Rheumatoid arthritis""]",unique_umls
808,rhinitis,True,704,1,"[""C0035455""]","[""Rhinitis""]",unique_umls
809,rhinitis allergic,True,21,1,"[""C2607914""]","[""Rhinitis allergic""]",unique_umls
810,mucous nasal increased,False,0,0,[],[],unmatched
811,dry rales,False,0,0,[],[],unmatched
812,road traffic accident,True,8,1,"[""C0221706""]","[""Road traffic accident""]",unique_umls
813,rosacea,True,11,1,"[""C0035854""]","[""Rosacea""]",unique_umls
814,salivary gland enlargement,True,18,1,"[""C0020569""]","[""Salivary gland enlargement""]",unique_umls
815,increased salivation,False,0,0,[],[],unmatched
816,oviduct inflammation,False,0,0,[],[],unmatched
817,scab,True,60,1,"[""C0205204""]","[""Scab""]",unique_umls
818,reaction schizoid,False,0,0,[],[],unmatched
819,sciatica,True,16,1,"[""C0036396""]","[""Sciatica""]",unique_umls
820,sclera inflammation,False,0,0,[],[],unmatched
821,seasonal allergy,True,22,1,"[""C0018621""]","[""Seasonal allergy""]",unique_umls
822,seborrheic dermatitis,False,0,0,[],[],unmatched
823,seborrheic keratosis,False,0,0,[],[],unmatched
824,sensation of foreign body,True,31,1,"[""C0423602""]","[""Sensation of foreign body""]",unique_umls
825,sensory disturbance,True,20,1,"[""C0152027""]","[""Sensory disturbance""]",unique_umls
826,sensory loss,True,40,1,"[""C0278134""]","[""Sensory loss""]",unique_umls
827,sepsis,True,184,1,"[""C0243026""]","[""Sepsis""]",unique_umls
828,septic shock,True,17,1,"[""C0036983""]","[""Septic shock""]",unique_umls
829,serotonin syndrome,True,24,1,"[""C0699828""]","[""Serotonin syndrome""]",unique_umls
830,serum sickness,True,20,1,"[""C0036830""]","[""Serum sickness""]",unique_umls
831,sexual dysfunction,True,64,1,"[""C0549622""]","[""Sexual dysfunction""]",unique_umls
832,shock,True,475,1,"[""C0036974""]","[""Shock""]",unique_umls
833,salivary glands inflammation,False,0,0,[],[],unmatched
834,sinus bradycardia,True,22,1,"[""C0085610""]","[""Sinus bradycardia""]",unique_umls
835,sinus congestion,True,91,1,"[""C0152029""]","[""Sinus congestion""]",unique_umls
836,sinus headache,True,29,1,"[""C0037195""]","[""Sinus headache""]",unique_umls
837,sinus tachycardia,True,28,1,"[""C0039239""]","[""Sinus tachycardia""]",unique_umls
838,sinusitis,True,740,1,"[""C0037199""]","[""Sinusitis""]",unique_umls
839,skin atrophy,True,12,1,"[""C0151514""]","[""Skin atrophy""]",unique_umls
840,skin burning sensation,True,20,1,"[""C0241057""]","[""Skin burning sensation""]",unique_umls
841,skin cancer,True,16,1,"[""C0007114""]","[""Skin cancer""]",unique_umls
842,skin discolouration,True,74,1,"[""C0151907""]","[""Skin discolouration""]",unique_umls
843,skin disorder,True,396,1,"[""C0037274""]","[""Skin disorder""]",unique_umls
844,skin exfoliation,True,146,1,"[""C0237849""]","[""Skin exfoliation""]",unique_umls
845,skin hyperpigmentation,True,51,1,"[""C0162834""]","[""Skin hyperpigmentation""]",unique_umls
846,skin hypertrophy,True,18,1,"[""C0151717""]","[""Skin hypertrophy""]",unique_umls
847,skin infection,True,45,1,"[""C0037278""]","[""Skin infection""]",unique_umls
848,skin irritation,True,34,1,"[""C0152030""]","[""Skin irritation""]",unique_umls
849,skin lesion,True,15,1,"[""C0037284""]","[""Skin lesion""]",unique_umls
850,skin mass,True,21,1,"[""C0281981""]","[""Skin mass""]",unique_umls
851,skin odour abnormal,True,18,1,"[""C0234930""]","[""Skin odour abnormal""]",unique_umls
852,skin papilloma,True,36,1,"[""C0347390""]","[""Skin papilloma""]",unique_umls
853,skin striae,True,16,1,"[""C0152459""]","[""Skin striae""]",unique_umls
854,skin ulcer,True,68,1,"[""C0037299""]","[""Skin ulcer""]",unique_umls
855,sleep apnoea syndrome,True,13,1,"[""C0037315""]","[""Sleep apnoea syndrome""]",unique_umls
856,sleep disorder,True,154,1,"[""C0851578""]","[""Sleep disorder""]",unique_umls
857,sluggishness,True,10,1,"[""C0920289""]","[""Sluggishness""]",unique_umls
858,sneezing,True,48,1,"[""C0037383""]","[""Sneezing""]",unique_umls
859,snoring,True,7,1,"[""C0037384""]","[""Snoring""]",unique_umls
860,somnambulism,True,15,1,"[""C0037672""]","[""Somnambulism""]",unique_umls
861,somnolence,True,1444,1,"[""C2830004""]","[""Somnolence""]",unique_umls
862,speech disorder,True,101,1,"[""C0037822""]","[""Speech disorder""]",unique_umls
863,splenomegaly,True,13,1,"[""C0038002""]","[""Splenomegaly""]",unique_umls
864,sputum increased,True,25,1,"[""C0235567""]","[""Sputum increased""]",unique_umls
865,staphylococcal infection,True,24,1,"[""C0038160""]","[""Staphylococcal infection""]",unique_umls
866,status epilepticus,True,20,1,"[""C0038220""]","[""Status epilepticus""]",unique_umls
867,stevens johnson syndrome,False,0,0,[],[],unmatched
868,sticky skin,True,8,1,"[""C0392162""]","[""Sticky skin""]",unique_umls
869,stomatitis,True,530,1,"[""C0038362""]","[""Stomatitis""]",unique_umls
870,bladder and urethral symptoms,False,0,0,[],[],unmatched
871,wheezing,True,95,1,"[""C0043144""]","[""Wheezing""]",unique_umls
872,stupor,True,61,1,"[""C0085628""]","[""Stupor""]",unique_umls
873,subarachnoid haemorrhage,True,7,1,"[""C0038525""]","[""Subarachnoid haemorrhage""]",unique_umls
874,subdural haematoma,True,14,1,"[""C0018946""]","[""Subdural haematoma""]",unique_umls
875,sudden death,True,25,1,"[""C0011071""]","[""Sudden death""]",unique_umls
876,suicidal ideation,True,59,1,"[""C0424000""]","[""Suicidal ideation""]",unique_umls
877,suicide attempt,True,69,1,"[""C0038663""]","[""Suicide attempt""]",unique_umls
878,sunburn,True,30,1,"[""C0038814""]","[""Sunburn""]",unique_umls
879,ectopic beats atrial,False,0,0,[],[],unmatched
880,supraventricular tachycardia,True,62,1,"[""C0039240""]","[""Supraventricular tachycardia""]",unique_umls
881,swelling,True,101,1,"[""C0038999""]","[""Swelling""]",unique_umls
882,swelling face,True,19,1,"[""C0151602""]","[""Swelling face""]",unique_umls
883,syncope,True,376,1,"[""C0039070""]","[""Syncope""]",unique_umls
884,systemic lupus erythematosus,True,31,1,"[""C0024141""]","[""Systemic lupus erythematosus""]",unique_umls
885,tachycardia,True,611,1,"[""C0039231""]","[""Tachycardia""]",unique_umls
886,respiration stimulated,False,0,0,[],[],unmatched
887,tardive dyskinesia,True,21,1,"[""C0686347""]","[""Tardive dyskinesia""]",unique_umls
888,telangiectasia,True,10,1,"[""C0039446""]","[""Telangiectasia""]",unique_umls
889,temperature intolerance,True,7,1,"[""C1112320""]","[""Temperature intolerance""]",unique_umls
890,tenderness,True,51,1,"[""C0234233""]","[""Tenderness""]",unique_umls
891,tendinous contracture,True,5,1,"[""C0158350""]","[""Tendinous contracture""]",unique_umls
892,tendon disorder,True,8,1,"[""C0151936""]","[""Tendon disorder""]",unique_umls
893,tendonitis,True,28,1,"[""C0039503""]","[""Tendonitis""]",unique_umls
894,tendon sheath inflammation,False,0,0,[],[],unmatched
895,tension,True,480,1,"[""C0233494""]","[""Tension""]",unique_umls
896,tension headache,True,13,1,"[""C0033893""]","[""Tension headache""]",unique_umls
897,testicular pain,True,14,1,"[""C0039591""]","[""Testicular pain""]",unique_umls
898,tetany,True,13,1,"[""C0039621""]","[""Tetany""]",unique_umls
899,therapeutic response unexpected,True,8,1,"[""C0853141""]","[""Therapeutic response unexpected""]",unique_umls
900,thinking abnormal,True,125,1,"[""C0233632""]","[""Thinking abnormal""]",unique_umls
901,thirst,True,118,1,"[""C0039971""]","[""Thirst""]",unique_umls
902,throat irritation,True,73,1,"[""C0700184""]","[""Throat irritation""]",unique_umls
903,throat tightness,True,27,1,"[""C0236071""]","[""Throat tightness""]",unique_umls
904,thrombocytopenia,True,837,1,"[""C0040034""]","[""Thrombocytopenia""]",unique_umls
905,platelets increase,False,0,0,[],[],unmatched
906,thrombophlebitis,True,108,1,"[""C0040046""]","[""Thrombophlebitis""]",unique_umls
907,thrombosis,True,91,1,"[""C0040053""]","[""Thrombosis""]",unique_umls
908,thrombotic thrombocytopenic purpura,True,21,1,"[""C0034155""]","[""Thrombotic thrombocytopenic purpura""]",unique_umls
909,thyroid disorder,True,9,1,"[""C0040128""]","[""Thyroid disorder""]",unique_umls
910,thyroid neoplasm,True,10,1,"[""C0040136""]","[""Thyroid neoplasm""]",unique_umls
911,thyroiditis,True,8,1,"[""C0040147""]","[""Thyroiditis""]",unique_umls
912,tinnitus,True,253,1,"[""C0040264""]","[""Tinnitus""]",unique_umls
913,tongue discolouration,True,33,1,"[""C0151596""]","[""Tongue discolouration""]",unique_umls
914,tongue disorder,True,58,1,"[""C0040409""]","[""Tongue disorder""]",unique_umls
915,tongue oedema,True,43,1,"[""C0151610""]","[""Tongue oedema""]",unique_umls
916,tongue ulceration,True,12,1,"[""C0235351""]","[""Tongue ulceration""]",unique_umls
917,tonsillitis,True,24,1,"[""C0040425""]","[""Tonsillitis""]",unique_umls
918,tooth abscess,True,37,1,"[""C0518988""]","[""Tooth abscess""]",unique_umls
919,tooth disorder,True,108,1,"[""C0040435""]","[""Tooth disorder""]",unique_umls
920,tooth infection,True,16,1,"[""C0877046""]","[""Tooth infection""]",unique_umls
921,toothache,True,110,1,"[""C0040460""]","[""Toothache""]",unique_umls
922,ventricular arrhythmias and cardiac arrest,False,0,0,[],[],unmatched
923,torticollis,True,16,1,"[""C0040485""]","[""Torticollis""]",unique_umls
924,toxic epidermal necrolysis,True,180,1,"[""C0014518""]","[""Toxic epidermal necrolysis""]",unique_umls
925,toxicity to various agents,True,12,1,"[""C3160741""]","[""Toxicity to various agents""]",unique_umls
926,tracheitis,True,11,1,"[""C0040584""]","[""Tracheitis""]",unique_umls
927,trachea bronchus inflammation,False,0,0,[],[],unmatched
928,transaminases increased,True,48,1,"[""C0438717""]","[""Transaminases increased""]",unique_umls
929,transient ischaemic attack,True,38,1,"[""C0007787""]","[""Transient ischaemic attack""]",unique_umls
930,tremor,True,779,1,"[""C0040822""]","[""Tremor""]",unique_umls
931,masseter spasms,False,0,0,[],[],unmatched
932,inflammation of the interstitial tissue of the kidney,False,0,0,[],[],unmatched
933,tumour lysis syndrome,True,19,1,"[""C0041364""]","[""Tumour lysis syndrome""]",unique_umls
934,ulcer,True,75,1,"[""C0041582""]","[""Ulcer""]",unique_umls
935,ulcerative keratitis,True,9,1,"[""C0010043""]","[""Ulcerative keratitis""]",unique_umls
936,unintended pregnancy,True,7,1,"[""C0041747""]","[""Unintended pregnancy""]",unique_umls
937,upper respiratory tract infection,True,802,1,"[""C0041912""]","[""Upper respiratory tract infection""]",unique_umls
938,upper airway cough syndrome,False,0,0,[],[],unmatched
939,urethral disorder,True,164,1,"[""C0041969""]","[""Urethral disorder""]",unique_umls
940,urethritis,True,10,1,"[""C0041976""]","[""Urethritis""]",unique_umls
941,urethritis non infective,False,0,0,[],[],unmatched
942,urinary hesitation,True,38,1,"[""C0152032""]","[""Urinary hesitation""]",unique_umls
943,urinary incontinence,True,154,1,"[""C0042024""]","[""Urinary incontinence""]",unique_umls
944,urinary retention,True,200,1,"[""C0080274""]","[""Urinary retention""]",unique_umls
945,urinary tract disorder,True,160,1,"[""C0042075""]","[""Urinary tract disorder""]",unique_umls
946,urinary tract infection,True,708,1,"[""C0042029""]","[""Urinary tract infection""]",unique_umls
947,urine abnormality,True,33,1,"[""C0235639""]","[""Urine abnormality""]",unique_umls
948,urine analysis abnormal,True,36,1,"[""C0438142""]","[""Urine analysis abnormal""]",unique_umls
949,urine output increased,True,88,1,"[""C1167965""]","[""Urine output increased""]",unique_umls
950,urticaria,True,528,1,"[""C0042109""]","[""Urticaria""]",unique_umls
951,uterine disorder,True,6,1,"[""C0042131""]","[""Uterine disorder""]",unique_umls
952,uterine haemorrhage,True,24,1,"[""C0042134""]","[""Uterine haemorrhage""]",unique_umls
953,uterine smooth muscle tumor,False,0,0,[],[],unmatched
954,uterine spasm,True,6,1,"[""C0151998""]","[""Uterine spasm""]",unique_umls
955,uveitis,True,23,1,"[""C0042164""]","[""Uveitis""]",unique_umls
956,vaginal discharge,True,124,1,"[""C0227791""]","[""Vaginal discharge""]",unique_umls
957,vaginal haemorrhage,True,138,1,"[""C2979982""]","[""Vaginal haemorrhage""]",unique_umls
958,vaginal infection,True,157,1,"[""C0404521""]","[""Vaginal infection""]",unique_umls
959,varicose vein,True,25,1,"[""C0042345""]","[""Varicose vein""]",unique_umls
960,vascular headache,True,6,1,"[""C0042376""]","[""Vascular headache""]",unique_umls
961,vascular purpura,True,122,1,"[""C1368065""]","[""Vascular purpura""]",unique_umls
962,vasculitis,True,72,1,"[""C0042384""]","[""Vasculitis""]",unique_umls
963,vasodilation procedure,True,92,1,"[""C1142412""]","[""Vasodilation procedure""]",unique_umls
964,vasospasm,True,13,1,"[""C0085616""]","[""Vasospasm""]",unique_umls
965,venous thrombosis,True,12,1,"[""C0042487""]","[""Venous thrombosis""]",unique_umls
966,ventricular arrhythmia,True,54,1,"[""C0085612""]","[""Ventricular arrhythmia""]",unique_umls
967,premature ventricular contractions,False,0,0,[],[],unmatched
968,ventricular fibrillation,True,55,1,"[""C0042510""]","[""Ventricular fibrillation""]",unique_umls
969,ventricular tachycardia,True,109,1,"[""C0042514""]","[""Ventricular tachycardia""]",unique_umls
970,vertigo,True,502,1,"[""C0042571""]","[""Vertigo""]",unique_umls
971,vestibular disorder,True,11,1,"[""C0042594""]","[""Vestibular disorder""]",unique_umls
972,viral diarrhoea,True,36,1,"[""C0152517""]","[""Viral diarrhoea""]",unique_umls
973,viral infection,True,178,1,"[""C0042769""]","[""Viral infection""]",unique_umls
974,viral upper respiratory tract infection,True,25,1,"[""C0339916""]","[""Viral upper respiratory tract infection""]",unique_umls
975,vision blurred,True,469,1,"[""C0344232""]","[""Vision blurred""]",unique_umls
976,visual acuity reduced,True,37,1,"[""C0234632""]","[""Visual acuity reduced""]",unique_umls
977,visual impairment,True,385,1,"[""C3665347""]","[""Visual impairment""]",unique_umls
978,vomiting,True,2889,1,"[""C0042963""]","[""Vomiting""]",unique_umls
979,vulva vaginal candidiasis,False,0,0,[],[],unmatched
980,vulva vaginal dryness,False,0,0,[],[],unmatched
981,vulva vaginal mold infection,False,0,0,[],[],unmatched
982,vulva vaginal pruritus,False,0,0,[],[],unmatched
983,vulva vagina inflammation,False,0,0,[],[],unmatched
984,weight decreased,True,497,1,"[""C0043096""]","[""Weight decreased""]",unique_umls
985,weight increased,True,475,1,"[""C0043094""]","[""Weight increased""]",unique_umls
986,wheezing,True,95,1,"[""C0043144""]","[""Wheezing""]",unique_umls
987,white blood cell count decreased,True,65,1,"[""C0750394""]","[""White blood cell count decreased""]",unique_umls
988,white blood cell count increased,True,10,1,"[""C0750426""]","[""White blood cell count increased""]",unique_umls
989,withdrawal syndrome,True,26,1,"[""C0038587""]","[""Withdrawal syndrome""]",unique_umls
990,wound infection,True,11,1,"[""C0043241""]","[""Wound infection""]",unique_umls
991,wound secretion,True,26,1,"[""C0406834""]","[""Wound secretion""]",unique_umls
992,dry eye,True,125,1,"[""C0314719""]","[""Dry eye""]",unique_umls
993,yawning,True,78,1,"[""C0043387""]","[""Yawning""]",unique_umls
