class,precision,recall,f1,support
1,0.6363636363636364,0.6470588235294118,0.6416666666666667,119
2,0.6184538653366584,0.5904761904761905,0.6041412911084043,420
3,0.6226937269372693,0.6743256743256744,0.6474820143884892,1001
4,0.7681718061674009,0.7850309510410804,0.7765098803228498,1777
5,0.6435331230283912,0.4834123222748815,0.5520974289580515,422
