class,precision,recall,f1,support
1,0.631578947368421,0.6050420168067226,0.6180257510729613,119
2,0.6032110091743119,0.6261904761904762,0.6144859813084111,420
3,0.654994850669413,0.6353646353646354,0.6450304259634889,1001
4,0.7724024189114899,0.7906584130557118,0.7814238042269188,1777
5,0.606516290726817,0.5734597156398105,0.58952496954933,422
