epoch,train_loss,val_loss,val_accuracy,val_macro_f1,val_aupr,gate_mean,gate_std,gate_min,gate_max
1,1.5428182763383216,1.1355265434233386,0.5948275862068966,0.32877476262609057,0.5162048153035658,,,,
2,1.1681313563284386,1.0857653581004647,0.6031510107015458,0.4393767077500848,0.581332758637557,,,,
3,1.054060460853224,0.9776274956647621,0.6477407847800237,0.5347973486919044,0.6234975432044104,,,,
4,0.9924931246701202,0.9350955938470775,0.6462544589774079,0.5607510140827101,0.6405063323937911,,,,
5,0.9499443163410106,0.9477099998102176,0.6316884661117717,0.6007707305680838,0.657287835914917,,,,
6,0.9175200659396421,0.9370106560721834,0.6480380499405469,0.5425636179226123,0.6511291334603315,,,,
7,0.8930001777192432,0.9184121748213252,0.6569560047562426,0.5821763765661838,0.6624391015277779,,,,
8,0.8666671941450731,0.9045729155205943,0.6599286563614745,0.6064151454897783,0.6727799593251211,,,,
9,0.8477804616552224,0.8650201800036799,0.6756837098692033,0.6107522281132546,0.676127828571025,,,,
10,0.8319785802072428,0.8717239209219335,0.6756837098692033,0.5952442830736355,0.691137969532319,,,,
11,0.8122001045636056,0.882134746002669,0.6637931034482759,0.5757718055106256,0.6844080702083483,,,,
12,0.7975682393356069,0.8696073962732104,0.6652794292508918,0.6085449426721004,0.6869979394691068,,,,
13,0.7863672510618075,0.9789729824247598,0.646551724137931,0.5570348228437071,0.674748948520118,,,,
14,0.7695873234848604,0.9623688846365875,0.6516052318668252,0.5358469150871146,0.6819684757929366,,,,
15,0.7557586501334652,0.8792702746306248,0.6649821640903686,0.5903272270462054,0.6913978109756147,,,,
16,0.7448875634834956,0.8331125410501795,0.6854934601664685,0.6307993120145075,0.6973372841359515,,,,
17,0.7277800063604472,1.0608050722571247,0.6227705112960761,0.559230239401476,0.6719955918555536,,,,
18,0.7229615244426433,0.8639920425471738,0.6935196195005945,0.6230348887850706,0.7000668965690953,,,,
19,0.7053490498156958,0.8808910259877317,0.6596313912009513,0.6281092107212423,0.6947453342891062,,,,
20,0.6907267289123263,1.137373153363907,0.4708680142687277,0.48524390250594057,0.6680351938146964,,,,
21,0.6897373093574306,0.8459766034422249,0.692627824019025,0.6485636195759188,0.7024324841805992,,,,
22,0.6799374689058841,0.9000595180089636,0.6848989298454221,0.6133282933279801,0.6971345200973624,,,,
23,0.6686878545944638,0.8340952783362335,0.6964922711058263,0.6483537967438264,0.7100993145562816,,,,
24,0.6598212019784055,0.841578131056569,0.6872770511296076,0.6292145836396262,0.7093213379898297,,,,
25,0.6437228760777872,1.0257726911982514,0.6631985731272295,0.5931350178171153,0.6945997034205471,,,,
26,0.6425105599033802,0.8368371564908204,0.6950059453032105,0.6570165449776089,0.7131400482795299,,,,
27,0.6297949483885568,0.8943669151040802,0.687871581450654,0.6375352973138071,0.7067922356619027,,,,
28,0.6274753883530231,0.8404264926343412,0.687871581450654,0.6537776948580085,0.7128436088387573,,,,
29,0.6145688139483787,0.8653006013593549,0.6795481569560048,0.6468648928005266,0.7056265338833339,,,,
30,0.6055018821680282,0.8613444814784065,0.6964922711058263,0.6543867319975183,0.7179847648250431,,,,
