epoch,train_loss,val_loss,val_accuracy,val_macro_f1,val_aupr,gate_mean,gate_std,gate_min,gate_max
1,1.4684321471429567,1.3171602381253782,0.4803804994054697,0.4123289937474236,0.5031032483857146,0.5003373622894287,0.10881628096103668,0.006807831581681967,0.9972545504570007
2,1.114904773123528,0.9912853034016068,0.6423900118906064,0.5031624238086014,0.6169462040410741,0.49688011407852173,0.11706884205341339,0.0035553595516830683,0.9979436993598938
3,1.025345684829846,0.9989363668081168,0.6310939357907254,0.464506640029411,0.6269790148030056,0.49018099904060364,0.12868483364582062,0.003581519238650799,0.998428463935852
4,0.9715707175420842,0.9617845248098748,0.6569560047562426,0.5620260156357698,0.6423347956335661,0.47934383153915405,0.13133303821086884,0.0037455379497259855,0.99835604429245
5,0.9340929784763443,0.9271393000866939,0.6599286563614745,0.5857257899623135,0.6504735869240184,0.46954479813575745,0.12950703501701355,0.0016549879219383001,0.9989149570465088
6,0.9019583156867476,0.9317247348789937,0.6462544589774079,0.5881817134984539,0.6671132255591962,0.45602884888648987,0.12910577654838562,0.0008438958320766687,0.9994251728057861
7,0.8744751249936121,0.8781769051704905,0.6637931034482759,0.5906154886597148,0.67935562250159,0.45605871081352234,0.13344798982143402,0.0006673898315057158,0.9992515444755554
8,0.8557577395892618,0.883940402165888,0.6637931034482759,0.6193000138676785,0.6806192022773636,0.4467484951019287,0.13681967556476593,0.0004057052719872445,0.9993578791618347
9,0.8295247690269204,1.0476777941945334,0.6343638525564804,0.569882575902115,0.6466860587253593,0.4422263503074646,0.14879444241523743,0.0006035339320078492,0.9993157386779785
10,0.8174457044066723,0.8725891314562095,0.6700356718192628,0.6228397847935797,0.6792363646628792,0.43350091576576233,0.1406279057264328,0.0006083961925469339,0.9993796348571777
11,0.8017169395064351,0.8895613344897838,0.6730083234244947,0.5982191306410255,0.6790300286863029,0.4266633689403534,0.14539024233818054,0.000902103609405458,0.9993515610694885
12,0.7852492710587025,0.9141502686544775,0.6599286563614745,0.5803753085071625,0.6759968872966627,0.42128023505210876,0.14720529317855835,0.0004055003519169986,0.9995904564857483
13,0.7747491123953106,0.8784782252895704,0.6736028537455411,0.631740215587991,0.6913204846860352,0.4155748188495636,0.14888420701026917,0.0005101124988868833,0.9991621971130371
14,0.7556646436732348,0.9170865907680407,0.6700356718192628,0.5834845376488452,0.6874605607242955,0.4093744158744812,0.15390987694263458,0.0007286150357685983,0.9989858269691467
15,0.7458637916826065,0.9249866995318182,0.6765755053507729,0.5838168424687515,0.6958900371183683,0.40458741784095764,0.15879657864570618,0.0009518375154584646,0.9986431002616882
16,0.7333012319842445,0.895004225684403,0.683115338882283,0.6252764616166476,0.6952455799260928,0.39486321806907654,0.15453022718429565,0.0005579526768997312,0.9985672235488892
17,0.7252596940787681,0.8775254361836436,0.6682520808561236,0.6192603065958712,0.6865860583530556,0.3816549777984619,0.1579064428806305,0.0005397257627919316,0.9995588660240173
18,0.7083433723059218,0.8880159603996595,0.6614149821640903,0.6173606017905501,0.6920899916468568,0.3772978186607361,0.16098694503307343,0.00023966126900631934,0.9997212290763855
19,0.7033024367056723,0.851457254072999,0.6649821640903686,0.6348426581043435,0.7011285087826703,0.3689114451408386,0.15903379023075104,0.00011057298979721963,0.9998107552528381
20,0.6947349707731686,0.9718430654614207,0.6676575505350772,0.5777014190088698,0.6920780499126253,0.3659197688102722,0.17887741327285767,9.63518104981631e-05,0.99985671043396
21,0.6740658609716884,0.8743296049437823,0.6664684898929846,0.626059825841431,0.6928268245078983,0.3571644723415375,0.16647383570671082,4.676287790061906e-05,0.9999312162399292
22,0.6729946251653047,0.9076744784356298,0.6804399524375743,0.6307415301802782,0.7001251320137879,0.3530454635620117,0.18011964857578278,1.2625330782611854e-05,0.9999532699584961
23,0.6588588010255514,0.8946405697379186,0.6721165279429251,0.6297191364922463,0.6928476761722375,0.3487527668476105,0.17555288970470428,5.077625246485695e-05,0.9998241066932678
24,0.6580960100683727,0.9084901229946849,0.6813317479191439,0.6286937053328758,0.7063273554809035,0.3384648263454437,0.18497540056705475,4.093637016922003e-06,0.999980092048645
25,0.642085441910375,0.8612587802050088,0.6846016646848989,0.6372006530809242,0.696315657976406,0.3322450518608093,0.18101973831653595,9.12972609512508e-06,0.9999452829360962
26,0.6324110561673038,1.092968467724876,0.5591557669441142,0.548054091448469,0.6838374672020648,0.32426634430885315,0.17844818532466888,3.870843556796899e-06,0.9999650716781616
27,0.6328025255551538,1.0084086737366267,0.6631985731272295,0.5931287564509108,0.6985716599019506,0.31933489441871643,0.1957397758960724,3.537141992637771e-06,0.9999611377716064
28,0.6170129844179054,0.8986415072088434,0.683115338882283,0.6479690278120003,0.7154276797126384,0.30903494358062744,0.18847618997097015,3.708936674229335e-06,0.9999533891677856
29,0.6117330226900083,0.8855584926469148,0.6709274673008323,0.6422201156376679,0.7075990788314483,0.30431944131851196,0.19381393492221832,1.2383217153910664e-06,0.9999791383743286
30,0.604758442345706,0.8890591970380223,0.6685493460166468,0.6357567765003386,0.708755575040547,0.3004245162010193,0.18870232999324799,2.6071427328133723e-06,0.999976396560669
