class,precision,recall,f1,support
1,0.6209677419354839,0.6470588235294118,0.6337448559670783,119
2,0.6151761517615176,0.5404761904761904,0.5754119138149557,420
3,0.6914749661705006,0.5104895104895105,0.5873563218390804,1001
4,0.7111423220973783,0.8548114800225098,0.776386404293381,1777
5,0.6091644204851752,0.5355450236966824,0.5699873896595207,422
