epoch,train_total_loss,train_frequency_loss,train_alignment_loss,val_frequency_loss,val_macro_f1,val_accuracy,val_aupr,mean_train_drug_kg_cosine,mean_val_drug_kg_cosine,alignment_drug_count,learning_rate,cuda_peak_allocated_mib,cuda_peak_reserved_mib
1,1.3890194849740591,1.3880236583725336,0.19840639622091555,1.0542105614926387,0.3663736023232464,0.6085017835909632,0.5633612093601378,0.8806403483301197,0.9524802590330569,729,0.0001,1195.13427734375,5460.0
2,1.0709702155971415,1.0707172061064618,0.050602896811518985,0.9815967635790885,0.47650047527049866,0.6150416171224733,0.5990191452248376,0.9610711024621877,0.9654922434887566,729,0.0001,1196.10498046875,5460.0
3,0.9877399998475784,0.9875518398640131,0.03762863452001457,0.934020687510369,0.5367452467369729,0.6495243757431629,0.6278671705330557,0.967997187694895,0.9698063708341922,729,0.0001,1196.10498046875,5460.0
4,0.9420418753489811,0.9418805539175,0.0322665217794296,0.9310405207587479,0.5941463368255273,0.6539833531510107,0.6445239202399102,0.9708475400227414,0.9722416695124044,729,0.0001,1196.10498046875,5460.0
5,0.9071172729160146,0.9069712691382017,0.029193182449926476,0.8766462457024101,0.5636103606683835,0.6596313912009513,0.6644593967572683,0.9724026583186229,0.973353239103628,729,0.0001,1196.10498046875,5460.0
6,0.8842101915716227,0.884074301633695,0.027179483011563484,0.8677600885826683,0.5924076642503681,0.6643876337693222,0.6716037283276398,0.9735369144316727,0.9744196119971169,729,0.0001,1196.10498046875,5460.0
7,0.8626936907860203,0.8625649405649987,0.02575265611159493,0.8763824797697215,0.596051409495297,0.6741973840665874,0.6766713185571694,0.9743402431858257,0.975221865855086,729,0.0001,1196.10498046875,5460.0
8,0.8427797638429957,0.8426567720872473,0.024605539328045913,0.9184096837582401,0.5836047551014218,0.6623067776456599,0.6695006852900379,0.9750711545859181,0.9759047939754523,729,0.0001,1196.10498046875,5460.0
9,0.8260666684168457,0.8259488149420492,0.023569563619409928,0.8585821526229169,0.6302452881744935,0.6718192627824019,0.6840688229409807,0.975726928567036,0.9766482449948978,729,0.0001,1196.10498046875,5460.0
10,0.8101367955320563,0.8100233321349855,0.022694772389384207,0.876391066382246,0.614949356335236,0.6759809750297265,0.6818876797847297,0.976393671601561,0.9773813192836773,729,0.0001,1196.10498046875,5460.0
11,0.7998903808088634,0.7997814537023651,0.02178714904510798,0.8478289883712242,0.608628199033231,0.6736028537455411,0.6856068238497052,0.9771319911476679,0.9779011587174936,729,0.0001,1196.10498046875,5460.0
12,0.7794364406495377,0.7793314272480996,0.021004877513706787,0.8649672109646973,0.6155096424018651,0.6584423305588585,0.6861171033368314,0.9777447418584418,0.9787959071774833,729,0.0001,1196.10498046875,5460.0
13,0.7714834377640006,0.7713813706002357,0.02042171805532784,0.8494510206966422,0.6352952013960984,0.6637931034482759,0.6947325606346118,0.9782406947740312,0.9791152944770484,729,0.0001,1196.10498046875,5460.0
14,0.7650530011174291,0.7649535360652474,0.019899933979835364,0.8312836176716899,0.633240061158314,0.6890606420927468,0.7030041097347033,0.9786613149407469,0.9797477950684179,729,0.0001,1196.10498046875,5460.0
15,0.7484242256212669,0.7483265755072939,0.01953008553361853,0.8722598847537772,0.6171213415137772,0.6765755053507729,0.6950787845783382,0.9789075394389725,0.9795690476894379,729,0.0001,1196.10498046875,5460.0
16,0.7384586185669587,0.7383619569327616,0.019338974783721995,0.8280057052369634,0.6441016415666867,0.6950059453032105,0.7037249283535797,0.978939914327263,0.9795257152079012,729,0.0001,1196.10498046875,5460.0
17,0.7288116405212081,0.7287157241536988,0.019184864376422563,0.8848780434707115,0.6035774848614801,0.6887633769322236,0.7011111090513479,0.9788741080195161,0.9796667572218009,729,0.0001,1196.10498046875,5460.0
18,0.7160960544353904,0.7160006210300444,0.019089997324737765,0.8777134415652608,0.612097358875654,0.6848989298454221,0.7026130697542778,0.9789507537058187,0.9799421384883004,729,0.0001,1196.10498046875,5460.0
19,0.7085718635979928,0.7084772304111798,0.018937966804943702,0.8477217538745168,0.6284277057668453,0.6584423305588585,0.7018066479273162,0.9790741637737499,0.9797940652210492,729,0.0001,1196.10498046875,5460.0
20,0.7062696232425381,0.7061748327816545,0.01896600299456959,0.8859334833982017,0.6429700885229517,0.6964922711058263,0.6972410282428111,0.9789733491807318,0.979939029239618,729,0.0001,1196.10498046875,5460.0
21,0.6954036933272633,0.6953090115812839,0.01894577509797447,0.9177925107595328,0.6200322138159153,0.6682520808561236,0.688930336024057,0.9790677191952782,0.9797789880071586,729,0.0001,1196.10498046875,5460.0
