class,precision,recall,f1,support
1,0.6796116504854369,0.5882352941176471,0.6306306306306307,119
2,0.6198979591836735,0.5785714285714286,0.5985221674876848,420
3,0.6247723132969034,0.6853146853146853,0.653644592663173,1001
4,0.7722070844686648,0.7974113674732696,0.784606866002215,1777
5,0.639871382636656,0.471563981042654,0.5429740791268759,422
