matrix_index,drug_name,top1_neighbor_index,top1_neighbor_name,top1_nonself_cosine,top5_mean_cosine,top10_mean_cosine,tenth_neighbor_cosine,top1_minus_tenth_similarity_margin,top1_minus_top10_mean_margin
170,duloxetine,595,vandetanib,0.9999999999999982,0.9999999999999968,0.9999999999999961,0.999999999999995,3.219646771412954e-15,2.1094237467877974e-15
171,rimantadine,0,lepirudin,1.0,1.0,1.0,1.0,0.0,0.0
172,lenalidomide,74,amsacrine,0.9999999999999999,0.998521700138802,0.994341740861808,0.9901617806908622,0.009838219309137641,0.005658259138191846
173,raloxifene,266,tamoxifen,0.9999999999999918,0.9983753833094638,0.9981723061270698,0.9979692289446752,0.0020307710553165714,0.0018276938729220316
174,celecoxib,202,rofecoxib,0.999999999999999,0.9999999999999989,0.9999999999999988,0.9999999999999989,1.1102230246251565e-16,2.220446049250313e-16
175,brimonidine,6,desmopressin,1.0,0.9999999999999984,0.999999999999998,0.9999999999999974,2.55351295663786e-15,1.9984014443252818e-15
176,dicloxacillin,36,fluconazole,1.0000000000000002,1.0000000000000002,1.0000000000000002,1.0000000000000002,0.0,0.0
177,nabilone,0,lepirudin,1.0,1.0,1.0,1.0,0.0,0.0
178,sotalol,32,esmolol,0.9818856869677577,0.9818856869677577,0.9818856866448662,0.9818856856688701,1.2988875530695054e-09,3.228914913222525e-10
179,buspirone,404,azathioprine,0.9908591320857414,0.9908591307483114,0.989834737619985,0.9877412656897973,0.0031178663959441355,0.0010243944657564175
180,fosinopril,93,tranexamic.acid,0.9999999999999993,0.9985273742129378,0.9929783016146863,0.9872046699616118,0.012795330038387509,0.00702169838531308
181,entacapone,372,azacitidine,1.0,0.9951205119594398,0.9935365365599911,0.9919294629071588,0.008070537092841223,0.006463463440008921
182,zidovudine,203,ciprofloxacin,0.9999999999999956,0.9999999999999941,0.9955335453363674,0.990457891312335,0.009542108687660589,0.004466454663628161
183,darifenacin,428,tolterodine,0.9999999999999999,0.9999999999999986,0.9979556793725599,0.9897525154579432,0.010247484542056706,0.0020443206274399772
184,oxycodone,105,hydromorphone,0.9999999999999984,0.9999999999999967,0.9936156677313261,0.9831732450451227,0.016826754954875733,0.006384332268672299
185,flutamide,183,darifenacin,0.999999999999998,0.9999999999999976,0.9979556794754163,0.9897525157066237,0.010247484293374298,0.0020443205245816998
186,cimetidine,307,clopidogrel,0.999999999999996,0.9999999999999952,0.9999999999999949,0.9999999999999947,1.3322676295501878e-15,1.1102230246251565e-15
187,haloperidol,75,theophylline,0.9807309343727566,0.9799772977504242,0.9794120706384563,0.9788468434080289,0.001884090964727747,0.0013188637343003462
188,ritonavir,512,paclitaxel,0.9944846984846938,0.9935377219933332,0.9932858511180986,0.9928140858685305,0.0016706126161633028,0.001198847366595146
189,nitazoxanide,190,vancomycin,0.9999999999999989,0.9947296539441579,0.9939653276131063,0.9932010012820547,0.006798998717944205,0.006034672386892592
190,vancomycin,189,nitazoxanide,0.9999999999999989,0.9947296536569409,0.9939653272287952,0.9932010008006497,0.006798999199349232,0.006034672771203731
191,dextromethorphan,124,levonorgestrel,0.9999999999999932,0.9999999999999931,0.9999999999999931,0.9999999999999931,1.1102230246251565e-16,1.1102230246251565e-16
192,albendazole,41,azithromycin,0.9999999999999999,0.9999999999999998,0.9999999999999998,0.9999999999999993,5.551115123125783e-16,1.1102230246251565e-16
193,trandolapril,152,allopurinol,1.0000000000000002,1.0000000000000002,1.0000000000000002,1.0000000000000002,0.0,0.0
194,caspofungin,0,lepirudin,1.0,1.0,1.0,1.0,0.0,0.0
195,alitretinoin,164,acitretin,0.9841539787744747,0.9795880716007229,0.9779113839813733,0.9762346959498835,0.0079192828245912,0.006242594793101408
196,metolazone,68,carmustine,0.9999999999999999,0.9999999999999998,0.9999999999999998,0.9999999999999999,0.0,1.1102230246251565e-16
197,oxaliplatin,0,lepirudin,1.0,1.0,1.0,1.0,0.0,0.0
198,lercanidipine,49,moxifloxacin,1.0000000000000002,1.0000000000000002,0.9999999999999991,0.9999999999999964,3.774758283725532e-15,1.1102230246251565e-15
199,foscarnet,102,piperacillin,1.0000000000000007,1.0000000000000007,0.9989318114173908,0.98931811417391,0.010681885826090642,0.0010681885826098192
200,erlotinib,277,furosemide,0.9999999999999972,0.9999999999999967,0.9999999999999961,0.9999999999999953,1.887379141862766e-15,1.1102230246251565e-15
201,cyclophosphamide,0,lepirudin,1.0,1.0,1.0,1.0,0.0,0.0
202,rofecoxib,529,decitabine,0.9999999999999996,0.9999999999999993,0.9999999999999989,0.9999999999999988,7.771561172376096e-16,6.661338147750939e-16
203,ciprofloxacin,599,telaprevir,0.9999999999999974,0.9999999999999952,0.9955335454172148,0.9904578918046234,0.009542108195374044,0.0044664545827826085
205,toremifene,349,clomifene,1.0000000000000004,0.9964110130669772,0.993719272244669,0.9910275314223608,0.00897246857763967,0.0062807277553313945
206,vincristine,0,lepirudin,1.0,1.0,1.0,1.0,0.0,0.0
207,benazepril,152,allopurinol,1.0000000000000002,1.0000000000000002,1.0000000000000002,1.0000000000000002,0.0,0.0
208,fluorouracil,101,gefitinib,0.9999999999999959,0.999999999999995,0.9989676118795892,0.9896761187959404,0.010323881204055474,0.0010323881204067353
209,pyridostigmine,85,raltitrexed,1.0000000000000002,1.0000000000000002,0.997225032865338,0.9902731845290565,0.009726815470943673,0.0027749671346621874
