pair_group,source_drug_index,source_drug_name,target_drug_index,target_drug_name,kg_embedding_cosine,source_gene_count,target_gene_count,shared_gene_count,gene_jaccard,source_pathway_count,target_pathway_count,shared_pathway_count,pathway_jaccard
DETERMINISTIC_RANDOM_AVAILABLE_PAIRS,393,dipyridamole,542,insulin.detemir,0.9738458761092826,13,0,0,0.0,25,0,0,0.0
DETERMINISTIC_RANDOM_AVAILABLE_PAIRS,44,midodrine,571,maraviroc,0.9734366041618421,5,2,0,0.0,10,11,3,0.16666666666666666
DETERMINISTIC_RANDOM_AVAILABLE_PAIRS,493,brinzolamide,568,fusidic.acid,0.9331464256671624,6,7,1,0.08333333333333333,12,28,7,0.21212121212121213
DETERMINISTIC_RANDOM_AVAILABLE_PAIRS,331,diazepam,357,ondansetron,0.8234534138575629,28,12,5,0.14285714285714285,28,25,12,0.2926829268292683
DETERMINISTIC_RANDOM_AVAILABLE_PAIRS,650,betahistine,726,olodaterol,0.9455824371638584,4,3,0,0.0,10,11,0,0.0
DETERMINISTIC_RANDOM_AVAILABLE_PAIRS,428,tolterodine,487,propafenone,0.9884787397630259,9,8,2,0.13333333333333333,18,26,14,0.4666666666666667
DETERMINISTIC_RANDOM_AVAILABLE_PAIRS,334,donepezil,663,ganirelix,0.9228086501515395,19,1,0,0.0,73,2,1,0.013513513513513514
DETERMINISTIC_RANDOM_AVAILABLE_PAIRS,171,rimantadine,218,methotrexate,0.9852485776222936,0,35,0,0.0,0,53,0,0.0
DETERMINISTIC_RANDOM_AVAILABLE_PAIRS,390,alosetron,520,bepridil,0.945190801993051,5,13,1,0.058823529411764705,15,79,8,0.09302325581395349
DETERMINISTIC_RANDOM_AVAILABLE_PAIRS,538,nelarabine,627,teriparatide,0.9623825744921536,4,0,0,0.0,14,0,0,0.0
DETERMINISTIC_RANDOM_AVAILABLE_PAIRS,550,bezafibrate,567,roflumilast,0.9143329490418395,11,6,1,0.0625,46,10,7,0.14285714285714285
DETERMINISTIC_RANDOM_AVAILABLE_PAIRS,505,anastrozole,579,lorcaserin,0.9659286510732525,10,9,2,0.11764705882352941,22,20,13,0.4482758620689655
DETERMINISTIC_RANDOM_AVAILABLE_PAIRS,451,pilocarpine,531,darunavir,0.9047088413715467,6,6,1,0.09090909090909091,14,25,8,0.25806451612903225
DETERMINISTIC_RANDOM_AVAILABLE_PAIRS,403,methyl.aminolevulinate,459,heparin,1.0,0,0,0,0.0,0,0,0,0.0
DETERMINISTIC_RANDOM_AVAILABLE_PAIRS,164,acitretin,701,bedaquiline,0.9007368237035099,8,1,0,0.0,43,7,2,0.041666666666666664
DETERMINISTIC_RANDOM_AVAILABLE_PAIRS,80,conjugated.estrogens,99,zolmitriptan,0.9547094736086935,0,11,0,0.0,0,24,0,0.0
DETERMINISTIC_RANDOM_AVAILABLE_PAIRS,130,mexiletine,451,pilocarpine,0.939860792978816,7,6,1,0.08333333333333333,21,14,8,0.2962962962962963
DETERMINISTIC_RANDOM_AVAILABLE_PAIRS,301,mannitol,468,carvedilol,0.9547904346799684,0,30,0,0.0,0,87,0,0.0
DETERMINISTIC_RANDOM_AVAILABLE_PAIRS,598,dexlansoprazole,729,elvitegravir,0.9731026574987535,5,2,1,0.16666666666666666,12,10,7,0.4666666666666667
DETERMINISTIC_RANDOM_AVAILABLE_PAIRS,596,ecallantide,620,rivaroxaban,0.9794193477973404,0,6,0,0.0,0,28,0,0.0
DETERMINISTIC_RANDOM_AVAILABLE_PAIRS,241,imatinib,321,alfentanil,0.9392892961943217,25,7,6,0.23076923076923078,110,26,20,0.1724137931034483
DETERMINISTIC_RANDOM_AVAILABLE_PAIRS,400,cytarabine,461,nifedipine,0.9743061549382662,9,28,1,0.027777777777777776,27,100,9,0.07627118644067797
DETERMINISTIC_RANDOM_AVAILABLE_PAIRS,497,levetiracetam,579,lorcaserin,0.9568320021156004,3,9,0,0.0,9,20,2,0.07407407407407407
DETERMINISTIC_RANDOM_AVAILABLE_PAIRS,459,heparin,642,bosutinib,0.9806790833971396,0,13,0,0.0,0,169,0,0.0
DETERMINISTIC_RANDOM_AVAILABLE_PAIRS,5,insulin,62,cabergoline,0.9547094758106197,0,22,0,0.0,0,24,0,0.0
DETERMINISTIC_RANDOM_AVAILABLE_PAIRS,354,triazolam,391,azelastine,0.7807122858381683,20,16,3,0.09090909090909091,12,34,10,0.2777777777777778
