class,precision,recall,f1,support
1,0.6666666666666666,0.5546218487394958,0.6055045871559633,119
2,0.5885947046843177,0.6880952380952381,0.6344676180021954,420
3,0.6416416416416416,0.6403596403596403,0.6409999999999999,1001
4,0.7669172932330827,0.8036015756893641,0.7848309975267931,1777
5,0.6840277777777778,0.466824644549763,0.5549295774647887,422
