epoch,train_total_loss,train_frequency_loss,train_alignment_loss,val_frequency_loss,val_macro_f1,val_accuracy,val_aupr,mean_train_drug_kg_cosine,mean_val_drug_kg_cosine,alignment_drug_count,learning_rate,cuda_peak_allocated_mib,cuda_peak_reserved_mib
1,1.391725652733688,1.3877346463537865,0.1987963441760331,1.0628908369402257,0.35724877223581925,0.5975029726516052,0.5550243722791169,0.8803368143338726,0.9513218383819532,729,0.0001,1195.13427734375,5460.0
2,1.0718830229820058,1.0708502483815092,0.05163996957083166,1.0149103041636391,0.4650448540524004,0.6070154577883472,0.5898664773278368,0.9603729102510157,0.9654421109361009,729,0.0001,1196.10498046875,5460.0
3,0.9890621503771508,0.9882878144151735,0.038715625441135576,0.9269054714196077,0.5555167542834398,0.6521997621878716,0.6320815411087091,0.9677038036583219,0.969584237081936,729,0.0001,1196.10498046875,5460.0
4,0.9426873701989549,0.9420265364073774,0.03304509825681554,0.9090921766834509,0.5998533559831432,0.654577883472057,0.6502046937699294,0.9706575724977198,0.9719502790667378,729,0.0001,1196.10498046875,5460.0
5,0.9080902601607865,0.9074913526743379,0.02993996519559113,0.9007726441382228,0.559888543962424,0.6519024970273484,0.6582733515649225,0.9723260251419371,0.9732898348055709,729,0.0001,1196.10498046875,5460.0
6,0.8841781366250896,0.8836184570880976,0.027986040186166912,0.8638419838495969,0.5867267230232094,0.6587395957193817,0.6725504025584165,0.973399975090524,0.9741645878115401,729,0.0001,1196.10498046875,5460.0
7,0.8617326850746885,0.8612022134747881,0.026527256347997758,0.8847053976603269,0.5790468288009353,0.6697384066587396,0.6780582499020061,0.9741708283071164,0.9749474294078998,729,0.0001,1196.10498046875,5460.0
8,0.8429322708646587,0.8424254250863382,0.025349013669919443,0.9193383828071295,0.5841586994774045,0.6596313912009513,0.6705288047757051,0.9747686543909447,0.9755910845419851,729,0.0001,1196.10498046875,5460.0
9,0.8272314344210128,0.8267479684957187,0.024173082631562245,0.8538321766927041,0.6250409740135245,0.6756837098692033,0.6857082657301151,0.9755353316848661,0.9761683867571834,729,0.0001,1196.10498046875,5460.0
10,0.8085200403817121,0.8080531244563892,0.023348066388918943,0.913504859071566,0.6077291247507187,0.667360285374554,0.6756316766073434,0.976065808935257,0.9768059373663637,729,0.0001,1196.10498046875,5460.0
11,0.799983635743564,0.7995306192655542,0.02265129014249467,0.86150515093673,0.5877157882284763,0.6676575505350772,0.6861735801085801,0.9764753444368129,0.9772613585566561,729,0.0001,1196.10498046875,5460.0
12,0.7787866937785085,0.778349985016367,0.021838727259010003,0.8420764396363575,0.6192322668023713,0.6643876337693222,0.6912609718716582,0.9770948218056531,0.9779910310007893,729,0.0001,1196.10498046875,5460.0
13,0.7717928769621221,0.7713724334698784,0.021030917220201662,0.8534309822937538,0.6233530817732931,0.6629013079667063,0.6952904544678971,0.9776722168235622,0.9786001781876476,729,0.0001,1196.10498046875,5460.0
14,0.7622102807226623,0.7618022173182556,0.020408517187955347,0.82176054218578,0.6371001504439834,0.68935790725327,0.700986420197286,0.9783646288559107,0.9790639955395708,729,0.0001,1196.10498046875,5460.0
15,0.7482335404114653,0.7478342910547298,0.019963070263066377,0.8762587644824233,0.6012999082145869,0.6700356718192628,0.6918389804209382,0.9786349421338943,0.979529579036152,729,0.0001,1196.10498046875,5460.0
16,0.7360097089967613,0.7356197145857185,0.019509480455541458,0.8411889444775303,0.6274801218207346,0.6860879904875149,0.6999598574101003,0.9790343783683411,0.9798976971318547,729,0.0001,1196.10498046875,5460.0
17,0.7290601619498258,0.7286770675302323,0.019155438535522255,0.9019067780724888,0.592588732371736,0.6863852556480381,0.6976273781507347,0.9793397047555659,0.9801101014256096,729,0.0001,1196.10498046875,5460.0
18,0.7162298767117304,0.715850874858368,0.01895770361806834,0.9020750882651094,0.5824676677858378,0.6762782401902497,0.6962313583448118,0.9795506231905828,0.9802838669607814,729,0.0001,1196.10498046875,5460.0
19,0.7104700821312963,0.7100959422172352,0.01871925255813539,0.8825825145213414,0.6174318690943789,0.6358501783590963,0.6929496822855838,0.9796132639929427,0.9805582499923036,729,0.0001,1196.10498046875,5460.0
20,0.7049088514539245,0.7045380816074206,0.018548113645148648,0.9052887298831191,0.6241063154094858,0.6854934601664685,0.6979762285035483,0.9798330191231559,0.9804427545672407,729,0.0001,1196.10498046875,5460.0
21,0.694089326340808,0.6937219257194762,0.018383390369075683,0.8825284211445649,0.6356627764052756,0.6819262782401903,0.6948799877000642,0.9799648094079132,0.9806909193626989,729,0.0001,1196.10498046875,5460.0
