class,precision,recall,f1,support
1,0.7340425531914894,0.5798319327731093,0.6478873239436621,119
2,0.5835140997830802,0.6404761904761904,0.6106696935300795,420
3,0.616504854368932,0.6343656343656343,0.6253077301821762,1001
4,0.745646437994723,0.795160382667417,0.7696078431372548,1777
5,0.6525096525096525,0.4004739336492891,0.49632892804698975,422
