matrix_index,drug_name,stitch_id,optimuskg_id,optimuskg_name,matched_field,inchi_key,canonical_smiles,source_ids,accession_numbers
187,haloperidol,CIDm00003559,CHEMBL54,HALOPERIDOL,properties.name;properties.synonyms;properties.trade_names,LNEPOXFFQSENCJ-UHFFFAOYSA-N,O=C(CCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1,"[""haloperidol"",""DB00502"",""5613""]",[]
188,ritonavir,CIDm00392622,CHEMBL163,RITONAVIR,properties.name;properties.synonyms;properties.trade_names,NCDNCNXCDXHOMX-XGKFQTDJSA-N,CC(C)c1nc(CN(C)C(=O)N[C@H](C(=O)N[C@@H](Cc2ccccc2)C[C@H](O)[C@H](Cc2ccccc2)NC(=O)OCc2cncs2)C(C)C)cs1,"[""DB00503"",""human/EPAR/norvir"",""ritonavir"",""45409""]",[]
188,ritonavir,CIDm00392622,RXNORM:85762,ritonavir,properties.name,"","",[],[]
189,nitazoxanide,CIDm00041684,CHEMBL1401,NITAZOXANIDE,properties.name;properties.synonyms,YQNQNVDNTFHQSW-UHFFFAOYSA-N,CC(=O)Oc1ccccc1C(=O)Nc1ncc([N+](=O)[O-])s1,"[""DB00507"",""nitazoxanide""]",[]
190,vancomycin,CIDm00014969,CHEMBL262777,VANCOMYCIN,properties.name;properties.synonyms,MYPYJXKWCTUITO-LYRMYLQWSA-N,CN[C@H](CC(C)C)C(=O)N[C@H]1C(=O)N[C@@H](CC(N)=O)C(=O)N[C@H]2C(=O)N[C@H]3C(=O)N[C@H](C(=O)N[C@H](C(=O)O)c4cc(O)cc(O)c4-c4cc3ccc4O)[C@H](O)c3ccc(c(Cl)c3)Oc3cc2cc(c3O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O[C@H]2C[C@](C)(N)[C@H](O)[C@H](C)O2)Oc2ccc(cc2Cl)[C@H]1O,"[""28001"",""DB00512""]",[]
191,dextromethorphan,CIDm05360696,CHEMBL52440,DEXTROMETHORPHAN,properties.name;properties.synonyms,MKXZASYAUGDDCJ-NJAFHUGGSA-N,COc1ccc2c(c1)[C@]13CCCC[C@@H]1[C@H](C2)N(C)CC3,"[""DB00514""]",[]
192,albendazole,CIDm00002082,CHEMBL1483,ALBENDAZOLE,properties.name;properties.synonyms,HXHWSAZORRCQMX-UHFFFAOYSA-N,CCCSc1ccc2[nH]c(NC(=O)OC)nc2c1,"[""16664"",""albendazole"",""DB00518""]",[]
193,trandolapril,CIDm05484727,CHEMBL1519,TRANDOLAPRIL,properties.name;properties.synonyms;properties.trade_names,VXFJYXUZANRPDJ-WTNASJBWSA-N,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1[C@H](C(=O)O)C[C@H]2CCCC[C@@H]21,"[""trandolapril"",""DB00519""]",[]
194,caspofungin,CIDm02826718,CHEMBL1630575,CASPOFUNGIN,properties.name;properties.synonyms,JYIKNQVWKBUSNH-WVDDFWQHSA-N,CC[C@H](C)C[C@H](C)CCCCCCCCC(=O)N[C@H]1C[C@@H](O)[C@@H](NCCN)NC(=O)[C@@H]2[C@@H](O)CCN2C(=O)[C@H]([C@H](O)CCN)NC(=O)[C@H]([C@H](O)[C@@H](O)c2ccc(O)cc2)NC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@H]([C@@H](C)O)NC1=O,[],[]
194,caspofungin,CIDm02826718,DRUGBANK:DB00520,Caspofungin,properties.name;properties.synonyms,JYIKNQVWKBUSNH-WVDDFWQHSA-N,CC[C@H](C)C[C@H](C)CCCCCCCCC(=O)N[C@H]1C[C@@H](O)[C@@H](NCCN)NC(=O)[C@@H]2[C@@H](O)CCN2C(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](NC1=O)[C@@H](C)O)[C@H](O)[C@@H](O)C1=CC=C(O)C=C1)[C@H](O)CCN,[],"[""APRD00199""]"
195,alitretinoin,CIDm00449171,CHEMBL705,ALITRETINOIN,properties.name;properties.synonyms,SHGAZHPCJJPHSC-ZVCIMWCZSA-N,CC1=C(/C=C/C(C)=C\C=C\C(C)=C\C(=O)O)C(C)(C)CCC1,"[""50648"",""DB00523"",""alitretinoin"",""human/EPAR/panretin""]",[]
196,metolazone,CIDm00004170,CHEMBL878,METOLAZONE,properties.name;properties.synonyms;properties.trade_names,AQCHWTWZEMGIFD-UHFFFAOYSA-N,Cc1ccccc1N1C(=O)c2cc(S(N)(=O)=O)c(Cl)cc2NC1C,"[""64354"",""metolazone"",""DB00524""]",[]
197,oxaliplatin,CIDm00004609,CHEMBL414804,OXALIPLATIN,properties.name;properties.synonyms;properties.trade_names,"","","[""oxaliplatin""]",[]
197,oxaliplatin,CIDm00004609,DRUGBANK:DB00526,Oxaliplatin,properties.name;properties.synonyms,ZROHGHOFXNOHSO-BNTLRKBRSA-L,"",[],"[""APRD00186""]"
198,lercanidipine,CIDm00065866,CHEMBL250270,LERCANIDIPINE,properties.name;properties.synonyms,ZDXUKAKRHYTAKV-UHFFFAOYSA-N,COC(=O)C1=C(C)NC(C)=C(C(=O)OC(C)(C)CN(C)CCC(c2ccccc2)c2ccccc2)C1c1cccc([N+](=O)[O-])c1,"[""DB00528""]",[]
199,foscarnet,CIDm00003414,CHEMBL666,FOSCARNET,properties.name;properties.synonyms,ZJAOAACCNHFJAH-UHFFFAOYSA-N,O=C(O)P(=O)(O)O,"[""127780"",""DB00529""]",[]
200,erlotinib,CIDm00176870,CHEMBL553,ERLOTINIB,properties.name;properties.synonyms,AAKJLRGGTJKAMG-UHFFFAOYSA-N,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1,"[""DB00530"",""114785""]",[]
200,erlotinib,CIDm00176870,RXNORM:337525,erlotinib,properties.name,"","",[],[]
201,cyclophosphamide,CIDm00002907,CHEMBL1200796,CYCLOPHOSPHAMIDE,properties.name;properties.synonyms;properties.trade_names,PWOQRKCAHTVFLB-UHFFFAOYSA-N,O.O=P1(N(CCCl)CCCl)NCCCO1,"[""4026""]",[]
201,cyclophosphamide,CIDm00002907,CHEMBL88,CYCLOPHOSPHAMIDE ANHYDROUS,properties.synonyms,CMSMOCZEIVJLDB-UHFFFAOYSA-N,O=P1(N(CCCl)CCCl)NCCCO1,"[""4027"",""DB00531""]",[]
202,rofecoxib,CIDm00005090,CHEMBL122,ROFECOXIB,properties.name;properties.synonyms,RZJQGNCSTQAWON-UHFFFAOYSA-N,CS(=O)(=O)c1ccc(C2=C(c3ccccc3)C(=O)OC2)cc1,"[""8887"",""DB00533""]",[]
203,ciprofloxacin,CIDm00002764,CHEMBL8,CIPROFLOXACIN,properties.name;properties.synonyms;properties.trade_names,MYSWGUAQZAJSOK-UHFFFAOYSA-N,O=C(O)c1cn(C2CC2)c2cc(N3CCNCC3)c(F)cc2c1=O,"[""100241"",""ciprofloxacin"",""DB00537""]",[]
205,toremifene,CIDm03005572,CHEMBL1655,TOREMIFENE,properties.name;properties.synonyms,XFCLJVABOIYOMF-QPLCGJKRSA-N,CN(C)CCOc1ccc(/C(=C(/CCCl)c2ccccc2)c2ccccc2)cc1,"[""9635"",""DB00539""]",[]
206,vincristine,CIDm06324671,CHEMBL499458,CHEMBL499458,properties.synonyms,OGWKCGZFUXNPDA-CFWMRBGOSA-N,CC[C@]1(O)C[C@@H]2CN(CCc3c([nH]c4ccccc34)[C@@](C(=O)OC)(c3cc4c(cc3OC)N(C=O)[C@H]3[C@@](O)(C(=O)OC)[C@H](OC(C)=O)[C@]5(CC)C=CCN6CC[C@]43[C@@H]65)C2)C1,"[""DB00541""]",[]
206,vincristine,CIDm06324671,CHEMBL90555,VINCRISTINE,properties.name;properties.synonyms,OGWKCGZFUXNPDA-XQKSVPLYSA-N,CC[C@]1(O)C[C@H]2CN(CCc3c([nH]c4ccccc34)[C@@](C(=O)OC)(c3cc4c(cc3OC)N(C=O)[C@H]3[C@@](O)(C(=O)OC)[C@H](OC(C)=O)[C@]5(CC)C=CCN6CC[C@]43[C@@H]65)C2)C1,"[""28445""]",[]
207,benazepril,CIDm05362123,CHEMBL838,BENAZEPRIL,properties.name;properties.synonyms,XPCFTKFZXHTYIP-PMACEKPBSA-N,CCOC(=O)[C@H](CCc1ccccc1)N[C@H]1CCc2ccccc2N(CC(=O)O)C1=O,"[""DB00542"",""3011""]",[]
208,fluorouracil,CIDm00003385,CHEMBL185,FLUOROURACIL,properties.name;properties.synonyms;properties.trade_names,GHASVSINZRGABV-UHFFFAOYSA-N,O=c1[nH]cc(F)c(=O)[nH]1,"[""46345"",""fluorouracil"",""DB00544""]",[]
209,pyridostigmine,CIDm00004991,CHEMBL1115,PYRIDOSTIGMINE,properties.name;properties.synonyms,RVOLLAQWKVFTGE-UHFFFAOYSA-N,CN(C)C(=O)Oc1ccc[n+](C)c1,"[""8665"",""DB00545""]",[]
211,zafirlukast,CIDm00005717,CHEMBL603,ZAFIRLUKAST,properties.name;properties.synonyms;properties.trade_names,YEEZWCHGZNKEEK-UHFFFAOYSA-N,COc1cc(C(=O)NS(=O)(=O)c2ccccc2C)ccc1Cc1cn(C)c2ccc(NC(=O)OC3CCCC3)cc12,"[""zafirlukast"",""DB00549"",""10100""]",[]
212,pentostatin,CIDm00439693,CHEMBL1580,PENTOSTATIN,properties.name;properties.synonyms;properties.trade_names,FPVKHBSQESCIEP-JQCXWYLXSA-N,OC[C@H]1O[C@@H](n2cnc3c2N=CNC[C@H]3O)C[C@@H]1O,"[""pentostatin"",""DB00552""]",[]
213,piroxicam,CIDm23690938,CHEMBL527,PIROXICAM,properties.name;properties.synonyms;properties.trade_names,QYSPLQLAKJAUJT-UHFFFAOYSA-N,CN1C(C(=O)Nc2ccccn2)=C(O)c2ccccc2S1(=O)=O,"[""piroxicam"",""DB00554"",""8249""]",[]
214,lamotrigine,CIDm00003878,CHEMBL741,LAMOTRIGINE,properties.name;properties.synonyms;properties.trade_names,PYZRQGJRPPTADH-UHFFFAOYSA-N,Nc1nnc(-c2cccc(Cl)c2Cl)c(N)n1,"[""DB00555"",""6367"",""lamotrigine""]",[]
215,zanamivir,CIDm00060855,CHEMBL222813,ZANAMIVIR,properties.name;properties.synonyms,ARAIBEBZBOPLMB-UFGQHTETSA-N,CC(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)OC(C(=O)O)=C[C@@H]1NC(=N)N,"[""zanamivir"",""DB00558"",""50663""]",[]
216,bosentan,CIDm00104865,CHEMBL957,BOSENTAN,properties.name;properties.synonyms,GJPICJJJRGTNOD-UHFFFAOYSA-N,COc1ccccc1Oc1c(NS(=O)(=O)c2ccc(C(C)(C)C)cc2)nc(-c2ncccn2)nc1OCCO,"[""bosentan"",""human/EPAR/stayveer"",""human/EPAR/tracleer"",""51450"",""DB00559""]",[]
216,bosentan,CIDm00104865,RXNORM:75207,bosentan,properties.name,"","",[],[]
217,tigecycline,CIDm54686904,CHEMBL376140,TIGECYCLINE,properties.name;properties.synonyms;properties.trade_names,FPZLLRFZJZRHSY-HJYUBDRYSA-N,CN(C)c1cc(NC(=O)CNC(C)(C)C)c(O)c2c1C[C@H]1C[C@H]3[C@H](N(C)C)C(O)=C(C(N)=O)C(=O)[C@@]3(O)C(O)=C1C2=O,"[""human/EPAR/tygacil"",""DB00560"",""tigecycline"",""149836""]",[]
218,methotrexate,CIDm00126941,CHEMBL34259,METHOTREXATE,properties.name;properties.synonyms;properties.trade_names,FBOZXECLQNJBKD-ZDUSSCGKSA-N,CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1,"[""methotrexate"",""44185"",""human/EPAR/nordimet"",""DB00563""]",[]
218,methotrexate,CIDm00126941,RXNORM:6851,methotrexate,properties.name,"","",[],[]
219,carbamazepine,CIDm00002554,CHEMBL108,CARBAMAZEPINE,properties.name;properties.synonyms;properties.trade_names,FFGPTBGBLSHEPO-UHFFFAOYSA-N,NC(=O)N1c2ccccc2C=Cc2ccccc21,"[""3387"",""DB00564"",""carbamazepine""]",[]
220,cisatracurium,CIDm00062886,CHEMBL1201248,CISATRACURIUM,properties.name;properties.synonyms,YXSLJKQTIDHPOT-LJCJQEJUSA-N,COc1ccc(C[C@@H]2c3cc(OC)c(OC)cc3CC[N@+]2(C)CCC(=O)OCCCCCOC(=O)CC[N@@+]2(C)CCc3cc(OC)c(OC)cc3[C@H]2Cc2ccc(OC)c(OC)c2)cc1OC,"[""DB00565""]",[]
221,fondaparinux,CIDm00636380,CHEMBL1201202,FONDAPARINUX,properties.name;properties.synonyms,KANJSNBRCNMZMV-ABRZTLGGSA-N,CO[C@H]1O[C@H](COS(=O)(=O)O)[C@@H](O[C@@H]2O[C@@H](C(=O)O)[C@@H](O[C@H]3O[C@H](COS(=O)(=O)O)[C@@H](O[C@@H]4O[C@H](C(=O)O)[C@@H](O[C@H]5O[C@H](COS(=O)(=O)O)[C@@H](O)[C@H](O)[C@H]5NS(=O)(=O)O)[C@H](O)[C@H]4O)[C@H](OS(=O)(=O)O)[C@H]3NS(=O)(=O)O)[C@H](O)[C@H]2OS(=O)(=O)O)[C@H](O)[C@H]1NS(=O)(=O)O,"[""61033"",""DB00569""]",[]
222,propranolol,CIDm00004946,CHEMBL27,PROPRANOLOL,properties.name;properties.synonyms,AQHHHDLHHXJYJD-UHFFFAOYSA-N,CC(C)NCC(O)COc1cccc2ccccc12,"[""DB00571"",""8499""]",[]
222,propranolol,CIDm00004946,RXNORM:8787,propranolol,properties.name,"","",[],[]
223,clonidine,CIDm00002803,CHEMBL134,CLONIDINE,properties.name;properties.synonyms;properties.trade_names,GJSURZIOUXUGAL-UHFFFAOYSA-N,Clc1cccc(Cl)c1NC1=NCCN1,"[""clonidine"",""DB00575"",""3757""]",[]
224,valaciclovir,CIDm00060772,CHEMBL1349,VALACYCLOVIR,properties.synonyms,HDOVUKNUBWVHOX-QMMMGPOBSA-N,CC(C)[C@H](N)C(=O)OCCOCn1cnc2c(=O)nc(N)[nH]c21,"[""35854"",""DB00577""]",[]
225,valdecoxib,CIDm00119607,CHEMBL865,VALDECOXIB,properties.name;properties.synonyms,LNPDTQAFDNKSHK-UHFFFAOYSA-N,Cc1onc(-c2ccccc2)c1-c1ccc(S(N)(=O)=O)cc1,"[""human/EPAR/bextra"",""63634"",""DB00580""]",[]
226,voriconazole,CIDm00071616,CHEMBL638,VORICONAZOLE,properties.name;properties.synonyms;properties.trade_names,BCEHBSKCWLPMDN-MGPLVRAMSA-N,C[C@@H](c1ncncc1F)[C@](O)(Cn1cncn1)c1ccc(F)cc1F,"[""10023"",""DB00582"",""voriconazole"",""human/EPAR/vfend""]",[]
227,levocarnitine,CIDm00010917,CHEMBL1149,LEVOCARNITINE,properties.name;properties.synonyms;properties.trade_names,PHIQHXFUZVPYII-ZCFIWIBFSA-N,C[N+](C)(C)C[C@H](O)CC(=O)[O-],"[""16347"",""DB00583"",""levocarnitine""]",[]
228,enalapril,CIDm05388961,CHEMBL578,ENALAPRIL,properties.name;properties.synonyms,GBXSMTUPTTWBMN-XIRDDKMYSA-N,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1CCC[C@H]1C(=O)O,"[""4784"",""DB00584""]",[]
229,nizatidine,CIDm03033637,CHEMBL3183075,NIZATIDINE,properties.name;properties.synonyms;properties.trade_names,SGXXNSQHWDMGGP-UHFFFAOYSA-N,CNC(=C[N+](=O)[O-])NCCSCc1csc(CN(C)C)n1,"[""nizatidine"",""7601"",""DB00585""]",[]
230,diclofenac,CIDm00003032,CHEMBL139,DICLOFENAC,properties.name;properties.synonyms,DCOPUUMXTXDBNB-UHFFFAOYSA-N,O=C(O)Cc1ccccc1Nc1c(Cl)cccc1Cl,"[""DB00586"",""diclofenac"",""47381""]",[]
231,doxazosin,CIDm00003157,CHEMBL707,DOXAZOSIN,properties.name;properties.synonyms,RUZYUOTYCVRMRZ-UHFFFAOYSA-N,COc1cc2nc(N3CCN(C(=O)C4COc5ccccc5O4)CC3)nc(N)c2cc1OC,"[""4708"",""DB00590""]",[]
232,amiloride,CIDm00016230,CHEMBL945,AMILORIDE,properties.name;properties.synonyms,XSDQTOBWRPYKKA-UHFFFAOYSA-N,N=C(N)NC(=O)c1nc(Cl)c(N)nc1N,"[""DB00594"",""2639""]",[]
233,gadoteridol,CIDm00060714,CHEMBL1200593,GADOTERIDOL,properties.name;properties.synonyms,"","","[""31643"",""gadoteridol""]",[]
233,gadoteridol,CIDm00060714,DRUGBANK:DB00597,Gadoteridol,properties.name;properties.synonyms,DPNNNPAKRZOSMO-UHFFFAOYSA-K,"",[],"[""APRD00992""]"
234,labetalol,CIDm00003869,CHEMBL429,LABETALOL,properties.name;properties.synonyms,SGUAFYQXFOLMHL-UHFFFAOYSA-N,CC(CCc1ccccc1)NCC(O)c1ccc(O)c(C(N)=O)c1,"[""DB00598"",""6343""]",[]
235,linezolid,CIDm00441401,CHEMBL126,LINEZOLID,properties.name;properties.synonyms;properties.trade_names,TYZROVQLWOKYKF-ZDUSSCGKSA-N,CC(=O)NC[C@H]1CN(c2ccc(N3CCOCC3)c(F)c2)C(=O)O1,"[""DB00601"",""linezolid"",""63607""]",[]
236,ivermectin,CIDm06435110,CHEMBL1200633,IVERMECTIN,properties.name;properties.synonyms;properties.trade_names,SPBDXSGPUHCETR-JFUDTMANSA-N,CC[C@H](C)[C@H]1O[C@]2(CC[C@@H]1C)C[C@@H]1C[C@@H](C/C=C(\C)[C@@H](O[C@H]3C[C@H](OC)[C@@H](O[C@H]4C[C@H](OC)[C@@H](O)[C@H](C)O4)[C@H](C)O3)[C@@H](C)/C=C/C=C3\CO[C@@H]4[C@H](O)C(C)=C[C@@H](C(=O)O1)[C@]34O)O2.CO[C@H]1C[C@H](O[C@H]2[C@H](C)O[C@@H](O[C@@H]3/C(C)=C/C[C@@H]4C[C@@H](C[C@]5(CC[C@H](C)[C@@H](C(C)C)O5)O4)OC(=O)[C@@H]4C=C(C)[C@@H](O)[C@H]5OC/C(=C\C=C\[C@@H]3C)[C@]54O)C[C@@H]2OC)O[C@@H](C)[C@@H]1O,"[""ivermectin""]",[]
236,ivermectin,CIDm06435110,DRUGBANK:DB00602,Ivermectin,properties.name;properties.synonyms,SPBDXSGPUHCETR-JFUDTMANSA-N,"",[],"[""APRD01058""]"
237,medroxyprogesterone,CIDm00010631,CHEMBL717,MEDROXYPROGESTERONE ACETATE,properties.synonyms,PSGAAPLEWMOORI-PEINSRQWSA-N,CC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3C[C@H](C)C4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C,"[""6716"",""DB00603"",""medroxyprogesterone%20acetate""]",[]
238,butorphanol,CIDm05361092,CHEMBL33986,BUTORPHANOL,properties.name;properties.synonyms,IFKLAQQSCNILHL-QHAWAJNXSA-N,Oc1ccc2c(c1)[C@@]13CCCC[C@@]1(O)[C@@H](C2)N(CC1CCC1)CC3,"[""3242""]",[]
238,butorphanol,CIDm05361092,DRUGBANK:DB00611,Butorphanol,properties.name;properties.synonyms,IFKLAQQSCNILHL-QHAWAJNXSA-N,OC1=CC2=C(C[C@H]3N(CC4CCC4)CC[C@@]22CCCC[C@@]32O)C=C1,[],"[""APRD00835""]"
239,bisoprolol,CIDm00002405,CHEMBL645,BISOPROLOL,properties.name;properties.synonyms,VHYCDWMUTMEGQY-UHFFFAOYSA-N,CC(C)NCC(O)COc1ccc(COCCOC(C)C)cc1,"[""DB00612"",""3127""]",[]
240,rifabutin,CIDm06323490,CHEMBL444633,RIFABUTIN,properties.name;properties.synonyms;properties.trade_names,ATEBXHFBFRCZMA-VXTBVIBXSA-N,CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C)c(O)c4c(c3C2=O)C2=NC3(CCN(CC(C)C)CC3)NC2=C(NC(=O)/C(C)=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C)C4=O,"[""45367"",""DB00615"",""rifabutin""]",[]
241,imatinib,CIDm00005291,CHEMBL941,IMATINIB,properties.name;properties.synonyms,KTUFNOKKBVMGRW-UHFFFAOYSA-N,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1,"[""DB00619"",""45783""]",[]
242,triamcinolone,CIDm00031307,CHEMBL1451,TRIAMCINOLONE,properties.name;properties.synonyms;properties.trade_names,GFNANZIMVAIWHM-OBYCQNJPSA-N,C[C@]12C=CC(=O)C=C1CC[C@H]1[C@@H]3C[C@@H](O)[C@](O)(C(=O)CO)[C@@]3(C)C[C@H](O)[C@@]12F,"[""DB00620"",""9667""]",[]
243,testosterone,CIDm00006013,CHEMBL386630,TESTOSTERONE,properties.name;properties.synonyms;properties.trade_names,MUMGGOZAMZWBJJ-DYKIIFRCSA-N,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@@H]2O,"[""human/EPAR/intrinsa"",""testosterone"",""17347"",""DB00624""]",[]
243,testosterone,CIDm00006013,RXNORM:10379,testosterone,properties.name,"","",[],[]
244,efavirenz,CIDm00064139,CHEMBL223228,EFAVIRENZ,properties.name;properties.synonyms;properties.trade_names,XPOQHMRABVBWPR-ZDUSSCGKSA-N,O=C1Nc2ccc(Cl)cc2[C@@](C#CC2CC2)(C(F)(F)F)O1,"[""119486"",""human/EPAR/sustiva"",""DB00625"",""efavirenz""]",[]
246,clofarabine,CIDm00119182,CHEMBL1750,CLOFARABINE,properties.name;properties.synonyms,WDDPHFBMKLOVOX-AYQXTPAHSA-N,Nc1nc(Cl)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1F,"[""human/EPAR/evoltra"",""DB00631"",""clofarabine"",""681569""]",[]
247,dexmedetomidine,CIDm05311068,CHEMBL778,DEXMEDETOMIDINE,properties.name;properties.synonyms,CUHVIMMYOGQXCV-NSHDSACASA-N,Cc1cccc([C@H](C)c2c[nH]cn2)c1C,"[""DB00633"",""4466""]",[]
248,adenosine,CIDm00060961,CHEMBL477,ADENOSINE,properties.name;properties.synonyms;properties.trade_names,OIRDTQYFTABQOQ-KQYNXXCUSA-N,Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,"[""adenosine"",""DB00640"",""16335""]",[]
249,simvastatin,CIDm00054454,CHEMBL1064,SIMVASTATIN,properties.name;properties.synonyms;properties.trade_names,RYMZZMVNJRMUDD-HGQWONQESA-N,CCC(C)(C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@H]21,"[""simvastatin"",""DB00641"",""9150""]",[]
250,pemetrexed,CIDm00060843,CHEMBL225072,PEMETREXED,properties.name;properties.synonyms,WBXPDJSOTKVWSJ-ZDUSSCGKSA-N,Nc1nc2[nH]cc(CCc3ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc3)c2c(=O)[nH]1,"[""DB00642"",""63616""]",[]
251,gonadorelin,CIDm00036523,CHEMBL1007,GONADORELIN,properties.name;properties.synonyms,XLXSAKCOAKORKW-AQJXLSMYSA-N,CC(C)C[C@H](NC(=O)CNC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CO)NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](Cc1cnc[nH]1)NC(=O)[C@@H]1CCC(=O)N1)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N1CCC[C@H]1C(=O)NCC(N)=O,"[""5520""]",[]
251,gonadorelin,CIDm00036523,CHEMBL1981292,CHEMBL1981292,properties.synonyms,XLXSAKCOAKORKW-UHFFFAOYSA-N,CC(C)CC(NC(=O)CNC(=O)C(Cc1ccc(O)cc1)NC(=O)C(CO)NC(=O)C(Cc1c[nH]c2ccccc12)NC(=O)C(Cc1c[nH]cn1)NC(=O)C1CCC(=O)N1)C(=O)NC(CCCNC(=N)N)C(=O)N1CCCC1C(=O)NCC(N)=O,"[""DB00644""]",[]
252,stavudine,CIDm00018283,CHEMBL991,STAVUDINE,properties.name;properties.synonyms;properties.trade_names,XNKLLVCARDGLGL-JGVFFNPUSA-N,Cc1cn([C@H]2C=C[C@@H](CO)O2)c(=O)[nH]c1=O,"[""63581"",""stavudine"",""DB00649"",""human/EPAR/zerit""]",[]
254,latanoprost,CIDm05311221,CHEMBL1051,LATANOPROST,properties.name;properties.synonyms;properties.trade_names,GGXICVAJURFBLW-CEYXHVGTSA-N,CC(C)OC(=O)CCC/C=C\C[C@@H]1[C@@H](CC[C@@H](O)CCc2ccccc2)[C@H](O)C[C@@H]1O,"[""latanoprost"",""DB00654"",""6384""]",[]
255,estrone,CIDm03001028,CHEMBL1405,ESTRONE,properties.name;properties.synonyms;properties.trade_names,DNXHEGUUPJUMQT-CBZIJGRNSA-N,C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CCC2=O,"[""DB00655"",""17263""]",[]
256,trazodone,CIDm00005533,CHEMBL621,TRAZODONE,properties.name;properties.synonyms,PHLBKPHSAVXXEF-UHFFFAOYSA-N,O=c1n(CCCN2CCN(c3cccc(Cl)c3)CC2)nc2ccccn12,"[""9654"",""DB00656""]",[]
257,sevelamer,CIDm03085017,CHEMBL5314349,SEVELAMER,properties.name;properties.synonyms,"","",[],[]
257,sevelamer,CIDm03085017,DRUGBANK:DB00658,Sevelamer,properties.name;properties.synonyms,ZNSIZMQNQCNRBW-UHFFFAOYSA-N,"",[],"[""APRD01226""]"
258,acamprosate,CIDm00071158,CHEMBL1201293,ACAMPROSATE,properties.name;properties.synonyms,AFCGFAGUEYAMAO-UHFFFAOYSA-N,CC(=O)NCCCS(=O)(=O)O,"[""DB00659"",""51041""]",[]
259,verapamil,CIDm00002520,CHEMBL6966,VERAPAMIL,properties.name;properties.synonyms,SGTNSNPWRIOYBX-UHFFFAOYSA-N,COc1ccc(CCN(C)CCCC(C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC,"[""77733"",""DB00661""]",[]
260,nilutamide,CIDm00004493,CHEMBL1274,NILUTAMIDE,properties.name;properties.synonyms;properties.trade_names,XWXYUMMDTVBTOU-UHFFFAOYSA-N,CC1(C)NC(=O)N(c2ccc([N+](=O)[O-])c(C(F)(F)F)c2)C1=O,"[""DB00665"",""nilutamide"",""7573""]",[]
261,nafarelin,CIDm25077649,CHEMBL1201309,NAFARELIN,properties.name;properties.synonyms,PPXLVGBVOZLEIW-ITQXDASVSA-N,CC(C)C[C@H](NC(=O)[C@@H](Cc1cccc2ccccc12)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CO)NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](Cc1cnc[nH]1)NC(=O)[C@@H]1CCC(=O)N1)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N1CCC[C@H]1C(=O)NCC(N)=O,[],[]
261,nafarelin,CIDm25077649,DRUGBANK:DB00666,Nafarelin,properties.name;properties.synonyms,RWHUEXWOYVBUCI-ITQXDASVSA-N,CC(C)C[C@H](NC(=O)[C@@H](CC1=CC2=C(C=CC=C2)C=C1)NC(=O)[C@H](CC1=CC=C(O)C=C1)NC(=O)[C@H](CO)NC(=O)[C@H](CC1=CNC2=C1C=CC=C2)NC(=O)[C@H](CC1=CNC=N1)NC(=O)[C@@H]1CCC(=O)N1)C(=O)N[C@@H](CCCNC(N)=N)C(=O)N1CCC[C@H]1C(=O)NCC(N)=O,[],"[""APRD01129""]"
