matrix_index,drug_name,stitch_id,optimuskg_id,optimuskg_name,matched_field,inchi_key,canonical_smiles,source_ids,accession_numbers
585,ospemifene,CIDm03036505,CHEMBL2105395,OSPEMIFENE,properties.name;properties.synonyms,LUMKNAVTFCDUIE-VHXPQNKSSA-N,OCCOc1ccc(/C(=C(/CCCl)c2ccccc2)c2ccccc2)cc1,"[""ospemifene"",""73275"",""DB04938"",""human/EPAR/senshio""]",[]
586,iloperidone,CIDm00071360,CHEMBL14376,ILOPERIDONE,properties.name;properties.synonyms;properties.trade_names,XMXHEBAFVSFQEX-UHFFFAOYSA-N,COc1cc(C(C)=O)ccc1OCCCN1CCC(c2noc3cc(F)ccc23)CC1,"[""iloperidone"",""DB04946"",""65173""]",[]
587,retigabine,CIDm00121892,CHEMBL41355,EZOGABINE,properties.synonyms,PCOBBVZJEWWZFR-UHFFFAOYSA-N,CCOC(=O)Nc1ccc(NCc2ccc(F)cc2)cc1N,"[""DB04953"",""human/EPAR/trobalt"",""68584""]",[]
589,belinostat,CIDm06918638,CHEMBL408513,BELINOSTAT,properties.name;properties.synonyms,NCNRHFGMJRPRSK-MDZDMXLPSA-N,O=C(/C=C/c1cccc(S(=O)(=O)Nc2ccccc2)c1)NO,"[""DB05015"",""belinostat"",""61076""]",[]
590,indacaterol,CIDm06918554,CHEMBL1095777,INDACATEROL,properties.name;properties.synonyms,QZZUEBNBZAPZLX-QFIPXVFZSA-N,CCc1cc2c(cc1CC)CC(NC[C@H](O)c1ccc(O)c3[nH]c(=O)ccc13)C2,"[""DB05039"",""68575""]",[]
591,trabectedin,CIDm00108150,CHEMBL450449,TRABECTEDIN,properties.name;properties.synonyms,PKVRCIRHQMSYJX-AIFWHQITSA-N,COc1cc2c(cc1O)CCN[C@]21CS[C@@H]2c3c(OC(C)=O)c(C)c4c(c3[C@H](COC1=O)N1[C@@H]2[C@H]2c3c(cc(C)c(OC)c3O)C[C@@H]([C@@H]1O)N2C)OCO4,"[""human/EPAR/yondelis"",""DB05109"",""84050"",""trabectedin""]",[]
593,rotigotine,CIDm00059226,CHEMBL1303,ROTIGOTINE,properties.name;properties.synonyms,KFQYTPMOWPVWEJ-INIZCTEOSA-N,CCCN(CCc1cccs1)[C@H]1CCc2c(O)cccc2C1,"[""rotigotine"",""human/EPAR/leganto"",""DB05271""]",[]
595,vandetanib,CIDm03081361,CHEMBL24828,VANDETANIB,properties.name;properties.synonyms,UHTHHESEBZOYNR-UHFFFAOYSA-N,COc1cc2/c(=N/c3ccc(Br)cc3F)nc[nH]c2cc1OCC1CCN(C)CC1,"[""human/EPAR/caprelsa"",""vandetanib"",""49960"",""DB05294""]",[]
596,ecallantide,CIDm44201343,CHEMBL1201837,ECALLANTIDE,properties.name;properties.synonyms,"","","[""ecallantide""]",[]
596,ecallantide,CIDm44201343,DRUGBANK:DB05311,Ecallantide,properties.name;properties.synonyms,"","",[],[]
597,romiplostim,CIDm05329098,CHEMBL1201832,ROMIPLOSTIM,properties.name;properties.synonyms,"","","[""human/EPAR/nplate"",""romiplostim""]",[]
597,romiplostim,CIDm05329098,DRUGBANK:DB05332,Romiplostim,properties.name;properties.synonyms,"","",[],[]
598,dexlansoprazole,CIDm09578005,CHEMBL1201863,DEXLANSOPRAZOLE,properties.name;properties.synonyms,MJIHNNLFOKEZEW-RUZDIDTESA-N,Cc1c(OCC(F)(F)F)ccnc1C[S@@+]([O-])c1nc2ccccc2[nH]1,"[""DB05351"",""dexlansoprazole""]",[]
599,telaprevir,CIDm03010818,CHEMBL231813,TELAPREVIR,properties.name;properties.synonyms,BBAWEDCPNXPBQM-GDEBMMAJSA-N,CCC[C@H](NC(=O)[C@@H]1[C@H]2CCC[C@H]2CN1C(=O)[C@@H](NC(=O)[C@@H](NC(=O)c1cnccn1)C1CCCCC1)C(C)(C)C)C(=O)C(=O)NC1CC1,"[""68595"",""DB05521"",""human/EPAR/incivo""]",[]
600,mipomersen,CIDm44564107,CHEMBL2219536,MIPOMERSEN,properties.name;properties.synonyms,TZRFSLHOCZEXCC-HIVFKXHNSA-N,COCCO[C@@H]1[C@H](SP(=O)(O)OC[C@H]2O[C@@H](n3cc(C)c(=O)[nH]c3=O)[C@H](OCCOC)[C@@H]2SP(=O)(O)OC[C@H]2O[C@@H](n3cc(C)c(N)nc3=O)[C@H](OCCOC)[C@@H]2SP(=O)(O)OC[C@H]2O[C@@H](n3cnc4c(N)ncnc43)C[C@@H]2SP(=O)(O)OC[C@H]2O[C@@H](n3cnc4c(=O)[nH]c(N)nc43)C[C@@H]2SP(=O)(O)OC[C@H]2O[C@@H](n3cc(C)c(=O)[nH]c3=O)C[C@@H]2SP(=O)(O)OC[C@H]2O[C@@H](n3cc(C)c(N)nc3=O)C[C@@H]2SP(=O)(O)OC[C@H]2O[C@@H](n3cc(C)c(=O)[nH]c3=O)C[C@@H]2SP(=O)(O)OC[C@H]2O[C@@H](n3cnc4c(=O)[nH]c(N)nc43)C[C@@H]2SP(=O)(O)OC[C@H]2O[C@@H](n3cc(C)c(N)nc3=O)C[C@@H]2SP(=O)(O)OC[C@H]2O[C@@H](n3cc(C)c(=O)[nH]c3=O)C[C@@H]2SP(=O)(O)OC[C@H]2O[C@@H](n3cc(C)c(=O)[nH]c3=O)C[C@@H]2SP(=O)(O)OC[C@H]2O[C@@H](n3cc(C)c(N)nc3=O)C[C@@H]2SP(=O)(O)OC[C@H]2O[C@@H](n3cnc4c(=O)[nH]c(N)nc43)[C@H](OCCOC)[C@@H]2SP(=O)(O)OC[C@@H]2O[C@H](n3cc(C)c(N)nc3=O)[C@@H](OCCOC)[C@H]2SP(=O)(O)OC[C@@H]2O[C@H](n3cnc4c(N)ncnc43)[C@@H](OCCOC)[C@H]2SP(=O)(O)OC[C@@H]2O[C@H](n3cc(C)c(N)nc3=O)[C@@H](OCCOC)[C@H]2SP(=O)(O)OC[C@@H]2O[C@H](n3cc(C)c(N)nc3=O)[C@@H](OCCOC)[C@H]2O)[C@@H](COP(=O)(O)S[C@H]2[C@@H](OCCOC)[C@H](n3cc(C)c(N)nc3=O)O[C@@H]2COP(=O)(O)S[C@H]2[C@@H](OCCOC)[C@H](n3cnc4c(=O)[nH]c(N)nc43)O[C@@H]2CO)O[C@H]1n1cc(C)c(N)nc1=O,[],[]
600,mipomersen,CIDm44564107,DRUGBANK:DB05528,Mipomersen,properties.name;properties.synonyms,"","",[],[]
601,apremilast,CIDm11561674,CHEMBL514800,APREMILAST,properties.name;properties.synonyms,IMOZEMNVLZVGJZ-QGZVFWFLSA-N,CCOc1cc([C@@H](CS(C)(=O)=O)N2C(=O)c3cccc(NC(C)=O)c3C2=O)ccc1OC,"[""apremilast"",""DB05676"",""78540"",""human/EPAR/otezla""]",[]
602,ustekinumab,CIDm00121749,CHEMBL1201835,USTEKINUMAB,properties.name;properties.synonyms,"","","[""ustekinumab"",""human/EPAR/stelara""]",[]
602,ustekinumab,CIDm00121749,DRUGBANK:DB05679,Ustekinumab,properties.name;properties.synonyms,"","",[],[]
603,abiraterone,CIDm00132971,CHEMBL254328,ABIRATERONE,properties.name;properties.synonyms,GZOSMCIZMLWJML-VJLLXTKPSA-N,C[C@]12CC[C@H](O)CC1=CC[C@@H]1[C@@H]2CC[C@]2(C)C(c3cccnc3)=CC[C@@H]12,"[""68642"",""DB05812""]",[]
603,abiraterone,CIDm00132971,RXNORM:1100072,abiraterone,properties.name,"","",[],[]
604,mianserin,CIDm00004184,CHEMBL6437,MIANSERIN,properties.name;properties.synonyms,UEQUQVLFIPOEMF-UHFFFAOYSA-N,CN1CCN2c3ccccc3Cc3ccccc3C2C1,"[""51137"",""DB06148""]",[]
605,acetylcysteine,CIDm00012035,CHEMBL600,ACETYLCYSTEINE,properties.name;properties.synonyms;properties.trade_names,PWKSKIMOESPYIA-BYPYZUCNSA-N,CC(=O)N[C@@H](CS)C(=O)O,"[""acetylcysteine"",""28939"",""DB06151""]",[]
606,romidepsin,CIDm05352062,CHEMBL343448,ROMIDEPSIN,properties.name;properties.synonyms,OHRURASPPZQGQM-GCCNXGTGSA-N,C/C=C1\NC(=O)[C@H]2CSSCC/C=C/[C@H](CC(=O)N[C@H](C(C)C)C(=O)N2)OC(=O)[C@H](C(C)C)NC1=O,"[""61080"",""DB06176"",""romidepsin""]",[]
607,rufinamide,CIDm00129228,CHEMBL1201754,RUFINAMIDE,properties.name;properties.synonyms;properties.trade_names,POGQSBRIGCQNEG-UHFFFAOYSA-N,NC(=O)c1cn(Cc2c(F)cccc2F)nn1,"[""rufinamide"",""DB06201"",""human/EPAR/inovelon""]",[]
608,lasofoxifene,CIDm00216416,CHEMBL328190,LASOFOXIFENE,properties.name;properties.synonyms,GXESHMAMLJKROZ-IAPPQJPRSA-N,Oc1ccc2c(c1)CC[C@H](c1ccccc1)[C@@H]2c1ccc(OCCN2CCCC2)cc1,"[""DB06202""]",[]
609,tapentadol,CIDm09838021,CHEMBL1201776,TAPENTADOL,properties.name;properties.synonyms,KWTWDQCKEHXFFR-SMDDNHRTSA-N,CC[C@@H](c1cccc(O)c1)[C@@H](C)CN(C)C,"[""DB06204""]",[]
610,silodosin,CIDm05312125,CHEMBL24778,SILODOSIN,properties.name;properties.synonyms,PNCPYILNMDWPEY-QGZVFWFLSA-N,C[C@H](Cc1cc2c(c(C(N)=O)c1)N(CCCO)CC2)NCCOc1ccccc1OCC(F)(F)F,"[""DB06207"",""silodosin"",""human/EPAR/silodyx""]",[]
611,prasugrel,CIDm06918456,CHEMBL1201772,PRASUGREL,properties.name;properties.synonyms,DTGLZDAWLRGWQN-UHFFFAOYSA-N,CC(=O)Oc1cc2c(s1)CCN(C(C(=O)C1CC1)c1ccccc1F)C2,"[""87723"",""DB06209""]",[]
611,prasugrel,CIDm06918456,RXNORM:613391,prasugrel,properties.name,"","",[],[]
612,eltrombopag,CIDm25181561,CHEMBL461101,ELTROMBOPAG,properties.name;properties.synonyms,XDXWLKQMMKQXPV-QYQHSDTDSA-N,CC1=NN(c2ccc(C)c(C)c2)C(=O)/C1=N\Nc1cccc(-c2cccc(C(=O)O)c2)c1O,"[""85010"",""DB06210""]",[]
613,doripenem,CIDm00073303,CHEMBL491571,DORIPENEM,properties.name;properties.synonyms,AVAACINZEOAHHE-VFZPANTDSA-N,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(S[C@@H]3CN[C@H](CNS(N)(=O)=O)C3)[C@H](C)[C@H]12,"[""DB06211""]",[]
614,tolvaptan,CIDm00216237,CHEMBL344159,TOLVAPTAN,properties.name;properties.synonyms,GYHCTFXIZSNGJT-UHFFFAOYSA-N,Cc1ccccc1C(=O)Nc1ccc(C(=O)N2CCCC(O)c3cc(Cl)ccc32)c(C)c1,"[""human/EPAR/jinarc"",""tolvaptan""]",[]
614,tolvaptan,CIDm00216237,DRUGBANK:DB06212,Tolvaptan,properties.name,GYHCTFXIZSNGJT-XMMPIXPASA-N,CC1=C(C=CC=C1)C(=O)NC1=CC(C)=C(C=C1)C(=O)N1CCCC(O)C2=CC(Cl)=CC=C12,[],[]
615,regadenoson,CIDm00219024,CHEMBL317052,REGADENOSON ANHYDROUS,properties.synonyms,LZPZPHGJDAGEJZ-AKAIJSEGSA-N,CNC(=O)c1cnn(-c2nc(N)c3ncn([C@@H]4O[C@H](CO)[C@@H](O)[C@H]4O)c3n2)c1,"[""DB06213""]",[]
615,regadenoson,CIDm00219024,CHEMBL3989695,REGADENOSON,properties.name;properties.synonyms,CDQVVPUXSPZONN-WPPLYIOHSA-N,CNC(=O)c1cnn(-c2nc(N)c3ncn([C@@H]4O[C@H](CO)[C@@H](O)[C@H]4O)c3n2)c1.O,"[""human/EPAR/rapiscan"",""regadenoson""]",[]
616,asenapine,CIDm00163091,CHEMBL3187365,ASENAPINE,properties.name;properties.synonyms,VSWBSWWIRNCQIJ-UHFFFAOYSA-N,CN1CC2c3ccccc3Oc3ccc(Cl)cc3C2C1,"[""71255"",""asenapine""]",[]
616,asenapine,CIDm00163091,CHEMBL3544974,ASENAPINE MALEATE,properties.synonyms,GMDCDXMAFMEDAG-BTJKTKAUSA-N,CN1CC2c3ccccc3Oc3ccc(Cl)cc3C2C1.O=C(O)/C=C\C(=O)O,"[""asenapine%20maleate"",""human/EPAR/sycrest"",""DB06216""]",[]
617,vernakalant,CIDm09930048,CHEMBL2111112,VERNAKALANT,properties.name;properties.synonyms,VBHQKCBVWWUUKN-KZNAEPCWSA-N,COc1ccc(CCO[C@@H]2CCCC[C@H]2N2CC[C@@H](O)C2)cc1OC,"[""DB06217""]",[]
618,lacosamide,CIDm00219078,CHEMBL58323,LACOSAMIDE,properties.name;properties.synonyms;properties.trade_names,VPPJLAIAVCUEMN-GFCCVEGCSA-N,COC[C@@H](NC(C)=O)C(=O)NCc1ccccc1,"[""human/EPAR/vimpat"",""DB06218"",""lacosamide""]",[]
618,lacosamide,CIDm00219078,RXNORM:623400,lacosamide,properties.name,"","",[],[]
619,dalbavancin,CIDm44567678,CHEMBL3301669,DALBAVANCIN,properties.name;properties.synonyms,KGPGQDLTDHGEGT-SZUNQUCBSA-N,CN[C@H]1C(=O)N[C@@H]2Cc3ccc(cc3)Oc3cc4cc(c3O[C@@H]3O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]3NC(=O)CCCCCCCCC(C)C)Oc3ccc(cc3Cl)[C@@H](O)[C@@H]3NC(=O)[C@H](NC(=O)[C@@H]4NC(=O)[C@@H](NC2=O)c2cc(cc(O)c2Cl)Oc2cc1ccc2O)c1ccc(O)c(c1)-c1c(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]2O)cc(O)cc1[C@@H](C(=O)NCCCN(C)C)NC3=O,"[""82721""]",[]
619,dalbavancin,CIDm44567678,DRUGBANK:DB06219,Dalbavancin,properties.name;properties.synonyms,KGPGQDLTDHGEGT-SZUNQUCBSA-N,CN[C@@H]1C2=CC(OC3=CC([C@@H]4NC(=O)[C@@H](CC5=CC=C(OC6=C(O[C@@H]7O[C@@H]([C@@H](O)[C@H](O)[C@H]7NC(=O)CCCCCCCCC(C)C)C(O)=O)C7=CC(=C6)[C@@H](NC4=O)C(=O)N[C@@H]4C6=CC(=C(O)C=C6)C6=C(O[C@H]8O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]8O)C=C(O)C=C6[C@H](NC(=O)[C@@H](NC4=O)[C@H](O)C4=CC(Cl)=C(O7)C=C4)C(=O)NCCCN(C)C)C=C5)NC1=O)=C(Cl)C(O)=C3)=C(O)C=C2,[],[]
620,rivaroxaban,CIDm09875401,CHEMBL198362,RIVAROXABAN,properties.name;properties.synonyms,KGFYHTZWPPHNLQ-AWEZNQCLSA-N,O=C(NC[C@H]1CN(c2ccc(N3CCOCC3=O)cc2)C(=O)O1)c1ccc(Cl)s1,"[""rivaroxaban"",""human/EPAR/xarelto"",""68579"",""DB06228""]",[]
621,nalmefene,CIDm05284594,CHEMBL982,NALMEFENE,properties.name;properties.synonyms,WJBLNOPPDWQMCH-MBPVOVBZSA-N,C=C1CC[C@@]2(O)[C@H]3Cc4ccc(O)c5c4[C@@]2(CCN3CC2CC2)[C@H]1O5,"[""7457"",""DB06230""]",[]
622,avanafil,CIDm09869929,CHEMBL1963681,AVANAFIL,properties.name;properties.synonyms,WEAJZXNPAWBCOA-INIZCTEOSA-N,COc1ccc(CNc2nc(N3CCC[C@H]3CO)ncc2C(=O)NCc2ncccn2)cc1Cl,"[""human/EPAR/spedra"",""66876"",""avanafil"",""DB06237""]",[]
623,eflornithine,CIDm00003009,CHEMBL830,EFLORNITHINE,properties.name;properties.synonyms,VLCYCQAOQCDTCN-UHFFFAOYSA-N,NCCCC(N)(C(=O)O)C(F)F,"[""DB06243"",""41948""]",[]
624,droxidopa,CIDm00092974,CHEMBL2103827,DROXIDOPA,properties.name;properties.synonyms,QXWYKJLNLSIPIN-JGVFFNPUSA-N,N[C@H](C(=O)O)[C@H](O)c1ccc(O)c(O)c1,"[""DB06262"",""31524"",""droxidopa""]",[]
625,sitaxentan,CIDm00216235,CHEMBL282724,SITAXENTAN,properties.name;properties.synonyms,PHWXUGHIIBDVKD-UHFFFAOYSA-N,Cc1cc2c(cc1CC(=O)c1sccc1S(=O)(=O)Nc1onc(C)c1Cl)OCO2,"[""DB06268""]",[]
626,ziconotide,CIDm16129690,CHEMBL4594214,ZICONOTIDE,properties.name;properties.synonyms,BPKIMPVREBSLAJ-QTBYCLKRSA-N,CSCC[C@@H]1NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CO)NC(=O)[C@@H]2CSSC[C@@H]3NC(=O)[C@H](CO)NC(=O)CNC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](CSSC[C@H](N)C(=O)N[C@@H](CCCCN)C(=O)NCC(=O)N[C@@H](CCCCN)C(=O)NCC(=O)N[C@@H](C)C(=O)N[C@@H](CCCCN)C(=O)N2)NC(=O)[C@H](CSSC[C@@H](C(N)=O)NC(=O)[C@H](CCCCN)NC(=O)CNC(=O)[C@H](CO)NC(=O)[C@H](CCCNC(=N)N)NC3=O)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](Cc2ccc(O)cc2)NC1=O,[],[]
626,ziconotide,CIDm16129690,DRUGBANK:DB06283,Ziconotide,properties.name;properties.synonyms,BPKIMPVREBSLAJ-QTBYCLKRSA-N,CSCC[C@@H]1NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCCNC(N)=N)NC(=O)[C@H](CO)NC(=O)[C@@H]2CSSC[C@@H]3NC(=O)[C@H](CO)NC(=O)CNC(=O)[C@@H](NC(=O)[C@H](CSSC[C@H](N)C(=O)N[C@@H](CCCCN)C(=O)NCC(=O)N[C@@H](CCCCN)C(=O)NCC(=O)N[C@@H](C)C(=O)N[C@@H](CCCCN)C(=O)N2)NC(=O)[C@H](CSSC[C@H](NC(=O)[C@H](CCCCN)NC(=O)CNC(=O)[C@H](CO)NC(=O)[C@H](CCCNC(N)=N)NC3=O)C(N)=O)NC(=O)[C@H](CC(O)=O)NC(=O)[C@H](CC2=CC=C(O)C=C2)NC1=O)[C@@H](C)O,[],[]
627,teriparatide,CIDm16129682,CHEMBL525610,TERIPARATIDE,properties.name;properties.synonyms,OGBMKVWORPGQRR-UMXFMPSGSA-N,CC[C@H](C)[C@H](NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CO)NC(=O)[C@@H](NC(=O)[C@@H](N)CO)C(C)C)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCSC)C(=O)N[C@@H](Cc1cnc[nH]1)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](CC(C)C)C(=O)NCC(=O)N[C@@H](CCCCN)C(=O)N[C@@H](Cc1cnc[nH]1)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](CO)C(=O)N[C@@H](CCSC)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@H](C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@H](C(=O)N[C@@H](Cc1cnc[nH]1)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](Cc1ccccc1)C(=O)O)C(C)C)C(C)C,"[""teriparatide"",""human/EPAR/teriparatide-sun""]",[]
627,teriparatide,CIDm16129682,DRUGBANK:DB06285,Teriparatide,properties.name;properties.synonyms,OGBMKVWORPGQRR-UMXFMPSGSA-N,CC[C@H](C)[C@H](NC(=O)[C@H](CCC(O)=O)NC(=O)[C@H](CO)NC(=O)[C@@H](NC(=O)[C@@H](N)CO)C(C)C)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCSC)C(=O)N[C@@H](CC1=CNC=N1)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](CC(C)C)C(=O)NCC(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CC1=CNC=N1)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](CO)C(=O)N[C@@H](CCSC)C(=O)N[C@@H](CCC(O)=O)C(=O)N[C@@H](CCCNC(N)=N)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](CCC(O)=O)C(=O)N[C@@H](CC1=CNC2=C1C=CC=C2)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCNC(N)=N)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CC(O)=O)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](CC1=CNC=N1)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](CC1=CC=CC=C1)C(O)=O,[],"[""DB05581""]"
628,temsirolimus,CIDm06918289,CHEMBL1201182,TEMSIROLIMUS,properties.name;properties.synonyms,CBPNZQVSJQDFBE-FUXHJELOSA-N,CO[C@H]1C[C@@H]2CC[C@@H](C)[C@@](O)(O2)C(=O)C(=O)N2CCCC[C@H]2C(=O)O[C@H]([C@H](C)C[C@@H]2CC[C@@H](OC(=O)C(C)(CO)CO)[C@H](OC)C2)CC(=O)[C@H](C)/C=C(\C)[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)/C=C/C=C/C=C/1C,"[""79699"",""temsirolimus"",""DB06287"",""human/EPAR/torisel""]",[]
629,amisulpride,CIDm00002159,CHEMBL243712,AMISULPRIDE,properties.name;properties.synonyms,NTJOBXMMWNYJFB-UHFFFAOYSA-N,CCN1CCCC1CNC(=O)c1cc(S(=O)(=O)CC)c(N)cc1OC,"[""amisulpride"",""64045"",""DB06288""]",[]
630,simeprevir,CIDm24873435,CHEMBL501849,SIMEPREVIR,properties.name;properties.synonyms,JTZZSQYMACOLNN-VDWJNHBNSA-N,COc1ccc2c(O[C@@H]3C[C@H]4C(=O)N[C@]5(C(=O)NS(=O)(=O)C6CC6)C[C@H]5/C=C\CCCCN(C)C(=O)[C@@H]4C3)cc(-c3nc(C(C)C)cs3)nc2c1C,"[""DB06290""]",[]
631,dapagliflozin,CIDm09887712,CHEMBL429910,DAPAGLIFLOZIN,properties.name;properties.synonyms,JVHXJTBJCFBINQ-ADAARDCZSA-N,CCOc1ccc(Cc2cc([C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)ccc2Cl)cc1,"[""DB06292"",""85078"",""dapagliflozin""]",[]
632,bazedoxifene,CIDm00154256,CHEMBL46740,BAZEDOXIFENE,properties.name;properties.synonyms,UCJGJABZCDBEDK-UHFFFAOYSA-N,Cc1c(-c2ccc(O)cc2)n(Cc2ccc(OCCN3CCCCCC3)cc2)c2ccc(O)cc12,"[""DB06401""]",[]
633,ambrisentan,CIDm06918493,CHEMBL1111,AMBRISENTAN,properties.name;properties.synonyms,OUJTZYPIHDYQMC-LJQANCHMSA-N,COC(c1ccccc1)(c1ccccc1)[C@H](Oc1nc(C)cc(C)n1)C(=O)O,"[""ambrisentan"",""DB06403"",""human/EPAR/ambrisentan-mylan""]",[]
633,ambrisentan,CIDm06918493,RXNORM:358274,ambrisentan,properties.name,"","",[],[]
634,doxercalciferol,CIDm05281107,CHEMBL1200810,DOXERCALCIFEROL,properties.name;properties.synonyms;properties.trade_names,HKXBNHCUPKIYDM-CGMHZMFXSA-N,C=C1/C(=C\C=C2/CCC[C@]3(C)[C@@H]([C@H](C)/C=C/[C@H](C)C(C)C)CC[C@@H]23)C[C@@H](O)C[C@@H]1O,"[""4712"",""doxercalciferol"",""DB06410""]",[]
635,armodafinil,CIDm09690109,CHEMBL1201192,ARMODAFINIL,properties.name;properties.synonyms;properties.trade_names,YFGHCGITMMYXAQ-LJQANCHMSA-N,NC(=O)C[S@@+]([O-])C(c1ccccc1)c1ccccc1,"[""DB06413"",""77590"",""armodafinil""]",[]
636,etravirine,CIDm00193962,CHEMBL308954,ETRAVIRINE,properties.name;properties.synonyms,PYGWGZALEOIKDF-UHFFFAOYSA-N,Cc1cc(C#N)cc(C)c1Oc1nc(Nc2ccc(C#N)cc2)nc(N)c1Br,"[""human/EPAR/intelence"",""DB06414"",""etravirine"",""63589""]",[]
637,prucalopride,CIDm03052762,CHEMBL117287,PRUCALOPRIDE,properties.name;properties.synonyms,ZPMNHBXQOOVQJL-UHFFFAOYSA-N,COCCCN1CCC(NC(=O)c2cc(Cl)c(N)c3c2OCC3)CC1,"[""DB06480""]",[]
638,pazopanib,CIDm10113978,CHEMBL477772,PAZOPANIB,properties.name;properties.synonyms,CUIHSIWYWATEQL-UHFFFAOYSA-N,Cc1ccc(Nc2nccc(N(C)c3ccc4c(C)n(C)nc4c3)n2)cc1S(N)(=O)=O,"[""71219"",""DB06589""]",[]
640,agomelatine,CIDm00082148,CHEMBL10878,AGOMELATINE,properties.name;properties.synonyms,YJYPHIXNFHFHND-UHFFFAOYSA-N,COc1ccc2cccc(CCNC(C)=O)c2c1,"[""human/EPAR/thymanax"",""DB06594""]",[]
641,apixaban,CIDm10182969,CHEMBL231779,APIXABAN,properties.name;properties.synonyms,QNZCBYKSOIHPEH-UHFFFAOYSA-N,COc1ccc(-n2nc(C(N)=O)c3c2C(=O)N(c2ccc(N4CCCCC4=O)cc2)CC3)cc1,"[""DB06605"",""human/EPAR/eliquis"",""72296"",""apixaban""]",[]
642,bosutinib,CIDm05328940,CHEMBL288441,BOSUTINIB,properties.name;properties.synonyms,UBPYILGKFZZVDX-UHFFFAOYSA-N,COc1cc(Nc2c(C#N)cnc3cc(OCCCN4CCN(C)CC4)c(OC)cc23)c(Cl)cc1Cl,"[""39112"",""DB06616""]",[]
643,axitinib,CIDm06450551,CHEMBL1289926,AXITINIB,properties.name;properties.synonyms,RITAVMQDGBJQJZ-FMIVXFBMSA-N,CNC(=O)c1ccccc1Sc1ccc2c(/C=C/c3ccccn3)n[nH]c2c1,"[""human/EPAR/inlyta"",""66910"",""DB06626"",""axitinib""]",[]
644,fampridine,CIDm00001727,CHEMBL284348,DALFAMPRIDINE,properties.synonyms,NUKYPUAOHBNCPY-UHFFFAOYSA-N,Nc1ccncc1,"[""34385"",""human/EPAR/fampridine-accord"",""dalfampridine"",""DB06637""]",[]
645,ofatumumab,CIDm06918250,CHEMBL1201836,OFATUMUMAB,properties.name;properties.synonyms,"","","[""human/EPAR/kesimpta"",""ofatumumab""]",[]
645,ofatumumab,CIDm06918250,DRUGBANK:DB06650,Ofatumumab,properties.name;properties.synonyms,"","",[],[]
