matrix_index,drug_name,stitch_id,stitch_inchikey,optimuskg_id,optimuskg_name,optimuskg_inchikey,was_previous_name_candidate
201,cyclophosphamide,CIDm00002907,CMSMOCZEIVJLDB-UHFFFAOYSA-N,CHEMBL88,CYCLOPHOSPHAMIDE ANHYDROUS,CMSMOCZEIVJLDB-UHFFFAOYSA-N,true
202,rofecoxib,CIDm00005090,RZJQGNCSTQAWON-UHFFFAOYSA-N,CHEMBL122,ROFECOXIB,RZJQGNCSTQAWON-UHFFFAOYSA-N,true
203,ciprofloxacin,CIDm00002764,DIOIOSKKIYDRIQ-UHFFFAOYSA-N,CHEMBL1202,CIPROFLOXACIN HYDROCHLORIDE,DIOIOSKKIYDRIQ-UHFFFAOYSA-N,false
203,ciprofloxacin,CIDm00002764,MYSWGUAQZAJSOK-UHFFFAOYSA-N,CHEMBL8,CIPROFLOXACIN,MYSWGUAQZAJSOK-UHFFFAOYSA-N,true
208,fluorouracil,CIDm00003385,GHASVSINZRGABV-UHFFFAOYSA-N,CHEMBL185,FLUOROURACIL,GHASVSINZRGABV-UHFFFAOYSA-N,true
209,pyridostigmine,CIDm00004991,RVOLLAQWKVFTGE-UHFFFAOYSA-N,CHEMBL1115,PYRIDOSTIGMINE,RVOLLAQWKVFTGE-UHFFFAOYSA-N,true
209,pyridostigmine,CIDm00004991,VNYBTNPBYXSMOO-UHFFFAOYSA-M,CHEMBL812,PYRIDOSTIGMINE BROMIDE,VNYBTNPBYXSMOO-UHFFFAOYSA-M,false
210,azelaic.acid,CIDm00002266,BDJRBEYXGGNYIS-UHFFFAOYSA-N,CHEMBL1238,AZELAIC ACID,BDJRBEYXGGNYIS-UHFFFAOYSA-N,false
211,zafirlukast,CIDm00005717,YEEZWCHGZNKEEK-UHFFFAOYSA-N,CHEMBL603,ZAFIRLUKAST,YEEZWCHGZNKEEK-UHFFFAOYSA-N,true
213,piroxicam,CIDm23690938,QYSPLQLAKJAUJT-UHFFFAOYSA-N,CHEMBL527,PIROXICAM,QYSPLQLAKJAUJT-UHFFFAOYSA-N,true
214,lamotrigine,CIDm00003878,PYZRQGJRPPTADH-UHFFFAOYSA-N,CHEMBL741,LAMOTRIGINE,PYZRQGJRPPTADH-UHFFFAOYSA-N,true
216,bosentan,CIDm00104865,GJPICJJJRGTNOD-UHFFFAOYSA-N,CHEMBL957,BOSENTAN,GJPICJJJRGTNOD-UHFFFAOYSA-N,true
219,carbamazepine,CIDm00002554,FFGPTBGBLSHEPO-UHFFFAOYSA-N,CHEMBL108,CARBAMAZEPINE,FFGPTBGBLSHEPO-UHFFFAOYSA-N,true
222,propranolol,CIDm00004946,ZMRUPTIKESYGQW-UHFFFAOYSA-N,CHEMBL1671,PROPRANOLOL HYDROCHLORIDE,ZMRUPTIKESYGQW-UHFFFAOYSA-N,false
222,propranolol,CIDm00004946,AQHHHDLHHXJYJD-UHFFFAOYSA-N,CHEMBL27,PROPRANOLOL,AQHHHDLHHXJYJD-UHFFFAOYSA-N,true
222,propranolol,CIDm00004946,AQHHHDLHHXJYJD-CQSZACIVSA-N,CHEMBL275742,DEXPROPRANOLOL,AQHHHDLHHXJYJD-CQSZACIVSA-N,false
223,clonidine,CIDm00002803,GJSURZIOUXUGAL-UHFFFAOYSA-N,CHEMBL134,CLONIDINE,GJSURZIOUXUGAL-UHFFFAOYSA-N,true
223,clonidine,CIDm00002803,ZNIFSRGNXRYGHF-UHFFFAOYSA-N,CHEMBL1705,CLONIDINE HYDROCHLORIDE,ZNIFSRGNXRYGHF-UHFFFAOYSA-N,false
225,valdecoxib,CIDm00119607,LNPDTQAFDNKSHK-UHFFFAOYSA-N,CHEMBL865,VALDECOXIB,LNPDTQAFDNKSHK-UHFFFAOYSA-N,true
226,voriconazole,CIDm00071616,BCEHBSKCWLPMDN-MGPLVRAMSA-N,CHEMBL638,VORICONAZOLE,BCEHBSKCWLPMDN-MGPLVRAMSA-N,true
230,diclofenac,CIDm00003032,KPHWPUGNDIVLNH-UHFFFAOYSA-M,CHEMBL1034,DICLOFENAC SODIUM,KPHWPUGNDIVLNH-UHFFFAOYSA-M,false
230,diclofenac,CIDm00003032,KXZOIWWTXOCYKR-UHFFFAOYSA-M,CHEMBL1200804,DICLOFENAC POTASSIUM,KXZOIWWTXOCYKR-UHFFFAOYSA-M,false
230,diclofenac,CIDm00003032,DCOPUUMXTXDBNB-UHFFFAOYSA-N,CHEMBL139,DICLOFENAC,DCOPUUMXTXDBNB-UHFFFAOYSA-N,true
231,doxazosin,CIDm00003157,VJECBOKJABCYMF-UHFFFAOYSA-N,CHEMBL1200561,DOXAZOSIN MESYLATE,VJECBOKJABCYMF-UHFFFAOYSA-N,false
231,doxazosin,CIDm00003157,RUZYUOTYCVRMRZ-UHFFFAOYSA-N,CHEMBL707,DOXAZOSIN,RUZYUOTYCVRMRZ-UHFFFAOYSA-N,true
232,amiloride,CIDm00016230,LTKVFMLMEYCWMK-UHFFFAOYSA-N,CHEMBL1398126,AMILORIDE HYDROCHLORIDE,LTKVFMLMEYCWMK-UHFFFAOYSA-N,false
232,amiloride,CIDm00016230,XSDQTOBWRPYKKA-UHFFFAOYSA-N,CHEMBL945,AMILORIDE,XSDQTOBWRPYKKA-UHFFFAOYSA-N,true
234,labetalol,CIDm00003869,WQVZLXWQESQGIF-UHFFFAOYSA-N,CHEMBL1200323,LABETALOL HYDROCHLORIDE,WQVZLXWQESQGIF-UHFFFAOYSA-N,false
234,labetalol,CIDm00003869,WQVZLXWQESQGIF-WJKBNZMCSA-N,CHEMBL1204165,DILEVALOL HYDROCHLORIDE,WQVZLXWQESQGIF-WJKBNZMCSA-N,false
234,labetalol,CIDm00003869,SGUAFYQXFOLMHL-ACJLOTCBSA-N,CHEMBL27193,DILEVALOL,SGUAFYQXFOLMHL-ACJLOTCBSA-N,false
234,labetalol,CIDm00003869,SGUAFYQXFOLMHL-UHFFFAOYSA-N,CHEMBL429,LABETALOL,SGUAFYQXFOLMHL-UHFFFAOYSA-N,true
236,ivermectin,CIDm06435110,SPBDXSGPUHCETR-JFUDTMANSA-N,CHEMBL1200633,IVERMECTIN,SPBDXSGPUHCETR-JFUDTMANSA-N,true
236,ivermectin,CIDm06435110,SPBDXSGPUHCETR-JFUDTMANSA-N,DRUGBANK:DB00602,Ivermectin,SPBDXSGPUHCETR-JFUDTMANSA-N,true
239,bisoprolol,CIDm00002405,VMDFASMUILANOL-WXXKFALUSA-N,CHEMBL1472989,BISOPROLOL FUMARATE,VMDFASMUILANOL-WXXKFALUSA-N,false
239,bisoprolol,CIDm00002405,VHYCDWMUTMEGQY-UHFFFAOYSA-N,CHEMBL645,BISOPROLOL,VHYCDWMUTMEGQY-UHFFFAOYSA-N,true
241,imatinib,CIDm00005291,YLMAHDNUQAMNNX-UHFFFAOYSA-N,CHEMBL1642,IMATINIB MESYLATE,YLMAHDNUQAMNNX-UHFFFAOYSA-N,false
241,imatinib,CIDm00005291,KTUFNOKKBVMGRW-UHFFFAOYSA-N,CHEMBL941,IMATINIB,KTUFNOKKBVMGRW-UHFFFAOYSA-N,true
245,alendronic.acid,CIDm00002088,CAKRAHQRJGUPIG-UHFFFAOYSA-M,CHEMBL675,ALENDRONATE SODIUM,CAKRAHQRJGUPIG-UHFFFAOYSA-M,false
245,alendronic.acid,CIDm00002088,OGSPWJRAVKPPFI-UHFFFAOYSA-N,CHEMBL870,ALENDRONIC ACID,OGSPWJRAVKPPFI-UHFFFAOYSA-N,false
246,clofarabine,CIDm00119182,WDDPHFBMKLOVOX-AYQXTPAHSA-N,CHEMBL1750,CLOFARABINE,WDDPHFBMKLOVOX-AYQXTPAHSA-N,true
249,simvastatin,CIDm00054454,RYMZZMVNJRMUDD-HGQWONQESA-N,CHEMBL1064,SIMVASTATIN,RYMZZMVNJRMUDD-HGQWONQESA-N,true
250,pemetrexed,CIDm00060843,WBXPDJSOTKVWSJ-ZDUSSCGKSA-N,CHEMBL225072,PEMETREXED,WBXPDJSOTKVWSJ-ZDUSSCGKSA-N,true
250,pemetrexed,CIDm00060843,NYDXNILOWQXUOF-GXKRWWSZSA-L,CHEMBL2360464,PEMETREXED DISODIUM,NYDXNILOWQXUOF-GXKRWWSZSA-L,false
251,gonadorelin,CIDm00036523,XLXSAKCOAKORKW-AQJXLSMYSA-N,CHEMBL1007,GONADORELIN,XLXSAKCOAKORKW-AQJXLSMYSA-N,true
251,gonadorelin,CIDm00036523,NGCGMRBZPXEPOZ-HBBGHHHDSA-N,CHEMBL1200511,GONADORELIN ACETATE,NGCGMRBZPXEPOZ-HBBGHHHDSA-N,false
251,gonadorelin,CIDm00036523,UPRWQSQENCASAD-HBBGHHHDSA-N,CHEMBL1200516,GONADORELIN HYDROCHLORIDE,UPRWQSQENCASAD-HBBGHHHDSA-N,false
251,gonadorelin,CIDm00036523,XLXSAKCOAKORKW-UHFFFAOYSA-N,CHEMBL1981292,CHEMBL1981292,XLXSAKCOAKORKW-UHFFFAOYSA-N,true
256,trazodone,CIDm00005533,OHHDIOKRWWOXMT-UHFFFAOYSA-N,CHEMBL1200798,TRAZODONE HYDROCHLORIDE,OHHDIOKRWWOXMT-UHFFFAOYSA-N,false
256,trazodone,CIDm00005533,PHLBKPHSAVXXEF-UHFFFAOYSA-N,CHEMBL621,TRAZODONE,PHLBKPHSAVXXEF-UHFFFAOYSA-N,true
257,sevelamer,CIDm03085017,ZNSIZMQNQCNRBW-UHFFFAOYSA-N,DRUGBANK:DB00658,Sevelamer,ZNSIZMQNQCNRBW-UHFFFAOYSA-N,true
258,acamprosate,CIDm00071158,AFCGFAGUEYAMAO-UHFFFAOYSA-N,CHEMBL1201293,ACAMPROSATE,AFCGFAGUEYAMAO-UHFFFAOYSA-N,true
258,acamprosate,CIDm00071158,BUVGWDNTAWHSKI-UHFFFAOYSA-L,CHEMBL2068724,ACAMPROSATE CALCIUM,BUVGWDNTAWHSKI-UHFFFAOYSA-L,false
259,verapamil,CIDm00002520,DOQPXTMNIUCOSY-UHFFFAOYSA-N,CHEMBL1280,VERAPAMIL HYDROCHLORIDE,DOQPXTMNIUCOSY-UHFFFAOYSA-N,false
259,verapamil,CIDm00002520,SGTNSNPWRIOYBX-HHHXNRCGSA-N,CHEMBL197,DEXVERAPAMIL,SGTNSNPWRIOYBX-HHHXNRCGSA-N,false
259,verapamil,CIDm00002520,SGTNSNPWRIOYBX-UHFFFAOYSA-N,CHEMBL6966,VERAPAMIL,SGTNSNPWRIOYBX-UHFFFAOYSA-N,true
260,nilutamide,CIDm00004493,XWXYUMMDTVBTOU-UHFFFAOYSA-N,CHEMBL1274,NILUTAMIDE,XWXYUMMDTVBTOU-UHFFFAOYSA-N,true
262,sumatriptan,CIDm00005358,PORMUFZNYQJOEI-UHFFFAOYSA-N,CHEMBL1201150,SUMATRIPTAN SUCCINATE,PORMUFZNYQJOEI-UHFFFAOYSA-N,false
262,sumatriptan,CIDm00005358,KQKPFRSPSRPDEB-UHFFFAOYSA-N,CHEMBL128,SUMATRIPTAN,KQKPFRSPSRPDEB-UHFFFAOYSA-N,true
264,aprepitant,CIDm00151165,ATALOFNDEOCMKK-OITMNORJSA-N,CHEMBL1471,APREPITANT,ATALOFNDEOCMKK-OITMNORJSA-N,true
267,losartan,CIDm00003961,PSIFNNKUMBGKDQ-UHFFFAOYSA-N,CHEMBL191,LOSARTAN,PSIFNNKUMBGKDQ-UHFFFAOYSA-N,true
267,losartan,CIDm00003961,OXCMYAYHXIHQOA-UHFFFAOYSA-N,CHEMBL995,LOSARTAN POTASSIUM,OXCMYAYHXIHQOA-UHFFFAOYSA-N,false
269,midazolam,CIDm00004192,PLYSCVSCYOQVRP-UHFFFAOYSA-N,CHEMBL1200420,MIDAZOLAM HYDROCHLORIDE,PLYSCVSCYOQVRP-UHFFFAOYSA-N,false
269,midazolam,CIDm00004192,DDLIGBOFAVUZHB-UHFFFAOYSA-N,CHEMBL655,MIDAZOLAM,DDLIGBOFAVUZHB-UHFFFAOYSA-N,true
272,pentosan.polysulfate.sodium,CIDm00037720,FCCNSUIJIOOXEZ-SJYYZXOBSA-N,CHEMBL4073796,CHEMBL4073796,FCCNSUIJIOOXEZ-SJYYZXOBSA-N,false
273,moexipril,CIDm00055331,CMPAGYDKASJORH-YSSFQJQWSA-N,CHEMBL1201405,MOEXIPRILAT,CMPAGYDKASJORH-YSSFQJQWSA-N,false
274,phentolamine,CIDm00005775,OGIYDFVHFQEFKQ-UHFFFAOYSA-N,CHEMBL1200873,PHENTOLAMINE MESYLATE,OGIYDFVHFQEFKQ-UHFFFAOYSA-N,false
274,phentolamine,CIDm00005775,MRBDMNSDAVCSSF-UHFFFAOYSA-N,CHEMBL597,PHENTOLAMINE,MRBDMNSDAVCSSF-UHFFFAOYSA-N,true
275,fluorescein,CIDm00016850,GNBHRKFJIUUOQI-UHFFFAOYSA-N,CHEMBL1057,CHEMBL1057,GNBHRKFJIUUOQI-UHFFFAOYSA-N,false
277,furosemide,CIDm00003440,ZZUFCTLCJUWOSV-UHFFFAOYSA-N,CHEMBL35,FUROSEMIDE,ZZUFCTLCJUWOSV-UHFFFAOYSA-N,true
278,tizanidine,CIDm00005487,XFYDIVBRZNQMJC-UHFFFAOYSA-N,CHEMBL1079,TIZANIDINE,XFYDIVBRZNQMJC-UHFFFAOYSA-N,true
278,tizanidine,CIDm00005487,ZWUKMNZJRDGCTQ-UHFFFAOYSA-N,CHEMBL1200329,TIZANIDINE HYDROCHLORIDE,ZWUKMNZJRDGCTQ-UHFFFAOYSA-N,false
282,delavirdine,CIDm00005625,WHBIGIKBNXZKFE-UHFFFAOYSA-N,CHEMBL593,DELAVIRDINE,WHBIGIKBNXZKFE-UHFFFAOYSA-N,true
282,delavirdine,CIDm00005625,MEPNHSOMXMALDZ-UHFFFAOYSA-N,CHEMBL929,DELAVIRDINE MESYLATE,MEPNHSOMXMALDZ-UHFFFAOYSA-N,false
285,sufentanil,CIDm00041693,OJCZPLDERGDQRJ-UHFFFAOYSA-N,CHEMBL1201163,SUFENTANIL CITRATE,OJCZPLDERGDQRJ-UHFFFAOYSA-N,false
285,sufentanil,CIDm00041693,GGCSSNBKKAUURC-UHFFFAOYSA-N,CHEMBL658,SUFENTANIL,GGCSSNBKKAUURC-UHFFFAOYSA-N,true
287,ibandronic.acid,CIDm00060852,VBDRTGFACFYFCT-UHFFFAOYSA-M,CHEMBL3989569,IBANDRONATE SODIUM,VBDRTGFACFYFCT-UHFFFAOYSA-M,false
287,ibandronic.acid,CIDm00060852,MPBVHIBUJCELCL-UHFFFAOYSA-N,CHEMBL997,IBANDRONIC ACID,MPBVHIBUJCELCL-UHFFFAOYSA-N,false
290,adefovir.dipivoxil,CIDm00060871,WOZSCQDILHKSGG-UHFFFAOYSA-N,CHEMBL922,ADEFOVIR DIPIVOXIL,WOZSCQDILHKSGG-UHFFFAOYSA-N,false
292,imiquimod,CIDm00057469,DOUYETYNHWVLEO-UHFFFAOYSA-N,CHEMBL1282,IMIQUIMOD,DOUYETYNHWVLEO-UHFFFAOYSA-N,true
293,glyceryl.trinitrate,CIDm00004510,SNIOPGDIGTZGOP-UHFFFAOYSA-N,CHEMBL730,NITROGLYCERIN,SNIOPGDIGTZGOP-UHFFFAOYSA-N,false
295,risperidone,CIDm00005073,RAPZEAPATHNIPO-UHFFFAOYSA-N,CHEMBL85,RISPERIDONE,RAPZEAPATHNIPO-UHFFFAOYSA-N,true
298,pentamidine.isethionate,CIDm00004735,XDRYMKDFEDOLFX-UHFFFAOYSA-N,CHEMBL55,PENTAMIDINE,XDRYMKDFEDOLFX-UHFFFAOYSA-N,false
299,riluzole,CIDm00005070,FTALBRSUTCGOEG-UHFFFAOYSA-N,CHEMBL744,RILUZOLE,FTALBRSUTCGOEG-UHFFFAOYSA-N,true
303,modafinil,CIDm00004236,YFGHCGITMMYXAQ-LJQANCHMSA-N,CHEMBL1201192,ARMODAFINIL,YFGHCGITMMYXAQ-LJQANCHMSA-N,false
303,modafinil,CIDm00004236,YFGHCGITMMYXAQ-UHFFFAOYSA-N,CHEMBL1373,MODAFINIL,YFGHCGITMMYXAQ-UHFFFAOYSA-N,true
304,deferoxamine,CIDm00002973,IDDIJAWJANBQLJ-UHFFFAOYSA-N,CHEMBL1234,DEFEROXAMINE MESYLATE,IDDIJAWJANBQLJ-UHFFFAOYSA-N,false
304,deferoxamine,CIDm00002973,UBQYURCVBFRUQT-UHFFFAOYSA-N,CHEMBL556,DEFEROXAMINE,UBQYURCVBFRUQT-UHFFFAOYSA-N,true
308,meropenem,CIDm00060706,DMJNNHOOLUXYBV-PQTSNVLCSA-N,CHEMBL127,MEROPENEM,DMJNNHOOLUXYBV-PQTSNVLCSA-N,true
314,oxcarbazepine,CIDm00034312,CTRLABGOLIVAIY-UHFFFAOYSA-N,CHEMBL1068,OXCARBAZEPINE,CTRLABGOLIVAIY-UHFFFAOYSA-N,true
316,aciclovir,CIDm00002022,RMLUKZWYIKEASN-UHFFFAOYSA-M,CHEMBL1200380,ACYCLOVIR SODIUM,RMLUKZWYIKEASN-UHFFFAOYSA-M,false
316,aciclovir,CIDm00002022,MKUXAQIIEYXACX-UHFFFAOYSA-N,CHEMBL184,ACYCLOVIR,MKUXAQIIEYXACX-UHFFFAOYSA-N,true
320,tazarotene,CIDm00005381,OGQICQVSFDPSEI-UHFFFAOYSA-N,CHEMBL1657,TAZAROTENE,OGQICQVSFDPSEI-UHFFFAOYSA-N,true
321,alfentanil,CIDm00051263,AQORHZJDCHLLJN-UHFFFAOYSA-N,CHEMBL1200531,ALFENTANIL HYDROCHLORIDE,AQORHZJDCHLLJN-UHFFFAOYSA-N,false
321,alfentanil,CIDm00051263,IDBPHNDTYPBSNI-UHFFFAOYSA-N,CHEMBL634,ALFENTANIL,IDBPHNDTYPBSNI-UHFFFAOYSA-N,true
322,dicycloverine,CIDm00003042,CURUTKGFNZGFSE-UHFFFAOYSA-N,CHEMBL1123,DICYCLOMINE,CURUTKGFNZGFSE-UHFFFAOYSA-N,true
322,dicycloverine,CIDm00003042,GUBNMFJOJGDCEL-UHFFFAOYSA-N,CHEMBL1200479,DICYCLOMINE HYDROCHLORIDE,GUBNMFJOJGDCEL-UHFFFAOYSA-N,false
323,pentoxifylline,CIDm00004740,BYPFEZZEUUWMEJ-UHFFFAOYSA-N,CHEMBL628,PENTOXIFYLLINE,BYPFEZZEUUWMEJ-UHFFFAOYSA-N,true
324,indapamide,CIDm00003702,NDDAHWYSQHTHNT-UHFFFAOYSA-N,CHEMBL406,INDAPAMIDE,NDDAHWYSQHTHNT-UHFFFAOYSA-N,true
326,fentanyl,CIDm00003345,LHCBOXPPRUIAQT-UHFFFAOYSA-N,CHEMBL1201159,FENTANYL HYDROCHLORIDE,LHCBOXPPRUIAQT-UHFFFAOYSA-N,false
326,fentanyl,CIDm00003345,PJMPHNIQZUBGLI-UHFFFAOYSA-N,CHEMBL596,FENTANYL,PJMPHNIQZUBGLI-UHFFFAOYSA-N,true
326,fentanyl,CIDm00003345,IVLVTNPOHDFFCJ-UHFFFAOYSA-N,CHEMBL688,FENTANYL CITRATE,IVLVTNPOHDFFCJ-UHFFFAOYSA-N,false
327,meloxicam,CIDm00004051,ZRVUJXDFFKFLMG-UHFFFAOYSA-N,CHEMBL599,MELOXICAM,ZRVUJXDFFKFLMG-UHFFFAOYSA-N,true
328,orciprenaline,CIDm00004086,MKFFGUZYVNDHIH-UHFFFAOYSA-N,CHEMBL1568057,METAPROTERENOL SULFATE,MKFFGUZYVNDHIH-UHFFFAOYSA-N,false
328,orciprenaline,CIDm00004086,LMOINURANNBYCM-UHFFFAOYSA-N,CHEMBL776,METAPROTERENOL,LMOINURANNBYCM-UHFFFAOYSA-N,true
329,tadalafil,CIDm00110635,WOXKDUGGOYFFRN-IIBYNOLFSA-N,CHEMBL779,TADALAFIL,WOXKDUGGOYFFRN-IIBYNOLFSA-N,true
331,diazepam,CIDm00003016,AAOVKJBEBIDNHE-UHFFFAOYSA-N,CHEMBL12,DIAZEPAM,AAOVKJBEBIDNHE-UHFFFAOYSA-N,true
334,donepezil,CIDm00003152,ADEBPBSSDYVVLD-HXUWFJFHSA-N,CHEMBL107316,CHEMBL107316,ADEBPBSSDYVVLD-HXUWFJFHSA-N,false
334,donepezil,CIDm00003152,XWAIAVWHZJNZQQ-UHFFFAOYSA-N,CHEMBL1678,DONEPEZIL HYDROCHLORIDE,XWAIAVWHZJNZQQ-UHFFFAOYSA-N,false
334,donepezil,CIDm00003152,ADEBPBSSDYVVLD-UHFFFAOYSA-N,CHEMBL502,DONEPEZIL,ADEBPBSSDYVVLD-UHFFFAOYSA-N,true
335,mercaptamine,CIDm00006058,UFULAYFCSOUIOV-UHFFFAOYSA-N,CHEMBL602,CYSTEAMINE,UFULAYFCSOUIOV-UHFFFAOYSA-N,true
337,temozolomide,CIDm00005394,BPEGJWRSRHCHSN-UHFFFAOYSA-N,CHEMBL810,TEMOZOLOMIDE,BPEGJWRSRHCHSN-UHFFFAOYSA-N,true
338,aminolevulinic.acid,CIDm00000137,ZLHFONARZHCSET-UHFFFAOYSA-N,CHEMBL1200582,AMINOLEVULINIC ACID HYDROCHLORIDE,ZLHFONARZHCSET-UHFFFAOYSA-N,false
338,aminolevulinic.acid,CIDm00000137,ZGXJTSGNIOSYLO-UHFFFAOYSA-N,CHEMBL601,AMINOLEVULINIC ACID,ZGXJTSGNIOSYLO-UHFFFAOYSA-N,false
341,vardenafil,CIDm00110634,XCMULUAPJXCOHI-UHFFFAOYSA-N,CHEMBL1339,VARDENAFIL HYDROCHLORIDE,XCMULUAPJXCOHI-UHFFFAOYSA-N,false
341,vardenafil,CIDm00110634,SECKRCOLJRRGGV-UHFFFAOYSA-N,CHEMBL1520,VARDENAFIL,SECKRCOLJRRGGV-UHFFFAOYSA-N,true
343,terbutaline,CIDm00005403,KFVSLSTULZVNPG-UHFFFAOYSA-N,CHEMBL1315867,TERBUTALINE SULFATE,KFVSLSTULZVNPG-UHFFFAOYSA-N,false
343,terbutaline,CIDm00005403,XWTYSIMOBUGWOL-UHFFFAOYSA-N,CHEMBL1760,TERBUTALINE,XWTYSIMOBUGWOL-UHFFFAOYSA-N,true
344,conivaptan,CIDm00151171,BTYHAFSDANBVMJ-UHFFFAOYSA-N,CHEMBL1201108,CONIVAPTAN HYDROCHLORIDE,BTYHAFSDANBVMJ-UHFFFAOYSA-N,false
344,conivaptan,CIDm00151171,IKENVDNFQMCRTR-UHFFFAOYSA-N,CHEMBL1755,CONIVAPTAN,IKENVDNFQMCRTR-UHFFFAOYSA-N,true
347,emtricitabine,CIDm00060877,XQSPYNMVSIKCOC-UHFFFAOYSA-N,CHEMBL161381,"EMTRICITABINE, (+/-)-",XQSPYNMVSIKCOC-UHFFFAOYSA-N,false
347,emtricitabine,CIDm00060877,XQSPYNMVSIKCOC-NTSWFWBYSA-N,CHEMBL885,EMTRICITABINE,XQSPYNMVSIKCOC-NTSWFWBYSA-N,true
347,emtricitabine,CIDm00060877,XQSPYNMVSIKCOC-UHFFFAOYSA-N,DRUGBANK:DB12753,Racivir,XQSPYNMVSIKCOC-UHFFFAOYSA-N,false
350,risedronic.acid,CIDm00005245,DRFDPXKCEWYIAW-UHFFFAOYSA-M,CHEMBL1654,RISEDRONATE SODIUM,DRFDPXKCEWYIAW-UHFFFAOYSA-M,false
350,risedronic.acid,CIDm00005245,IIDJRNMFWXDHID-UHFFFAOYSA-N,CHEMBL923,RISEDRONIC ACID,IIDJRNMFWXDHID-UHFFFAOYSA-N,false
351,bumetanide,CIDm00002471,MAEIEVLCKWDQJH-UHFFFAOYSA-N,CHEMBL1072,BUMETANIDE,MAEIEVLCKWDQJH-UHFFFAOYSA-N,true
352,chlormethine,CIDm00004033,QZIQJVCYUQZDIR-UHFFFAOYSA-N,CHEMBL1201001,MECHLORETHAMINE HYDROCHLORIDE,QZIQJVCYUQZDIR-UHFFFAOYSA-N,false
352,chlormethine,CIDm00004033,HAWPXGHAZFHHAD-UHFFFAOYSA-N,CHEMBL427,MECHLORETHAMINE,HAWPXGHAZFHHAD-UHFFFAOYSA-N,true
354,triazolam,CIDm00005556,JOFWLTCLBGQGBO-UHFFFAOYSA-N,CHEMBL646,TRIAZOLAM,JOFWLTCLBGQGBO-UHFFFAOYSA-N,true
355,remifentanil,CIDm00060814,ZTVQQQVZCWLTDF-UHFFFAOYSA-N,CHEMBL1005,REMIFENTANIL,ZTVQQQVZCWLTDF-UHFFFAOYSA-N,true
355,remifentanil,CIDm00060814,WFBMIPUMYUHANP-UHFFFAOYSA-N,CHEMBL1201120,REMIFENTANIL HYDROCHLORIDE,WFBMIPUMYUHANP-UHFFFAOYSA-N,false
357,ondansetron,CIDm00004595,VRSLTNZJOUZKLX-UHFFFAOYSA-N,CHEMBL3186492,ONDANSETRON HYDROCHLORIDE,VRSLTNZJOUZKLX-UHFFFAOYSA-N,false
357,ondansetron,CIDm00004595,FELGMEQIXOGIFQ-UHFFFAOYSA-N,CHEMBL46,ONDANSETRON,FELGMEQIXOGIFQ-UHFFFAOYSA-N,true
361,zonisamide,CIDm00005734,UBQNRHZMVUUOMG-UHFFFAOYSA-N,CHEMBL750,ZONISAMIDE,UBQNRHZMVUUOMG-UHFFFAOYSA-N,true
363,tinidazole,CIDm00005479,HJLSLZFTEKNLFI-UHFFFAOYSA-N,CHEMBL1220,TINIDAZOLE,HJLSLZFTEKNLFI-UHFFFAOYSA-N,true
365,amantadine,CIDm00002130,WOLHOYHSEKDWQH-UHFFFAOYSA-N,CHEMBL1569,AMANTADINE HYDROCHLORIDE,WOLHOYHSEKDWQH-UHFFFAOYSA-N,false
365,amantadine,CIDm00002130,DKNWSYNQZKUICI-UHFFFAOYSA-N,CHEMBL660,AMANTADINE,DKNWSYNQZKUICI-UHFFFAOYSA-N,true
366,metronidazole,CIDm00004173,FPTPAIQTXYFGJC-UHFFFAOYSA-N,CHEMBL1200869,METRONIDAZOLE HYDROCHLORIDE,FPTPAIQTXYFGJC-UHFFFAOYSA-N,false
366,metronidazole,CIDm00004173,VAOCPAMSLUNLGC-UHFFFAOYSA-N,CHEMBL137,METRONIDAZOLE,VAOCPAMSLUNLGC-UHFFFAOYSA-N,true
367,almotriptan,CIDm00123606,WKEMJKQOLOHJLZ-UHFFFAOYSA-N,CHEMBL1505,ALMOTRIPTAN,WKEMJKQOLOHJLZ-UHFFFAOYSA-N,true
370,cyclobenzaprine,CIDm00002895,VXEAYBOGHINOKW-UHFFFAOYSA-N,CHEMBL1200636,CYCLOBENZAPRINE HYDROCHLORIDE,VXEAYBOGHINOKW-UHFFFAOYSA-N,false
370,cyclobenzaprine,CIDm00002895,JURKNVYFZMSNLP-UHFFFAOYSA-N,CHEMBL669,CYCLOBENZAPRINE,JURKNVYFZMSNLP-UHFFFAOYSA-N,true
375,tipranavir,CIDm00163296,SUJUHGSWHZTSEU-FYBSXPHGSA-N,CHEMBL222559,TIPRANAVIR,SUJUHGSWHZTSEU-FYBSXPHGSA-N,true
375,tipranavir,CIDm00163296,SUJUHGSWHZTSEU-MWQIXQBFSA-N,CHEMBL445699,CHEMBL445699,SUJUHGSWHZTSEU-MWQIXQBFSA-N,false
376,maprotiline,CIDm00004011,NZDMFGKECODQRY-UHFFFAOYSA-N,CHEMBL1237135,MAPROTILINE HYDROCHLORIDE,NZDMFGKECODQRY-UHFFFAOYSA-N,false
376,maprotiline,CIDm00004011,QSLMDECMDJKHMQ-UHFFFAOYSA-N,CHEMBL21731,MAPROTILINE,QSLMDECMDJKHMQ-UHFFFAOYSA-N,true
377,salmeterol,CIDm00005152,GIIZNNXWQWCKIB-UHFFFAOYSA-N,CHEMBL1263,SALMETEROL,GIIZNNXWQWCKIB-UHFFFAOYSA-N,true
