matrix_index,drug_name,stitch_id,candidate_count,candidate_ids,mapping_status
394,telithromycin,CIDm03002190,1,CHEMBL1136,unique_exact
395,lomefloxacin,CIDm00003948,1,CHEMBL561,unique_exact
396,ramelteon,CIDm00208902,1,CHEMBL1218,unique_exact
397,isotretinoin,CIDm05282379,1,CHEMBL547,unique_exact
398,formoterol,CIDm03083544,2,CHEMBL1256786;RXNORM:25255,ambiguous_exact
399,glycopyrronium.bromide,CIDm00003494,0,"",unmatched
400,cytarabine,CIDm00006252,1,CHEMBL803,unique_exact
401,rivastigmine,CIDm00077990,1,CHEMBL636,unique_exact
402,exemestane,CIDm00060198,1,CHEMBL1200374,unique_exact
403,methyl.aminolevulinate,CIDm00157921,0,"",unmatched
404,azathioprine,CIDm00002265,1,CHEMBL1542,unique_exact
405,auranofin,CIDm06918453,2,CHEMBL1366;DRUGBANK:DB00995,ambiguous_exact
406,gabapentin,CIDm00003446,1,CHEMBL940,unique_exact
407,doxorubicin,CIDm00031703,1,CHEMBL53463,unique_exact
408,frovatriptan,CIDm00077992,1,CHEMBL1279,unique_exact
409,hydrochlorothiazide,CIDm00003639,2,CHEMBL435;RXNORM:5487,ambiguous_exact
410,salbutamol,CIDm00002083,1,CHEMBL714,unique_exact
411,levobupivacaine,CIDm00092253,1,CHEMBL1201193,unique_exact
412,cromoglicic.acid,CIDm00002881,0,"",unmatched
413,ganciclovir,CIDm00003454,1,CHEMBL182,unique_exact
414,hydroxycarbamide,CIDm00003657,1,CHEMBL467,unique_exact
415,letrozole,CIDm00003902,1,CHEMBL1444,unique_exact
416,busulfan,CIDm00002478,1,CHEMBL820,unique_exact
417,metyrapone,CIDm00004174,1,CHEMBL934,unique_exact
418,cinacalcet,CIDm00156418,2,CHEMBL1201284;RXNORM:407990,ambiguous_exact
419,balsalazide,CIDm05362070,1,CHEMBL1201346,unique_exact
420,sulfamethoxazole.and.trimethoprim,CIDm00358641,0,"",unmatched
421,minocycline,CIDm26275995,1,CHEMBL1434,unique_exact
422,guanfacine,CIDm00003519,1,CHEMBL862,unique_exact
423,isosorbide.mononitrate,CIDm00027661,0,"",unmatched
424,mycophenolic.acid,CIDm00446541,0,"",unmatched
425,amlexanox,CIDm00002161,1,CHEMBL1096,unique_exact
426,irbesartan,CIDm00003749,1,CHEMBL1513,unique_exact
427,topotecan,CIDm00060699,2,CHEMBL1607;CHEMBL84,ambiguous_exact
428,tolterodine,CIDm00060774,1,CHEMBL1382,unique_exact
429,selegiline,CIDm00026757,1,CHEMBL972,unique_exact
430,fenofibrate,CIDm00003339,1,CHEMBL672,unique_exact
431,thalidomide,CIDm00005426,1,CHEMBL468,unique_exact
432,melphalan,CIDm00460612,2,CHEMBL250892;CHEMBL852,ambiguous_exact
433,memantine,CIDm00004054,2,CHEMBL807;RXNORM:6719,ambiguous_exact
434,gatifloxacin,CIDm00005379,1,CHEMBL31,unique_exact
435,lubiprostone,CIDm00157920,1,CHEMBL1201134,unique_exact
436,fluocinonide,CIDm00009642,1,CHEMBL1501,unique_exact
437,abacavir,CIDm00065139,2,CHEMBL1380;RXNORM:190521,ambiguous_exact
438,ibuprofen,CIDm00003672,1,CHEMBL521,unique_exact
439,norfloxacin,CIDm00004539,1,CHEMBL9,unique_exact
440,amoxicillin,CIDm00033613,1,CHEMBL1082,unique_exact
441,oxybutynin,CIDm00004634,1,CHEMBL1231,unique_exact
442,glipizide,CIDm00003478,1,CHEMBL1073,unique_exact
443,clonazepam,CIDm00002802,1,CHEMBL452,unique_exact
444,atazanavir,CIDm00148192,1,CHEMBL1163,unique_exact
445,fludarabine,CIDm00657237,2,CHEMBL1096882;CHEMBL1568,ambiguous_exact
446,atorvastatin,CIDm00060822,1,CHEMBL1487,unique_exact
447,tegaserod,CIDm05487301,1,CHEMBL76370,unique_exact
448,vigabatrin,CIDm00005665,2,CHEMBL89598;RXNORM:14851,ambiguous_exact
449,streptomycin,CIDm06419957,1,CHEMBL372795,unique_exact
450,orlistat,CIDm03034010,1,CHEMBL175247,unique_exact
451,pilocarpine,CIDm00005909,1,CHEMBL550,unique_exact
452,iloprost,CIDm06435378,1,CHEMBL494,unique_exact
453,fluvastatin,CIDm00446155,2,CHEMBL2220442;CHEMBL350239,ambiguous_exact
454,leflunomide,CIDm00003899,1,CHEMBL960,unique_exact
455,rosuvastatin,CIDm00446157,1,CHEMBL1496,unique_exact
456,pimozide,CIDm00016362,1,CHEMBL1423,unique_exact
457,capecitabine,CIDm00060953,1,CHEMBL1773,unique_exact
458,sertraline,CIDm00063009,1,CHEMBL809,unique_exact
459,heparin,CIDm00000772,2,CHEMBL4650299;DRUGBANK:DB01109,ambiguous_exact
460,miconazole,CIDm00004189,1,CHEMBL91,unique_exact
461,nifedipine,CIDm00004485,1,CHEMBL193,unique_exact
462,atovaquone,CIDm00074989,1,CHEMBL1450,unique_exact
463,amiodarone,CIDm00002156,2,CHEMBL1083993;CHEMBL633,ambiguous_exact
464,gliclazide,CIDm00003475,1,CHEMBL427216,unique_exact
465,bicalutamide,CIDm00002375,1,CHEMBL409,unique_exact
466,rabeprazole,CIDm00005029,1,CHEMBL1219,unique_exact
467,pioglitazone,CIDm00004829,2,CHEMBL595;RXNORM:33738,ambiguous_exact
468,carvedilol,CIDm00002585,1,CHEMBL723,unique_exact
469,levofloxacin,CIDm00149096,2,CHEMBL33;CHEMBL5315124,ambiguous_exact
470,micafungin,CIDm06602291,1,CHEMBL457547,unique_exact
471,doxepin,CIDm00003158,1,CHEMBL1628227,unique_exact
472,nefazodone,CIDm00004449,1,CHEMBL623,unique_exact
473,cefprozil,CIDm05281006,2,CHEMBL3301800;CHEMBL5314373,ambiguous_exact
474,gemifloxacin,CIDm09571107,1,CHEMBL430,unique_exact
475,bupropion,CIDm00000444,1,CHEMBL894,unique_exact
476,trimetrexate,CIDm00005582,1,CHEMBL119,unique_exact
477,terazosin,CIDm00005401,1,CHEMBL611,unique_exact
478,ofloxacin,CIDm00004583,1,CHEMBL4,unique_exact
479,cilostazol,CIDm00002754,1,CHEMBL799,unique_exact
480,itraconazole,CIDm00055283,2,CHEMBL64391;DRUGBANK:DB01167,ambiguous_exact
481,arsenic.trioxide,CIDm00014888,0,"",unmatched
482,escitalopram,CIDm00146570,1,CHEMBL1508,unique_exact
483,idarubicin,CIDm00042890,1,CHEMBL1117,unique_exact
484,podophyllotoxin,CIDm00010607,1,CHEMBL61,unique_exact
485,rescinnamine,CIDm05280954,1,CHEMBL1668,unique_exact
486,ifosfamide,CIDm00003690,1,CHEMBL1024,unique_exact
487,propafenone,CIDm00004932,1,CHEMBL631,unique_exact
488,pergolide,CIDm00047811,1,CHEMBL531,unique_exact
489,ciclopirox,CIDm00002749,1,CHEMBL1413,unique_exact
490,desflurane,CIDm00042113,1,CHEMBL1200733,unique_exact
491,clindamycin,CIDm00029029,2,CHEMBL1753;CHEMBL376185,ambiguous_exact
492,acebutolol,CIDm00001978,1,CHEMBL642,unique_exact
493,brinzolamide,CIDm00068844,1,CHEMBL220491,unique_exact
494,flecainide,CIDm00003355,1,CHEMBL652,unique_exact
495,estramustine,CIDm00259331,1,CHEMBL1575,unique_exact
496,bromocriptine,CIDm00031100,1,CHEMBL493,unique_exact
497,levetiracetam,CIDm05284583,2,CHEMBL1286;RXNORM:114477,ambiguous_exact
498,nadolol,CIDm00039147,2,CHEMBL521606;CHEMBL649,ambiguous_exact
499,mitoxantrone,CIDm00004212,1,CHEMBL58,unique_exact
500,sparfloxacin,CIDm00060464,1,CHEMBL850,unique_exact
501,clarithromycin,CIDm00084029,1,CHEMBL1741,unique_exact
502,ceftriaxone,CIDm05479530,1,CHEMBL161,unique_exact
503,estazolam,CIDm00003261,1,CHEMBL285674,unique_exact
504,finasteride,CIDm00057363,1,CHEMBL710,unique_exact
505,anastrozole,CIDm00002187,1,CHEMBL1399,unique_exact
506,halofantrine,CIDm00037392,1,CHEMBL1107,unique_exact
507,dantrolene,CIDm06604100,1,CHEMBL1201288,unique_exact
508,rifaximin,CIDm06436173,1,CHEMBL1617,unique_exact
509,budesonide,CIDm05281004,2,CHEMBL1370;RXNORM:19831,ambiguous_exact
510,aminophylline,CIDm00009433,1,CHEMBL1370561,unique_exact
511,quetiapine,CIDm00005002,1,CHEMBL716,unique_exact
512,paclitaxel,CIDm05352019,2,CHEMBL428647;RXNORM:56946,ambiguous_exact
513,saquinavir,CIDm00060934,1,CHEMBL114,unique_exact
514,dexamethasone,CIDm00005743,2,CHEMBL2021430;CHEMBL384467,ambiguous_exact
515,levodopa,CIDm00441193,2,CHEMBL1009;RXNORM:6375,ambiguous_exact
516,aripiprazole,CIDm00060795,2,CHEMBL1112;RXNORM:89013,ambiguous_exact
517,epoprostenol,CIDm05282411,1,CHEMBL1139,unique_exact
518,gemfibrozil,CIDm00003463,1,CHEMBL457,unique_exact
519,clomipramine,CIDm00002801,1,CHEMBL415,unique_exact
520,bepridil,CIDm00002351,1,CHEMBL1008,unique_exact
521,docetaxel,CIDm00064780,2,CHEMBL3545252;CHEMBL92,ambiguous_exact
522,iodixanol,CIDm00003724,1,CHEMBL1200507,unique_exact
523,olsalazine,CIDm05462337,1,CHEMBL425,unique_exact
524,dasatinib,CIDm03062316,1,CHEMBL1421,unique_exact
525,lisdexamfetamine,CIDm11597697,1,CHEMBL1201222,unique_exact
526,lapatinib,CIDm00208908,2,CHEMBL1201179;CHEMBL554,ambiguous_exact
527,desonide,CIDm00012536,1,CHEMBL1201109,unique_exact
528,sitagliptin,CIDm04369359,1,CHEMBL1422,unique_exact
529,decitabine,CIDm00451668,1,CHEMBL1201129,unique_exact
530,posaconazole,CIDm00468595,2,CHEMBL1397;RXNORM:282446,ambiguous_exact
531,darunavir,CIDm00213039,1,CHEMBL1323,unique_exact
532,telbivudine,CIDm00159269,1,CHEMBL374731,unique_exact
533,paliperidone,CIDm00115237,1,CHEMBL1621,unique_exact
534,sunitinib,CIDm05329102,1,CHEMBL535,unique_exact
535,varenicline,CIDm00170361,2,CHEMBL1076903;DRUGBANK:DB01273,ambiguous_exact
536,hydralazine,CIDm00003637,1,CHEMBL276832,unique_exact
537,exenatide,CIDm16157882,2,CHEMBL414357;DRUGBANK:DB01276,ambiguous_exact
538,nelarabine,CIDm03011155,1,CHEMBL1201112,unique_exact
539,corticotropin,CIDm16132265,2,CHEMBL1201610;DRUGBANK:DB01285,ambiguous_exact
540,pirbuterol,CIDm00004845,1,CHEMBL1094966,unique_exact
541,insulin.aspart,CIDm16132418,0,"",unmatched
542,insulin.detemir,CIDm16137271,0,"",unmatched
543,fosamprenavir,CIDm00131535,1,CHEMBL1664,unique_exact
544,fosphenytoin,CIDm00056338,1,CHEMBL1201336,unique_exact
545,cilazapril,CIDm00056329,1,CHEMBL515606,unique_exact
546,penbutolol,CIDm00037464,1,CHEMBL1290,unique_exact
547,iohexol,CIDm00003730,1,CHEMBL1200455,unique_exact
548,rasagiline,CIDm03052775,2,CHEMBL887;RXNORM:134748,ambiguous_exact
549,sodium.bicarbonate,CIDm00000923,0,"",unmatched
550,bezafibrate,CIDm00039042,1,CHEMBL264374,unique_exact
551,colchicine,CIDm00006167,2,CHEMBL107;CHEMBL87,ambiguous_exact
552,danazol,CIDm00028417,1,CHEMBL1479,unique_exact
553,tiotropium.bromide,CIDm00060830,0,"",unmatched
554,ciclesonide,CIDm06918155,1,CHEMBL2040682,unique_exact
555,cefepime,CIDm05479537,1,CHEMBL186,unique_exact
556,colestyramine,CIDm70695640,2,CHEMBL1201625;DRUGBANK:DB01432,ambiguous_exact
557,flunitrazepam,CIDm00003380,1,CHEMBL13280,unique_exact
558,dihydrocodeine,CIDm05284543,1,CHEMBL1595,unique_exact
559,bromazepam,CIDm00002441,1,CHEMBL277062,unique_exact
560,ursodeoxycholic.acid,CIDm00031401,0,"",unmatched
561,quazepam,CIDm00004999,1,CHEMBL1200472,unique_exact
562,everolimus,CIDm06442177,2,CHEMBL1908360;RXNORM:141704,ambiguous_exact
563,solifenacin,CIDm00154058,1,CHEMBL1734,unique_exact
564,tiaprofenic.acid,CIDm00005468,0,"",unmatched
565,deferasirox,CIDm05493381,1,CHEMBL550348,unique_exact
566,valganciclovir,CIDm00064147,1,CHEMBL1201314,unique_exact
567,roflumilast,CIDm00449193,1,CHEMBL193240,unique_exact
568,fusidic.acid,CIDm03000226,0,"",unmatched
569,fotemustine,CIDm00104799,2,CHEMBL549386;DRUGBANK:DB04106,ambiguous_exact
570,thiotepa,CIDm00005453,2,CHEMBL671;RXNORM:10473,ambiguous_exact
571,maraviroc,CIDm03002977,1,CHEMBL1201187,unique_exact
572,cyproterone,CIDm05284537,2,CHEMBL139835;CHEMBL142130,ambiguous_exact
573,tetrabenazine,CIDm00006018,1,CHEMBL117785,unique_exact
574,ixabepilone,CIDm06445540,1,CHEMBL1201752,unique_exact
575,febuxostat,CIDm00134018,2,CHEMBL1164729;RXNORM:73689,ambiguous_exact
576,dronedarone,CIDm00208898,1,CHEMBL184412,unique_exact
577,nebivolol,CIDm00071301,1,CHEMBL434394,unique_exact
578,nilotinib,CIDm00644241,1,CHEMBL255863,unique_exact
579,lorcaserin,CIDm11658859,1,CHEMBL360328,unique_exact
580,vildagliptin,CIDm06918537,1,CHEMBL142703,unique_exact
581,milnacipran,CIDm00055480,1,CHEMBL259209,unique_exact
582,nesiritide,CIDm25081014,2,CHEMBL1201668;DRUGBANK:DB04899,ambiguous_exact
583,oritavancin,CIDm16136912,1,CHEMBL1688530,unique_exact
584,clevidipine,CIDm00153994,1,CHEMBL1237132,unique_exact
585,ospemifene,CIDm03036505,1,CHEMBL2105395,unique_exact
586,iloperidone,CIDm00071360,1,CHEMBL14376,unique_exact
587,retigabine,CIDm00121892,1,CHEMBL41355,unique_exact
588,ingenol.mebutate,CIDm06918670,0,"",unmatched
589,belinostat,CIDm06918638,1,CHEMBL408513,unique_exact
590,indacaterol,CIDm06918554,1,CHEMBL1095777,unique_exact
591,trabectedin,CIDm00108150,1,CHEMBL450449,unique_exact
592,glatiramer.acetate,CIDm03081884,0,"",unmatched
593,rotigotine,CIDm00059226,1,CHEMBL1303,unique_exact
594,samarium.(153Sm).lexidronam,CIDm00023951,0,"",unmatched
595,vandetanib,CIDm03081361,1,CHEMBL24828,unique_exact
596,ecallantide,CIDm44201343,2,CHEMBL1201837;DRUGBANK:DB05311,ambiguous_exact
597,romiplostim,CIDm05329098,2,CHEMBL1201832;DRUGBANK:DB05332,ambiguous_exact
598,dexlansoprazole,CIDm09578005,1,CHEMBL1201863,unique_exact
599,telaprevir,CIDm03010818,1,CHEMBL231813,unique_exact
600,mipomersen,CIDm44564107,2,CHEMBL2219536;DRUGBANK:DB05528,ambiguous_exact
601,apremilast,CIDm11561674,1,CHEMBL514800,unique_exact
602,ustekinumab,CIDm00121749,2,CHEMBL1201835;DRUGBANK:DB05679,ambiguous_exact
603,abiraterone,CIDm00132971,2,CHEMBL254328;RXNORM:1100072,ambiguous_exact
604,mianserin,CIDm00004184,1,CHEMBL6437,unique_exact
605,acetylcysteine,CIDm00012035,1,CHEMBL600,unique_exact
606,romidepsin,CIDm05352062,1,CHEMBL343448,unique_exact
607,rufinamide,CIDm00129228,1,CHEMBL1201754,unique_exact
608,lasofoxifene,CIDm00216416,1,CHEMBL328190,unique_exact
609,tapentadol,CIDm09838021,1,CHEMBL1201776,unique_exact
610,silodosin,CIDm05312125,1,CHEMBL24778,unique_exact
611,prasugrel,CIDm06918456,2,CHEMBL1201772;RXNORM:613391,ambiguous_exact
612,eltrombopag,CIDm25181561,1,CHEMBL461101,unique_exact
613,doripenem,CIDm00073303,1,CHEMBL491571,unique_exact
614,tolvaptan,CIDm00216237,2,CHEMBL344159;DRUGBANK:DB06212,ambiguous_exact
615,regadenoson,CIDm00219024,2,CHEMBL317052;CHEMBL3989695,ambiguous_exact
616,asenapine,CIDm00163091,2,CHEMBL3187365;CHEMBL3544974,ambiguous_exact
617,vernakalant,CIDm09930048,1,CHEMBL2111112,unique_exact
618,lacosamide,CIDm00219078,2,CHEMBL58323;RXNORM:623400,ambiguous_exact
619,dalbavancin,CIDm44567678,2,CHEMBL3301669;DRUGBANK:DB06219,ambiguous_exact
620,rivaroxaban,CIDm09875401,1,CHEMBL198362,unique_exact
621,nalmefene,CIDm05284594,1,CHEMBL982,unique_exact
622,avanafil,CIDm09869929,1,CHEMBL1963681,unique_exact
623,eflornithine,CIDm00003009,1,CHEMBL830,unique_exact
624,droxidopa,CIDm00092974,1,CHEMBL2103827,unique_exact
625,sitaxentan,CIDm00216235,1,CHEMBL282724,unique_exact
626,ziconotide,CIDm16129690,2,CHEMBL4594214;DRUGBANK:DB06283,ambiguous_exact
627,teriparatide,CIDm16129682,2,CHEMBL525610;DRUGBANK:DB06285,ambiguous_exact
628,temsirolimus,CIDm06918289,1,CHEMBL1201182,unique_exact
629,amisulpride,CIDm00002159,1,CHEMBL243712,unique_exact
630,simeprevir,CIDm24873435,1,CHEMBL501849,unique_exact
631,dapagliflozin,CIDm09887712,1,CHEMBL429910,unique_exact
632,bazedoxifene,CIDm00154256,1,CHEMBL46740,unique_exact
633,ambrisentan,CIDm06918493,2,CHEMBL1111;RXNORM:358274,ambiguous_exact
634,doxercalciferol,CIDm05281107,1,CHEMBL1200810,unique_exact
635,armodafinil,CIDm09690109,1,CHEMBL1201192,unique_exact
636,etravirine,CIDm00193962,1,CHEMBL308954,unique_exact
637,prucalopride,CIDm03052762,1,CHEMBL117287,unique_exact
638,pazopanib,CIDm10113978,1,CHEMBL477772,unique_exact
639,ceftaroline.fosamil,CIDm09852981,0,"",unmatched
640,agomelatine,CIDm00082148,1,CHEMBL10878,unique_exact
641,apixaban,CIDm10182969,1,CHEMBL231779,unique_exact
642,bosutinib,CIDm05328940,1,CHEMBL288441,unique_exact
643,axitinib,CIDm06450551,1,CHEMBL1289926,unique_exact
644,fampridine,CIDm00001727,1,CHEMBL284348,unique_exact
645,ofatumumab,CIDm06918250,2,CHEMBL1201836;DRUGBANK:DB06650,ambiguous_exact
646,liraglutide,CIDm16134956,2,CHEMBL4084119;DRUGBANK:DB06655,ambiguous_exact
647,pasireotide,CIDm70788982,1,CHEMBL3349607,unique_exact
648,vilazodone,CIDm06918313,1,CHEMBL439849,unique_exact
649,dabigatran.etexilate,CIDm09578572,0,"",unmatched
650,betahistine,CIDm00002366,1,CHEMBL24441,unique_exact
651,degarelix,CIDm16136245,1,CHEMBL415606,unique_exact
652,desvenlafaxine,CIDm00125017,1,CHEMBL1118,unique_exact
653,dexmethylphenidate,CIDm00154100,1,CHEMBL827,unique_exact
654,fesoterodine,CIDm06918558,1,CHEMBL1201764,unique_exact
655,gadobutrol,CIDm09916860,1,CHEMBL2218860,unique_exact
656,naphazoline,CIDm00004436,1,CHEMBL761,unique_exact
657,buserelin,CIDm00050224,2,CHEMBL2110824;DRUGBANK:DB06719,ambiguous_exact
658,betaine,CIDm00000247,1,CHEMBL95889,unique_exact
659,bendamustine,CIDm00065628,1,CHEMBL487253,unique_exact
660,cabazitaxel,CIDm09854073,1,CHEMBL1201748,unique_exact
661,capsaicin,CIDm01548943,1,CHEMBL294199,unique_exact
662,dalteparin,CIDm25244225,2,CHEMBL1201460;DRUGBANK:DB06779,ambiguous_exact
663,ganirelix,CIDm16130965,2,CHEMBL1251;CHEMBL5314377,ambiguous_exact
664,histrelin,CIDm25077993,2,CHEMBL1201255;DRUGBANK:DB06788,ambiguous_exact
665,lanreotide,CIDm00071348,2,CHEMBL1201185;DRUGBANK:DB06791,ambiguous_exact
666,lanthanum.carbonate,CIDm00168924,0,"",unmatched
667,lodoxamide,CIDm00044563,1,CHEMBL1201266,unique_exact
668,methylnaltrexone.bromide,CIDm05361917,0,"",unmatched
669,plerixafor,CIDm00065014,1,CHEMBL18442,unique_exact
670,raltegravir,CIDm23668479,1,CHEMBL254316,unique_exact
671,sodium.phenylbutyrate,CIDm00004775,0,"",unmatched
672,triptorelin,CIDm25074470,1,CHEMBL1201334,unique_exact
673,lurasidone,CIDm00213046,2,CHEMBL1237021;RXNORM:1040028,ambiguous_exact
674,ticagrelor,CIDm09871419,1,CHEMBL398435,unique_exact
675,tafluprost,CIDm09868491,1,CHEMBL1963683,unique_exact
676,ivacaftor,CIDm16220172,1,CHEMBL2010601,unique_exact
677,iodine.ioflupane.(123I),CIDm03086674,0,"",unmatched
678,vismodegib,CIDm24776445,1,CHEMBL473417,unique_exact
679,rilpivirine,CIDm06451164,1,CHEMBL175691,unique_exact
680,crizotinib,CIDm11626560,1,CHEMBL601719,unique_exact
681,ulipristal,CIDm13559281,1,CHEMBL2103846,unique_exact
682,fingolimod,CIDm00107969,2,CHEMBL314854;CHEMBL544665,ambiguous_exact
683,tesamorelin,CIDm44201342,2,CHEMBL1237026;DRUGBANK:DB08869,ambiguous_exact
684,eribulin,CIDm53320414,1,CHEMBL1683590,unique_exact
685,boceprevir,CIDm10324367,1,CHEMBL218394,unique_exact
686,fidaxomicin,CIDm10034073,1,CHEMBL1255800,unique_exact
687,cabozantinib,CIDm25102847,1,CHEMBL2105717,unique_exact
688,ruxolitinib,CIDm25126797,1,CHEMBL1789941,unique_exact
689,teriflunomide,CIDm54684141,1,CHEMBL973,unique_exact
690,vemurafenib,CIDm42611257,1,CHEMBL1229517,unique_exact
691,linagliptin,CIDm10096344,1,CHEMBL237500,unique_exact
692,perampanel,CIDm09924495,1,CHEMBL1214124,unique_exact
693,carfilzomib,CIDm11556711,1,CHEMBL451887,unique_exact
694,mirabegron,CIDm09865528,1,CHEMBL2095212,unique_exact
695,tofacitinib,CIDm09926791,1,CHEMBL221959,unique_exact
696,regorafenib,CIDm11167602,1,CHEMBL1946170,unique_exact
697,aclidinium.bromide,CIDm11467166,0,"",unmatched
698,enzalutamide,CIDm15951529,1,CHEMBL1082407,unique_exact
699,teduglutide,CIDm70683012,2,CHEMBL2104987;DRUGBANK:DB08900,ambiguous_exact
700,ponatinib,CIDm24826799,1,CHEMBL1171837,unique_exact
701,bedaquiline,CIDm05388906,1,CHEMBL376488,unique_exact
702,fluticasone.furoate,CIDm09854489,0,"",unmatched
703,canagliflozin,CIDm24812758,2,CHEMBL2048484;CHEMBL4594217,ambiguous_exact
704,glycerol.phenylbutyrate,CIDm10482134,0,"",unmatched
705,pomalidomide,CIDm00134780,1,CHEMBL43452,unique_exact
706,trametinib,CIDm11707110,1,CHEMBL2103875,unique_exact
707,dabrafenib,CIDm44462760,1,CHEMBL2028663,unique_exact
708,radium.(223Ra).dichloride,CIDm06328144,0,"",unmatched
709,afatinib,CIDm10184653,1,CHEMBL1173655,unique_exact
710,dolutegravir,CIDm46216142,1,CHEMBL1229211,unique_exact
711,riociguat,CIDm11304743,1,CHEMBL2107834,unique_exact
712,macitentan,CIDm16004692,1,CHEMBL2103873,unique_exact
713,sofosbuvir,CIDm45375808,1,CHEMBL1259059,unique_exact
714,iopamidol,CIDm00065492,1,CHEMBL1200932,unique_exact
715,aliskiren,CIDm05493444,1,CHEMBL1639,unique_exact
716,vorapaxar,CIDm10077129,1,CHEMBL493982,unique_exact
717,suvorexant,CIDm24965990,1,CHEMBL1083659,unique_exact
718,empagliflozin,CIDm11949646,1,CHEMBL2107830,unique_exact
719,eliglustat,CIDm23652731,1,CHEMBL2110588,unique_exact
720,ibrutinib,CIDm24821094,1,CHEMBL1873475,unique_exact
721,cobicistat,CIDm25151504,1,CHEMBL2095208,unique_exact
722,vortioxetine,CIDm09966051,1,CHEMBL2104993,unique_exact
723,tasimelteon,CIDm10220503,1,CHEMBL2103822,unique_exact
724,sodium.oxybate,CIDm00010413,0,"",unmatched
725,umeclidinium.bromide,CIDm11519069,0,"",unmatched
726,olodaterol,CIDm11504294,1,CHEMBL605846,unique_exact
727,pinaverium,CIDm00040703,1,CHEMBL1909324,unique_exact
728,benzoyl.peroxide,CIDm00007187,0,"",unmatched
729,elvitegravir,CIDm05277135,1,CHEMBL204656,unique_exact
730,mesna,CIDm00000598,1,CHEMBL975,unique_exact
731,saccharated.iron.oxide,CIDm06850789,0,"",unmatched
732,florbetapir.(18F),CIDm24822371,0,"",unmatched
733,flutemetamol.(18F),CIDm15950376,0,"",unmatched
734,iopromide,CIDm00003736,1,CHEMBL1725,unique_exact
735,technetium.(99mTc).tetrofosmin,CIDm00004274,0,"",unmatched
736,technetium.(99mTc).exametazime,CIDm00023957,0,"",unmatched
737,nicorandil,CIDm00047528,1,CHEMBL284906,unique_exact
738,sodium.aurothiomalate,CIDm00022318,0,"",unmatched
739,sodium.phosphate,CIDm00001003,0,"",unmatched
740,iotrolan,CIDm00003738,0,"",unmatched
741,secretin,CIDm16129665,2,CHEMBL3039582;DRUGBANK:DB09532,ambiguous_exact
742,desirudin,CIDm16129703,2,CHEMBL1201662;DRUGBANK:DB11095,ambiguous_exact
743,temoporfin,CIDm00060751,2,CHEMBL383675;CHEMBL500576,ambiguous_exact
744,colestilan,CIDm00065840,2,CHEMBL2103800;DRUGBANK:DB11634,ambiguous_exact
745,tropisetron,CIDm00072165,1,CHEMBL56564,unique_exact
746,clobetasol,CIDm00032797,2,CHEMBL1159650;CHEMBL1201362,ambiguous_exact
747,clobetasone,CIDm00071386,2,CHEMBL2308885;DRUGBANK:DB13158,ambiguous_exact
748,atracurium,CIDm00047319,2,CHEMBL1360;DRUGBANK:DB13295,ambiguous_exact
749,mifamurtide,CIDm11672602,2,CHEMBL2107354;DRUGBANK:DB13615,ambiguous_exact
750,fluticasone,CIDm05311101,3,CHEMBL1201396;CHEMBL1473;RXNORM:41126,ambiguous_exact
751,candesartan,CIDm00002541,1,CHEMBL1016,unique_exact
752,mometasone,CIDm00441335,1,CHEMBL1201404,unique_exact
753,tedizolid,CIDm11234049,1,CHEMBL1257051,unique_exact
754,hydroxyprogesterone,CIDm00006238,2,CHEMBL1062;CHEMBL1200848,ambiguous_exact
755,eslicarbazepine,CIDm09881504,1,CHEMBL315985,unique_exact
756,ceftobiprole.medocaril,CIDm12993649,0,"",unmatched
