matrix_index,drug_name,stitch_id,optimuskg_id,optimuskg_name,mapping_method,mapping_confidence,candidate_count,resolution_status
290,adefovir.dipivoxil,CIDm00060871,CHEMBL922,ADEFOVIR DIPIVOXIL,dot_normalized_exact,high,1,resolved
291,lisinopril,CIDm05362118,CHEMBL419213,LISINOPRIL,canonical_name_disambiguation,high,2,resolved
292,imiquimod,CIDm00057469,CHEMBL1282,IMIQUIMOD,unique_exact,high,1,resolved
293,glyceryl.trinitrate,CIDm00004510,CHEMBL730,NITROGLYCERIN,dot_normalized_exact,high,1,resolved
294,nateglinide,CIDm05311309,CHEMBL783,NATEGLINIDE,unique_exact,high,1,resolved
295,risperidone,CIDm00005073,"","","","",2,ambiguous
296,naftifine,CIDm00047641,"","","","",2,ambiguous
297,esomeprazole,CIDm09579578,CHEMBL1201320,ESOMEPRAZOLE,unique_exact,high,1,resolved
298,pentamidine.isethionate,CIDm00004735,CHEMBL361506,PENTAMIDINE ISETHIONATE,dot_normalized_exact,high,1,resolved
299,riluzole,CIDm00005070,"","","","",2,ambiguous
300,hydrocortisone,CIDm00005754,CHEMBL389621,HYDROCORTISONE,unique_exact,high,1,resolved
301,mannitol,CIDm00006251,CHEMBL689,MANNITOL,unique_exact,high,1,resolved
302,gadobenic.acid,CIDm06918204,DRUGBANK:DB00743,Gadobenic acid,dot_normalized_exact,high,1,resolved
303,modafinil,CIDm00004236,CHEMBL1373,MODAFINIL,unique_exact,high,1,resolved
304,deferoxamine,CIDm00002973,CHEMBL556,DEFEROXAMINE,unique_exact,high,1,resolved
305,tretinoin,CIDm00444795,CHEMBL38,TRETINOIN,unique_exact,high,1,resolved
306,dolasetron,CIDm14476155,CHEMBL2368925,DOLASETRON,unique_exact,high,1,resolved
307,clopidogrel,CIDm00060606,CHEMBL1771,CLOPIDOGREL,unique_exact,high,1,resolved
308,meropenem,CIDm00060706,CHEMBL127,MEROPENEM,unique_exact,high,1,resolved
309,irinotecan,CIDm00060837,CHEMBL481,IRINOTECAN,unique_exact,high,1,resolved
310,olopatadine,CIDm05281071,CHEMBL1189432,OLOPATADINE,unique_exact,high,1,resolved
311,alprostadil,CIDm06433212,CHEMBL495,ALPROSTADIL,unique_exact,high,1,resolved
312,etoposide,CIDm00036462,CHEMBL44657,ETOPOSIDE,unique_exact,high,1,resolved
313,tirofiban,CIDm00060946,CHEMBL916,TIROFIBAN,unique_exact,high,1,resolved
314,oxcarbazepine,CIDm00034312,CHEMBL1068,OXCARBAZEPINE,unique_exact,high,1,resolved
315,estradiol,CIDm00005757,"","","","",2,ambiguous
316,aciclovir,CIDm00002022,CHEMBL184,ACYCLOVIR,unique_exact,high,1,resolved
317,naproxen,CIDm00156391,CHEMBL154,NAPROXEN,unique_exact,high,1,resolved
318,perindopril,CIDm00107807,CHEMBL1581,PERINDOPRIL,unique_exact,high,1,resolved
319,sulfasalazine,CIDm05359476,CHEMBL421,SULFASALAZINE,unique_exact,high,1,resolved
320,tazarotene,CIDm00005381,CHEMBL1657,TAZAROTENE,unique_exact,high,1,resolved
321,alfentanil,CIDm00051263,CHEMBL634,ALFENTANIL,unique_exact,high,1,resolved
322,dicycloverine,CIDm00003042,CHEMBL1123,DICYCLOMINE,unique_exact,high,1,resolved
323,pentoxifylline,CIDm00004740,CHEMBL628,PENTOXIFYLLINE,unique_exact,high,1,resolved
324,indapamide,CIDm00003702,CHEMBL406,INDAPAMIDE,unique_exact,high,1,resolved
325,ribavirin,CIDm00037542,CHEMBL1643,RIBAVIRIN,unique_exact,high,1,resolved
326,fentanyl,CIDm00003345,"","","","",2,ambiguous
327,meloxicam,CIDm00004051,CHEMBL599,MELOXICAM,unique_exact,high,1,resolved
328,orciprenaline,CIDm00004086,CHEMBL776,METAPROTERENOL,unique_exact,high,1,resolved
329,tadalafil,CIDm00110635,CHEMBL779,TADALAFIL,unique_exact,high,1,resolved
330,fosfomycin,CIDm00073491,CHEMBL1757,FOSFOMYCIN,unique_exact,high,1,resolved
331,diazepam,CIDm00003016,CHEMBL12,DIAZEPAM,unique_exact,high,1,resolved
332,cefaclor,CIDm00051038,CHEMBL1201018,CEFACLOR,canonical_name_disambiguation,high,2,resolved
333,mifepristone,CIDm00055245,CHEMBL1276308,MIFEPRISTONE,unique_exact,high,1,resolved
334,donepezil,CIDm00003152,CHEMBL502,DONEPEZIL,unique_exact,high,1,resolved
335,mercaptamine,CIDm00006058,CHEMBL602,CYSTEAMINE,unique_exact,high,1,resolved
336,dacarbazine,CIDm05353562,CHEMBL476,DACARBAZINE,unique_exact,high,1,resolved
337,temozolomide,CIDm00005394,CHEMBL810,TEMOZOLOMIDE,unique_exact,high,1,resolved
338,aminolevulinic.acid,CIDm00000137,CHEMBL601,AMINOLEVULINIC ACID,dot_normalized_exact,high,1,resolved
339,terbinafine,CIDm01549007,CHEMBL822,TERBINAFINE,unique_exact,high,1,resolved
340,penicillamine,CIDm00005852,CHEMBL1430,PENICILLAMINE,unique_exact,high,1,resolved
341,vardenafil,CIDm00110634,"","","","",2,ambiguous
342,tacrolimus,CIDm00445643,CHEMBL3989887,TACROLIMUS,canonical_name_disambiguation,high,2,resolved
343,terbutaline,CIDm00005403,CHEMBL1760,TERBUTALINE,unique_exact,high,1,resolved
344,conivaptan,CIDm00151171,CHEMBL1755,CONIVAPTAN,unique_exact,high,1,resolved
345,eprosartan,CIDm05281037,CHEMBL813,EPROSARTAN,unique_exact,high,1,resolved
346,sirolimus,CIDm05284616,CHEMBL413,SIROLIMUS,unique_exact,high,1,resolved
347,emtricitabine,CIDm00060877,"","","","",2,ambiguous
348,quinapril,CIDm00054891,CHEMBL1592,QUINAPRIL,unique_exact,high,1,resolved
349,clomifene,CIDm01548954,CHEMBL2355051,CLOMIPHENE,unique_exact,high,1,resolved
350,risedronic.acid,CIDm00005245,CHEMBL923,RISEDRONIC ACID,dot_normalized_exact,high,1,resolved
351,bumetanide,CIDm00002471,CHEMBL1072,BUMETANIDE,unique_exact,high,1,resolved
352,chlormethine,CIDm00004033,CHEMBL427,MECHLORETHAMINE,unique_exact,high,1,resolved
353,granisetron,CIDm05284566,CHEMBL289469,GRANISETRON,canonical_name_disambiguation,high,2,resolved
354,triazolam,CIDm00005556,CHEMBL646,TRIAZOLAM,unique_exact,high,1,resolved
355,remifentanil,CIDm00060814,CHEMBL1005,REMIFENTANIL,unique_exact,high,1,resolved
356,didanosine,CIDm00050599,CHEMBL1460,DIDANOSINE,unique_exact,high,1,resolved
357,ondansetron,CIDm00004595,CHEMBL46,ONDANSETRON,unique_exact,high,1,resolved
358,bimatoprost,CIDm05311027,CHEMBL1200963,BIMATOPROST,unique_exact,high,1,resolved
359,tiagabine,CIDm00060648,CHEMBL1027,TIAGABINE,unique_exact,high,1,resolved
360,quinidine,CIDm00005768,CHEMBL1294,QUINIDINE,unique_exact,high,1,resolved
361,zonisamide,CIDm00005734,"","","","",2,ambiguous
362,paricalcitol,CIDm05281104,CHEMBL1200622,PARICALCITOL,unique_exact,high,1,resolved
363,tinidazole,CIDm00005479,CHEMBL1220,TINIDAZOLE,unique_exact,high,1,resolved
364,repaglinide,CIDm00065981,CHEMBL1272,REPAGLINIDE,unique_exact,high,1,resolved
365,amantadine,CIDm00002130,CHEMBL660,AMANTADINE,unique_exact,high,1,resolved
366,metronidazole,CIDm00004173,CHEMBL137,METRONIDAZOLE,unique_exact,high,1,resolved
367,almotriptan,CIDm00123606,CHEMBL1505,ALMOTRIPTAN,unique_exact,high,1,resolved
368,buprenorphine,CIDm06321408,"","","","",2,ambiguous
369,levosimendan,CIDm03033825,CHEMBL2051955,LEVOSIMENDAN,unique_exact,high,1,resolved
370,cyclobenzaprine,CIDm00002895,CHEMBL669,CYCLOBENZAPRINE,unique_exact,high,1,resolved
371,famotidine,CIDm05702160,CHEMBL902,FAMOTIDINE,unique_exact,high,1,resolved
372,azacitidine,CIDm00009444,"","","","",2,ambiguous
373,misoprostol,CIDm05282381,CHEMBL606,MISOPROSTOL,unique_exact,high,1,resolved
374,colesevelam,CIDm00160051,DRUGBANK:DB00930,Colesevelam,canonical_name_disambiguation,high,2,resolved
375,tipranavir,CIDm00163296,CHEMBL222559,TIPRANAVIR,unique_exact,high,1,resolved
376,maprotiline,CIDm00004011,CHEMBL21731,MAPROTILINE,unique_exact,high,1,resolved
377,salmeterol,CIDm00005152,CHEMBL1263,SALMETEROL,unique_exact,high,1,resolved
378,fulvestrant,CIDm00104741,CHEMBL1358,FULVESTRANT,unique_exact,high,1,resolved
379,felbamate,CIDm00003331,CHEMBL1094,FELBAMATE,unique_exact,high,1,resolved
380,fexofenadine,CIDm00003348,CHEMBL914,FEXOFENADINE,unique_exact,high,1,resolved
381,naratriptan,CIDm00004440,CHEMBL1278,NARATRIPTAN,canonical_name_disambiguation,high,2,resolved
382,rizatriptan,CIDm00005078,CHEMBL905,RIZATRIPTAN,unique_exact,high,1,resolved
383,hydrocodone,CIDm05284569,CHEMBL1457,HYDROCODONE,unique_exact,high,1,resolved
384,carboplatin,CIDm00038904,"","","","",2,ambiguous
385,pindolol,CIDm00004828,CHEMBL500,PINDOLOL,unique_exact,high,1,resolved
386,zaleplon,CIDm00005719,CHEMBL1521,ZALEPLON,unique_exact,high,1,resolved
387,apraclonidine,CIDm00002216,CHEMBL647,APRACLONIDINE,unique_exact,high,1,resolved
388,telmisartan,CIDm00065999,"","","","",2,ambiguous
389,desloratadine,CIDm00124087,"","","","",2,ambiguous
390,alosetron,CIDm00002099,CHEMBL1110,ALOSETRON,unique_exact,high,1,resolved
391,azelastine,CIDm00002267,CHEMBL639,AZELASTINE,unique_exact,high,1,resolved
392,ezetimibe,CIDm00150311,CHEMBL1138,EZETIMIBE,unique_exact,high,1,resolved
393,dipyridamole,CIDm00003108,CHEMBL932,DIPYRIDAMOLE,unique_exact,high,1,resolved
394,telithromycin,CIDm03002190,CHEMBL1136,TELITHROMYCIN,unique_exact,high,1,resolved
395,lomefloxacin,CIDm00003948,CHEMBL561,LOMEFLOXACIN,unique_exact,high,1,resolved
396,ramelteon,CIDm00208902,CHEMBL1218,RAMELTEON,unique_exact,high,1,resolved
397,isotretinoin,CIDm05282379,CHEMBL547,ISOTRETINOIN,unique_exact,high,1,resolved
398,formoterol,CIDm03083544,"","","","",2,ambiguous
399,glycopyrronium.bromide,CIDm00003494,CHEMBL1201027,GLYCOPYRROLATE,dot_normalized_exact,high,1,resolved
400,cytarabine,CIDm00006252,CHEMBL803,CYTARABINE,unique_exact,high,1,resolved
401,rivastigmine,CIDm00077990,CHEMBL636,RIVASTIGMINE,unique_exact,high,1,resolved
402,exemestane,CIDm00060198,CHEMBL1200374,EXEMESTANE,unique_exact,high,1,resolved
403,methyl.aminolevulinate,CIDm00157921,CHEMBL1096562,METHYL AMINOLEVULINATE,dot_normalized_exact,high,1,resolved
404,azathioprine,CIDm00002265,CHEMBL1542,AZATHIOPRINE,unique_exact,high,1,resolved
405,auranofin,CIDm06918453,"","","","",2,ambiguous
406,gabapentin,CIDm00003446,CHEMBL940,GABAPENTIN,unique_exact,high,1,resolved
407,doxorubicin,CIDm00031703,CHEMBL53463,DOXORUBICIN,unique_exact,high,1,resolved
408,frovatriptan,CIDm00077992,CHEMBL1279,FROVATRIPTAN,unique_exact,high,1,resolved
409,hydrochlorothiazide,CIDm00003639,"","","","",2,ambiguous
410,salbutamol,CIDm00002083,CHEMBL714,ALBUTEROL,unique_exact,high,1,resolved
411,levobupivacaine,CIDm00092253,CHEMBL1201193,LEVOBUPIVACAINE,unique_exact,high,1,resolved
412,cromoglicic.acid,CIDm00002881,CHEMBL428880,CROMOLYN,dot_normalized_exact,high,1,resolved
413,ganciclovir,CIDm00003454,CHEMBL182,GANCICLOVIR,unique_exact,high,1,resolved
414,hydroxycarbamide,CIDm00003657,CHEMBL467,HYDROXYUREA,unique_exact,high,1,resolved
415,letrozole,CIDm00003902,CHEMBL1444,LETROZOLE,unique_exact,high,1,resolved
416,busulfan,CIDm00002478,CHEMBL820,BUSULFAN,unique_exact,high,1,resolved
417,metyrapone,CIDm00004174,CHEMBL934,METYRAPONE,unique_exact,high,1,resolved
418,cinacalcet,CIDm00156418,"","","","",2,ambiguous
419,balsalazide,CIDm05362070,CHEMBL1201346,BALSALAZIDE,unique_exact,high,1,resolved
420,sulfamethoxazole.and.trimethoprim,CIDm00358641,"","","","",0,unmatched
421,minocycline,CIDm26275995,CHEMBL1434,MINOCYCLINE,unique_exact,high,1,resolved
422,guanfacine,CIDm00003519,CHEMBL862,GUANFACINE,unique_exact,high,1,resolved
423,isosorbide.mononitrate,CIDm00027661,CHEMBL1311,ISOSORBIDE MONONITRATE,dot_normalized_exact,high,1,resolved
424,mycophenolic.acid,CIDm00446541,CHEMBL866,MYCOPHENOLIC ACID,dot_normalized_exact,high,1,resolved
425,amlexanox,CIDm00002161,CHEMBL1096,AMLEXANOX,unique_exact,high,1,resolved
426,irbesartan,CIDm00003749,CHEMBL1513,IRBESARTAN,unique_exact,high,1,resolved
427,topotecan,CIDm00060699,CHEMBL84,TOPOTECAN,canonical_name_disambiguation,high,2,resolved
428,tolterodine,CIDm00060774,CHEMBL1382,TOLTERODINE,unique_exact,high,1,resolved
429,selegiline,CIDm00026757,CHEMBL972,SELEGILINE,unique_exact,high,1,resolved
430,fenofibrate,CIDm00003339,CHEMBL672,FENOFIBRATE,unique_exact,high,1,resolved
431,thalidomide,CIDm00005426,CHEMBL468,THALIDOMIDE,unique_exact,high,1,resolved
432,melphalan,CIDm00460612,CHEMBL852,MELPHALAN,canonical_name_disambiguation,high,2,resolved
433,memantine,CIDm00004054,"","","","",2,ambiguous
434,gatifloxacin,CIDm00005379,CHEMBL31,GATIFLOXACIN,unique_exact,high,1,resolved
435,lubiprostone,CIDm00157920,CHEMBL1201134,LUBIPROSTONE,unique_exact,high,1,resolved
436,fluocinonide,CIDm00009642,CHEMBL1501,FLUOCINONIDE,unique_exact,high,1,resolved
437,abacavir,CIDm00065139,"","","","",2,ambiguous
438,ibuprofen,CIDm00003672,CHEMBL521,IBUPROFEN,unique_exact,high,1,resolved
439,norfloxacin,CIDm00004539,CHEMBL9,NORFLOXACIN,unique_exact,high,1,resolved
440,amoxicillin,CIDm00033613,CHEMBL1082,AMOXICILLIN,unique_exact,high,1,resolved
441,oxybutynin,CIDm00004634,CHEMBL1231,OXYBUTYNIN,unique_exact,high,1,resolved
442,glipizide,CIDm00003478,CHEMBL1073,GLIPIZIDE,unique_exact,high,1,resolved
443,clonazepam,CIDm00002802,CHEMBL452,CLONAZEPAM,unique_exact,high,1,resolved
444,atazanavir,CIDm00148192,CHEMBL1163,ATAZANAVIR,unique_exact,high,1,resolved
445,fludarabine,CIDm00657237,CHEMBL1568,FLUDARABINE,canonical_name_disambiguation,high,2,resolved
446,atorvastatin,CIDm00060822,CHEMBL1487,ATORVASTATIN,unique_exact,high,1,resolved
447,tegaserod,CIDm05487301,CHEMBL76370,TEGASEROD,unique_exact,high,1,resolved
448,vigabatrin,CIDm00005665,"","","","",2,ambiguous
449,streptomycin,CIDm06419957,CHEMBL372795,STREPTOMYCIN,unique_exact,high,1,resolved
450,orlistat,CIDm03034010,CHEMBL175247,ORLISTAT,unique_exact,high,1,resolved
451,pilocarpine,CIDm00005909,CHEMBL550,PILOCARPINE,unique_exact,high,1,resolved
452,iloprost,CIDm06435378,CHEMBL494,ILOPROST,unique_exact,high,1,resolved
453,fluvastatin,CIDm00446155,CHEMBL2220442,FLUVASTATIN,canonical_name_disambiguation,high,2,resolved
454,leflunomide,CIDm00003899,CHEMBL960,LEFLUNOMIDE,unique_exact,high,1,resolved
455,rosuvastatin,CIDm00446157,CHEMBL1496,ROSUVASTATIN,unique_exact,high,1,resolved
456,pimozide,CIDm00016362,CHEMBL1423,PIMOZIDE,unique_exact,high,1,resolved
457,capecitabine,CIDm00060953,CHEMBL1773,CAPECITABINE,unique_exact,high,1,resolved
458,sertraline,CIDm00063009,CHEMBL809,SERTRALINE,unique_exact,high,1,resolved
459,heparin,CIDm00000772,"","","","",2,ambiguous
460,miconazole,CIDm00004189,CHEMBL91,MICONAZOLE,unique_exact,high,1,resolved
461,nifedipine,CIDm00004485,CHEMBL193,NIFEDIPINE,unique_exact,high,1,resolved
462,atovaquone,CIDm00074989,CHEMBL1450,ATOVAQUONE,unique_exact,high,1,resolved
463,amiodarone,CIDm00002156,CHEMBL633,AMIODARONE,canonical_name_disambiguation,high,2,resolved
464,gliclazide,CIDm00003475,CHEMBL427216,GLICLAZIDE,unique_exact,high,1,resolved
465,bicalutamide,CIDm00002375,CHEMBL409,BICALUTAMIDE,unique_exact,high,1,resolved
466,rabeprazole,CIDm00005029,CHEMBL1219,RABEPRAZOLE,unique_exact,high,1,resolved
467,pioglitazone,CIDm00004829,"","","","",2,ambiguous
468,carvedilol,CIDm00002585,CHEMBL723,CARVEDILOL,unique_exact,high,1,resolved
469,levofloxacin,CIDm00149096,CHEMBL5315124,LEVOFLOXACIN,canonical_name_disambiguation,high,2,resolved
470,micafungin,CIDm06602291,CHEMBL457547,MICAFUNGIN,unique_exact,high,1,resolved
471,doxepin,CIDm00003158,CHEMBL1628227,DOXEPIN,unique_exact,high,1,resolved
472,nefazodone,CIDm00004449,CHEMBL623,NEFAZODONE,unique_exact,high,1,resolved
473,cefprozil,CIDm05281006,CHEMBL3301800,CEFPROZIL,canonical_name_disambiguation,high,2,resolved
474,gemifloxacin,CIDm09571107,CHEMBL430,GEMIFLOXACIN,unique_exact,high,1,resolved
475,bupropion,CIDm00000444,CHEMBL894,BUPROPION,unique_exact,high,1,resolved
476,trimetrexate,CIDm00005582,CHEMBL119,TRIMETREXATE,unique_exact,high,1,resolved
477,terazosin,CIDm00005401,CHEMBL611,TERAZOSIN,unique_exact,high,1,resolved
478,ofloxacin,CIDm00004583,CHEMBL4,OFLOXACIN,unique_exact,high,1,resolved
479,cilostazol,CIDm00002754,CHEMBL799,CILOSTAZOL,unique_exact,high,1,resolved
480,itraconazole,CIDm00055283,"","","","",2,ambiguous
481,arsenic.trioxide,CIDm00014888,"","","","",2,ambiguous
482,escitalopram,CIDm00146570,CHEMBL1508,ESCITALOPRAM,unique_exact,high,1,resolved
483,idarubicin,CIDm00042890,CHEMBL1117,IDARUBICIN,unique_exact,high,1,resolved
484,podophyllotoxin,CIDm00010607,CHEMBL61,PODOFILOX,unique_exact,high,1,resolved
485,rescinnamine,CIDm05280954,CHEMBL1668,RESCINNAMINE,unique_exact,high,1,resolved
486,ifosfamide,CIDm00003690,CHEMBL1024,IFOSFAMIDE,unique_exact,high,1,resolved
487,propafenone,CIDm00004932,CHEMBL631,PROPAFENONE,unique_exact,high,1,resolved
488,pergolide,CIDm00047811,CHEMBL531,PERGOLIDE,unique_exact,high,1,resolved
489,ciclopirox,CIDm00002749,CHEMBL1413,CICLOPIROX,unique_exact,high,1,resolved
490,desflurane,CIDm00042113,CHEMBL1200733,DESFLURANE,unique_exact,high,1,resolved
491,clindamycin,CIDm00029029,CHEMBL1753,CLINDAMYCIN,canonical_name_disambiguation,high,2,resolved
492,acebutolol,CIDm00001978,CHEMBL642,ACEBUTOLOL,unique_exact,high,1,resolved
493,brinzolamide,CIDm00068844,CHEMBL220491,BRINZOLAMIDE,unique_exact,high,1,resolved
494,flecainide,CIDm00003355,CHEMBL652,FLECAINIDE,unique_exact,high,1,resolved
495,estramustine,CIDm00259331,CHEMBL1575,ESTRAMUSTINE,unique_exact,high,1,resolved
496,bromocriptine,CIDm00031100,CHEMBL493,BROMOCRIPTINE,unique_exact,high,1,resolved
497,levetiracetam,CIDm05284583,"","","","",2,ambiguous
498,nadolol,CIDm00039147,"","","","",2,ambiguous
499,mitoxantrone,CIDm00004212,CHEMBL58,MITOXANTRONE,unique_exact,high,1,resolved
500,sparfloxacin,CIDm00060464,CHEMBL850,SPARFLOXACIN,unique_exact,high,1,resolved
501,clarithromycin,CIDm00084029,CHEMBL1741,CLARITHROMYCIN,unique_exact,high,1,resolved
502,ceftriaxone,CIDm05479530,CHEMBL161,CEFTRIAXONE,unique_exact,high,1,resolved
503,estazolam,CIDm00003261,CHEMBL285674,ESTAZOLAM,unique_exact,high,1,resolved
504,finasteride,CIDm00057363,CHEMBL710,FINASTERIDE,unique_exact,high,1,resolved
505,anastrozole,CIDm00002187,CHEMBL1399,ANASTROZOLE,unique_exact,high,1,resolved
506,halofantrine,CIDm00037392,CHEMBL1107,HALOFANTRINE,unique_exact,high,1,resolved
507,dantrolene,CIDm06604100,CHEMBL1201288,DANTROLENE,unique_exact,high,1,resolved
508,rifaximin,CIDm06436173,CHEMBL1617,RIFAXIMIN,unique_exact,high,1,resolved
509,budesonide,CIDm05281004,"","","","",2,ambiguous
510,aminophylline,CIDm00009433,CHEMBL1370561,AMINOPHYLLINE,unique_exact,high,1,resolved
511,quetiapine,CIDm00005002,CHEMBL716,QUETIAPINE,unique_exact,high,1,resolved
512,paclitaxel,CIDm05352019,"","","","",2,ambiguous
513,saquinavir,CIDm00060934,CHEMBL114,SAQUINAVIR,unique_exact,high,1,resolved
514,dexamethasone,CIDm00005743,CHEMBL384467,DEXAMETHASONE,canonical_name_disambiguation,high,2,resolved
515,levodopa,CIDm00441193,"","","","",2,ambiguous
516,aripiprazole,CIDm00060795,"","","","",2,ambiguous
517,epoprostenol,CIDm05282411,CHEMBL1139,EPOPROSTENOL,unique_exact,high,1,resolved
518,gemfibrozil,CIDm00003463,CHEMBL457,GEMFIBROZIL,unique_exact,high,1,resolved
519,clomipramine,CIDm00002801,CHEMBL415,CLOMIPRAMINE,unique_exact,high,1,resolved
520,bepridil,CIDm00002351,CHEMBL1008,BEPRIDIL,unique_exact,high,1,resolved
521,docetaxel,CIDm00064780,CHEMBL3545252,DOCETAXEL,canonical_name_disambiguation,high,2,resolved
522,iodixanol,CIDm00003724,CHEMBL1200507,IODIXANOL,unique_exact,high,1,resolved
523,olsalazine,CIDm05462337,CHEMBL425,OLSALAZINE,unique_exact,high,1,resolved
524,dasatinib,CIDm03062316,CHEMBL1421,DASATINIB,unique_exact,high,1,resolved
525,lisdexamfetamine,CIDm11597697,CHEMBL1201222,LISDEXAMFETAMINE,unique_exact,high,1,resolved
526,lapatinib,CIDm00208908,CHEMBL554,LAPATINIB,canonical_name_disambiguation,high,2,resolved
527,desonide,CIDm00012536,CHEMBL1201109,DESONIDE,unique_exact,high,1,resolved
528,sitagliptin,CIDm04369359,CHEMBL1422,SITAGLIPTIN,unique_exact,high,1,resolved
529,decitabine,CIDm00451668,CHEMBL1201129,DECITABINE,unique_exact,high,1,resolved
530,posaconazole,CIDm00468595,"","","","",2,ambiguous
531,darunavir,CIDm00213039,CHEMBL1323,DARUNAVIR,unique_exact,high,1,resolved
532,telbivudine,CIDm00159269,CHEMBL374731,TELBIVUDINE,unique_exact,high,1,resolved
533,paliperidone,CIDm00115237,CHEMBL1621,PALIPERIDONE,unique_exact,high,1,resolved
534,sunitinib,CIDm05329102,CHEMBL535,SUNITINIB,unique_exact,high,1,resolved
535,varenicline,CIDm00170361,"","","","",2,ambiguous
536,hydralazine,CIDm00003637,CHEMBL276832,HYDRALAZINE,unique_exact,high,1,resolved
537,exenatide,CIDm16157882,"","","","",2,ambiguous
538,nelarabine,CIDm03011155,CHEMBL1201112,NELARABINE,unique_exact,high,1,resolved
539,corticotropin,CIDm16132265,"","","","",2,ambiguous
540,pirbuterol,CIDm00004845,CHEMBL1094966,PIRBUTEROL,unique_exact,high,1,resolved
541,insulin.aspart,CIDm16132418,"","","","",2,ambiguous
542,insulin.detemir,CIDm16137271,"","","","",2,ambiguous
543,fosamprenavir,CIDm00131535,CHEMBL1664,FOSAMPRENAVIR,unique_exact,high,1,resolved
544,fosphenytoin,CIDm00056338,CHEMBL1201336,FOSPHENYTOIN,unique_exact,high,1,resolved
545,cilazapril,CIDm00056329,CHEMBL515606,CILAZAPRIL,unique_exact,high,1,resolved
546,penbutolol,CIDm00037464,CHEMBL1290,PENBUTOLOL,unique_exact,high,1,resolved
547,iohexol,CIDm00003730,CHEMBL1200455,IOHEXOL,unique_exact,high,1,resolved
548,rasagiline,CIDm03052775,"","","","",2,ambiguous
549,sodium.bicarbonate,CIDm00000923,CHEMBL1353,SODIUM BICARBONATE,dot_normalized_exact,high,1,resolved
550,bezafibrate,CIDm00039042,CHEMBL264374,BEZAFIBRATE,unique_exact,high,1,resolved
551,colchicine,CIDm00006167,CHEMBL107,COLCHICINE,canonical_name_disambiguation,high,2,resolved
552,danazol,CIDm00028417,CHEMBL1479,DANAZOL,unique_exact,high,1,resolved
553,tiotropium.bromide,CIDm00060830,CHEMBL3545181,TIOTROPIUM BROMIDE,dot_normalized_exact,high,1,resolved
554,ciclesonide,CIDm06918155,CHEMBL2040682,CICLESONIDE,unique_exact,high,1,resolved
555,cefepime,CIDm05479537,CHEMBL186,CEFEPIME,unique_exact,high,1,resolved
556,colestyramine,CIDm70695640,"","","","",2,ambiguous
557,flunitrazepam,CIDm00003380,CHEMBL13280,FLUNITRAZEPAM,unique_exact,high,1,resolved
558,dihydrocodeine,CIDm05284543,CHEMBL1595,DIHYDROCODEINE,unique_exact,high,1,resolved
559,bromazepam,CIDm00002441,CHEMBL277062,BROMAZEPAM,unique_exact,high,1,resolved
560,ursodeoxycholic.acid,CIDm00031401,CHEMBL1551,URSODIOL,dot_normalized_exact,high,1,resolved
561,quazepam,CIDm00004999,CHEMBL1200472,QUAZEPAM,unique_exact,high,1,resolved
562,everolimus,CIDm06442177,"","","","",2,ambiguous
563,solifenacin,CIDm00154058,CHEMBL1734,SOLIFENACIN,unique_exact,high,1,resolved
564,tiaprofenic.acid,CIDm00005468,CHEMBL365795,TIAPROFENIC ACID,dot_normalized_exact,high,1,resolved
565,deferasirox,CIDm05493381,CHEMBL550348,DEFERASIROX,unique_exact,high,1,resolved
566,valganciclovir,CIDm00064147,CHEMBL1201314,VALGANCICLOVIR,unique_exact,high,1,resolved
567,roflumilast,CIDm00449193,CHEMBL193240,ROFLUMILAST,unique_exact,high,1,resolved
568,fusidic.acid,CIDm03000226,CHEMBL374975,FUSIDIC ACID,dot_normalized_exact,high,1,resolved
569,fotemustine,CIDm00104799,"","","","",2,ambiguous
570,thiotepa,CIDm00005453,"","","","",2,ambiguous
571,maraviroc,CIDm03002977,CHEMBL1201187,MARAVIROC,unique_exact,high,1,resolved
572,cyproterone,CIDm05284537,CHEMBL142130,CYPROTERONE,canonical_name_disambiguation,high,2,resolved
573,tetrabenazine,CIDm00006018,CHEMBL117785,TETRABENAZINE,unique_exact,high,1,resolved
574,ixabepilone,CIDm06445540,CHEMBL1201752,IXABEPILONE,unique_exact,high,1,resolved
575,febuxostat,CIDm00134018,"","","","",2,ambiguous
576,dronedarone,CIDm00208898,CHEMBL184412,DRONEDARONE,unique_exact,high,1,resolved
577,nebivolol,CIDm00071301,CHEMBL434394,NEBIVOLOL,unique_exact,high,1,resolved
578,nilotinib,CIDm00644241,CHEMBL255863,NILOTINIB,unique_exact,high,1,resolved
579,lorcaserin,CIDm11658859,CHEMBL360328,LORCASERIN,unique_exact,high,1,resolved
580,vildagliptin,CIDm06918537,CHEMBL142703,VILDAGLIPTIN,unique_exact,high,1,resolved
581,milnacipran,CIDm00055480,CHEMBL259209,MILNACIPRAN,unique_exact,high,1,resolved
582,nesiritide,CIDm25081014,"","","","",2,ambiguous
583,oritavancin,CIDm16136912,CHEMBL1688530,ORITAVANCIN,unique_exact,high,1,resolved
584,clevidipine,CIDm00153994,CHEMBL1237132,CLEVIDIPINE,unique_exact,high,1,resolved
585,ospemifene,CIDm03036505,CHEMBL2105395,OSPEMIFENE,unique_exact,high,1,resolved
586,iloperidone,CIDm00071360,CHEMBL14376,ILOPERIDONE,unique_exact,high,1,resolved
