matrix_index,biokorf_drug_id,drug_name,stitch_id,entity_type,optimuskg_ids,optimuskg_node_count,mapping_source,mapping_confidence,kg_mapping_status,requires_manual_review
351,BIOKORF_DRUG_351,bumetanide,CIDm00002471,drug,"[""CHEMBL1072""]",1,evidence_fusion:confirmed_name_structure,very_high,mapped_single,false
352,BIOKORF_DRUG_352,chlormethine,CIDm00004033,drug,"[""CHEMBL427""]",1,evidence_fusion:confirmed_name_structure,very_high,mapped_single,false
353,BIOKORF_DRUG_353,granisetron,CIDm05284566,drug,"[""CHEMBL289469""]",1,evidence_fusion:supported_canonical_name,high,mapped_single,false
354,BIOKORF_DRUG_354,triazolam,CIDm00005556,drug,"[""CHEMBL646""]",1,evidence_fusion:confirmed_name_structure,very_high,mapped_single,false
355,BIOKORF_DRUG_355,remifentanil,CIDm00060814,drug,"[""CHEMBL1005""]",1,evidence_fusion:confirmed_name_structure,very_high,mapped_single,false
356,BIOKORF_DRUG_356,didanosine,CIDm00050599,drug,"[""CHEMBL1460""]",1,evidence_fusion:name_only_resolved,high,mapped_single,false
357,BIOKORF_DRUG_357,ondansetron,CIDm00004595,drug,"[""CHEMBL46""]",1,evidence_fusion:confirmed_name_structure,very_high,mapped_single,false
358,BIOKORF_DRUG_358,bimatoprost,CIDm05311027,drug,"[""CHEMBL1200963""]",1,evidence_fusion:name_only_resolved,high,mapped_single,false
359,BIOKORF_DRUG_359,tiagabine,CIDm00060648,drug,"[""CHEMBL1027""]",1,evidence_fusion:name_only_resolved,high,mapped_single,false
360,BIOKORF_DRUG_360,quinidine,CIDm00005768,drug,"[""CHEMBL1294""]",1,evidence_fusion:name_only_resolved,high,mapped_single,false
361,BIOKORF_DRUG_361,zonisamide,CIDm00005734,drug,"[""CHEMBL750""]",1,evidence_fusion:resolved_by_unique_structure_candidate,very_high,mapped_single,false
362,BIOKORF_DRUG_362,paricalcitol,CIDm05281104,drug,"[""CHEMBL1200622""]",1,evidence_fusion:name_only_resolved,high,mapped_single,false
363,BIOKORF_DRUG_363,tinidazole,CIDm00005479,drug,"[""CHEMBL1220""]",1,evidence_fusion:confirmed_name_structure,very_high,mapped_single,false
364,BIOKORF_DRUG_364,repaglinide,CIDm00065981,drug,"[""CHEMBL1272""]",1,evidence_fusion:name_only_resolved,high,mapped_single,false
365,BIOKORF_DRUG_365,amantadine,CIDm00002130,drug,"[""CHEMBL660""]",1,evidence_fusion:confirmed_name_structure,very_high,mapped_single,false
366,BIOKORF_DRUG_366,metronidazole,CIDm00004173,drug,"[""CHEMBL137""]",1,evidence_fusion:confirmed_name_structure,very_high,mapped_single,false
367,BIOKORF_DRUG_367,almotriptan,CIDm00123606,drug,"[""CHEMBL1505""]",1,evidence_fusion:confirmed_name_structure,very_high,mapped_single,false
368,BIOKORF_DRUG_368,buprenorphine,CIDm06321408,drug,[],0,triage:FORM_OR_SALT_AMBIGUITY,review_required,review_required,true
369,BIOKORF_DRUG_369,levosimendan,CIDm03033825,drug,"[""CHEMBL2051955""]",1,evidence_fusion:name_only_resolved,high,mapped_single,false
370,BIOKORF_DRUG_370,cyclobenzaprine,CIDm00002895,drug,"[""CHEMBL669""]",1,evidence_fusion:confirmed_name_structure,very_high,mapped_single,false
371,BIOKORF_DRUG_371,famotidine,CIDm05702160,drug,"[""CHEMBL902""]",1,evidence_fusion:name_only_resolved,high,mapped_single,false
372,BIOKORF_DRUG_372,azacitidine,CIDm00009444,drug,"[""CHEMBL1489"", ""RXNORM:1251""]",2,triage:SAFE_MULTI_NODE,high,mapped_multi,false
373,BIOKORF_DRUG_373,misoprostol,CIDm05282381,drug,"[""CHEMBL606""]",1,evidence_fusion:name_only_resolved,high,mapped_single,false
374,BIOKORF_DRUG_374,colesevelam,CIDm00160051,drug,"[""DRUGBANK:DB00930""]",1,evidence_fusion:supported_canonical_name,high,mapped_single,false
375,BIOKORF_DRUG_375,tipranavir,CIDm00163296,drug,"[""CHEMBL222559""]",1,evidence_fusion:confirmed_name_structure,very_high,mapped_single,false
376,BIOKORF_DRUG_376,maprotiline,CIDm00004011,drug,"[""CHEMBL21731""]",1,evidence_fusion:confirmed_name_structure,very_high,mapped_single,false
377,BIOKORF_DRUG_377,salmeterol,CIDm00005152,drug,"[""CHEMBL1263""]",1,evidence_fusion:confirmed_name_structure,very_high,mapped_single,false
378,BIOKORF_DRUG_378,fulvestrant,CIDm00104741,drug,"[""CHEMBL1358""]",1,evidence_fusion:confirmed_name_structure,very_high,mapped_single,false
379,BIOKORF_DRUG_379,felbamate,CIDm00003331,drug,"[""CHEMBL1094""]",1,evidence_fusion:confirmed_name_structure,very_high,mapped_single,false
380,BIOKORF_DRUG_380,fexofenadine,CIDm00003348,drug,"[""CHEMBL914""]",1,evidence_fusion:confirmed_name_structure,very_high,mapped_single,false
381,BIOKORF_DRUG_381,naratriptan,CIDm00004440,drug,"[""CHEMBL1278""]",1,evidence_fusion:confirmed_name_structure,very_high,mapped_single,false
382,BIOKORF_DRUG_382,rizatriptan,CIDm00005078,drug,"[""CHEMBL905""]",1,evidence_fusion:confirmed_name_structure,very_high,mapped_single,false
383,BIOKORF_DRUG_383,hydrocodone,CIDm05284569,drug,"[""CHEMBL1457""]",1,evidence_fusion:name_only_resolved,high,mapped_single,false
384,BIOKORF_DRUG_384,carboplatin,CIDm00038904,drug,"[""CHEMBL1351"", ""DRUGBANK:DB00958""]",2,triage:SAFE_MULTI_NODE,high,mapped_multi,false
385,BIOKORF_DRUG_385,pindolol,CIDm00004828,drug,"[""CHEMBL500""]",1,evidence_fusion:confirmed_name_structure,very_high,mapped_single,false
386,BIOKORF_DRUG_386,zaleplon,CIDm00005719,drug,"[""CHEMBL1521""]",1,evidence_fusion:confirmed_name_structure,very_high,mapped_single,false
387,BIOKORF_DRUG_387,apraclonidine,CIDm00002216,drug,"[""CHEMBL647""]",1,evidence_fusion:confirmed_name_structure,very_high,mapped_single,false
388,BIOKORF_DRUG_388,telmisartan,CIDm00065999,drug,"[""CHEMBL1017""]",1,evidence_fusion:resolved_by_unique_structure_candidate,very_high,mapped_single,false
389,BIOKORF_DRUG_389,desloratadine,CIDm00124087,drug,"[""CHEMBL1172""]",1,evidence_fusion:resolved_by_unique_structure_candidate,very_high,mapped_single,false
390,BIOKORF_DRUG_390,alosetron,CIDm00002099,drug,"[""CHEMBL1110""]",1,evidence_fusion:confirmed_name_structure,very_high,mapped_single,false
391,BIOKORF_DRUG_391,azelastine,CIDm00002267,drug,"[""CHEMBL639""]",1,evidence_fusion:confirmed_name_structure,very_high,mapped_single,false
392,BIOKORF_DRUG_392,ezetimibe,CIDm00150311,drug,"[""CHEMBL1138""]",1,evidence_fusion:confirmed_name_structure,very_high,mapped_single,false
393,BIOKORF_DRUG_393,dipyridamole,CIDm00003108,drug,"[""CHEMBL932""]",1,evidence_fusion:confirmed_name_structure,very_high,mapped_single,false
394,BIOKORF_DRUG_394,telithromycin,CIDm03002190,drug,"[""CHEMBL1136""]",1,evidence_fusion:name_only_resolved,high,mapped_single,false
395,BIOKORF_DRUG_395,lomefloxacin,CIDm00003948,drug,"[""CHEMBL561""]",1,evidence_fusion:confirmed_name_structure,very_high,mapped_single,false
396,BIOKORF_DRUG_396,ramelteon,CIDm00208902,drug,"[""CHEMBL1218""]",1,evidence_fusion:confirmed_name_structure,very_high,mapped_single,false
397,BIOKORF_DRUG_397,isotretinoin,CIDm05282379,drug,"[""CHEMBL547""]",1,evidence_fusion:name_only_resolved,high,mapped_single,false
398,BIOKORF_DRUG_398,formoterol,CIDm03083544,drug,"[""CHEMBL1256786"", ""RXNORM:25255""]",2,triage:SAFE_MULTI_NODE,high,mapped_multi,false
399,BIOKORF_DRUG_399,glycopyrronium.bromide,CIDm00003494,drug,"[""CHEMBL1201027""]",1,evidence_fusion:confirmed_name_structure,very_high,mapped_single,false
400,BIOKORF_DRUG_400,cytarabine,CIDm00006252,drug,"[""CHEMBL803""]",1,evidence_fusion:name_only_resolved,high,mapped_single,false
401,BIOKORF_DRUG_401,rivastigmine,CIDm00077990,drug,"[""CHEMBL636""]",1,evidence_fusion:name_only_resolved,high,mapped_single,false
402,BIOKORF_DRUG_402,exemestane,CIDm00060198,drug,"[""CHEMBL1200374""]",1,evidence_fusion:confirmed_name_structure,very_high,mapped_single,false
403,BIOKORF_DRUG_403,methyl.aminolevulinate,CIDm00157921,drug,"[""CHEMBL1096562""]",1,evidence_fusion:confirmed_name_structure,very_high,mapped_single,false
404,BIOKORF_DRUG_404,azathioprine,CIDm00002265,drug,"[""CHEMBL1542""]",1,evidence_fusion:confirmed_name_structure,very_high,mapped_single,false
405,BIOKORF_DRUG_405,auranofin,CIDm06918453,drug,"[""CHEMBL1366"", ""DRUGBANK:DB00995""]",2,triage:SAFE_MULTI_NODE,high,mapped_multi,false
406,BIOKORF_DRUG_406,gabapentin,CIDm00003446,drug,"[""CHEMBL940""]",1,evidence_fusion:confirmed_name_structure,very_high,mapped_single,false
407,BIOKORF_DRUG_407,doxorubicin,CIDm00031703,drug,"[""CHEMBL53463""]",1,evidence_fusion:name_only_resolved,high,mapped_single,false
408,BIOKORF_DRUG_408,frovatriptan,CIDm00077992,drug,"[""CHEMBL1279""]",1,evidence_fusion:confirmed_name_structure,very_high,mapped_single,false
409,BIOKORF_DRUG_409,hydrochlorothiazide,CIDm00003639,drug,"[""CHEMBL435""]",1,evidence_fusion:resolved_by_unique_structure_candidate,very_high,mapped_single,false
410,BIOKORF_DRUG_410,salbutamol,CIDm00002083,drug,"[""CHEMBL714""]",1,evidence_fusion:confirmed_name_structure,very_high,mapped_single,false
411,BIOKORF_DRUG_411,levobupivacaine,CIDm00092253,drug,"[""CHEMBL1201193""]",1,evidence_fusion:name_only_resolved,high,mapped_single,false
412,BIOKORF_DRUG_412,cromoglicic.acid,CIDm00002881,drug,"[""CHEMBL428880""]",1,evidence_fusion:confirmed_name_structure,very_high,mapped_single,false
413,BIOKORF_DRUG_413,ganciclovir,CIDm00003454,drug,"[""CHEMBL182""]",1,evidence_fusion:confirmed_name_structure,very_high,mapped_single,false
414,BIOKORF_DRUG_414,hydroxycarbamide,CIDm00003657,drug,"[""CHEMBL467""]",1,evidence_fusion:confirmed_name_structure,very_high,mapped_single,false
415,BIOKORF_DRUG_415,letrozole,CIDm00003902,drug,"[""CHEMBL1444""]",1,evidence_fusion:confirmed_name_structure,very_high,mapped_single,false
416,BIOKORF_DRUG_416,busulfan,CIDm00002478,drug,"[""CHEMBL820""]",1,evidence_fusion:confirmed_name_structure,very_high,mapped_single,false
417,BIOKORF_DRUG_417,metyrapone,CIDm00004174,drug,"[""CHEMBL934""]",1,evidence_fusion:confirmed_name_structure,very_high,mapped_single,false
418,BIOKORF_DRUG_418,cinacalcet,CIDm00156418,drug,"[""CHEMBL1201284""]",1,evidence_fusion:resolved_by_unique_intersection,very_high,mapped_single,false
419,BIOKORF_DRUG_419,balsalazide,CIDm05362070,drug,"[""CHEMBL1201346""]",1,evidence_fusion:name_only_resolved,high,mapped_single,false
420,BIOKORF_DRUG_420,sulfamethoxazole.and.trimethoprim,CIDm00358641,combination_drug,"[""CHEMBL58061""]",1,triage:COMBINATION_DRUG,high,mapped_single,false
421,BIOKORF_DRUG_421,minocycline,CIDm26275995,drug,"[""CHEMBL1434""]",1,evidence_fusion:name_only_resolved,high,mapped_single,false
422,BIOKORF_DRUG_422,guanfacine,CIDm00003519,drug,"[""CHEMBL862""]",1,evidence_fusion:confirmed_name_structure,very_high,mapped_single,false
423,BIOKORF_DRUG_423,isosorbide.mononitrate,CIDm00027661,drug,"[""CHEMBL1311""]",1,evidence_fusion:confirmed_name_structure,very_high,mapped_single,false
424,BIOKORF_DRUG_424,mycophenolic.acid,CIDm00446541,drug,"[""CHEMBL866""]",1,evidence_fusion:name_only_resolved,high,mapped_single,false
425,BIOKORF_DRUG_425,amlexanox,CIDm00002161,drug,"[""CHEMBL1096""]",1,evidence_fusion:confirmed_name_structure,very_high,mapped_single,false
426,BIOKORF_DRUG_426,irbesartan,CIDm00003749,drug,"[""CHEMBL1513""]",1,evidence_fusion:confirmed_name_structure,very_high,mapped_single,false
427,BIOKORF_DRUG_427,topotecan,CIDm00060699,drug,"[""CHEMBL84""]",1,evidence_fusion:supported_canonical_name,high,mapped_single,false
428,BIOKORF_DRUG_428,tolterodine,CIDm00060774,drug,"[""CHEMBL1382""]",1,evidence_fusion:name_only_resolved,high,mapped_single,false
429,BIOKORF_DRUG_429,selegiline,CIDm00026757,drug,"[""CHEMBL972""]",1,evidence_fusion:name_only_resolved,high,mapped_single,false
430,BIOKORF_DRUG_430,fenofibrate,CIDm00003339,drug,"[""CHEMBL672""]",1,evidence_fusion:confirmed_name_structure,very_high,mapped_single,false
431,BIOKORF_DRUG_431,thalidomide,CIDm00005426,drug,"[""CHEMBL468""]",1,evidence_fusion:confirmed_name_structure,very_high,mapped_single,false
432,BIOKORF_DRUG_432,melphalan,CIDm00460612,drug,"[""CHEMBL852""]",1,evidence_fusion:supported_canonical_name,high,mapped_single,false
433,BIOKORF_DRUG_433,memantine,CIDm00004054,drug,"[""CHEMBL807""]",1,evidence_fusion:resolved_by_unique_intersection,very_high,mapped_single,false
434,BIOKORF_DRUG_434,gatifloxacin,CIDm00005379,drug,"[""CHEMBL31""]",1,evidence_fusion:confirmed_name_structure,very_high,mapped_single,false
435,BIOKORF_DRUG_435,lubiprostone,CIDm00157920,drug,"[""CHEMBL1201134""]",1,evidence_fusion:confirmed_name_structure,very_high,mapped_single,false
436,BIOKORF_DRUG_436,fluocinonide,CIDm00009642,drug,"[""CHEMBL1501""]",1,evidence_fusion:name_only_resolved,high,mapped_single,false
437,BIOKORF_DRUG_437,abacavir,CIDm00065139,drug,"[""CHEMBL1380"", ""RXNORM:190521""]",2,triage:SAFE_MULTI_NODE,high,mapped_multi,false
438,BIOKORF_DRUG_438,ibuprofen,CIDm00003672,drug,"[""CHEMBL521""]",1,evidence_fusion:confirmed_name_structure,very_high,mapped_single,false
439,BIOKORF_DRUG_439,norfloxacin,CIDm00004539,drug,"[""CHEMBL9""]",1,evidence_fusion:confirmed_name_structure,very_high,mapped_single,false
440,BIOKORF_DRUG_440,amoxicillin,CIDm00033613,drug,"[""CHEMBL1082""]",1,evidence_fusion:name_only_resolved,high,mapped_single,false
441,BIOKORF_DRUG_441,oxybutynin,CIDm00004634,drug,"[""CHEMBL1231""]",1,evidence_fusion:confirmed_name_structure,very_high,mapped_single,false
442,BIOKORF_DRUG_442,glipizide,CIDm00003478,drug,"[""CHEMBL1073""]",1,evidence_fusion:confirmed_name_structure,very_high,mapped_single,false
443,BIOKORF_DRUG_443,clonazepam,CIDm00002802,drug,"[""CHEMBL452""]",1,evidence_fusion:confirmed_name_structure,very_high,mapped_single,false
444,BIOKORF_DRUG_444,atazanavir,CIDm00148192,drug,"[""CHEMBL1163""]",1,evidence_fusion:confirmed_name_structure,very_high,mapped_single,false
445,BIOKORF_DRUG_445,fludarabine,CIDm00657237,drug,"[""CHEMBL1568""]",1,evidence_fusion:supported_canonical_name,high,mapped_single,false
446,BIOKORF_DRUG_446,atorvastatin,CIDm00060822,drug,"[""CHEMBL1487""]",1,evidence_fusion:name_only_resolved,high,mapped_single,false
447,BIOKORF_DRUG_447,tegaserod,CIDm05487301,drug,"[""CHEMBL76370""]",1,evidence_fusion:name_only_resolved,high,mapped_single,false
448,BIOKORF_DRUG_448,vigabatrin,CIDm00005665,drug,"[""CHEMBL89598""]",1,evidence_fusion:resolved_by_unique_structure_candidate,very_high,mapped_single,false
449,BIOKORF_DRUG_449,streptomycin,CIDm06419957,drug,"[""CHEMBL372795""]",1,evidence_fusion:name_only_resolved,high,mapped_single,false
450,BIOKORF_DRUG_450,orlistat,CIDm03034010,drug,"[""CHEMBL175247""]",1,evidence_fusion:name_only_resolved,high,mapped_single,false
451,BIOKORF_DRUG_451,pilocarpine,CIDm00005909,drug,"[""CHEMBL550""]",1,evidence_fusion:name_only_resolved,high,mapped_single,false
452,BIOKORF_DRUG_452,iloprost,CIDm06435378,drug,"[""CHEMBL494""]",1,evidence_fusion:name_only_resolved,high,mapped_single,false
453,BIOKORF_DRUG_453,fluvastatin,CIDm00446155,drug,"[""CHEMBL2220442""]",1,evidence_fusion:supported_canonical_name,high,mapped_single,false
454,BIOKORF_DRUG_454,leflunomide,CIDm00003899,drug,"[""CHEMBL960""]",1,evidence_fusion:confirmed_name_structure,very_high,mapped_single,false
455,BIOKORF_DRUG_455,rosuvastatin,CIDm00446157,drug,"[""CHEMBL1496""]",1,evidence_fusion:name_only_resolved,high,mapped_single,false
456,BIOKORF_DRUG_456,pimozide,CIDm00016362,drug,"[""CHEMBL1423""]",1,evidence_fusion:confirmed_name_structure,very_high,mapped_single,false
457,BIOKORF_DRUG_457,capecitabine,CIDm00060953,drug,"[""CHEMBL1773""]",1,evidence_fusion:confirmed_name_structure,very_high,mapped_single,false
458,BIOKORF_DRUG_458,sertraline,CIDm00063009,drug,"[""CHEMBL809""]",1,evidence_fusion:name_only_resolved,high,mapped_single,false
459,BIOKORF_DRUG_459,heparin,CIDm00000772,biologic_or_peptide,"[""CHEMBL4650299"", ""DRUGBANK:DB01109""]",2,triage:BIOLOGIC_OR_PEPTIDE,high,mapped_multi,false
460,BIOKORF_DRUG_460,miconazole,CIDm00004189,drug,"[""CHEMBL91""]",1,evidence_fusion:confirmed_name_structure,very_high,mapped_single,false
461,BIOKORF_DRUG_461,nifedipine,CIDm00004485,drug,"[""CHEMBL193""]",1,evidence_fusion:confirmed_name_structure,very_high,mapped_single,false
462,BIOKORF_DRUG_462,atovaquone,CIDm00074989,drug,"[""CHEMBL1450""]",1,evidence_fusion:name_only_resolved,high,mapped_single,false
463,BIOKORF_DRUG_463,amiodarone,CIDm00002156,drug,"[""CHEMBL633""]",1,evidence_fusion:confirmed_name_structure,very_high,mapped_single,false
464,BIOKORF_DRUG_464,gliclazide,CIDm00003475,drug,"[""CHEMBL427216""]",1,evidence_fusion:confirmed_name_structure,very_high,mapped_single,false
465,BIOKORF_DRUG_465,bicalutamide,CIDm00002375,drug,"[""CHEMBL409""]",1,evidence_fusion:confirmed_name_structure,very_high,mapped_single,false
466,BIOKORF_DRUG_466,rabeprazole,CIDm00005029,drug,"[""CHEMBL1219""]",1,evidence_fusion:confirmed_name_structure,very_high,mapped_single,false
467,BIOKORF_DRUG_467,pioglitazone,CIDm00004829,drug,"[""CHEMBL595""]",1,evidence_fusion:resolved_by_unique_intersection,very_high,mapped_single,false
468,BIOKORF_DRUG_468,carvedilol,CIDm00002585,drug,"[""CHEMBL723""]",1,evidence_fusion:confirmed_name_structure,very_high,mapped_single,false
469,BIOKORF_DRUG_469,levofloxacin,CIDm00149096,drug,"[""CHEMBL5315124""]",1,evidence_fusion:supported_canonical_name,high,mapped_single,false
470,BIOKORF_DRUG_470,micafungin,CIDm06602291,drug,"[""CHEMBL457547""]",1,evidence_fusion:name_only_resolved,high,mapped_single,false
471,BIOKORF_DRUG_471,doxepin,CIDm00003158,drug,"[""CHEMBL1628227""]",1,evidence_fusion:confirmed_name_structure,very_high,mapped_single,false
472,BIOKORF_DRUG_472,nefazodone,CIDm00004449,drug,"[""CHEMBL623""]",1,evidence_fusion:confirmed_name_structure,very_high,mapped_single,false
473,BIOKORF_DRUG_473,cefprozil,CIDm05281006,drug,"[""CHEMBL3301800""]",1,evidence_fusion:supported_canonical_name,high,mapped_single,false
474,BIOKORF_DRUG_474,gemifloxacin,CIDm09571107,drug,"[""CHEMBL430""]",1,evidence_fusion:name_only_resolved,high,mapped_single,false
475,BIOKORF_DRUG_475,bupropion,CIDm00000444,drug,"[""CHEMBL894""]",1,evidence_fusion:confirmed_name_structure,very_high,mapped_single,false
476,BIOKORF_DRUG_476,trimetrexate,CIDm00005582,drug,"[""CHEMBL119""]",1,evidence_fusion:confirmed_name_structure,very_high,mapped_single,false
477,BIOKORF_DRUG_477,terazosin,CIDm00005401,drug,"[""CHEMBL611""]",1,evidence_fusion:confirmed_name_structure,very_high,mapped_single,false
478,BIOKORF_DRUG_478,ofloxacin,CIDm00004583,drug,"[""CHEMBL4""]",1,evidence_fusion:confirmed_name_structure,very_high,mapped_single,false
479,BIOKORF_DRUG_479,cilostazol,CIDm00002754,drug,"[""CHEMBL799""]",1,evidence_fusion:confirmed_name_structure,very_high,mapped_single,false
480,BIOKORF_DRUG_480,itraconazole,CIDm00055283,drug,[],0,triage:FORM_OR_SALT_AMBIGUITY,review_required,review_required,true
481,BIOKORF_DRUG_481,arsenic.trioxide,CIDm00014888,drug,[],0,triage:FORM_OR_SALT_AMBIGUITY,review_required,review_required,true
482,BIOKORF_DRUG_482,escitalopram,CIDm00146570,drug,"[""CHEMBL1508""]",1,evidence_fusion:name_only_resolved,high,mapped_single,false
483,BIOKORF_DRUG_483,idarubicin,CIDm00042890,drug,"[""CHEMBL1117""]",1,evidence_fusion:name_only_resolved,high,mapped_single,false
484,BIOKORF_DRUG_484,podophyllotoxin,CIDm00010607,drug,"[""CHEMBL61""]",1,evidence_fusion:name_only_resolved,high,mapped_single,false
485,BIOKORF_DRUG_485,rescinnamine,CIDm05280954,drug,"[""CHEMBL1668""]",1,evidence_fusion:name_only_resolved,high,mapped_single,false
486,BIOKORF_DRUG_486,ifosfamide,CIDm00003690,drug,"[""CHEMBL1024""]",1,evidence_fusion:confirmed_name_structure,very_high,mapped_single,false
487,BIOKORF_DRUG_487,propafenone,CIDm00004932,drug,"[""CHEMBL631""]",1,evidence_fusion:confirmed_name_structure,very_high,mapped_single,false
488,BIOKORF_DRUG_488,pergolide,CIDm00047811,drug,"[""CHEMBL531""]",1,evidence_fusion:name_only_resolved,high,mapped_single,false
489,BIOKORF_DRUG_489,ciclopirox,CIDm00002749,drug,"[""CHEMBL1413""]",1,evidence_fusion:confirmed_name_structure,very_high,mapped_single,false
490,BIOKORF_DRUG_490,desflurane,CIDm00042113,drug,"[""CHEMBL1200733""]",1,evidence_fusion:confirmed_name_structure,very_high,mapped_single,false
491,BIOKORF_DRUG_491,clindamycin,CIDm00029029,drug,"[""CHEMBL1753""]",1,evidence_fusion:supported_canonical_name,high,mapped_single,false
492,BIOKORF_DRUG_492,acebutolol,CIDm00001978,drug,"[""CHEMBL642""]",1,evidence_fusion:confirmed_name_structure,very_high,mapped_single,false
493,BIOKORF_DRUG_493,brinzolamide,CIDm00068844,drug,"[""CHEMBL220491""]",1,evidence_fusion:confirmed_name_structure,very_high,mapped_single,false
494,BIOKORF_DRUG_494,flecainide,CIDm00003355,drug,"[""CHEMBL652""]",1,evidence_fusion:confirmed_name_structure,very_high,mapped_single,false
495,BIOKORF_DRUG_495,estramustine,CIDm00259331,drug,"[""CHEMBL1575""]",1,evidence_fusion:name_only_resolved,high,mapped_single,false
496,BIOKORF_DRUG_496,bromocriptine,CIDm00031100,drug,"[""CHEMBL493""]",1,evidence_fusion:name_only_resolved,high,mapped_single,false
497,BIOKORF_DRUG_497,levetiracetam,CIDm05284583,drug,"[""CHEMBL1286"", ""RXNORM:114477""]",2,triage:SAFE_MULTI_NODE,high,mapped_multi,false
498,BIOKORF_DRUG_498,nadolol,CIDm00039147,drug,[],0,triage:FORM_OR_SALT_AMBIGUITY,review_required,review_required,true
499,BIOKORF_DRUG_499,mitoxantrone,CIDm00004212,drug,"[""CHEMBL58""]",1,evidence_fusion:confirmed_name_structure,very_high,mapped_single,false
500,BIOKORF_DRUG_500,sparfloxacin,CIDm00060464,drug,"[""CHEMBL850""]",1,evidence_fusion:name_only_resolved,high,mapped_single,false
501,BIOKORF_DRUG_501,clarithromycin,CIDm00084029,drug,"[""CHEMBL1741""]",1,evidence_fusion:name_only_resolved,high,mapped_single,false
502,BIOKORF_DRUG_502,ceftriaxone,CIDm05479530,drug,"[""CHEMBL161""]",1,evidence_fusion:name_only_resolved,high,mapped_single,false
503,BIOKORF_DRUG_503,estazolam,CIDm00003261,drug,"[""CHEMBL285674""]",1,evidence_fusion:confirmed_name_structure,very_high,mapped_single,false
504,BIOKORF_DRUG_504,finasteride,CIDm00057363,drug,"[""CHEMBL710""]",1,evidence_fusion:name_only_resolved,high,mapped_single,false
505,BIOKORF_DRUG_505,anastrozole,CIDm00002187,drug,"[""CHEMBL1399""]",1,evidence_fusion:confirmed_name_structure,very_high,mapped_single,false
506,BIOKORF_DRUG_506,halofantrine,CIDm00037392,drug,"[""CHEMBL1107""]",1,evidence_fusion:confirmed_name_structure,very_high,mapped_single,false
507,BIOKORF_DRUG_507,dantrolene,CIDm06604100,drug,"[""CHEMBL1201288""]",1,evidence_fusion:name_only_resolved,high,mapped_single,false
508,BIOKORF_DRUG_508,rifaximin,CIDm06436173,drug,"[""CHEMBL1617""]",1,evidence_fusion:name_only_resolved,high,mapped_single,false
509,BIOKORF_DRUG_509,budesonide,CIDm05281004,drug,"[""CHEMBL1370"", ""RXNORM:19831""]",2,triage:SAFE_MULTI_NODE,high,mapped_multi,false
510,BIOKORF_DRUG_510,aminophylline,CIDm00009433,drug,"[""CHEMBL1370561""]",1,evidence_fusion:confirmed_name_structure,very_high,mapped_single,false
511,BIOKORF_DRUG_511,quetiapine,CIDm00005002,drug,"[""CHEMBL716""]",1,evidence_fusion:confirmed_name_structure,very_high,mapped_single,false
512,BIOKORF_DRUG_512,paclitaxel,CIDm05352019,drug,"[""CHEMBL428647"", ""RXNORM:56946""]",2,triage:SAFE_MULTI_NODE,high,mapped_multi,false
513,BIOKORF_DRUG_513,saquinavir,CIDm00060934,drug,"[""CHEMBL114""]",1,evidence_fusion:name_only_resolved,high,mapped_single,false
514,BIOKORF_DRUG_514,dexamethasone,CIDm00005743,drug,"[""CHEMBL384467""]",1,evidence_fusion:supported_canonical_name,high,mapped_single,false
515,BIOKORF_DRUG_515,levodopa,CIDm00441193,drug,"[""CHEMBL1009"", ""RXNORM:6375""]",2,triage:SAFE_MULTI_NODE,high,mapped_multi,false
516,BIOKORF_DRUG_516,aripiprazole,CIDm00060795,drug,"[""CHEMBL1112""]",1,evidence_fusion:resolved_by_unique_structure_candidate,very_high,mapped_single,false
517,BIOKORF_DRUG_517,epoprostenol,CIDm05282411,drug,"[""CHEMBL1139""]",1,evidence_fusion:name_only_resolved,high,mapped_single,false
518,BIOKORF_DRUG_518,gemfibrozil,CIDm00003463,drug,"[""CHEMBL457""]",1,evidence_fusion:confirmed_name_structure,very_high,mapped_single,false
519,BIOKORF_DRUG_519,clomipramine,CIDm00002801,drug,"[""CHEMBL415""]",1,evidence_fusion:confirmed_name_structure,very_high,mapped_single,false
520,BIOKORF_DRUG_520,bepridil,CIDm00002351,drug,"[""CHEMBL1008""]",1,evidence_fusion:confirmed_name_structure,very_high,mapped_single,false
521,BIOKORF_DRUG_521,docetaxel,CIDm00064780,drug,"[""CHEMBL3545252""]",1,evidence_fusion:supported_canonical_name,high,mapped_single,false
522,BIOKORF_DRUG_522,iodixanol,CIDm00003724,drug,"[""CHEMBL1200507""]",1,evidence_fusion:confirmed_name_structure,very_high,mapped_single,false
523,BIOKORF_DRUG_523,olsalazine,CIDm05462337,drug,"[""CHEMBL425""]",1,evidence_fusion:name_only_resolved,high,mapped_single,false
524,BIOKORF_DRUG_524,dasatinib,CIDm03062316,drug,"[""CHEMBL1421""]",1,evidence_fusion:confirmed_name_structure,very_high,mapped_single,false
525,BIOKORF_DRUG_525,lisdexamfetamine,CIDm11597697,drug,"[""CHEMBL1201222""]",1,evidence_fusion:confirmed_name_structure,very_high,mapped_single,false
526,BIOKORF_DRUG_526,lapatinib,CIDm00208908,drug,"[""CHEMBL554""]",1,evidence_fusion:confirmed_name_structure,very_high,mapped_single,false
527,BIOKORF_DRUG_527,desonide,CIDm00012536,drug,"[""CHEMBL1201109""]",1,evidence_fusion:confirmed_name_structure,very_high,mapped_single,false
