matrix_index,biokorf_drug_id,drug_name,stitch_id,entity_type,optimuskg_ids,optimuskg_node_count,mapping_source,mapping_confidence,kg_mapping_status,requires_manual_review
173,BIOKORF_DRUG_173,raloxifene,CIDm00005035,drug,"[""CHEMBL81""]",1,evidence_fusion:confirmed_name_structure,very_high,mapped_single,false
174,BIOKORF_DRUG_174,celecoxib,CIDm00002662,drug,"[""CHEMBL118""]",1,evidence_fusion:confirmed_name_structure,very_high,mapped_single,false
175,BIOKORF_DRUG_175,brimonidine,CIDm00002435,drug,"[""CHEMBL844""]",1,evidence_fusion:confirmed_name_structure,very_high,mapped_single,false
176,BIOKORF_DRUG_176,dicloxacillin,CIDm00018381,drug,"[""CHEMBL893""]",1,evidence_fusion:name_only_resolved,high,mapped_single,false
177,BIOKORF_DRUG_177,nabilone,CIDm00039860,drug,"[""CHEMBL2218896""]",1,evidence_fusion:confirmed_name_structure,very_high,mapped_single,false
178,BIOKORF_DRUG_178,sotalol,CIDm00005253,drug,"[""CHEMBL471""]",1,evidence_fusion:confirmed_name_structure,very_high,mapped_single,false
179,BIOKORF_DRUG_179,buspirone,CIDm00002477,drug,"[""CHEMBL49""]",1,evidence_fusion:confirmed_name_structure,very_high,mapped_single,false
180,BIOKORF_DRUG_180,fosinopril,CIDm00055891,drug,"[""CHEMBL3039598""]",1,evidence_fusion:name_only_resolved,high,mapped_single,false
181,BIOKORF_DRUG_181,entacapone,CIDm05281081,drug,"[""CHEMBL953"", ""RXNORM:60307""]",2,triage:SAFE_MULTI_NODE,high,mapped_multi,false
182,BIOKORF_DRUG_182,zidovudine,CIDm00035370,drug,"[""CHEMBL129""]",1,evidence_fusion:name_only_resolved,high,mapped_single,false
183,BIOKORF_DRUG_183,darifenacin,CIDm00444030,drug,"[""CHEMBL1346""]",1,evidence_fusion:name_only_resolved,high,mapped_single,false
184,BIOKORF_DRUG_184,oxycodone,CIDm05284603,drug,"[""CHEMBL656""]",1,evidence_fusion:name_only_resolved,high,mapped_single,false
185,BIOKORF_DRUG_185,flutamide,CIDm00003397,drug,"[""CHEMBL806""]",1,evidence_fusion:confirmed_name_structure,very_high,mapped_single,false
186,BIOKORF_DRUG_186,cimetidine,CIDm00002756,drug,"[""CHEMBL30""]",1,evidence_fusion:confirmed_name_structure,very_high,mapped_single,false
187,BIOKORF_DRUG_187,haloperidol,CIDm00003559,drug,"[""CHEMBL54""]",1,evidence_fusion:confirmed_name_structure,very_high,mapped_single,false
188,BIOKORF_DRUG_188,ritonavir,CIDm00392622,drug,"[""CHEMBL163"", ""RXNORM:85762""]",2,triage:SAFE_MULTI_NODE,high,mapped_multi,false
189,BIOKORF_DRUG_189,nitazoxanide,CIDm00041684,drug,"[""CHEMBL1401""]",1,evidence_fusion:confirmed_name_structure,very_high,mapped_single,false
190,BIOKORF_DRUG_190,vancomycin,CIDm00014969,drug,"[""CHEMBL262777""]",1,evidence_fusion:name_only_resolved,high,mapped_single,false
191,BIOKORF_DRUG_191,dextromethorphan,CIDm05360696,drug,"[""CHEMBL52440""]",1,evidence_fusion:name_only_resolved,high,mapped_single,false
192,BIOKORF_DRUG_192,albendazole,CIDm00002082,drug,"[""CHEMBL1483""]",1,evidence_fusion:confirmed_name_structure,very_high,mapped_single,false
193,BIOKORF_DRUG_193,trandolapril,CIDm05484727,drug,"[""CHEMBL1519""]",1,evidence_fusion:name_only_resolved,high,mapped_single,false
194,BIOKORF_DRUG_194,caspofungin,CIDm02826718,drug,"[""CHEMBL1630575"", ""DRUGBANK:DB00520""]",2,triage:SAFE_MULTI_NODE,high,mapped_multi,false
195,BIOKORF_DRUG_195,alitretinoin,CIDm00449171,drug,"[""CHEMBL705""]",1,evidence_fusion:name_only_resolved,high,mapped_single,false
196,BIOKORF_DRUG_196,metolazone,CIDm00004170,drug,"[""CHEMBL878""]",1,evidence_fusion:confirmed_name_structure,very_high,mapped_single,false
197,BIOKORF_DRUG_197,oxaliplatin,CIDm00004609,drug,"[""DRUGBANK:DB00526""]",1,evidence_fusion:resolved_by_unique_intersection,very_high,mapped_single,false
198,BIOKORF_DRUG_198,lercanidipine,CIDm00065866,drug,"[""CHEMBL250270""]",1,evidence_fusion:confirmed_name_structure,very_high,mapped_single,false
199,BIOKORF_DRUG_199,foscarnet,CIDm00003414,drug,"[""CHEMBL666""]",1,evidence_fusion:confirmed_name_structure,very_high,mapped_single,false
200,BIOKORF_DRUG_200,erlotinib,CIDm00176870,drug,"[""CHEMBL553""]",1,evidence_fusion:resolved_by_unique_intersection,very_high,mapped_single,false
201,BIOKORF_DRUG_201,cyclophosphamide,CIDm00002907,drug,"[""CHEMBL1200796""]",1,evidence_fusion:confirmed_name_structure,very_high,mapped_single,false
202,BIOKORF_DRUG_202,rofecoxib,CIDm00005090,drug,"[""CHEMBL122""]",1,evidence_fusion:confirmed_name_structure,very_high,mapped_single,false
203,BIOKORF_DRUG_203,ciprofloxacin,CIDm00002764,drug,"[""CHEMBL8""]",1,evidence_fusion:confirmed_name_structure,very_high,mapped_single,false
204,BIOKORF_DRUG_204,gadoversetamide,CIDm00444013,drug,[],0,triage:NO_OPTIMUSKG_NODE,review_required,review_required,true
205,BIOKORF_DRUG_205,toremifene,CIDm03005572,drug,"[""CHEMBL1655""]",1,evidence_fusion:name_only_resolved,high,mapped_single,false
206,BIOKORF_DRUG_206,vincristine,CIDm06324671,drug,"[""CHEMBL90555""]",1,evidence_fusion:supported_canonical_name,high,mapped_single,false
207,BIOKORF_DRUG_207,benazepril,CIDm05362123,drug,"[""CHEMBL838""]",1,evidence_fusion:name_only_resolved,high,mapped_single,false
208,BIOKORF_DRUG_208,fluorouracil,CIDm00003385,drug,"[""CHEMBL185""]",1,evidence_fusion:confirmed_name_structure,very_high,mapped_single,false
209,BIOKORF_DRUG_209,pyridostigmine,CIDm00004991,drug,"[""CHEMBL1115""]",1,evidence_fusion:confirmed_name_structure,very_high,mapped_single,false
210,BIOKORF_DRUG_210,azelaic.acid,CIDm00002266,drug,"[""CHEMBL1238""]",1,evidence_fusion:confirmed_name_structure,very_high,mapped_single,false
211,BIOKORF_DRUG_211,zafirlukast,CIDm00005717,drug,"[""CHEMBL603""]",1,evidence_fusion:confirmed_name_structure,very_high,mapped_single,false
212,BIOKORF_DRUG_212,pentostatin,CIDm00439693,drug,"[""CHEMBL1580""]",1,evidence_fusion:name_only_resolved,high,mapped_single,false
213,BIOKORF_DRUG_213,piroxicam,CIDm23690938,drug,"[""CHEMBL527""]",1,evidence_fusion:confirmed_name_structure,very_high,mapped_single,false
214,BIOKORF_DRUG_214,lamotrigine,CIDm00003878,drug,"[""CHEMBL741""]",1,evidence_fusion:confirmed_name_structure,very_high,mapped_single,false
215,BIOKORF_DRUG_215,zanamivir,CIDm00060855,drug,"[""CHEMBL222813""]",1,evidence_fusion:name_only_resolved,high,mapped_single,false
216,BIOKORF_DRUG_216,bosentan,CIDm00104865,drug,"[""CHEMBL957""]",1,evidence_fusion:resolved_by_unique_structure_candidate,very_high,mapped_single,false
217,BIOKORF_DRUG_217,tigecycline,CIDm54686904,drug,"[""CHEMBL376140""]",1,evidence_fusion:name_only_resolved,high,mapped_single,false
218,BIOKORF_DRUG_218,methotrexate,CIDm00126941,drug,"[""CHEMBL34259"", ""RXNORM:6851""]",2,triage:SAFE_MULTI_NODE,high,mapped_multi,false
219,BIOKORF_DRUG_219,carbamazepine,CIDm00002554,drug,"[""CHEMBL108""]",1,evidence_fusion:confirmed_name_structure,very_high,mapped_single,false
220,BIOKORF_DRUG_220,cisatracurium,CIDm00062886,drug,"[""CHEMBL1201248""]",1,evidence_fusion:name_only_resolved,high,mapped_single,false
221,BIOKORF_DRUG_221,fondaparinux,CIDm00636380,drug,"[""CHEMBL1201202""]",1,evidence_fusion:name_only_resolved,high,mapped_single,false
222,BIOKORF_DRUG_222,propranolol,CIDm00004946,drug,"[""CHEMBL27""]",1,evidence_fusion:resolved_by_unique_intersection,very_high,mapped_single,false
223,BIOKORF_DRUG_223,clonidine,CIDm00002803,drug,"[""CHEMBL134""]",1,evidence_fusion:confirmed_name_structure,very_high,mapped_single,false
224,BIOKORF_DRUG_224,valaciclovir,CIDm00060772,drug,"[""CHEMBL1349""]",1,evidence_fusion:name_only_resolved,high,mapped_single,false
225,BIOKORF_DRUG_225,valdecoxib,CIDm00119607,drug,"[""CHEMBL865""]",1,evidence_fusion:confirmed_name_structure,very_high,mapped_single,false
226,BIOKORF_DRUG_226,voriconazole,CIDm00071616,drug,"[""CHEMBL638""]",1,evidence_fusion:confirmed_name_structure,very_high,mapped_single,false
227,BIOKORF_DRUG_227,levocarnitine,CIDm00010917,drug,"[""CHEMBL1149""]",1,evidence_fusion:name_only_resolved,high,mapped_single,false
228,BIOKORF_DRUG_228,enalapril,CIDm05388961,drug,"[""CHEMBL578""]",1,evidence_fusion:name_only_resolved,high,mapped_single,false
229,BIOKORF_DRUG_229,nizatidine,CIDm03033637,drug,"[""CHEMBL3183075""]",1,evidence_fusion:name_only_resolved,high,mapped_single,false
230,BIOKORF_DRUG_230,diclofenac,CIDm00003032,drug,"[""CHEMBL139""]",1,evidence_fusion:confirmed_name_structure,very_high,mapped_single,false
231,BIOKORF_DRUG_231,doxazosin,CIDm00003157,drug,"[""CHEMBL707""]",1,evidence_fusion:confirmed_name_structure,very_high,mapped_single,false
232,BIOKORF_DRUG_232,amiloride,CIDm00016230,drug,"[""CHEMBL945""]",1,evidence_fusion:confirmed_name_structure,very_high,mapped_single,false
233,BIOKORF_DRUG_233,gadoteridol,CIDm00060714,drug,"[""CHEMBL1200593"", ""DRUGBANK:DB00597""]",2,triage:SAFE_MULTI_NODE,high,mapped_multi,false
234,BIOKORF_DRUG_234,labetalol,CIDm00003869,drug,"[""CHEMBL429""]",1,evidence_fusion:confirmed_name_structure,very_high,mapped_single,false
235,BIOKORF_DRUG_235,linezolid,CIDm00441401,drug,"[""CHEMBL126""]",1,evidence_fusion:name_only_resolved,high,mapped_single,false
236,BIOKORF_DRUG_236,ivermectin,CIDm06435110,drug,"[""CHEMBL1200633"", ""DRUGBANK:DB00602""]",2,triage:SAFE_MULTI_NODE,high,mapped_multi,false
237,BIOKORF_DRUG_237,medroxyprogesterone,CIDm00010631,drug,"[""CHEMBL717""]",1,evidence_fusion:name_only_resolved,high,mapped_single,false
238,BIOKORF_DRUG_238,butorphanol,CIDm05361092,drug,"[""CHEMBL33986"", ""DRUGBANK:DB00611""]",2,triage:SAFE_MULTI_NODE,high,mapped_multi,false
239,BIOKORF_DRUG_239,bisoprolol,CIDm00002405,drug,"[""CHEMBL645""]",1,evidence_fusion:confirmed_name_structure,very_high,mapped_single,false
240,BIOKORF_DRUG_240,rifabutin,CIDm06323490,drug,"[""CHEMBL444633""]",1,evidence_fusion:name_only_resolved,high,mapped_single,false
241,BIOKORF_DRUG_241,imatinib,CIDm00005291,drug,"[""CHEMBL941""]",1,evidence_fusion:confirmed_name_structure,very_high,mapped_single,false
242,BIOKORF_DRUG_242,triamcinolone,CIDm00031307,drug,"[""CHEMBL1451""]",1,evidence_fusion:name_only_resolved,high,mapped_single,false
243,BIOKORF_DRUG_243,testosterone,CIDm00006013,drug,"[""CHEMBL386630"", ""RXNORM:10379""]",2,triage:SAFE_MULTI_NODE,high,mapped_multi,false
244,BIOKORF_DRUG_244,efavirenz,CIDm00064139,drug,"[""CHEMBL223228""]",1,evidence_fusion:name_only_resolved,high,mapped_single,false
245,BIOKORF_DRUG_245,alendronic.acid,CIDm00002088,drug,"[""CHEMBL870""]",1,evidence_fusion:confirmed_name_structure,very_high,mapped_single,false
246,BIOKORF_DRUG_246,clofarabine,CIDm00119182,drug,"[""CHEMBL1750""]",1,evidence_fusion:confirmed_name_structure,very_high,mapped_single,false
247,BIOKORF_DRUG_247,dexmedetomidine,CIDm05311068,drug,"[""CHEMBL778""]",1,evidence_fusion:name_only_resolved,high,mapped_single,false
248,BIOKORF_DRUG_248,adenosine,CIDm00060961,drug,"[""CHEMBL477""]",1,evidence_fusion:name_only_resolved,high,mapped_single,false
249,BIOKORF_DRUG_249,simvastatin,CIDm00054454,drug,"[""CHEMBL1064""]",1,evidence_fusion:confirmed_name_structure,very_high,mapped_single,false
250,BIOKORF_DRUG_250,pemetrexed,CIDm00060843,drug,"[""CHEMBL225072""]",1,evidence_fusion:confirmed_name_structure,very_high,mapped_single,false
251,BIOKORF_DRUG_251,gonadorelin,CIDm00036523,drug,"[""CHEMBL1007""]",1,evidence_fusion:confirmed_name_structure,very_high,mapped_single,false
252,BIOKORF_DRUG_252,stavudine,CIDm00018283,drug,"[""CHEMBL991""]",1,evidence_fusion:name_only_resolved,high,mapped_single,false
253,BIOKORF_DRUG_253,calcium.folinate,CIDm00006006,drug,"[""CHEMBL1201138""]",1,evidence_fusion:name_only_resolved,high,mapped_single,false
254,BIOKORF_DRUG_254,latanoprost,CIDm05311221,drug,"[""CHEMBL1051""]",1,evidence_fusion:name_only_resolved,high,mapped_single,false
255,BIOKORF_DRUG_255,estrone,CIDm03001028,drug,"[""CHEMBL1405""]",1,evidence_fusion:name_only_resolved,high,mapped_single,false
256,BIOKORF_DRUG_256,trazodone,CIDm00005533,drug,"[""CHEMBL621""]",1,evidence_fusion:confirmed_name_structure,very_high,mapped_single,false
257,BIOKORF_DRUG_257,sevelamer,CIDm03085017,drug,"[""DRUGBANK:DB00658""]",1,evidence_fusion:resolved_by_unique_structure_candidate,very_high,mapped_single,false
258,BIOKORF_DRUG_258,acamprosate,CIDm00071158,drug,"[""CHEMBL1201293""]",1,evidence_fusion:confirmed_name_structure,very_high,mapped_single,false
259,BIOKORF_DRUG_259,verapamil,CIDm00002520,drug,"[""CHEMBL6966""]",1,evidence_fusion:confirmed_name_structure,very_high,mapped_single,false
260,BIOKORF_DRUG_260,nilutamide,CIDm00004493,drug,"[""CHEMBL1274""]",1,evidence_fusion:confirmed_name_structure,very_high,mapped_single,false
261,BIOKORF_DRUG_261,nafarelin,CIDm25077649,drug,[],0,triage:FORM_OR_SALT_AMBIGUITY,review_required,review_required,true
262,BIOKORF_DRUG_262,sumatriptan,CIDm00005358,drug,"[""CHEMBL128""]",1,evidence_fusion:confirmed_name_structure,very_high,mapped_single,false
263,BIOKORF_DRUG_263,cefixime,CIDm06321411,drug,"[""CHEMBL1541""]",1,evidence_fusion:name_only_resolved,high,mapped_single,false
264,BIOKORF_DRUG_264,aprepitant,CIDm00151165,drug,"[""CHEMBL1471""]",1,evidence_fusion:confirmed_name_structure,very_high,mapped_single,false
265,BIOKORF_DRUG_265,galantamine,CIDm00009651,drug,"[""CHEMBL659""]",1,evidence_fusion:name_only_resolved,high,mapped_single,false
266,BIOKORF_DRUG_266,tamoxifen,CIDm02733525,drug,"[""CHEMBL83""]",1,evidence_fusion:name_only_resolved,high,mapped_single,false
267,BIOKORF_DRUG_267,losartan,CIDm00003961,drug,"[""CHEMBL191""]",1,evidence_fusion:confirmed_name_structure,very_high,mapped_single,false
268,BIOKORF_DRUG_268,amphotericin.B,CIDm05280965,drug,"[""CHEMBL267345""]",1,evidence_fusion:name_only_resolved,high,mapped_single,false
269,BIOKORF_DRUG_269,midazolam,CIDm00004192,drug,"[""CHEMBL655""]",1,evidence_fusion:confirmed_name_structure,very_high,mapped_single,false
270,BIOKORF_DRUG_270,tobramycin,CIDm00036294,drug,"[""CHEMBL1747""]",1,evidence_fusion:name_only_resolved,high,mapped_single,false
271,BIOKORF_DRUG_271,trovafloxacin,CIDm00062959,drug,"[""CHEMBL428""]",1,evidence_fusion:name_only_resolved,high,mapped_single,false
272,BIOKORF_DRUG_272,pentosan.polysulfate.sodium,CIDm00037720,drug,[],0,triage:TRUE_CONFLICT,review_required,review_required,true
273,BIOKORF_DRUG_273,moexipril,CIDm00055331,drug,[],0,triage:FORM_OR_SALT_AMBIGUITY,review_required,review_required,true
274,BIOKORF_DRUG_274,phentolamine,CIDm00005775,drug,"[""CHEMBL597""]",1,evidence_fusion:confirmed_name_structure,very_high,mapped_single,false
275,BIOKORF_DRUG_275,fluorescein,CIDm00016850,drug,[],0,triage:TRUE_CONFLICT,review_required,review_required,true
276,BIOKORF_DRUG_276,daunorubicin,CIDm00030323,drug,"[""CHEMBL178""]",1,evidence_fusion:name_only_resolved,high,mapped_single,false
277,BIOKORF_DRUG_277,furosemide,CIDm00003440,drug,"[""CHEMBL35""]",1,evidence_fusion:confirmed_name_structure,very_high,mapped_single,false
278,BIOKORF_DRUG_278,tizanidine,CIDm00005487,drug,"[""CHEMBL1079""]",1,evidence_fusion:confirmed_name_structure,very_high,mapped_single,false
279,BIOKORF_DRUG_279,eplerenone,CIDm00443872,drug,"[""CHEMBL1095097""]",1,evidence_fusion:name_only_resolved,high,mapped_single,false
280,BIOKORF_DRUG_280,amprenavir,CIDm00065016,drug,"[""CHEMBL116""]",1,evidence_fusion:name_only_resolved,high,mapped_single,false
281,BIOKORF_DRUG_281,naltrexone,CIDm05360515,drug,"[""CHEMBL19019""]",1,evidence_fusion:name_only_resolved,high,mapped_single,false
282,BIOKORF_DRUG_282,delavirdine,CIDm00005625,drug,"[""CHEMBL593""]",1,evidence_fusion:confirmed_name_structure,very_high,mapped_single,false
283,BIOKORF_DRUG_283,tamsulosin,CIDm00129211,drug,"[""CHEMBL836""]",1,evidence_fusion:name_only_resolved,high,mapped_single,false
284,BIOKORF_DRUG_284,porfimer.sodium,CIDm03086257,drug,"[""CHEMBL1201481"", ""DRUGBANK:DB00707""]",2,triage:SAFE_MULTI_NODE,high,mapped_multi,false
285,BIOKORF_DRUG_285,sufentanil,CIDm00041693,drug,"[""CHEMBL658""]",1,evidence_fusion:confirmed_name_structure,very_high,mapped_single,false
286,BIOKORF_DRUG_286,lamivudine,CIDm00060825,drug,"[""CHEMBL141"", ""RXNORM:68244""]",2,triage:SAFE_MULTI_NODE,high,mapped_multi,false
287,BIOKORF_DRUG_287,ibandronic.acid,CIDm00060852,drug,"[""CHEMBL997""]",1,evidence_fusion:confirmed_name_structure,very_high,mapped_single,false
288,BIOKORF_DRUG_288,apomorphine,CIDm00006005,drug,"[""CHEMBL53""]",1,evidence_fusion:name_only_resolved,high,mapped_single,false
289,BIOKORF_DRUG_289,paroxetine,CIDm00043815,drug,"[""CHEMBL490""]",1,evidence_fusion:name_only_resolved,high,mapped_single,false
290,BIOKORF_DRUG_290,adefovir.dipivoxil,CIDm00060871,drug,"[""CHEMBL922""]",1,evidence_fusion:confirmed_name_structure,very_high,mapped_single,false
291,BIOKORF_DRUG_291,lisinopril,CIDm05362118,drug,"[""CHEMBL419213""]",1,evidence_fusion:supported_canonical_name,high,mapped_single,false
292,BIOKORF_DRUG_292,imiquimod,CIDm00057469,drug,"[""CHEMBL1282""]",1,evidence_fusion:confirmed_name_structure,very_high,mapped_single,false
293,BIOKORF_DRUG_293,glyceryl.trinitrate,CIDm00004510,drug,"[""CHEMBL730""]",1,evidence_fusion:confirmed_name_structure,very_high,mapped_single,false
294,BIOKORF_DRUG_294,nateglinide,CIDm05311309,drug,"[""CHEMBL783""]",1,evidence_fusion:name_only_resolved,high,mapped_single,false
295,BIOKORF_DRUG_295,risperidone,CIDm00005073,drug,"[""CHEMBL85""]",1,evidence_fusion:resolved_by_unique_structure_candidate,very_high,mapped_single,false
296,BIOKORF_DRUG_296,naftifine,CIDm00047641,drug,"[""CHEMBL626"", ""DRUGBANK:DB00735""]",2,triage:SAFE_MULTI_NODE,high,mapped_multi,false
297,BIOKORF_DRUG_297,esomeprazole,CIDm09579578,drug,"[""CHEMBL1201320""]",1,evidence_fusion:name_only_resolved,high,mapped_single,false
298,BIOKORF_DRUG_298,pentamidine.isethionate,CIDm00004735,drug,[],0,triage:FORM_OR_SALT_AMBIGUITY,review_required,review_required,true
299,BIOKORF_DRUG_299,riluzole,CIDm00005070,drug,"[""CHEMBL744""]",1,evidence_fusion:resolved_by_unique_structure_candidate,very_high,mapped_single,false
300,BIOKORF_DRUG_300,hydrocortisone,CIDm00005754,drug,"[""CHEMBL389621""]",1,evidence_fusion:name_only_resolved,high,mapped_single,false
301,BIOKORF_DRUG_301,mannitol,CIDm00006251,drug,"[""CHEMBL689""]",1,evidence_fusion:name_only_resolved,high,mapped_single,false
302,BIOKORF_DRUG_302,gadobenic.acid,CIDm06918204,drug,"[""DRUGBANK:DB00743""]",1,evidence_fusion:name_only_resolved,high,mapped_single,false
303,BIOKORF_DRUG_303,modafinil,CIDm00004236,drug,"[""CHEMBL1373""]",1,evidence_fusion:confirmed_name_structure,very_high,mapped_single,false
304,BIOKORF_DRUG_304,deferoxamine,CIDm00002973,drug,"[""CHEMBL556""]",1,evidence_fusion:confirmed_name_structure,very_high,mapped_single,false
305,BIOKORF_DRUG_305,tretinoin,CIDm00444795,drug,"[""CHEMBL38""]",1,evidence_fusion:name_only_resolved,high,mapped_single,false
306,BIOKORF_DRUG_306,dolasetron,CIDm14476155,drug,"[""CHEMBL2368925""]",1,evidence_fusion:name_only_resolved,high,mapped_single,false
307,BIOKORF_DRUG_307,clopidogrel,CIDm00060606,drug,"[""CHEMBL1771""]",1,evidence_fusion:name_only_resolved,high,mapped_single,false
308,BIOKORF_DRUG_308,meropenem,CIDm00060706,drug,"[""CHEMBL127""]",1,evidence_fusion:confirmed_name_structure,very_high,mapped_single,false
309,BIOKORF_DRUG_309,irinotecan,CIDm00060837,drug,"[""CHEMBL481""]",1,evidence_fusion:name_only_resolved,high,mapped_single,false
310,BIOKORF_DRUG_310,olopatadine,CIDm05281071,drug,"[""CHEMBL1189432""]",1,evidence_fusion:name_only_resolved,high,mapped_single,false
311,BIOKORF_DRUG_311,alprostadil,CIDm06433212,drug,"[""CHEMBL495""]",1,evidence_fusion:name_only_resolved,high,mapped_single,false
312,BIOKORF_DRUG_312,etoposide,CIDm00036462,drug,"[""CHEMBL44657""]",1,evidence_fusion:name_only_resolved,high,mapped_single,false
313,BIOKORF_DRUG_313,tirofiban,CIDm00060946,drug,"[""CHEMBL916""]",1,evidence_fusion:name_only_resolved,high,mapped_single,false
314,BIOKORF_DRUG_314,oxcarbazepine,CIDm00034312,drug,"[""CHEMBL1068""]",1,evidence_fusion:confirmed_name_structure,very_high,mapped_single,false
315,BIOKORF_DRUG_315,estradiol,CIDm00005757,drug,"[""CHEMBL135"", ""RXNORM:4083""]",2,triage:SAFE_MULTI_NODE,high,mapped_multi,false
316,BIOKORF_DRUG_316,aciclovir,CIDm00002022,drug,"[""CHEMBL184""]",1,evidence_fusion:confirmed_name_structure,very_high,mapped_single,false
317,BIOKORF_DRUG_317,naproxen,CIDm00156391,drug,"[""CHEMBL154""]",1,evidence_fusion:name_only_resolved,high,mapped_single,false
318,BIOKORF_DRUG_318,perindopril,CIDm00107807,drug,"[""CHEMBL1581""]",1,evidence_fusion:name_only_resolved,high,mapped_single,false
319,BIOKORF_DRUG_319,sulfasalazine,CIDm05359476,drug,"[""CHEMBL421""]",1,evidence_fusion:name_only_resolved,high,mapped_single,false
320,BIOKORF_DRUG_320,tazarotene,CIDm00005381,drug,"[""CHEMBL1657""]",1,evidence_fusion:confirmed_name_structure,very_high,mapped_single,false
321,BIOKORF_DRUG_321,alfentanil,CIDm00051263,drug,"[""CHEMBL634""]",1,evidence_fusion:confirmed_name_structure,very_high,mapped_single,false
322,BIOKORF_DRUG_322,dicycloverine,CIDm00003042,drug,"[""CHEMBL1123""]",1,evidence_fusion:confirmed_name_structure,very_high,mapped_single,false
323,BIOKORF_DRUG_323,pentoxifylline,CIDm00004740,drug,"[""CHEMBL628""]",1,evidence_fusion:confirmed_name_structure,very_high,mapped_single,false
324,BIOKORF_DRUG_324,indapamide,CIDm00003702,drug,"[""CHEMBL406""]",1,evidence_fusion:confirmed_name_structure,very_high,mapped_single,false
325,BIOKORF_DRUG_325,ribavirin,CIDm00037542,drug,"[""CHEMBL1643""]",1,evidence_fusion:name_only_resolved,high,mapped_single,false
326,BIOKORF_DRUG_326,fentanyl,CIDm00003345,drug,"[""CHEMBL596""]",1,evidence_fusion:resolved_by_unique_intersection,very_high,mapped_single,false
327,BIOKORF_DRUG_327,meloxicam,CIDm00004051,drug,"[""CHEMBL599""]",1,evidence_fusion:confirmed_name_structure,very_high,mapped_single,false
328,BIOKORF_DRUG_328,orciprenaline,CIDm00004086,drug,"[""CHEMBL776""]",1,evidence_fusion:confirmed_name_structure,very_high,mapped_single,false
329,BIOKORF_DRUG_329,tadalafil,CIDm00110635,drug,"[""CHEMBL779""]",1,evidence_fusion:confirmed_name_structure,very_high,mapped_single,false
330,BIOKORF_DRUG_330,fosfomycin,CIDm00073491,drug,"[""CHEMBL1757""]",1,evidence_fusion:name_only_resolved,high,mapped_single,false
331,BIOKORF_DRUG_331,diazepam,CIDm00003016,drug,"[""CHEMBL12""]",1,evidence_fusion:confirmed_name_structure,very_high,mapped_single,false
332,BIOKORF_DRUG_332,cefaclor,CIDm00051038,drug,"[""CHEMBL1201018""]",1,evidence_fusion:supported_canonical_name,high,mapped_single,false
333,BIOKORF_DRUG_333,mifepristone,CIDm00055245,drug,"[""CHEMBL1276308""]",1,evidence_fusion:name_only_resolved,high,mapped_single,false
334,BIOKORF_DRUG_334,donepezil,CIDm00003152,drug,"[""CHEMBL502""]",1,evidence_fusion:confirmed_name_structure,very_high,mapped_single,false
335,BIOKORF_DRUG_335,mercaptamine,CIDm00006058,drug,"[""CHEMBL602""]",1,evidence_fusion:confirmed_name_structure,very_high,mapped_single,false
336,BIOKORF_DRUG_336,dacarbazine,CIDm05353562,drug,"[""CHEMBL476""]",1,evidence_fusion:name_only_resolved,high,mapped_single,false
337,BIOKORF_DRUG_337,temozolomide,CIDm00005394,drug,"[""CHEMBL810""]",1,evidence_fusion:confirmed_name_structure,very_high,mapped_single,false
338,BIOKORF_DRUG_338,aminolevulinic.acid,CIDm00000137,drug,"[""CHEMBL601""]",1,evidence_fusion:confirmed_name_structure,very_high,mapped_single,false
339,BIOKORF_DRUG_339,terbinafine,CIDm01549007,drug,"[""CHEMBL822""]",1,evidence_fusion:name_only_resolved,high,mapped_single,false
340,BIOKORF_DRUG_340,penicillamine,CIDm00005852,drug,"[""CHEMBL1430""]",1,evidence_fusion:name_only_resolved,high,mapped_single,false
341,BIOKORF_DRUG_341,vardenafil,CIDm00110634,drug,"[""CHEMBL1520""]",1,evidence_fusion:resolved_by_unique_intersection,very_high,mapped_single,false
342,BIOKORF_DRUG_342,tacrolimus,CIDm00445643,drug,"[""CHEMBL3989887""]",1,evidence_fusion:supported_canonical_name,high,mapped_single,false
343,BIOKORF_DRUG_343,terbutaline,CIDm00005403,drug,"[""CHEMBL1760""]",1,evidence_fusion:confirmed_name_structure,very_high,mapped_single,false
344,BIOKORF_DRUG_344,conivaptan,CIDm00151171,drug,"[""CHEMBL1755""]",1,evidence_fusion:confirmed_name_structure,very_high,mapped_single,false
345,BIOKORF_DRUG_345,eprosartan,CIDm05281037,drug,"[""CHEMBL813""]",1,evidence_fusion:name_only_resolved,high,mapped_single,false
346,BIOKORF_DRUG_346,sirolimus,CIDm05284616,drug,"[""CHEMBL413""]",1,evidence_fusion:name_only_resolved,high,mapped_single,false
347,BIOKORF_DRUG_347,emtricitabine,CIDm00060877,drug,"[""CHEMBL885""]",1,evidence_fusion:resolved_by_unique_intersection,very_high,mapped_single,false
348,BIOKORF_DRUG_348,quinapril,CIDm00054891,drug,"[""CHEMBL1592""]",1,evidence_fusion:name_only_resolved,high,mapped_single,false
349,BIOKORF_DRUG_349,clomifene,CIDm01548954,drug,"[""CHEMBL2355051""]",1,evidence_fusion:name_only_resolved,high,mapped_single,false
350,BIOKORF_DRUG_350,risedronic.acid,CIDm00005245,drug,"[""CHEMBL923""]",1,evidence_fusion:confirmed_name_structure,very_high,mapped_single,false
