matrix_index,drug_name,optimuskg_id,optimuskg_name,matched_field,inchi_key,canonical_smiles,source_ids,accession_numbers,identity_class
480,itraconazole,DRUGBANK:DB01167,Itraconazole,properties.name;properties.synonyms,VHVPQPYKVGDNFY-ZPGVKDDISA-N,CCC(C)N1N=CN(C1=O)C1=CC=C(C=C1)N1CCN(CC1)C1=CC=C(OCC2COC(CN3C=NC=N3)(O2)C2=C(Cl)C=C(Cl)C=C2)C=C1,[],"[""APRD00040""]",mixed_identity
481,arsenic.trioxide,CHEMBL5483015,ARSENIC TRIOXIDE,properties.name,MOQADKPFYVWPSE-UHFFFAOYSA-N,O=[As][As+](=O)[O-],[],[],mixed_identity
481,arsenic.trioxide,DRUGBANK:DB01169,Arsenic trioxide,properties.name;properties.synonyms,IKWTVSLWAPBBKU-UHFFFAOYSA-N,O=[As]O[As]=O,[],"[""APRD00171""]",mixed_identity
497,levetiracetam,CHEMBL1286,LEVETIRACETAM,properties.name;properties.synonyms;properties.trade_names,HPHUVLMMVZITSG-LURJTMIESA-N,CC[C@@H](C(N)=O)N1CCCC1=O,"[""levetiracetam"",""human/EPAR/levetiracetam-teva"",""DB01202"",""6437""]",[],insufficient_structure
497,levetiracetam,RXNORM:114477,levetiracetam,properties.name,"","",[],[],insufficient_structure
498,nadolol,CHEMBL521606,NADOLOL,properties.name;properties.synonyms;properties.trade_names,VWPOSFSPZNDTMJ-UHFFFAOYSA-N,CC(C)(C)NCC(O)COc1cccc2c1CC(O)C(O)C2,"[""nadolol""]",[],mixed_identity
498,nadolol,CHEMBL649,NADOLOL,properties.name;properties.synonyms;properties.trade_names,VWPOSFSPZNDTMJ-UCWKZMIHSA-N,CC(C)(C)NCC(O)COc1cccc2c1C[C@H](O)[C@H](O)C2,"[""DB01203""]",[],mixed_identity
509,budesonide,CHEMBL1370,BUDESONIDE,properties.name;properties.synonyms;properties.trade_names,VOVIALXJUBGFJZ-KWVAZRHASA-N,CCCC1O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)C=C[C@]5(C)[C@H]4[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1,"[""budesonide"",""DB01222"",""3207"",""human/EPAR/jorveza""]",[],insufficient_structure
509,budesonide,RXNORM:19831,budesonide,properties.name,"","",[],[],insufficient_structure
512,paclitaxel,CHEMBL428647,PACLITAXEL,properties.name;properties.synonyms;properties.trade_names,RCINICONZNJXQF-MZXODVADSA-N,CC(=O)O[C@H]1C(=O)[C@@]2(C)[C@H]([C@H](OC(=O)c3ccccc3)[C@]3(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)c4ccccc4)c4ccccc4)C(C)=C1C3(C)C)[C@]1(OC(C)=O)CO[C@@H]1C[C@@H]2O,"[""human/EPAR/apealea"",""DB01229"",""45863"",""paclitaxel""]",[],insufficient_structure
512,paclitaxel,RXNORM:56946,paclitaxel,properties.name,"","",[],[],insufficient_structure
515,levodopa,CHEMBL1009,LEVODOPA,properties.name;properties.synonyms,WTDRDQBEARUVNC-LURJTMIESA-N,N[C@@H](Cc1ccc(O)c(O)c1)C(=O)O,"[""levodopa"",""15765"",""DB01235"",""human/EPAR/inbrija""]",[],insufficient_structure
515,levodopa,RXNORM:6375,levodopa,properties.name,"","",[],[],insufficient_structure
516,aripiprazole,CHEMBL1112,ARIPIPRAZOLE,properties.name;properties.synonyms;properties.trade_names,CEUORZQYGODEFX-UHFFFAOYSA-N,O=C1CCc2ccc(OCCCCN3CCN(c4cccc(Cl)c4Cl)CC3)cc2N1,"[""human/EPAR/aripiprazole-mylan-pharma"",""DB01238"",""aripiprazole"",""31236""]",[],insufficient_structure
516,aripiprazole,RXNORM:89013,aripiprazole,properties.name,"","",[],[],insufficient_structure
530,posaconazole,CHEMBL1397,POSACONAZOLE,properties.name;properties.synonyms,RAGOYPUPXAKGKH-XAKZXMRKSA-N,CC[C@@H]([C@H](C)O)n1ncn(-c2ccc(N3CCN(c4ccc(OC[C@@H]5CO[C@@](Cn6cncn6)(c6ccc(F)cc6F)C5)cc4)CC3)cc2)c1=O,"[""human/EPAR/noxafil"",""DB01263"",""posaconazole"",""64355""]",[],insufficient_structure
530,posaconazole,RXNORM:282446,posaconazole,properties.name,"","",[],[],insufficient_structure
535,varenicline,CHEMBL1076903,VARENICLINE,properties.name;properties.synonyms,JQSHBVHOMNKWFT-DTORHVGOSA-N,c1cnc2cc3c(cc2n1)[C@@H]1CNC[C@H]3C1,"[""84500""]",[],mixed_identity
535,varenicline,DRUGBANK:DB01273,Varenicline,properties.name;properties.synonyms,JQSHBVHOMNKWFT-UHFFFAOYSA-N,C1[C@H]2CNC[C@@H]1C1=C2C=C2N=CC=NC2=C1,[],[],mixed_identity
537,exenatide,CHEMBL414357,EXENATIDE,properties.name;properties.synonyms,HTQBXNHDCUEHJF-XWLPCZSASA-N,CC[C@H](C)[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H](NC(=O)[C@H](C)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CCSC)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CO)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CO)NC(=O)[C@@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H](NC(=O)CNC(=O)[C@H](CCC(=O)O)NC(=O)CNC(=O)[C@@H](N)Cc1cnc[nH]1)[C@@H](C)O)[C@@H](C)O)C(C)C)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CC(N)=O)C(=O)NCC(=O)NCC(=O)N1CCC[C@H]1C(=O)N[C@@H](CO)C(=O)N[C@@H](CO)C(=O)NCC(=O)N[C@@H](C)C(=O)N1CCC[C@H]1C(=O)N1CCC[C@H]1C(=O)N1CCC[C@H]1C(=O)N[C@@H](CO)C(N)=O,"[""exenatide%20synthetic"",""human/EPAR/bydureon""]",[],equivalent_by_inchikey
537,exenatide,DRUGBANK:DB01276,Exenatide,properties.name;properties.synonyms,HTQBXNHDCUEHJF-XWLPCZSASA-N,CC[C@H](C)[C@H](NC(=O)[C@H](CC1=CC=CC=C1)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCCNC(N)=N)NC(=O)[C@@H](NC(=O)[C@H](C)NC(=O)[C@H](CCC(O)=O)NC(=O)[C@H](CCC(O)=O)NC(=O)[C@H](CCC(O)=O)NC(=O)[C@H](CCSC)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CO)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(O)=O)NC(=O)[C@H](CO)NC(=O)[C@@H](NC(=O)[C@H](CC1=CC=CC=C1)NC(=O)[C@@H](NC(=O)CNC(=O)[C@H](CCC(O)=O)NC(=O)CNC(=O)[C@@H](N)CC1=CNC=N1)[C@@H](C)O)[C@@H](C)O)C(C)C)C(=O)N[C@@H](CCC(O)=O)C(=O)N[C@@H](CC1=CNC2=C1C=CC=C2)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CC(N)=O)C(=O)NCC(=O)NCC(=O)N1CCC[C@H]1C(=O)N[C@@H](CO)C(=O)N[C@@H](CO)C(=O)NCC(=O)N[C@@H](C)C(=O)N1CCC[C@H]1C(=O)N1CCC[C@H]1C(=O)N1CCC[C@H]1C(=O)N[C@@H](CO)C(N)=O,[],[],equivalent_by_inchikey
539,corticotropin,CHEMBL1201610,CORTICOTROPIN,properties.name;properties.synonyms;properties.trade_names,"","",[],[],insufficient_structure
539,corticotropin,DRUGBANK:DB01285,Corticotropin,properties.name;properties.synonyms,"","",[],"[""DB09547""]",insufficient_structure
541,insulin.aspart,CHEMBL1201496,INSULIN ASPART,properties.name;properties.synonyms,"","","[""insulin%20aspart"",""insulin%20aspart%20recombinant""]",[],insufficient_structure
541,insulin.aspart,DRUGBANK:DB01306,Insulin aspart,properties.name;properties.synonyms,"","",[],[],insufficient_structure
542,insulin.detemir,CHEMBL2104391,INSULIN DETEMIR,properties.name;properties.synonyms,UGOZVNFCFYTPAZ-IOXYNQHNSA-N,CCCCCCCCCCCCCC(=O)NCCCC[C@H](NC(=O)[C@@H]1CCCN1C(=O)[C@@H](NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](Cc1ccccc1)NC(=O)CNC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCC(=O)O)NC(=O)CNC(=O)[C@@H]1CSSC[C@@H](C(=O)N[C@@H](CC(N)=O)C(=O)O)NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CO)NC(=O)[C@@H]2CSSC[C@H](NC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)CN)[C@@H](C)CC)C(C)C)C(=O)N[C@@H](CSSC[C@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc3c[nH]cn3)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](CC(N)=O)NC(=O)[C@@H](NC(=O)[C@@H](N)Cc3ccccc3)C(C)C)C(=O)NCC(=O)N[C@@H](CO)C(=O)N[C@@H](Cc3c[nH]cn3)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](Cc3ccc(O)cc3)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C(C)C)C(=O)N1)C(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@@H](CO)C(=O)N[C@@H]([C@@H](C)CC)C(=O)N2)[C@@H](C)O)C(=O)O,"[""insulin%20detemir%20recombinant"",""human/EPAR/levemir""]",[],insufficient_structure
542,insulin.detemir,DRUGBANK:DB01307,Insulin detemir,properties.name;properties.synonyms,"","",[],[],insufficient_structure
548,rasagiline,CHEMBL887,RASAGILINE,properties.name;properties.synonyms,RUOKEQAAGRXIBM-GFCCVEGCSA-N,C#CCN[C@@H]1CCc2ccccc21,"[""63620"",""DB01367""]",[],insufficient_structure
548,rasagiline,RXNORM:134748,rasagiline,properties.name,"","",[],[],insufficient_structure
556,colestyramine,CHEMBL1201625,CHOLESTYRAMINE,properties.synonyms,"","","[""cholestyramine""]",[],insufficient_structure
556,colestyramine,DRUGBANK:DB01432,Cholestyramine,properties.synonyms,"","",[],[],insufficient_structure
562,everolimus,CHEMBL1908360,EVEROLIMUS,properties.name;properties.synonyms,HKVAMNSJSFKALM-GKUWKFKPSA-N,CO[C@H]1C[C@@H]2CC[C@@H](C)[C@@](O)(O2)C(=O)C(=O)N2CCCC[C@H]2C(=O)O[C@H]([C@H](C)C[C@@H]2CC[C@@H](OCCO)[C@H](OC)C2)CC(=O)[C@H](C)/C=C(\C)[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)/C=C/C=C/C=C/1C,"[""DB01590"",""everolimus"",""68478"",""human/EPAR/votubia""]",[],insufficient_structure
562,everolimus,RXNORM:141704,everolimus,properties.name,"","",[],[],insufficient_structure
569,fotemustine,CHEMBL549386,FOTEMUSTINE,properties.name;properties.synonyms,YAKWPXVTIGTRJH-UHFFFAOYSA-N,CCOP(=O)(OCC)C(C)NC(=O)N(CCCl)N=O,[],[],equivalent_by_inchikey
569,fotemustine,DRUGBANK:DB04106,Fotemustine,properties.name;properties.synonyms,YAKWPXVTIGTRJH-UHFFFAOYSA-N,"",[],"[""EXPT03300""]",equivalent_by_inchikey
570,thiotepa,CHEMBL671,THIOTEPA,properties.name;properties.synonyms;properties.trade_names,FOCVUCIESVLUNU-UHFFFAOYSA-N,S=P(N1CC1)(N1CC1)N1CC1,"[""DB04572"",""thiotepa"",""9570"",""human/EPAR/tepadina""]",[],insufficient_structure
570,thiotepa,RXNORM:10473,thiotepa,properties.name,"","",[],[],insufficient_structure
575,febuxostat,CHEMBL1164729,FEBUXOSTAT,properties.name;properties.synonyms,BQSJTQLCZDPROO-UHFFFAOYSA-N,Cc1nc(-c2ccc(OCC(C)C)c(C#N)c2)sc1C(=O)O,"[""DB04854"",""human/EPAR/febuxostat-mylan"",""febuxostat""]",[],insufficient_structure
575,febuxostat,RXNORM:73689,febuxostat,properties.name,"","",[],[],insufficient_structure
582,nesiritide,CHEMBL1201668,NESIRITIDE,properties.name;properties.synonyms,"","",[],[],insufficient_structure
582,nesiritide,DRUGBANK:DB04899,Nesiritide,properties.name;properties.synonyms,HPNRHPKXQZSDFX-OAQDCNSJSA-N,CC[C@H](C)[C@@H]1NC(=O)[C@H](CCCNC(N)=N)NC(=O)[C@H](CC(O)=O)NC(=O)[C@H](CCSC)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CCCNC(N)=N)NC(=O)CNC(=O)[C@H](CC2=CC=CC=C2)NC(=O)[C@H](CSSC[C@H](NC(=O)CNC(=O)[C@H](CC(C)C)NC(=O)CNC(=O)[C@H](CO)NC(=O)[C@H](CO)NC(=O)[C@H](CO)NC(=O)[C@H](CO)NC1=O)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCNC(N)=N)C(=O)N[C@@H](CCCNC(N)=N)C(=O)N[C@@H](CC1=CNC=N1)C(O)=O)NC(=O)CNC(=O)[C@H](CO)NC(=O)CNC(=O)[C@H](CCC(N)=O)NC(=O)[C@@H](NC(=O)[C@H](CCSC)NC(=O)[C@H](CCCCN)NC(=O)[C@@H]1CCCN1C(=O)[C@@H](N)CO)C(C)C,[],[],insufficient_structure
588,ingenol.mebutate,CHEMBL1863513,INGENOL MEBUTATE,properties.name;properties.synonyms,VDJHFHXMUKFKET-WDUFCVPESA-N,C/C=C(/C)C(=O)O[C@H]1C(C)=C[C@]23C(=O)[C@@H](C=C(CO)[C@@H](O)[C@]12O)[C@H]1[C@@H](C[C@H]3C)C1(C)C,"[""human/EPAR/picato""]",[],mixed_identity
588,ingenol.mebutate,DRUGBANK:DB05013,Ingenol mebutate,properties.name;properties.synonyms,VDJHFHXMUKFKET-UXMMOKKRSA-N,C\C=C(\C)C(=O)O[C@H]1C(C)=C[C@@]23[C@H](C)C[C@@H]4[C@H]([C@H](C=C(CO)[C@@H](O)[C@]12O)C3=O)C4(C)C,[],[],mixed_identity
596,ecallantide,CHEMBL1201837,ECALLANTIDE,properties.name;properties.synonyms,"","","[""ecallantide""]",[],insufficient_structure
596,ecallantide,DRUGBANK:DB05311,Ecallantide,properties.name;properties.synonyms,"","",[],[],insufficient_structure
597,romiplostim,CHEMBL1201832,ROMIPLOSTIM,properties.name;properties.synonyms,"","","[""human/EPAR/nplate"",""romiplostim""]",[],insufficient_structure
597,romiplostim,DRUGBANK:DB05332,Romiplostim,properties.name;properties.synonyms,"","",[],[],insufficient_structure
600,mipomersen,CHEMBL2219536,MIPOMERSEN,properties.name;properties.synonyms,TZRFSLHOCZEXCC-HIVFKXHNSA-N,COCCO[C@@H]1[C@H](SP(=O)(O)OC[C@H]2O[C@@H](n3cc(C)c(=O)[nH]c3=O)[C@H](OCCOC)[C@@H]2SP(=O)(O)OC[C@H]2O[C@@H](n3cc(C)c(N)nc3=O)[C@H](OCCOC)[C@@H]2SP(=O)(O)OC[C@H]2O[C@@H](n3cnc4c(N)ncnc43)C[C@@H]2SP(=O)(O)OC[C@H]2O[C@@H](n3cnc4c(=O)[nH]c(N)nc43)C[C@@H]2SP(=O)(O)OC[C@H]2O[C@@H](n3cc(C)c(=O)[nH]c3=O)C[C@@H]2SP(=O)(O)OC[C@H]2O[C@@H](n3cc(C)c(N)nc3=O)C[C@@H]2SP(=O)(O)OC[C@H]2O[C@@H](n3cc(C)c(=O)[nH]c3=O)C[C@@H]2SP(=O)(O)OC[C@H]2O[C@@H](n3cnc4c(=O)[nH]c(N)nc43)C[C@@H]2SP(=O)(O)OC[C@H]2O[C@@H](n3cc(C)c(N)nc3=O)C[C@@H]2SP(=O)(O)OC[C@H]2O[C@@H](n3cc(C)c(=O)[nH]c3=O)C[C@@H]2SP(=O)(O)OC[C@H]2O[C@@H](n3cc(C)c(=O)[nH]c3=O)C[C@@H]2SP(=O)(O)OC[C@H]2O[C@@H](n3cc(C)c(N)nc3=O)C[C@@H]2SP(=O)(O)OC[C@H]2O[C@@H](n3cnc4c(=O)[nH]c(N)nc43)[C@H](OCCOC)[C@@H]2SP(=O)(O)OC[C@@H]2O[C@H](n3cc(C)c(N)nc3=O)[C@@H](OCCOC)[C@H]2SP(=O)(O)OC[C@@H]2O[C@H](n3cnc4c(N)ncnc43)[C@@H](OCCOC)[C@H]2SP(=O)(O)OC[C@@H]2O[C@H](n3cc(C)c(N)nc3=O)[C@@H](OCCOC)[C@H]2SP(=O)(O)OC[C@@H]2O[C@H](n3cc(C)c(N)nc3=O)[C@@H](OCCOC)[C@H]2O)[C@@H](COP(=O)(O)S[C@H]2[C@@H](OCCOC)[C@H](n3cc(C)c(N)nc3=O)O[C@@H]2COP(=O)(O)S[C@H]2[C@@H](OCCOC)[C@H](n3cnc4c(=O)[nH]c(N)nc43)O[C@@H]2CO)O[C@H]1n1cc(C)c(N)nc1=O,[],[],insufficient_structure
600,mipomersen,DRUGBANK:DB05528,Mipomersen,properties.name;properties.synonyms,"","",[],[],insufficient_structure
602,ustekinumab,CHEMBL1201835,USTEKINUMAB,properties.name;properties.synonyms,"","","[""ustekinumab"",""human/EPAR/stelara""]",[],insufficient_structure
602,ustekinumab,DRUGBANK:DB05679,Ustekinumab,properties.name;properties.synonyms,"","",[],[],insufficient_structure
603,abiraterone,CHEMBL254328,ABIRATERONE,properties.name;properties.synonyms,GZOSMCIZMLWJML-VJLLXTKPSA-N,C[C@]12CC[C@H](O)CC1=CC[C@@H]1[C@@H]2CC[C@]2(C)C(c3cccnc3)=CC[C@@H]12,"[""68642"",""DB05812""]",[],insufficient_structure
603,abiraterone,RXNORM:1100072,abiraterone,properties.name,"","",[],[],insufficient_structure
611,prasugrel,CHEMBL1201772,PRASUGREL,properties.name;properties.synonyms,DTGLZDAWLRGWQN-UHFFFAOYSA-N,CC(=O)Oc1cc2c(s1)CCN(C(C(=O)C1CC1)c1ccccc1F)C2,"[""87723"",""DB06209""]",[],insufficient_structure
611,prasugrel,RXNORM:613391,prasugrel,properties.name,"","",[],[],insufficient_structure
614,tolvaptan,CHEMBL344159,TOLVAPTAN,properties.name;properties.synonyms,GYHCTFXIZSNGJT-UHFFFAOYSA-N,Cc1ccccc1C(=O)Nc1ccc(C(=O)N2CCCC(O)c3cc(Cl)ccc32)c(C)c1,"[""human/EPAR/jinarc"",""tolvaptan""]",[],mixed_identity
614,tolvaptan,DRUGBANK:DB06212,Tolvaptan,properties.name,GYHCTFXIZSNGJT-XMMPIXPASA-N,CC1=C(C=CC=C1)C(=O)NC1=CC(C)=C(C=C1)C(=O)N1CCCC(O)C2=CC(Cl)=CC=C12,[],[],mixed_identity
618,lacosamide,CHEMBL58323,LACOSAMIDE,properties.name;properties.synonyms;properties.trade_names,VPPJLAIAVCUEMN-GFCCVEGCSA-N,COC[C@@H](NC(C)=O)C(=O)NCc1ccccc1,"[""human/EPAR/vimpat"",""DB06218"",""lacosamide""]",[],insufficient_structure
618,lacosamide,RXNORM:623400,lacosamide,properties.name,"","",[],[],insufficient_structure
619,dalbavancin,CHEMBL3301669,DALBAVANCIN,properties.name;properties.synonyms,KGPGQDLTDHGEGT-SZUNQUCBSA-N,CN[C@H]1C(=O)N[C@@H]2Cc3ccc(cc3)Oc3cc4cc(c3O[C@@H]3O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]3NC(=O)CCCCCCCCC(C)C)Oc3ccc(cc3Cl)[C@@H](O)[C@@H]3NC(=O)[C@H](NC(=O)[C@@H]4NC(=O)[C@@H](NC2=O)c2cc(cc(O)c2Cl)Oc2cc1ccc2O)c1ccc(O)c(c1)-c1c(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]2O)cc(O)cc1[C@@H](C(=O)NCCCN(C)C)NC3=O,"[""82721""]",[],equivalent_by_inchikey
619,dalbavancin,DRUGBANK:DB06219,Dalbavancin,properties.name;properties.synonyms,KGPGQDLTDHGEGT-SZUNQUCBSA-N,CN[C@@H]1C2=CC(OC3=CC([C@@H]4NC(=O)[C@@H](CC5=CC=C(OC6=C(O[C@@H]7O[C@@H]([C@@H](O)[C@H](O)[C@H]7NC(=O)CCCCCCCCC(C)C)C(O)=O)C7=CC(=C6)[C@@H](NC4=O)C(=O)N[C@@H]4C6=CC(=C(O)C=C6)C6=C(O[C@H]8O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]8O)C=C(O)C=C6[C@H](NC(=O)[C@@H](NC4=O)[C@H](O)C4=CC(Cl)=C(O7)C=C4)C(=O)NCCCN(C)C)C=C5)NC1=O)=C(Cl)C(O)=C3)=C(O)C=C2,[],[],equivalent_by_inchikey
626,ziconotide,CHEMBL4594214,ZICONOTIDE,properties.name;properties.synonyms,BPKIMPVREBSLAJ-QTBYCLKRSA-N,CSCC[C@@H]1NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CO)NC(=O)[C@@H]2CSSC[C@@H]3NC(=O)[C@H](CO)NC(=O)CNC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](CSSC[C@H](N)C(=O)N[C@@H](CCCCN)C(=O)NCC(=O)N[C@@H](CCCCN)C(=O)NCC(=O)N[C@@H](C)C(=O)N[C@@H](CCCCN)C(=O)N2)NC(=O)[C@H](CSSC[C@@H](C(N)=O)NC(=O)[C@H](CCCCN)NC(=O)CNC(=O)[C@H](CO)NC(=O)[C@H](CCCNC(=N)N)NC3=O)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](Cc2ccc(O)cc2)NC1=O,[],[],equivalent_by_inchikey
626,ziconotide,DRUGBANK:DB06283,Ziconotide,properties.name;properties.synonyms,BPKIMPVREBSLAJ-QTBYCLKRSA-N,CSCC[C@@H]1NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCCNC(N)=N)NC(=O)[C@H](CO)NC(=O)[C@@H]2CSSC[C@@H]3NC(=O)[C@H](CO)NC(=O)CNC(=O)[C@@H](NC(=O)[C@H](CSSC[C@H](N)C(=O)N[C@@H](CCCCN)C(=O)NCC(=O)N[C@@H](CCCCN)C(=O)NCC(=O)N[C@@H](C)C(=O)N[C@@H](CCCCN)C(=O)N2)NC(=O)[C@H](CSSC[C@H](NC(=O)[C@H](CCCCN)NC(=O)CNC(=O)[C@H](CO)NC(=O)[C@H](CCCNC(N)=N)NC3=O)C(N)=O)NC(=O)[C@H](CC(O)=O)NC(=O)[C@H](CC2=CC=C(O)C=C2)NC1=O)[C@@H](C)O,[],[],equivalent_by_inchikey
627,teriparatide,CHEMBL525610,TERIPARATIDE,properties.name;properties.synonyms,OGBMKVWORPGQRR-UMXFMPSGSA-N,CC[C@H](C)[C@H](NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CO)NC(=O)[C@@H](NC(=O)[C@@H](N)CO)C(C)C)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCSC)C(=O)N[C@@H](Cc1cnc[nH]1)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](CC(C)C)C(=O)NCC(=O)N[C@@H](CCCCN)C(=O)N[C@@H](Cc1cnc[nH]1)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](CO)C(=O)N[C@@H](CCSC)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@H](C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@H](C(=O)N[C@@H](Cc1cnc[nH]1)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](Cc1ccccc1)C(=O)O)C(C)C)C(C)C,"[""teriparatide"",""human/EPAR/teriparatide-sun""]",[],equivalent_by_inchikey
627,teriparatide,DRUGBANK:DB06285,Teriparatide,properties.name;properties.synonyms,OGBMKVWORPGQRR-UMXFMPSGSA-N,CC[C@H](C)[C@H](NC(=O)[C@H](CCC(O)=O)NC(=O)[C@H](CO)NC(=O)[C@@H](NC(=O)[C@@H](N)CO)C(C)C)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCSC)C(=O)N[C@@H](CC1=CNC=N1)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](CC(C)C)C(=O)NCC(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CC1=CNC=N1)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](CO)C(=O)N[C@@H](CCSC)C(=O)N[C@@H](CCC(O)=O)C(=O)N[C@@H](CCCNC(N)=N)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](CCC(O)=O)C(=O)N[C@@H](CC1=CNC2=C1C=CC=C2)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCNC(N)=N)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CC(O)=O)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](CC1=CNC=N1)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](CC1=CC=CC=C1)C(O)=O,[],"[""DB05581""]",equivalent_by_inchikey
633,ambrisentan,CHEMBL1111,AMBRISENTAN,properties.name;properties.synonyms,OUJTZYPIHDYQMC-LJQANCHMSA-N,COC(c1ccccc1)(c1ccccc1)[C@H](Oc1nc(C)cc(C)n1)C(=O)O,"[""ambrisentan"",""DB06403"",""human/EPAR/ambrisentan-mylan""]",[],insufficient_structure
633,ambrisentan,RXNORM:358274,ambrisentan,properties.name,"","",[],[],insufficient_structure
645,ofatumumab,CHEMBL1201836,OFATUMUMAB,properties.name;properties.synonyms,"","","[""human/EPAR/kesimpta"",""ofatumumab""]",[],insufficient_structure
645,ofatumumab,DRUGBANK:DB06650,Ofatumumab,properties.name;properties.synonyms,"","",[],[],insufficient_structure
