matrix_index,side_effect_name,sider_umls_cui,optimuskg_match_count,meddra_match_count,hpo_match_count,canonical_optimuskg_id,alias_optimuskg_ids,mapping_status
484,increased bronchial secretion,C1262144,0,0,0,"",[],umls_no_optimuskg_match
485,increased tendency to bruise,C0423798,1,0,1,HP_0000978,[],umls_unique_other
486,hardening,"",0,0,0,"",[],no_sider_umls
487,infarction,C0021308,0,0,0,"",[],umls_no_optimuskg_match
488,infection,C0009450,0,0,0,"",[],umls_no_optimuskg_match
489,infestation,C1384353,0,0,0,"",[],umls_no_optimuskg_match
490,inflammation,C0021368,0,0,0,"",[],umls_no_optimuskg_match
491,influenza,C0021400,0,0,0,"",[],umls_no_optimuskg_match
492,influenza like illness,C0521839,0,0,0,"",[],umls_no_optimuskg_match
493,infusion site pain,C1096035,0,0,0,"",[],umls_no_optimuskg_match
494,infusion site reaction,C1096343,0,0,0,"",[],umls_no_optimuskg_match
495,injection site bruising,C0521508,0,0,0,"",[],umls_no_optimuskg_match
496,injection site erythema,C0852625,0,0,0,"",[],umls_no_optimuskg_match
497,injection site haemorrhage,C0151698,0,0,0,"",[],umls_no_optimuskg_match
498,injection site hardening,"",0,0,0,"",[],no_sider_umls
499,injection site inflammation,C0151734,0,0,0,"",[],umls_no_optimuskg_match
500,injection site pain,C0151828,0,0,0,"",[],umls_no_optimuskg_match
501,injection site pruritus,C0852995,0,0,0,"",[],umls_no_optimuskg_match
502,injection site reaction,C0151735,0,0,0,"",[],umls_no_optimuskg_match
503,injection site swelling,C0151605,0,0,0,"",[],umls_no_optimuskg_match
504,injury,C3263723,0,0,0,"",[],umls_no_optimuskg_match
505,insomnia,C0917801,0,0,0,"",[],umls_no_optimuskg_match
506,instillation site pain,C0858797,0,0,0,"",[],umls_no_optimuskg_match
507,intermittent claudication,C0021775,0,0,0,"",[],umls_no_optimuskg_match
508,international normalised ratio increased,C0853225,0,0,0,"",[],umls_no_optimuskg_match
509,interstitial lung disease,C0206062,1,0,1,HP_0006530,[],umls_unique_other
510,intestinal obstruction,C0021843,0,0,0,"",[],umls_no_optimuskg_match
511,intestinal perforation,C0021845,0,0,0,"",[],umls_no_optimuskg_match
512,intracranial pressure increased,C0151740,1,0,1,HP_0002516,[],umls_unique_other
513,intraocular pressure increased,C0234708,0,0,0,"",[],umls_no_optimuskg_match
514,iris inflammation,"",0,0,0,"",[],no_sider_umls
515,iron deficiency anaemia,C0162316,1,0,1,HP_0001891,[],umls_unique_other
516,irritability,C0022107,0,0,0,"",[],umls_no_optimuskg_match
517,irritable bowel syndrome,C0022104,0,0,0,"",[],umls_no_optimuskg_match
518,ischaemia,C0022116,0,0,0,"",[],umls_no_optimuskg_match
519,jaundice,C0022346,1,0,1,HP_0000952,[],umls_unique_other
520,obstructive jaundice,"",0,0,0,"",[],no_sider_umls
521,joint stiffness,C0162298,1,0,1,HP_0001387,[],umls_unique_other
522,joint swelling,C0152031,1,0,1,HP_0001386,[],umls_unique_other
523,keratitis,C0022568,1,0,1,HP_0000491,[],umls_unique_other
524,ketosis,C0022638,0,0,0,"",[],umls_no_optimuskg_match
525,laboratory test abnormal,C0438215,0,0,0,"",[],umls_no_optimuskg_match
526,inner ear infection,"",0,0,0,"",[],no_sider_umls
527,laceration,C0043246,0,0,0,"",[],umls_no_optimuskg_match
528,lacrimal disorder,C0022904,0,0,0,"",[],umls_no_optimuskg_match
529,lacrimal structural disorder,C3495920,0,0,0,"",[],umls_no_optimuskg_match
530,lacrimation increased,C0152227,1,0,1,HP_0009926,[],umls_unique_other
531,lactic acidosis,C0001125,1,0,1,HP_0003128,[],umls_unique_other
532,laryngeal oedema,C0023052,0,0,0,"",[],umls_no_optimuskg_match
533,laryngeal pain,C0549373,0,0,0,"",[],umls_no_optimuskg_match
534,laryngitis,C0023067,0,0,0,"",[],umls_no_optimuskg_match
535,laryngeal spasm,"",0,0,0,"",[],no_sider_umls
536,lethargy,C0023380,1,0,1,HP_0001254,[],umls_unique_other
537,leukocytosis,C0023518,1,0,1,HP_0001974,[],umls_unique_other
538,vitiligo,C0042900,0,0,0,"",[],umls_no_optimuskg_match
539,leukopenia,C0023530,1,0,1,HP_0001882,[],umls_unique_other
540,libido decreased,C0011124,0,0,0,"",[],umls_no_optimuskg_match
541,libido disorder,C0854382,0,0,0,"",[],umls_no_optimuskg_match
542,libido increased,C0021177,0,0,0,"",[],umls_no_optimuskg_match
543,mossy keratosis,"",0,0,0,"",[],no_sider_umls
544,ligament sprain,C0435002,0,0,0,"",[],umls_no_optimuskg_match
545,lipase increased,C0549475,0,0,0,"",[],umls_no_optimuskg_match
546,lipodystrophy acquired,C0877192,0,0,0,"",[],umls_no_optimuskg_match
547,liver disorder,C0023895,1,0,1,HP_0001392,[],umls_unique_other
548,liver function test abnormal,C0151766,1,0,1,HP_0002910,[],umls_unique_other
549,liver injury,C0160390,0,0,0,"",[],umls_no_optimuskg_match
550,local swelling,C0853619,0,0,0,"",[],umls_no_optimuskg_match
551,loss of consciousness,C0041657,1,0,1,HP_0007185,[],umls_unique_other
552,loss of libido,C2981158,0,0,0,"",[],umls_no_optimuskg_match
553,lower respiratory tract infection,C0149725,1,0,1,HP_0002783,[],umls_unique_other
554,lung disorder,C0024115,1,0,1,HP_0002088,[],umls_unique_other
555,lung infection,C0876973,0,0,0,"",[],umls_no_optimuskg_match
556,lung infiltration,C0235896,0,0,0,"",[],umls_no_optimuskg_match
557,lymphadenopathy,C0497156,1,0,1,HP_0002716,[],umls_unique_other
558,lymphocyte count decreased,C0853986,0,0,0,"",[],umls_no_optimuskg_match
559,lymphocyte excess,"",0,0,0,"",[],no_sider_umls
560,lymph edema,"",0,0,0,"",[],no_sider_umls
561,lymph tumor,"",0,0,0,"",[],no_sider_umls
562,lymph cell cut back,"",0,0,0,"",[],no_sider_umls
563,major depression,C1269683,0,0,0,"",[],umls_no_optimuskg_match
564,malaise,C0231218,0,0,0,"",[],umls_no_optimuskg_match
565,malignant melanoma,C0025202,0,0,0,"",[],umls_no_optimuskg_match
566,malnutrition,C0162429,0,0,0,"",[],umls_no_optimuskg_match
567,mania,C0338831,0,0,0,"",[],umls_no_optimuskg_match
568,mastitis,C0024894,0,0,0,"",[],umls_no_optimuskg_match
569,mediastinal disorder,C0025061,0,0,0,"",[],umls_no_optimuskg_match
570,blood clot excretion,"",0,0,0,"",[],no_sider_umls
571,melanosis,C0025209,0,0,0,"",[],umls_no_optimuskg_match
572,memory impairment,C0233794,0,0,0,"",[],umls_no_optimuskg_match
573,meningitis,C0025289,1,0,1,HP_0001287,[],umls_unique_other
574,menopausal symptoms,C0236075,0,0,0,"",[],umls_no_optimuskg_match
575,menopause,C0025320,0,0,0,"",[],umls_no_optimuskg_match
576,menorrhagia,C0025323,1,0,1,HP_0000132,[],umls_unique_other
577,menstrual disorder,C0025345,0,0,0,"",[],umls_no_optimuskg_match
578,menstruation irregular,C0156404,0,0,0,"",[],umls_no_optimuskg_match
579,mental disability,C1306341,0,0,0,"",[],umls_no_optimuskg_match
580,mental disorder,C0004936,0,0,0,"",[],umls_no_optimuskg_match
581,metabolic acidosis,C0220981,1,0,1,HP_0001942,[],umls_unique_other
582,break through bleeding,"",0,0,0,"",[],no_sider_umls
583,urination disorder,"",0,0,0,"",[],no_sider_umls
584,urination urgency,"",0,0,0,"",[],no_sider_umls
585,migraine,C0149931,0,0,0,"",[],umls_no_optimuskg_match
586,miosis,C0026205,1,0,1,HP_0000616,[],umls_unique_other
587,single core cell increase,"",0,0,0,"",[],no_sider_umls
588,mood swings,C0085633,1,0,1,HP_0000712,[],umls_unique_other
589,motion sickness,C0026603,0,0,0,"",[],umls_no_optimuskg_match
590,mouth ulceration,C0149745,1,0,1,HP_0000155,[],umls_unique_other
591,movement disorder,C0026650,1,0,1,HP_0100022,[],umls_unique_other
592,mucosal inflammation,C0333355,0,0,0,"",[],umls_no_optimuskg_match
593,mucous membrane disorder,C0151785,0,0,0,"",[],umls_no_optimuskg_match
594,multiple fractures,C0016655,1,0,1,HP_0002757,[],umls_unique_other
595,muscle atrophy,C0026846,0,0,0,"",[],umls_no_optimuskg_match
596,muscle contractions involuntary,C0235086,0,0,0,"",[],umls_no_optimuskg_match
597,muscle relaxant therapy,C1142135,0,0,0,"",[],umls_no_optimuskg_match
598,muscle rigidity,C0026837,1,0,1,HP_0002063,[],umls_unique_other
599,muscle spasms,C0037763,0,0,0,"",[],umls_no_optimuskg_match
600,muscle tightness,C0877322,0,0,0,"",[],umls_no_optimuskg_match
601,muscle twitching,C0231530,0,0,0,"",[],umls_no_optimuskg_match
602,muscular weakness,C0151786,1,0,1,HP_0001324,[],umls_unique_other
603,musculoskeletal chest pain,C0476280,0,0,0,"",[],umls_no_optimuskg_match
604,musculoskeletal discomfort,C0948594,0,0,0,"",[],umls_no_optimuskg_match
605,musculoskeletal pain,C0026858,0,0,0,"",[],umls_no_optimuskg_match
606,musculoskeletal stiffness,C0948525,0,0,0,"",[],umls_no_optimuskg_match
607,myalgia,C0231528,1,0,1,HP_0003326,[],umls_unique_other
608,mydriasis,C0026961,1,0,1,HP_0011499,[],umls_unique_other
609,myelitis,C0026975,0,0,0,"",[],umls_no_optimuskg_match
610,myocardial infarction,C0027051,0,0,0,"",[],umls_no_optimuskg_match
611,myocardial ischaemia,C0151744,0,0,0,"",[],umls_no_optimuskg_match
612,myocarditis,C0027059,0,0,0,"",[],umls_no_optimuskg_match
613,myoclonus,C0027066,1,0,1,HP_0001336,[],umls_unique_other
614,myopathy,C0026848,1,0,1,HP_0003198,[],umls_unique_other
615,myositis,C0027121,0,0,0,"",[],umls_no_optimuskg_match
616,nail disorder,C0027339,1,0,1,HP_0001597,[],umls_unique_other
617,nasal congestion,C0027424,1,0,1,HP_0001742,[],umls_unique_other
618,nasal discomfort,C0858259,0,0,0,"",[],umls_no_optimuskg_match
619,nasal dryness,C0231919,0,0,0,"",[],umls_no_optimuskg_match
620,nose pharynx inflammation,"",0,0,0,"",[],no_sider_umls
621,nausea,C0027497,1,0,1,HP_0002018,[],umls_unique_other
622,neck pain,C0007859,1,0,1,HP_0030833,[],umls_unique_other
623,neoplasm,C0027651,0,0,0,"",[],umls_no_optimuskg_match
624,neoplasm malignant,C0006826,0,0,0,"",[],umls_no_optimuskg_match
625,nephritis,C0027697,0,0,0,"",[],umls_no_optimuskg_match
626,calculus kidney,"",0,0,0,"",[],no_sider_umls
627,nephropathy,C0022658,2,0,2,"","[""HP_0000077"",""HP_0000112""]",umls_multiple_no_unique_meddra
628,nephropathy toxic,C0595916,0,0,0,"",[],umls_no_optimuskg_match
629,nephrotic syndrome,C0027726,0,0,0,"",[],umls_no_optimuskg_match
630,nervous system disorder,C0027765,0,0,0,"",[],umls_no_optimuskg_match
631,nervousness,C0027769,0,0,0,"",[],umls_no_optimuskg_match
632,neuralgia,C0027796,0,0,0,"",[],umls_no_optimuskg_match
633,neuritis,C0027813,0,0,0,"",[],umls_no_optimuskg_match
634,neuroleptic malignant syndrome,C0027849,0,0,0,"",[],umls_no_optimuskg_match
635,neuropathy peripheral,C0031117,1,0,1,HP_0009830,[],umls_unique_other
636,neurosis,C0027932,0,0,0,"",[],umls_no_optimuskg_match
637,neurotoxicity,C0235032,0,0,0,"",[],umls_no_optimuskg_match
638,neutropenia,C0027947,0,0,0,"",[],umls_no_optimuskg_match
639,neutrophil deficiency,"",0,0,0,"",[],no_sider_umls
640,neutrophil count decreased,C0853697,0,0,0,"",[],umls_no_optimuskg_match
641,night blindness,C0028077,0,0,0,"",[],umls_no_optimuskg_match
642,night sweats,C0028081,0,0,0,"",[],umls_no_optimuskg_match
643,nightmare,C0028084,0,0,0,"",[],umls_no_optimuskg_match
644,nocturnal enuresis,"",0,0,0,"",[],no_sider_umls
645,nodal arrhythmia,C0264893,0,0,0,"",[],umls_no_optimuskg_match
646,nodule,C0028259,0,0,0,"",[],umls_no_optimuskg_match
647,non cardiac chest pain,"",0,0,0,"",[],no_sider_umls
648,non hodgkin lymphoma,"",0,0,0,"",[],no_sider_umls
649,nuchal rigidity,C1320474,1,0,1,HP_0005986,[],umls_unique_other
650,nystagmus,C0028738,1,0,1,HP_0000639,[],umls_unique_other
651,ocular discomfort,C0948595,0,0,0,"",[],umls_no_optimuskg_match
652,ocular venous congestion,"",0,0,0,"",[],no_sider_umls
653,oculomotor spasm,"",0,0,0,"",[],no_sider_umls
654,swallowing painful,"",0,0,0,"",[],no_sider_umls
655,oedema,C0013604,1,0,1,HP_0000969,[],umls_unique_other
656,oedema peripheral,C0085649,0,0,0,"",[],umls_no_optimuskg_match
657,oesophageal spasm,C0014863,0,0,0,"",[],umls_no_optimuskg_match
658,oesophageal stenosis,C0014866,2,0,2,"","[""HP_0002043"",""HP_0010450""]",umls_multiple_no_unique_meddra
659,oesophageal ulcer,C0151970,0,0,0,"",[],umls_no_optimuskg_match
660,esophagus inflammation,"",0,0,0,"",[],no_sider_umls
661,urine less,"",0,0,0,"",[],no_sider_umls
662,onychomycosis,C0040261,0,0,0,"",[],umls_no_optimuskg_match
663,opportunistic infection,C0029118,0,0,0,"",[],umls_no_optimuskg_match
664,optic atrophy,C0029124,1,0,1,HP_0000648,[],umls_unique_other
665,optic neuritis,C0029134,0,0,0,"",[],umls_no_optimuskg_match
666,oral candidiasis,C0006849,0,0,0,"",[],umls_no_optimuskg_match
667,oral herpes,C0341012,0,0,0,"",[],umls_no_optimuskg_match
668,oral pain,C0221776,0,0,0,"",[],umls_no_optimuskg_match
669,testis inflammation non infective,"",0,0,0,"",[],no_sider_umls
670,orgasm abnormal,C0029261,0,0,0,"",[],umls_no_optimuskg_match
671,oropharyngeal discomfort,C2363730,0,0,0,"",[],umls_no_optimuskg_match
672,oropharyngeal pain,C2363731,0,0,0,"",[],umls_no_optimuskg_match
673,orthostatic hypotension,C0020651,0,0,0,"",[],umls_no_optimuskg_match
674,osteoarthritis,C0029408,0,0,0,"",[],umls_no_optimuskg_match
675,osteomyelitis,C0029443,0,0,0,"",[],umls_no_optimuskg_match
676,osteonecrosis,C0029445,1,0,1,HP_0010885,[],umls_unique_other
677,osteoporosis,C0029456,1,0,1,HP_0000939,[],umls_unique_other
678,otitis externa,C0029878,0,0,0,"",[],umls_no_optimuskg_match
679,otitis media,C0029882,0,0,0,"",[],umls_no_optimuskg_match
680,ear toxicity,"",0,0,0,"",[],no_sider_umls
681,ovarian cyst,C0029927,1,0,1,HP_0000138,[],umls_unique_other
682,ovarian disorder,C0029928,0,0,0,"",[],umls_no_optimuskg_match
683,pain,C0030193,1,0,1,HP_0012531,[],umls_unique_other
684,pain in extremity,C0030196,1,0,1,HP_0009763,[],umls_unique_other
685,pain in jaw,C0236000,0,0,0,"",[],umls_no_optimuskg_match
686,pain of skin,C0241136,0,0,0,"",[],umls_no_optimuskg_match
687,pallor,C0030232,1,0,1,HP_0000980,[],umls_unique_other
688,palpitations,C0030252,1,0,1,HP_0001962,[],umls_unique_other
689,pancreatitis,C0030305,1,0,1,HP_0001733,[],umls_unique_other
690,pancreatitis acute,C0001339,1,0,1,HP_0001735,[],umls_unique_other
691,pancytopenia,C0030312,1,0,1,HP_0001876,[],umls_unique_other
692,panic attack,C0086769,0,0,0,"",[],umls_no_optimuskg_match
693,panic reaction,C0030318,0,0,0,"",[],umls_no_optimuskg_match
694,eyelid inflammation,"",0,0,0,"",[],no_sider_umls
695,nipple edema,"",0,0,0,"",[],no_sider_umls
696,feeling abnormal,C1443060,0,0,0,"",[],umls_no_optimuskg_match
697,feeling abnormal oral,"",0,0,0,"",[],no_sider_umls
698,paralysis,C0522224,1,0,1,HP_0003470,[],umls_unique_other
699,paranoia,C1456784,1,0,1,HP_0011999,[],umls_unique_other
700,paresis,C0030552,0,0,0,"",[],umls_no_optimuskg_match
701,parkinsonism,C0242422,1,0,1,HP_0001300,[],umls_unique_other
702,disturbances of sensation of smell and taste,"",0,0,0,"",[],no_sider_umls
703,pelvic pain,C0030794,0,0,0,"",[],umls_no_optimuskg_match
704,penis disorder,C0030846,0,0,0,"",[],umls_no_optimuskg_match
705,peptic ulcer,C0030920,1,0,1,HP_0004398,[],umls_unique_other
706,pericardial effusion,C0031039,1,0,1,HP_0001698,[],umls_unique_other
707,pericarditis,C0031046,0,0,0,"",[],umls_no_optimuskg_match
708,perineal pain,C0240717,0,0,0,"",[],umls_no_optimuskg_match
709,periodontitis,C0031099,0,0,0,"",[],umls_no_optimuskg_match
710,periorbital oedema,C0151205,0,0,0,"",[],umls_no_optimuskg_match
711,peripheral coldness,C0277925,0,0,0,"",[],umls_no_optimuskg_match
712,peripheral ischaemia,C0235490,0,0,0,"",[],umls_no_optimuskg_match
713,peripheral motor neuropathy,C0235025,0,0,0,"",[],umls_no_optimuskg_match
714,peripheral sensory neuropathy,C0151313,1,0,1,HP_0000763,[],umls_unique_other
715,peripheral vascular disorder,C0085096,0,0,0,"",[],umls_no_optimuskg_match
716,peritonitis,C0031154,0,0,0,"",[],umls_no_optimuskg_match
717,personality disorder,C0031212,1,0,1,HP_0012075,[],umls_unique_other
718,petechiae,C0031256,0,0,0,"",[],umls_no_optimuskg_match
719,pharyngeal oedema,C0236024,0,0,0,"",[],umls_no_optimuskg_match
720,pharyngitis,C0031350,0,0,0,"",[],umls_no_optimuskg_match
721,pharyngitis streptococcal,C0036689,0,0,0,"",[],umls_no_optimuskg_match
722,phlebitis,C0031542,0,0,0,"",[],umls_no_optimuskg_match
723,photophobia,C0085636,1,0,1,HP_0000613,[],umls_unique_other
724,flash vision,"",0,0,0,"",[],no_sider_umls
725,photosensitivity reaction,C0162830,0,0,0,"",[],umls_no_optimuskg_match
726,pigmentation disorder,C0549567,0,0,0,"",[],umls_no_optimuskg_match
727,plasma cell myeloma,C0026764,0,0,0,"",[],umls_no_optimuskg_match
728,tumor plasma cell,"",0,0,0,"",[],no_sider_umls
729,platelet count decreased,C0392386,1,0,1,HP_0001873,[],umls_unique_other
730,pleural effusion,C0032227,1,0,1,HP_0002202,[],umls_unique_other
731,pleurisy,C0032231,1,0,1,HP_0002102,[],umls_unique_other
732,pleural pain,"",0,0,0,"",[],no_sider_umls
733,pneumonia,C0032285,1,0,1,HP_0002090,[],umls_unique_other
734,pneumonia aspiration,C0032290,0,0,0,"",[],umls_no_optimuskg_match
735,pneumothorax,C0032326,1,0,1,HP_0002107,[],umls_unique_other
736,urinary frequency increased,"",0,0,0,"",[],no_sider_umls
737,increase in the total amount of red blood cells in the blood,"",0,0,0,"",[],no_sider_umls
738,polydipsia,C0085602,1,0,1,HP_0001959,[],umls_unique_other
739,polyneuropathy,C0152025,0,0,0,"",[],umls_no_optimuskg_match
740,polyuria,C0032617,1,0,1,HP_0000103,[],umls_unique_other
741,post procedural haemorrhage,C0919874,0,0,0,"",[],umls_no_optimuskg_match
742,premenstrual syndrome,C0033046,0,0,0,"",[],umls_no_optimuskg_match
743,syncope vertigo,"",0,0,0,"",[],no_sider_umls
744,priapism,C0033117,1,0,1,HP_0200023,[],umls_unique_other
745,procedural pain,C1619712,0,0,0,"",[],umls_no_optimuskg_match
746,anal pain,"",0,0,0,"",[],no_sider_umls
747,rectum inflammation,"",0,0,0,"",[],no_sider_umls
748,productive cough,C0239134,0,0,0,"",[],umls_no_optimuskg_match
749,prostate cancer,C0376358,0,0,0,"",[],umls_no_optimuskg_match
750,prostatic disorder,C0033575,0,0,0,"",[],umls_no_optimuskg_match
751,prostatitis,C0033581,0,0,0,"",[],umls_no_optimuskg_match
752,protein total decreased,C0860901,0,0,0,"",[],umls_no_optimuskg_match
753,protein urine present,C0948586,0,0,0,"",[],umls_no_optimuskg_match
754,proteinuria,C0033687,1,0,1,HP_0000093,[],umls_unique_other
755,prothrombin level decreased,C0553732,0,0,0,"",[],umls_no_optimuskg_match
756,prothrombin level increased,C0151872,0,0,0,"",[],umls_no_optimuskg_match
757,itch rash,"",0,0,0,"",[],no_sider_umls
758,pruritus,C0033774,1,0,1,HP_0000989,[],umls_unique_other
759,pruritus generalised,C0475858,0,0,0,"",[],umls_no_optimuskg_match
760,pruritus genital,C0033777,0,0,0,"",[],umls_no_optimuskg_match
761,falsehood lymph tumor,"",0,0,0,"",[],no_sider_umls
762,pseudomembranous colitis,C1257843,0,0,0,"",[],umls_no_optimuskg_match
763,psoriasis,C0033860,0,0,0,"",[],umls_no_optimuskg_match
764,psychomotor retardation,C0424230,0,0,0,"",[],umls_no_optimuskg_match
765,psychotic disorder,C0033975,0,0,0,"",[],umls_no_optimuskg_match
766,pulmonary congestion,C0242073,0,0,0,"",[],umls_no_optimuskg_match
767,pulmonary embolism,C0034065,1,0,1,HP_0002204,[],umls_unique_other
768,pulmonary fibrosis,C0034069,0,0,0,"",[],umls_no_optimuskg_match
769,pulmonary function test decreased,C0855775,0,0,0,"",[],umls_no_optimuskg_match
770,pulmonary hypertension,C0020542,0,0,0,"",[],umls_no_optimuskg_match
771,pulmonary oedema,C0034063,0,0,0,"",[],umls_no_optimuskg_match
772,punctate keratitis,C0259799,0,0,0,"",[],umls_no_optimuskg_match
773,pupils unequal,C0003079,0,0,0,"",[],umls_no_optimuskg_match
774,purpura,C0034150,1,0,1,HP_0000979,[],umls_unique_other
775,pyelonephritis,C0034186,0,0,0,"",[],umls_no_optimuskg_match
776,urine purulent,"",0,0,0,"",[],no_sider_umls
777,rales,C0034642,0,0,0,"",[],umls_no_optimuskg_match
778,rash,C0015230,1,0,1,HP_0000988,[],umls_unique_other
779,rash erythematous,C0234913,0,0,0,"",[],umls_no_optimuskg_match
780,rash generalised,C0497365,0,0,0,"",[],umls_no_optimuskg_match
781,rash macular,C0221201,0,0,0,"",[],umls_no_optimuskg_match
782,macula papules rash,"",0,0,0,"",[],no_sider_umls
783,rash papular,C1519353,0,0,0,"",[],umls_no_optimuskg_match
784,rash pustular,C0085641,0,0,0,"",[],umls_no_optimuskg_match
785,rectal haemorrhage,C0267596,0,0,0,"",[],umls_no_optimuskg_match
786,defecation urge painful,"",0,0,0,"",[],no_sider_umls
787,regurgitation,C2004489,0,0,0,"",[],umls_no_optimuskg_match
788,renal failure,C0035078,1,0,1,HP_0000083,[],umls_unique_other
789,renal impairment,C1565489,1,0,1,HP_0000083,[],umls_unique_other
790,renal pain,C0558489,0,0,0,"",[],umls_no_optimuskg_match
791,renal tubular necrosis,C1720775,0,0,0,"",[],umls_no_optimuskg_match
792,respiration abnormal,C1260922,1,0,1,HP_0002086,[],umls_unique_other
793,respiratory depression,C0235063,1,0,1,HP_0002791,[],umls_unique_other
794,respiratory disorder,C0035204,0,0,0,"",[],umls_no_optimuskg_match
795,respiratory distress,C0476273,1,0,1,HP_0002098,[],umls_unique_other
796,respiratory failure,C1145670,0,0,0,"",[],umls_no_optimuskg_match
797,respiratory tract congestion,C0948349,0,0,0,"",[],umls_no_optimuskg_match
798,respiratory tract infection,C0035243,0,0,0,"",[],umls_no_optimuskg_match
799,restless legs syndrome,C0035258,0,0,0,"",[],umls_no_optimuskg_match
800,retching,C0232602,0,0,0,"",[],umls_no_optimuskg_match
801,retinal degeneration,C0035304,1,0,1,HP_0001105,[],umls_unique_other
802,retinal detachment,C0035305,0,0,0,"",[],umls_no_optimuskg_match
803,retinal disorder,C0035309,1,0,1,HP_0000479,[],umls_unique_other
804,retinal haemorrhage,C0035317,1,0,1,HP_0000573,[],umls_unique_other
805,retroperitoneal haemorrhage,C0151705,0,0,0,"",[],umls_no_optimuskg_match
806,rhabdomyolysis,C0035410,0,0,0,"",[],umls_no_optimuskg_match
807,rheumatoid arthritis,C0003873,1,0,1,HP_0001370,[],umls_unique_other
808,rhinitis,C0035455,0,0,0,"",[],umls_no_optimuskg_match
809,rhinitis allergic,C2607914,0,0,0,"",[],umls_no_optimuskg_match
810,mucous nasal increased,"",0,0,0,"",[],no_sider_umls
811,dry rales,"",0,0,0,"",[],no_sider_umls
812,road traffic accident,C0221706,0,0,0,"",[],umls_no_optimuskg_match
813,rosacea,C0035854,0,0,0,"",[],umls_no_optimuskg_match
814,salivary gland enlargement,C0020569,0,0,0,"",[],umls_no_optimuskg_match
815,increased salivation,"",0,0,0,"",[],no_sider_umls
816,oviduct inflammation,"",0,0,0,"",[],no_sider_umls
817,scab,C0205204,0,0,0,"",[],umls_no_optimuskg_match
818,reaction schizoid,"",0,0,0,"",[],no_sider_umls
819,sciatica,C0036396,1,0,1,HP_0011868,[],umls_unique_other
820,sclera inflammation,"",0,0,0,"",[],no_sider_umls
821,seasonal allergy,C0018621,0,0,0,"",[],umls_no_optimuskg_match
822,seborrheic dermatitis,"",0,0,0,"",[],no_sider_umls
823,seborrheic keratosis,"",0,0,0,"",[],no_sider_umls
824,sensation of foreign body,C0423602,0,0,0,"",[],umls_no_optimuskg_match
825,sensory disturbance,C0152027,0,0,0,"",[],umls_no_optimuskg_match
826,sensory loss,C0278134,0,0,0,"",[],umls_no_optimuskg_match
827,sepsis,C0243026,0,0,0,"",[],umls_no_optimuskg_match
828,septic shock,C0036983,0,0,0,"",[],umls_no_optimuskg_match
829,serotonin syndrome,C0699828,0,0,0,"",[],umls_no_optimuskg_match
830,serum sickness,C0036830,0,0,0,"",[],umls_no_optimuskg_match
831,sexual dysfunction,C0549622,0,0,0,"",[],umls_no_optimuskg_match
832,shock,C0036974,0,0,0,"",[],umls_no_optimuskg_match
833,salivary glands inflammation,"",0,0,0,"",[],no_sider_umls
834,sinus bradycardia,C0085610,0,0,0,"",[],umls_no_optimuskg_match
835,sinus congestion,C0152029,0,0,0,"",[],umls_no_optimuskg_match
836,sinus headache,C0037195,0,0,0,"",[],umls_no_optimuskg_match
837,sinus tachycardia,C0039239,0,0,0,"",[],umls_no_optimuskg_match
838,sinusitis,C0037199,0,0,0,"",[],umls_no_optimuskg_match
839,skin atrophy,C0151514,0,0,0,"",[],umls_no_optimuskg_match
840,skin burning sensation,C0241057,0,0,0,"",[],umls_no_optimuskg_match
841,skin cancer,C0007114,0,0,0,"",[],umls_no_optimuskg_match
842,skin discolouration,C0151907,0,0,0,"",[],umls_no_optimuskg_match
843,skin disorder,C0037274,1,0,1,HP_0000951,[],umls_unique_other
844,skin exfoliation,C0237849,0,0,0,"",[],umls_no_optimuskg_match
845,skin hyperpigmentation,C0162834,1,0,1,HP_0000953,[],umls_unique_other
846,skin hypertrophy,C0151717,0,0,0,"",[],umls_no_optimuskg_match
847,skin infection,C0037278,0,0,0,"",[],umls_no_optimuskg_match
848,skin irritation,C0152030,0,0,0,"",[],umls_no_optimuskg_match
849,skin lesion,C0037284,0,0,0,"",[],umls_no_optimuskg_match
850,skin mass,C0281981,0,0,0,"",[],umls_no_optimuskg_match
851,skin odour abnormal,C0234930,0,0,0,"",[],umls_no_optimuskg_match
852,skin papilloma,C0347390,0,0,0,"",[],umls_no_optimuskg_match
853,skin striae,C0152459,1,0,1,HP_0001065,[],umls_unique_other
854,skin ulcer,C0037299,1,0,1,HP_0200042,[],umls_unique_other
855,sleep apnoea syndrome,C0037315,1,0,1,HP_0010535,[],umls_unique_other
856,sleep disorder,C0851578,0,0,0,"",[],umls_no_optimuskg_match
857,sluggishness,C0920289,0,0,0,"",[],umls_no_optimuskg_match
858,sneezing,C0037383,0,0,0,"",[],umls_no_optimuskg_match
859,snoring,C0037384,0,0,0,"",[],umls_no_optimuskg_match
860,somnambulism,C0037672,0,0,0,"",[],umls_no_optimuskg_match
861,somnolence,C2830004,0,0,0,"",[],umls_no_optimuskg_match
862,speech disorder,C0037822,1,0,1,HP_0002167,[],umls_unique_other
863,splenomegaly,C0038002,1,0,1,HP_0001744,[],umls_unique_other
864,sputum increased,C0235567,0,0,0,"",[],umls_no_optimuskg_match
865,staphylococcal infection,C0038160,0,0,0,"",[],umls_no_optimuskg_match
866,status epilepticus,C0038220,0,0,0,"",[],umls_no_optimuskg_match
