matrix_index,drug_name,stitch_id,triage_class,supported_optimuskg_ids,supported_names,candidate_count,evidence_summary,recommended_action,requires_manual_review
368,buprenorphine,CIDm06321408,FORM_OR_SALT_AMBIGUITY,"[""CHEMBL511142"",""CHEMBL560511""]","[""BUPRENORPHINE"",""Buprenorphine""]",2,"{""fused_evidence_class"":""unresolved_ambiguous"",""name_resolution_status"":""ambiguous"",""name_selected_id"":"""",""name_candidate_ids"":[""CHEMBL511142"",""CHEMBL560511""],""structure_status"":""stitch_not_found"",""structure_match_ids"":[],""intersection_ids"":[],""candidates"":[{""optimuskg_id"":""CHEMBL511142"",""name"":""BUPRENORPHINE"",""type"":""Small molecule"",""matched_fields"":[""properties.name"",""properties.synonyms""],""inchi_key"":""RMRJXGBAOAMLHD-CTAPUXPBSA-N"",""canonical_smiles"":""CO[C@@]12CC[C@@]3(C[C@@H]1[C@](C)(O)C(C)(C)C)[C@H]1Cc4ccc(O)c5c4[C@@]3(CCN1CC1CC1)[C@H]2O5"",""source_ids"":[""buprenorphine""],""accession_numbers"":[],""evidence_sources"":[""identity_analysis"",""name_candidate""]},{""optimuskg_id"":""CHEMBL560511"",""name"":""Buprenorphine"",""type"":""Small molecule"",""matched_fields"":[""properties.name"",""properties.synonyms""],""inchi_key"":""RMRJXGBAOAMLHD-IHFGGWKQSA-N"",""canonical_smiles"":""CO[C@]12CC[C@@]3(C[C@@H]1[C@](C)(O)C(C)(C)C)[C@H]1Cc4ccc(O)c5c4[C@@]3(CCN1CC1CC1)[C@H]2O5"",""source_ids"":[""DB00921"",""3216""],""accession_numbers"":[],""evidence_sources"":[""identity_analysis"",""name_candidate""]}]}","Review salt, form, stereochemistry, isotope, or formulation differences.",true
480,itraconazole,CIDm00055283,FORM_OR_SALT_AMBIGUITY,"[""CHEMBL64391"",""DRUGBANK:DB01167""]","[""ITRACONAZOLE"",""Itraconazole""]",2,"{""fused_evidence_class"":""unresolved_ambiguous"",""name_resolution_status"":""ambiguous"",""name_selected_id"":"""",""name_candidate_ids"":[""CHEMBL64391"",""DRUGBANK:DB01167""],""structure_status"":""stitch_not_found"",""structure_match_ids"":[],""intersection_ids"":[],""candidates"":[{""optimuskg_id"":""CHEMBL64391"",""name"":""ITRACONAZOLE"",""type"":""Small molecule"",""matched_fields"":[""properties.name"",""properties.synonyms"",""properties.trade_names""],""inchi_key"":""VHVPQPYKVGDNFY-UHFFFAOYSA-N"",""canonical_smiles"":""CCC(C)n1ncn(-c2ccc(N3CCN(c4ccc(OCC5COC(Cn6cncn6)(c6ccc(Cl)cc6Cl)O5)cc4)CC3)cc2)c1=O"",""source_ids"":[""veterinary/EPAR/fungitraxx"",""itraconazole""],""accession_numbers"":[],""evidence_sources"":[""identity_analysis"",""name_candidate""]},{""optimuskg_id"":""DRUGBANK:DB01167"",""name"":""Itraconazole"",""type"":"""",""matched_fields"":[""properties.name"",""properties.synonyms""],""inchi_key"":""VHVPQPYKVGDNFY-ZPGVKDDISA-N"",""canonical_smiles"":""CCC(C)N1N=CN(C1=O)C1=CC=C(C=C1)N1CCN(CC1)C1=CC=C(OCC2COC(CN3C=NC=N3)(O2)C2=C(Cl)C=C(Cl)C=C2)C=C1"",""source_ids"":[],""accession_numbers"":[""APRD00040""],""evidence_sources"":[""identity_analysis"",""name_candidate""]}]}","Review salt, form, stereochemistry, isotope, or formulation differences.",true
481,arsenic.trioxide,CIDm00014888,FORM_OR_SALT_AMBIGUITY,"[""CHEMBL5483015"",""DRUGBANK:DB01169""]","[""ARSENIC TRIOXIDE"",""Arsenic trioxide""]",2,"{""fused_evidence_class"":""unresolved_ambiguous"",""name_resolution_status"":""ambiguous"",""name_selected_id"":"""",""name_candidate_ids"":[],""structure_status"":""stitch_found_no_optimuskg_match"",""structure_match_ids"":[],""intersection_ids"":[],""candidates"":[{""optimuskg_id"":""CHEMBL5483015"",""name"":""ARSENIC TRIOXIDE"",""type"":""Unknown"",""matched_fields"":[""properties.name""],""inchi_key"":""MOQADKPFYVWPSE-UHFFFAOYSA-N"",""canonical_smiles"":""O=[As][As+](=O)[O-]"",""source_ids"":[],""accession_numbers"":[],""evidence_sources"":[""identity_analysis""]},{""optimuskg_id"":""DRUGBANK:DB01169"",""name"":""Arsenic trioxide"",""type"":"""",""matched_fields"":[""properties.name"",""properties.synonyms""],""inchi_key"":""IKWTVSLWAPBBKU-UHFFFAOYSA-N"",""canonical_smiles"":""O=[As]O[As]=O"",""source_ids"":[],""accession_numbers"":[""APRD00171""],""evidence_sources"":[""identity_analysis""]}]}","Review salt, form, stereochemistry, isotope, or formulation differences.",true
498,nadolol,CIDm00039147,FORM_OR_SALT_AMBIGUITY,"[""CHEMBL521606"",""CHEMBL649""]","[""NADOLOL""]",2,"{""fused_evidence_class"":""unresolved_ambiguous"",""name_resolution_status"":""ambiguous"",""name_selected_id"":"""",""name_candidate_ids"":[""CHEMBL521606"",""CHEMBL649""],""structure_status"":""stitch_not_found"",""structure_match_ids"":[],""intersection_ids"":[],""candidates"":[{""optimuskg_id"":""CHEMBL521606"",""name"":""NADOLOL"",""type"":""Small molecule"",""matched_fields"":[""properties.name"",""properties.synonyms"",""properties.trade_names""],""inchi_key"":""VWPOSFSPZNDTMJ-UHFFFAOYSA-N"",""canonical_smiles"":""CC(C)(C)NCC(O)COc1cccc2c1CC(O)C(O)C2"",""source_ids"":[""nadolol""],""accession_numbers"":[],""evidence_sources"":[""identity_analysis"",""name_candidate""]},{""optimuskg_id"":""CHEMBL649"",""name"":""NADOLOL"",""type"":""Small molecule"",""matched_fields"":[""properties.name"",""properties.synonyms"",""properties.trade_names""],""inchi_key"":""VWPOSFSPZNDTMJ-UCWKZMIHSA-N"",""canonical_smiles"":""CC(C)(C)NCC(O)COc1cccc2c1C[C@H](O)[C@H](O)C2"",""source_ids"":[""DB01203""],""accession_numbers"":[],""evidence_sources"":[""identity_analysis"",""name_candidate""]}]}","Review salt, form, stereochemistry, isotope, or formulation differences.",true
535,varenicline,CIDm00170361,FORM_OR_SALT_AMBIGUITY,"[""CHEMBL1076903"",""CHEMBL5303393"",""DRUGBANK:DB01273""]","[""VARENICLINE"",""VARENICLINE TARTRATE"",""Varenicline""]",3,"{""fused_evidence_class"":""unresolved_ambiguous"",""name_resolution_status"":""ambiguous"",""name_selected_id"":"""",""name_candidate_ids"":[""CHEMBL1076903"",""DRUGBANK:DB01273""],""structure_status"":""multiple_structure_matches"",""structure_match_ids"":[""CHEMBL1076903"",""CHEMBL5303393"",""DRUGBANK:DB01273""],""intersection_ids"":[""CHEMBL1076903"",""DRUGBANK:DB01273""],""candidates"":[{""optimuskg_id"":""CHEMBL1076903"",""name"":""VARENICLINE"",""type"":""Small molecule"",""matched_fields"":[""properties.name"",""properties.synonyms""],""inchi_key"":""JQSHBVHOMNKWFT-DTORHVGOSA-N"",""canonical_smiles"":""c1cnc2cc3c(cc2n1)[C@@H]1CNC[C@H]3C1"",""source_ids"":[""84500""],""accession_numbers"":[],""evidence_sources"":[""identity_analysis"",""name_candidate"",""stitch_structure""]},{""optimuskg_id"":""CHEMBL5303393"",""name"":""VARENICLINE TARTRATE"",""type"":""Small molecule"",""matched_fields"":[],""inchi_key"":""TWYFGYXQSYOKLK-UFIFRZAQSA-N"",""canonical_smiles"":""O=C(O)C(O)C(O)C(=O)O.c1cnc2cc3c(cc2n1)[C@@H]1CNC[C@H]3C1"",""source_ids"":[""varenicline%20tartrate"",""human/EPAR/champix""],""accession_numbers"":[],""evidence_sources"":[""stitch_structure""]},{""optimuskg_id"":""DRUGBANK:DB01273"",""name"":""Varenicline"",""type"":"""",""matched_fields"":[""properties.name"",""properties.synonyms""],""inchi_key"":""JQSHBVHOMNKWFT-UHFFFAOYSA-N"",""canonical_smiles"":""C1[C@H]2CNC[C@@H]1C1=C2C=C2N=CC=NC2=C1"",""source_ids"":[],""accession_numbers"":[],""evidence_sources"":[""identity_analysis"",""name_candidate"",""stitch_structure""]}]}","Review salt, form, stereochemistry, isotope, or formulation differences.",true
549,sodium.bicarbonate,CIDm00000923,TRUE_CONFLICT,"[""CHEMBL1353"",""DRUGBANK:DB14516""]","[""SODIUM BICARBONATE"",""Sodium cation""]",2,"{""fused_evidence_class"":""conflicting_evidence"",""name_resolution_status"":""resolved"",""name_selected_id"":""CHEMBL1353"",""name_candidate_ids"":[],""structure_status"":""unique_structure_match"",""structure_match_ids"":[""DRUGBANK:DB14516""],""intersection_ids"":[],""candidates"":[{""optimuskg_id"":""CHEMBL1353"",""name"":""SODIUM BICARBONATE"",""type"":""Small molecule"",""matched_fields"":[],""inchi_key"":""UIIMBOGNXHQVGW-UHFFFAOYSA-M"",""canonical_smiles"":""O=C([O-])O.[Na+]"",""source_ids"":[""32139"",""sodium%20bicarbonate"",""DB01390""],""accession_numbers"":[],""evidence_sources"":[""selected_name_mapping""]},{""optimuskg_id"":""DRUGBANK:DB14516"",""name"":""Sodium cation"",""type"":"""",""matched_fields"":[],""inchi_key"":""FKNQFGJONOIPTF-UHFFFAOYSA-N"",""canonical_smiles"":"""",""source_ids"":[],""accession_numbers"":[],""evidence_sources"":[""stitch_structure""]}]}",Manually adjudicate discordant name and structure identities.,true
588,ingenol.mebutate,CIDm06918670,FORM_OR_SALT_AMBIGUITY,"[""CHEMBL1863513"",""DRUGBANK:DB05013""]","[""INGENOL MEBUTATE"",""Ingenol mebutate""]",2,"{""fused_evidence_class"":""unresolved_ambiguous"",""name_resolution_status"":""ambiguous"",""name_selected_id"":"""",""name_candidate_ids"":[],""structure_status"":""multiple_structure_matches"",""structure_match_ids"":[""CHEMBL1863513"",""DRUGBANK:DB05013""],""intersection_ids"":[],""candidates"":[{""optimuskg_id"":""CHEMBL1863513"",""name"":""INGENOL MEBUTATE"",""type"":""Small molecule"",""matched_fields"":[""properties.name"",""properties.synonyms""],""inchi_key"":""VDJHFHXMUKFKET-WDUFCVPESA-N"",""canonical_smiles"":""C/C=C(/C)C(=O)O[C@H]1C(C)=C[C@]23C(=O)[C@@H](C=C(CO)[C@@H](O)[C@]12O)[C@H]1[C@@H](C[C@H]3C)C1(C)C"",""source_ids"":[""human/EPAR/picato""],""accession_numbers"":[],""evidence_sources"":[""identity_analysis"",""stitch_structure""]},{""optimuskg_id"":""DRUGBANK:DB05013"",""name"":""Ingenol mebutate"",""type"":"""",""matched_fields"":[""properties.name"",""properties.synonyms""],""inchi_key"":""VDJHFHXMUKFKET-UXMMOKKRSA-N"",""canonical_smiles"":""C\\C=C(\\C)C(=O)O[C@H]1C(C)=C[C@@]23[C@H](C)C[C@@H]4[C@H]([C@H](C=C(CO)[C@@H](O)[C@]12O)C3=O)C4(C)C"",""source_ids"":[],""accession_numbers"":[],""evidence_sources"":[""identity_analysis"",""stitch_structure""]}]}","Review salt, form, stereochemistry, isotope, or formulation differences.",true
614,tolvaptan,CIDm00216237,FORM_OR_SALT_AMBIGUITY,"[""CHEMBL344159"",""DRUGBANK:DB06212""]","[""TOLVAPTAN"",""Tolvaptan""]",2,"{""fused_evidence_class"":""unresolved_ambiguous"",""name_resolution_status"":""ambiguous"",""name_selected_id"":"""",""name_candidate_ids"":[""CHEMBL344159"",""DRUGBANK:DB06212""],""structure_status"":""multiple_structure_matches"",""structure_match_ids"":[""CHEMBL344159"",""DRUGBANK:DB06212""],""intersection_ids"":[""CHEMBL344159"",""DRUGBANK:DB06212""],""candidates"":[{""optimuskg_id"":""CHEMBL344159"",""name"":""TOLVAPTAN"",""type"":""Small molecule"",""matched_fields"":[""properties.name"",""properties.synonyms""],""inchi_key"":""GYHCTFXIZSNGJT-UHFFFAOYSA-N"",""canonical_smiles"":""Cc1ccccc1C(=O)Nc1ccc(C(=O)N2CCCC(O)c3cc(Cl)ccc32)c(C)c1"",""source_ids"":[""human/EPAR/jinarc"",""tolvaptan""],""accession_numbers"":[],""evidence_sources"":[""identity_analysis"",""name_candidate"",""stitch_structure""]},{""optimuskg_id"":""DRUGBANK:DB06212"",""name"":""Tolvaptan"",""type"":"""",""matched_fields"":[""properties.name""],""inchi_key"":""GYHCTFXIZSNGJT-XMMPIXPASA-N"",""canonical_smiles"":""CC1=C(C=CC=C1)C(=O)NC1=CC(C)=C(C=C1)C(=O)N1CCCC(O)C2=CC(Cl)=CC=C12"",""source_ids"":[],""accession_numbers"":[],""evidence_sources"":[""identity_analysis"",""name_candidate"",""stitch_structure""]}]}","Review salt, form, stereochemistry, isotope, or formulation differences.",true
664,histrelin,CIDm25077993,FORM_OR_SALT_AMBIGUITY,"[""CHEMBL1200509"",""CHEMBL1201255"",""DRUGBANK:DB06788""]","[""HISTRELIN"",""HISTRELIN ACETATE"",""Histrelin""]",3,"{""fused_evidence_class"":""unresolved_ambiguous"",""name_resolution_status"":""ambiguous"",""name_selected_id"":"""",""name_candidate_ids"":[""CHEMBL1201255"",""DRUGBANK:DB06788""],""structure_status"":""multiple_structure_matches"",""structure_match_ids"":[""CHEMBL1200509"",""CHEMBL1201255"",""DRUGBANK:DB06788""],""intersection_ids"":[""CHEMBL1201255"",""DRUGBANK:DB06788""],""candidates"":[{""optimuskg_id"":""CHEMBL1200509"",""name"":""HISTRELIN ACETATE"",""type"":""Protein"",""matched_fields"":[],""inchi_key"":""OWAUGAMNPZHEOJ-YKZVIGSYSA-N"",""canonical_smiles"":""CC(=O)O.CCNC(=O)[C@@H]1CCCN1C(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](Cc1cn(Cc2ccccc2)cn1)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CO)NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](Cc1cnc[nH]1)NC(=O)[C@@H]1CCC(=O)N1"",""source_ids"":[""histrelin%20acetate""],""accession_numbers"":[],""evidence_sources"":[""stitch_structure""]},{""optimuskg_id"":""CHEMBL1201255"",""name"":""HISTRELIN"",""type"":""Protein"",""matched_fields"":[""properties.name"",""properties.synonyms""],""inchi_key"":""HHXHVIJIIXKSOE-QILQGKCVSA-N"",""canonical_smiles"":""CCNC(=O)[C@@H]1CCCN1C(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](Cc1cn(Cc2ccccc2)cn1)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CO)NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](Cc1cnc[nH]1)NC(=O)[C@@H]1CCC(=O)N1"",""source_ids"":[""5739""],""accession_numbers"":[],""evidence_sources"":[""identity_analysis"",""name_candidate"",""stitch_structure""]},{""optimuskg_id"":""DRUGBANK:DB06788"",""name"":""Histrelin"",""type"":"""",""matched_fields"":[""properties.name"",""properties.synonyms""],""inchi_key"":""BKEMVGVBBDMHKL-VYFXDUNUSA-N"",""canonical_smiles"":""CCNC(=O)[C@@H]1CCCN1C(=O)[C@H](CCCNC(N)=N)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](CC1=CN(CC2=CC=CC=C2)C=N1)NC(=O)[C@H](CC1=CC=C(O)C=C1)NC(=O)[C@H](CO)NC(=O)[C@H](CC1=CNC2=C1C=CC=C2)NC(=O)[C@H](CC1=CNC=N1)NC(=O)[C@@H]1CCC(=O)N1"",""source_ids"":[],""accession_numbers"":[],""evidence_sources"":[""identity_analysis"",""name_candidate"",""stitch_structure""]}]}","Review salt, form, stereochemistry, isotope, or formulation differences.",true
665,lanreotide,CIDm00071348,FORM_OR_SALT_AMBIGUITY,"[""CHEMBL1201184"",""CHEMBL1201185"",""DRUGBANK:DB06791""]","[""LANREOTIDE"",""LANREOTIDE ACETATE"",""Lanreotide""]",3,"{""fused_evidence_class"":""unresolved_ambiguous"",""name_resolution_status"":""ambiguous"",""name_selected_id"":"""",""name_candidate_ids"":[""CHEMBL1201185"",""DRUGBANK:DB06791""],""structure_status"":""multiple_structure_matches"",""structure_match_ids"":[""CHEMBL1201184"",""CHEMBL1201185"",""DRUGBANK:DB06791""],""intersection_ids"":[""CHEMBL1201185"",""DRUGBANK:DB06791""],""candidates"":[{""optimuskg_id"":""CHEMBL1201184"",""name"":""LANREOTIDE ACETATE"",""type"":""Protein"",""matched_fields"":[],""inchi_key"":""DEXPIBGCLCPUHE-UISHROKMSA-N"",""canonical_smiles"":""CC(=O)O.CC(C)[C@@H]1NC(=O)[C@H](CCCCN)NC(=O)[C@@H](Cc2c[nH]c3ccccc23)NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@@H](NC(=O)[C@H](N)Cc2ccc3ccccc3c2)CSSC[C@@H](C(=O)N[C@H](C(N)=O)[C@@H](C)O)NC1=O"",""source_ids"":[""lanreotide%20acetate""],""accession_numbers"":[],""evidence_sources"":[""stitch_structure""]},{""optimuskg_id"":""CHEMBL1201185"",""name"":""LANREOTIDE"",""type"":""Protein"",""matched_fields"":[""properties.name"",""properties.synonyms""],""inchi_key"":""PUDHBTGHUJUUFI-SCTWWAJVSA-N"",""canonical_smiles"":""CC(C)[C@@H]1NC(=O)[C@H](CCCCN)NC(=O)[C@@H](Cc2c[nH]c3ccccc23)NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@@H](NC(=O)[C@H](N)Cc2ccc3ccccc3c2)CSSC[C@@H](C(=O)N[C@H](C(N)=O)[C@@H](C)O)NC1=O"",""source_ids"":[],""accession_numbers"":[],""evidence_sources"":[""identity_analysis"",""name_candidate"",""stitch_structure""]},{""optimuskg_id"":""DRUGBANK:DB06791"",""name"":""Lanreotide"",""type"":"""",""matched_fields"":[""properties.name"",""properties.synonyms""],""inchi_key"":""PUDHBTGHUJUUFI-UHFFFAOYSA-N"",""canonical_smiles"":""CC(C)[C@@H]1NC(=O)[C@H](CCCCN)NC(=O)[C@@H](CC2=CNC3=C2C=CC=C3)NC(=O)[C@H](CC2=CC=C(O)C=C2)NC(=O)[C@H](CSSC[C@H](NC1=O)C(=O)N[C@@H]([C@@H](C)O)C(N)=O)NC(=O)[C@@H](N)CC1=CC=C2C=CC=CC2=C1"",""source_ids"":[],""accession_numbers"":[],""evidence_sources"":[""identity_analysis"",""name_candidate"",""stitch_structure""]}]}","Review salt, form, stereochemistry, isotope, or formulation differences.",true
708,radium.(223Ra).dichloride,CIDm06328144,FORM_OR_SALT_AMBIGUITY,"[""CHEMBL2107816"",""CHEMBL4297420"",""CHEMBL4300465""]","[""RADIUM"",""RADIUM RA 223 DICHLORIDE"",""RADIUM RA-223""]",3,"{""fused_evidence_class"":""conflicting_evidence"",""name_resolution_status"":""resolved"",""name_selected_id"":""CHEMBL2107816"",""name_candidate_ids"":[],""structure_status"":""multiple_structure_matches"",""structure_match_ids"":[""CHEMBL4297420"",""CHEMBL4300465""],""intersection_ids"":[],""candidates"":[{""optimuskg_id"":""CHEMBL2107816"",""name"":""RADIUM RA 223 DICHLORIDE"",""type"":""Small molecule"",""matched_fields"":[],""inchi_key"":""RWRDJVNMSZYMDV-SIUYXFDKSA-L"",""canonical_smiles"":""Cl[223Ra]Cl"",""source_ids"":[""radium%20ra-223%20dichloride"",""74895"",""human/EPAR/xofigo"",""DB08913""],""accession_numbers"":[],""evidence_sources"":[""selected_name_mapping""]},{""optimuskg_id"":""CHEMBL4297420"",""name"":""RADIUM RA-223"",""type"":""Small molecule"",""matched_fields"":[],""inchi_key"":""HCWPIIXVSYCSAN-OIOBTWANSA-N"",""canonical_smiles"":""[223Ra]"",""source_ids"":[],""accession_numbers"":[],""evidence_sources"":[""stitch_structure""]},{""optimuskg_id"":""CHEMBL4300465"",""name"":""RADIUM"",""type"":""Small molecule"",""matched_fields"":[],""inchi_key"":""HCWPIIXVSYCSAN-UHFFFAOYSA-N"",""canonical_smiles"":""[Ra]"",""source_ids"":[],""accession_numbers"":[],""evidence_sources"":[""stitch_structure""]}]}",Review parent/form relationship; do not collapse chemical forms.,true
735,technetium.(99mTc).tetrofosmin,CIDm00004274,NO_OPTIMUSKG_NODE,[],[],0,"{""fused_evidence_class"":""unresolved_unmatched"",""name_resolution_status"":""unmatched"",""name_selected_id"":"""",""name_candidate_ids"":[],""structure_status"":""stitch_found_no_optimuskg_match"",""structure_match_ids"":[],""intersection_ids"":[],""candidates"":[]}",Keep unmapped and perform later curated/manual ontology review.,true
739,sodium.phosphate,CIDm00001003,TRUE_CONFLICT,"[""CHEMBL1060"",""CHEMBL1187"",""DRUGBANK:DB14523""]","[""PHOSPHORIC ACID"",""Phosphate ion"",""SODIUM PHOSPHATE""]",3,"{""fused_evidence_class"":""conflicting_evidence"",""name_resolution_status"":""resolved"",""name_selected_id"":""CHEMBL1060"",""name_candidate_ids"":[],""structure_status"":""multiple_structure_matches"",""structure_match_ids"":[""CHEMBL1187"",""DRUGBANK:DB14523""],""intersection_ids"":[],""candidates"":[{""optimuskg_id"":""CHEMBL1060"",""name"":""SODIUM PHOSPHATE"",""type"":""Small molecule"",""matched_fields"":[],""inchi_key"":""BNIILDVGGAEEIG-UHFFFAOYSA-L"",""canonical_smiles"":""O=P([O-])([O-])O.[Na+].[Na+]"",""source_ids"":[""34683"",""sodium%20phosphate"",""sodium%20phosphate,%20dibasic,%20anhydrous"",""DB14502""],""accession_numbers"":[],""evidence_sources"":[""selected_name_mapping""]},{""optimuskg_id"":""CHEMBL1187"",""name"":""PHOSPHORIC ACID"",""type"":""Small molecule"",""matched_fields"":[],""inchi_key"":""NBIIXXVUZAFLBC-UHFFFAOYSA-N"",""canonical_smiles"":""O=P(O)(O)O"",""source_ids"":[""DB09394"",""26078""],""accession_numbers"":[],""evidence_sources"":[""stitch_structure""]},{""optimuskg_id"":""DRUGBANK:DB14523"",""name"":""Phosphate ion"",""type"":"""",""matched_fields"":[],""inchi_key"":""NBIIXXVUZAFLBC-UHFFFAOYSA-K"",""canonical_smiles"":"""",""source_ids"":[],""accession_numbers"":[],""evidence_sources"":[""stitch_structure""]}]}",Manually adjudicate discordant name and structure identities.,true
740,iotrolan,CIDm00003738,NO_OPTIMUSKG_NODE,[],[],0,"{""fused_evidence_class"":""unresolved_unmatched"",""name_resolution_status"":""unmatched"",""name_selected_id"":"""",""name_candidate_ids"":[],""structure_status"":""stitch_found_no_optimuskg_match"",""structure_match_ids"":[],""intersection_ids"":[],""candidates"":[]}",Keep unmapped and perform later curated/manual ontology review.,true
749,mifamurtide,CIDm11672602,FORM_OR_SALT_AMBIGUITY,"[""CHEMBL2107354"",""DRUGBANK:DB13615""]","[""MIFAMURTIDE"",""Mifamurtide""]",2,"{""fused_evidence_class"":""unresolved_ambiguous"",""name_resolution_status"":""ambiguous"",""name_selected_id"":"""",""name_candidate_ids"":[""CHEMBL2107354"",""DRUGBANK:DB13615""],""structure_status"":""stitch_not_found"",""structure_match_ids"":[],""intersection_ids"":[],""candidates"":[{""optimuskg_id"":""CHEMBL2107354"",""name"":""MIFAMURTIDE"",""type"":""Small molecule"",""matched_fields"":[""properties.name"",""properties.synonyms""],""inchi_key"":""SARBMGXGWXCXFW-GJHVZSAVSA-M"",""canonical_smiles"":""CCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCCNC(=O)[C@H](C)NC(=O)CC[C@@H](NC(=O)[C@H](C)NC(=O)[C@@H](C)O[C@H]1[C@H](O)[C@@H](CO)OC(O)[C@@H]1NC(C)=O)C(N)=O)OC(=O)CCCCCCCCCCCCCCC.O.[Na+]"",""source_ids"":[""human/EPAR/mepact""],""accession_numbers"":[],""evidence_sources"":[""identity_analysis"",""name_candidate""]},{""optimuskg_id"":""DRUGBANK:DB13615"",""name"":""Mifamurtide"",""type"":"""",""matched_fields"":[""properties.name"",""properties.synonyms""],""inchi_key"":""NGIYLSFJGRLEMI-MHTUOZSYSA-M"",""canonical_smiles"":"""",""source_ids"":[],""accession_numbers"":[],""evidence_sources"":[""identity_analysis"",""name_candidate""]}]}","Review salt, form, stereochemistry, isotope, or formulation differences.",true
750,fluticasone,CIDm05311101,FORM_OR_SALT_AMBIGUITY,"[""CHEMBL1201396"",""CHEMBL1473"",""RXNORM:41126""]","[""FLUTICASONE"",""FLUTICASONE PROPIONATE"",""fluticasone""]",3,"{""fused_evidence_class"":""unresolved_ambiguous"",""name_resolution_status"":""ambiguous"",""name_selected_id"":"""",""name_candidate_ids"":[""CHEMBL1201396"",""CHEMBL1473"",""RXNORM:41126""],""structure_status"":""stitch_not_found"",""structure_match_ids"":[],""intersection_ids"":[],""candidates"":[{""optimuskg_id"":""CHEMBL1201396"",""name"":""FLUTICASONE"",""type"":""Small molecule"",""matched_fields"":[""properties.name"",""properties.synonyms""],""inchi_key"":""MGNNYOODZCAHBA-GQKYHHCASA-N"",""canonical_smiles"":""C[C@@H]1C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)SCF"",""source_ids"":[""5134"",""DB13867""],""accession_numbers"":[],""evidence_sources"":[""identity_analysis"",""name_candidate""]},{""optimuskg_id"":""CHEMBL1473"",""name"":""FLUTICASONE PROPIONATE"",""type"":""Small molecule"",""matched_fields"":[""properties.synonyms""],""inchi_key"":""WMWTYOKRWGGJOA-CENSZEJFSA-N"",""canonical_smiles"":""CCC(=O)O[C@]1(C(=O)SCF)[C@H](C)C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C"",""source_ids"":[""DB00588"",""31441"",""fluticasone%20propionate""],""accession_numbers"":[],""evidence_sources"":[""identity_analysis"",""name_candidate""]},{""optimuskg_id"":""RXNORM:41126"",""name"":""fluticasone"",""type"":""Ingredient"",""matched_fields"":[""properties.name""],""inchi_key"":"""",""canonical_smiles"":"""",""source_ids"":[],""accession_numbers"":[],""evidence_sources"":[""identity_analysis"",""name_candidate""]}]}","Review salt, form, stereochemistry, isotope, or formulation differences.",true
