matrix_index,drug_name,stitch_id,stitch_found,distinct_stitch_inchikey_count,optimuskg_structure_match_count,optimuskg_structure_match_ids,structure_status
307,clopidogrel,CIDm00060606,false,0,0,[],stitch_not_found
308,meropenem,CIDm00060706,true,50,1,"[""CHEMBL127""]",unique_structure_match
309,irinotecan,CIDm00060837,false,0,0,[],stitch_not_found
310,olopatadine,CIDm05281071,false,0,0,[],stitch_not_found
311,alprostadil,CIDm06433212,false,0,0,[],stitch_not_found
312,etoposide,CIDm00036462,false,0,0,[],stitch_not_found
313,tirofiban,CIDm00060946,false,0,0,[],stitch_not_found
314,oxcarbazepine,CIDm00034312,true,10,1,"[""CHEMBL1068""]",unique_structure_match
315,estradiol,CIDm00005757,false,0,0,[],stitch_not_found
316,aciclovir,CIDm00002022,true,34,2,"[""CHEMBL1200380"",""CHEMBL184""]",multiple_structure_matches
317,naproxen,CIDm00156391,false,0,0,[],stitch_not_found
318,perindopril,CIDm00107807,false,0,0,[],stitch_not_found
319,sulfasalazine,CIDm05359476,false,0,0,[],stitch_not_found
320,tazarotene,CIDm00005381,true,5,1,"[""CHEMBL1657""]",unique_structure_match
321,alfentanil,CIDm00051263,true,19,2,"[""CHEMBL1200531"",""CHEMBL634""]",multiple_structure_matches
322,dicycloverine,CIDm00003042,true,16,2,"[""CHEMBL1123"",""CHEMBL1200479""]",multiple_structure_matches
323,pentoxifylline,CIDm00004740,true,44,1,"[""CHEMBL628""]",unique_structure_match
324,indapamide,CIDm00003702,true,11,1,"[""CHEMBL406""]",unique_structure_match
325,ribavirin,CIDm00037542,false,0,0,[],stitch_not_found
326,fentanyl,CIDm00003345,true,60,3,"[""CHEMBL1201159"",""CHEMBL596"",""CHEMBL688""]",multiple_structure_matches
327,meloxicam,CIDm00004051,true,45,1,"[""CHEMBL599""]",unique_structure_match
328,orciprenaline,CIDm00004086,true,19,2,"[""CHEMBL1568057"",""CHEMBL776""]",multiple_structure_matches
329,tadalafil,CIDm00110635,true,307,1,"[""CHEMBL779""]",unique_structure_match
330,fosfomycin,CIDm00073491,false,0,0,[],stitch_not_found
331,diazepam,CIDm00003016,true,15,1,"[""CHEMBL12""]",unique_structure_match
332,cefaclor,CIDm00051038,false,0,0,[],stitch_not_found
333,mifepristone,CIDm00055245,false,0,0,[],stitch_not_found
334,donepezil,CIDm00003152,true,248,3,"[""CHEMBL107316"",""CHEMBL1678"",""CHEMBL502""]",multiple_structure_matches
335,mercaptamine,CIDm00006058,true,7,1,"[""CHEMBL602""]",unique_structure_match
336,dacarbazine,CIDm05353562,false,0,0,[],stitch_not_found
337,temozolomide,CIDm00005394,true,15,1,"[""CHEMBL810""]",unique_structure_match
338,aminolevulinic.acid,CIDm00000137,true,60,2,"[""CHEMBL1200582"",""CHEMBL601""]",multiple_structure_matches
339,terbinafine,CIDm01549007,false,0,0,[],stitch_not_found
340,penicillamine,CIDm00005852,false,0,0,[],stitch_not_found
341,vardenafil,CIDm00110634,true,36,2,"[""CHEMBL1339"",""CHEMBL1520""]",multiple_structure_matches
342,tacrolimus,CIDm00445643,false,0,0,[],stitch_not_found
343,terbutaline,CIDm00005403,true,34,2,"[""CHEMBL1315867"",""CHEMBL1760""]",multiple_structure_matches
344,conivaptan,CIDm00151171,true,22,2,"[""CHEMBL1201108"",""CHEMBL1755""]",multiple_structure_matches
345,eprosartan,CIDm05281037,false,0,0,[],stitch_not_found
346,sirolimus,CIDm05284616,false,0,0,[],stitch_not_found
347,emtricitabine,CIDm00060877,true,29,3,"[""CHEMBL161381"",""CHEMBL885"",""DRUGBANK:DB12753""]",multiple_structure_matches
348,quinapril,CIDm00054891,false,0,0,[],stitch_not_found
349,clomifene,CIDm01548954,false,0,0,[],stitch_not_found
350,risedronic.acid,CIDm00005245,true,49,2,"[""CHEMBL1654"",""CHEMBL923""]",multiple_structure_matches
351,bumetanide,CIDm00002471,true,55,1,"[""CHEMBL1072""]",unique_structure_match
352,chlormethine,CIDm00004033,true,21,2,"[""CHEMBL1201001"",""CHEMBL427""]",multiple_structure_matches
353,granisetron,CIDm05284566,false,0,0,[],stitch_not_found
354,triazolam,CIDm00005556,true,10,1,"[""CHEMBL646""]",unique_structure_match
355,remifentanil,CIDm00060814,true,11,2,"[""CHEMBL1005"",""CHEMBL1201120""]",multiple_structure_matches
356,didanosine,CIDm00050599,false,0,0,[],stitch_not_found
357,ondansetron,CIDm00004595,true,105,2,"[""CHEMBL3186492"",""CHEMBL46""]",multiple_structure_matches
358,bimatoprost,CIDm05311027,false,0,0,[],stitch_not_found
359,tiagabine,CIDm00060648,false,0,0,[],stitch_not_found
360,quinidine,CIDm00005768,false,0,0,[],stitch_not_found
361,zonisamide,CIDm00005734,true,13,1,"[""CHEMBL750""]",unique_structure_match
362,paricalcitol,CIDm05281104,false,0,0,[],stitch_not_found
363,tinidazole,CIDm00005479,true,3,1,"[""CHEMBL1220""]",unique_structure_match
364,repaglinide,CIDm00065981,false,0,0,[],stitch_not_found
365,amantadine,CIDm00002130,true,35,2,"[""CHEMBL1569"",""CHEMBL660""]",multiple_structure_matches
366,metronidazole,CIDm00004173,true,38,2,"[""CHEMBL1200869"",""CHEMBL137""]",multiple_structure_matches
367,almotriptan,CIDm00123606,true,16,1,"[""CHEMBL1505""]",unique_structure_match
368,buprenorphine,CIDm06321408,false,0,0,[],stitch_not_found
369,levosimendan,CIDm03033825,false,0,0,[],stitch_not_found
370,cyclobenzaprine,CIDm00002895,true,16,2,"[""CHEMBL1200636"",""CHEMBL669""]",multiple_structure_matches
371,famotidine,CIDm05702160,false,0,0,[],stitch_not_found
372,azacitidine,CIDm00009444,false,0,0,[],stitch_not_found
373,misoprostol,CIDm05282381,false,0,0,[],stitch_not_found
374,colesevelam,CIDm00160051,true,3,0,[],stitch_found_no_optimuskg_match
375,tipranavir,CIDm00163296,true,30,2,"[""CHEMBL222559"",""CHEMBL445699""]",multiple_structure_matches
376,maprotiline,CIDm00004011,true,15,2,"[""CHEMBL1237135"",""CHEMBL21731""]",multiple_structure_matches
377,salmeterol,CIDm00005152,true,263,1,"[""CHEMBL1263""]",unique_structure_match
378,fulvestrant,CIDm00104741,true,41,1,"[""CHEMBL1358""]",unique_structure_match
379,felbamate,CIDm00003331,true,20,1,"[""CHEMBL1094""]",unique_structure_match
380,fexofenadine,CIDm00003348,true,38,2,"[""CHEMBL1200618"",""CHEMBL914""]",multiple_structure_matches
381,naratriptan,CIDm00004440,true,21,2,"[""CHEMBL1200601"",""CHEMBL1278""]",multiple_structure_matches
382,rizatriptan,CIDm00005078,true,20,1,"[""CHEMBL905""]",unique_structure_match
383,hydrocodone,CIDm05284569,false,0,0,[],stitch_not_found
384,carboplatin,CIDm00038904,false,0,0,[],stitch_not_found
385,pindolol,CIDm00004828,true,17,1,"[""CHEMBL500""]",unique_structure_match
386,zaleplon,CIDm00005719,true,12,1,"[""CHEMBL1521""]",unique_structure_match
387,apraclonidine,CIDm00002216,true,5,2,"[""CHEMBL1200379"",""CHEMBL647""]",multiple_structure_matches
388,telmisartan,CIDm00065999,true,35,1,"[""CHEMBL1017""]",unique_structure_match
389,desloratadine,CIDm00124087,true,31,1,"[""CHEMBL1172""]",unique_structure_match
390,alosetron,CIDm00002099,true,46,2,"[""CHEMBL1110"",""CHEMBL1200885""]",multiple_structure_matches
391,azelastine,CIDm00002267,true,56,2,"[""CHEMBL1200809"",""CHEMBL639""]",multiple_structure_matches
392,ezetimibe,CIDm00150311,true,34,1,"[""CHEMBL1138""]",unique_structure_match
393,dipyridamole,CIDm00003108,true,8,1,"[""CHEMBL932""]",unique_structure_match
394,telithromycin,CIDm03002190,false,0,0,[],stitch_not_found
395,lomefloxacin,CIDm00003948,true,20,2,"[""CHEMBL1728"",""CHEMBL561""]",multiple_structure_matches
396,ramelteon,CIDm00208902,true,16,1,"[""CHEMBL1218""]",unique_structure_match
397,isotretinoin,CIDm05282379,false,0,0,[],stitch_not_found
398,formoterol,CIDm03083544,false,0,0,[],stitch_not_found
399,glycopyrronium.bromide,CIDm00003494,true,63,3,"[""CHEMBL1201027"",""CHEMBL1201335"",""CHEMBL3707243""]",multiple_structure_matches
400,cytarabine,CIDm00006252,false,0,0,[],stitch_not_found
401,rivastigmine,CIDm00077990,false,0,0,[],stitch_not_found
402,exemestane,CIDm00060198,true,19,1,"[""CHEMBL1200374""]",unique_structure_match
403,methyl.aminolevulinate,CIDm00157921,true,7,2,"[""CHEMBL1096562"",""CHEMBL1201093""]",multiple_structure_matches
404,azathioprine,CIDm00002265,true,11,2,"[""CHEMBL1200400"",""CHEMBL1542""]",multiple_structure_matches
405,auranofin,CIDm06918453,false,0,0,[],stitch_not_found
406,gabapentin,CIDm00003446,true,52,1,"[""CHEMBL940""]",unique_structure_match
407,doxorubicin,CIDm00031703,false,0,0,[],stitch_not_found
408,frovatriptan,CIDm00077992,true,23,2,"[""CHEMBL1279"",""CHEMBL2138684""]",multiple_structure_matches
409,hydrochlorothiazide,CIDm00003639,true,17,1,"[""CHEMBL435""]",unique_structure_match
410,salbutamol,CIDm00002083,true,71,4,"[""CHEMBL1002"",""CHEMBL1201061"",""CHEMBL1441059"",""CHEMBL714""]",multiple_structure_matches
411,levobupivacaine,CIDm00092253,false,0,0,[],stitch_not_found
412,cromoglicic.acid,CIDm00002881,true,18,2,"[""CHEMBL428880"",""CHEMBL74""]",multiple_structure_matches
413,ganciclovir,CIDm00003454,true,20,2,"[""CHEMBL1200850"",""CHEMBL182""]",multiple_structure_matches
414,hydroxycarbamide,CIDm00003657,true,7,1,"[""CHEMBL467""]",unique_structure_match
415,letrozole,CIDm00003902,true,8,1,"[""CHEMBL1444""]",unique_structure_match
416,busulfan,CIDm00002478,true,5,1,"[""CHEMBL820""]",unique_structure_match
417,metyrapone,CIDm00004174,true,9,1,"[""CHEMBL934""]",unique_structure_match
418,cinacalcet,CIDm00156418,true,167,2,"[""CHEMBL1200776"",""CHEMBL1201284""]",multiple_structure_matches
419,balsalazide,CIDm05362070,false,0,0,[],stitch_not_found
420,sulfamethoxazole.and.trimethoprim,CIDm00358641,true,2,1,"[""CHEMBL58061""]",unique_structure_match
421,minocycline,CIDm26275995,true,98,0,[],stitch_found_no_optimuskg_match
422,guanfacine,CIDm00003519,true,10,2,"[""CHEMBL1200494"",""CHEMBL862""]",multiple_structure_matches
423,isosorbide.mononitrate,CIDm00027661,true,22,1,"[""CHEMBL1311""]",unique_structure_match
424,mycophenolic.acid,CIDm00446541,false,0,0,[],stitch_not_found
425,amlexanox,CIDm00002161,true,7,1,"[""CHEMBL1096""]",unique_structure_match
426,irbesartan,CIDm00003749,true,31,1,"[""CHEMBL1513""]",unique_structure_match
427,topotecan,CIDm00060699,false,0,0,[],stitch_not_found
428,tolterodine,CIDm00060774,false,0,0,[],stitch_not_found
429,selegiline,CIDm00026757,false,0,0,[],stitch_not_found
430,fenofibrate,CIDm00003339,true,37,1,"[""CHEMBL672""]",unique_structure_match
431,thalidomide,CIDm00005426,true,70,1,"[""CHEMBL468""]",unique_structure_match
432,melphalan,CIDm00460612,false,0,0,[],stitch_not_found
433,memantine,CIDm00004054,true,53,2,"[""CHEMBL1699"",""CHEMBL807""]",multiple_structure_matches
434,gatifloxacin,CIDm00005379,true,28,1,"[""CHEMBL31""]",unique_structure_match
435,lubiprostone,CIDm00157920,true,13,1,"[""CHEMBL1201134""]",unique_structure_match
436,fluocinonide,CIDm00009642,false,0,0,[],stitch_not_found
437,abacavir,CIDm00065139,false,0,0,[],stitch_not_found
438,ibuprofen,CIDm00003672,true,133,3,"[""CHEMBL175"",""CHEMBL3989408"",""CHEMBL521""]",multiple_structure_matches
439,norfloxacin,CIDm00004539,true,17,1,"[""CHEMBL9""]",unique_structure_match
440,amoxicillin,CIDm00033613,false,0,0,[],stitch_not_found
441,oxybutynin,CIDm00004634,true,191,2,"[""CHEMBL1133"",""CHEMBL1231""]",multiple_structure_matches
442,glipizide,CIDm00003478,true,21,1,"[""CHEMBL1073""]",unique_structure_match
443,clonazepam,CIDm00002802,true,8,1,"[""CHEMBL452""]",unique_structure_match
444,atazanavir,CIDm00148192,true,65,2,"[""CHEMBL1163"",""CHEMBL1200678""]",multiple_structure_matches
445,fludarabine,CIDm00657237,false,0,0,[],stitch_not_found
446,atorvastatin,CIDm00060822,false,0,0,[],stitch_not_found
447,tegaserod,CIDm05487301,true,6,0,[],stitch_found_no_optimuskg_match
448,vigabatrin,CIDm00005665,true,13,1,"[""CHEMBL89598""]",unique_structure_match
449,streptomycin,CIDm06419957,false,0,0,[],stitch_not_found
450,orlistat,CIDm03034010,false,0,0,[],stitch_not_found
451,pilocarpine,CIDm00005909,false,0,0,[],stitch_not_found
452,iloprost,CIDm06435378,false,0,0,[],stitch_not_found
453,fluvastatin,CIDm00446155,false,0,0,[],stitch_not_found
454,leflunomide,CIDm00003899,true,4,1,"[""CHEMBL960""]",unique_structure_match
455,rosuvastatin,CIDm00446157,false,0,0,[],stitch_not_found
456,pimozide,CIDm00016362,true,6,1,"[""CHEMBL1423""]",unique_structure_match
457,capecitabine,CIDm00060953,true,27,1,"[""CHEMBL1773""]",unique_structure_match
458,sertraline,CIDm00063009,false,0,0,[],stitch_not_found
459,heparin,CIDm00000772,true,2,0,[],stitch_found_no_optimuskg_match
460,miconazole,CIDm00004189,true,29,2,"[""CHEMBL1559"",""CHEMBL91""]",multiple_structure_matches
461,nifedipine,CIDm00004485,true,21,1,"[""CHEMBL193""]",unique_structure_match
462,atovaquone,CIDm00074989,true,9,0,[],stitch_found_no_optimuskg_match
463,amiodarone,CIDm00002156,true,12,2,"[""CHEMBL1083993"",""CHEMBL633""]",multiple_structure_matches
464,gliclazide,CIDm00003475,true,20,1,"[""CHEMBL427216""]",unique_structure_match
465,bicalutamide,CIDm00002375,true,23,2,"[""CHEMBL409"",""CHEMBL63560""]",multiple_structure_matches
466,rabeprazole,CIDm00005029,true,109,3,"[""CHEMBL1200930"",""CHEMBL1219"",""CHEMBL1615209""]",multiple_structure_matches
467,pioglitazone,CIDm00004829,true,52,2,"[""CHEMBL1715"",""CHEMBL595""]",multiple_structure_matches
468,carvedilol,CIDm00002585,true,65,2,"[""CHEMBL1201167"",""CHEMBL723""]",multiple_structure_matches
469,levofloxacin,CIDm00149096,false,0,0,[],stitch_not_found
470,micafungin,CIDm06602291,false,0,0,[],stitch_not_found
471,doxepin,CIDm00003158,true,31,3,"[""CHEMBL101740"",""CHEMBL1628227"",""CHEMBL1628234""]",multiple_structure_matches
472,nefazodone,CIDm00004449,true,17,2,"[""CHEMBL1200492"",""CHEMBL623""]",multiple_structure_matches
473,cefprozil,CIDm05281006,false,0,0,[],stitch_not_found
474,gemifloxacin,CIDm09571107,false,0,0,[],stitch_not_found
475,bupropion,CIDm00000444,true,57,3,"[""CHEMBL1201735"",""CHEMBL1698"",""CHEMBL894""]",multiple_structure_matches
476,trimetrexate,CIDm00005582,true,73,1,"[""CHEMBL119""]",unique_structure_match
477,terazosin,CIDm00005401,true,98,2,"[""CHEMBL3989562"",""CHEMBL611""]",multiple_structure_matches
478,ofloxacin,CIDm00004583,true,38,4,"[""CHEMBL33"",""CHEMBL4"",""CHEMBL420937"",""CHEMBL5315124""]",multiple_structure_matches
479,cilostazol,CIDm00002754,true,20,1,"[""CHEMBL799""]",unique_structure_match
480,itraconazole,CIDm00055283,false,0,0,[],stitch_not_found
481,arsenic.trioxide,CIDm00014888,true,2,0,[],stitch_found_no_optimuskg_match
482,escitalopram,CIDm00146570,false,0,0,[],stitch_not_found
483,idarubicin,CIDm00042890,false,0,0,[],stitch_not_found
484,podophyllotoxin,CIDm00010607,false,0,0,[],stitch_not_found
485,rescinnamine,CIDm05280954,false,0,0,[],stitch_not_found
486,ifosfamide,CIDm00003690,true,17,1,"[""CHEMBL1024""]",unique_structure_match
487,propafenone,CIDm00004932,true,17,3,"[""CHEMBL1201063"",""CHEMBL1322675"",""CHEMBL631""]",multiple_structure_matches
488,pergolide,CIDm00047811,false,0,0,[],stitch_not_found
489,ciclopirox,CIDm00002749,true,18,1,"[""CHEMBL1413""]",unique_structure_match
490,desflurane,CIDm00042113,true,4,1,"[""CHEMBL1200733""]",unique_structure_match
491,clindamycin,CIDm00029029,false,0,0,[],stitch_not_found
492,acebutolol,CIDm00001978,true,17,2,"[""CHEMBL1200813"",""CHEMBL642""]",multiple_structure_matches
493,brinzolamide,CIDm00068844,true,72,1,"[""CHEMBL220491""]",unique_structure_match
494,flecainide,CIDm00003355,true,15,2,"[""CHEMBL1200822"",""CHEMBL652""]",multiple_structure_matches
495,estramustine,CIDm00259331,false,0,0,[],stitch_not_found
496,bromocriptine,CIDm00031100,false,0,0,[],stitch_not_found
497,levetiracetam,CIDm05284583,false,0,0,[],stitch_not_found
498,nadolol,CIDm00039147,false,0,0,[],stitch_not_found
499,mitoxantrone,CIDm00004212,true,16,2,"[""CHEMBL1417019"",""CHEMBL58""]",multiple_structure_matches
500,sparfloxacin,CIDm00060464,false,0,0,[],stitch_not_found
501,clarithromycin,CIDm00084029,false,0,0,[],stitch_not_found
502,ceftriaxone,CIDm05479530,false,0,0,[],stitch_not_found
503,estazolam,CIDm00003261,true,5,1,"[""CHEMBL285674""]",unique_structure_match
504,finasteride,CIDm00057363,false,0,0,[],stitch_not_found
505,anastrozole,CIDm00002187,true,42,1,"[""CHEMBL1399""]",unique_structure_match
506,halofantrine,CIDm00037392,true,15,1,"[""CHEMBL1107""]",unique_structure_match
507,dantrolene,CIDm06604100,false,0,0,[],stitch_not_found
508,rifaximin,CIDm06436173,false,0,0,[],stitch_not_found
509,budesonide,CIDm05281004,false,0,0,[],stitch_not_found
510,aminophylline,CIDm00009433,true,2,1,"[""CHEMBL1370561""]",unique_structure_match
511,quetiapine,CIDm00005002,true,136,2,"[""CHEMBL3188993"",""CHEMBL716""]",multiple_structure_matches
512,paclitaxel,CIDm05352019,false,0,0,[],stitch_not_found
513,saquinavir,CIDm00060934,false,0,0,[],stitch_not_found
514,dexamethasone,CIDm00005743,false,0,0,[],stitch_not_found
515,levodopa,CIDm00441193,false,0,0,[],stitch_not_found
516,aripiprazole,CIDm00060795,true,49,1,"[""CHEMBL1112""]",unique_structure_match
517,epoprostenol,CIDm05282411,false,0,0,[],stitch_not_found
518,gemfibrozil,CIDm00003463,true,9,1,"[""CHEMBL457""]",unique_structure_match
519,clomipramine,CIDm00002801,true,11,2,"[""CHEMBL1200710"",""CHEMBL415""]",multiple_structure_matches
520,bepridil,CIDm00002351,true,16,2,"[""CHEMBL1008"",""CHEMBL1200382""]",multiple_structure_matches
521,docetaxel,CIDm00064780,false,0,0,[],stitch_not_found
522,iodixanol,CIDm00003724,true,4,1,"[""CHEMBL1200507""]",unique_structure_match
523,olsalazine,CIDm05462337,true,17,0,[],stitch_found_no_optimuskg_match
524,dasatinib,CIDm03062316,true,44,1,"[""CHEMBL1421""]",unique_structure_match
525,lisdexamfetamine,CIDm11597697,true,25,2,"[""CHEMBL1201178"",""CHEMBL1201222""]",multiple_structure_matches
526,lapatinib,CIDm00208908,true,76,2,"[""CHEMBL1201179"",""CHEMBL554""]",multiple_structure_matches
527,desonide,CIDm00012536,true,25,1,"[""CHEMBL1201109""]",unique_structure_match
528,sitagliptin,CIDm04369359,true,95,3,"[""CHEMBL1201174"",""CHEMBL1422"",""CHEMBL5315049""]",multiple_structure_matches
529,decitabine,CIDm00451668,false,0,0,[],stitch_not_found
530,posaconazole,CIDm00468595,false,0,0,[],stitch_not_found
531,darunavir,CIDm00213039,true,140,1,"[""CHEMBL1323""]",unique_structure_match
532,telbivudine,CIDm00159269,false,0,0,[],stitch_not_found
533,paliperidone,CIDm00115237,true,113,1,"[""CHEMBL1621""]",unique_structure_match
534,sunitinib,CIDm05329102,false,0,0,[],stitch_not_found
535,varenicline,CIDm00170361,true,57,3,"[""CHEMBL1076903"",""CHEMBL5303393"",""DRUGBANK:DB01273""]",multiple_structure_matches
536,hydralazine,CIDm00003637,true,11,2,"[""CHEMBL276832"",""CHEMBL542541""]",multiple_structure_matches
537,exenatide,CIDm16157882,false,0,0,[],stitch_not_found
538,nelarabine,CIDm03011155,false,0,0,[],stitch_not_found
539,corticotropin,CIDm16132265,true,3,0,[],stitch_found_no_optimuskg_match
540,pirbuterol,CIDm00004845,true,12,2,"[""CHEMBL1094966"",""CHEMBL1200444""]",multiple_structure_matches
541,insulin.aspart,CIDm16132418,true,2,0,[],stitch_found_no_optimuskg_match
542,insulin.detemir,CIDm16137271,true,2,1,"[""CHEMBL2104391""]",unique_structure_match
543,fosamprenavir,CIDm00131535,true,54,2,"[""CHEMBL1200734"",""CHEMBL1664""]",multiple_structure_matches
544,fosphenytoin,CIDm00056338,true,13,2,"[""CHEMBL1201336"",""CHEMBL919""]",multiple_structure_matches
545,cilazapril,CIDm00056329,false,0,0,[],stitch_not_found
546,penbutolol,CIDm00037464,false,0,0,[],stitch_not_found
547,iohexol,CIDm00003730,true,10,1,"[""CHEMBL1200455""]",unique_structure_match
548,rasagiline,CIDm03052775,false,0,0,[],stitch_not_found
549,sodium.bicarbonate,CIDm00000923,true,62,1,"[""DRUGBANK:DB14516""]",unique_structure_match
550,bezafibrate,CIDm00039042,true,7,1,"[""CHEMBL264374""]",unique_structure_match
551,colchicine,CIDm00006167,false,0,0,[],stitch_not_found
552,danazol,CIDm00028417,false,0,0,[],stitch_not_found
553,tiotropium.bromide,CIDm00060830,true,190,0,[],stitch_found_no_optimuskg_match
554,ciclesonide,CIDm06918155,false,0,0,[],stitch_not_found
555,cefepime,CIDm05479537,false,0,0,[],stitch_not_found
556,colestyramine,CIDm70695640,true,2,0,[],stitch_found_no_optimuskg_match
557,flunitrazepam,CIDm00003380,true,5,1,"[""CHEMBL13280""]",unique_structure_match
558,dihydrocodeine,CIDm05284543,false,0,0,[],stitch_not_found
559,bromazepam,CIDm00002441,true,3,1,"[""CHEMBL277062""]",unique_structure_match
560,ursodeoxycholic.acid,CIDm00031401,false,0,0,[],stitch_not_found
561,quazepam,CIDm00004999,true,1,1,"[""CHEMBL1200472""]",unique_structure_match
562,everolimus,CIDm06442177,false,0,0,[],stitch_not_found
563,solifenacin,CIDm00154058,true,69,2,"[""CHEMBL1200803"",""CHEMBL1734""]",multiple_structure_matches
564,tiaprofenic.acid,CIDm00005468,true,9,1,"[""CHEMBL365795""]",unique_structure_match
565,deferasirox,CIDm05493381,true,21,0,[],stitch_found_no_optimuskg_match
566,valganciclovir,CIDm00064147,true,27,2,"[""CHEMBL1200454"",""CHEMBL1201314""]",multiple_structure_matches
567,roflumilast,CIDm00449193,true,5,1,"[""CHEMBL193240""]",unique_structure_match
568,fusidic.acid,CIDm03000226,false,0,0,[],stitch_not_found
569,fotemustine,CIDm00104799,true,3,2,"[""CHEMBL549386"",""DRUGBANK:DB04106""]",equivalent_structure_group
570,thiotepa,CIDm00005453,true,4,1,"[""CHEMBL671""]",unique_structure_match
571,maraviroc,CIDm03002977,false,0,0,[],stitch_not_found
572,cyproterone,CIDm05284537,false,0,0,[],stitch_not_found
573,tetrabenazine,CIDm00006018,true,135,3,"[""CHEMBL117785"",""CHEMBL3137326"",""DRUGBANK:DB12161""]",multiple_structure_matches
574,ixabepilone,CIDm06445540,false,0,0,[],stitch_not_found
575,febuxostat,CIDm00134018,true,16,1,"[""CHEMBL1164729""]",unique_structure_match
576,dronedarone,CIDm00208898,true,42,2,"[""CHEMBL1201729"",""CHEMBL184412""]",multiple_structure_matches
577,nebivolol,CIDm00071301,true,86,2,"[""CHEMBL1201731"",""CHEMBL434394""]",multiple_structure_matches
578,nilotinib,CIDm00644241,true,148,2,"[""CHEMBL1201740"",""CHEMBL255863""]",multiple_structure_matches
579,lorcaserin,CIDm11658859,false,0,0,[],stitch_not_found
580,vildagliptin,CIDm06918537,false,0,0,[],stitch_not_found
581,milnacipran,CIDm00055480,true,57,4,"[""CHEMBL2105732"",""CHEMBL259209"",""CHEMBL4297064"",""CHEMBL99946""]",multiple_structure_matches
582,nesiritide,CIDm25081014,false,0,0,[],stitch_not_found
583,oritavancin,CIDm16136912,false,0,0,[],stitch_not_found
584,clevidipine,CIDm00153994,true,4,1,"[""CHEMBL1237132""]",unique_structure_match
585,ospemifene,CIDm03036505,false,0,0,[],stitch_not_found
586,iloperidone,CIDm00071360,true,26,1,"[""CHEMBL14376""]",unique_structure_match
587,retigabine,CIDm00121892,true,20,1,"[""CHEMBL41355""]",unique_structure_match
588,ingenol.mebutate,CIDm06918670,true,16,2,"[""CHEMBL1863513"",""DRUGBANK:DB05013""]",multiple_structure_matches
589,belinostat,CIDm06918638,true,2,1,"[""CHEMBL408513""]",unique_structure_match
590,indacaterol,CIDm06918554,false,0,0,[],stitch_not_found
591,trabectedin,CIDm00108150,false,0,0,[],stitch_not_found
592,glatiramer.acetate,CIDm03081884,true,2,0,[],stitch_found_no_optimuskg_match
593,rotigotine,CIDm00059226,false,0,0,[],stitch_not_found
594,samarium.(153Sm).lexidronam,CIDm00023951,true,25,0,[],stitch_found_no_optimuskg_match
595,vandetanib,CIDm03081361,true,23,1,"[""CHEMBL24828""]",unique_structure_match
596,ecallantide,CIDm44201343,true,1,0,[],stitch_found_no_optimuskg_match
597,romiplostim,CIDm05329098,false,0,0,[],stitch_not_found
598,dexlansoprazole,CIDm09578005,false,0,0,[],stitch_not_found
599,telaprevir,CIDm03010818,true,121,1,"[""CHEMBL231813""]",unique_structure_match
600,mipomersen,CIDm44564107,true,3,2,"[""CHEMBL2219536"",""CHEMBL502097""]",multiple_structure_matches
601,apremilast,CIDm11561674,false,0,0,[],stitch_not_found
602,ustekinumab,CIDm00121749,true,4,1,"[""CHEMBL129788""]",unique_structure_match
603,abiraterone,CIDm00132971,true,21,1,"[""CHEMBL254328""]",unique_structure_match
604,mianserin,CIDm00004184,true,15,1,"[""CHEMBL6437""]",unique_structure_match
605,acetylcysteine,CIDm00012035,false,0,0,[],stitch_not_found
606,romidepsin,CIDm05352062,false,0,0,[],stitch_not_found
607,rufinamide,CIDm00129228,true,7,1,"[""CHEMBL1201754""]",unique_structure_match
608,lasofoxifene,CIDm00216416,true,33,1,"[""CHEMBL328190""]",unique_structure_match
609,tapentadol,CIDm09838021,false,0,0,[],stitch_not_found
610,silodosin,CIDm05312125,false,0,0,[],stitch_not_found
611,prasugrel,CIDm06918456,true,43,2,"[""CHEMBL1201772"",""CHEMBL1201773""]",multiple_structure_matches
612,eltrombopag,CIDm25181561,false,0,0,[],stitch_not_found
613,doripenem,CIDm00073303,true,38,2,"[""CHEMBL4303454"",""CHEMBL491571""]",multiple_structure_matches
614,tolvaptan,CIDm00216237,true,10,2,"[""CHEMBL344159"",""DRUGBANK:DB06212""]",multiple_structure_matches
615,regadenoson,CIDm00219024,true,38,2,"[""CHEMBL317052"",""CHEMBL3989695""]",multiple_structure_matches
616,asenapine,CIDm00163091,false,0,0,[],stitch_not_found
617,vernakalant,CIDm09930048,true,95,2,"[""CHEMBL2107383"",""CHEMBL2111112""]",multiple_structure_matches
618,lacosamide,CIDm00219078,true,36,1,"[""CHEMBL58323""]",unique_structure_match
619,dalbavancin,CIDm44567678,true,2,0,[],stitch_found_no_optimuskg_match
620,rivaroxaban,CIDm09875401,false,0,0,[],stitch_not_found
621,nalmefene,CIDm05284594,false,0,0,[],stitch_not_found
622,avanafil,CIDm09869929,true,11,1,"[""CHEMBL1963681""]",unique_structure_match
623,eflornithine,CIDm00003009,true,26,3,"[""CHEMBL1201037"",""CHEMBL222838"",""CHEMBL830""]",multiple_structure_matches
624,droxidopa,CIDm00092974,false,0,0,[],stitch_not_found
625,sitaxentan,CIDm00216235,true,106,2,"[""CHEMBL2105740"",""CHEMBL282724""]",multiple_structure_matches
