matrix_index,drug_name,stitch_id,triage_class,supported_optimuskg_ids,supported_names,candidate_count,evidence_summary,recommended_action,requires_manual_review
284,porfimer.sodium,CIDm03086257,SAFE_MULTI_NODE,"[""CHEMBL1201481"",""DRUGBANK:DB00707""]","[""PORFIMER SODIUM"",""Porfimer sodium""]",2,"{""fused_evidence_class"":""unresolved_ambiguous"",""name_resolution_status"":""ambiguous"",""name_selected_id"":"""",""name_candidate_ids"":[],""structure_status"":""stitch_found_no_optimuskg_match"",""structure_match_ids"":[],""intersection_ids"":[],""candidates"":[{""optimuskg_id"":""CHEMBL1201481"",""name"":""PORFIMER SODIUM"",""type"":""Small molecule"",""matched_fields"":[""properties.name"",""properties.synonyms""],""inchi_key"":"""",""canonical_smiles"":"""",""source_ids"":[""porfimer%20sodium"",""human/EPAR/photobarr""],""accession_numbers"":[],""evidence_sources"":[""identity_analysis""]},{""optimuskg_id"":""DRUGBANK:DB00707"",""name"":""Porfimer sodium"",""type"":"""",""matched_fields"":[""properties.name"",""properties.synonyms""],""inchi_key"":"""",""canonical_smiles"":"""",""source_ids"":[],""accession_numbers"":[""APRD00078""],""evidence_sources"":[""identity_analysis""]}]}",Retain all compatible cross-namespace nodes; no chemical conflict is present.,false
286,lamivudine,CIDm00060825,SAFE_MULTI_NODE,"[""CHEMBL141"",""RXNORM:68244""]","[""LAMIVUDINE"",""lamivudine""]",2,"{""fused_evidence_class"":""unresolved_ambiguous"",""name_resolution_status"":""ambiguous"",""name_selected_id"":"""",""name_candidate_ids"":[""CHEMBL141"",""RXNORM:68244""],""structure_status"":""stitch_not_found"",""structure_match_ids"":[],""intersection_ids"":[],""candidates"":[{""optimuskg_id"":""CHEMBL141"",""name"":""LAMIVUDINE"",""type"":""Small molecule"",""matched_fields"":[""properties.name"",""properties.synonyms"",""properties.trade_names""],""inchi_key"":""JTEGQNOMFQHVDC-NKWVEPMBSA-N"",""canonical_smiles"":""Nc1ccn([C@@H]2CS[C@H](CO)O2)c(=O)n1"",""source_ids"":[""DB00709"",""lamivudine"",""human/EPAR/lamivudine-teva"",""63577""],""accession_numbers"":[],""evidence_sources"":[""identity_analysis"",""name_candidate""]},{""optimuskg_id"":""RXNORM:68244"",""name"":""lamivudine"",""type"":""Ingredient"",""matched_fields"":[""properties.name""],""inchi_key"":"""",""canonical_smiles"":"""",""source_ids"":[],""accession_numbers"":[],""evidence_sources"":[""identity_analysis"",""name_candidate""]}]}",Retain all compatible cross-namespace nodes; no chemical conflict is present.,false
296,naftifine,CIDm00047641,SAFE_MULTI_NODE,"[""CHEMBL626"",""DRUGBANK:DB00735""]","[""NAFTIFINE"",""Naftifine""]",2,"{""fused_evidence_class"":""unresolved_ambiguous"",""name_resolution_status"":""ambiguous"",""name_selected_id"":"""",""name_candidate_ids"":[""CHEMBL626"",""DRUGBANK:DB00735""],""structure_status"":""stitch_not_found"",""structure_match_ids"":[],""intersection_ids"":[],""candidates"":[{""optimuskg_id"":""CHEMBL626"",""name"":""NAFTIFINE"",""type"":""Small molecule"",""matched_fields"":[""properties.name"",""properties.synonyms""],""inchi_key"":""OZGNYLLQHRPOBR-DHZHZOJOSA-N"",""canonical_smiles"":""CN(C/C=C/c1ccccc1)Cc1cccc2ccccc12"",""source_ids"":[""7451""],""accession_numbers"":[],""evidence_sources"":[""identity_analysis"",""name_candidate""]},{""optimuskg_id"":""DRUGBANK:DB00735"",""name"":""Naftifine"",""type"":"""",""matched_fields"":[""properties.name"",""properties.synonyms""],""inchi_key"":""OZGNYLLQHRPOBR-DHZHZOJOSA-N"",""canonical_smiles"":""CN(C\\C=C\\C1=CC=CC=C1)CC1=CC=CC2=CC=CC=C12"",""source_ids"":[],""accession_numbers"":[""APRD01131""],""evidence_sources"":[""identity_analysis"",""name_candidate""]}]}",Retain all equivalent cross-namespace nodes without selecting a namespace.,false
298,pentamidine.isethionate,CIDm00004735,FORM_OR_SALT_AMBIGUITY,"[""CHEMBL361506"",""CHEMBL55""]","[""PENTAMIDINE"",""PENTAMIDINE ISETHIONATE""]",2,"{""fused_evidence_class"":""conflicting_evidence"",""name_resolution_status"":""resolved"",""name_selected_id"":""CHEMBL361506"",""name_candidate_ids"":[],""structure_status"":""unique_structure_match"",""structure_match_ids"":[""CHEMBL55""],""intersection_ids"":[],""candidates"":[{""optimuskg_id"":""CHEMBL361506"",""name"":""PENTAMIDINE ISETHIONATE"",""type"":""Small molecule"",""matched_fields"":[],""inchi_key"":""YBVNFKZSMZGRAD-UHFFFAOYSA-N"",""canonical_smiles"":""N=C(N)c1ccc(OCCCCCOc2ccc(C(=N)N)cc2)cc1.O=S(=O)(O)CCO.O=S(=O)(O)CCO"",""source_ids"":[""pentamidine%20isethionate"",""7977""],""accession_numbers"":[],""evidence_sources"":[""selected_name_mapping""]},{""optimuskg_id"":""CHEMBL55"",""name"":""PENTAMIDINE"",""type"":""Small molecule"",""matched_fields"":[],""inchi_key"":""XDRYMKDFEDOLFX-UHFFFAOYSA-N"",""canonical_smiles"":""N=C(N)c1ccc(OCCCCCOc2ccc(C(=N)N)cc2)cc1"",""source_ids"":[""DB00738"",""45081""],""accession_numbers"":[],""evidence_sources"":[""stitch_structure""]}]}",Review parent/form relationship; do not collapse chemical forms.,true
315,estradiol,CIDm00005757,SAFE_MULTI_NODE,"[""CHEMBL135"",""RXNORM:4083""]","[""ESTRADIOL"",""estradiol""]",2,"{""fused_evidence_class"":""unresolved_ambiguous"",""name_resolution_status"":""ambiguous"",""name_selected_id"":"""",""name_candidate_ids"":[""CHEMBL135"",""RXNORM:4083""],""structure_status"":""stitch_not_found"",""structure_match_ids"":[],""intersection_ids"":[],""candidates"":[{""optimuskg_id"":""CHEMBL135"",""name"":""ESTRADIOL"",""type"":""Small molecule"",""matched_fields"":[""properties.name"",""properties.synonyms"",""properties.trade_names""],""inchi_key"":""VOXZDWNPVJITMN-ZBRFXRBCSA-N"",""canonical_smiles"":""C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CC[C@@H]2O"",""source_ids"":[""DB00783"",""estradiol"",""16469""],""accession_numbers"":[],""evidence_sources"":[""identity_analysis"",""name_candidate""]},{""optimuskg_id"":""RXNORM:4083"",""name"":""estradiol"",""type"":""Ingredient"",""matched_fields"":[""properties.name""],""inchi_key"":"""",""canonical_smiles"":"""",""source_ids"":[],""accession_numbers"":[],""evidence_sources"":[""identity_analysis"",""name_candidate""]}]}",Retain all compatible cross-namespace nodes; no chemical conflict is present.,false
368,buprenorphine,CIDm06321408,FORM_OR_SALT_AMBIGUITY,"[""CHEMBL511142"",""CHEMBL560511""]","[""BUPRENORPHINE"",""Buprenorphine""]",2,"{""fused_evidence_class"":""unresolved_ambiguous"",""name_resolution_status"":""ambiguous"",""name_selected_id"":"""",""name_candidate_ids"":[""CHEMBL511142"",""CHEMBL560511""],""structure_status"":""stitch_not_found"",""structure_match_ids"":[],""intersection_ids"":[],""candidates"":[{""optimuskg_id"":""CHEMBL511142"",""name"":""BUPRENORPHINE"",""type"":""Small molecule"",""matched_fields"":[""properties.name"",""properties.synonyms""],""inchi_key"":""RMRJXGBAOAMLHD-CTAPUXPBSA-N"",""canonical_smiles"":""CO[C@@]12CC[C@@]3(C[C@@H]1[C@](C)(O)C(C)(C)C)[C@H]1Cc4ccc(O)c5c4[C@@]3(CCN1CC1CC1)[C@H]2O5"",""source_ids"":[""buprenorphine""],""accession_numbers"":[],""evidence_sources"":[""identity_analysis"",""name_candidate""]},{""optimuskg_id"":""CHEMBL560511"",""name"":""Buprenorphine"",""type"":""Small molecule"",""matched_fields"":[""properties.name"",""properties.synonyms""],""inchi_key"":""RMRJXGBAOAMLHD-IHFGGWKQSA-N"",""canonical_smiles"":""CO[C@]12CC[C@@]3(C[C@@H]1[C@](C)(O)C(C)(C)C)[C@H]1Cc4ccc(O)c5c4[C@@]3(CCN1CC1CC1)[C@H]2O5"",""source_ids"":[""DB00921"",""3216""],""accession_numbers"":[],""evidence_sources"":[""identity_analysis"",""name_candidate""]}]}","Review salt, form, stereochemistry, isotope, or formulation differences.",true
372,azacitidine,CIDm00009444,SAFE_MULTI_NODE,"[""CHEMBL1489"",""RXNORM:1251""]","[""AZACITIDINE"",""azacitidine""]",2,"{""fused_evidence_class"":""unresolved_ambiguous"",""name_resolution_status"":""ambiguous"",""name_selected_id"":"""",""name_candidate_ids"":[""CHEMBL1489"",""RXNORM:1251""],""structure_status"":""stitch_not_found"",""structure_match_ids"":[],""intersection_ids"":[],""candidates"":[{""optimuskg_id"":""CHEMBL1489"",""name"":""AZACITIDINE"",""type"":""Small molecule"",""matched_fields"":[""properties.name"",""properties.synonyms"",""properties.trade_names""],""inchi_key"":""NMUSYJAQQFHJEW-KVTDHHQDSA-N"",""canonical_smiles"":""Nc1ncn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c(=O)n1"",""source_ids"":[""human/EPAR/azacitidine-accord"",""azacitidine"",""DB00928"",""2038""],""accession_numbers"":[],""evidence_sources"":[""identity_analysis"",""name_candidate""]},{""optimuskg_id"":""RXNORM:1251"",""name"":""azacitidine"",""type"":""Ingredient"",""matched_fields"":[""properties.name""],""inchi_key"":"""",""canonical_smiles"":"""",""source_ids"":[],""accession_numbers"":[],""evidence_sources"":[""identity_analysis"",""name_candidate""]}]}",Retain all compatible cross-namespace nodes; no chemical conflict is present.,false
384,carboplatin,CIDm00038904,SAFE_MULTI_NODE,"[""CHEMBL1351"",""DRUGBANK:DB00958""]","[""CARBOPLATIN"",""Carboplatin""]",2,"{""fused_evidence_class"":""unresolved_ambiguous"",""name_resolution_status"":""ambiguous"",""name_selected_id"":"""",""name_candidate_ids"":[""CHEMBL1351"",""DRUGBANK:DB00958""],""structure_status"":""stitch_not_found"",""structure_match_ids"":[],""intersection_ids"":[],""candidates"":[{""optimuskg_id"":""CHEMBL1351"",""name"":""CARBOPLATIN"",""type"":""Small molecule"",""matched_fields"":[""properties.name"",""properties.synonyms"",""properties.trade_names""],""inchi_key"":"""",""canonical_smiles"":"""",""source_ids"":[""carboplatin"",""31355""],""accession_numbers"":[],""evidence_sources"":[""identity_analysis"",""name_candidate""]},{""optimuskg_id"":""DRUGBANK:DB00958"",""name"":""Carboplatin"",""type"":"""",""matched_fields"":[""properties.name"",""properties.synonyms""],""inchi_key"":""OLESAACUTLOWQZ-UHFFFAOYSA-L"",""canonical_smiles"":"""",""source_ids"":[],""accession_numbers"":[""APRD00466""],""evidence_sources"":[""identity_analysis"",""name_candidate""]}]}",Retain all compatible cross-namespace nodes; no chemical conflict is present.,false
398,formoterol,CIDm03083544,SAFE_MULTI_NODE,"[""CHEMBL1256786"",""RXNORM:25255""]","[""FORMOTEROL"",""formoterol""]",2,"{""fused_evidence_class"":""unresolved_ambiguous"",""name_resolution_status"":""ambiguous"",""name_selected_id"":"""",""name_candidate_ids"":[""CHEMBL1256786"",""RXNORM:25255""],""structure_status"":""stitch_not_found"",""structure_match_ids"":[],""intersection_ids"":[],""candidates"":[{""optimuskg_id"":""CHEMBL1256786"",""name"":""FORMOTEROL"",""type"":""Small molecule"",""matched_fields"":[""properties.name"",""properties.synonyms""],""inchi_key"":""BPZSYCZIITTYBL-UHFFFAOYSA-N"",""canonical_smiles"":""COc1ccc(CC(C)NCC(O)c2ccc(O)c(NC=O)c2)cc1"",""source_ids"":[""63082"",""DB00983""],""accession_numbers"":[],""evidence_sources"":[""identity_analysis"",""name_candidate""]},{""optimuskg_id"":""RXNORM:25255"",""name"":""formoterol"",""type"":""Ingredient"",""matched_fields"":[""properties.name""],""inchi_key"":"""",""canonical_smiles"":"""",""source_ids"":[],""accession_numbers"":[],""evidence_sources"":[""identity_analysis"",""name_candidate""]}]}",Retain all compatible cross-namespace nodes; no chemical conflict is present.,false
405,auranofin,CIDm06918453,SAFE_MULTI_NODE,"[""CHEMBL1366"",""DRUGBANK:DB00995""]","[""AURANOFIN"",""Auranofin""]",2,"{""fused_evidence_class"":""unresolved_ambiguous"",""name_resolution_status"":""ambiguous"",""name_selected_id"":"""",""name_candidate_ids"":[""CHEMBL1366"",""DRUGBANK:DB00995""],""structure_status"":""stitch_not_found"",""structure_match_ids"":[],""intersection_ids"":[],""candidates"":[{""optimuskg_id"":""CHEMBL1366"",""name"":""AURANOFIN"",""type"":""Small molecule"",""matched_fields"":[""properties.name"",""properties.synonyms""],""inchi_key"":"""",""canonical_smiles"":"""",""source_ids"":[""2922"",""auranofin""],""accession_numbers"":[],""evidence_sources"":[""identity_analysis"",""name_candidate""]},{""optimuskg_id"":""DRUGBANK:DB00995"",""name"":""Auranofin"",""type"":"""",""matched_fields"":[""properties.name"",""properties.synonyms""],""inchi_key"":""AUJRCFUBUPVWSZ-XTZHGVARSA-M"",""canonical_smiles"":"""",""source_ids"":[],""accession_numbers"":[""APRD00808""],""evidence_sources"":[""identity_analysis"",""name_candidate""]}]}",Retain all compatible cross-namespace nodes; no chemical conflict is present.,false
420,sulfamethoxazole.and.trimethoprim,CIDm00358641,COMBINATION_DRUG,"[""CHEMBL58061""]","[""CO-TRIMOXAZOLE""]",1,"{""fused_evidence_class"":""structure_only_candidate"",""name_resolution_status"":""unmatched"",""name_selected_id"":"""",""name_candidate_ids"":[],""structure_status"":""unique_structure_match"",""structure_match_ids"":[""CHEMBL58061""],""intersection_ids"":[],""candidates"":[{""optimuskg_id"":""CHEMBL58061"",""name"":""CO-TRIMOXAZOLE"",""type"":""Small molecule"",""matched_fields"":[],""inchi_key"":""WZRJTRPJURQBRM-UHFFFAOYSA-N"",""canonical_smiles"":""COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC.Cc1cc(NS(=O)(=O)c2ccc(N)cc2)no1"",""source_ids"":[],""accession_numbers"":[],""evidence_sources"":[""stitch_structure""]}]}",Retain supported combination nodes; do not collapse to one ingredient.,false
437,abacavir,CIDm00065139,SAFE_MULTI_NODE,"[""CHEMBL1380"",""RXNORM:190521""]","[""ABACAVIR"",""abacavir""]",2,"{""fused_evidence_class"":""unresolved_ambiguous"",""name_resolution_status"":""ambiguous"",""name_selected_id"":"""",""name_candidate_ids"":[""CHEMBL1380"",""RXNORM:190521""],""structure_status"":""stitch_not_found"",""structure_match_ids"":[],""intersection_ids"":[],""candidates"":[{""optimuskg_id"":""CHEMBL1380"",""name"":""ABACAVIR"",""type"":""Small molecule"",""matched_fields"":[""properties.name"",""properties.synonyms""],""inchi_key"":""MCGSCOLBFJQGHM-SCZZXKLOSA-N"",""canonical_smiles"":""Nc1nc(NC2CC2)c2ncn([C@H]3C=C[C@@H](CO)C3)c2n1"",""source_ids"":[""DB01048"",""421707""],""accession_numbers"":[],""evidence_sources"":[""identity_analysis"",""name_candidate""]},{""optimuskg_id"":""RXNORM:190521"",""name"":""abacavir"",""type"":""Ingredient"",""matched_fields"":[""properties.name""],""inchi_key"":"""",""canonical_smiles"":"""",""source_ids"":[],""accession_numbers"":[],""evidence_sources"":[""identity_analysis"",""name_candidate""]}]}",Retain all compatible cross-namespace nodes; no chemical conflict is present.,false
459,heparin,CIDm00000772,BIOLOGIC_OR_PEPTIDE,"[""CHEMBL4650299"",""DRUGBANK:DB01109""]","[""HEPARIN"",""Heparin""]",2,"{""fused_evidence_class"":""unresolved_ambiguous"",""name_resolution_status"":""ambiguous"",""name_selected_id"":"""",""name_candidate_ids"":[""CHEMBL4650299"",""DRUGBANK:DB01109""],""structure_status"":""stitch_found_no_optimuskg_match"",""structure_match_ids"":[],""intersection_ids"":[],""candidates"":[{""optimuskg_id"":""CHEMBL4650299"",""name"":""HEPARIN"",""type"":""Oligosaccharide"",""matched_fields"":[""properties.name"",""properties.synonyms""],""inchi_key"":"""",""canonical_smiles"":"""",""source_ids"":[],""accession_numbers"":[],""evidence_sources"":[""identity_analysis"",""name_candidate""]},{""optimuskg_id"":""DRUGBANK:DB01109"",""name"":""Heparin"",""type"":"""",""matched_fields"":[""properties.name""],""inchi_key"":"""",""canonical_smiles"":"""",""source_ids"":[],""accession_numbers"":[""APRD00056""],""evidence_sources"":[""identity_analysis"",""name_candidate""]}]}",Retain supported biologic nodes; structure absence is not disqualifying.,false
480,itraconazole,CIDm00055283,FORM_OR_SALT_AMBIGUITY,"[""CHEMBL64391"",""DRUGBANK:DB01167""]","[""ITRACONAZOLE"",""Itraconazole""]",2,"{""fused_evidence_class"":""unresolved_ambiguous"",""name_resolution_status"":""ambiguous"",""name_selected_id"":"""",""name_candidate_ids"":[""CHEMBL64391"",""DRUGBANK:DB01167""],""structure_status"":""stitch_not_found"",""structure_match_ids"":[],""intersection_ids"":[],""candidates"":[{""optimuskg_id"":""CHEMBL64391"",""name"":""ITRACONAZOLE"",""type"":""Small molecule"",""matched_fields"":[""properties.name"",""properties.synonyms"",""properties.trade_names""],""inchi_key"":""VHVPQPYKVGDNFY-UHFFFAOYSA-N"",""canonical_smiles"":""CCC(C)n1ncn(-c2ccc(N3CCN(c4ccc(OCC5COC(Cn6cncn6)(c6ccc(Cl)cc6Cl)O5)cc4)CC3)cc2)c1=O"",""source_ids"":[""veterinary/EPAR/fungitraxx"",""itraconazole""],""accession_numbers"":[],""evidence_sources"":[""identity_analysis"",""name_candidate""]},{""optimuskg_id"":""DRUGBANK:DB01167"",""name"":""Itraconazole"",""type"":"""",""matched_fields"":[""properties.name"",""properties.synonyms""],""inchi_key"":""VHVPQPYKVGDNFY-ZPGVKDDISA-N"",""canonical_smiles"":""CCC(C)N1N=CN(C1=O)C1=CC=C(C=C1)N1CCN(CC1)C1=CC=C(OCC2COC(CN3C=NC=N3)(O2)C2=C(Cl)C=C(Cl)C=C2)C=C1"",""source_ids"":[],""accession_numbers"":[""APRD00040""],""evidence_sources"":[""identity_analysis"",""name_candidate""]}]}","Review salt, form, stereochemistry, isotope, or formulation differences.",true
481,arsenic.trioxide,CIDm00014888,FORM_OR_SALT_AMBIGUITY,"[""CHEMBL5483015"",""DRUGBANK:DB01169""]","[""ARSENIC TRIOXIDE"",""Arsenic trioxide""]",2,"{""fused_evidence_class"":""unresolved_ambiguous"",""name_resolution_status"":""ambiguous"",""name_selected_id"":"""",""name_candidate_ids"":[],""structure_status"":""stitch_found_no_optimuskg_match"",""structure_match_ids"":[],""intersection_ids"":[],""candidates"":[{""optimuskg_id"":""CHEMBL5483015"",""name"":""ARSENIC TRIOXIDE"",""type"":""Unknown"",""matched_fields"":[""properties.name""],""inchi_key"":""MOQADKPFYVWPSE-UHFFFAOYSA-N"",""canonical_smiles"":""O=[As][As+](=O)[O-]"",""source_ids"":[],""accession_numbers"":[],""evidence_sources"":[""identity_analysis""]},{""optimuskg_id"":""DRUGBANK:DB01169"",""name"":""Arsenic trioxide"",""type"":"""",""matched_fields"":[""properties.name"",""properties.synonyms""],""inchi_key"":""IKWTVSLWAPBBKU-UHFFFAOYSA-N"",""canonical_smiles"":""O=[As]O[As]=O"",""source_ids"":[],""accession_numbers"":[""APRD00171""],""evidence_sources"":[""identity_analysis""]}]}","Review salt, form, stereochemistry, isotope, or formulation differences.",true
497,levetiracetam,CIDm05284583,SAFE_MULTI_NODE,"[""CHEMBL1286"",""RXNORM:114477""]","[""LEVETIRACETAM"",""levetiracetam""]",2,"{""fused_evidence_class"":""unresolved_ambiguous"",""name_resolution_status"":""ambiguous"",""name_selected_id"":"""",""name_candidate_ids"":[""CHEMBL1286"",""RXNORM:114477""],""structure_status"":""stitch_not_found"",""structure_match_ids"":[],""intersection_ids"":[],""candidates"":[{""optimuskg_id"":""CHEMBL1286"",""name"":""LEVETIRACETAM"",""type"":""Small molecule"",""matched_fields"":[""properties.name"",""properties.synonyms"",""properties.trade_names""],""inchi_key"":""HPHUVLMMVZITSG-LURJTMIESA-N"",""canonical_smiles"":""CC[C@@H](C(N)=O)N1CCCC1=O"",""source_ids"":[""levetiracetam"",""human/EPAR/levetiracetam-teva"",""DB01202"",""6437""],""accession_numbers"":[],""evidence_sources"":[""identity_analysis"",""name_candidate""]},{""optimuskg_id"":""RXNORM:114477"",""name"":""levetiracetam"",""type"":""Ingredient"",""matched_fields"":[""properties.name""],""inchi_key"":"""",""canonical_smiles"":"""",""source_ids"":[],""accession_numbers"":[],""evidence_sources"":[""identity_analysis"",""name_candidate""]}]}",Retain all compatible cross-namespace nodes; no chemical conflict is present.,false
498,nadolol,CIDm00039147,FORM_OR_SALT_AMBIGUITY,"[""CHEMBL521606"",""CHEMBL649""]","[""NADOLOL""]",2,"{""fused_evidence_class"":""unresolved_ambiguous"",""name_resolution_status"":""ambiguous"",""name_selected_id"":"""",""name_candidate_ids"":[""CHEMBL521606"",""CHEMBL649""],""structure_status"":""stitch_not_found"",""structure_match_ids"":[],""intersection_ids"":[],""candidates"":[{""optimuskg_id"":""CHEMBL521606"",""name"":""NADOLOL"",""type"":""Small molecule"",""matched_fields"":[""properties.name"",""properties.synonyms"",""properties.trade_names""],""inchi_key"":""VWPOSFSPZNDTMJ-UHFFFAOYSA-N"",""canonical_smiles"":""CC(C)(C)NCC(O)COc1cccc2c1CC(O)C(O)C2"",""source_ids"":[""nadolol""],""accession_numbers"":[],""evidence_sources"":[""identity_analysis"",""name_candidate""]},{""optimuskg_id"":""CHEMBL649"",""name"":""NADOLOL"",""type"":""Small molecule"",""matched_fields"":[""properties.name"",""properties.synonyms"",""properties.trade_names""],""inchi_key"":""VWPOSFSPZNDTMJ-UCWKZMIHSA-N"",""canonical_smiles"":""CC(C)(C)NCC(O)COc1cccc2c1C[C@H](O)[C@H](O)C2"",""source_ids"":[""DB01203""],""accession_numbers"":[],""evidence_sources"":[""identity_analysis"",""name_candidate""]}]}","Review salt, form, stereochemistry, isotope, or formulation differences.",true
509,budesonide,CIDm05281004,SAFE_MULTI_NODE,"[""CHEMBL1370"",""RXNORM:19831""]","[""BUDESONIDE"",""budesonide""]",2,"{""fused_evidence_class"":""unresolved_ambiguous"",""name_resolution_status"":""ambiguous"",""name_selected_id"":"""",""name_candidate_ids"":[""CHEMBL1370"",""RXNORM:19831""],""structure_status"":""stitch_not_found"",""structure_match_ids"":[],""intersection_ids"":[],""candidates"":[{""optimuskg_id"":""CHEMBL1370"",""name"":""BUDESONIDE"",""type"":""Small molecule"",""matched_fields"":[""properties.name"",""properties.synonyms"",""properties.trade_names""],""inchi_key"":""VOVIALXJUBGFJZ-KWVAZRHASA-N"",""canonical_smiles"":""CCCC1O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)C=C[C@]5(C)[C@H]4[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1"",""source_ids"":[""budesonide"",""DB01222"",""3207"",""human/EPAR/jorveza""],""accession_numbers"":[],""evidence_sources"":[""identity_analysis"",""name_candidate""]},{""optimuskg_id"":""RXNORM:19831"",""name"":""budesonide"",""type"":""Ingredient"",""matched_fields"":[""properties.name""],""inchi_key"":"""",""canonical_smiles"":"""",""source_ids"":[],""accession_numbers"":[],""evidence_sources"":[""identity_analysis"",""name_candidate""]}]}",Retain all compatible cross-namespace nodes; no chemical conflict is present.,false
512,paclitaxel,CIDm05352019,SAFE_MULTI_NODE,"[""CHEMBL428647"",""RXNORM:56946""]","[""PACLITAXEL"",""paclitaxel""]",2,"{""fused_evidence_class"":""unresolved_ambiguous"",""name_resolution_status"":""ambiguous"",""name_selected_id"":"""",""name_candidate_ids"":[""CHEMBL428647"",""RXNORM:56946""],""structure_status"":""stitch_not_found"",""structure_match_ids"":[],""intersection_ids"":[],""candidates"":[{""optimuskg_id"":""CHEMBL428647"",""name"":""PACLITAXEL"",""type"":""Small molecule"",""matched_fields"":[""properties.name"",""properties.synonyms"",""properties.trade_names""],""inchi_key"":""RCINICONZNJXQF-MZXODVADSA-N"",""canonical_smiles"":""CC(=O)O[C@H]1C(=O)[C@@]2(C)[C@H]([C@H](OC(=O)c3ccccc3)[C@]3(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)c4ccccc4)c4ccccc4)C(C)=C1C3(C)C)[C@]1(OC(C)=O)CO[C@@H]1C[C@@H]2O"",""source_ids"":[""human/EPAR/apealea"",""DB01229"",""45863"",""paclitaxel""],""accession_numbers"":[],""evidence_sources"":[""identity_analysis"",""name_candidate""]},{""optimuskg_id"":""RXNORM:56946"",""name"":""paclitaxel"",""type"":""Ingredient"",""matched_fields"":[""properties.name""],""inchi_key"":"""",""canonical_smiles"":"""",""source_ids"":[],""accession_numbers"":[],""evidence_sources"":[""identity_analysis"",""name_candidate""]}]}",Retain all compatible cross-namespace nodes; no chemical conflict is present.,false
515,levodopa,CIDm00441193,SAFE_MULTI_NODE,"[""CHEMBL1009"",""RXNORM:6375""]","[""LEVODOPA"",""levodopa""]",2,"{""fused_evidence_class"":""unresolved_ambiguous"",""name_resolution_status"":""ambiguous"",""name_selected_id"":"""",""name_candidate_ids"":[""CHEMBL1009"",""RXNORM:6375""],""structure_status"":""stitch_not_found"",""structure_match_ids"":[],""intersection_ids"":[],""candidates"":[{""optimuskg_id"":""CHEMBL1009"",""name"":""LEVODOPA"",""type"":""Small molecule"",""matched_fields"":[""properties.name"",""properties.synonyms""],""inchi_key"":""WTDRDQBEARUVNC-LURJTMIESA-N"",""canonical_smiles"":""N[C@@H](Cc1ccc(O)c(O)c1)C(=O)O"",""source_ids"":[""levodopa"",""15765"",""DB01235"",""human/EPAR/inbrija""],""accession_numbers"":[],""evidence_sources"":[""identity_analysis"",""name_candidate""]},{""optimuskg_id"":""RXNORM:6375"",""name"":""levodopa"",""type"":""Ingredient"",""matched_fields"":[""properties.name""],""inchi_key"":"""",""canonical_smiles"":"""",""source_ids"":[],""accession_numbers"":[],""evidence_sources"":[""identity_analysis"",""name_candidate""]}]}",Retain all compatible cross-namespace nodes; no chemical conflict is present.,false
530,posaconazole,CIDm00468595,SAFE_MULTI_NODE,"[""CHEMBL1397"",""RXNORM:282446""]","[""POSACONAZOLE"",""posaconazole""]",2,"{""fused_evidence_class"":""unresolved_ambiguous"",""name_resolution_status"":""ambiguous"",""name_selected_id"":"""",""name_candidate_ids"":[""CHEMBL1397"",""RXNORM:282446""],""structure_status"":""stitch_not_found"",""structure_match_ids"":[],""intersection_ids"":[],""candidates"":[{""optimuskg_id"":""CHEMBL1397"",""name"":""POSACONAZOLE"",""type"":""Small molecule"",""matched_fields"":[""properties.name"",""properties.synonyms""],""inchi_key"":""RAGOYPUPXAKGKH-XAKZXMRKSA-N"",""canonical_smiles"":""CC[C@@H]([C@H](C)O)n1ncn(-c2ccc(N3CCN(c4ccc(OC[C@@H]5CO[C@@](Cn6cncn6)(c6ccc(F)cc6F)C5)cc4)CC3)cc2)c1=O"",""source_ids"":[""human/EPAR/noxafil"",""DB01263"",""posaconazole"",""64355""],""accession_numbers"":[],""evidence_sources"":[""identity_analysis"",""name_candidate""]},{""optimuskg_id"":""RXNORM:282446"",""name"":""posaconazole"",""type"":""Ingredient"",""matched_fields"":[""properties.name""],""inchi_key"":"""",""canonical_smiles"":"""",""source_ids"":[],""accession_numbers"":[],""evidence_sources"":[""identity_analysis"",""name_candidate""]}]}",Retain all compatible cross-namespace nodes; no chemical conflict is present.,false
