matrix_index,drug_name,stitch_id,triage_class,supported_optimuskg_ids,supported_names,candidate_count,evidence_summary,recommended_action,requires_manual_review
619,dalbavancin,CIDm44567678,SAFE_MULTI_NODE,"[""CHEMBL3301669"",""DRUGBANK:DB06219""]","[""DALBAVANCIN"",""Dalbavancin""]",2,"{""fused_evidence_class"":""unresolved_ambiguous"",""name_resolution_status"":""ambiguous"",""name_selected_id"":"""",""name_candidate_ids"":[""CHEMBL3301669"",""DRUGBANK:DB06219""],""structure_status"":""stitch_found_no_optimuskg_match"",""structure_match_ids"":[],""intersection_ids"":[],""candidates"":[{""optimuskg_id"":""CHEMBL3301669"",""name"":""DALBAVANCIN"",""type"":""Unknown"",""matched_fields"":[""properties.name"",""properties.synonyms""],""inchi_key"":""KGPGQDLTDHGEGT-SZUNQUCBSA-N"",""canonical_smiles"":""CN[C@H]1C(=O)N[C@@H]2Cc3ccc(cc3)Oc3cc4cc(c3O[C@@H]3O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]3NC(=O)CCCCCCCCC(C)C)Oc3ccc(cc3Cl)[C@@H](O)[C@@H]3NC(=O)[C@H](NC(=O)[C@@H]4NC(=O)[C@@H](NC2=O)c2cc(cc(O)c2Cl)Oc2cc1ccc2O)c1ccc(O)c(c1)-c1c(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]2O)cc(O)cc1[C@@H](C(=O)NCCCN(C)C)NC3=O"",""source_ids"":[""82721""],""accession_numbers"":[],""evidence_sources"":[""identity_analysis"",""name_candidate""]},{""optimuskg_id"":""DRUGBANK:DB06219"",""name"":""Dalbavancin"",""type"":"""",""matched_fields"":[""properties.name"",""properties.synonyms""],""inchi_key"":""KGPGQDLTDHGEGT-SZUNQUCBSA-N"",""canonical_smiles"":""CN[C@@H]1C2=CC(OC3=CC([C@@H]4NC(=O)[C@@H](CC5=CC=C(OC6=C(O[C@@H]7O[C@@H]([C@@H](O)[C@H](O)[C@H]7NC(=O)CCCCCCCCC(C)C)C(O)=O)C7=CC(=C6)[C@@H](NC4=O)C(=O)N[C@@H]4C6=CC(=C(O)C=C6)C6=C(O[C@H]8O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]8O)C=C(O)C=C6[C@H](NC(=O)[C@@H](NC4=O)[C@H](O)C4=CC(Cl)=C(O7)C=C4)C(=O)NCCCN(C)C)C=C5)NC1=O)=C(Cl)C(O)=C3)=C(O)C=C2"",""source_ids"":[],""accession_numbers"":[],""evidence_sources"":[""identity_analysis"",""name_candidate""]}]}",Retain all equivalent cross-namespace nodes without selecting a namespace.,false
626,ziconotide,CIDm16129690,SAFE_MULTI_NODE,"[""CHEMBL4594214"",""DRUGBANK:DB06283""]","[""ZICONOTIDE"",""Ziconotide""]",2,"{""fused_evidence_class"":""unresolved_ambiguous"",""name_resolution_status"":""ambiguous"",""name_selected_id"":"""",""name_candidate_ids"":[""CHEMBL4594214"",""DRUGBANK:DB06283""],""structure_status"":""equivalent_structure_group"",""structure_match_ids"":[""CHEMBL4594214"",""DRUGBANK:DB06283""],""intersection_ids"":[""CHEMBL4594214"",""DRUGBANK:DB06283""],""candidates"":[{""optimuskg_id"":""CHEMBL4594214"",""name"":""ZICONOTIDE"",""type"":""Protein"",""matched_fields"":[""properties.name"",""properties.synonyms""],""inchi_key"":""BPKIMPVREBSLAJ-QTBYCLKRSA-N"",""canonical_smiles"":""CSCC[C@@H]1NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CO)NC(=O)[C@@H]2CSSC[C@@H]3NC(=O)[C@H](CO)NC(=O)CNC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](CSSC[C@H](N)C(=O)N[C@@H](CCCCN)C(=O)NCC(=O)N[C@@H](CCCCN)C(=O)NCC(=O)N[C@@H](C)C(=O)N[C@@H](CCCCN)C(=O)N2)NC(=O)[C@H](CSSC[C@@H](C(N)=O)NC(=O)[C@H](CCCCN)NC(=O)CNC(=O)[C@H](CO)NC(=O)[C@H](CCCNC(=N)N)NC3=O)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](Cc2ccc(O)cc2)NC1=O"",""source_ids"":[],""accession_numbers"":[],""evidence_sources"":[""identity_analysis"",""name_candidate"",""stitch_structure""]},{""optimuskg_id"":""DRUGBANK:DB06283"",""name"":""Ziconotide"",""type"":"""",""matched_fields"":[""properties.name"",""properties.synonyms""],""inchi_key"":""BPKIMPVREBSLAJ-QTBYCLKRSA-N"",""canonical_smiles"":""CSCC[C@@H]1NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCCNC(N)=N)NC(=O)[C@H](CO)NC(=O)[C@@H]2CSSC[C@@H]3NC(=O)[C@H](CO)NC(=O)CNC(=O)[C@@H](NC(=O)[C@H](CSSC[C@H](N)C(=O)N[C@@H](CCCCN)C(=O)NCC(=O)N[C@@H](CCCCN)C(=O)NCC(=O)N[C@@H](C)C(=O)N[C@@H](CCCCN)C(=O)N2)NC(=O)[C@H](CSSC[C@H](NC(=O)[C@H](CCCCN)NC(=O)CNC(=O)[C@H](CO)NC(=O)[C@H](CCCNC(N)=N)NC3=O)C(N)=O)NC(=O)[C@H](CC(O)=O)NC(=O)[C@H](CC2=CC=C(O)C=C2)NC1=O)[C@@H](C)O"",""source_ids"":[],""accession_numbers"":[],""evidence_sources"":[""identity_analysis"",""name_candidate"",""stitch_structure""]}]}",Retain all equivalent cross-namespace nodes without selecting a namespace.,false
627,teriparatide,CIDm16129682,SAFE_MULTI_NODE,"[""CHEMBL525610"",""DRUGBANK:DB06285""]","[""TERIPARATIDE"",""Teriparatide""]",2,"{""fused_evidence_class"":""unresolved_ambiguous"",""name_resolution_status"":""ambiguous"",""name_selected_id"":"""",""name_candidate_ids"":[""CHEMBL525610"",""DRUGBANK:DB06285""],""structure_status"":""equivalent_structure_group"",""structure_match_ids"":[""CHEMBL525610"",""DRUGBANK:DB06285""],""intersection_ids"":[""CHEMBL525610"",""DRUGBANK:DB06285""],""candidates"":[{""optimuskg_id"":""CHEMBL525610"",""name"":""TERIPARATIDE"",""type"":""Protein"",""matched_fields"":[""properties.name"",""properties.synonyms""],""inchi_key"":""OGBMKVWORPGQRR-UMXFMPSGSA-N"",""canonical_smiles"":""CC[C@H](C)[C@H](NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CO)NC(=O)[C@@H](NC(=O)[C@@H](N)CO)C(C)C)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCSC)C(=O)N[C@@H](Cc1cnc[nH]1)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](CC(C)C)C(=O)NCC(=O)N[C@@H](CCCCN)C(=O)N[C@@H](Cc1cnc[nH]1)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](CO)C(=O)N[C@@H](CCSC)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@H](C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@H](C(=O)N[C@@H](Cc1cnc[nH]1)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](Cc1ccccc1)C(=O)O)C(C)C)C(C)C"",""source_ids"":[""teriparatide"",""human/EPAR/teriparatide-sun""],""accession_numbers"":[],""evidence_sources"":[""identity_analysis"",""name_candidate"",""stitch_structure""]},{""optimuskg_id"":""DRUGBANK:DB06285"",""name"":""Teriparatide"",""type"":"""",""matched_fields"":[""properties.name"",""properties.synonyms""],""inchi_key"":""OGBMKVWORPGQRR-UMXFMPSGSA-N"",""canonical_smiles"":""CC[C@H](C)[C@H](NC(=O)[C@H](CCC(O)=O)NC(=O)[C@H](CO)NC(=O)[C@@H](NC(=O)[C@@H](N)CO)C(C)C)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCSC)C(=O)N[C@@H](CC1=CNC=N1)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](CC(C)C)C(=O)NCC(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CC1=CNC=N1)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](CO)C(=O)N[C@@H](CCSC)C(=O)N[C@@H](CCC(O)=O)C(=O)N[C@@H](CCCNC(N)=N)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](CCC(O)=O)C(=O)N[C@@H](CC1=CNC2=C1C=CC=C2)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCNC(N)=N)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CC(O)=O)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](CC1=CNC=N1)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](CC1=CC=CC=C1)C(O)=O"",""source_ids"":[],""accession_numbers"":[""DB05581""],""evidence_sources"":[""identity_analysis"",""name_candidate"",""stitch_structure""]}]}",Retain all equivalent cross-namespace nodes without selecting a namespace.,false
633,ambrisentan,CIDm06918493,SAFE_MULTI_NODE,"[""CHEMBL1111"",""RXNORM:358274""]","[""AMBRISENTAN"",""ambrisentan""]",2,"{""fused_evidence_class"":""unresolved_ambiguous"",""name_resolution_status"":""ambiguous"",""name_selected_id"":"""",""name_candidate_ids"":[""CHEMBL1111"",""RXNORM:358274""],""structure_status"":""stitch_not_found"",""structure_match_ids"":[],""intersection_ids"":[],""candidates"":[{""optimuskg_id"":""CHEMBL1111"",""name"":""AMBRISENTAN"",""type"":""Small molecule"",""matched_fields"":[""properties.name"",""properties.synonyms""],""inchi_key"":""OUJTZYPIHDYQMC-LJQANCHMSA-N"",""canonical_smiles"":""COC(c1ccccc1)(c1ccccc1)[C@H](Oc1nc(C)cc(C)n1)C(=O)O"",""source_ids"":[""ambrisentan"",""DB06403"",""human/EPAR/ambrisentan-mylan""],""accession_numbers"":[],""evidence_sources"":[""identity_analysis"",""name_candidate""]},{""optimuskg_id"":""RXNORM:358274"",""name"":""ambrisentan"",""type"":""Ingredient"",""matched_fields"":[""properties.name""],""inchi_key"":"""",""canonical_smiles"":"""",""source_ids"":[],""accession_numbers"":[],""evidence_sources"":[""identity_analysis"",""name_candidate""]}]}",Retain all compatible cross-namespace nodes; no chemical conflict is present.,false
645,ofatumumab,CIDm06918250,BIOLOGIC_OR_PEPTIDE,"[""CHEMBL1201836"",""DRUGBANK:DB06650""]","[""OFATUMUMAB"",""Ofatumumab""]",2,"{""fused_evidence_class"":""unresolved_ambiguous"",""name_resolution_status"":""ambiguous"",""name_selected_id"":"""",""name_candidate_ids"":[""CHEMBL1201836"",""DRUGBANK:DB06650""],""structure_status"":""stitch_not_found"",""structure_match_ids"":[],""intersection_ids"":[],""candidates"":[{""optimuskg_id"":""CHEMBL1201836"",""name"":""OFATUMUMAB"",""type"":""Antibody"",""matched_fields"":[""properties.name"",""properties.synonyms""],""inchi_key"":"""",""canonical_smiles"":"""",""source_ids"":[""human/EPAR/kesimpta"",""ofatumumab""],""accession_numbers"":[],""evidence_sources"":[""identity_analysis"",""name_candidate""]},{""optimuskg_id"":""DRUGBANK:DB06650"",""name"":""Ofatumumab"",""type"":"""",""matched_fields"":[""properties.name"",""properties.synonyms""],""inchi_key"":"""",""canonical_smiles"":"""",""source_ids"":[],""accession_numbers"":[],""evidence_sources"":[""identity_analysis"",""name_candidate""]}]}",Retain supported biologic nodes; structure absence is not disqualifying.,false
646,liraglutide,CIDm16134956,SAFE_MULTI_NODE,"[""CHEMBL4084119"",""DRUGBANK:DB06655""]","[""LIRAGLUTIDE"",""Liraglutide""]",2,"{""fused_evidence_class"":""unresolved_ambiguous"",""name_resolution_status"":""ambiguous"",""name_selected_id"":"""",""name_candidate_ids"":[""CHEMBL4084119"",""DRUGBANK:DB06655""],""structure_status"":""equivalent_structure_group"",""structure_match_ids"":[""CHEMBL4084119"",""DRUGBANK:DB06655""],""intersection_ids"":[""CHEMBL4084119"",""DRUGBANK:DB06655""],""candidates"":[{""optimuskg_id"":""CHEMBL4084119"",""name"":""LIRAGLUTIDE"",""type"":""Protein"",""matched_fields"":[""properties.name"",""properties.synonyms""],""inchi_key"":""YSDQQAXHVYUZIW-QCIJIYAXSA-N"",""canonical_smiles"":""CCCCCCCCCCCCCCCC(=O)N[C@@H](CCC(=O)NCCCC[C@H](NC(=O)[C@H](C)NC(=O)[C@H](C)NC(=O)[C@H](CCC(N)=O)NC(=O)CNC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CO)NC(=O)[C@H](CO)NC(=O)[C@@H](NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CO)NC(=O)[C@@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H](NC(=O)CNC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](C)NC(=O)[C@@H](N)Cc1cnc[nH]1)[C@@H](C)O)[C@@H](C)O)C(C)C)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@H](C(=O)N[C@@H](C)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](C(=O)N[C@@H](CCCNC(=N)N)C(=O)NCC(=O)N[C@@H](CCCNC(=N)N)C(=O)NCC(=O)O)C(C)C)[C@@H](C)CC)C(=O)O"",""source_ids"":[""liraglutide"",""liraglutide%20recombinant"",""human/EPAR/saxenda""],""accession_numbers"":[],""evidence_sources"":[""identity_analysis"",""name_candidate"",""stitch_structure""]},{""optimuskg_id"":""DRUGBANK:DB06655"",""name"":""Liraglutide"",""type"":"""",""matched_fields"":[""properties.name"",""properties.synonyms""],""inchi_key"":""YSDQQAXHVYUZIW-QCIJIYAXSA-N"",""canonical_smiles"":""CCCCCCCCCCCCCCCC(=O)N[C@@H](CCC(=O)NCCCC[C@H](NC(=O)[C@H](C)NC(=O)[C@H](C)NC(=O)[C@H](CCC(N)=O)NC(=O)CNC(=O)[C@H](CCC(O)=O)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC1=CC=C(O)C=C1)NC(=O)[C@H](CO)NC(=O)[C@H](CO)NC(=O)[C@@H](NC(=O)[C@H](CC(O)=O)NC(=O)[C@H](CO)NC(=O)[C@@H](NC(=O)[C@H](CC1=CC=CC=C1)NC(=O)[C@@H](NC(=O)CNC(=O)[C@H](CCC(O)=O)NC(=O)[C@H](C)NC(=O)[C@@H](N)CC1=CNC=N1)[C@@H](C)O)[C@@H](C)O)C(C)C)C(=O)N[C@@H](CCC(O)=O)C(=O)N[C@@H](CC1=CC=CC=C1)C(=O)N[C@@H]([C@@H](C)CC)C(=O)N[C@@H](C)C(=O)N[C@@H](CC1=CNC2=C1C=CC=C2)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](CCCNC(N)=N)C(=O)NCC(=O)N[C@@H](CCCNC(N)=N)C(=O)NCC(O)=O)C(O)=O"",""source_ids"":[],""accession_numbers"":[],""evidence_sources"":[""identity_analysis"",""name_candidate"",""stitch_structure""]}]}",Retain all equivalent cross-namespace nodes without selecting a namespace.,false
657,buserelin,CIDm00050224,BIOLOGIC_OR_PEPTIDE,"[""CHEMBL2110824"",""DRUGBANK:DB06719""]","[""BUSERELIN"",""Buserelin""]",2,"{""fused_evidence_class"":""unresolved_ambiguous"",""name_resolution_status"":""ambiguous"",""name_selected_id"":"""",""name_candidate_ids"":[""CHEMBL2110824"",""DRUGBANK:DB06719""],""structure_status"":""stitch_not_found"",""structure_match_ids"":[],""intersection_ids"":[],""candidates"":[{""optimuskg_id"":""CHEMBL2110824"",""name"":""BUSERELIN"",""type"":""Protein"",""matched_fields"":[""properties.name"",""properties.synonyms""],""inchi_key"":""CUWODFFVMXJOKD-UVLQAERKSA-N"",""canonical_smiles"":""CCNC(=O)[C@@H]1CCCN1C(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](COC(C)(C)C)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CO)NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](Cc1cnc[nH]1)NC(=O)[C@@H]1CCC(=O)N1"",""source_ids"":[],""accession_numbers"":[],""evidence_sources"":[""identity_analysis"",""name_candidate""]},{""optimuskg_id"":""DRUGBANK:DB06719"",""name"":""Buserelin"",""type"":"""",""matched_fields"":[""properties.name"",""properties.synonyms""],""inchi_key"":"""",""canonical_smiles"":"""",""source_ids"":[],""accession_numbers"":[],""evidence_sources"":[""identity_analysis"",""name_candidate""]}]}",Retain supported biologic nodes; structure absence is not disqualifying.,false
664,histrelin,CIDm25077993,FORM_OR_SALT_AMBIGUITY,"[""CHEMBL1200509"",""CHEMBL1201255"",""DRUGBANK:DB06788""]","[""HISTRELIN"",""HISTRELIN ACETATE"",""Histrelin""]",3,"{""fused_evidence_class"":""unresolved_ambiguous"",""name_resolution_status"":""ambiguous"",""name_selected_id"":"""",""name_candidate_ids"":[""CHEMBL1201255"",""DRUGBANK:DB06788""],""structure_status"":""multiple_structure_matches"",""structure_match_ids"":[""CHEMBL1200509"",""CHEMBL1201255"",""DRUGBANK:DB06788""],""intersection_ids"":[""CHEMBL1201255"",""DRUGBANK:DB06788""],""candidates"":[{""optimuskg_id"":""CHEMBL1200509"",""name"":""HISTRELIN ACETATE"",""type"":""Protein"",""matched_fields"":[],""inchi_key"":""OWAUGAMNPZHEOJ-YKZVIGSYSA-N"",""canonical_smiles"":""CC(=O)O.CCNC(=O)[C@@H]1CCCN1C(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](Cc1cn(Cc2ccccc2)cn1)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CO)NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](Cc1cnc[nH]1)NC(=O)[C@@H]1CCC(=O)N1"",""source_ids"":[""histrelin%20acetate""],""accession_numbers"":[],""evidence_sources"":[""stitch_structure""]},{""optimuskg_id"":""CHEMBL1201255"",""name"":""HISTRELIN"",""type"":""Protein"",""matched_fields"":[""properties.name"",""properties.synonyms""],""inchi_key"":""HHXHVIJIIXKSOE-QILQGKCVSA-N"",""canonical_smiles"":""CCNC(=O)[C@@H]1CCCN1C(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](Cc1cn(Cc2ccccc2)cn1)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CO)NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](Cc1cnc[nH]1)NC(=O)[C@@H]1CCC(=O)N1"",""source_ids"":[""5739""],""accession_numbers"":[],""evidence_sources"":[""identity_analysis"",""name_candidate"",""stitch_structure""]},{""optimuskg_id"":""DRUGBANK:DB06788"",""name"":""Histrelin"",""type"":"""",""matched_fields"":[""properties.name"",""properties.synonyms""],""inchi_key"":""BKEMVGVBBDMHKL-VYFXDUNUSA-N"",""canonical_smiles"":""CCNC(=O)[C@@H]1CCCN1C(=O)[C@H](CCCNC(N)=N)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](CC1=CN(CC2=CC=CC=C2)C=N1)NC(=O)[C@H](CC1=CC=C(O)C=C1)NC(=O)[C@H](CO)NC(=O)[C@H](CC1=CNC2=C1C=CC=C2)NC(=O)[C@H](CC1=CNC=N1)NC(=O)[C@@H]1CCC(=O)N1"",""source_ids"":[],""accession_numbers"":[],""evidence_sources"":[""identity_analysis"",""name_candidate"",""stitch_structure""]}]}","Review salt, form, stereochemistry, isotope, or formulation differences.",true
665,lanreotide,CIDm00071348,FORM_OR_SALT_AMBIGUITY,"[""CHEMBL1201184"",""CHEMBL1201185"",""DRUGBANK:DB06791""]","[""LANREOTIDE"",""LANREOTIDE ACETATE"",""Lanreotide""]",3,"{""fused_evidence_class"":""unresolved_ambiguous"",""name_resolution_status"":""ambiguous"",""name_selected_id"":"""",""name_candidate_ids"":[""CHEMBL1201185"",""DRUGBANK:DB06791""],""structure_status"":""multiple_structure_matches"",""structure_match_ids"":[""CHEMBL1201184"",""CHEMBL1201185"",""DRUGBANK:DB06791""],""intersection_ids"":[""CHEMBL1201185"",""DRUGBANK:DB06791""],""candidates"":[{""optimuskg_id"":""CHEMBL1201184"",""name"":""LANREOTIDE ACETATE"",""type"":""Protein"",""matched_fields"":[],""inchi_key"":""DEXPIBGCLCPUHE-UISHROKMSA-N"",""canonical_smiles"":""CC(=O)O.CC(C)[C@@H]1NC(=O)[C@H](CCCCN)NC(=O)[C@@H](Cc2c[nH]c3ccccc23)NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@@H](NC(=O)[C@H](N)Cc2ccc3ccccc3c2)CSSC[C@@H](C(=O)N[C@H](C(N)=O)[C@@H](C)O)NC1=O"",""source_ids"":[""lanreotide%20acetate""],""accession_numbers"":[],""evidence_sources"":[""stitch_structure""]},{""optimuskg_id"":""CHEMBL1201185"",""name"":""LANREOTIDE"",""type"":""Protein"",""matched_fields"":[""properties.name"",""properties.synonyms""],""inchi_key"":""PUDHBTGHUJUUFI-SCTWWAJVSA-N"",""canonical_smiles"":""CC(C)[C@@H]1NC(=O)[C@H](CCCCN)NC(=O)[C@@H](Cc2c[nH]c3ccccc23)NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@@H](NC(=O)[C@H](N)Cc2ccc3ccccc3c2)CSSC[C@@H](C(=O)N[C@H](C(N)=O)[C@@H](C)O)NC1=O"",""source_ids"":[],""accession_numbers"":[],""evidence_sources"":[""identity_analysis"",""name_candidate"",""stitch_structure""]},{""optimuskg_id"":""DRUGBANK:DB06791"",""name"":""Lanreotide"",""type"":"""",""matched_fields"":[""properties.name"",""properties.synonyms""],""inchi_key"":""PUDHBTGHUJUUFI-UHFFFAOYSA-N"",""canonical_smiles"":""CC(C)[C@@H]1NC(=O)[C@H](CCCCN)NC(=O)[C@@H](CC2=CNC3=C2C=CC=C3)NC(=O)[C@H](CC2=CC=C(O)C=C2)NC(=O)[C@H](CSSC[C@H](NC1=O)C(=O)N[C@@H]([C@@H](C)O)C(N)=O)NC(=O)[C@@H](N)CC1=CC=C2C=CC=CC2=C1"",""source_ids"":[],""accession_numbers"":[],""evidence_sources"":[""identity_analysis"",""name_candidate"",""stitch_structure""]}]}","Review salt, form, stereochemistry, isotope, or formulation differences.",true
666,lanthanum.carbonate,CIDm00168924,SAFE_MULTI_NODE,"[""CHEMBL2096647"",""DRUGBANK:DB06792""]","[""LANTHANUM CARBONATE"",""Lanthanum carbonate""]",2,"{""fused_evidence_class"":""unresolved_ambiguous"",""name_resolution_status"":""ambiguous"",""name_selected_id"":"""",""name_candidate_ids"":[],""structure_status"":""unique_structure_match"",""structure_match_ids"":[""DRUGBANK:DB06792""],""intersection_ids"":[],""candidates"":[{""optimuskg_id"":""CHEMBL2096647"",""name"":""LANTHANUM CARBONATE"",""type"":""Small molecule"",""matched_fields"":[""properties.name"",""properties.synonyms""],""inchi_key"":"""",""canonical_smiles"":"""",""source_ids"":[""lanthanum%20carbonate""],""accession_numbers"":[],""evidence_sources"":[""identity_analysis""]},{""optimuskg_id"":""DRUGBANK:DB06792"",""name"":""Lanthanum carbonate"",""type"":"""",""matched_fields"":[""properties.name""],""inchi_key"":""NZPIUJUFIFZSPW-UHFFFAOYSA-H"",""canonical_smiles"":"""",""source_ids"":[],""accession_numbers"":[],""evidence_sources"":[""identity_analysis"",""stitch_structure""]}]}",Retain all compatible cross-namespace nodes; no chemical conflict is present.,false
683,tesamorelin,CIDm44201342,BIOLOGIC_OR_PEPTIDE,"[""CHEMBL1237026"",""DRUGBANK:DB08869""]","[""TESAMORELIN"",""Tesamorelin""]",2,"{""fused_evidence_class"":""unresolved_ambiguous"",""name_resolution_status"":""ambiguous"",""name_selected_id"":"""",""name_candidate_ids"":[""CHEMBL1237026"",""DRUGBANK:DB08869""],""structure_status"":""stitch_found_no_optimuskg_match"",""structure_match_ids"":[],""intersection_ids"":[],""candidates"":[{""optimuskg_id"":""CHEMBL1237026"",""name"":""TESAMORELIN"",""type"":""Protein"",""matched_fields"":[""properties.name"",""properties.synonyms""],""inchi_key"":"""",""canonical_smiles"":"""",""source_ids"":[],""accession_numbers"":[],""evidence_sources"":[""identity_analysis"",""name_candidate""]},{""optimuskg_id"":""DRUGBANK:DB08869"",""name"":""Tesamorelin"",""type"":"""",""matched_fields"":[""properties.name"",""properties.synonyms""],""inchi_key"":"""",""canonical_smiles"":"""",""source_ids"":[],""accession_numbers"":[],""evidence_sources"":[""identity_analysis"",""name_candidate""]}]}",Retain supported biologic nodes; structure absence is not disqualifying.,false
