matrix_index,biokorf_side_id,side_effect_name,sider_umls_cui,meddra_id,meddra_name,canonical_optimuskg_id,alias_optimuskg_ids,optimuskg_node_count,identity_source,mapping_confidence,kg_mapping_status,has_kg_node,requires_review
387,BIOKORF_SIDE_387,haemoglobin,C0518015,10018876,Haemoglobin,,[],0,sider_umls_pt,high,external_meddra_only,False,True
388,BIOKORF_SIDE_388,haemoglobin decreased,C0162119,10018884,Haemoglobin decreased,,"[""HP_0001903""]",1,sider_umls_pt,high,meddra_with_alias_kg,True,False
389,BIOKORF_SIDE_389,haemolytic anaemia,C0002878,10018916,Haemolytic anaemia,,[],0,sider_umls_pt,high,external_meddra_only,False,True
390,BIOKORF_SIDE_390,haemolytic uremia syndrome,,,,,[],0,none,none,no_kg_evidence,False,True
391,BIOKORF_SIDE_391,blood streaked sputum,,,,,[],0,none,none,no_kg_evidence,False,True
392,BIOKORF_SIDE_392,haemorrhage,C0019080,10055798,Haemorrhage,,[],0,exact_meddra_pt_name,high,external_meddra_only,False,True
393,BIOKORF_SIDE_393,haemorrhage intracranial,C0151699,10018985,Haemorrhage intracranial,,[],0,sider_umls_pt,high,external_meddra_only,False,True
394,BIOKORF_SIDE_394,haemorrhagic disorder,C0019087,10019009,Haemorrhagic disorder,,"[""HP_0001928""]",1,exact_meddra_pt_name,high,meddra_with_alias_kg,True,False
395,BIOKORF_SIDE_395,hemorrhoids,,,,HP_0032551,[],1,step12_unique_exact_name,high,exact_other_ontology,True,False
396,BIOKORF_SIDE_396,hair colour changes,C0474378,10019030,Hair colour changes,,[],0,sider_umls_pt,high,external_meddra_only,False,True
397,BIOKORF_SIDE_397,hair disorder,C0018500,10019037,Hair disorder,,[],0,sider_umls_pt,high,external_meddra_only,False,True
398,BIOKORF_SIDE_398,hair texture abnormal,C0235807,10019049,Hair texture abnormal,,[],0,sider_umls_pt,high,external_meddra_only,False,True
399,BIOKORF_SIDE_399,hallucination,C0018524,10019063,Hallucination,meddra:10019063,"[""HP_0000738""]",2,sider_umls_pt,high,meddra_with_alias_kg,True,False
400,BIOKORF_SIDE_400,hangover,C0221100,10019133,Hangover,,[],0,sider_umls_pt,high,external_meddra_only,False,True
401,BIOKORF_SIDE_401,headache,C0018681,10019211,Headache,meddra:10019211,"[""HP_0002315""]",2,sider_umls_pt,high,meddra_with_alias_kg,True,False
402,BIOKORF_SIDE_402,hemiplegia,C0018991,10019468,Hemiplegia,,[],0,sider_umls_pt,high,external_meddra_only,False,True
403,BIOKORF_SIDE_403,hepatic cancer,C0345904,10073069,Hepatic cancer,,[],0,sider_umls_pt,high,external_meddra_only,False,True
404,BIOKORF_SIDE_404,hepatic enzyme increased,C0235996,10060795,Hepatic enzyme increased,,"[""HP_0002910""]",1,sider_umls_pt,high,meddra_with_alias_kg,True,False
405,BIOKORF_SIDE_405,hepatic failure,C0085605,10019663,Hepatic failure,meddra:10019663,"[""HP_0001399""]",2,sider_umls_pt,high,meddra_with_alias_kg,True,False
406,BIOKORF_SIDE_406,hepatic function abnormal,C0086565,10019670,Hepatic function abnormal,,"[""HP_0001410"",""HP_0002910""]",2,sider_umls_pt,high,meddra_with_alias_kg,True,False
407,BIOKORF_SIDE_407,hepatic necrosis,C0151798,10019692,Hepatic necrosis,,"[""HP_0002605""]",1,sider_umls_pt,high,meddra_with_alias_kg,True,False
408,BIOKORF_SIDE_408,hepatic steatosis,C2711227,10019708,Hepatic steatosis,,"[""HP_0001397""]",1,sider_umls_pt,high,meddra_with_alias_kg,True,False
409,BIOKORF_SIDE_409,hepatitis,C0019158,10019717,Hepatitis,meddra:10019717,"[""HP_0012115""]",2,sider_umls_pt,high,meddra_with_alias_kg,True,False
410,BIOKORF_SIDE_410,hepatitis cholestasis,,,,,[],0,none,none,no_kg_evidence,False,True
411,BIOKORF_SIDE_411,hepatobiliary disease,C0267792,10062000,Hepatobiliary disease,,[],0,sider_umls_pt,high,external_meddra_only,False,True
412,BIOKORF_SIDE_412,hepatocellular injury,C0151763,10019837,Hepatocellular injury,,[],0,sider_umls_pt,high,external_meddra_only,False,True
413,BIOKORF_SIDE_413,hepatomegaly,C0019209,10019842,Hepatomegaly,,"[""HP_0002240""]",1,sider_umls_pt,high,meddra_with_alias_kg,True,False
414,BIOKORF_SIDE_414,hepatotoxicity,C0235378,10019851,Hepatotoxicity,,[],0,sider_umls_pt,high,external_meddra_only,False,True
415,BIOKORF_SIDE_415,hernia,C0019270,10019909,Hernia,,"[""HP_0100790""]",1,sider_umls_pt,high,meddra_with_alias_kg,True,False
416,BIOKORF_SIDE_416,herpes simplex,C0019348,10019948,Herpes simplex,meddra:10019948,[],1,sider_umls_pt,high,canonical_meddra_with_kg,True,False
417,BIOKORF_SIDE_417,herpes virus infection,C0019372,10019973,Herpes virus infection,,[],0,sider_umls_pt,high,external_meddra_only,False,True
418,BIOKORF_SIDE_418,herpes zoster,C0019360,10019974,Herpes zoster,,[],0,sider_umls_pt,high,external_meddra_only,False,True
419,BIOKORF_SIDE_419,hiatus hernia,C3489393,10020028,Hiatus hernia,,"[""HP_0002036""]",1,sider_umls_pt,high,meddra_with_alias_kg,True,False
420,BIOKORF_SIDE_420,hiccups,C0019521,10020039,Hiccups,,[],0,sider_umls_pt,high,external_meddra_only,False,True
421,BIOKORF_SIDE_421,hirsutism,C0019572,10020112,Hirsutism,,"[""HP_0001007""]",1,sider_umls_pt,high,meddra_with_alias_kg,True,False
422,BIOKORF_SIDE_422,hostility,C0020039,10020400,Hostility,,[],0,sider_umls_pt,high,external_meddra_only,False,True
423,BIOKORF_SIDE_423,hot flush,C0600142,10060800,Hot flush,meddra:10060800,[],1,sider_umls_pt,high,canonical_meddra_with_kg,True,False
424,BIOKORF_SIDE_424,hyperacusis,C0034880,10020559,Hyperacusis,,[],0,sider_umls_pt,high,external_meddra_only,False,True
425,BIOKORF_SIDE_425,venous congestion,,,,,[],0,none,none,no_kg_evidence,False,True
426,BIOKORF_SIDE_426,allodynia mechanical,,,,,[],0,none,none,no_kg_evidence,False,True
427,BIOKORF_SIDE_427,bilirubin blood,,,,,[],0,none,none,no_kg_evidence,False,True
428,BIOKORF_SIDE_428,high calcium blood,,,,,[],0,none,none,no_kg_evidence,False,True
429,BIOKORF_SIDE_429,high calcium urine,,,,,[],0,none,none,no_kg_evidence,False,True
430,BIOKORF_SIDE_430,high cholesterol blood,,,,,[],0,none,none,no_kg_evidence,False,True
431,BIOKORF_SIDE_431,high blood sugar,,,,HP_0003074,[],1,step12_unique_exact_synonym,high,exact_other_ontology,True,False
432,BIOKORF_SIDE_432,hyperhidrosis,C0020458,10020642,Hyperhidrosis,,"[""HP_0000975""]",1,sider_umls_pt,high,meddra_with_alias_kg,True,False
433,BIOKORF_SIDE_433,high potassium blood,,,,,[],0,none,none,no_kg_evidence,False,True
434,BIOKORF_SIDE_434,hyperkeratosis,C0870082,10020649,Hyperkeratosis,,"[""HP_0000962""]",1,sider_umls_pt,high,meddra_with_alias_kg,True,False
435,BIOKORF_SIDE_435,movement function hyperactivity,,,,,[],0,none,none,no_kg_evidence,False,True
436,BIOKORF_SIDE_436,high lactic acid blood,,,,,[],0,none,none,no_kg_evidence,False,True
437,BIOKORF_SIDE_437,high levels of lipids,,,,,[],0,none,none,no_kg_evidence,False,True
438,BIOKORF_SIDE_438,high magnesium blood,,,,,[],0,none,none,no_kg_evidence,False,True
439,BIOKORF_SIDE_439,salt retention,,,,,[],0,none,none,no_kg_evidence,False,True
440,BIOKORF_SIDE_440,pain allergy,,,,,[],0,none,none,no_kg_evidence,False,True
441,BIOKORF_SIDE_441,high phosphorus blood,,,,,[],0,none,none,no_kg_evidence,False,True
442,BIOKORF_SIDE_442,exaggerated reflexes,,,,,[],0,none,none,no_kg_evidence,False,True
443,BIOKORF_SIDE_443,hypersensitivity,C0020517,10020751,Hypersensitivity,meddra:10020751,[],1,sider_umls_pt,high,canonical_meddra_with_kg,True,False
444,BIOKORF_SIDE_444,sleep excessive,,,,,[],0,none,none,no_kg_evidence,False,True
445,BIOKORF_SIDE_445,hypertension,C0020538,10020772,Hypertension,meddra:10020772,"[""HP_0000822""]",2,sider_umls_pt,high,meddra_with_alias_kg,True,False
446,BIOKORF_SIDE_446,hyperthyroidism,C0020550,10020850,Hyperthyroidism,,[],0,sider_umls_pt,high,external_meddra_only,False,True
447,BIOKORF_SIDE_447,tone increased,,,,,[],0,none,none,no_kg_evidence,False,True
448,BIOKORF_SIDE_448,hypertrichosis,C0020555,10020864,Hypertrichosis,,"[""HP_0000998""]",1,sider_umls_pt,high,meddra_with_alias_kg,True,False
449,BIOKORF_SIDE_449,high glycerin three ester blood,,,,,[],0,none,none,no_kg_evidence,False,True
450,BIOKORF_SIDE_450,high uric acid blood,,,,,[],0,none,none,no_kg_evidence,False,True
451,BIOKORF_SIDE_451,hyperventilation,C0020578,10020910,Hyperventilation,,"[""HP_0002883""]",1,sider_umls_pt,high,meddra_with_alias_kg,True,False
452,BIOKORF_SIDE_452,body numbness,,,,,[],0,none,none,no_kg_evidence,False,True
453,BIOKORF_SIDE_453,body numbness oral,,,,,[],0,none,none,no_kg_evidence,False,True
454,BIOKORF_SIDE_454,low albumin blood,,,,,[],0,none,none,no_kg_evidence,False,True
455,BIOKORF_SIDE_455,low calcium blood,,,,,[],0,none,none,no_kg_evidence,False,True
456,BIOKORF_SIDE_456,low chlorine blood,,,,,[],0,none,none,no_kg_evidence,False,True
457,BIOKORF_SIDE_457,chlorosis,,,,,[],0,none,none,no_kg_evidence,False,True
458,BIOKORF_SIDE_458,hypoglycemia,,,,HP_0001943,[],1,step12_unique_exact_name,high,exact_other_ontology,True,False
459,BIOKORF_SIDE_459,drenching sweats,,,,,[],0,none,none,no_kg_evidence,False,True
460,BIOKORF_SIDE_460,potassium deficiency,,,,,[],0,none,none,no_kg_evidence,False,True
461,BIOKORF_SIDE_461,activity motor retarded,,,,,[],0,none,none,no_kg_evidence,False,True
462,BIOKORF_SIDE_462,low magnesium blood,,,,,[],0,none,none,no_kg_evidence,False,True
463,BIOKORF_SIDE_463,hypomania,C0241934,10021030,Hypomania,,[],0,sider_umls_pt,high,external_meddra_only,False,True
464,BIOKORF_SIDE_464,low sodium blood,,,,,[],0,none,none,no_kg_evidence,False,True
465,BIOKORF_SIDE_465,phosphorus low blood,,,,,[],0,none,none,no_kg_evidence,False,True
466,BIOKORF_SIDE_466,potassium deficiency,,,,,[],0,none,none,no_kg_evidence,False,True
467,BIOKORF_SIDE_467,diminished reflexes,,,,,[],0,none,none,no_kg_evidence,False,True
468,BIOKORF_SIDE_468,hypotension,C0020649,10021097,Hypotension,meddra:10021097,[],1,exact_meddra_pt_name,high,canonical_meddra_with_kg,True,False
469,BIOKORF_SIDE_469,hypothermia,C0413252,10021113,Hypothermia,,[],0,sider_umls_pt,high,external_meddra_only,False,True
470,BIOKORF_SIDE_470,hypothyroidism,C0020676,10021114,Hypothyroidism,meddra:10021114,[],1,sider_umls_pt,high,canonical_meddra_with_kg,True,False
471,BIOKORF_SIDE_471,hypotonia,C0026827,10021118,Hypotonia,,"[""HP_0001252""]",1,sider_umls_pt,high,meddra_with_alias_kg,True,False
472,BIOKORF_SIDE_472,hypoventilation,C3203358,10021133,Hypoventilation,,"[""HP_0002791""]",1,sider_umls_pt,high,meddra_with_alias_kg,True,False
473,BIOKORF_SIDE_473,hypoxia,C0242184,10021143,Hypoxia,,[],0,sider_umls_pt,high,external_meddra_only,False,True
474,BIOKORF_SIDE_474,ileus,C1258215,10021328,Ileus,,[],0,sider_umls_pt,high,external_meddra_only,False,True
475,BIOKORF_SIDE_475,ileus paralytic,C0030446,10021333,Ileus paralytic,,"[""HP_0002590""]",1,sider_umls_pt,high,meddra_with_alias_kg,True,False
476,BIOKORF_SIDE_476,ill-defined disorder,C2047937,10061520,Ill-defined disorder,,[],0,sider_umls_pt,high,external_meddra_only,False,True
477,BIOKORF_SIDE_477,immune system disorder,C0021053,10021425,Immune system disorder,meddra:10021425,[],1,sider_umls_pt,high,canonical_meddra_with_kg,True,False
478,BIOKORF_SIDE_478,impaired gastric emptying,C0522063,10021518,Impaired gastric emptying,,[],0,sider_umls_pt,high,external_meddra_only,False,True
479,BIOKORF_SIDE_479,impaired healing,C0151692,10021519,Impaired healing,,[],0,sider_umls_pt,high,external_meddra_only,False,True
480,BIOKORF_SIDE_480,impetigo,C0021099,10021531,Impetigo,,[],0,sider_umls_pt,high,external_meddra_only,False,True
481,BIOKORF_SIDE_481,inappropriate antidiuretic hormone secretion,C0021141,10053198,Inappropriate antidiuretic hormone secretion,,[],0,sider_umls_pt,high,external_meddra_only,False,True
482,BIOKORF_SIDE_482,incontinence,C0021167,10021639,Incontinence,,[],0,sider_umls_pt,high,external_meddra_only,False,True
483,BIOKORF_SIDE_483,increased appetite,C0232461,10021654,Increased appetite,,"[""HP_0002591""]",1,sider_umls_pt,high,meddra_with_alias_kg,True,False
484,BIOKORF_SIDE_484,increased bronchial secretion,C1262144,10062530,Increased bronchial secretion,,[],0,sider_umls_pt,high,external_meddra_only,False,True
485,BIOKORF_SIDE_485,increased tendency to bruise,C0423798,10021688,Increased tendency to bruise,,"[""HP_0000978""]",1,sider_umls_pt,high,meddra_with_alias_kg,True,False
486,BIOKORF_SIDE_486,hardening,,,,,[],0,none,none,no_kg_evidence,False,True
487,BIOKORF_SIDE_487,infarction,C0021308,10061216,Infarction,,[],0,sider_umls_pt,high,external_meddra_only,False,True
488,BIOKORF_SIDE_488,infection,C0009450,10021789,Infection,meddra:10021789,[],1,sider_umls_pt,high,canonical_meddra_with_kg,True,False
489,BIOKORF_SIDE_489,infestation,C1384353,10061217,Infestation,,[],0,sider_umls_pt,high,external_meddra_only,False,True
490,BIOKORF_SIDE_490,inflammation,C0021368,10061218,Inflammation,,[],0,sider_umls_pt,high,external_meddra_only,False,True
491,BIOKORF_SIDE_491,influenza,C0021400,10022000,Influenza,meddra:10022000,[],1,sider_umls_pt,high,canonical_meddra_with_kg,True,False
492,BIOKORF_SIDE_492,influenza like illness,C0521839,10022004,Influenza like illness,,[],0,sider_umls_pt,high,external_meddra_only,False,True
493,BIOKORF_SIDE_493,infusion site pain,C1096035,10053483,Infusion site pain,,[],0,sider_umls_pt,high,external_meddra_only,False,True
494,BIOKORF_SIDE_494,infusion site reaction,C1096343,10054996,Infusion site reaction,,[],0,sider_umls_pt,high,external_meddra_only,False,True
495,BIOKORF_SIDE_495,injection site bruising,C0521508,10022052,Injection site bruising,,[],0,sider_umls_pt,high,external_meddra_only,False,True
496,BIOKORF_SIDE_496,injection site erythema,C0852625,10022061,Injection site erythema,,[],0,sider_umls_pt,high,external_meddra_only,False,True
497,BIOKORF_SIDE_497,injection site haemorrhage,C0151698,10022067,Injection site haemorrhage,,[],0,sider_umls_pt,high,external_meddra_only,False,True
498,BIOKORF_SIDE_498,injection site hardening,,,,,[],0,none,none,no_kg_evidence,False,True
499,BIOKORF_SIDE_499,injection site inflammation,C0151734,10022078,Injection site inflammation,,[],0,sider_umls_pt,high,external_meddra_only,False,True
500,BIOKORF_SIDE_500,injection site pain,C0151828,10022086,Injection site pain,,[],0,sider_umls_pt,high,external_meddra_only,False,True
501,BIOKORF_SIDE_501,injection site pruritus,C0852995,10022093,Injection site pruritus,,[],0,sider_umls_pt,high,external_meddra_only,False,True
502,BIOKORF_SIDE_502,injection site reaction,C0151735,10022095,Injection site reaction,meddra:10022095,[],1,sider_umls_pt,high,canonical_meddra_with_kg,True,False
503,BIOKORF_SIDE_503,injection site swelling,C0151605,10053425,Injection site swelling,,[],0,exact_meddra_pt_name,high,external_meddra_only,False,True
504,BIOKORF_SIDE_504,injury,C3263723,10022116,Injury,,[],0,sider_umls_pt,high,external_meddra_only,False,True
505,BIOKORF_SIDE_505,insomnia,C0917801,10022437,Insomnia,meddra:10022437,[],1,sider_umls_pt,high,canonical_meddra_with_kg,True,False
506,BIOKORF_SIDE_506,instillation site pain,C0858797,10022459,Instillation site pain,,[],0,sider_umls_pt,high,external_meddra_only,False,True
507,BIOKORF_SIDE_507,intermittent claudication,C0021775,10022562,Intermittent claudication,,[],0,sider_umls_pt,high,external_meddra_only,False,True
508,BIOKORF_SIDE_508,international normalised ratio increased,C0853225,10022595,International normalised ratio increased,,[],0,sider_umls_pt,high,external_meddra_only,False,True
509,BIOKORF_SIDE_509,interstitial lung disease,C0206062,10022611,Interstitial lung disease,meddra:10022611,"[""HP_0006530""]",2,sider_umls_pt,high,meddra_with_alias_kg,True,False
510,BIOKORF_SIDE_510,intestinal obstruction,C0021843,10022687,Intestinal obstruction,,[],0,sider_umls_pt,high,external_meddra_only,False,True
511,BIOKORF_SIDE_511,intestinal perforation,C0021845,10022694,Intestinal perforation,,[],0,sider_umls_pt,high,external_meddra_only,False,True
512,BIOKORF_SIDE_512,intracranial pressure increased,C0151740,10022773,Intracranial pressure increased,,"[""HP_0002516""]",1,exact_meddra_pt_name,high,meddra_with_alias_kg,True,False
513,BIOKORF_SIDE_513,intraocular pressure increased,C0234708,10022806,Intraocular pressure increased,,[],0,sider_umls_pt,high,external_meddra_only,False,True
514,BIOKORF_SIDE_514,iris inflammation,,,,,[],0,none,none,no_kg_evidence,False,True
515,BIOKORF_SIDE_515,iron deficiency anaemia,C0162316,10022972,Iron deficiency anaemia,,"[""HP_0001891""]",1,sider_umls_pt,high,meddra_with_alias_kg,True,False
516,BIOKORF_SIDE_516,irritability,C0022107,10022998,Irritability,meddra:10022998,[],1,sider_umls_pt,high,canonical_meddra_with_kg,True,False
517,BIOKORF_SIDE_517,irritable bowel syndrome,C0022104,10023003,Irritable bowel syndrome,,[],0,sider_umls_pt,high,external_meddra_only,False,True
518,BIOKORF_SIDE_518,ischaemia,C0022116,10061255,Ischaemia,,[],0,sider_umls_pt,high,external_meddra_only,False,True
519,BIOKORF_SIDE_519,jaundice,C0022346,10023126,Jaundice,meddra:10023126,"[""HP_0000952""]",2,sider_umls_pt,high,meddra_with_alias_kg,True,False
520,BIOKORF_SIDE_520,obstructive jaundice,,,,,[],0,none,none,no_kg_evidence,False,True
521,BIOKORF_SIDE_521,joint stiffness,C0162298,10023230,Joint stiffness,,"[""HP_0001387""]",1,sider_umls_pt,high,meddra_with_alias_kg,True,False
522,BIOKORF_SIDE_522,joint swelling,C0152031,10023232,Joint swelling,,"[""HP_0001386""]",1,sider_umls_pt,high,meddra_with_alias_kg,True,False
523,BIOKORF_SIDE_523,keratitis,C0022568,10023332,Keratitis,,"[""HP_0000491""]",1,sider_umls_pt,high,meddra_with_alias_kg,True,False
524,BIOKORF_SIDE_524,ketosis,C0022638,10023391,Ketosis,,[],0,sider_umls_pt,high,external_meddra_only,False,True
525,BIOKORF_SIDE_525,laboratory test abnormal,C0438215,10023547,Laboratory test abnormal,,[],0,sider_umls_pt,high,external_meddra_only,False,True
526,BIOKORF_SIDE_526,inner ear infection,,,,,[],0,none,none,no_kg_evidence,False,True
527,BIOKORF_SIDE_527,laceration,C0043246,10023572,Laceration,,[],0,sider_umls_pt,high,external_meddra_only,False,True
528,BIOKORF_SIDE_528,lacrimal disorder,C0022904,10061525,Lacrimal disorder,,[],0,exact_meddra_pt_name,high,external_meddra_only,False,True
529,BIOKORF_SIDE_529,lacrimal structural disorder,C3495920,10072746,Lacrimal structural disorder,,[],0,sider_umls_pt,high,external_meddra_only,False,True
530,BIOKORF_SIDE_530,lacrimation increased,C0152227,10023644,Lacrimation increased,,"[""HP_0009926""]",1,sider_umls_pt,high,meddra_with_alias_kg,True,False
531,BIOKORF_SIDE_531,lactic acidosis,C0001125,10023676,Lactic acidosis,meddra:10023676,"[""HP_0003128""]",2,sider_umls_pt,high,meddra_with_alias_kg,True,False
532,BIOKORF_SIDE_532,laryngeal oedema,C0023052,10023845,Laryngeal oedema,,[],0,sider_umls_pt,high,external_meddra_only,False,True
533,BIOKORF_SIDE_533,laryngeal pain,C0549373,10023848,Laryngeal pain,,[],0,sider_umls_pt,high,external_meddra_only,False,True
534,BIOKORF_SIDE_534,laryngitis,C0023067,10023874,Laryngitis,,[],0,exact_meddra_pt_name,high,external_meddra_only,False,True
535,BIOKORF_SIDE_535,laryngeal spasm,,,,,[],0,none,none,no_kg_evidence,False,True
536,BIOKORF_SIDE_536,lethargy,C0023380,10024264,Lethargy,,"[""HP_0001254""]",1,sider_umls_pt,high,meddra_with_alias_kg,True,False
537,BIOKORF_SIDE_537,leukocytosis,C0023518,10024378,Leukocytosis,,"[""HP_0001974""]",1,sider_umls_pt,high,meddra_with_alias_kg,True,False
538,BIOKORF_SIDE_538,vitiligo,C0042900,10047642,Vitiligo,,[],0,sider_umls_pt,high,external_meddra_only,False,True
539,BIOKORF_SIDE_539,leukopenia,C0023530,10024384,Leukopenia,,"[""HP_0001882""]",1,sider_umls_pt,high,meddra_with_alias_kg,True,False
540,BIOKORF_SIDE_540,libido decreased,C0011124,10024419,Libido decreased,,[],0,sider_umls_pt,high,external_meddra_only,False,True
541,BIOKORF_SIDE_541,libido disorder,C0854382,10061221,Libido disorder,,[],0,sider_umls_pt,high,external_meddra_only,False,True
542,BIOKORF_SIDE_542,libido increased,C0021177,10024421,Libido increased,,[],0,sider_umls_pt,high,external_meddra_only,False,True
543,BIOKORF_SIDE_543,mossy keratosis,,,,,[],0,none,none,no_kg_evidence,False,True
544,BIOKORF_SIDE_544,ligament sprain,C0435002,10024453,Ligament sprain,,[],0,sider_umls_pt,high,external_meddra_only,False,True
545,BIOKORF_SIDE_545,lipase increased,C0549475,10024574,Lipase increased,,[],0,sider_umls_pt,high,external_meddra_only,False,True
546,BIOKORF_SIDE_546,lipodystrophy acquired,C0877192,10049287,Lipodystrophy acquired,,[],0,sider_umls_pt,high,external_meddra_only,False,True
547,BIOKORF_SIDE_547,liver disorder,C0023895,10024670,Liver disorder,,"[""HP_0001392""]",1,sider_umls_pt,high,meddra_with_alias_kg,True,False
548,BIOKORF_SIDE_548,liver function test abnormal,C0151766,10024690,Liver function test abnormal,,"[""HP_0002910""]",1,sider_umls_pt,high,meddra_with_alias_kg,True,False
549,BIOKORF_SIDE_549,liver injury,C0160390,10067125,Liver injury,,[],0,sider_umls_pt,high,external_meddra_only,False,True
550,BIOKORF_SIDE_550,local swelling,C0853619,10024770,Local swelling,,[],0,sider_umls_pt,high,external_meddra_only,False,True
551,BIOKORF_SIDE_551,loss of consciousness,C0041657,10024855,Loss of consciousness,,"[""HP_0007185""]",1,sider_umls_pt,high,meddra_with_alias_kg,True,False
552,BIOKORF_SIDE_552,loss of libido,C2981158,10024870,Loss of libido,,[],0,sider_umls_pt,high,external_meddra_only,False,True
553,BIOKORF_SIDE_553,lower respiratory tract infection,C0149725,10024968,Lower respiratory tract infection,,"[""HP_0002783""]",1,sider_umls_pt,high,meddra_with_alias_kg,True,False
554,BIOKORF_SIDE_554,lung disorder,C0024115,10025082,Lung disorder,,"[""HP_0002088""]",1,sider_umls_pt,high,meddra_with_alias_kg,True,False
555,BIOKORF_SIDE_555,lung infection,C0876973,10061229,Lung infection,,[],0,sider_umls_pt,high,external_meddra_only,False,True
556,BIOKORF_SIDE_556,lung infiltration,C0235896,10025102,Lung infiltration,,[],0,sider_umls_pt,high,external_meddra_only,False,True
557,BIOKORF_SIDE_557,lymphadenopathy,C0497156,10025197,Lymphadenopathy,,"[""HP_0002716""]",1,sider_umls_pt,high,meddra_with_alias_kg,True,False
558,BIOKORF_SIDE_558,lymphocyte count decreased,C0853986,10025256,Lymphocyte count decreased,,[],0,sider_umls_pt,high,external_meddra_only,False,True
559,BIOKORF_SIDE_559,lymphocyte excess,,,,,[],0,none,none,no_kg_evidence,False,True
560,BIOKORF_SIDE_560,lymph edema,,,,,[],0,none,none,no_kg_evidence,False,True
561,BIOKORF_SIDE_561,lymph tumor,,,,,[],0,none,none,no_kg_evidence,False,True
562,BIOKORF_SIDE_562,lymph cell cut back,,,,,[],0,none,none,no_kg_evidence,False,True
563,BIOKORF_SIDE_563,major depression,C1269683,10057840,Major depression,,[],0,sider_umls_pt,high,external_meddra_only,False,True
564,BIOKORF_SIDE_564,malaise,C0231218,10025482,Malaise,meddra:10025482,[],1,sider_umls_pt,high,canonical_meddra_with_kg,True,False
565,BIOKORF_SIDE_565,malignant melanoma,C0025202,10025650,Malignant melanoma,,[],0,sider_umls_pt,high,external_meddra_only,False,True
566,BIOKORF_SIDE_566,malnutrition,C0162429,10061273,Malnutrition,,[],0,sider_umls_pt,high,external_meddra_only,False,True
567,BIOKORF_SIDE_567,mania,C0338831,10026749,Mania,meddra:10026749,[],1,sider_umls_pt,high,canonical_meddra_with_kg,True,False
568,BIOKORF_SIDE_568,mastitis,C0024894,10026883,Mastitis,,[],0,exact_meddra_pt_name,high,external_meddra_only,False,True
569,BIOKORF_SIDE_569,mediastinal disorder,C0025061,10061280,Mediastinal disorder,,[],0,sider_umls_pt,high,external_meddra_only,False,True
570,BIOKORF_SIDE_570,blood clot excretion,,,,,[],0,none,none,no_kg_evidence,False,True
571,BIOKORF_SIDE_571,melanosis,C0025209,10027157,Melanosis,,[],0,sider_umls_pt,high,external_meddra_only,False,True
572,BIOKORF_SIDE_572,memory impairment,C0233794,10027175,Memory impairment,,[],0,sider_umls_pt,high,external_meddra_only,False,True
573,BIOKORF_SIDE_573,meningitis,C0025289,10027199,Meningitis,,"[""HP_0001287""]",1,sider_umls_pt,high,meddra_with_alias_kg,True,False
574,BIOKORF_SIDE_574,menopausal symptoms,C0236075,10027304,Menopausal symptoms,,[],0,sider_umls_pt,high,external_meddra_only,False,True
575,BIOKORF_SIDE_575,menopause,C0025320,10027308,Menopause,,[],0,sider_umls_pt,high,external_meddra_only,False,True
576,BIOKORF_SIDE_576,menorrhagia,C0025323,10027313,Menorrhagia,,"[""HP_0000132""]",1,sider_umls_pt,high,meddra_with_alias_kg,True,False
577,BIOKORF_SIDE_577,menstrual disorder,C0025345,10027327,Menstrual disorder,,[],0,sider_umls_pt,high,external_meddra_only,False,True
578,BIOKORF_SIDE_578,menstruation irregular,C0156404,10027339,Menstruation irregular,,[],0,sider_umls_pt,high,external_meddra_only,False,True
579,BIOKORF_SIDE_579,mental disability,C1306341,10027353,Mental disability,,[],0,exact_meddra_pt_name,high,external_meddra_only,False,True
580,BIOKORF_SIDE_580,mental disorder,C0004936,10061284,Mental disorder,,[],0,sider_umls_pt,high,external_meddra_only,False,True
581,BIOKORF_SIDE_581,metabolic acidosis,C0220981,10027417,Metabolic acidosis,,"[""HP_0001942""]",1,sider_umls_pt,high,meddra_with_alias_kg,True,False
582,BIOKORF_SIDE_582,break through bleeding,,,,,[],0,none,none,no_kg_evidence,False,True
583,BIOKORF_SIDE_583,urination disorder,,,,,[],0,none,none,no_kg_evidence,False,True
584,BIOKORF_SIDE_584,urination urgency,,,,,[],0,none,none,no_kg_evidence,False,True
585,BIOKORF_SIDE_585,migraine,C0149931,10027599,Migraine,,[],0,sider_umls_pt,high,external_meddra_only,False,True
586,BIOKORF_SIDE_586,miosis,C0026205,10027646,Miosis,,"[""HP_0000616""]",1,sider_umls_pt,high,meddra_with_alias_kg,True,False
587,BIOKORF_SIDE_587,single core cell increase,,,,,[],0,none,none,no_kg_evidence,False,True
588,BIOKORF_SIDE_588,mood swings,C0085633,10027951,Mood swings,,"[""HP_0000712""]",1,exact_meddra_pt_name,high,meddra_with_alias_kg,True,False
589,BIOKORF_SIDE_589,motion sickness,C0026603,10027990,Motion sickness,,[],0,sider_umls_pt,high,external_meddra_only,False,True
590,BIOKORF_SIDE_590,mouth ulceration,C0149745,10028034,Mouth ulceration,,"[""HP_0000155""]",1,sider_umls_pt,high,meddra_with_alias_kg,True,False
591,BIOKORF_SIDE_591,movement disorder,C0026650,10028035,Movement disorder,,"[""HP_0100022""]",1,sider_umls_pt,high,meddra_with_alias_kg,True,False
