matrix_index,drug_name,stitch_id,name_resolution_status,name_selected_id,name_candidate_ids,structure_status,structure_match_ids,intersection_ids,proposed_optimuskg_id,evidence_class,confidence,final_status
276,daunorubicin,CIDm00030323,resolved,CHEMBL178,"[""CHEMBL178""]",stitch_not_found,[],[],CHEMBL178,name_only_resolved,high,resolved
277,furosemide,CIDm00003440,resolved,CHEMBL35,"[""CHEMBL35""]",unique_structure_match,"[""CHEMBL35""]","[""CHEMBL35""]",CHEMBL35,confirmed_name_structure,very_high,resolved
278,tizanidine,CIDm00005487,resolved,CHEMBL1079,"[""CHEMBL1079""]",multiple_structure_matches,"[""CHEMBL1079"",""CHEMBL1200329""]","[""CHEMBL1079""]",CHEMBL1079,confirmed_name_structure,very_high,resolved
279,eplerenone,CIDm00443872,resolved,CHEMBL1095097,"[""CHEMBL1095097""]",stitch_not_found,[],[],CHEMBL1095097,name_only_resolved,high,resolved
280,amprenavir,CIDm00065016,resolved,CHEMBL116,"[""CHEMBL116""]",stitch_not_found,[],[],CHEMBL116,name_only_resolved,high,resolved
281,naltrexone,CIDm05360515,resolved,CHEMBL19019,"[""CHEMBL19019""]",stitch_not_found,[],[],CHEMBL19019,name_only_resolved,high,resolved
282,delavirdine,CIDm00005625,resolved,CHEMBL593,"[""CHEMBL593""]",multiple_structure_matches,"[""CHEMBL593"",""CHEMBL929""]","[""CHEMBL593""]",CHEMBL593,confirmed_name_structure,very_high,resolved
283,tamsulosin,CIDm00129211,resolved,CHEMBL836,"[""CHEMBL836""]",stitch_not_found,[],[],CHEMBL836,name_only_resolved,high,resolved
284,porfimer.sodium,CIDm03086257,ambiguous,"",[],stitch_found_no_optimuskg_match,[],[],"",unresolved_ambiguous,review_required,unresolved
285,sufentanil,CIDm00041693,resolved,CHEMBL658,"[""CHEMBL658""]",multiple_structure_matches,"[""CHEMBL1201163"",""CHEMBL658""]","[""CHEMBL658""]",CHEMBL658,confirmed_name_structure,very_high,resolved
286,lamivudine,CIDm00060825,ambiguous,"","[""CHEMBL141"",""RXNORM:68244""]",stitch_not_found,[],[],"",unresolved_ambiguous,review_required,unresolved
287,ibandronic.acid,CIDm00060852,resolved,CHEMBL997,[],multiple_structure_matches,"[""CHEMBL3989569"",""CHEMBL997""]",[],CHEMBL997,confirmed_name_structure,very_high,resolved
288,apomorphine,CIDm00006005,resolved,CHEMBL53,"[""CHEMBL53""]",stitch_not_found,[],[],CHEMBL53,name_only_resolved,high,resolved
289,paroxetine,CIDm00043815,resolved,CHEMBL490,"[""CHEMBL490""]",stitch_not_found,[],[],CHEMBL490,name_only_resolved,high,resolved
290,adefovir.dipivoxil,CIDm00060871,resolved,CHEMBL922,[],unique_structure_match,"[""CHEMBL922""]",[],CHEMBL922,confirmed_name_structure,very_high,resolved
291,lisinopril,CIDm05362118,resolved,CHEMBL419213,"[""CHEMBL1237"",""CHEMBL419213""]",stitch_not_found,[],[],CHEMBL419213,supported_canonical_name,high,resolved
292,imiquimod,CIDm00057469,resolved,CHEMBL1282,"[""CHEMBL1282""]",unique_structure_match,"[""CHEMBL1282""]","[""CHEMBL1282""]",CHEMBL1282,confirmed_name_structure,very_high,resolved
293,glyceryl.trinitrate,CIDm00004510,resolved,CHEMBL730,[],unique_structure_match,"[""CHEMBL730""]",[],CHEMBL730,confirmed_name_structure,very_high,resolved
294,nateglinide,CIDm05311309,resolved,CHEMBL783,"[""CHEMBL783""]",stitch_not_found,[],[],CHEMBL783,name_only_resolved,high,resolved
295,risperidone,CIDm00005073,ambiguous,"","[""CHEMBL85"",""RXNORM:35636""]",unique_structure_match,"[""CHEMBL85""]","[""CHEMBL85""]",CHEMBL85,resolved_by_unique_structure_candidate,very_high,resolved
296,naftifine,CIDm00047641,ambiguous,"","[""CHEMBL626"",""DRUGBANK:DB00735""]",stitch_not_found,[],[],"",unresolved_ambiguous,review_required,unresolved
297,esomeprazole,CIDm09579578,resolved,CHEMBL1201320,"[""CHEMBL1201320""]",stitch_not_found,[],[],CHEMBL1201320,name_only_resolved,high,resolved
298,pentamidine.isethionate,CIDm00004735,resolved,CHEMBL361506,[],unique_structure_match,"[""CHEMBL55""]",[],"",conflicting_evidence,review_required,review_required
299,riluzole,CIDm00005070,ambiguous,"","[""CHEMBL744"",""RXNORM:35623""]",unique_structure_match,"[""CHEMBL744""]","[""CHEMBL744""]",CHEMBL744,resolved_by_unique_structure_candidate,very_high,resolved
300,hydrocortisone,CIDm00005754,resolved,CHEMBL389621,"[""CHEMBL389621""]",stitch_not_found,[],[],CHEMBL389621,name_only_resolved,high,resolved
301,mannitol,CIDm00006251,resolved,CHEMBL689,"[""CHEMBL689""]",stitch_not_found,[],[],CHEMBL689,name_only_resolved,high,resolved
302,gadobenic.acid,CIDm06918204,resolved,DRUGBANK:DB00743,[],stitch_not_found,[],[],DRUGBANK:DB00743,name_only_resolved,high,resolved
303,modafinil,CIDm00004236,resolved,CHEMBL1373,"[""CHEMBL1373""]",multiple_structure_matches,"[""CHEMBL1201192"",""CHEMBL1373""]","[""CHEMBL1373""]",CHEMBL1373,confirmed_name_structure,very_high,resolved
304,deferoxamine,CIDm00002973,resolved,CHEMBL556,"[""CHEMBL556""]",multiple_structure_matches,"[""CHEMBL1234"",""CHEMBL556""]","[""CHEMBL556""]",CHEMBL556,confirmed_name_structure,very_high,resolved
305,tretinoin,CIDm00444795,resolved,CHEMBL38,"[""CHEMBL38""]",stitch_not_found,[],[],CHEMBL38,name_only_resolved,high,resolved
306,dolasetron,CIDm14476155,resolved,CHEMBL2368925,"[""CHEMBL2368925""]",stitch_not_found,[],[],CHEMBL2368925,name_only_resolved,high,resolved
307,clopidogrel,CIDm00060606,resolved,CHEMBL1771,"[""CHEMBL1771""]",stitch_not_found,[],[],CHEMBL1771,name_only_resolved,high,resolved
308,meropenem,CIDm00060706,resolved,CHEMBL127,"[""CHEMBL127""]",unique_structure_match,"[""CHEMBL127""]","[""CHEMBL127""]",CHEMBL127,confirmed_name_structure,very_high,resolved
309,irinotecan,CIDm00060837,resolved,CHEMBL481,"[""CHEMBL481""]",stitch_not_found,[],[],CHEMBL481,name_only_resolved,high,resolved
310,olopatadine,CIDm05281071,resolved,CHEMBL1189432,"[""CHEMBL1189432""]",stitch_not_found,[],[],CHEMBL1189432,name_only_resolved,high,resolved
311,alprostadil,CIDm06433212,resolved,CHEMBL495,"[""CHEMBL495""]",stitch_not_found,[],[],CHEMBL495,name_only_resolved,high,resolved
312,etoposide,CIDm00036462,resolved,CHEMBL44657,"[""CHEMBL44657""]",stitch_not_found,[],[],CHEMBL44657,name_only_resolved,high,resolved
313,tirofiban,CIDm00060946,resolved,CHEMBL916,"[""CHEMBL916""]",stitch_not_found,[],[],CHEMBL916,name_only_resolved,high,resolved
314,oxcarbazepine,CIDm00034312,resolved,CHEMBL1068,"[""CHEMBL1068""]",unique_structure_match,"[""CHEMBL1068""]","[""CHEMBL1068""]",CHEMBL1068,confirmed_name_structure,very_high,resolved
315,estradiol,CIDm00005757,ambiguous,"","[""CHEMBL135"",""RXNORM:4083""]",stitch_not_found,[],[],"",unresolved_ambiguous,review_required,unresolved
316,aciclovir,CIDm00002022,resolved,CHEMBL184,"[""CHEMBL184""]",multiple_structure_matches,"[""CHEMBL1200380"",""CHEMBL184""]","[""CHEMBL184""]",CHEMBL184,confirmed_name_structure,very_high,resolved
317,naproxen,CIDm00156391,resolved,CHEMBL154,"[""CHEMBL154""]",stitch_not_found,[],[],CHEMBL154,name_only_resolved,high,resolved
318,perindopril,CIDm00107807,resolved,CHEMBL1581,"[""CHEMBL1581""]",stitch_not_found,[],[],CHEMBL1581,name_only_resolved,high,resolved
319,sulfasalazine,CIDm05359476,resolved,CHEMBL421,"[""CHEMBL421""]",stitch_not_found,[],[],CHEMBL421,name_only_resolved,high,resolved
320,tazarotene,CIDm00005381,resolved,CHEMBL1657,"[""CHEMBL1657""]",unique_structure_match,"[""CHEMBL1657""]","[""CHEMBL1657""]",CHEMBL1657,confirmed_name_structure,very_high,resolved
321,alfentanil,CIDm00051263,resolved,CHEMBL634,"[""CHEMBL634""]",multiple_structure_matches,"[""CHEMBL1200531"",""CHEMBL634""]","[""CHEMBL634""]",CHEMBL634,confirmed_name_structure,very_high,resolved
322,dicycloverine,CIDm00003042,resolved,CHEMBL1123,"[""CHEMBL1123""]",multiple_structure_matches,"[""CHEMBL1123"",""CHEMBL1200479""]","[""CHEMBL1123""]",CHEMBL1123,confirmed_name_structure,very_high,resolved
323,pentoxifylline,CIDm00004740,resolved,CHEMBL628,"[""CHEMBL628""]",unique_structure_match,"[""CHEMBL628""]","[""CHEMBL628""]",CHEMBL628,confirmed_name_structure,very_high,resolved
324,indapamide,CIDm00003702,resolved,CHEMBL406,"[""CHEMBL406""]",unique_structure_match,"[""CHEMBL406""]","[""CHEMBL406""]",CHEMBL406,confirmed_name_structure,very_high,resolved
325,ribavirin,CIDm00037542,resolved,CHEMBL1643,"[""CHEMBL1643""]",stitch_not_found,[],[],CHEMBL1643,name_only_resolved,high,resolved
326,fentanyl,CIDm00003345,ambiguous,"","[""CHEMBL596"",""RXNORM:4337""]",multiple_structure_matches,"[""CHEMBL1201159"",""CHEMBL596"",""CHEMBL688""]","[""CHEMBL596""]",CHEMBL596,resolved_by_unique_intersection,very_high,resolved
327,meloxicam,CIDm00004051,resolved,CHEMBL599,"[""CHEMBL599""]",unique_structure_match,"[""CHEMBL599""]","[""CHEMBL599""]",CHEMBL599,confirmed_name_structure,very_high,resolved
328,orciprenaline,CIDm00004086,resolved,CHEMBL776,"[""CHEMBL776""]",multiple_structure_matches,"[""CHEMBL1568057"",""CHEMBL776""]","[""CHEMBL776""]",CHEMBL776,confirmed_name_structure,very_high,resolved
329,tadalafil,CIDm00110635,resolved,CHEMBL779,"[""CHEMBL779""]",unique_structure_match,"[""CHEMBL779""]","[""CHEMBL779""]",CHEMBL779,confirmed_name_structure,very_high,resolved
330,fosfomycin,CIDm00073491,resolved,CHEMBL1757,"[""CHEMBL1757""]",stitch_not_found,[],[],CHEMBL1757,name_only_resolved,high,resolved
331,diazepam,CIDm00003016,resolved,CHEMBL12,"[""CHEMBL12""]",unique_structure_match,"[""CHEMBL12""]","[""CHEMBL12""]",CHEMBL12,confirmed_name_structure,very_high,resolved
332,cefaclor,CIDm00051038,resolved,CHEMBL1201018,"[""CHEMBL1201018"",""CHEMBL680""]",stitch_not_found,[],[],CHEMBL1201018,supported_canonical_name,high,resolved
333,mifepristone,CIDm00055245,resolved,CHEMBL1276308,"[""CHEMBL1276308""]",stitch_not_found,[],[],CHEMBL1276308,name_only_resolved,high,resolved
334,donepezil,CIDm00003152,resolved,CHEMBL502,"[""CHEMBL502""]",multiple_structure_matches,"[""CHEMBL107316"",""CHEMBL1678"",""CHEMBL502""]","[""CHEMBL502""]",CHEMBL502,confirmed_name_structure,very_high,resolved
335,mercaptamine,CIDm00006058,resolved,CHEMBL602,"[""CHEMBL602""]",unique_structure_match,"[""CHEMBL602""]","[""CHEMBL602""]",CHEMBL602,confirmed_name_structure,very_high,resolved
336,dacarbazine,CIDm05353562,resolved,CHEMBL476,"[""CHEMBL476""]",stitch_not_found,[],[],CHEMBL476,name_only_resolved,high,resolved
337,temozolomide,CIDm00005394,resolved,CHEMBL810,"[""CHEMBL810""]",unique_structure_match,"[""CHEMBL810""]","[""CHEMBL810""]",CHEMBL810,confirmed_name_structure,very_high,resolved
338,aminolevulinic.acid,CIDm00000137,resolved,CHEMBL601,[],multiple_structure_matches,"[""CHEMBL1200582"",""CHEMBL601""]",[],CHEMBL601,confirmed_name_structure,very_high,resolved
339,terbinafine,CIDm01549007,resolved,CHEMBL822,"[""CHEMBL822""]",stitch_not_found,[],[],CHEMBL822,name_only_resolved,high,resolved
340,penicillamine,CIDm00005852,resolved,CHEMBL1430,"[""CHEMBL1430""]",stitch_not_found,[],[],CHEMBL1430,name_only_resolved,high,resolved
341,vardenafil,CIDm00110634,ambiguous,"","[""CHEMBL1520"",""RXNORM:306674""]",multiple_structure_matches,"[""CHEMBL1339"",""CHEMBL1520""]","[""CHEMBL1520""]",CHEMBL1520,resolved_by_unique_intersection,very_high,resolved
342,tacrolimus,CIDm00445643,resolved,CHEMBL3989887,"[""CHEMBL269732"",""CHEMBL3989887""]",stitch_not_found,[],[],CHEMBL3989887,supported_canonical_name,high,resolved
343,terbutaline,CIDm00005403,resolved,CHEMBL1760,"[""CHEMBL1760""]",multiple_structure_matches,"[""CHEMBL1315867"",""CHEMBL1760""]","[""CHEMBL1760""]",CHEMBL1760,confirmed_name_structure,very_high,resolved
344,conivaptan,CIDm00151171,resolved,CHEMBL1755,"[""CHEMBL1755""]",multiple_structure_matches,"[""CHEMBL1201108"",""CHEMBL1755""]","[""CHEMBL1755""]",CHEMBL1755,confirmed_name_structure,very_high,resolved
345,eprosartan,CIDm05281037,resolved,CHEMBL813,"[""CHEMBL813""]",stitch_not_found,[],[],CHEMBL813,name_only_resolved,high,resolved
346,sirolimus,CIDm05284616,resolved,CHEMBL413,"[""CHEMBL413""]",stitch_not_found,[],[],CHEMBL413,name_only_resolved,high,resolved
347,emtricitabine,CIDm00060877,ambiguous,"","[""CHEMBL885"",""RXNORM:276237""]",multiple_structure_matches,"[""CHEMBL161381"",""CHEMBL885"",""DRUGBANK:DB12753""]","[""CHEMBL885""]",CHEMBL885,resolved_by_unique_intersection,very_high,resolved
348,quinapril,CIDm00054891,resolved,CHEMBL1592,"[""CHEMBL1592""]",stitch_not_found,[],[],CHEMBL1592,name_only_resolved,high,resolved
349,clomifene,CIDm01548954,resolved,CHEMBL2355051,"[""CHEMBL2355051""]",stitch_not_found,[],[],CHEMBL2355051,name_only_resolved,high,resolved
350,risedronic.acid,CIDm00005245,resolved,CHEMBL923,[],multiple_structure_matches,"[""CHEMBL1654"",""CHEMBL923""]",[],CHEMBL923,confirmed_name_structure,very_high,resolved
351,bumetanide,CIDm00002471,resolved,CHEMBL1072,"[""CHEMBL1072""]",unique_structure_match,"[""CHEMBL1072""]","[""CHEMBL1072""]",CHEMBL1072,confirmed_name_structure,very_high,resolved
352,chlormethine,CIDm00004033,resolved,CHEMBL427,"[""CHEMBL427""]",multiple_structure_matches,"[""CHEMBL1201001"",""CHEMBL427""]","[""CHEMBL427""]",CHEMBL427,confirmed_name_structure,very_high,resolved
353,granisetron,CIDm05284566,resolved,CHEMBL289469,"[""CHEMBL1290003"",""CHEMBL289469""]",stitch_not_found,[],[],CHEMBL289469,supported_canonical_name,high,resolved
354,triazolam,CIDm00005556,resolved,CHEMBL646,"[""CHEMBL646""]",unique_structure_match,"[""CHEMBL646""]","[""CHEMBL646""]",CHEMBL646,confirmed_name_structure,very_high,resolved
355,remifentanil,CIDm00060814,resolved,CHEMBL1005,"[""CHEMBL1005""]",multiple_structure_matches,"[""CHEMBL1005"",""CHEMBL1201120""]","[""CHEMBL1005""]",CHEMBL1005,confirmed_name_structure,very_high,resolved
356,didanosine,CIDm00050599,resolved,CHEMBL1460,"[""CHEMBL1460""]",stitch_not_found,[],[],CHEMBL1460,name_only_resolved,high,resolved
357,ondansetron,CIDm00004595,resolved,CHEMBL46,"[""CHEMBL46""]",multiple_structure_matches,"[""CHEMBL3186492"",""CHEMBL46""]","[""CHEMBL46""]",CHEMBL46,confirmed_name_structure,very_high,resolved
358,bimatoprost,CIDm05311027,resolved,CHEMBL1200963,"[""CHEMBL1200963""]",stitch_not_found,[],[],CHEMBL1200963,name_only_resolved,high,resolved
359,tiagabine,CIDm00060648,resolved,CHEMBL1027,"[""CHEMBL1027""]",stitch_not_found,[],[],CHEMBL1027,name_only_resolved,high,resolved
360,quinidine,CIDm00005768,resolved,CHEMBL1294,"[""CHEMBL1294""]",stitch_not_found,[],[],CHEMBL1294,name_only_resolved,high,resolved
361,zonisamide,CIDm00005734,ambiguous,"","[""CHEMBL750"",""RXNORM:39998""]",unique_structure_match,"[""CHEMBL750""]","[""CHEMBL750""]",CHEMBL750,resolved_by_unique_structure_candidate,very_high,resolved
362,paricalcitol,CIDm05281104,resolved,CHEMBL1200622,"[""CHEMBL1200622""]",stitch_not_found,[],[],CHEMBL1200622,name_only_resolved,high,resolved
363,tinidazole,CIDm00005479,resolved,CHEMBL1220,"[""CHEMBL1220""]",unique_structure_match,"[""CHEMBL1220""]","[""CHEMBL1220""]",CHEMBL1220,confirmed_name_structure,very_high,resolved
364,repaglinide,CIDm00065981,resolved,CHEMBL1272,"[""CHEMBL1272""]",stitch_not_found,[],[],CHEMBL1272,name_only_resolved,high,resolved
365,amantadine,CIDm00002130,resolved,CHEMBL660,"[""CHEMBL660""]",multiple_structure_matches,"[""CHEMBL1569"",""CHEMBL660""]","[""CHEMBL660""]",CHEMBL660,confirmed_name_structure,very_high,resolved
366,metronidazole,CIDm00004173,resolved,CHEMBL137,"[""CHEMBL137""]",multiple_structure_matches,"[""CHEMBL1200869"",""CHEMBL137""]","[""CHEMBL137""]",CHEMBL137,confirmed_name_structure,very_high,resolved
367,almotriptan,CIDm00123606,resolved,CHEMBL1505,"[""CHEMBL1505""]",unique_structure_match,"[""CHEMBL1505""]","[""CHEMBL1505""]",CHEMBL1505,confirmed_name_structure,very_high,resolved
368,buprenorphine,CIDm06321408,ambiguous,"","[""CHEMBL511142"",""CHEMBL560511""]",stitch_not_found,[],[],"",unresolved_ambiguous,review_required,unresolved
369,levosimendan,CIDm03033825,resolved,CHEMBL2051955,"[""CHEMBL2051955""]",stitch_not_found,[],[],CHEMBL2051955,name_only_resolved,high,resolved
370,cyclobenzaprine,CIDm00002895,resolved,CHEMBL669,"[""CHEMBL669""]",multiple_structure_matches,"[""CHEMBL1200636"",""CHEMBL669""]","[""CHEMBL669""]",CHEMBL669,confirmed_name_structure,very_high,resolved
371,famotidine,CIDm05702160,resolved,CHEMBL902,"[""CHEMBL902""]",stitch_not_found,[],[],CHEMBL902,name_only_resolved,high,resolved
372,azacitidine,CIDm00009444,ambiguous,"","[""CHEMBL1489"",""RXNORM:1251""]",stitch_not_found,[],[],"",unresolved_ambiguous,review_required,unresolved
373,misoprostol,CIDm05282381,resolved,CHEMBL606,"[""CHEMBL606""]",stitch_not_found,[],[],CHEMBL606,name_only_resolved,high,resolved
374,colesevelam,CIDm00160051,resolved,DRUGBANK:DB00930,"[""CHEMBL1201473"",""DRUGBANK:DB00930""]",stitch_found_no_optimuskg_match,[],[],DRUGBANK:DB00930,supported_canonical_name,high,resolved
375,tipranavir,CIDm00163296,resolved,CHEMBL222559,"[""CHEMBL222559""]",multiple_structure_matches,"[""CHEMBL222559"",""CHEMBL445699""]","[""CHEMBL222559""]",CHEMBL222559,confirmed_name_structure,very_high,resolved
376,maprotiline,CIDm00004011,resolved,CHEMBL21731,"[""CHEMBL21731""]",multiple_structure_matches,"[""CHEMBL1237135"",""CHEMBL21731""]","[""CHEMBL21731""]",CHEMBL21731,confirmed_name_structure,very_high,resolved
377,salmeterol,CIDm00005152,resolved,CHEMBL1263,"[""CHEMBL1263""]",unique_structure_match,"[""CHEMBL1263""]","[""CHEMBL1263""]",CHEMBL1263,confirmed_name_structure,very_high,resolved
378,fulvestrant,CIDm00104741,resolved,CHEMBL1358,"[""CHEMBL1358""]",unique_structure_match,"[""CHEMBL1358""]","[""CHEMBL1358""]",CHEMBL1358,confirmed_name_structure,very_high,resolved
379,felbamate,CIDm00003331,resolved,CHEMBL1094,"[""CHEMBL1094""]",unique_structure_match,"[""CHEMBL1094""]","[""CHEMBL1094""]",CHEMBL1094,confirmed_name_structure,very_high,resolved
380,fexofenadine,CIDm00003348,resolved,CHEMBL914,"[""CHEMBL914""]",multiple_structure_matches,"[""CHEMBL1200618"",""CHEMBL914""]","[""CHEMBL914""]",CHEMBL914,confirmed_name_structure,very_high,resolved
381,naratriptan,CIDm00004440,resolved,CHEMBL1278,"[""CHEMBL1200601"",""CHEMBL1278""]",multiple_structure_matches,"[""CHEMBL1200601"",""CHEMBL1278""]","[""CHEMBL1200601"",""CHEMBL1278""]",CHEMBL1278,confirmed_name_structure,very_high,resolved
382,rizatriptan,CIDm00005078,resolved,CHEMBL905,"[""CHEMBL905""]",unique_structure_match,"[""CHEMBL905""]","[""CHEMBL905""]",CHEMBL905,confirmed_name_structure,very_high,resolved
383,hydrocodone,CIDm05284569,resolved,CHEMBL1457,"[""CHEMBL1457""]",stitch_not_found,[],[],CHEMBL1457,name_only_resolved,high,resolved
384,carboplatin,CIDm00038904,ambiguous,"","[""CHEMBL1351"",""DRUGBANK:DB00958""]",stitch_not_found,[],[],"",unresolved_ambiguous,review_required,unresolved
385,pindolol,CIDm00004828,resolved,CHEMBL500,"[""CHEMBL500""]",unique_structure_match,"[""CHEMBL500""]","[""CHEMBL500""]",CHEMBL500,confirmed_name_structure,very_high,resolved
386,zaleplon,CIDm00005719,resolved,CHEMBL1521,"[""CHEMBL1521""]",unique_structure_match,"[""CHEMBL1521""]","[""CHEMBL1521""]",CHEMBL1521,confirmed_name_structure,very_high,resolved
387,apraclonidine,CIDm00002216,resolved,CHEMBL647,"[""CHEMBL647""]",multiple_structure_matches,"[""CHEMBL1200379"",""CHEMBL647""]","[""CHEMBL647""]",CHEMBL647,confirmed_name_structure,very_high,resolved
388,telmisartan,CIDm00065999,ambiguous,"","[""CHEMBL1017"",""RXNORM:73494""]",unique_structure_match,"[""CHEMBL1017""]","[""CHEMBL1017""]",CHEMBL1017,resolved_by_unique_structure_candidate,very_high,resolved
389,desloratadine,CIDm00124087,ambiguous,"","[""CHEMBL1172"",""RXNORM:275635""]",unique_structure_match,"[""CHEMBL1172""]","[""CHEMBL1172""]",CHEMBL1172,resolved_by_unique_structure_candidate,very_high,resolved
390,alosetron,CIDm00002099,resolved,CHEMBL1110,"[""CHEMBL1110""]",multiple_structure_matches,"[""CHEMBL1110"",""CHEMBL1200885""]","[""CHEMBL1110""]",CHEMBL1110,confirmed_name_structure,very_high,resolved
391,azelastine,CIDm00002267,resolved,CHEMBL639,"[""CHEMBL639""]",multiple_structure_matches,"[""CHEMBL1200809"",""CHEMBL639""]","[""CHEMBL639""]",CHEMBL639,confirmed_name_structure,very_high,resolved
392,ezetimibe,CIDm00150311,resolved,CHEMBL1138,"[""CHEMBL1138""]",unique_structure_match,"[""CHEMBL1138""]","[""CHEMBL1138""]",CHEMBL1138,confirmed_name_structure,very_high,resolved
393,dipyridamole,CIDm00003108,resolved,CHEMBL932,"[""CHEMBL932""]",unique_structure_match,"[""CHEMBL932""]","[""CHEMBL932""]",CHEMBL932,confirmed_name_structure,very_high,resolved
394,telithromycin,CIDm03002190,resolved,CHEMBL1136,"[""CHEMBL1136""]",stitch_not_found,[],[],CHEMBL1136,name_only_resolved,high,resolved
395,lomefloxacin,CIDm00003948,resolved,CHEMBL561,"[""CHEMBL561""]",multiple_structure_matches,"[""CHEMBL1728"",""CHEMBL561""]","[""CHEMBL561""]",CHEMBL561,confirmed_name_structure,very_high,resolved
396,ramelteon,CIDm00208902,resolved,CHEMBL1218,"[""CHEMBL1218""]",unique_structure_match,"[""CHEMBL1218""]","[""CHEMBL1218""]",CHEMBL1218,confirmed_name_structure,very_high,resolved
397,isotretinoin,CIDm05282379,resolved,CHEMBL547,"[""CHEMBL547""]",stitch_not_found,[],[],CHEMBL547,name_only_resolved,high,resolved
398,formoterol,CIDm03083544,ambiguous,"","[""CHEMBL1256786"",""RXNORM:25255""]",stitch_not_found,[],[],"",unresolved_ambiguous,review_required,unresolved
399,glycopyrronium.bromide,CIDm00003494,resolved,CHEMBL1201027,[],multiple_structure_matches,"[""CHEMBL1201027"",""CHEMBL1201335"",""CHEMBL3707243""]",[],CHEMBL1201027,confirmed_name_structure,very_high,resolved
400,cytarabine,CIDm00006252,resolved,CHEMBL803,"[""CHEMBL803""]",stitch_not_found,[],[],CHEMBL803,name_only_resolved,high,resolved
401,rivastigmine,CIDm00077990,resolved,CHEMBL636,"[""CHEMBL636""]",stitch_not_found,[],[],CHEMBL636,name_only_resolved,high,resolved
402,exemestane,CIDm00060198,resolved,CHEMBL1200374,"[""CHEMBL1200374""]",unique_structure_match,"[""CHEMBL1200374""]","[""CHEMBL1200374""]",CHEMBL1200374,confirmed_name_structure,very_high,resolved
403,methyl.aminolevulinate,CIDm00157921,resolved,CHEMBL1096562,[],multiple_structure_matches,"[""CHEMBL1096562"",""CHEMBL1201093""]",[],CHEMBL1096562,confirmed_name_structure,very_high,resolved
404,azathioprine,CIDm00002265,resolved,CHEMBL1542,"[""CHEMBL1542""]",multiple_structure_matches,"[""CHEMBL1200400"",""CHEMBL1542""]","[""CHEMBL1542""]",CHEMBL1542,confirmed_name_structure,very_high,resolved
405,auranofin,CIDm06918453,ambiguous,"","[""CHEMBL1366"",""DRUGBANK:DB00995""]",stitch_not_found,[],[],"",unresolved_ambiguous,review_required,unresolved
406,gabapentin,CIDm00003446,resolved,CHEMBL940,"[""CHEMBL940""]",unique_structure_match,"[""CHEMBL940""]","[""CHEMBL940""]",CHEMBL940,confirmed_name_structure,very_high,resolved
407,doxorubicin,CIDm00031703,resolved,CHEMBL53463,"[""CHEMBL53463""]",stitch_not_found,[],[],CHEMBL53463,name_only_resolved,high,resolved
408,frovatriptan,CIDm00077992,resolved,CHEMBL1279,"[""CHEMBL1279""]",multiple_structure_matches,"[""CHEMBL1279"",""CHEMBL2138684""]","[""CHEMBL1279""]",CHEMBL1279,confirmed_name_structure,very_high,resolved
409,hydrochlorothiazide,CIDm00003639,ambiguous,"","[""CHEMBL435"",""RXNORM:5487""]",unique_structure_match,"[""CHEMBL435""]","[""CHEMBL435""]",CHEMBL435,resolved_by_unique_structure_candidate,very_high,resolved
410,salbutamol,CIDm00002083,resolved,CHEMBL714,"[""CHEMBL714""]",multiple_structure_matches,"[""CHEMBL1002"",""CHEMBL1201061"",""CHEMBL1441059"",""CHEMBL714""]","[""CHEMBL714""]",CHEMBL714,confirmed_name_structure,very_high,resolved
411,levobupivacaine,CIDm00092253,resolved,CHEMBL1201193,"[""CHEMBL1201193""]",stitch_not_found,[],[],CHEMBL1201193,name_only_resolved,high,resolved
412,cromoglicic.acid,CIDm00002881,resolved,CHEMBL428880,[],multiple_structure_matches,"[""CHEMBL428880"",""CHEMBL74""]",[],CHEMBL428880,confirmed_name_structure,very_high,resolved
413,ganciclovir,CIDm00003454,resolved,CHEMBL182,"[""CHEMBL182""]",multiple_structure_matches,"[""CHEMBL1200850"",""CHEMBL182""]","[""CHEMBL182""]",CHEMBL182,confirmed_name_structure,very_high,resolved
414,hydroxycarbamide,CIDm00003657,resolved,CHEMBL467,"[""CHEMBL467""]",unique_structure_match,"[""CHEMBL467""]","[""CHEMBL467""]",CHEMBL467,confirmed_name_structure,very_high,resolved
415,letrozole,CIDm00003902,resolved,CHEMBL1444,"[""CHEMBL1444""]",unique_structure_match,"[""CHEMBL1444""]","[""CHEMBL1444""]",CHEMBL1444,confirmed_name_structure,very_high,resolved
416,busulfan,CIDm00002478,resolved,CHEMBL820,"[""CHEMBL820""]",unique_structure_match,"[""CHEMBL820""]","[""CHEMBL820""]",CHEMBL820,confirmed_name_structure,very_high,resolved
417,metyrapone,CIDm00004174,resolved,CHEMBL934,"[""CHEMBL934""]",unique_structure_match,"[""CHEMBL934""]","[""CHEMBL934""]",CHEMBL934,confirmed_name_structure,very_high,resolved
418,cinacalcet,CIDm00156418,ambiguous,"","[""CHEMBL1201284"",""RXNORM:407990""]",multiple_structure_matches,"[""CHEMBL1200776"",""CHEMBL1201284""]","[""CHEMBL1201284""]",CHEMBL1201284,resolved_by_unique_intersection,very_high,resolved
419,balsalazide,CIDm05362070,resolved,CHEMBL1201346,"[""CHEMBL1201346""]",stitch_not_found,[],[],CHEMBL1201346,name_only_resolved,high,resolved
