class,precision,recall,f1,support
1,0.6697247706422018,0.6134453781512605,0.6403508771929824,119
2,0.636604774535809,0.5714285714285714,0.6022584692597239,420
3,0.6809583858764187,0.5394605394605395,0.6020066889632107,1001
4,0.7181521231917872,0.8660664040517726,0.785204081632653,1777
5,0.6529968454258676,0.490521327014218,0.5602165087956699,422
