view_index,view_name,mean_pooling_weight,std_pooling_weight
0,side_view_1,0.30975106358528137,0.03341806307435036
1,side_view_2,0.19344808161258698,0.015744319185614586
2,side_view_3,0.2511841654777527,0.01408112421631813
3,side_view_4,0.24561670422554016,0.018341107293963432
