node_id,node_type,name,source
BIOKORF_SIDE_398,BIOKORF_SIDE,hair texture abnormal,BioKORF
BIOKORF_SIDE_399,BIOKORF_SIDE,hallucination,BioKORF
BIOKORF_SIDE_400,BIOKORF_SIDE,hangover,BioKORF
BIOKORF_SIDE_401,BIOKORF_SIDE,headache,BioKORF
BIOKORF_SIDE_402,BIOKORF_SIDE,hemiplegia,BioKORF
BIOKORF_SIDE_403,BIOKORF_SIDE,hepatic cancer,BioKORF
BIOKORF_SIDE_404,BIOKORF_SIDE,hepatic enzyme increased,BioKORF
BIOKORF_SIDE_405,BIOKORF_SIDE,hepatic failure,BioKORF
BIOKORF_SIDE_406,BIOKORF_SIDE,hepatic function abnormal,BioKORF
BIOKORF_SIDE_407,BIOKORF_SIDE,hepatic necrosis,BioKORF
BIOKORF_SIDE_408,BIOKORF_SIDE,hepatic steatosis,BioKORF
BIOKORF_SIDE_409,BIOKORF_SIDE,hepatitis,BioKORF
BIOKORF_SIDE_410,BIOKORF_SIDE,hepatitis cholestasis,BioKORF
BIOKORF_SIDE_411,BIOKORF_SIDE,hepatobiliary disease,BioKORF
BIOKORF_SIDE_412,BIOKORF_SIDE,hepatocellular injury,BioKORF
BIOKORF_SIDE_413,BIOKORF_SIDE,hepatomegaly,BioKORF
BIOKORF_SIDE_414,BIOKORF_SIDE,hepatotoxicity,BioKORF
BIOKORF_SIDE_415,BIOKORF_SIDE,hernia,BioKORF
BIOKORF_SIDE_416,BIOKORF_SIDE,herpes simplex,BioKORF
BIOKORF_SIDE_417,BIOKORF_SIDE,herpes virus infection,BioKORF
BIOKORF_SIDE_418,BIOKORF_SIDE,herpes zoster,BioKORF
BIOKORF_SIDE_419,BIOKORF_SIDE,hiatus hernia,BioKORF
BIOKORF_SIDE_420,BIOKORF_SIDE,hiccups,BioKORF
BIOKORF_SIDE_421,BIOKORF_SIDE,hirsutism,BioKORF
BIOKORF_SIDE_422,BIOKORF_SIDE,hostility,BioKORF
BIOKORF_SIDE_423,BIOKORF_SIDE,hot flush,BioKORF
BIOKORF_SIDE_424,BIOKORF_SIDE,hyperacusis,BioKORF
BIOKORF_SIDE_425,BIOKORF_SIDE,venous congestion,BioKORF
BIOKORF_SIDE_426,BIOKORF_SIDE,allodynia mechanical,BioKORF
BIOKORF_SIDE_427,BIOKORF_SIDE,bilirubin blood,BioKORF
BIOKORF_SIDE_428,BIOKORF_SIDE,high calcium blood,BioKORF
BIOKORF_SIDE_429,BIOKORF_SIDE,high calcium urine,BioKORF
BIOKORF_SIDE_430,BIOKORF_SIDE,high cholesterol blood,BioKORF
BIOKORF_SIDE_431,BIOKORF_SIDE,high blood sugar,BioKORF
BIOKORF_SIDE_432,BIOKORF_SIDE,hyperhidrosis,BioKORF
BIOKORF_SIDE_433,BIOKORF_SIDE,high potassium blood,BioKORF
BIOKORF_SIDE_434,BIOKORF_SIDE,hyperkeratosis,BioKORF
BIOKORF_SIDE_435,BIOKORF_SIDE,movement function hyperactivity,BioKORF
BIOKORF_SIDE_436,BIOKORF_SIDE,high lactic acid blood,BioKORF
BIOKORF_SIDE_437,BIOKORF_SIDE,high levels of lipids,BioKORF
BIOKORF_SIDE_438,BIOKORF_SIDE,high magnesium blood,BioKORF
BIOKORF_SIDE_439,BIOKORF_SIDE,salt retention,BioKORF
BIOKORF_SIDE_440,BIOKORF_SIDE,pain allergy,BioKORF
BIOKORF_SIDE_441,BIOKORF_SIDE,high phosphorus blood,BioKORF
BIOKORF_SIDE_442,BIOKORF_SIDE,exaggerated reflexes,BioKORF
BIOKORF_SIDE_443,BIOKORF_SIDE,hypersensitivity,BioKORF
BIOKORF_SIDE_444,BIOKORF_SIDE,sleep excessive,BioKORF
BIOKORF_SIDE_445,BIOKORF_SIDE,hypertension,BioKORF
BIOKORF_SIDE_446,BIOKORF_SIDE,hyperthyroidism,BioKORF
BIOKORF_SIDE_447,BIOKORF_SIDE,tone increased,BioKORF
BIOKORF_SIDE_448,BIOKORF_SIDE,hypertrichosis,BioKORF
BIOKORF_SIDE_449,BIOKORF_SIDE,high glycerin three ester blood,BioKORF
BIOKORF_SIDE_450,BIOKORF_SIDE,high uric acid blood,BioKORF
BIOKORF_SIDE_451,BIOKORF_SIDE,hyperventilation,BioKORF
BIOKORF_SIDE_452,BIOKORF_SIDE,body numbness,BioKORF
BIOKORF_SIDE_453,BIOKORF_SIDE,body numbness oral,BioKORF
BIOKORF_SIDE_454,BIOKORF_SIDE,low albumin blood,BioKORF
BIOKORF_SIDE_455,BIOKORF_SIDE,low calcium blood,BioKORF
BIOKORF_SIDE_456,BIOKORF_SIDE,low chlorine blood,BioKORF
BIOKORF_SIDE_457,BIOKORF_SIDE,chlorosis,BioKORF
BIOKORF_SIDE_458,BIOKORF_SIDE,hypoglycemia,BioKORF
BIOKORF_SIDE_459,BIOKORF_SIDE,drenching sweats,BioKORF
BIOKORF_SIDE_460,BIOKORF_SIDE,potassium deficiency,BioKORF
BIOKORF_SIDE_461,BIOKORF_SIDE,activity motor retarded,BioKORF
BIOKORF_SIDE_462,BIOKORF_SIDE,low magnesium blood,BioKORF
BIOKORF_SIDE_463,BIOKORF_SIDE,hypomania,BioKORF
BIOKORF_SIDE_464,BIOKORF_SIDE,low sodium blood,BioKORF
BIOKORF_SIDE_465,BIOKORF_SIDE,phosphorus low blood,BioKORF
BIOKORF_SIDE_466,BIOKORF_SIDE,potassium deficiency,BioKORF
BIOKORF_SIDE_467,BIOKORF_SIDE,diminished reflexes,BioKORF
BIOKORF_SIDE_468,BIOKORF_SIDE,hypotension,BioKORF
BIOKORF_SIDE_469,BIOKORF_SIDE,hypothermia,BioKORF
BIOKORF_SIDE_470,BIOKORF_SIDE,hypothyroidism,BioKORF
BIOKORF_SIDE_471,BIOKORF_SIDE,hypotonia,BioKORF
BIOKORF_SIDE_472,BIOKORF_SIDE,hypoventilation,BioKORF
BIOKORF_SIDE_473,BIOKORF_SIDE,hypoxia,BioKORF
BIOKORF_SIDE_474,BIOKORF_SIDE,ileus,BioKORF
BIOKORF_SIDE_475,BIOKORF_SIDE,ileus paralytic,BioKORF
BIOKORF_SIDE_476,BIOKORF_SIDE,ill-defined disorder,BioKORF
BIOKORF_SIDE_477,BIOKORF_SIDE,immune system disorder,BioKORF
BIOKORF_SIDE_478,BIOKORF_SIDE,impaired gastric emptying,BioKORF
BIOKORF_SIDE_479,BIOKORF_SIDE,impaired healing,BioKORF
BIOKORF_SIDE_480,BIOKORF_SIDE,impetigo,BioKORF
BIOKORF_SIDE_481,BIOKORF_SIDE,inappropriate antidiuretic hormone secretion,BioKORF
BIOKORF_SIDE_482,BIOKORF_SIDE,incontinence,BioKORF
BIOKORF_SIDE_483,BIOKORF_SIDE,increased appetite,BioKORF
BIOKORF_SIDE_484,BIOKORF_SIDE,increased bronchial secretion,BioKORF
BIOKORF_SIDE_485,BIOKORF_SIDE,increased tendency to bruise,BioKORF
BIOKORF_SIDE_486,BIOKORF_SIDE,hardening,BioKORF
BIOKORF_SIDE_487,BIOKORF_SIDE,infarction,BioKORF
BIOKORF_SIDE_488,BIOKORF_SIDE,infection,BioKORF
BIOKORF_SIDE_489,BIOKORF_SIDE,infestation,BioKORF
BIOKORF_SIDE_490,BIOKORF_SIDE,inflammation,BioKORF
BIOKORF_SIDE_491,BIOKORF_SIDE,influenza,BioKORF
BIOKORF_SIDE_492,BIOKORF_SIDE,influenza like illness,BioKORF
BIOKORF_SIDE_493,BIOKORF_SIDE,infusion site pain,BioKORF
BIOKORF_SIDE_494,BIOKORF_SIDE,infusion site reaction,BioKORF
BIOKORF_SIDE_495,BIOKORF_SIDE,injection site bruising,BioKORF
BIOKORF_SIDE_496,BIOKORF_SIDE,injection site erythema,BioKORF
BIOKORF_SIDE_497,BIOKORF_SIDE,injection site haemorrhage,BioKORF
BIOKORF_SIDE_498,BIOKORF_SIDE,injection site hardening,BioKORF
BIOKORF_SIDE_499,BIOKORF_SIDE,injection site inflammation,BioKORF
BIOKORF_SIDE_500,BIOKORF_SIDE,injection site pain,BioKORF
BIOKORF_SIDE_501,BIOKORF_SIDE,injection site pruritus,BioKORF
BIOKORF_SIDE_502,BIOKORF_SIDE,injection site reaction,BioKORF
BIOKORF_SIDE_503,BIOKORF_SIDE,injection site swelling,BioKORF
BIOKORF_SIDE_504,BIOKORF_SIDE,injury,BioKORF
BIOKORF_SIDE_505,BIOKORF_SIDE,insomnia,BioKORF
BIOKORF_SIDE_506,BIOKORF_SIDE,instillation site pain,BioKORF
BIOKORF_SIDE_507,BIOKORF_SIDE,intermittent claudication,BioKORF
BIOKORF_SIDE_508,BIOKORF_SIDE,international normalised ratio increased,BioKORF
BIOKORF_SIDE_509,BIOKORF_SIDE,interstitial lung disease,BioKORF
BIOKORF_SIDE_510,BIOKORF_SIDE,intestinal obstruction,BioKORF
BIOKORF_SIDE_511,BIOKORF_SIDE,intestinal perforation,BioKORF
BIOKORF_SIDE_512,BIOKORF_SIDE,intracranial pressure increased,BioKORF
BIOKORF_SIDE_513,BIOKORF_SIDE,intraocular pressure increased,BioKORF
BIOKORF_SIDE_514,BIOKORF_SIDE,iris inflammation,BioKORF
BIOKORF_SIDE_515,BIOKORF_SIDE,iron deficiency anaemia,BioKORF
BIOKORF_SIDE_516,BIOKORF_SIDE,irritability,BioKORF
BIOKORF_SIDE_517,BIOKORF_SIDE,irritable bowel syndrome,BioKORF
BIOKORF_SIDE_518,BIOKORF_SIDE,ischaemia,BioKORF
BIOKORF_SIDE_519,BIOKORF_SIDE,jaundice,BioKORF
BIOKORF_SIDE_520,BIOKORF_SIDE,obstructive jaundice,BioKORF
BIOKORF_SIDE_521,BIOKORF_SIDE,joint stiffness,BioKORF
BIOKORF_SIDE_522,BIOKORF_SIDE,joint swelling,BioKORF
BIOKORF_SIDE_523,BIOKORF_SIDE,keratitis,BioKORF
BIOKORF_SIDE_524,BIOKORF_SIDE,ketosis,BioKORF
BIOKORF_SIDE_525,BIOKORF_SIDE,laboratory test abnormal,BioKORF
BIOKORF_SIDE_526,BIOKORF_SIDE,inner ear infection,BioKORF
BIOKORF_SIDE_527,BIOKORF_SIDE,laceration,BioKORF
BIOKORF_SIDE_528,BIOKORF_SIDE,lacrimal disorder,BioKORF
BIOKORF_SIDE_529,BIOKORF_SIDE,lacrimal structural disorder,BioKORF
BIOKORF_SIDE_530,BIOKORF_SIDE,lacrimation increased,BioKORF
BIOKORF_SIDE_531,BIOKORF_SIDE,lactic acidosis,BioKORF
BIOKORF_SIDE_532,BIOKORF_SIDE,laryngeal oedema,BioKORF
BIOKORF_SIDE_533,BIOKORF_SIDE,laryngeal pain,BioKORF
BIOKORF_SIDE_534,BIOKORF_SIDE,laryngitis,BioKORF
BIOKORF_SIDE_535,BIOKORF_SIDE,laryngeal spasm,BioKORF
BIOKORF_SIDE_536,BIOKORF_SIDE,lethargy,BioKORF
BIOKORF_SIDE_537,BIOKORF_SIDE,leukocytosis,BioKORF
BIOKORF_SIDE_538,BIOKORF_SIDE,vitiligo,BioKORF
BIOKORF_SIDE_539,BIOKORF_SIDE,leukopenia,BioKORF
BIOKORF_SIDE_540,BIOKORF_SIDE,libido decreased,BioKORF
BIOKORF_SIDE_541,BIOKORF_SIDE,libido disorder,BioKORF
BIOKORF_SIDE_542,BIOKORF_SIDE,libido increased,BioKORF
BIOKORF_SIDE_543,BIOKORF_SIDE,mossy keratosis,BioKORF
BIOKORF_SIDE_544,BIOKORF_SIDE,ligament sprain,BioKORF
BIOKORF_SIDE_545,BIOKORF_SIDE,lipase increased,BioKORF
BIOKORF_SIDE_546,BIOKORF_SIDE,lipodystrophy acquired,BioKORF
BIOKORF_SIDE_547,BIOKORF_SIDE,liver disorder,BioKORF
BIOKORF_SIDE_548,BIOKORF_SIDE,liver function test abnormal,BioKORF
BIOKORF_SIDE_549,BIOKORF_SIDE,liver injury,BioKORF
BIOKORF_SIDE_550,BIOKORF_SIDE,local swelling,BioKORF
BIOKORF_SIDE_551,BIOKORF_SIDE,loss of consciousness,BioKORF
BIOKORF_SIDE_552,BIOKORF_SIDE,loss of libido,BioKORF
BIOKORF_SIDE_553,BIOKORF_SIDE,lower respiratory tract infection,BioKORF
BIOKORF_SIDE_554,BIOKORF_SIDE,lung disorder,BioKORF
BIOKORF_SIDE_555,BIOKORF_SIDE,lung infection,BioKORF
BIOKORF_SIDE_556,BIOKORF_SIDE,lung infiltration,BioKORF
BIOKORF_SIDE_557,BIOKORF_SIDE,lymphadenopathy,BioKORF
BIOKORF_SIDE_558,BIOKORF_SIDE,lymphocyte count decreased,BioKORF
BIOKORF_SIDE_559,BIOKORF_SIDE,lymphocyte excess,BioKORF
BIOKORF_SIDE_560,BIOKORF_SIDE,lymph edema,BioKORF
BIOKORF_SIDE_561,BIOKORF_SIDE,lymph tumor,BioKORF
BIOKORF_SIDE_562,BIOKORF_SIDE,lymph cell cut back,BioKORF
BIOKORF_SIDE_563,BIOKORF_SIDE,major depression,BioKORF
BIOKORF_SIDE_564,BIOKORF_SIDE,malaise,BioKORF
BIOKORF_SIDE_565,BIOKORF_SIDE,malignant melanoma,BioKORF
BIOKORF_SIDE_566,BIOKORF_SIDE,malnutrition,BioKORF
BIOKORF_SIDE_567,BIOKORF_SIDE,mania,BioKORF
BIOKORF_SIDE_568,BIOKORF_SIDE,mastitis,BioKORF
BIOKORF_SIDE_569,BIOKORF_SIDE,mediastinal disorder,BioKORF
BIOKORF_SIDE_570,BIOKORF_SIDE,blood clot excretion,BioKORF
BIOKORF_SIDE_571,BIOKORF_SIDE,melanosis,BioKORF
BIOKORF_SIDE_572,BIOKORF_SIDE,memory impairment,BioKORF
BIOKORF_SIDE_573,BIOKORF_SIDE,meningitis,BioKORF
BIOKORF_SIDE_574,BIOKORF_SIDE,menopausal symptoms,BioKORF
BIOKORF_SIDE_575,BIOKORF_SIDE,menopause,BioKORF
BIOKORF_SIDE_576,BIOKORF_SIDE,menorrhagia,BioKORF
BIOKORF_SIDE_577,BIOKORF_SIDE,menstrual disorder,BioKORF
BIOKORF_SIDE_578,BIOKORF_SIDE,menstruation irregular,BioKORF
BIOKORF_SIDE_579,BIOKORF_SIDE,mental disability,BioKORF
BIOKORF_SIDE_580,BIOKORF_SIDE,mental disorder,BioKORF
BIOKORF_SIDE_581,BIOKORF_SIDE,metabolic acidosis,BioKORF
BIOKORF_SIDE_582,BIOKORF_SIDE,break through bleeding,BioKORF
BIOKORF_SIDE_583,BIOKORF_SIDE,urination disorder,BioKORF
BIOKORF_SIDE_584,BIOKORF_SIDE,urination urgency,BioKORF
BIOKORF_SIDE_585,BIOKORF_SIDE,migraine,BioKORF
BIOKORF_SIDE_586,BIOKORF_SIDE,miosis,BioKORF
BIOKORF_SIDE_587,BIOKORF_SIDE,single core cell increase,BioKORF
BIOKORF_SIDE_588,BIOKORF_SIDE,mood swings,BioKORF
BIOKORF_SIDE_589,BIOKORF_SIDE,motion sickness,BioKORF
BIOKORF_SIDE_590,BIOKORF_SIDE,mouth ulceration,BioKORF
BIOKORF_SIDE_591,BIOKORF_SIDE,movement disorder,BioKORF
BIOKORF_SIDE_592,BIOKORF_SIDE,mucosal inflammation,BioKORF
BIOKORF_SIDE_593,BIOKORF_SIDE,mucous membrane disorder,BioKORF
BIOKORF_SIDE_594,BIOKORF_SIDE,multiple fractures,BioKORF
BIOKORF_SIDE_595,BIOKORF_SIDE,muscle atrophy,BioKORF
BIOKORF_SIDE_596,BIOKORF_SIDE,muscle contractions involuntary,BioKORF
BIOKORF_SIDE_597,BIOKORF_SIDE,muscle relaxant therapy,BioKORF
BIOKORF_SIDE_598,BIOKORF_SIDE,muscle rigidity,BioKORF
BIOKORF_SIDE_599,BIOKORF_SIDE,muscle spasms,BioKORF
BIOKORF_SIDE_600,BIOKORF_SIDE,muscle tightness,BioKORF
BIOKORF_SIDE_601,BIOKORF_SIDE,muscle twitching,BioKORF
BIOKORF_SIDE_602,BIOKORF_SIDE,muscular weakness,BioKORF
BIOKORF_SIDE_603,BIOKORF_SIDE,musculoskeletal chest pain,BioKORF
BIOKORF_SIDE_604,BIOKORF_SIDE,musculoskeletal discomfort,BioKORF
BIOKORF_SIDE_605,BIOKORF_SIDE,musculoskeletal pain,BioKORF
BIOKORF_SIDE_606,BIOKORF_SIDE,musculoskeletal stiffness,BioKORF
BIOKORF_SIDE_607,BIOKORF_SIDE,myalgia,BioKORF
BIOKORF_SIDE_608,BIOKORF_SIDE,mydriasis,BioKORF
BIOKORF_SIDE_609,BIOKORF_SIDE,myelitis,BioKORF
BIOKORF_SIDE_610,BIOKORF_SIDE,myocardial infarction,BioKORF
BIOKORF_SIDE_611,BIOKORF_SIDE,myocardial ischaemia,BioKORF
BIOKORF_SIDE_612,BIOKORF_SIDE,myocarditis,BioKORF
BIOKORF_SIDE_613,BIOKORF_SIDE,myoclonus,BioKORF
BIOKORF_SIDE_614,BIOKORF_SIDE,myopathy,BioKORF
BIOKORF_SIDE_615,BIOKORF_SIDE,myositis,BioKORF
BIOKORF_SIDE_616,BIOKORF_SIDE,nail disorder,BioKORF
BIOKORF_SIDE_617,BIOKORF_SIDE,nasal congestion,BioKORF
BIOKORF_SIDE_618,BIOKORF_SIDE,nasal discomfort,BioKORF
BIOKORF_SIDE_619,BIOKORF_SIDE,nasal dryness,BioKORF
BIOKORF_SIDE_620,BIOKORF_SIDE,nose pharynx inflammation,BioKORF
BIOKORF_SIDE_621,BIOKORF_SIDE,nausea,BioKORF
BIOKORF_SIDE_622,BIOKORF_SIDE,neck pain,BioKORF
BIOKORF_SIDE_623,BIOKORF_SIDE,neoplasm,BioKORF
BIOKORF_SIDE_624,BIOKORF_SIDE,neoplasm malignant,BioKORF
BIOKORF_SIDE_625,BIOKORF_SIDE,nephritis,BioKORF
BIOKORF_SIDE_626,BIOKORF_SIDE,calculus kidney,BioKORF
BIOKORF_SIDE_627,BIOKORF_SIDE,nephropathy,BioKORF
BIOKORF_SIDE_628,BIOKORF_SIDE,nephropathy toxic,BioKORF
BIOKORF_SIDE_629,BIOKORF_SIDE,nephrotic syndrome,BioKORF
BIOKORF_SIDE_630,BIOKORF_SIDE,nervous system disorder,BioKORF
BIOKORF_SIDE_631,BIOKORF_SIDE,nervousness,BioKORF
BIOKORF_SIDE_632,BIOKORF_SIDE,neuralgia,BioKORF
BIOKORF_SIDE_633,BIOKORF_SIDE,neuritis,BioKORF
BIOKORF_SIDE_634,BIOKORF_SIDE,neuroleptic malignant syndrome,BioKORF
BIOKORF_SIDE_635,BIOKORF_SIDE,neuropathy peripheral,BioKORF
BIOKORF_SIDE_636,BIOKORF_SIDE,neurosis,BioKORF
BIOKORF_SIDE_637,BIOKORF_SIDE,neurotoxicity,BioKORF
BIOKORF_SIDE_638,BIOKORF_SIDE,neutropenia,BioKORF
BIOKORF_SIDE_639,BIOKORF_SIDE,neutrophil deficiency,BioKORF
BIOKORF_SIDE_640,BIOKORF_SIDE,neutrophil count decreased,BioKORF
BIOKORF_SIDE_641,BIOKORF_SIDE,night blindness,BioKORF
BIOKORF_SIDE_642,BIOKORF_SIDE,night sweats,BioKORF
BIOKORF_SIDE_643,BIOKORF_SIDE,nightmare,BioKORF
BIOKORF_SIDE_644,BIOKORF_SIDE,nocturnal enuresis,BioKORF
BIOKORF_SIDE_645,BIOKORF_SIDE,nodal arrhythmia,BioKORF
BIOKORF_SIDE_646,BIOKORF_SIDE,nodule,BioKORF
BIOKORF_SIDE_647,BIOKORF_SIDE,non cardiac chest pain,BioKORF
BIOKORF_SIDE_648,BIOKORF_SIDE,non hodgkin lymphoma,BioKORF
BIOKORF_SIDE_649,BIOKORF_SIDE,nuchal rigidity,BioKORF
BIOKORF_SIDE_650,BIOKORF_SIDE,nystagmus,BioKORF
BIOKORF_SIDE_651,BIOKORF_SIDE,ocular discomfort,BioKORF
BIOKORF_SIDE_652,BIOKORF_SIDE,ocular venous congestion,BioKORF
BIOKORF_SIDE_653,BIOKORF_SIDE,oculomotor spasm,BioKORF
BIOKORF_SIDE_654,BIOKORF_SIDE,swallowing painful,BioKORF
BIOKORF_SIDE_655,BIOKORF_SIDE,oedema,BioKORF
BIOKORF_SIDE_656,BIOKORF_SIDE,oedema peripheral,BioKORF
BIOKORF_SIDE_657,BIOKORF_SIDE,oesophageal spasm,BioKORF
BIOKORF_SIDE_658,BIOKORF_SIDE,oesophageal stenosis,BioKORF
BIOKORF_SIDE_659,BIOKORF_SIDE,oesophageal ulcer,BioKORF
BIOKORF_SIDE_660,BIOKORF_SIDE,esophagus inflammation,BioKORF
BIOKORF_SIDE_661,BIOKORF_SIDE,urine less,BioKORF
BIOKORF_SIDE_662,BIOKORF_SIDE,onychomycosis,BioKORF
BIOKORF_SIDE_663,BIOKORF_SIDE,opportunistic infection,BioKORF
BIOKORF_SIDE_664,BIOKORF_SIDE,optic atrophy,BioKORF
BIOKORF_SIDE_665,BIOKORF_SIDE,optic neuritis,BioKORF
BIOKORF_SIDE_666,BIOKORF_SIDE,oral candidiasis,BioKORF
BIOKORF_SIDE_667,BIOKORF_SIDE,oral herpes,BioKORF
BIOKORF_SIDE_668,BIOKORF_SIDE,oral pain,BioKORF
BIOKORF_SIDE_669,BIOKORF_SIDE,testis inflammation non infective,BioKORF
BIOKORF_SIDE_670,BIOKORF_SIDE,orgasm abnormal,BioKORF
BIOKORF_SIDE_671,BIOKORF_SIDE,oropharyngeal discomfort,BioKORF
BIOKORF_SIDE_672,BIOKORF_SIDE,oropharyngeal pain,BioKORF
BIOKORF_SIDE_673,BIOKORF_SIDE,orthostatic hypotension,BioKORF
BIOKORF_SIDE_674,BIOKORF_SIDE,osteoarthritis,BioKORF
BIOKORF_SIDE_675,BIOKORF_SIDE,osteomyelitis,BioKORF
BIOKORF_SIDE_676,BIOKORF_SIDE,osteonecrosis,BioKORF
BIOKORF_SIDE_677,BIOKORF_SIDE,osteoporosis,BioKORF
BIOKORF_SIDE_678,BIOKORF_SIDE,otitis externa,BioKORF
BIOKORF_SIDE_679,BIOKORF_SIDE,otitis media,BioKORF
BIOKORF_SIDE_680,BIOKORF_SIDE,ear toxicity,BioKORF
BIOKORF_SIDE_681,BIOKORF_SIDE,ovarian cyst,BioKORF
BIOKORF_SIDE_682,BIOKORF_SIDE,ovarian disorder,BioKORF
BIOKORF_SIDE_683,BIOKORF_SIDE,pain,BioKORF
BIOKORF_SIDE_684,BIOKORF_SIDE,pain in extremity,BioKORF
BIOKORF_SIDE_685,BIOKORF_SIDE,pain in jaw,BioKORF
BIOKORF_SIDE_686,BIOKORF_SIDE,pain of skin,BioKORF
BIOKORF_SIDE_687,BIOKORF_SIDE,pallor,BioKORF
BIOKORF_SIDE_688,BIOKORF_SIDE,palpitations,BioKORF
BIOKORF_SIDE_689,BIOKORF_SIDE,pancreatitis,BioKORF
BIOKORF_SIDE_690,BIOKORF_SIDE,pancreatitis acute,BioKORF
BIOKORF_SIDE_691,BIOKORF_SIDE,pancytopenia,BioKORF
BIOKORF_SIDE_692,BIOKORF_SIDE,panic attack,BioKORF
BIOKORF_SIDE_693,BIOKORF_SIDE,panic reaction,BioKORF
BIOKORF_SIDE_694,BIOKORF_SIDE,eyelid inflammation,BioKORF
BIOKORF_SIDE_695,BIOKORF_SIDE,nipple edema,BioKORF
BIOKORF_SIDE_696,BIOKORF_SIDE,feeling abnormal,BioKORF
BIOKORF_SIDE_697,BIOKORF_SIDE,feeling abnormal oral,BioKORF
BIOKORF_SIDE_698,BIOKORF_SIDE,paralysis,BioKORF
BIOKORF_SIDE_699,BIOKORF_SIDE,paranoia,BioKORF
BIOKORF_SIDE_700,BIOKORF_SIDE,paresis,BioKORF
BIOKORF_SIDE_701,BIOKORF_SIDE,parkinsonism,BioKORF
BIOKORF_SIDE_702,BIOKORF_SIDE,disturbances of sensation of smell and taste,BioKORF
BIOKORF_SIDE_703,BIOKORF_SIDE,pelvic pain,BioKORF
BIOKORF_SIDE_704,BIOKORF_SIDE,penis disorder,BioKORF
BIOKORF_SIDE_705,BIOKORF_SIDE,peptic ulcer,BioKORF
BIOKORF_SIDE_706,BIOKORF_SIDE,pericardial effusion,BioKORF
BIOKORF_SIDE_707,BIOKORF_SIDE,pericarditis,BioKORF
BIOKORF_SIDE_708,BIOKORF_SIDE,perineal pain,BioKORF
BIOKORF_SIDE_709,BIOKORF_SIDE,periodontitis,BioKORF
BIOKORF_SIDE_710,BIOKORF_SIDE,periorbital oedema,BioKORF
BIOKORF_SIDE_711,BIOKORF_SIDE,peripheral coldness,BioKORF
BIOKORF_SIDE_712,BIOKORF_SIDE,peripheral ischaemia,BioKORF
BIOKORF_SIDE_713,BIOKORF_SIDE,peripheral motor neuropathy,BioKORF
BIOKORF_SIDE_714,BIOKORF_SIDE,peripheral sensory neuropathy,BioKORF
BIOKORF_SIDE_715,BIOKORF_SIDE,peripheral vascular disorder,BioKORF
BIOKORF_SIDE_716,BIOKORF_SIDE,peritonitis,BioKORF
BIOKORF_SIDE_717,BIOKORF_SIDE,personality disorder,BioKORF
BIOKORF_SIDE_718,BIOKORF_SIDE,petechiae,BioKORF
BIOKORF_SIDE_719,BIOKORF_SIDE,pharyngeal oedema,BioKORF
BIOKORF_SIDE_720,BIOKORF_SIDE,pharyngitis,BioKORF
BIOKORF_SIDE_721,BIOKORF_SIDE,pharyngitis streptococcal,BioKORF
BIOKORF_SIDE_722,BIOKORF_SIDE,phlebitis,BioKORF
BIOKORF_SIDE_723,BIOKORF_SIDE,photophobia,BioKORF
BIOKORF_SIDE_724,BIOKORF_SIDE,flash vision,BioKORF
BIOKORF_SIDE_725,BIOKORF_SIDE,photosensitivity reaction,BioKORF
BIOKORF_SIDE_726,BIOKORF_SIDE,pigmentation disorder,BioKORF
BIOKORF_SIDE_727,BIOKORF_SIDE,plasma cell myeloma,BioKORF
BIOKORF_SIDE_728,BIOKORF_SIDE,tumor plasma cell,BioKORF
BIOKORF_SIDE_729,BIOKORF_SIDE,platelet count decreased,BioKORF
BIOKORF_SIDE_730,BIOKORF_SIDE,pleural effusion,BioKORF
BIOKORF_SIDE_731,BIOKORF_SIDE,pleurisy,BioKORF
BIOKORF_SIDE_732,BIOKORF_SIDE,pleural pain,BioKORF
BIOKORF_SIDE_733,BIOKORF_SIDE,pneumonia,BioKORF
BIOKORF_SIDE_734,BIOKORF_SIDE,pneumonia aspiration,BioKORF
BIOKORF_SIDE_735,BIOKORF_SIDE,pneumothorax,BioKORF
BIOKORF_SIDE_736,BIOKORF_SIDE,urinary frequency increased,BioKORF
BIOKORF_SIDE_737,BIOKORF_SIDE,increase in the total amount of red blood cells in the blood,BioKORF
BIOKORF_SIDE_738,BIOKORF_SIDE,polydipsia,BioKORF
BIOKORF_SIDE_739,BIOKORF_SIDE,polyneuropathy,BioKORF
BIOKORF_SIDE_740,BIOKORF_SIDE,polyuria,BioKORF
BIOKORF_SIDE_741,BIOKORF_SIDE,post procedural haemorrhage,BioKORF
BIOKORF_SIDE_742,BIOKORF_SIDE,premenstrual syndrome,BioKORF
BIOKORF_SIDE_743,BIOKORF_SIDE,syncope vertigo,BioKORF
BIOKORF_SIDE_744,BIOKORF_SIDE,priapism,BioKORF
BIOKORF_SIDE_745,BIOKORF_SIDE,procedural pain,BioKORF
BIOKORF_SIDE_746,BIOKORF_SIDE,anal pain,BioKORF
BIOKORF_SIDE_747,BIOKORF_SIDE,rectum inflammation,BioKORF
BIOKORF_SIDE_748,BIOKORF_SIDE,productive cough,BioKORF
BIOKORF_SIDE_749,BIOKORF_SIDE,prostate cancer,BioKORF
BIOKORF_SIDE_750,BIOKORF_SIDE,prostatic disorder,BioKORF
BIOKORF_SIDE_751,BIOKORF_SIDE,prostatitis,BioKORF
BIOKORF_SIDE_752,BIOKORF_SIDE,protein total decreased,BioKORF
