matrix_index,biokorf_drug_id,drug_name,gene_count,pathway_count,has_gene_evidence,has_pathway_evidence
138,BIOKORF_DRUG_138,zoledronic.acid,0,0,False,False
139,BIOKORF_DRUG_139,nisoldipine,9,17,True,True
140,BIOKORF_DRUG_140,eszopiclone,18,12,True,True
141,BIOKORF_DRUG_141,alprazolam,23,23,True,True
142,BIOKORF_DRUG_142,loxapine,32,24,True,True
143,BIOKORF_DRUG_143,mupirocin,0,0,False,False
144,BIOKORF_DRUG_144,rosiglitazone,17,62,True,True
145,BIOKORF_DRUG_145,pramipexole,8,14,True,True
146,BIOKORF_DRUG_146,miglustat,1,1,True,True
147,BIOKORF_DRUG_147,methylphenidate,3,6,True,True
148,BIOKORF_DRUG_148,hyoscyamine,4,6,True,True
149,BIOKORF_DRUG_149,zolpidem,9,17,True,True
150,BIOKORF_DRUG_150,famciclovir,1,1,True,True
151,BIOKORF_DRUG_151,streptozocin,0,0,False,False
152,BIOKORF_DRUG_152,allopurinol,6,19,True,True
153,BIOKORF_DRUG_153,ceftazidime,4,5,True,True
154,BIOKORF_DRUG_154,cerivastatin,14,34,True,True
155,BIOKORF_DRUG_155,trimethoprim,7,16,True,True
156,BIOKORF_DRUG_156,gemcitabine,11,12,True,True
157,BIOKORF_DRUG_157,entecavir,0,0,False,False
158,BIOKORF_DRUG_158,teniposide,7,23,True,True
159,BIOKORF_DRUG_159,epirubicin,4,26,True,True
160,BIOKORF_DRUG_160,lansoprazole,16,35,True,True
161,BIOKORF_DRUG_161,loratadine,17,30,True,True
162,BIOKORF_DRUG_162,prazosin,11,28,True,True
163,BIOKORF_DRUG_163,imipramine,39,54,True,True
164,BIOKORF_DRUG_164,acitretin,8,43,True,True
165,BIOKORF_DRUG_165,verteporfin,0,0,False,False
166,BIOKORF_DRUG_166,nabumetone,10,37,True,True
167,BIOKORF_DRUG_167,ketorolac,5,17,True,True
168,BIOKORF_DRUG_168,montelukast,8,33,True,True
169,BIOKORF_DRUG_169,fluoxetine,17,38,True,True
170,BIOKORF_DRUG_170,duloxetine,10,33,True,True
171,BIOKORF_DRUG_171,rimantadine,0,0,False,False
172,BIOKORF_DRUG_172,lenalidomide,5,20,True,True
173,BIOKORF_DRUG_173,raloxifene,21,55,True,True
174,BIOKORF_DRUG_174,celecoxib,12,59,True,True
175,BIOKORF_DRUG_175,brimonidine,4,7,True,True
176,BIOKORF_DRUG_176,dicloxacillin,3,8,True,True
177,BIOKORF_DRUG_177,nabilone,0,0,False,False
178,BIOKORF_DRUG_178,sotalol,4,13,True,True
179,BIOKORF_DRUG_179,buspirone,14,29,True,True
180,BIOKORF_DRUG_180,fosinopril,3,2,True,True
181,BIOKORF_DRUG_181,entacapone,3,13,True,True
182,BIOKORF_DRUG_182,zidovudine,19,42,True,True
183,BIOKORF_DRUG_183,darifenacin,7,16,True,True
184,BIOKORF_DRUG_184,oxycodone,9,27,True,True
185,BIOKORF_DRUG_185,flutamide,9,23,True,True
186,BIOKORF_DRUG_186,cimetidine,25,38,True,True
187,BIOKORF_DRUG_187,haloperidol,29,54,True,True
188,BIOKORF_DRUG_188,ritonavir,32,48,True,True
189,BIOKORF_DRUG_189,nitazoxanide,1,1,True,True
190,BIOKORF_DRUG_190,vancomycin,3,13,True,True
191,BIOKORF_DRUG_191,dextromethorphan,31,78,True,True
192,BIOKORF_DRUG_192,albendazole,7,54,True,True
193,BIOKORF_DRUG_193,trandolapril,4,5,True,True
194,BIOKORF_DRUG_194,caspofungin,0,0,False,False
195,BIOKORF_DRUG_195,alitretinoin,12,41,True,True
196,BIOKORF_DRUG_196,metolazone,1,2,True,True
197,BIOKORF_DRUG_197,oxaliplatin,0,0,False,False
198,BIOKORF_DRUG_198,lercanidipine,5,10,True,True
199,BIOKORF_DRUG_199,foscarnet,2,5,True,True
200,BIOKORF_DRUG_200,erlotinib,15,77,True,True
201,BIOKORF_DRUG_201,cyclophosphamide,0,0,False,False
202,BIOKORF_DRUG_202,rofecoxib,8,29,True,True
203,BIOKORF_DRUG_203,ciprofloxacin,10,29,True,True
204,BIOKORF_DRUG_204,gadoversetamide,0,0,False,False
205,BIOKORF_DRUG_205,toremifene,5,28,True,True
206,BIOKORF_DRUG_206,vincristine,0,0,False,False
207,BIOKORF_DRUG_207,benazepril,4,3,True,True
208,BIOKORF_DRUG_208,fluorouracil,20,40,True,True
209,BIOKORF_DRUG_209,pyridostigmine,3,15,True,True
210,BIOKORF_DRUG_210,azelaic.acid,3,6,True,True
211,BIOKORF_DRUG_211,zafirlukast,9,28,True,True
212,BIOKORF_DRUG_212,pentostatin,1,3,True,True
213,BIOKORF_DRUG_213,piroxicam,9,29,True,True
214,BIOKORF_DRUG_214,lamotrigine,57,62,True,True
215,BIOKORF_DRUG_215,zanamivir,1,2,True,True
216,BIOKORF_DRUG_216,bosentan,5,16,True,True
217,BIOKORF_DRUG_217,tigecycline,0,0,False,False
218,BIOKORF_DRUG_218,methotrexate,35,53,True,True
219,BIOKORF_DRUG_219,carbamazepine,26,31,True,True
220,BIOKORF_DRUG_220,cisatracurium,1,2,True,True
221,BIOKORF_DRUG_221,fondaparinux,2,11,True,True
222,BIOKORF_DRUG_222,propranolol,17,47,True,True
223,BIOKORF_DRUG_223,clonidine,15,38,True,True
224,BIOKORF_DRUG_224,valaciclovir,7,9,True,True
225,BIOKORF_DRUG_225,valdecoxib,6,25,True,True
226,BIOKORF_DRUG_226,voriconazole,9,16,True,True
227,BIOKORF_DRUG_227,levocarnitine,14,24,True,True
228,BIOKORF_DRUG_228,enalapril,8,19,True,True
229,BIOKORF_DRUG_229,nizatidine,3,10,True,True
230,BIOKORF_DRUG_230,diclofenac,31,77,True,True
231,BIOKORF_DRUG_231,doxazosin,12,24,True,True
232,BIOKORF_DRUG_232,amiloride,11,12,True,True
233,BIOKORF_DRUG_233,gadoteridol,0,0,False,False
234,BIOKORF_DRUG_234,labetalol,14,32,True,True
235,BIOKORF_DRUG_235,linezolid,2,8,True,True
236,BIOKORF_DRUG_236,ivermectin,0,0,False,False
237,BIOKORF_DRUG_237,medroxyprogesterone,24,43,True,True
238,BIOKORF_DRUG_238,butorphanol,0,0,False,False
239,BIOKORF_DRUG_239,bisoprolol,4,14,True,True
240,BIOKORF_DRUG_240,rifabutin,8,72,True,True
241,BIOKORF_DRUG_241,imatinib,25,110,True,True
242,BIOKORF_DRUG_242,triamcinolone,8,37,True,True
243,BIOKORF_DRUG_243,testosterone,24,66,True,True
244,BIOKORF_DRUG_244,efavirenz,13,35,True,True
245,BIOKORF_DRUG_245,alendronic.acid,5,15,True,True
246,BIOKORF_DRUG_246,clofarabine,4,22,True,True
247,BIOKORF_DRUG_247,dexmedetomidine,5,20,True,True
248,BIOKORF_DRUG_248,adenosine,7,11,True,True
249,BIOKORF_DRUG_249,simvastatin,20,57,True,True
250,BIOKORF_DRUG_250,pemetrexed,7,13,True,True
251,BIOKORF_DRUG_251,gonadorelin,0,0,False,False
252,BIOKORF_DRUG_252,stavudine,3,14,True,True
253,BIOKORF_DRUG_253,calcium.folinate,0,0,False,False
254,BIOKORF_DRUG_254,latanoprost,4,6,True,True
255,BIOKORF_DRUG_255,estrone,20,58,True,True
256,BIOKORF_DRUG_256,trazodone,12,23,True,True
257,BIOKORF_DRUG_257,sevelamer,0,0,False,False
258,BIOKORF_DRUG_258,acamprosate,25,17,True,True
259,BIOKORF_DRUG_259,verapamil,35,61,True,True
260,BIOKORF_DRUG_260,nilutamide,3,12,True,True
261,BIOKORF_DRUG_261,nafarelin,0,0,False,False
262,BIOKORF_DRUG_262,sumatriptan,9,25,True,True
263,BIOKORF_DRUG_263,cefixime,3,4,True,True
264,BIOKORF_DRUG_264,aprepitant,4,14,True,True
265,BIOKORF_DRUG_265,galantamine,6,16,True,True
266,BIOKORF_DRUG_266,tamoxifen,47,126,True,True
267,BIOKORF_DRUG_267,losartan,16,36,True,True
268,BIOKORF_DRUG_268,amphotericin.B,1,7,True,True
269,BIOKORF_DRUG_269,midazolam,20,12,True,True
270,BIOKORF_DRUG_270,tobramycin,0,0,False,False
271,BIOKORF_DRUG_271,trovafloxacin,2,9,True,True
272,BIOKORF_DRUG_272,pentosan.polysulfate.sodium,0,0,False,False
273,BIOKORF_DRUG_273,moexipril,0,0,False,False
274,BIOKORF_DRUG_274,phentolamine,4,8,True,True
275,BIOKORF_DRUG_275,fluorescein,0,0,False,False
276,BIOKORF_DRUG_276,daunorubicin,15,37,True,True
277,BIOKORF_DRUG_277,furosemide,13,33,True,True
278,BIOKORF_DRUG_278,tizanidine,8,18,True,True
279,BIOKORF_DRUG_279,eplerenone,4,14,True,True
280,BIOKORF_DRUG_280,amprenavir,9,24,True,True
281,BIOKORF_DRUG_281,naltrexone,4,11,True,True
282,BIOKORF_DRUG_282,delavirdine,6,12,True,True
283,BIOKORF_DRUG_283,tamsulosin,6,15,True,True
284,BIOKORF_DRUG_284,porfimer.sodium,0,0,False,False
285,BIOKORF_DRUG_285,sufentanil,4,13,True,True
286,BIOKORF_DRUG_286,lamivudine,19,41,True,True
287,BIOKORF_DRUG_287,ibandronic.acid,2,2,True,True
288,BIOKORF_DRUG_288,apomorphine,37,47,True,True
289,BIOKORF_DRUG_289,paroxetine,43,39,True,True
290,BIOKORF_DRUG_290,adefovir.dipivoxil,8,11,True,True
